code_insee,long,lat
17321,-0.733333,46
17297,-1.26667,46.1667
17308,-0.966667,45.8667
17432,-0.416667,45.3
17235,-0.4,45.8
17412,-0.633333,45.8167
17457,-0.75,46.05
17380,-1.08333,45.6333
17450,-0.616667,45.95
17052,-0.533333,45.3167
17165,-0.45,45.9167
17153,-1.08333,46.25
17302,-0.8,45.8667
17360,-1.3,46.15
17464,-0.516667,46.0667
17299,-0.983333,45.9333
17198,-0.566667,45.85
17248,-0.783333,45.4833
17032,-0.95,46.05
17245,-1.01667,46.15
17211,-0.5,46.05
17040,-0.566667,46
17004,-1.175,46.0167
17326,-0.283333,45.5
17125,-0.473056,45.9531
17200,-1.13333,46.1833
17346,-0.883333,45.9167
17433,-0.333333,45.3
17351,0.962223,45.8017
17006,-0.333333,45.4667
17232,-0.816667,45.65
17124,-0.566667,46.0333
17122,-0.423889,45.6095
17390,-0.666667,45.4167
17304,-0.483333,45.6833
17310,-0.75,45.6
17060,-0.756111,45.5042
17288,-0.466667,45.95
17163,-0.383333,45.3833
17150,-0.433333,45.9667
17129,-0.483333,45.3333
17069,-0.466667,45.6667
17388,-0.6,45.5333
17259,-0.416667,45.5
17092,-0.416667,45.3333
17420,-1.05,46.1
17243,-0.255278,45.2448
17411,-1.2,45.8333
17267,-0.933333,46.2167
17265,-0.983333,45.75
17394,-0.666667,46.1333
17024,-0.346944,46.0209
17333,-1,45.6
17238,-0.35,45.4833
17172,-0.666667,45.5667
17217,-0.216667,45.8
17204,-0.333333,45.3833
17093,-1.2,45.9
17387,-0.783333,45.8167
17183,-0.85,45.6
17260,-0.185556,45.2439
17483,-1.05,46.0167
17067,-0.25,45.8167
17422,-0.2,45.95
17431,-0.783333,45.7833
17471,-0.316667,46.0667
17410,-0.683333,45.3833
17407,-1.01667,46.1833
17152,-0.8,45.55
17186,-0.866667,46.1833
17336,-0.716667,45.7667
17371,-0.4,45.4833
17206,-0.283333,45.95
17193,-1.06667,46.1167
17114,-0.45,46.0667
17070,-0.483333,45.8167
17188,-0.25,45.8667
17253,-0.833333,46.0333
17210,-0.683333,45.45
17268,-0.416667,46
17276,-0.296111,45.3167
17196,-0.616667,45.5833
17244,-0.75,45.6333
17481,-0.6,45.95
17427,-0.2,45.8333
17168,-1.1,45.9833
17119,-0.85,45.6333
17443,-1,46.0667
17452,-1.13333,45.7667
17197,-0.433333,45.45
17094,-1.08333,46.0667
17282,-0.353056,45.3242
17083,-0.916667,45.8333
17013,-0.456389,45.9825
17201,-0.75,46.2167
17017,-0.7,45.9333
17312,-0.666667,45.35
17291,-1.1,46.1833
17278,-0.783333,45.7
17403,-0.45,45.4
17237,-1.03333,45.9
17451,-0.266667,45.9167
17437,-0.9,45.5333
17157,-0.6,45.9
17071,-0.366667,45.8833
17226,-0.566667,45.9167
17103,-0.7,46.05
17229,-0.295556,45.3234
17295,-0.366667,45.4833
17066,-0.3,45.4833
17213,-0.533333,46.05
17169,-0.583333,45.8667
17386,-0.15,45.1667
17207,-1.43794,46.2235
17472,-1.05,46.2333
17290,-0.356667,45.8295
17305,-0.45,45.3333
17120,-0.816667,45.75
17261,-0.166667,45.8
17463,-0.983333,45.9667
17181,-0.6,45.8667
17045,-0.833333,45.8667
17373,-0.966667,46.15
17189,-1.06667,45.85
17118,-0.383333,45.25
17320,-0.75,45.95
17242,-0.5,45.65
17271,-0.383333,45.9833
17328,-0.716667,45.4667
17287,-0.251111,45.2689
17035,-0.166667,45.9167
17365,-0.216667,45.2333
17216,-0.816667,45.9667
17241,-0.183333,45.2167
17357,-0.283333,45.4167
17110,-0.216667,45.1833
17332,-0.503889,45.4937
17239,-0.35,45.8167
17327,-0.6,46.0833
17462,-0.566667,45.8
17382,-0.666667,46.1667
17406,-0.983333,45.7667
17376,-1.03333,46.2167
17366,-0.1,45.15
17292,-0.716667,45.9667
17222,-1.11667,46.2333
17269,-0.233333,45.2333
17042,-0.466667,45.8333
17076,-0.366667,45.6
17318,-1.54167,46.225
17256,-0.483333,45.8667
17465,-0.566667,45.9667
17203,-0.866667,46.0667
17455,-0.85,45.8833
17075,-0.85,45.9167
18177,2.56667,46.85
18230,2.28333,46.6667
18070,2.58333,47.4833
18156,2.6,47.2333
18010,2.36667,46.65
18205,2.35,47.1
18131,2.7,46.9333
18051,2.58333,47.35
18197,2.50555,46.7236
18268,2.46667,46.8167
18127,2.17611,46.752
18046,2.32472,46.787
18093,2.46667,46.65
18194,2.61667,47.1833
18279,2.08333,47.2167
18083,2.35,46.55
18039,2.8,47.3
18163,2.68333,47.2833
18149,2.36667,47.3167
18186,2.18333,47.1
18073,2.3,46.8833
18158,2.51667,47.0833
18223,2.41667,47.2
18225,2.29861,46.58
18107,2.51667,46.6833
18184,2.93333,47.1
18090,2.725,47.1623
18020,2.88333,47.3833
18049,2.98333,47.1667
18288,2.48333,46.95
18145,2.5,47.2333
18086,2.51667,46.7
18253,2.51667,47.1833
18221,2.38333,46.8167
18053,2.88333,47.15
18116,2.78333,47.2333
18143,2.91667,47.0333
18257,2.86667,47.4833
18062,2.96667,46.9833
18060,2.75,46.8333
18183,2.65,46.8
18129,2.41667,46.9667
18029,2.75,46.75
18012,3,47.1333
18206,2.35,47.15
18080,2.8,46.9333
18009,2.43333,46.6833
18105,2.75,47.1167
18102,2.81667,46.8333
18212,2.45,46.9167
18076,2.6,46.7
18126,2.41667,46.9333
18028,2.3,47.1167
18180,2.45,47
18192,2.75,47.3
18050,2.31667,47.0667
18063,2.375,46.85
18148,2.05,47.1667
18290,2.23333,47.2667
18190,2.16667,47.1333
18274,2.81667,47.35
18214,2.01667,47.2167
18286,2.8,47.0667
18153,2.31667,46.7167
18056,2.85,47.05
18202,2.63333,47.2167
18061,2.78333,47.1167
18064,2.05,47.1167
18068,2.63333,46.85
18103,1.85,47.1333
18217,2.23333,46.5833
18284,2.6,47.4333
18022,2.63333,47.4833
18115,2.48333,47.35
18077,2.83333,47.1167
18272,2.75,47.25
18208,2.81639,47.3939
18027,2.75,47
18004,2.31667,47.2167
18252,2.31667,46.5
18085,1.95,47.1833
18250,2.38333,46.8833
18065,2.11667,46.8333
18226,2.5,47.15
18041,2.51667,46.65
18210,1.93333,47.2167
18092,2.65,47.0667
18237,2.2,47.0833
18098,2.83333,47.2667
18224,2.91667,47.15
18258,2.8,47.3667
18100,1.88333,47.1833
18269,2.65,47.45
18023,2.73333,47.0833
18200,2.88333,47.2833
18095,2.80111,46.9675
18245,2.5,46.6
18141,2.21667,47.15
18002,2.55,46.6667
18108,2.95,46.95
18096,2.16667,47.1667
18091,2.41667,46.7667
18182,2.09806,47.0292
18267,2.35,47.0167
18249,2.7,47.3167
18030,2.53333,47.5333
18248,2.45,46.95
18169,2.43333,46.7333
18195,2.83333,46.85
18289,2.58333,46.9667
18242,2.91667,46.8333
18017,2.85,46.7833
18231,2.61667,46.7333
18133,2.26667,46.9333
18088,2.38333,47.4333
18008,2.35,46.95
18162,2.68333,47.3
18161,2.78333,46.8
18106,2.93333,46.8667
18026,2.85056,47.5062
18128,2.11667,47.0667
18031,2.73333,46.9
18172,2.48333,46.7333
18014,2.75,47.4333
18151,2.68111,47.2395
18101,2.9,46.9167
18069,2.53333,46.7
18280,2.46667,47.1833
18054,2.75,46.9
18227,2.31667,47.4833
18139,3.01306,47.0675
18114,2.3,46.7833
18201,2.3,46.9667
18229,2.41667,47.2333
18111,2.66667,47.25
18215,2.86667,47.05
18193,2.18333,46.6833
18246,2.81667,47.4333
18216,2.16667,46.7333
18137,2.16667,46.8833
18173,2.65,46.9333
18082,3.05,46.95
18281,2.18333,47.2167
18232,2.16667,46.45
18113,2.85,46.9667
18134,2.05,47.1167
18019,2.71667,47.1833
18003,2.56667,47.2
18247,2.55,47.0333
18191,2.68333,46.9667
18099,2.9,47.0833
18043,2.18333,46.8
18007,3.04778,46.9059
18234,2.23333,46.5
18047,2.43333,47.3667
18239,2.76667,47.05
18152,2.23333,46.8167
18277,2.6,46.8167
18265,2.96667,47.0167
18254,2.5,47.0333
18159,2.2,47.35
18204,2.53333,46.9333
18071,2.5,46.8667
18075,3.03333,47.0167
18112,2.25,46.7167
18262,2.86667,47.3167
18109,2.53333,47.3
18057,2.2,46.5667
18136,2.36667,46.7
18170,2.51667,47.4667
18263,1.93333,47.25
18185,2.35,47.3833
18166,2.56667,47.1
18168,2.68084,47.3842
18055,2.13333,46.9833
18094,2.86667,47.2333
18016,2.58333,47.2167
18081,2.58333,47.0167
18255,2.3,47.0167
18198,2.11667,46.9333
18044,2.1,47.1167
18089,2.58333,46.55
18174,2.51667,47.0667
18120,2.93333,47.1167
18097,2.43333,47.15
18213,2.48333,47.1
18005,2.23333,47.1667
18144,2.75,47.35
18228,1.8409,47.1439
18118,3,47.05
18150,1.98333,47.2333
18122,2.3,46.9167
18179,2.43333,47.1833
18273,2.31667,46.8333
18138,2.28333,47.1
18036,2.13333,47.15
18006,2.55,46.95
18037,2.25,47.5667
18058,2.31667,46.85
18125,2.86667,47.4667
18135,2.2,46.6333
18157,2.26667,47.0333
18048,2.95,46.9
18220,3,47.1167
18243,2.76667,47.5
18160,2.83333,47
18264,2.66084,47.4253
18260,2.85,46.9667
18233,2.85,47.3333
18130,2.38333,46.65
18059,2.28333,46.6333
18067,2.3,47.5667
18119,2.65,46.9833
18032,2.86667,47.4167
18203,2.36667,46.5833
18155,3.03333,46.8167
18018,2.65,47.0333
18251,2.81667,47.1333
18211,2.43333,47.1833
18035,2.61667,47.1167
18187,2.25,46.4333
18167,1.88333,47.1333
18199,2.21667,46.8333
18207,2.25,46.9833
18013,2.56667,46.7833
18181,2.13333,47.0333
18175,2.81667,46.9167
18087,2.56667,46.8833
18209,2.48333,46.6833
18021,2.71667,46.8
18278,2.43333,46.5333
18196,2.81667,46.7667
18121,2.66667,46.9
18261,2.65,46.8167
18270,2.38333,46.7833
18147,2.31667,47.45
18238,2.53333,46.5333
18074,2.91667,47.3
18110,2.95,47.2167
18165,2.25,47.3167
18140,2,47.15
18123,2.78333,47.0333
18176,2.55,47.2333
18275,2.88333,46.8833
18241,2.83333,47.3333
18256,2.75,47.4
18132,2.81667,47.2
18146,2.86667,47.3167
18040,2.63333,46.9
18287,2.83333,47.2833
18024,2.2,46.6
18271,2.4,47.1667
18244,2.13333,46.9667
18222,2.35,46.9333
18171,2.43333,46.7167
18045,2.7,46.8667
18033,2.4,47.0833
18015,2.43333,47.4833
18189,2.45,47.2333
18117,2.68333,47.4
18285,2.21667,47.0333
18079,2.74389,47.3053
18282,2.68333,47.1
18001,2.46667,47.2833
18276,2.71667,46.7667
18124,2.05833,47.075
18164,3.05,46.8667
18218,2.51667,46.9833
18154,2.88333,47.05
18178,2.56667,46.65
18188,2.21667,46.9
18235,2.55,47.1333
18066,2.16667,46.9667
18142,2.5,46.7833
18072,2.73333,46.95
18042,2.45,46.7667
18283,2.18333,46.8333
18266,2.21667,46.7167
18034,2.48333,46.7
18084,2.58333,47.4667
18236,2.31667,46.8167
18219,2.20195,47.225
18038,2.45,46.7667
18240,2.91667,47.15
18259,2.7,47.4667
18104,2.8,47.2
18011,2.45,47.55
18025,3.01667,47.1
18078,2.36667,46.8167
18052,2.65,46.7333
19273,1.58333,45.05
19028,2.5,45.4
19024,1.4,45.3667
19228,2.2,45.3167
19049,1.46667,45.1
19042,1.63333,45.3
19148,2.28333,45.3833
19186,1.91667,45.1667
19286,1.4,45.3167
19104,1.56667,45.5333
19035,1.33333,45.3167
19145,2.11667,45.4
19089,1.98333,45.2167
19191,1.41667,45.1
19071,2.1,45.4833
19179,1.63333,45.0333
19001,1.75,45.5167
19244,2.15,45.6167
19185,1.83195,45.2562
19283,2.39306,45.4903
19175,2.36667,45.4333
19100,1.63333,45.35
19046,2.04195,45.3587
19161,1.33333,45.2167
19202,1.58333,45.2333
19195,1.35,45.25
19082,1.66667,45.2667
19156,1.7,45.15
19256,2.35,45.3667
19070,2.11111,45.4262
19234,1.56667,45.3
19099,1.7,45.0833
19182,1.36667,45.2333
19215,2.1,45.0167
19057,1.655,45.0609
19146,1.76667,45.3167
19075,1.9,45.2333
19140,1.91667,45.0833
19278,1.45,45.2
19190,2.41667,45.5
19170,1.76667,44.9667
19268,1.93333,45.65
19048,1.73333,45.1833
19135,2.31667,45.5
19068,1.63333,45.1667
19277,2.3,45.4833
19210,2.2,45.3667
19289,1.36667,45.2
19235,1.9,45.2167
19237,2.1,45.1333
19287,1.95,45.3833
19150,1.6,45.0833
19034,1.98972,44.9828
19232,2.32861,45.6139
19272,1.76667,45.2667
19264,2.2,45.2833
19118,1.71667,45.4667
19056,1.98333,45.2833
19047,1.43333,45.0667
19159,2.05,45.4833
19260,1.81667,44.9833
19097,2.08333,45.3
19227,1.65,45.2833
19153,1.41667,45.2667
19139,2.1,45.65
19069,2.1,45.1833
19011,1.36667,45.4167
19006,2.21472,45.577
19109,1.36667,45.3333
19243,1.36667,45.3833
19266,2.46667,45.5167
19009,1.8,45.3
19180,2.23333,45.5
19203,1.76667,45.2
19119,1.76667,45.0667
19174,1.96667,45.2
19207,1.63333,45.2667
19091,2.01667,45.0833
19276,1.56667,45.4167
19171,1.91667,45.0167
19010,1.93333,45.1
19112,1.86667,45.5167
19045,1.96667,45.0333
19263,2.08333,45.45
19147,1.5,45.05
19067,1.75,45
19217,1.78333,45.0333
19132,1.8,45.1
19093,1.55,45.0833
19270,1.43333,45.3833
19053,2.25,45.5833
19163,1.73333,45.0833
19240,1.76667,45.3833
19012,1.83333,44.95
19079,1.63333,45.45
19073,2.05,45.4
19167,2.51667,45.55
19129,1.51667,45.5333
19154,1.43333,45.3333
19262,1.73333,45.55
19044,1.71667,44.9833
19165,1.68333,45.5
19194,1.68333,45.3333
19257,1.73333,45.1
19178,1.55,45.2833
19169,1.8,45.0333
19002,2.38333,45.6167
19062,1.88333,45.3667
19253,1.26667,45.2667
19037,1.7,45.4333
19015,1.31667,45.25
19231,1.98333,45.25
19274,1.61667,45.1167
19059,1.35,45.35
19141,2.48333,45.65
19085,1.85056,45.2995
19206,2.21667,45.6167
19211,1.65,45.2167
19251,1.95,45.4167
19173,2.2,45.1667
19120,1.26667,45.2167
19061,1.68333,45.2167
19222,1.98333,45.1667
19282,1.61667,45.2
19248,1.53333,45.45
19098,1.81667,45.1833
19060,1.6,45.4667
19021,2.23333,45.65
19281,1.83333,45.5167
19259,2.01667,45.05
19131,1.65,45.55
19050,1.66667,45.0167
19041,1.81667,45.2667
19065,2.35,45.65
19094,1.31667,45.3167
19160,1.98333,45.5833
19204,2.38333,45.5333
19134,2.46084,45.6473
19198,1.28333,45.45
19192,1.9,45.1333
19113,2.33334,45.4153
19095,1.81667,45.65
19020,1.8025,45.4223
19014,2.16667,45.2
19193,2.11667,45.0833
19238,2.28333,45.65
19025,1.26667,45.4
19087,1.9,45.5333
19254,1.31667,45.4333
19189,2.08333,45.0667
19255,1.71667,45.3667
19032,1.85,45.0333
19083,2.48333,45.7
19016,1.81667,45.35
19030,1.33333,45.1833
19092,2.05,45.3167
19074,1.8,45.65
19036,1.71667,45.5833
19039,2.01667,45.3167
19105,1.66667,45.1333
19168,1.91667,45.5167
19177,1.3,45.3
19144,1.41667,45.5167
19288,1.43333,45.2833
19162,1.55,45.3167
19126,1.75,45.0333
19164,2.06667,45.7
19013,1.67,45.1742
19076,1.6,45.4167
19245,1.88333,45.1833
19226,2.05,45.6333
19130,2.15,45.4833
19158,1.85,45.2333
19136,2.16667,45.5333
19003,1.68333,45.1333
19250,1.53333,45.5
19223,1.46667,45.4333
19077,1.46667,45.0333
19252,2.43333,45.4167
19080,2.46667,45.6667
19110,2.23333,45.3
19218,2.4,45.4167
19081,1.95,45.3333
19142,2.51667,45.5
19107,1.41667,45.1167
19183,1.96667,45.1667
19212,1.85,45.0667
19019,1.83333,44.9833
19187,1.36667,45.3
19084,1.88333,45.1667
19196,1.4,45.2667
19114,2.3,45.6167
19229,1.45,45.1333
19241,2.13333,45.7
19271,1.8,45.05
19004,1.83333,45.1333
19005,1.48333,45.25
19265,1.95,45.6833
19181,1.83333,45.4167
19137,1.85,45.4
19023,1.72333,45.1245
19201,2.38333,45.5167
19261,2.2,45.6667
19230,1.45,45.4333
19029,1.7,45.0167
19275,2.31667,45.55
19249,1.96667,45.45
19285,1.51667,45.3833
19205,2.08333,45.0667
19102,2.16667,45.3667
19200,2.35,45.45
19216,1.31667,45.4667
19116,1.8,44.9333
19022,1.46667,45.5167
19058,2.16667,45.4833
19213,1.63333,45.4
19155,1.8,45.3667
19064,2.33333,45.6667
19236,1.86667,45.3
19096,1.83778,45.2337
19143,2.01667,45.35
19103,2.4,45.6667
19122,1.78333,45.4833
19225,2.08333,45.2667
19007,1.86667,44.9667
19078,1.48333,45.3167
19124,1.38333,45.1667
19176,2.01667,45.3833
19269,1.8,45.5333
19152,1.8,45.0333
19055,2.31667,45.45
19208,2.13333,45.3333
19188,1.51667,45.3
19111,2.15,45.2333
19157,2.21667,45.4167
19043,1.61667,45.15
19101,1.78333,45.2333
19220,1.86667,45.2667
19108,2.51667,45.7
19008,2.13333,45.5333
19125,2.03333,45.2833
19246,1.45,45.2167
19090,1.98333,45.2167
19219,2.35,45.4333
19106,2.16667,45.2833
19121,1.4,45.45
19184,1.73333,45.05
19040,1.98333,45.1833
19072,1.53333,45.2333
19239,1.3,45.25
19052,2.1,45.6333
19051,1.88167,45.4564
19123,1.55,45.1667
19063,1.6,45.1333
19199,2.46667,45.5667
19031,1.53333,45.15
19151,1.53333,45.1
19172,1.66667,45.5333
19133,1.95,45.0167
19247,2.38333,45.4667
19233,2.28333,45.6167
19214,2.13333,45.1333
19258,2.03333,45.1333
19166,1.61667,45.4167
19138,1.66667,45.05
19038,1.7,45.2333
19033,1.93333,45.6
19209,1.83333,45.6
19284,1.88333,45.6
19279,1.36667,45.25
19221,1.98333,45.1167
19280,1.75,44.9833
19115,1.61667,45.05
19086,2.08333,45.05
19088,1.93333,45.4833
19149,1.83333,45.1167
19242,1.4,45.3
19026,1.78333,44.95
19018,2.06667,45.2167
19117,1.46667,45.1
19128,2.4,45.45
19017,1.86667,45.0167
19027,1.98333,45.5333
19066,1.31667,45.15
19054,1.84,45.0545
19127,1.85,45.2
21034,4.61977,47.9966
21574,5.43333,47.5167
21345,4.83333,47.5667
21377,4.61667,47.35
21409,4.88333,47.1333
21647,5.15,46.9833
21589,4.95,47.4667
21451,4.43333,47.7833
21339,4.86667,47.3333
21438,4.8,47.7333
21080,4.73333,47.3667
21663,4.43333,47.5333
21645,5.26667,47.15
21227,4.93333,47.3833
21358,4.51667,47.6
21656,5.2,47.2333
21601,4.85834,47.2153
21709,4.28333,47.5667
21614,5.2,47.45
21430,4.26667,47.4167
21484,4.38333,47.75
21273,4.85,47.3167
21117,4.65,47.7333
21040,4.65,47.3667
21184,4.66667,47.1667
21146,5.35,47.3833
21143,4.33333,47.8833
21291,4.3,47.5333
21164,4.58333,47.1833
21321,4.6,47.45
21297,4.98333,47.1667
21690,4.6,47.4333
21156,4.65,47.1833
21072,5.33333,47.3833
21401,4.73333,47.0333
21503,5.43333,47.5333
21585,5.08333,47.2167
21360,4.66667,47.0833
21061,4.65,47.7
21158,5.35112,47.5695
21543,4.83333,47.6833
21686,4.3,47.55
21634,4.7,47.15
21462,5.06667,47.4
21512,4.75,46.95
21592,4.76667,47.3333
21587,5.01667,47.5333
21149,4.51278,47.9445
21133,4.95,47.1833
21178,4.88333,47.25
21517,4.96667,47.1167
21165,4.56667,47.7333
21194,4.91667,47.0833
21403,4.15,47.1333
21692,5.03333,47.5167
21236,4.78333,46.9333
21581,5.36667,47.0833
21717,4.77806,47.8195
21515,5.11667,47.3167
21711,4.55,47.9
21547,4.38333,47.4833
21524,4.68333,47.9667
21233,5.36667,47.3333
21525,4.16667,47.3667
21389,4.36667,47.6167
21106,5.11417,47.2406
21494,4.76667,47.5
21367,5.34723,47.2481
21423,4.85,46.9833
21406,4.75,47.3167
21421,4.91667,47.5333
21056,5.2,47.4167
21218,4.93333,47.45
21552,4.68333,47.3833
21200,4.98333,47.2667
21445,4.33333,47.3167
21558,4.9,46.9833
21511,4.46667,47.7333
21516,4.26667,47.6114
21132,4.9,47.2333
21170,4.96667,46.9667
21425,4.33333,47.6167
21579,4.9,47.6167
21193,5,46.9833
21362,4.58333,47.2
21113,5.05,47.2
21435,4.56667,47.8833
21155,4.65,47.1667
21464,4.95,47.1333
21320,5.18333,47.2833
21591,5.05,47.4333
21013,4.83333,47.3333
21216,4.58333,47.15
21704,4.71667,47.8167
21327,4.58333,47.05
21395,4.58333,47.4
21386,4.45,47.4667
21664,4.31667,47.7333
21074,5.43333,47.15
21028,5.36667,47.2333
21548,4.13333,47.3833
21716,4.96667,47.1667
21637,5.28333,47.0167
21616,4.81667,46.9667
21635,4.21667,47.4333
21201,4.48333,47.75
21381,4.5,47.4
21049,4.96667,47.6167
21679,4.67889,47.3117
21175,5.3,47.3
21633,4.45,47.3167
21053,5.36667,47.4667
21187,4.65,47.25
21337,5.38333,47.2667
21402,4.9,47.7667
21610,5.45,47.25
21707,4.63333,47.4167
21076,5.26667,47.3333
21372,4.66667,47.8333
21265,4.96667,47.25
21419,4.35695,47.935
21002,4.76667,47.2833
21678,4.31667,47.3667
21234,4.68333,47.35
21487,5.26667,47.2
21661,4.9,47.3333
21298,4.48333,47.3167
21316,5.45,47.3333
21222,4.58333,47.1667
21376,5.35,47.35
21148,5.16667,47.0833
21238,4.68333,47.2833
21432,4.76667,47.95
21166,5,47.2833
21480,4.85112,47.08
21677,4.63333,47.1
21065,4.73333,47.0833
21274,4.56667,47.1167
21688,4.88333,47.15
21703,4.26667,47.15
21590,4.81667,47.0667
21099,4.76667,47.05
21624,5.28333,47.2833
21424,5.25,47.0167
21499,4.5,47.9167
21706,4.68333,47.8667
21392,4.53333,47.3
21294,5,47.1
21150,4.73333,46.9333
21366,5.16667,47.1167
21185,4.9,47
21553,4.75,47.2167
21296,4.7805,47.9833
21523,4.9,47.1833
21675,4.33333,47.1667
21301,5.1,47.0333
21262,4.86667,47.8333
21091,4.66667,47.2
21196,4.75,46.9333
21612,4.41667,47.4833
21041,5.01667,47.6167
21097,4.55,47.3667
21427,4.66667,47.0667
21059,5.06667,47.3833
21260,4.21667,47.5833
21295,4.95,47.2333
21095,5.26667,46.9833
21102,4.3,47.1833
21211,5.13333,47.5667
21351,5.28333,47.25
21004,4.73333,47.6667
21181,4.48333,47.1833
21094,5.3,47.5
21658,4.65,46.9667
21347,4.86667,47
21212,4.31667,47.6167
21655,4.7,47.8333
21627,4.61667,47.5
21529,4.35,47.4167
21693,4.36667,47.9167
21365,4.43333,47.4833
21475,5.18333,47.05
21160,4.58333,47.6333
21513,4.86667,47.2333
21136,4.76667,47.4667
21282,4.2,47.4833
21104,4.6,47.7333
21505,4.31667,47.3833
21108,4.36667,47.4167
21595,5.26667,47.3833
21530,4.25,47.6667
21496,5.41667,47.3
21651,4.9,47.4167
21379,4.35,47.15
21450,4.75,47.0333
21469,5.15,47.3667
21308,4.4,47.5667
21323,5.4,47.3833
21429,4.33333,47.5833
21373,4.78333,47.3167
21017,4.85,47.1333
21696,4.4,47.4333
21213,5.11667,47.2667
21067,5.16667,47.15
21483,5.15,47.4667
21713,5.4,47.3
21199,4.2,47.5333
21093,4.48333,47.8833
21246,5.03333,47.1833
21110,4.96667,47.2333
21335,4.25,47.3667
21342,5.35,47.1167
21570,4.61667,47.1833
21708,5,47.0333
21458,5.08333,47.2
21520,4.73333,47.2833
21356,5.26667,47.1
21596,5.06667,47.1833
21622,5.21667,47.2167
21613,4.53333,47.3167
21353,5.15,47.1833
21319,5.13333,47.1667
21326,4.59973,47.6298
21057,5.25,47.2333
21669,4.68333,47.3667
21276,4.55,47.65
21208,4.96667,47.5333
21468,5.43333,47.6167
21538,4.1,47.4
21607,5.15,47
21272,4.33333,47.4333
21162,4.9,47.1333
21380,4.38333,47.4
21375,4.35,47.1333
21052,4.72778,47.7273
21555,5.13333,47.4
21098,4.63333,47.4667
21701,5.4,47.15
21100,4.5,47.4667
21268,5.4,47.1333
21712,4.78139,47.0014
21010,4.86667,47.0667
21081,4.75,47.35
21493,5.38333,47.2333
21228,4.78333,47.1667
21255,4.95,47.4
21167,5.4,47.3833
21054,4.83333,47.0333
21214,4.68333,47.1833
21315,5,47.3667
21638,5.16667,47.5167
21269,5.45,47.2333
21033,4.65,47.3
21557,4.6,47.7
21191,5.08333,47.1667
21522,5.41667,47.4
21130,5.25,47.2833
21705,4.7,47.4333
21279,4.35,47.7833
21121,4.7,47.3667
21665,5.15,47.65
21077,4.71667,47.9167
21597,4.9,47.1667
21482,5.45,47.3167
21177,4.43333,47.3833
21357,4.75889,47.897
21111,5.16667,47.4
21467,5.36667,47.4167
21437,5.38333,47.35
21051,4.8,47.35
21220,5.08333,47.65
21559,4.8,47.2833
21643,5.28333,47.1833
21667,5.23056,47.5342
21466,4.71667,47.5667
21623,5.2,47.2
21333,5.15,47.0333
21414,4.5,47.15
21639,5.35,47.1833
21714,4.95,47.1667
21186,4.91667,47.1
21359,4.86667,47.85
21405,4.83333,46.95
21204,4.4,47.6
21476,4.63333,47.15
21459,5.3,47.4333
21350,4.88333,47.9
21092,4.78333,47.1333
21266,5.15,47.4333
21544,4.45778,47.427
21670,4.66667,47.4333
21231,5.01667,47.3167
21239,5.28333,47.1167
21374,4.50917,47.0853
21247,4.16667,47.5
21015,4.55,47.1
21037,4.75,46.9833
21241,4.85,47.1
21411,4.95,46.9833
21463,4.43333,47.3667
21580,4.66667,47.45
21044,4.43333,47.8167
21306,4.71667,47.2667
21154,4.55,47.85
21083,4.23611,47.1723
21563,4.65,47.35
21542,5.01667,47.1667
21325,4.45,47.15
21354,4.55,47.1667
21506,4.93473,47.1123
21412,4.76667,46.9833
21275,5.16667,47.6167
21252,4.43333,47.7
21001,4.98333,47.1333
21518,4.25,47.6
21145,4.43333,47.4333
21417,4.36667,47.3
21030,4.71667,47.1333
21576,4.46667,47.3667
21237,4.83333,47.6167
21293,4.81667,47.2333
21674,4.8,47.95
21699,5.35,47.2167
21318,4.63333,47.0333
21226,4.56667,47.55
21393,4.6,47.9
21461,4.63389,46.9517
21066,4.61667,47.1
21560,4.23333,47.2333
21289,4.83333,47.1167
21413,4.33861,47.5281
21454,4.31667,47.8667
21400,4.94167,47.6
21715,4.38333,47.0833
21481,5,47.2667
21470,4.63333,47.7
21605,5.1,47.2833
21567,4.5,47.1167
21009,4.43834,47.1895
21096,5.21667,47.6333
21676,4.26667,47.4667
21235,4.68333,47.65
21370,5.16667,47.2667
21221,4.65,47.05
21258,4.53333,47.8833
21632,5.13333,47.2167
21687,4.3,47.2833
21441,4.4,47.2833
21122,4.51667,47.5833
21628,4.68333,47.9333
21103,5.21667,47.1333
21085,4.73333,47.4333
21120,4.71667,47.2167
21526,4.7,47.7333
21270,4.91667,47.2833
21683,4.45,47.05
21582,4.68333,46.9167
21583,4.63333,47
21278,5.01917,47.3434
21064,4.4,47.5833
21532,5.13333,47.2333
21086,4.83333,46.9833
21264,4.51667,47.1833
21073,4.3,47.4167
21608,4.13333,47.4333
21606,4.88667,47.0662
21159,4.83945,47.8792
21410,4.7,47.6833
21060,5.26667,47.3667
21541,4.70945,46.9503
21383,5.13333,47.5167
21198,4.2,47.5167
21312,4.93333,47.85
21043,4.63333,47.6
21055,4.7,47.6833
21457,4.41667,47.35
21536,5.31667,47.5833
21021,5.18333,47.3333
21127,5.06667,47.4667
21109,4.65,47.9167
21310,4.6,47.3167
21418,4.81667,47.6833
21261,5.15,47.25
21240,5.16667,47.5333
21332,5.08333,47
21230,5.06667,47.5167
21527,4.68333,46.95
21118,4.97667,47.6631
21562,5.4,47.5833
21442,4.96667,47.2
21101,4.43333,47.4167
