CodCirLg,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NumPanneauCand,NbVoix,codeDepartement,code_dep_min,code_dep,id_circo,entete
03,82728,40969,41759,793,390,40576,DESBROSSES,Serge,M.,COM,Parti communiste français,6,576,071,71,71,71003,
03,82728,40969,41759,793,390,40576,ROBERT,France,Mme,DLF,Debout la France,7,789,071,71,71,71003,
03,82728,40969,41759,793,390,40576,BERTHELIER,Murielle,Mme,DVD,Divers droite,8,517,071,71,71,71003,
03,82728,40969,41759,793,390,40576,LANDRE,Charles,M.,LR,Les Républicains,9,7100,071,71,71,71003,
03,82728,40969,41759,793,390,40576,GARCIA,Sylvain,M.,DVD,Divers droite,10,171,071,71,71,71003,
03,82728,40969,41759,793,390,40576,BAUMEL,Philippe,M.,SOC,Parti socialiste,11,6719,071,71,71,71003,
03,82728,40969,41759,793,390,40576,PANDROT,Florence,Mme,DIV,Divers,12,243,071,71,71,71003,
03,82728,40969,41759,793,390,40576,GRAFFARD,Pierre-Etienne,M.,ECO,Ecologiste,13,864,071,71,71,71003,
04,82338,41920,40418,634,256,39528,GROS,Stéphane,M.,LR,Les Républicains,1,6265,071,71,71,71004,
04,82338,41920,40418,634,256,39528,UNTERMAIER,Cécile,Mme,SOC,Parti socialiste,2,7171,071,71,71,71004,
04,82338,41920,40418,634,256,39528,THIÉBAUT,Maxime,M.,FN,Front National,3,6544,071,71,71,71004,
04,82338,41920,40418,634,256,39528,FERRAND,Guillaume,M.,DIV,Divers,4,217,071,71,71,71004,
04,82338,41920,40418,634,256,39528,COLIN CORDIER,Marie Claude,Mme,ECO,Ecologiste,5,695,071,71,71,71004,
04,82338,41920,40418,634,256,39528,LEMIÈRE,Christiane,Mme,DLF,Debout la France,6,596,071,71,71,71004,
04,82338,41920,40418,634,256,39528,GABRELLE,Catherine,Mme,REM,La République en marche,7,9544,071,71,71,71004,
04,82338,41920,40418,634,256,39528,BERNADAT,Sandrine,Mme,COM,Parti communiste français,8,558,071,71,71,71004,
04,82338,41920,40418,634,256,39528,DELORME,Fabienne,Mme,EXG,Extrême gauche,9,238,071,71,71,71004,
04,82338,41920,40418,634,256,39528,MICHOUX,Eric,M.,DVD,Divers droite,10,4084,071,71,71,71004,
04,82338,41920,40418,634,256,39528,CHAMBON,Michèle,Mme,FI,La France insoumise,11,3297,071,71,71,71004,
04,82338,41920,40418,634,256,39528,JANNET,Joël,M.,ECO,Ecologiste,12,319,071,71,71,71004,
05,89981,47590,42391,705,337,41349,SZYCH,Nathalie,Mme,FN,Front National,1,5382,071,71,71,71005,
05,89981,47590,42391,705,337,41349,LOTTEAU,François,M.,ECO,Ecologiste,2,1139,071,71,71,71005,
05,89981,47590,42391,705,337,41349,GINIONS,Arnaud,M.,DIV,Divers,3,222,071,71,71,71005,
05,89981,47590,42391,705,337,41349,PLATRET,Gilles,M.,LR,Les Républicains,4,8131,071,71,71,71005,
05,89981,47590,42391,705,337,41349,DURIAUX,Alain,M.,EXG,Extrême gauche,5,142,071,71,71,71005,
05,89981,47590,42391,705,337,41349,VERMOREL,Nathalie,Mme,COM,Parti communiste français,6,1017,071,71,71,71005,
05,89981,47590,42391,705,337,41349,BRANDILY,Samuel,M.,DLF,Debout la France,7,630,071,71,71,71005,
05,89981,47590,42391,705,337,41349,DUFRAIGNE,Pascal,M.,EXG,Extrême gauche,8,308,071,71,71,71005,
05,89981,47590,42391,705,337,41349,GAUVAIN,Raphaël,M.,REM,La République en marche,9,12443,071,71,71,71005,
05,89981,47590,42391,705,337,41349,RIBOULET,Eric,M.,FI,La France insoumise,10,4721,071,71,71,71005,
05,89981,47590,42391,705,337,41349,SIRUGUE,Christophe,M.,SOC,Parti socialiste,11,6463,071,71,71,71005,
05,89981,47590,42391,705,337,41349,LAUNAY,Ghislaine,Mme,EXD,Extrême droite,12,305,071,71,71,71005,
05,89981,47590,42391,705,337,41349,LACOT,Marianne,Mme,ECO,Ecologiste,13,293,071,71,71,71005,
05,89981,47590,42391,705,337,41349,CARD,Samuel,M.,DIV,Divers,14,153,071,71,71,71005,
01,71777,34594,37183,770,145,36268,SEVERE,Isabelle,Mme,ECO,Ecologiste,1,1663,072,72,72,72001,
01,71777,34594,37183,770,145,36268,MORANÇAIS,Christelle,Mme,LR,Les Républicains,2,9031,072,72,72,72001,
01,71777,34594,37183,770,145,36268,MORISOT,Loïc,M.,FI,La France insoumise,3,4175,072,72,72,72001,
01,71777,34594,37183,770,145,36268,CORDIER,Philippe,M.,DLF,Debout la France,4,502,072,72,72,72001,
01,71777,34594,37183,770,145,36268,NOGUÈS,Louis,M.,EXD,Extrême droite,5,271,072,72,72,72001,
01,71777,34594,37183,770,145,36268,GAZENGEL,Jean-François,M.,DIV,Divers,6,177,072,72,72,72001,
01,71777,34594,37183,770,145,36268,GENEVREY,Marie,Mme,FN,Front National,7,3725,072,72,72,72001,
01,71777,34594,37183,770,145,36268,MARSHALL,John Jacques,M.,DVD,Divers droite,8,31,072,72,72,72001,
01,71777,34594,37183,770,145,36268,GOUHIER,Catherine,Mme,DVG,Divers gauche,9,341,072,72,72,72001,
01,71777,34594,37183,770,145,36268,DE LA CHAPELLE,Fabienne,Mme,EXD,Extrême droite,10,281,072,72,72,72001,
01,71777,34594,37183,770,145,36268,MAILLET,Sylvie,Mme,EXG,Extrême gauche,11,273,072,72,72,72001,
01,71777,34594,37183,770,145,36268,DUBOIS,Françoise,Mme,SOC,Parti socialiste,12,4238,072,72,72,72001,
01,71777,34594,37183,770,145,36268,CHARRONNEAU,Ghislaine,Mme,DIV,Divers,13,296,072,72,72,72001,
01,71777,34594,37183,770,145,36268,PICHEREAU,Damien,M.,REM,La République en marche,14,11264,072,72,72,72001,
02,82004,42059,39945,968,155,38822,BENTAHAR,Mohamed,M.,DVG,Divers gauche,1,176,072,72,72,72002,
02,82004,42059,39945,968,155,38822,CHEÈRE,Yves,M.,EXG,Extrême gauche,2,365,072,72,72,72002,
02,82004,42059,39945,968,155,38822,SESMA,Elisabeth,Mme,ECO,Ecologiste,3,1164,072,72,72,72002,
02,82004,42059,39945,968,155,38822,RICCI,Céline,Mme,DIV,Divers,4,280,072,72,72,72002,
02,82004,42059,39945,968,155,38822,CHEVALLIER,Samuel,M.,UDI,Union des Démocrates et Indépendants,5,6191,072,72,72,72002,
02,82004,42059,39945,968,155,38822,SAFIR,Saïda,Mme,COM,Parti communiste français,6,602,072,72,72,72002,
02,82004,42059,39945,968,155,38822,TAVEL,Matthias,M.,FI,La France insoumise,7,4735,072,72,72,72002,
02,82004,42059,39945,968,155,38822,NICOT,Pascal,M.,FN,Front National,8,5086,072,72,72,72002,
02,82004,42059,39945,968,155,38822,PEROT,Aurélie,Mme,REM,La République en marche,9,10021,072,72,72,72002,
02,82004,42059,39945,968,155,38822,KARAMANLI,Marietta,Mme,SOC,Parti socialiste,10,9355,072,72,72,72002,
02,82004,42059,39945,968,155,38822,TROCHON,Eric,M.,DLF,Debout la France,11,752,072,72,72,72002,
02,82004,42059,39945,968,155,38822,PICAVEZ,Vincent,M.,EXG,Extrême gauche,12,95,072,72,72,72002,
03,85235,42137,43098,951,376,41771,BONNETIER,David,M.,DLF,Debout la France,1,609,072,72,72,72003,
03,85235,42137,43098,951,376,41771,FOSSAERT,Barbara,Mme,FI,La France insoumise,2,5347,072,72,72,72003,
03,85235,42137,43098,951,376,41771,FONTENEL-PERSONNE,Pascale,Mme,REM,La République en marche,3,13408,072,72,72,72003,
03,85235,42137,43098,951,376,41771,BARLEMONT,Jean-Claude,M.,EXD,Extrême droite,4,427,072,72,72,72003,
03,85235,42137,43098,951,376,41771,CONFINO,Gérard,M.,ECO,Ecologiste,5,338,072,72,72,72003,
03,85235,42137,43098,951,376,41771,PAVY-MORANÇAIS,Béatrice,Mme,LR,Les Républicains,6,9272,072,72,72,72003,
03,85235,42137,43098,951,376,41771,GANNAT,Pascal,M.,FN,Front National,7,6483,072,72,72,72003,
03,85235,42137,43098,951,376,41771,TRICHET-ALLAIRE,Dominique,Mme,ECO,Ecologiste,8,1245,072,72,72,72003,
03,85235,42137,43098,951,376,41771,VALLAS,Nordine,M.,DIV,Divers,9,384,072,72,72,72003,
03,85235,42137,43098,951,376,41771,CHAUVIN,Nicolas,M.,SOC,Parti socialiste,10,3566,072,72,72,72003,
03,85235,42137,43098,951,376,41771,FERNANDEZ-TONNEL,Natacha,Mme,DIV,Divers,11,243,072,72,72,72003,
03,85235,42137,43098,951,376,41771,HUBERT,Thomas,M.,EXG,Extrême gauche,12,449,072,72,72,72003,
04,79634,41835,37799,1317,345,36137,FRANCO,Emmanuel,M.,LR,Les Républicains,1,8005,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,POSSON,Jean,M.,DVD,Divers droite,2,103,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,ROCHEFORT,Hélène,Mme,EXD,Extrême droite,3,401,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,BEN AMAR,Youssef,M.,COM,Parti communiste français,4,989,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,BESSAU,Nicolas,M.,DIV,Divers,5,293,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,D'AILLIERES,Emmanuel,M.,DVD,Divers droite,6,1820,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,LEMESRE,Eric,M.,DIV,Divers,7,252,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,LE FOLL,Stéphane,M.,SOC,Parti socialiste,8,10954,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,FURET PAQUIN,Claudine,Mme,DVD,Divers droite,9,207,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,TRAHTENBROIT,Catherine,Mme,FN,Front National,10,4682,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,BARBET,Didier,M.,DIV,Divers,11,1506,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,FROMENTIERE,Pascale,Mme,FI,La France insoumise,12,4127,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,BRAUD,Alexis,M.,ECO,Ecologiste,13,1844,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,NOUCHY,Thierry,M.,EXG,Extrême gauche,14,340,072,72,72,72004,
04,79634,41835,37799,1317,345,36137,CAMARROQUE,Isabelle,Mme,DLF,Debout la France,15,614,072,72,72,72004,
05,86938,42528,44410,1074,267,43069,PETIT,Vincent,M.,COM,Parti communiste français,1,617,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,FOUQUET,Karine,Mme,EXG,Extrême gauche,2,386,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,FABUREL,Luc-Marie,M.,FI,La France insoumise,3,5039,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,ROLLAND,Arnaud,M.,DIV,Divers,4,494,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,COLIN,Willy,M.,REM,La République en marche,5,13645,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,BRINGUY,Sophie,Mme,ECO,Ecologiste,6,2107,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,GRELIER,Jean-Carles,M.,LR,Les Républicains,7,11731,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,CADEAU,Samuel,M.,SOC,Parti socialiste,8,1560,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,DUPIN,Brigitte,Mme,EXD,Extrême droite,9,378,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,BAYLE DE JESSÉ,Cécile,Mme,DLF,Debout la France,10,989,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,DE VILMAREST,Eric,M.,FN,Front National,11,5478,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,HERVIEU,Antoine,M.,DIV,Divers,12,249,072,72,72,72005,
05,86938,42528,44410,1074,267,43069,ARSENIO,Aurélie,Mme,EXD,Extrême droite,13,396,072,72,72,72005,
01,87089,44004,43085,446,180,42459,DELSART,Marie-Françoise,Mme,DIV,Divers,1,712,073,73,73,73001,
01,87089,44004,43085,446,180,42459,EXERTIER,Frédéric,M.,ECO,Ecologiste,2,839,073,73,73,73001,
01,87089,44004,43085,446,180,42459,BONNAMOUR,Thierry,M.,FI,La France insoumise,3,4556,073,73,73,73001,
01,87089,44004,43085,446,180,42459,DORD,Dominique,M.,LR,Les Républicains,4,12531,073,73,73,73001,
01,87089,44004,43085,446,180,42459,DUPERRON,Véronique,Mme,EXG,Extrême gauche,5,207,073,73,73,73001,
01,87089,44004,43085,446,180,42459,BRUNETTI,Fatiha,Mme,SOC,Parti socialiste,6,1835,073,73,73,73001,
01,87089,44004,43085,446,180,42459,SCHWAB,Claire,Mme,DIV,Divers,7,232,073,73,73,73001,
01,87089,44004,43085,446,180,42459,DEGOIS,Typhanie,Mme,REM,La République en marche,8,14330,073,73,73,73001,
01,87089,44004,43085,446,180,42459,CHRETIEN,Jean,M.,DIV,Divers,9,409,073,73,73,73001,
01,87089,44004,43085,446,180,42459,CARRON,Caroline,Mme,DIV,Divers,10,1171,073,73,73,73001,
01,87089,44004,43085,446,180,42459,PETIT,Raphaëlle,Mme,DIV,Divers,11,285,073,73,73,73001,
01,87089,44004,43085,446,180,42459,SOCQUET-JUGLARD,Sylvain,M.,ECO,Ecologiste,12,631,073,73,73,73001,
01,87089,44004,43085,446,180,42459,CHAUVEAU,Jean-Pierre,M.,FN,Front National,13,4721,073,73,73,73001,
02,76011,43612,32399,552,188,31659,BLANC,Elvire,Mme,DLF,Debout la France,1,590,073,73,73,73002,
02,76011,43612,32399,552,188,31659,MOLLIER,Lauriane,Mme,DIV,Divers,2,249,073,73,73,73002,
02,76011,43612,32399,552,188,31659,GARCIN,Jean-Marie,M.,FN,Front National,3,3880,073,73,73,73002,
02,76011,43612,32399,552,188,31659,FRÊNE,Mireille,Mme,DIV,Divers,4,495,073,73,73,73002,
02,76011,43612,32399,552,188,31659,MERZISEN,Hugo,M.,EXG,Extrême gauche,5,196,073,73,73,73002,
02,76011,43612,32399,552,188,31659,SEN,Abdullah,M.,DIV,Divers,6,161,073,73,73,73002,
02,76011,43612,32399,552,188,31659,DURIEUX,Yves,M.,ECO,Ecologiste,7,1876,073,73,73,73002,
02,76011,43612,32399,552,188,31659,TROUTOT,Philipe,M.,DIV,Divers,8,8253,073,73,73,73002,
02,76011,43612,32399,552,188,31659,ROLLAND,Vincent,M.,LR,Les Républicains,9,10406,073,73,73,73002,
02,76011,43612,32399,552,188,31659,BERARD,Carla,Mme,ECO,Ecologiste,10,419,073,73,73,73002,
02,76011,43612,32399,552,188,31659,BIGUET,Colette,Mme,DIV,Divers,11,430,073,73,73,73002,
02,76011,43612,32399,552,188,31659,CHAREYRON,Nataline,Mme,COM,Parti communiste français,12,840,073,73,73,73002,
02,76011,43612,32399,552,188,31659,NOGUES,Viviane,Mme,FI,La France insoumise,13,3864,073,73,73,73002,
03,72716,36829,35887,542,211,35134,THOMAZO,Vincent,M.,DLF,Debout la France,1,745,073,73,73,73003,
03,72716,36829,35887,542,211,35134,PONS,Henriette,Mme,DVD,Divers droite,2,0,073,73,73,73003,
03,72716,36829,35887,542,211,35134,CHARVOZ,Pierre-Marie,M.,DIV,Divers,3,3076,073,73,73,73003,
03,72716,36829,35887,542,211,35134,ROUX,Alexandre,M.,FI,La France insoumise,4,4393,073,73,73,73003,
03,72716,36829,35887,542,211,35134,DAUCHY,Marie,Mme,FN,Front National,5,5074,073,73,73,73003,
03,72716,36829,35887,542,211,35134,VIVIER,Philip,M.,REM,La République en marche,6,11173,073,73,73,73003,
03,72716,36829,35887,542,211,35134,MIMOUN,Laetitia,Mme,COM,Parti communiste français,7,905,073,73,73,73003,
03,72716,36829,35887,542,211,35134,TROUVÉ,Pascale,Mme,EXG,Extrême gauche,8,272,073,73,73,73003,
03,72716,36829,35887,542,211,35134,MAUDUIT,François,M.,DIV,Divers,9,358,073,73,73,73003,
03,72716,36829,35887,542,211,35134,RIONDET,Adrien,M.,DIV,Divers,10,254,073,73,73,73003,
03,72716,36829,35887,542,211,35134,SIBUET,Roger,M.,DIV,Divers,11,480,073,73,73,73003,
03,72716,36829,35887,542,211,35134,BONNIVARD,Emilie,Mme,LR,Les Républicains,12,7285,073,73,73,73003,
03,72716,36829,35887,542,211,35134,SOCQUET-JUGLARD,Ghislaine,Mme,ECO,Ecologiste,13,1119,073,73,73,73003,
04,74639,38396,36243,449,156,35638,PEUTOT,Yves,M.,ECO,Ecologiste,1,2105,073,73,73,73004,
04,74639,38396,36243,449,156,35638,DUCHARNE,Tiphaine,Mme,FI,La France insoumise,2,4872,073,73,73,73004,
04,74639,38396,36243,449,156,35638,TURNAR,Alexandra,Mme,LR,Les Républicains,3,3133,073,73,73,73004,
04,74639,38396,36243,449,156,35638,FÉTU,Isabelle,Mme,FN,Front National,4,3570,073,73,73,73004,
04,74639,38396,36243,449,156,35638,FAVETTA-SIEYES,Christelle,Mme,UDI,Union des Démocrates et Indépendants,5,2480,073,73,73,73004,
04,74639,38396,36243,449,156,35638,TRONCY,Jean-Charles,M.,DIV,Divers,6,260,073,73,73,73004,
04,74639,38396,36243,449,156,35638,GEVET,Richard,M.,DIV,Divers,7,438,073,73,73,73004,
04,74639,38396,36243,449,156,35638,BOUVIER,Mireille,Mme,DIV,Divers,8,343,073,73,73,73004,
04,74639,38396,36243,449,156,35638,MIGNOLA,Patrick,M.,MDM,Modem,9,10077,073,73,73,73004,
04,74639,38396,36243,449,156,35638,LACLAIS,Bernadette,Mme,DVG,Divers gauche,10,6194,073,73,73,73004,
04,74639,38396,36243,449,156,35638,FATIGA,Antoine,M.,COM,Parti communiste français,11,1778,073,73,73,73004,
04,74639,38396,36243,449,156,35638,PETERS,Delphine,Mme,DIV,Divers,12,63,073,73,73,73004,
04,74639,38396,36243,449,156,35638,BOUFAMA,Habiba,Mme,ECO,Ecologiste,13,117,073,73,73,73004,
04,74639,38396,36243,449,156,35638,BARRACLOUGH FERNANDEZ,Edgar,M.,EXG,Extrême gauche,14,208,073,73,73,73004,
01,100268,50234,50034,559,204,49271,DUFOURNET,Roland,M.,ECO,Ecologiste,1,744,074,74,74,74001,
01,100268,50234,50034,559,204,49271,ENCRENAZ,François,M.,DLF,Debout la France,2,776,074,74,74,74001,
01,100268,50234,50034,559,204,49271,NOYEAU,Dominique,M.,REG,Régionaliste,3,468,074,74,74,74001,
01,100268,50234,50034,559,204,49271,ARPIN-BUERIA,Grégoire,M.,DIV,Divers,4,297,074,74,74,74001,
01,100268,50234,50034,559,204,49271,MOZER,Karinne,Mme,DIV,Divers,5,341,074,74,74,74001,
01,100268,50234,50034,559,204,49271,MACÉ,Jean-Paul,M.,EXG,Extrême gauche,6,213,074,74,74,74001,
01,100268,50234,50034,559,204,49271,BARO,Corinne,Mme,DVG,Divers gauche,7,205,074,74,74,74001,
01,100268,50234,50034,559,204,49271,CHÉLÉPINE,Marina,Mme,REG,Régionaliste,8,218,074,74,74,74001,
01,100268,50234,50034,559,204,49271,THIERY-AUDUBERT,Brigitte,Mme,FN,Front National,9,5072,074,74,74,74001,
01,100268,50234,50034,559,204,49271,DUMAIN,Arnaud,M.,ECO,Ecologiste,10,555,074,74,74,74001,
01,100268,50234,50034,559,204,49271,RIOTTON,Véronique,Mme,REM,La République en marche,11,23631,074,74,74,74001,
01,100268,50234,50034,559,204,49271,PONCET,Christophe,M.,SOC,Parti socialiste,12,1235,074,74,74,74001,
01,100268,50234,50034,559,204,49271,LOMBART,Michel,M.,COM,Parti communiste français,13,867,074,74,74,74001,
01,100268,50234,50034,559,204,49271,BOUCHET,Jean-Jacques,M.,ECO,Ecologiste,14,1414,074,74,74,74001,
01,100268,50234,50034,559,204,49271,AUGÉ,Julian,M.,FI,La France insoumise,15,3199,074,74,74,74001,
01,100268,50234,50034,559,204,49271,ISRAËL,Corinne,Mme,ECO,Ecologiste,16,340,074,74,74,74001,
01,100268,50234,50034,559,204,49271,ANDRE-LAURENT,Annabel,Mme,LR,Les Républicains,17,9285,074,74,74,74001,
01,100268,50234,50034,559,204,49271,BRASSART,Loïc,M.,DIV,Divers,18,411,074,74,74,74001,
02,94940,48197,46743,484,214,46045,SARTEUR,Michel,M.,DVD,Divers droite,1,174,074,74,74,74002,
02,94940,48197,46743,484,214,46045,LARDET,Frédérique,Mme,REM,La République en marche,2,18749,074,74,74,74002,
02,94940,48197,46743,484,214,46045,BRÛLÉ,Jean-Marc,M.,RDG,Parti radical de gauche,3,552,074,74,74,74002,
02,94940,48197,46743,484,214,46045,MOLLIER,Pierre,M.,DIV,Divers,4,298,074,74,74,74002,
02,94940,48197,46743,484,214,46045,FALCY,Lionel,M.,REG,Régionaliste,5,418,074,74,74,74002,
02,94940,48197,46743,484,214,46045,VIGARIÉ,Jean-Paul,M.,DIV,Divers,6,442,074,74,74,74002,
02,94940,48197,46743,484,214,46045,GRETZ,Jérôme,M.,DVD,Divers droite,7,473,074,74,74,74002,
02,94940,48197,46743,484,214,46045,LECAILLON,Vincent,M.,FN,Front National,8,4046,074,74,74,74002,
02,94940,48197,46743,484,214,46045,RAVAZ,Maurice,M.,REG,Régionaliste,9,375,074,74,74,74002,
02,94940,48197,46743,484,214,46045,YILDIRIM,Naci,M.,EXG,Extrême gauche,10,225,074,74,74,74002,
02,94940,48197,46743,484,214,46045,LA SPISA,Ghislain,M.,SOC,Parti socialiste,11,843,074,74,74,74002,
02,94940,48197,46743,484,214,46045,TARDY,Lionel,M.,LR,Les Républicains,12,11836,074,74,74,74002,
02,94940,48197,46743,484,214,46045,FONTANA,Loris,Mme,COM,Parti communiste français,13,938,074,74,74,74002,
02,94940,48197,46743,484,214,46045,DELACHET,Martine,Mme,ECO,Ecologiste,14,253,074,74,74,74002,
02,94940,48197,46743,484,214,46045,BURGUIERE,Yann,M.,FI,La France insoumise,15,3276,074,74,74,74002,
02,94940,48197,46743,484,214,46045,THEBAUT,Camille,Mme,DIV,Divers,16,70,074,74,74,74002,
02,94940,48197,46743,484,214,46045,TREMBLAY,Jeannie,Mme,ECO,Ecologiste,17,2362,074,74,74,74002,
02,94940,48197,46743,484,214,46045,BAUDOUIN,Claude,M.,ECO,Ecologiste,18,505,074,74,74,74002,
02,94940,48197,46743,484,214,46045,TOUVET,Chantal,Mme,DVD,Divers droite,19,210,074,74,74,74002,
03,81860,43967,37893,459,150,37284,CAMBON,Jacques,M.,FI,La France insoumise,1,4024,074,74,74,74003,
03,81860,43967,37893,459,150,37284,HARLAY,Evelyne,Mme,REG,Régionaliste,2,367,074,74,74,74003,
03,81860,43967,37893,459,150,37284,BOUTTAZ,Claude,M.,REG,Régionaliste,3,524,074,74,74,74003,
03,81860,43967,37893,459,150,37284,COLLINET,Annie,Mme,ECO,Ecologiste,4,2101,074,74,74,74003,
03,81860,43967,37893,459,150,37284,DEPREZ,Jean-Philippe,M.,DVD,Divers droite,5,556,074,74,74,74003,
03,81860,43967,37893,459,150,37284,GIBOUIN,Guillaume,M.,REM,La République en marche,6,13894,074,74,74,74003,
03,81860,43967,37893,459,150,37284,MATTEÏ,Jacques,M.,EXG,Extrême gauche,7,232,074,74,74,74003,
03,81860,43967,37893,459,150,37284,SADDIER,Martial,M.,LR,Les Républicains,8,10842,074,74,74,74003,
03,81860,43967,37893,459,150,37284,GENAND,Nathalie,Mme,FN,Front National,9,4441,074,74,74,74003,
03,81860,43967,37893,459,150,37284,CHAMPLONG,Eric,M.,DIV,Divers,10,303,074,74,74,74003,
04,85191,49207,35984,340,127,35517,KOBUS,Michèle,Mme,FI,La France insoumise,1,2531,074,74,74,74004,
04,85191,49207,35984,340,127,35517,PORTIGLIATTI,Daniel,M.,REG,Régionaliste,2,474,074,74,74,74004,
04,85191,49207,35984,340,127,35517,BAHL,Laurie,Mme,DIV,Divers,3,322,074,74,74,74004,
04,85191,49207,35984,340,127,35517,LIARD,Wenceslas,M.,FN,Front National,4,3428,074,74,74,74004,
04,85191,49207,35984,340,127,35517,ANSELME,Annie,Mme,COM,Parti communiste français,5,600,074,74,74,74004,
04,85191,49207,35984,340,127,35517,GHOUAL,Sabrina,Mme,EXG,Extrême gauche,6,164,074,74,74,74004,
04,85191,49207,35984,340,127,35517,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,7,11586,074,74,74,74004,
04,85191,49207,35984,340,127,35517,KAYGISIZ,Salih,M.,DIV,Divers,8,234,074,74,74,74004,
04,85191,49207,35984,340,127,35517,DEVIN,Laura,Mme,REM,La République en marche,9,12992,074,74,74,74004,
04,85191,49207,35984,340,127,35517,ROYER,Patrick,M.,ECO,Ecologiste,10,563,074,74,74,74004,
04,85191,49207,35984,340,127,35517,WALTHERT SELOSSE,Catherine,Mme,ECO,Ecologiste,11,1208,074,74,74,74004,
04,85191,49207,35984,340,127,35517,CLAUSIER,Mylène,Mme,DLF,Debout la France,12,481,074,74,74,74004,
04,85191,49207,35984,340,127,35517,FAVRELLE,Anne,Mme,SOC,Parti socialiste,13,934,074,74,74,74004,
05,95598,53163,42435,467,182,41786,BAUD-ROCHE,Astrid,Mme,DVD,Divers droite,1,6054,074,74,74,74005,
05,95598,53163,42435,467,182,41786,THOMAS,Gil,M.,COM,Parti communiste français,2,1259,074,74,74,74005,
05,95598,53163,42435,467,182,41786,AMERY,Céline Hind,Mme,DIV,Divers,3,292,074,74,74,74005,
05,95598,53163,42435,467,182,41786,LENNE,Marion,Mme,REM,La République en marche,4,15134,074,74,74,74005,
05,95598,53163,42435,467,182,41786,BALLY,Michelle,Mme,EXG,Extrême gauche,5,218,074,74,74,74005,
05,95598,53163,42435,467,182,41786,ABADIE PARISI,Anne-Francoise,Mme,FN,Front National,6,3602,074,74,74,74005,
05,95598,53163,42435,467,182,41786,BAUD,Jean-Baptiste,M.,SOC,Parti socialiste,7,2210,074,74,74,74005,
05,95598,53163,42435,467,182,41786,DAURIAT,Marin,M.,FI,La France insoumise,8,3593,074,74,74,74005,
05,95598,53163,42435,467,182,41786,MAGNIN,Daniel,M.,REG,Régionaliste,9,3277,074,74,74,74005,
05,95598,53163,42435,467,182,41786,MAHUT,Patricia,Mme,LR,Les Républicains,10,5200,074,74,74,74005,
05,95598,53163,42435,467,182,41786,POLESE,Louis,M.,DLF,Debout la France,11,487,074,74,74,74005,
05,95598,53163,42435,467,182,41786,CHARRON,Bernard,M.,REG,Régionaliste,12,460,074,74,74,74005,
06,78938,42617,36321,343,147,35831,BIGUET,Pierre,M.,REG,Régionaliste,1,603,074,74,74,74006,
06,78938,42617,36321,343,147,35831,SARLIN,Amélie,Mme,DLF,Debout la France,2,496,074,74,74,74006,
06,78938,42617,36321,343,147,35831,DION,Sophie,Mme,LR,Les Républicains,3,8976,074,74,74,74006,
06,78938,42617,36321,343,147,35831,BRIANCEAU,Sylvie,Mme,FI,La France insoumise,4,2945,074,74,74,74006,
06,78938,42617,36321,343,147,35831,CHAMPLY,Frédéric,M.,DIV,Divers,5,4728,074,74,74,74006,
06,78938,42617,36321,343,147,35831,DERRIEN,Catherine,Mme,EXG,Extrême gauche,6,202,074,74,74,74006,
06,78938,42617,36321,343,147,35831,ROSEREN,Xavier,M.,REM,La République en marche,7,12311,074,74,74,74006,
06,78938,42617,36321,343,147,35831,HEDRICH,Charles,M.,DVD,Divers droite,8,514,074,74,74,74006,
06,78938,42617,36321,343,147,35831,AOUN,Karam,M.,FN,Front National,9,3239,074,74,74,74006,
06,78938,42617,36321,343,147,35831,VENJEAN,Jacques,M.,ECO,Ecologiste,10,1626,074,74,74,74006,
06,78938,42617,36321,343,147,35831,DUCROT,Sébastien,M.,DIV,Divers,11,191,074,74,74,74006,
01,80780,33150,47630,217,99,47314,LEVAVASSEUR,Éric,M.,DVD,Divers droite,1,3,075,75,75,75001,
