CodCirLg,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NumPanneauCand,NbVoix,codeDepartement,code_dep_min,code_dep,id_circo,entete
01,82694,42063,40631,545,155,39931,MALLET,Laurent,M.,MDM,Modem,1,13534,001,01,01,01001,
01,82694,42063,40631,545,155,39931,BLATRIX-CONTAT,Florence,Mme,SOC,Parti socialiste,2,3687,001,01,01,01001,
01,82694,42063,40631,545,155,39931,LÉPAGNOT,Maude,Mme,EXG,Extrême gauche,3,293,001,01,01,01001,
01,82694,42063,40631,545,155,39931,MARTIN ZEMLIK,Fabrine,Mme,FI,La France insoumise,4,3874,001,01,01,01001,
01,82694,42063,40631,545,155,39931,BRETON,Xavier,M.,LR,Les Républicains,5,10693,001,01,01,01001,
01,82694,42063,40631,545,155,39931,CARLIER,Marie,Mme,DIV,Divers,6,247,001,01,01,01001,
01,82694,42063,40631,545,155,39931,RAIMONDO,Laurane,Mme,ECO,Ecologiste,7,562,001,01,01,01001,
01,82694,42063,40631,545,155,39931,FONTAINE,Jacques,M.,COM,Parti communiste français,8,656,001,01,01,01001,
01,82694,42063,40631,545,155,39931,BUISSON,Jérôme,M.,FN,Front National,9,6174,001,01,01,01001,
01,82694,42063,40631,545,155,39931,BONNOT,Gilbert,M.,DIV,Divers,10,211,001,01,01,01001,
02,93520,47291,46229,471,160,45598,MICHAUD,Anne,Mme,FN,Front National,1,7553,001,01,01,01002,
02,93520,47291,46229,471,160,45598,COLIN,Albane,Mme,ECO,Ecologiste,2,2874,001,01,01,01002,
02,93520,47291,46229,471,160,45598,LEMERRE,Pascale,Mme,DLF,Debout la France,3,1149,001,01,01,01002,
02,93520,47291,46229,471,160,45598,SAHIN,Atila,M.,DIV,Divers,4,194,001,01,01,01002,
02,93520,47291,46229,471,160,45598,BRULLAND,Guy,M.,COM,Parti communiste français,5,676,001,01,01,01002,
02,93520,47291,46229,471,160,45598,BEGUET,Marie Jeanne,Mme,MDM,Modem,6,16371,001,01,01,01002,
02,93520,47291,46229,471,160,45598,GOUTAGNY,Vincent,M.,EXG,Extrême gauche,7,303,001,01,01,01002,
02,93520,47291,46229,471,160,45598,DE LA VERPILLIÈRE,Charles,M.,LR,Les Républicains,8,11182,001,01,01,01002,
02,93520,47291,46229,471,160,45598,THIEBAUT,Sylviane,Mme,FI,La France insoumise,9,4896,001,01,01,01002,
02,93520,47291,46229,471,160,45598,CHOMETTE,Sandrine,Mme,DIV,Divers,10,400,001,01,01,01002,
03,75614,41131,34483,359,116,34008,BORNE,Thierry,M.,DIV,Divers,1,488,001,01,01,01003,
03,75614,41131,34483,359,116,34008,MERCIER,Jean,M.,ECO,Ecologiste,2,1496,001,01,01,01003,
03,75614,41131,34483,359,116,34008,BLOCH,Jean Sébastien,M.,COM,Parti communiste français,3,431,001,01,01,01003,
03,75614,41131,34483,359,116,34008,GIVERNET,Olga,Mme,REM,La République en marche,4,15405,001,01,01,01003,
03,75614,41131,34483,359,116,34008,SACCHI-HASSANEIN,Géraldine,Mme,SOC,Parti socialiste,5,1468,001,01,01,01003,
03,75614,41131,34483,359,116,34008,NOBLET,Gaëtan,M.,FN,Front National,6,3808,001,01,01,01003,
03,75614,41131,34483,359,116,34008,PERNOD BEAUDON,Stéphanie,Mme,LR,Les Républicains,7,7281,001,01,01,01003,
03,75614,41131,34483,359,116,34008,JOLIE,Christian,M.,FI,La France insoumise,8,3064,001,01,01,01003,
03,75614,41131,34483,359,116,34008,LAHY,Éric,M.,EXG,Extrême gauche,9,147,001,01,01,01003,
03,75614,41131,34483,359,116,34008,GENTILE,Fabrice,M.,DVG,Divers gauche,10,59,001,01,01,01003,
03,75614,41131,34483,359,116,34008,MOZER,Frédéric,M.,DIV,Divers,11,361,001,01,01,01003,
04,89390,45625,43765,521,211,43033,CHÊNE,Sylviane,Mme,RDG,Parti radical de gauche,1,2025,001,01,01,01004,
04,89390,45625,43765,521,211,43033,PARTENSKY-LEIBMAN,Anne,Mme,ECO,Ecologiste,2,1391,001,01,01,01004,
04,89390,45625,43765,521,211,43033,BILLOUDET,Guy,M.,LR,Les Républicains,3,7178,001,01,01,01004,
04,89390,45625,43765,521,211,43033,ADAM,Xavier,M.,DIV,Divers,4,97,001,01,01,01004,
04,89390,45625,43765,521,211,43033,TROMPILLE,Stéphane,M.,REM,La République en marche,5,15492,001,01,01,01004,
04,89390,45625,43765,521,211,43033,LOUBIGNES,Thierry,M.,DIV,Divers,6,199,001,01,01,01004,
04,89390,45625,43765,521,211,43033,ANTOINETTE,Yves,M.,DIV,Divers,7,232,001,01,01,01004,
04,89390,45625,43765,521,211,43033,VEILLEROT,Annick,Mme,DLF,Debout la France,8,860,001,01,01,01004,
04,89390,45625,43765,521,211,43033,HUGUET,Line,Mme,FI,La France insoumise,9,3426,001,01,01,01004,
04,89390,45625,43765,521,211,43033,CHAUSSAT,Blanche,Mme,FN,Front National,10,7964,001,01,01,01004,
04,89390,45625,43765,521,211,43033,LUGA GIRAUD,Muriel,Mme,UDI,Union des Démocrates et Indépendants,11,3164,001,01,01,01004,
04,89390,45625,43765,521,211,43033,LATTARD,Catherine,Mme,COM,Parti communiste français,12,348,001,01,01,01004,
04,89390,45625,43765,521,211,43033,DRACOS,Electre,Mme,EXG,Extrême gauche,13,198,001,01,01,01004,
04,89390,45625,43765,521,211,43033,SYMNIACOS,Olivia,Mme,DIV,Divers,14,459,001,01,01,01004,
05,75359,38409,36950,374,168,36408,BOULMÉ,Jean-Michel,M.,EXG,Extrême gauche,1,121,001,01,01,01005,
05,75359,38409,36950,374,168,36408,SCHWANDER,Elodie,Mme,SOC,Parti socialiste,2,1032,001,01,01,01005,
05,75359,38409,36950,374,168,36408,JUILLET,Claude,M.,DLF,Debout la France,3,637,001,01,01,01005,
05,75359,38409,36950,374,168,36408,CHALON,Pénélope,Mme,FN,Front National,4,5599,001,01,01,01005,
05,75359,38409,36950,374,168,36408,MEUDAN,Monique,Mme,DIV,Divers,5,398,001,01,01,01005,
05,75359,38409,36950,374,168,36408,LARGERON,Guy,M.,EXG,Extrême gauche,6,158,001,01,01,01005,
05,75359,38409,36950,374,168,36408,JACQUIER,Bertrand,M.,FI,La France insoumise,7,3759,001,01,01,01005,
05,75359,38409,36950,374,168,36408,ARCHENY,Jean-Philippe,M.,DIV,Divers,8,231,001,01,01,01005,
05,75359,38409,36950,374,168,36408,ABAD,Damien,M.,LR,Les Républicains,9,12743,001,01,01,01005,
05,75359,38409,36950,374,168,36408,FERRI,Mylène,Mme,COM,Parti communiste français,10,809,001,01,01,01005,
05,75359,38409,36950,374,168,36408,PONTIER,Carole,Mme,ECO,Ecologiste,11,1051,001,01,01,01005,
05,75359,38409,36950,374,168,36408,DE MEIRE,Hélène,Mme,REM,La République en marche,12,9149,001,01,01,01005,
05,75359,38409,36950,374,168,36408,CETIN,Ahmet,M.,DIV,Divers,13,721,001,01,01,01005,
01,72345,36770,35575,517,173,34885,COULON,Christophe,M.,LR,Les Républicains,1,5653,002,02,02,02001,
01,72345,36770,35575,517,173,34885,FOURNIÉ TURQUIN,Brigitte,Mme,ECO,Ecologiste,2,1306,002,02,02,02001,
01,72345,36770,35575,517,173,34885,BONO-VANDORME,Aude,Mme,REM,La République en marche,3,10043,002,02,02,02001,
01,72345,36770,35575,517,173,34885,PHILIPPOT,Damien,M.,FN,Front National,4,9114,002,02,02,02001,
01,72345,36770,35575,517,173,34885,FERRAND,Jacques,M.,DLF,Debout la France,5,491,002,02,02,02001,
01,72345,36770,35575,517,173,34885,BOULAY,Eric,M.,DIV,Divers,6,259,002,02,02,02001,
01,72345,36770,35575,517,173,34885,PERNELLE,Jean-Loup,M.,EXG,Extrême gauche,7,424,002,02,02,02001,
01,72345,36770,35575,517,173,34885,KARIMET,Fawaz,M.,SOC,Parti socialiste,8,4856,002,02,02,02001,
01,72345,36770,35575,517,173,34885,CHAMBLAY,Jean-Marc,M.,FI,La France insoumise,9,2479,002,02,02,02001,
01,72345,36770,35575,517,173,34885,GOBLET,Antoine,M.,DIV,Divers,10,260,002,02,02,02001,
02,73981,39857,34124,685,270,33169,DIVE,Julien,M.,LR,Les Républicains,1,12099,002,02,02,02002,
02,73981,39857,34124,685,270,33169,ZANDITÉNAS,Anne,Mme,EXG,Extrême gauche,2,297,002,02,02,02002,
02,73981,39857,34124,685,270,33169,PINCHERELLE,Karl,M.,SOC,Parti socialiste,3,2309,002,02,02,02002,
02,73981,39857,34124,685,270,33169,BECOURT,Corinne,Mme,COM,Parti communiste français,4,694,002,02,02,02002,
02,73981,39857,34124,685,270,33169,LEMPEREUR,Sarah,Mme,FI,La France insoumise,5,3457,002,02,02,02002,
02,73981,39857,34124,685,270,33169,DAUBIN,Nora,Mme,ECO,Ecologiste,6,163,002,02,02,02002,
02,73981,39857,34124,685,270,33169,SAILLARD-MEUNIER,Sylvie,Mme,FN,Front National,7,8349,002,02,02,02002,
02,73981,39857,34124,685,270,33169,RIBEIRO,Antonio,M.,DVG,Divers gauche,8,191,002,02,02,02002,
02,73981,39857,34124,685,270,33169,LOGRADA,Belaïdi,M.,DIV,Divers,9,103,002,02,02,02002,
02,73981,39857,34124,685,270,33169,CID,Antoine,M.,DIV,Divers,10,174,002,02,02,02002,
02,73981,39857,34124,685,270,33169,MAGNIEZ,Michel,M.,ECO,Ecologiste,11,721,002,02,02,02002,
02,73981,39857,34124,685,270,33169,GIRONDE,Paul,M.,DIV,Divers,12,4005,002,02,02,02002,
02,73981,39857,34124,685,270,33169,SEUBE,Jean-Christophe,M.,DLF,Debout la France,13,607,002,02,02,02002,
03,68099,35369,32730,639,287,31804,MORTET,Alexandra,Mme,FI,La France insoumise,1,2352,002,02,02,02003,
03,68099,35369,32730,639,287,31804,PARENT,Christophe,M.,ECO,Ecologiste,2,767,002,02,02,02003,
03,68099,35369,32730,639,287,31804,BRICOUT,Jean-Louis,M.,SOC,Parti socialiste,3,7556,002,02,02,02003,
03,68099,35369,32730,639,287,31804,HUSILLOS-CRESPO,Alain,M.,MDM,Modem,4,5755,002,02,02,02003,
03,68099,35369,32730,639,287,31804,THÉRY-HERMAIN,Clémence,Mme,DIV,Divers,5,207,002,02,02,02003,
03,68099,35369,32730,639,287,31804,TORRE,Philippe,M.,DLF,Debout la France,6,1242,002,02,02,02003,
03,68099,35369,32730,639,287,31804,VOISIN,Laetitia,Mme,EXG,Extrême gauche,7,358,002,02,02,02003,
03,68099,35369,32730,639,287,31804,GALL,Aurélien,M.,COM,Parti communiste français,8,613,002,02,02,02003,
03,68099,35369,32730,639,287,31804,MARLOT,Laurent,M.,LR,Les Républicains,9,4841,002,02,02,02003,
03,68099,35369,32730,639,287,31804,HANSEN-CATTA,Paul-Henry,M.,FN,Front National,10,8113,002,02,02,02003,
04,79116,43878,35238,530,208,34500,BECHTEL,Marie-Françoise,Mme,DVG,Divers gauche,1,2747,002,02,02,02004,
04,79116,43878,35238,530,208,34500,MESSIHA,Jean,M.,FN,Front National,2,8010,002,02,02,02004,
04,79116,43878,35238,530,208,34500,CARREAU,Michel,M.,COM,Parti communiste français,3,2427,002,02,02,02004,
04,79116,43878,35238,530,208,34500,ROSELET,Natacha,Mme,DIV,Divers,4,268,002,02,02,02004,
04,79116,43878,35238,530,208,34500,MEULEY,Francis,M.,ECO,Ecologiste,5,611,002,02,02,02004,
04,79116,43878,35238,530,208,34500,HEYVAERTS,Sylvie,Mme,FI,La France insoumise,6,2995,002,02,02,02004,
04,79116,43878,35238,530,208,34500,VITU,Jean-Pierre,M.,EXG,Extrême gauche,7,463,002,02,02,02004,
04,79116,43878,35238,530,208,34500,MARIOTTI,Caroline,Mme,EXD,Extrême droite,8,327,002,02,02,02004,
04,79116,43878,35238,530,208,34500,DELATTE,Marc,M.,REM,La République en marche,9,9683,002,02,02,02004,
04,79116,43878,35238,530,208,34500,LÉTRILLART,Isabelle,Mme,LR,Les Républicains,10,6969,002,02,02,02004,
05,82223,41864,40359,609,251,39499,JOURDAIN,Dominique,M.,ECO,Ecologiste,1,2426,002,02,02,02005,
05,82223,41864,40359,609,251,39499,GÉRET,Sylvie,Mme,EXG,Extrême gauche,2,480,002,02,02,02005,
05,82223,41864,40359,609,251,39499,FENARDJI,Omar,M.,FI,La France insoumise,3,3939,002,02,02,02005,
05,82223,41864,40359,609,251,39499,KRABAL,Jacques,M.,REM,La République en marche,4,14206,002,02,02,02005,
05,82223,41864,40359,609,251,39499,MOYSE,Dominique,M.,UDI,Union des Démocrates et Indépendants,5,3351,002,02,02,02005,
05,82223,41864,40359,609,251,39499,MANSCOURT,Sébastien,M.,DVD,Divers droite,6,3227,002,02,02,02005,
05,82223,41864,40359,609,251,39499,SAPORI,Michelle,Mme,DLF,Debout la France,7,764,002,02,02,02005,
05,82223,41864,40359,609,251,39499,DE VOYER,François,M.,FN,Front National,8,10111,002,02,02,02005,
05,82223,41864,40359,609,251,39499,VACCA,Françoise,Mme,DIV,Divers,9,727,002,02,02,02005,
05,82223,41864,40359,609,251,39499,LECLERC,Annick,Mme,DIV,Divers,10,268,002,02,02,02005,
01,89654,42643,47011,933,399,45679,POINAMBALOM,Luderce,M.,ECO,Ecologiste,1,894,003,03,03,03001,
01,89654,42643,47011,933,399,45679,AMATO,Albino,M.,DIV,Divers,2,302,003,03,03,03001,
01,89654,42643,47011,933,399,45679,DOMECK,Hasna,Mme,DIV,Divers,3,157,003,03,03,03001,
01,89654,42643,47011,933,399,45679,PÉRISSOL,Pierre-André,M.,LR,Les Républicains,4,9248,003,03,03,03001,
01,89654,42643,47011,933,399,45679,MALLOT,Jean,M.,DVG,Divers gauche,5,2026,003,03,03,03001,
01,89654,42643,47011,933,399,45679,MOTTET,Fabienne,Mme,DVG,Divers gauche,6,293,003,03,03,03001,
01,89654,42643,47011,933,399,45679,RIVIERE,Pauline,Mme,REM,La République en marche,7,13267,003,03,03,03001,
01,89654,42643,47011,933,399,45679,COLLOT,Jean-Marc,M.,EXG,Extrême gauche,8,460,003,03,03,03001,
01,89654,42643,47011,933,399,45679,ALEXANDRE,Magali,Mme,SOC,Parti socialiste,9,3079,003,03,03,03001,
01,89654,42643,47011,933,399,45679,CIUCH,Michèle,Mme,FN,Front National,10,4706,003,03,03,03001,
01,89654,42643,47011,933,399,45679,DUFRÈGNE,Jean-Paul,M.,COM,Parti communiste français,11,10351,003,03,03,03001,
01,89654,42643,47011,933,399,45679,BLACHE,Corentin,M.,DLF,Debout la France,12,896,003,03,03,03001,
02,84584,41742,42842,911,458,41473,BRIEN,Nicolas,M.,SOC,Parti socialiste,1,4725,003,03,03,03002,
02,84584,41742,42842,911,458,41473,DUGLÉRY,Daniel,M.,LR,Les Républicains,2,9511,003,03,03,03002,
02,84584,41742,42842,911,458,41473,BOURDIER,Sylvain,M.,FI,La France insoumise,3,7510,003,03,03,03002,
02,84584,41742,42842,911,458,41473,SÉGUIER,Dominique,M.,DVD,Divers droite,4,289,003,03,03,03002,
02,84584,41742,42842,911,458,41473,CAMUS,Elisabeth,Mme,FN,Front National,5,4145,003,03,03,03002,
02,84584,41742,42842,911,458,41473,DOMMANGET,Céline,Mme,DIV,Divers,6,199,003,03,03,03002,
02,84584,41742,42842,911,458,41473,GUILLAUMIN,Jean-Marie,M.,ECO,Ecologiste,7,786,003,03,03,03002,
02,84584,41742,42842,911,458,41473,RICHARD,Thierry,M.,DIV,Divers,8,70,003,03,03,03002,
02,84584,41742,42842,911,458,41473,CHATEL,Philippe,M.,DIV,Divers,9,495,003,03,03,03002,
02,84584,41742,42842,911,458,41473,PICARD,Franck,M.,EXD,Extrême droite,10,207,003,03,03,03002,
02,84584,41742,42842,911,458,41473,BUVAT,Philippe,M.,ECO,Ecologiste,11,1325,003,03,03,03002,
02,84584,41742,42842,911,458,41473,VANCEUNEBROCK-MIALON,Laurence,Mme,REM,La République en marche,12,10827,003,03,03,03002,
02,84584,41742,42842,911,458,41473,ROCHE,Gilles,M.,EXG,Extrême gauche,13,396,003,03,03,03002,
02,84584,41742,42842,911,458,41473,FOURNIER,Jean-Pierre,M.,DVD,Divers droite,14,281,003,03,03,03002,
02,84584,41742,42842,911,458,41473,DEMASSE,Jean,M.,DLF,Debout la France,15,707,003,03,03,03002,
03,79177,38797,40380,714,293,39373,DE CHABANNES,Jacques,M.,RDG,Parti radical de gauche,1,5526,003,03,03,03003,
03,79177,38797,40380,714,293,39373,DEMMEL,Annie,Mme,DIV,Divers,2,304,003,03,03,03003,
03,79177,38797,40380,714,293,39373,PEYROL,Bénédicte,Mme,REM,La République en marche,3,13562,003,03,03,03003,
03,79177,38797,40380,714,293,39373,LEBEL,Bernard,M.,EXG,Extrême gauche,4,391,003,03,03,03003,
03,79177,38797,40380,714,293,39373,DEVOS,Pascal,M.,ECO,Ecologiste,5,1982,003,03,03,03003,
03,79177,38797,40380,714,293,39373,MAQUIN,Gabriel,M.,LR,Les Républicains,6,7784,003,03,03,03003,
03,79177,38797,40380,714,293,39373,BECOUZE,Marie-Laure,Mme,DLF,Debout la France,7,909,003,03,03,03003,
03,79177,38797,40380,714,293,39373,SIGAUD,Jean-Pierre,M.,FN,Front National,8,5226,003,03,03,03003,
03,79177,38797,40380,714,293,39373,GHLAMALLAH,Ahmed,M.,DIV,Divers,9,202,003,03,03,03003,
03,79177,38797,40380,714,293,39373,DUPUIS,Marie-Thérèse,Mme,FI,La France insoumise,10,3311,003,03,03,03003,
03,79177,38797,40380,714,293,39373,DE LONGEVILLE,Guillaume,M.,EXD,Extrême droite,11,176,003,03,03,03003,
01,61143,29038,32105,698,315,31092,POTIE,Bruno,M.,DIV,Divers,1,568,004,04,04,04001,
01,61143,29038,32105,698,315,31092,VITI-BERTIN,Florence,Mme,RDG,Parti radical de gauche,2,861,004,04,04,04001,
01,61143,29038,32105,698,315,31092,BOURJAC,Bruno,M.,DVD,Divers droite,3,1225,004,04,04,04001,
01,61143,29038,32105,698,315,31092,ESMIOL,Gérard,M.,COM,Parti communiste français,4,1580,004,04,04,04001,
01,61143,29038,32105,698,315,31092,BARBARIN,Jonathan,M.,ECO,Ecologiste,5,401,004,04,04,04001,
01,61143,29038,32105,698,315,31092,GAZIELLO,Emmanuelle,Mme,FI,La France insoumise,6,4736,004,04,04,04001,
01,61143,29038,32105,698,315,31092,BAGARRY,Delphine,Mme,REM,La République en marche,7,10640,004,04,04,04001,
01,61143,29038,32105,698,315,31092,ZAPARTY,Catherine,Mme,EXG,Extrême gauche,8,137,004,04,04,04001,
01,61143,29038,32105,698,315,31092,CHARRIAU,Colette,Mme,ECO,Ecologiste,9,1621,004,04,04,04001,
01,61143,29038,32105,698,315,31092,BEAUMEYER,Brigitte,Mme,UDI,Union des Démocrates et Indépendants,10,2295,004,04,04,04001,
01,61143,29038,32105,698,315,31092,BOUVIER,Claire,Mme,DIV,Divers,11,227,004,04,04,04001,
01,61143,29038,32105,698,315,31092,BRUN,Odile,Mme,FN,Front National,12,5502,004,04,04,04001,
01,61143,29038,32105,698,315,31092,BAUDOUI MAUREL,Marie-Anne,Mme,DLF,Debout la France,13,1299,004,04,04,04001,
02,65326,30599,34727,525,241,33961,CYVOCT,Henri,M.,EXG,Extrême gauche,1,218,004,04,04,04002,
02,65326,30599,34727,525,241,33961,CASTEL,Jean-Claude,M.,DVD,Divers droite,2,3861,004,04,04,04002,
02,65326,30599,34727,525,241,33961,GINET,Sébastien,M.,LR,Les Républicains,3,1565,004,04,04,04002,
02,65326,30599,34727,525,241,33961,CHUISANO,Noël,M.,DLF,Debout la France,4,534,004,04,04,04002,
02,65326,30599,34727,525,241,33961,WALTER,Léo,M.,FI,La France insoumise,5,5622,004,04,04,04002,
02,65326,30599,34727,525,241,33961,CASTANER,Christophe,M.,REM,La République en marche,6,14957,004,04,04,04002,
02,65326,30599,34727,525,241,33961,GIRARD,Christian,M.,FN,Front National,7,4611,004,04,04,04002,
02,65326,30599,34727,525,241,33961,CYPRIANI-MOUTON,Christine,Mme,DVG,Divers gauche,8,378,004,04,04,04002,
02,65326,30599,34727,525,241,33961,THIBAULT,Isabelle,Mme,COM,Parti communiste français,9,877,004,04,04,04002,
02,65326,30599,34727,525,241,33961,RAZEAU,Claudine,Mme,ECO,Ecologiste,10,786,004,04,04,04002,
02,65326,30599,34727,525,241,33961,HUE-COURTIN,Nathalie,Mme,DIV,Divers,11,316,004,04,04,04002,
02,65326,30599,34727,525,241,33961,BRAVARD,Christophe,M.,DIV,Divers,12,236,004,04,04,04002,
01,57757,27988,29769,575,200,28994,COYRET,Jean-Pierre,M.,DVD,Divers droite,1,547,005,05,05,05001,
01,57757,27988,29769,575,200,28994,SARRUT,Chantal,Mme,ECO,Ecologiste,2,427,005,05,05,05001,
01,57757,27988,29769,575,200,28994,GUIGNARD,Boris,M.,EXG,Extrême gauche,3,160,005,05,05,05001,
01,57757,27988,29769,575,200,28994,ASSO,Catherine,Mme,LR,Les Républicains,4,4084,005,05,05,05001,
01,57757,27988,29769,575,200,28994,DEROIN,Patrick,M.,FN,Front National,5,3938,005,05,05,05001,
01,57757,27988,29769,575,200,28994,BOURG,Brigitte,Mme,DIV,Divers,6,197,005,05,05,05001,
01,57757,27988,29769,575,200,28994,FLANDIN,Éléonore,Mme,FI,La France insoumise,7,3548,005,05,05,05001,
01,57757,27988,29769,575,200,28994,PASSERON,Jean-Marc,M.,DIV,Divers,8,2317,005,05,05,05001,
01,57757,27988,29769,575,200,28994,BERGER,Karine,Mme,SOC,Parti socialiste,9,3320,005,05,05,05001,
01,57757,27988,29769,575,200,28994,BUCHLIN-SCHWENDEMANN,Marcelle,Mme,ECO,Ecologiste,10,314,005,05,05,05001,
01,57757,27988,29769,575,200,28994,BOYER,Pascale,Mme,REM,La République en marche,11,9258,005,05,05,05001,
01,57757,27988,29769,575,200,28994,VILLARD,Pierre,M.,COM,Parti communiste français,12,884,005,05,05,05001,
02,52160,23235,28925,383,151,28391,GIRAUD,Joël,M.,REM,La République en marche,1,12566,005,05,05,05002,
02,52160,23235,28925,383,151,28391,ESPINOSA,Yann,M.,DIV,Divers,2,146,005,05,05,05002,
02,52160,23235,28925,383,151,28391,EYMEOUD,Chantal,Mme,UDI,Union des Démocrates et Indépendants,3,3029,005,05,05,05002,
02,52160,23235,28925,383,151,28391,TASSAUX,Christophe,M.,FI,La France insoumise,4,3357,005,05,05,05002,
02,52160,23235,28925,383,151,28391,ANTOINE,Agnès,Mme,ECO,Ecologiste,5,2224,005,05,05,05002,
02,52160,23235,28925,383,151,28391,MURGIA,Arnaud,M.,DVD,Divers droite,6,3683,005,05,05,05002,
02,52160,23235,28925,383,151,28391,DEMMEL,Florian,M.,DIV,Divers,7,204,005,05,05,05002,
02,52160,23235,28925,383,151,28391,LEGUEM,Laurence,Mme,FN,Front National,8,3034,005,05,05,05002,
02,52160,23235,28925,383,151,28391,BUISSON,Véronique,Mme,EXG,Extrême gauche,9,148,005,05,05,05002,
01,80466,41029,39437,320,173,38944,BA,Moussa,M.,ECO,Ecologiste,1,388,006,06,06,06001,
01,80466,41029,39437,320,173,38944,RAZEAU,Christian,M.,ECO,Ecologiste,2,912,006,06,06,06001,
01,80466,41029,39437,320,173,38944,BOIZET,Eric,M.,DIV,Divers,3,216,006,06,06,06001,
01,80466,41029,39437,320,173,38944,DAUGREILH,Jean-Pierre,M.,FN,Front National,4,4865,006,06,06,06001,
01,80466,41029,39437,320,173,38944,REVERSO-MEINIETTI,Caroline,Mme,REM,La République en marche,5,12599,006,06,06,06001,
01,80466,41029,39437,320,173,38944,CALVIFIORI,Thomas,M.,DLF,Debout la France,6,300,006,06,06,06001,
01,80466,41029,39437,320,173,38944,TAAM,Sophie,Mme,DIV,Divers,7,217,006,06,06,06001,
01,80466,41029,39437,320,173,38944,CIOTTI,Eric,M.,LR,Les Républicains,8,13630,006,06,06,06001,
01,80466,41029,39437,320,173,38944,COTTA,Michel,M.,DVD,Divers droite,9,197,006,06,06,06001,
01,80466,41029,39437,320,173,38944,MÉDUS,Diane,Mme,DVG,Divers gauche,10,75,006,06,06,06001,
01,80466,41029,39437,320,173,38944,LIBRATI,Yann,M.,SOC,Parti socialiste,11,1229,006,06,06,06001,
01,80466,41029,39437,320,173,38944,BENKEMOUN,Agnès,Mme,EXG,Extrême gauche,12,200,006,06,06,06001,
01,80466,41029,39437,320,173,38944,INJEY,Robert,M.,FI,La France insoumise,13,4116,006,06,06,06001,
02,85504,44043,41461,641,176,40644,COCHET,Jérôme,M.,FN,Front National,1,9166,006,06,06,06002,
02,85504,44043,41461,641,176,40644,THOMAS,Axel,M.,DIV,Divers,2,338,006,06,06,06002,
02,85504,44043,41461,641,176,40644,NAFFATI,Sonia,Mme,FI,La France insoumise,3,3942,006,06,06,06002,
02,85504,44043,41461,641,176,40644,CASSARINI,Stéphane,M.,DVD,Divers droite,4,8,006,06,06,06002,
02,85504,44043,41461,641,176,40644,VALET,Pierre,M.,DVD,Divers droite,5,183,006,06,06,06002,
02,85504,44043,41461,641,176,40644,DOMBREVAL,Loîc,M.,REM,La République en marche,6,14364,006,06,06,06002,
02,85504,44043,41461,641,176,40644,FIORI,Jean-Louis,M.,COM,Parti communiste français,7,1545,006,06,06,06002,
02,85504,44043,41461,641,176,40644,REYNARD,Brigitte,Mme,ECO,Ecologiste,8,1511,006,06,06,06002,
02,85504,44043,41461,641,176,40644,SATTONNET,Anne,Mme,UDI,Union des Démocrates et Indépendants,9,8546,006,06,06,06002,
02,85504,44043,41461,641,176,40644,TROUCHE,Eliette,Mme,DLF,Debout la France,10,771,006,06,06,06002,
02,85504,44043,41461,641,176,40644,BOUILLEAUX,Alain,M.,EXG,Extrême gauche,11,270,006,06,06,06002,
03,89137,48559,40578,460,228,39890,ROUSSEL,Cédric,M.,REM,La République en marche,1,12727,006,06,06,06003,
03,89137,48559,40578,460,228,39890,LOUBET,Muriel,Mme,DLF,Debout la France,2,739,006,06,06,06003,
03,89137,48559,40578,460,228,39890,BLACHE,Geneviève,Mme,DIV,Divers,3,235,006,06,06,06003,
03,89137,48559,40578,460,228,39890,CHESNEL-LE ROUX,Juliette,Mme,ECO,Ecologiste,4,1061,006,06,06,06003,
03,89137,48559,40578,460,228,39890,ANDRE,Stanislas,M.,DVD,Divers droite,5,838,006,06,06,06003,
03,89137,48559,40578,460,228,39890,AKASBI,Karim,M.,DIV,Divers,6,116,006,06,06,06003,
03,89137,48559,40578,460,228,39890,FONTANESI,Chantal,Mme,DVD,Divers droite,7,707,006,06,06,06003,
03,89137,48559,40578,460,228,39890,ASIN,Didier,M.,DVD,Divers droite,8,0,006,06,06,06003,
03,89137,48559,40578,460,228,39890,SALLES,Rudy,M.,UDI,Union des Démocrates et Indépendants,9,8176,006,06,06,06003,
03,89137,48559,40578,460,228,39890,DI MASCIO,Isabelle,Mme,DIV,Divers,10,395,006,06,06,06003,
03,89137,48559,40578,460,228,39890,GILLI,Eric,M.,DIV,Divers,11,452,006,06,06,06003,
03,89137,48559,40578,460,228,39890,VARDON,Philippe,M.,FN,Front National,12,8476,006,06,06,06003,
03,89137,48559,40578,460,228,39890,DECONDE,Renaud,M.,DIV,Divers,13,28,006,06,06,06003,
03,89137,48559,40578,460,228,39890,COULET,Bruno,M.,FI,La France insoumise,14,4459,006,06,06,06003,
03,89137,48559,40578,460,228,39890,PEREIRA,Marie-José,Mme,EXG,Extrême gauche,15,197,006,06,06,06003,
03,89137,48559,40578,460,228,39890,GALMICHE,Raphaël,M.,SOC,Parti socialiste,16,1284,006,06,06,06003,
04,85585,45690,39895,458,313,39124,MALVAULT,Anthony,M.,DIV,Divers,1,1991,006,06,06,06004,
04,85585,45690,39895,458,313,39124,CHIPOT,Jean-Marc,M.,DLF,Debout la France,2,616,006,06,06,06004,
