dep,nb_crib,nb_pos,nb_C1,tx_C1,datetime,variant_delta
10,44.0,85.0,0.0,0.0,2021-06-10,0.0
25,172.0,338.0,0.0,0.0,2021-06-10,0.0
94,431.0,1176.0,10.0,4.39,2021-06-10,4.39
971,32.0,199.0,0.0,0.0,2021-06-10,0.0
74,46.0,492.0,1.0,4.0,2021-06-10,4.0
01,59.0,263.0,0.0,0.0,2021-06-10,0.0
76,424.0,808.0,1.0,0.34,2021-06-10,0.34
89,165.0,263.0,0.0,0.0,2021-06-10,0.0
2B,8.0,32.0,0.0,0.0,2021-06-10,0.0
49,206.0,394.0,0.0,0.0,2021-06-10,0.0
90,3.0,84.0,0.0,0.0,2021-06-10,0.0
29,292.0,472.0,2.0,1.4,2021-06-10,1.4
64,42.0,503.0,5.0,13.51,2021-06-10,13.51
18,87.0,130.0,1.0,6.25,2021-06-10,6.25
972,17.0,90.0,0.0,0.0,2021-06-10,0.0
53,140.0,208.0,2.0,5.88,2021-06-10,5.88
02,146.0,293.0,1.0,1.69,2021-06-10,1.69
65,22.0,88.0,1.0,7.69,2021-06-10,7.69
69,741.0,1465.0,12.0,6.59,2021-06-10,6.59
60,294.0,532.0,0.0,0.0,2021-06-10,0.0
24,38.0,148.0,0.0,0.0,2021-06-10,0.0
08,76.0,185.0,0.0,0.0,2021-06-10,0.0
66,6.0,306.0,1.0,50.0,2021-06-10,50.0
48,4.0,26.0,0.0,0.0,2021-06-10,0.0
50,108.0,263.0,0.0,0.0,2021-06-10,0.0
51,129.0,265.0,0.0,0.0,2021-06-10,0.0
88,78.0,177.0,0.0,0.0,2021-06-10,0.0
30,68.0,372.0,1.0,25.0,2021-06-10,25.0
77,454.0,1095.0,11.0,5.58,2021-06-10,5.58
95,420.0,1218.0,8.0,3.39,2021-06-10,3.39
61,83.0,168.0,0.0,0.0,2021-06-11,0.0
19,63.0,145.0,0.0,0.0,2021-06-11,0.0
58,35.0,59.0,1.0,4.17,2021-06-11,4.17
41,24.0,91.0,0.0,0.0,2021-06-11,0.0
06,116.0,294.0,2.0,12.5,2021-06-11,12.5
70,66.0,105.0,1.0,10.0,2021-06-11,10.0
55,49.0,59.0,0.0,0.0,2021-06-11,0.0
49,205.0,364.0,0.0,0.0,2021-06-11,0.0
972,22.0,98.0,0.0,0.0,2021-06-11,0.0
12,33.0,123.0,0.0,0.0,2021-06-11,0.0
44,241.0,682.0,2.0,1.65,2021-06-11,1.65
76,391.0,755.0,1.0,0.36,2021-06-11,0.36
2B,5.0,30.0,0.0,0.0,2021-06-11,0.0
29,258.0,437.0,2.0,1.5,2021-06-11,1.5
89,150.0,227.0,0.0,0.0,2021-06-11,0.0
14,173.0,331.0,9.0,5.88,2021-06-11,5.88
08,93.0,158.0,0.0,0.0,2021-06-11,0.0
88,78.0,170.0,0.0,0.0,2021-06-11,0.0
03,45.0,171.0,1.0,2.27,2021-06-11,2.27
33,194.0,852.0,7.0,5.07,2021-06-11,5.07
971,35.0,198.0,0.0,0.0,2021-06-11,0.0
22,43.0,203.0,0.0,0.0,2021-06-11,0.0
40,23.0,264.0,13.0,72.22,2021-06-11,72.22
10,40.0,73.0,0.0,0.0,2021-06-11,0.0
68,272.0,476.0,4.0,44.44,2021-06-11,44.44
67,430.0,764.0,31.0,27.68,2021-06-11,27.68
51,136.0,240.0,0.0,0.0,2021-06-11,0.0
25,162.0,319.0,0.0,0.0,2021-06-11,0.0
90,2.0,71.0,0.0,0.0,2021-06-11,0.0
21,254.0,391.0,0.0,0.0,2021-06-11,0.0
01,63.0,252.0,1.0,3.7,2021-06-11,3.7
84,15.0,217.0,2.0,14.29,2021-06-11,14.29
52,40.0,65.0,0.0,0.0,2021-06-11,0.0
54,250.0,373.0,0.0,0.0,2021-06-11,0.0
07,67.0,116.0,1.0,9.09,2021-06-11,9.09
82,20.0,143.0,0.0,0.0,2021-06-11,0.0
13,410.0,1468.0,13.0,7.83,2021-06-11,7.83
45,139.0,578.0,5.0,31.25,2021-06-11,31.25
11,61.0,131.0,0.0,0.0,2021-06-11,0.0
42,372.0,673.0,2.0,4.76,2021-06-11,4.76
56,167.0,304.0,0.0,0.0,2021-06-11,0.0
43,68.0,137.0,1.0,25.0,2021-06-11,25.0
71,128.0,274.0,1.0,1.19,2021-06-11,1.19
57,441.0,516.0,0.0,0.0,2021-06-11,0.0
83,218.0,464.0,0.0,0.0,2021-06-11,0.0
39,119.0,179.0,3.0,20.0,2021-06-11,20.0
2A,13.0,41.0,0.0,0.0,2021-06-11,0.0
09,12.0,48.0,0.0,0.0,2021-06-11,0.0
17,101.0,145.0,7.0,7.61,2021-06-11,7.61
35,298.0,542.0,0.0,0.0,2021-06-11,0.0
16,36.0,65.0,0.0,0.0,2021-06-11,0.0
30,71.0,346.0,1.0,25.0,2021-06-11,25.0
64,47.0,496.0,2.0,4.55,2021-06-11,4.55
60,258.0,466.0,0.0,0.0,2021-06-11,0.0
74,53.0,418.0,1.0,3.23,2021-06-11,3.23
973,357.0,1036.0,1.0,0.3,2021-06-11,0.3
79,104.0,127.0,1.0,2.5,2021-06-11,2.5
31,304.0,801.0,2.0,3.17,2021-06-11,3.17
73,86.0,176.0,3.0,6.98,2021-06-11,6.98
75,551.0,1888.0,31.0,11.07,2021-06-11,11.07
04,9.0,52.0,2.0,28.57,2021-06-11,28.57
27,163.0,373.0,6.0,4.32,2021-06-11,4.32
85,103.0,203.0,1.0,4.17,2021-06-11,4.17
77,414.0,971.0,11.0,5.73,2021-06-11,5.73
974,555.0,1382.0,0.0,0.0,2021-06-11,0.0
72,113.0,308.0,2.0,50.0,2021-06-11,50.0
50,113.0,229.0,1.0,0.93,2021-06-11,0.93
65,31.0,85.0,1.0,4.17,2021-06-11,4.17
86,113.0,132.0,0.0,0.0,2021-06-11,0.0
34,256.0,590.0,0.0,0.0,2021-06-11,0.0
02,130.0,257.0,1.0,1.69,2021-06-11,1.69
36,34.0,73.0,1.0,5.56,2021-06-11,5.56
63,38.0,329.0,2.0,8.33,2021-06-11,8.33
15,24.0,67.0,2.0,20.0,2021-06-11,20.0
80,135.0,272.0,7.0,5.69,2021-06-11,5.69
18,77.0,115.0,1.0,5.56,2021-06-11,5.56
47,54.0,170.0,1.0,2.44,2021-06-11,2.44
32,34.0,90.0,3.0,13.04,2021-06-11,13.04
81,120.0,198.0,0.0,0.0,2021-06-11,0.0
91,435.0,949.0,25.0,7.89,2021-06-11,7.89
87,34.0,141.0,0.0,0.0,2021-06-11,0.0
24,33.0,129.0,0.0,0.0,2021-06-11,0.0
05,14.0,66.0,0.0,0.0,2021-06-11,0.0
59,739.0,1821.0,15.0,2.84,2021-06-11,2.84
28,33.0,210.0,0.0,0.0,2021-06-11,0.0
78,491.0,1005.0,9.0,2.52,2021-06-11,2.52
95,388.0,1116.0,9.0,3.63,2021-06-11,3.63
53,133.0,184.0,2.0,6.06,2021-06-11,6.06
92,452.0,1179.0,14.0,8.97,2021-06-11,8.97
94,409.0,1107.0,10.0,4.24,2021-06-11,4.24
69,774.0,1338.0,11.0,6.43,2021-06-11,6.43
38,194.0,575.0,3.0,3.33,2021-06-11,3.33
26,71.0,151.0,0.0,0.0,2021-06-11,0.0
48,4.0,22.0,0.0,0.0,2021-06-11,0.0
93,487.0,1714.0,18.0,6.79,2021-06-11,6.79
62,333.0,820.0,1.0,0.51,2021-06-11,0.51
37,78.0,275.0,3.0,5.0,2021-06-11,5.0
23,3.0,19.0,0.0,0.0,2021-06-11,0.0
46,8.0,63.0,0.0,0.0,2021-06-11,0.0
976,0.0,30.0,0.0,0.0,2021-06-11,0.0
66,4.0,285.0,1.0,100.0,2021-06-11,100.0
86,101.0,117.0,0.0,0.0,2021-06-12,0.0
2B,7.0,30.0,0.0,0.0,2021-06-12,0.0
91,426.0,902.0,26.0,8.2,2021-06-12,8.2
47,57.0,174.0,1.0,2.08,2021-06-12,2.08
14,185.0,329.0,9.0,5.45,2021-06-12,5.45
76,374.0,708.0,1.0,0.37,2021-06-12,0.37
34,264.0,565.0,0.0,0.0,2021-06-12,0.0
84,22.0,208.0,2.0,9.52,2021-06-12,9.52
23,3.0,17.0,0.0,0.0,2021-06-12,0.0
75,534.0,1793.0,32.0,11.43,2021-06-12,11.43
35,281.0,499.0,0.0,0.0,2021-06-12,0.0
62,291.0,737.0,3.0,1.69,2021-06-12,1.69
74,57.0,393.0,2.0,5.71,2021-06-12,5.71
33,198.0,804.0,13.0,8.84,2021-06-12,8.84
89,130.0,202.0,0.0,0.0,2021-06-12,0.0
28,36.0,192.0,0.0,0.0,2021-06-12,0.0
88,77.0,166.0,0.0,0.0,2021-06-12,0.0
38,215.0,572.0,3.0,3.12,2021-06-12,3.12
68,261.0,453.0,4.0,40.0,2021-06-12,40.0
94,394.0,1036.0,10.0,4.39,2021-06-12,4.39
10,38.0,67.0,0.0,0.0,2021-06-12,0.0
59,695.0,1685.0,15.0,2.94,2021-06-12,2.94
87,39.0,135.0,0.0,0.0,2021-06-12,0.0
90,2.0,66.0,0.0,0.0,2021-06-12,0.0
971,31.0,191.0,0.0,0.0,2021-06-12,0.0
48,4.0,19.0,0.0,0.0,2021-06-12,0.0
46,8.0,58.0,0.0,0.0,2021-06-12,0.0
22,53.0,202.0,0.0,0.0,2021-06-12,0.0
21,251.0,364.0,0.0,0.0,2021-06-12,0.0
974,574.0,1362.0,0.0,0.0,2021-06-12,0.0
67,412.0,714.0,37.0,29.6,2021-06-12,29.6
03,48.0,162.0,1.0,2.13,2021-06-12,2.13
17,115.0,152.0,7.0,6.6,2021-06-12,6.6
77,409.0,906.0,11.0,5.88,2021-06-12,5.88
81,119.0,192.0,0.0,0.0,2021-06-12,0.0
30,69.0,316.0,1.0,9.09,2021-06-12,9.09
08,96.0,132.0,1.0,1.14,2021-06-12,1.14
50,123.0,219.0,1.0,0.89,2021-06-12,0.89
02,115.0,224.0,1.0,1.61,2021-06-12,1.61
09,9.0,43.0,0.0,0.0,2021-06-12,0.0
60,232.0,424.0,0.0,0.0,2021-06-12,0.0
26,69.0,144.0,0.0,0.0,2021-06-12,0.0
51,119.0,219.0,1.0,1.56,2021-06-12,1.56
25,155.0,301.0,0.0,0.0,2021-06-12,0.0
18,81.0,121.0,1.0,4.55,2021-06-12,4.55
29,254.0,427.0,2.0,1.48,2021-06-12,1.48
972,22.0,96.0,0.0,0.0,2021-06-12,0.0
24,29.0,105.0,0.0,0.0,2021-06-12,0.0
78,468.0,923.0,10.0,2.82,2021-06-12,2.82
52,38.0,49.0,0.0,0.0,2021-06-12,0.0
63,39.0,313.0,2.0,8.0,2021-06-12,8.0
01,62.0,253.0,1.0,3.85,2021-06-12,3.85
13,410.0,1405.0,14.0,7.82,2021-06-12,7.82
82,20.0,130.0,0.0,0.0,2021-06-12,0.0
27,155.0,351.0,6.0,4.41,2021-06-12,4.41
54,223.0,333.0,0.0,0.0,2021-06-12,0.0
31,301.0,766.0,2.0,2.6,2021-06-12,2.6
72,136.0,281.0,2.0,66.67,2021-06-12,66.67
44,251.0,630.0,3.0,2.44,2021-06-12,2.44
07,64.0,108.0,1.0,9.09,2021-06-12,9.09
73,91.0,177.0,3.0,6.38,2021-06-12,6.38
04,9.0,47.0,2.0,33.33,2021-06-12,33.33
12,37.0,107.0,0.0,0.0,2021-06-12,0.0
973,354.0,1072.0,1.0,0.31,2021-06-12,0.31
80,119.0,250.0,7.0,6.54,2021-06-12,6.54
58,38.0,56.0,1.0,3.85,2021-06-12,3.85
06,112.0,278.0,2.0,12.5,2021-06-12,12.5
976,0.0,29.0,0.0,0.0,2021-06-12,0.0
55,46.0,55.0,0.0,0.0,2021-06-12,0.0
37,73.0,254.0,3.0,5.56,2021-06-12,5.56
19,62.0,131.0,0.0,0.0,2021-06-12,0.0
93,470.0,1539.0,17.0,6.54,2021-06-12,6.54
70,66.0,98.0,1.0,9.09,2021-06-12,9.09
53,123.0,160.0,2.0,6.9,2021-06-12,6.9
49,202.0,332.0,0.0,0.0,2021-06-12,0.0
95,396.0,1051.0,8.0,3.23,2021-06-12,3.23
05,13.0,59.0,0.0,0.0,2021-06-12,0.0
66,4.0,271.0,1.0,100.0,2021-06-12,100.0
61,76.0,158.0,0.0,0.0,2021-06-12,0.0
64,56.0,494.0,2.0,3.77,2021-06-12,3.77
41,26.0,89.0,0.0,0.0,2021-06-12,0.0
45,125.0,538.0,7.0,25.93,2021-06-12,25.93
36,31.0,60.0,1.0,5.88,2021-06-12,5.88
16,33.0,54.0,0.0,0.0,2021-06-12,0.0
65,34.0,80.0,1.0,3.7,2021-06-12,3.7
42,374.0,645.0,2.0,4.17,2021-06-12,4.17
83,235.0,475.0,1.0,1.32,2021-06-12,1.32
85,107.0,189.0,1.0,3.57,2021-06-12,3.57
92,445.0,1123.0,14.0,8.7,2021-06-12,8.7
15,25.0,59.0,2.0,20.0,2021-06-12,20.0
43,63.0,131.0,1.0,50.0,2021-06-12,50.0
69,798.0,1278.0,13.0,7.65,2021-06-12,7.65
71,123.0,255.0,1.0,1.19,2021-06-12,1.19
11,58.0,118.0,0.0,0.0,2021-06-12,0.0
2A,11.0,37.0,0.0,0.0,2021-06-12,0.0
32,35.0,84.0,3.0,13.04,2021-06-12,13.04
40,32.0,261.0,18.0,66.67,2021-06-12,66.67
57,414.0,477.0,0.0,0.0,2021-06-12,0.0
79,95.0,116.0,6.0,12.77,2021-06-12,12.77
56,177.0,285.0,0.0,0.0,2021-06-12,0.0
39,110.0,169.0,3.0,20.0,2021-06-12,20.0
14,181.0,312.0,8.0,5.0,2021-06-13,5.0
39,108.0,165.0,3.0,20.0,2021-06-13,20.0
57,409.0,473.0,0.0,0.0,2021-06-13,0.0
26,69.0,147.0,0.0,0.0,2021-06-13,0.0
90,2.0,67.0,0.0,0.0,2021-06-13,0.0
70,67.0,98.0,1.0,9.09,2021-06-13,9.09
52,38.0,48.0,0.0,0.0,2021-06-13,0.0
78,467.0,916.0,8.0,2.26,2021-06-13,2.26
66,5.0,269.0,1.0,50.0,2021-06-13,50.0
64,57.0,490.0,2.0,3.7,2021-06-13,3.7
42,367.0,624.0,2.0,4.55,2021-06-13,4.55
33,198.0,806.0,13.0,8.84,2021-06-13,8.84
93,463.0,1517.0,18.0,6.95,2021-06-13,6.95
48,4.0,16.0,0.0,0.0,2021-06-13,0.0
55,46.0,54.0,0.0,0.0,2021-06-13,0.0
79,95.0,116.0,6.0,12.77,2021-06-13,12.77
67,415.0,716.0,39.0,30.95,2021-06-13,30.95
01,61.0,253.0,1.0,4.0,2021-06-13,4.0
25,158.0,307.0,0.0,0.0,2021-06-13,0.0
91,421.0,890.0,26.0,8.25,2021-06-13,8.25
86,102.0,116.0,0.0,0.0,2021-06-13,0.0
51,119.0,221.0,1.0,1.56,2021-06-13,1.56
24,29.0,105.0,0.0,0.0,2021-06-13,0.0
69,788.0,1257.0,13.0,7.78,2021-06-13,7.78
27,153.0,348.0,6.0,4.41,2021-06-13,4.41
71,111.0,241.0,1.0,1.3,2021-06-13,1.3
54,223.0,333.0,0.0,0.0,2021-06-13,0.0
65,34.0,79.0,1.0,3.7,2021-06-13,3.7
973,354.0,1078.0,1.0,0.31,2021-06-13,0.31
89,127.0,195.0,0.0,0.0,2021-06-13,0.0
73,92.0,175.0,3.0,6.25,2021-06-13,6.25
74,60.0,384.0,3.0,7.89,2021-06-13,7.89
02,116.0,223.0,1.0,1.59,2021-06-13,1.59
92,426.0,1093.0,12.0,7.84,2021-06-13,7.84
16,32.0,53.0,0.0,0.0,2021-06-13,0.0
58,38.0,57.0,1.0,3.85,2021-06-13,3.85
972,22.0,97.0,0.0,0.0,2021-06-13,0.0
30,69.0,310.0,1.0,8.33,2021-06-13,8.33
08,99.0,134.0,1.0,1.1,2021-06-13,1.1
68,261.0,445.0,4.0,33.33,2021-06-13,33.33
11,57.0,116.0,0.0,0.0,2021-06-13,0.0
63,41.0,314.0,3.0,11.11,2021-06-13,11.11
82,20.0,129.0,0.0,0.0,2021-06-13,0.0
56,176.0,282.0,0.0,0.0,2021-06-13,0.0
15,25.0,58.0,2.0,20.0,2021-06-13,20.0
40,32.0,262.0,18.0,66.67,2021-06-13,66.67
85,110.0,191.0,1.0,3.23,2021-06-13,3.23
45,109.0,529.0,7.0,25.0,2021-06-13,25.0
43,64.0,131.0,1.0,33.33,2021-06-13,33.33
83,235.0,471.0,1.0,1.32,2021-06-13,1.32
94,385.0,1017.0,10.0,4.48,2021-06-13,4.48
28,34.0,188.0,0.0,0.0,2021-06-13,0.0
2A,11.0,36.0,0.0,0.0,2021-06-13,0.0
09,9.0,43.0,0.0,0.0,2021-06-13,0.0
62,290.0,733.0,3.0,1.69,2021-06-13,1.69
35,279.0,489.0,0.0,0.0,2021-06-13,0.0
32,34.0,80.0,3.0,13.04,2021-06-13,13.04
47,57.0,172.0,1.0,2.08,2021-06-13,2.08
80,120.0,250.0,7.0,6.48,2021-06-13,6.48
36,31.0,58.0,1.0,5.88,2021-06-13,5.88
95,392.0,1048.0,8.0,3.24,2021-06-13,3.24
05,12.0,59.0,0.0,0.0,2021-06-13,0.0
61,76.0,157.0,1.0,2.78,2021-06-13,2.78
53,122.0,154.0,2.0,6.9,2021-06-13,6.9
37,74.0,257.0,3.0,5.45,2021-06-13,5.45
19,61.0,128.0,0.0,0.0,2021-06-13,0.0
976,0.0,31.0,0.0,0.0,2021-06-13,0.0
13,412.0,1368.0,15.0,8.2,2021-06-13,8.2
06,113.0,279.0,2.0,11.76,2021-06-13,11.76
12,38.0,109.0,0.0,0.0,2021-06-13,0.0
04,9.0,46.0,2.0,28.57,2021-06-13,28.57
38,209.0,564.0,3.0,3.3,2021-06-13,3.3
07,64.0,107.0,1.0,9.09,2021-06-13,9.09
44,265.0,611.0,3.0,2.38,2021-06-13,2.38
72,138.0,269.0,2.0,100.0,2021-06-13,100.0
31,295.0,744.0,4.0,4.65,2021-06-13,4.65
41,25.0,83.0,0.0,0.0,2021-06-13,0.0
23,3.0,17.0,0.0,0.0,2021-06-13,0.0
49,203.0,327.0,0.0,0.0,2021-06-13,0.0
29,256.0,432.0,2.0,1.45,2021-06-13,1.45
88,77.0,165.0,0.0,0.0,2021-06-13,0.0
81,118.0,192.0,0.0,0.0,2021-06-13,0.0
18,81.0,122.0,1.0,4.55,2021-06-13,4.55
60,230.0,420.0,0.0,0.0,2021-06-13,0.0
971,27.0,185.0,0.0,0.0,2021-06-13,0.0
2B,7.0,30.0,0.0,0.0,2021-06-13,0.0
87,40.0,134.0,0.0,0.0,2021-06-13,0.0
46,8.0,59.0,0.0,0.0,2021-06-13,0.0
59,664.0,1631.0,17.0,3.48,2021-06-13,3.48
76,368.0,692.0,2.0,0.73,2021-06-13,0.73
10,38.0,67.0,0.0,0.0,2021-06-13,0.0
974,585.0,1339.0,0.0,0.0,2021-06-13,0.0
34,264.0,568.0,0.0,0.0,2021-06-13,0.0
75,527.0,1757.0,31.0,11.11,2021-06-13,11.11
50,122.0,216.0,1.0,0.9,2021-06-13,0.9
77,408.0,893.0,11.0,5.82,2021-06-13,5.82
84,22.0,207.0,2.0,9.52,2021-06-13,9.52
03,49.0,161.0,1.0,2.08,2021-06-13,2.08
17,113.0,147.0,7.0,6.73,2021-06-13,6.73
21,248.0,359.0,0.0,0.0,2021-06-13,0.0
22,55.0,203.0,0.0,0.0,2021-06-13,0.0
48,3.0,14.0,0.0,0.0,2021-06-14,0.0
21,220.0,310.0,1.0,3.45,2021-06-14,3.45
55,40.0,49.0,0.0,0.0,2021-06-14,0.0
41,25.0,77.0,0.0,0.0,2021-06-14,0.0
58,33.0,48.0,1.0,4.76,2021-06-14,4.76
46,11.0,42.0,0.0,0.0,2021-06-14,0.0
87,49.0,124.0,0.0,0.0,2021-06-14,0.0
19,57.0,94.0,0.0,0.0,2021-06-14,0.0
37,74.0,227.0,2.0,3.45,2021-06-14,3.45
61,71.0,150.0,2.0,4.26,2021-06-14,4.26
33,261.0,750.0,24.0,11.21,2021-06-14,11.21
66,28.0,223.0,1.0,4.0,2021-06-14,4.0
64,110.0,463.0,12.0,11.11,2021-06-14,11.11
68,236.0,409.0,7.0,14.0,2021-06-14,14.0
30,71.0,246.0,1.0,3.03,2021-06-14,3.03
12,54.0,103.0,0.0,0.0,2021-06-14,0.0
31,306.0,692.0,10.0,6.99,2021-06-14,6.99
47,60.0,169.0,0.0,0.0,2021-06-14,0.0
27,139.0,294.0,9.0,7.76,2021-06-14,7.76
23,3.0,11.0,0.0,0.0,2021-06-14,0.0
50,101.0,176.0,2.0,2.13,2021-06-14,2.13
14,155.0,266.0,7.0,5.34,2021-06-14,5.34
81,94.0,167.0,0.0,0.0,2021-06-14,0.0
09,13.0,41.0,0.0,0.0,2021-06-14,0.0
2A,10.0,29.0,0.0,0.0,2021-06-14,0.0
24,26.0,82.0,1.0,11.11,2021-06-14,11.11
34,209.0,491.0,1.0,1.45,2021-06-14,1.45
86,84.0,97.0,2.0,10.53,2021-06-14,10.53
28,35.0,166.0,0.0,0.0,2021-06-14,0.0
18,57.0,90.0,1.0,4.55,2021-06-14,4.55
32,37.0,76.0,3.0,12.0,2021-06-14,12.0
36,22.0,43.0,1.0,8.33,2021-06-14,8.33
2B,8.0,24.0,0.0,0.0,2021-06-14,0.0
57,338.0,396.0,0.0,0.0,2021-06-14,0.0
88,62.0,149.0,1.0,5.88,2021-06-14,5.88
67,403.0,603.0,41.0,23.7,2021-06-14,23.7
25,136.0,255.0,1.0,5.56,2021-06-14,5.56
40,56.0,240.0,27.0,54.0,2021-06-14,54.0
65,36.0,73.0,0.0,0.0,2021-06-14,0.0
82,21.0,96.0,0.0,0.0,2021-06-14,0.0
79,70.0,88.0,7.0,17.07,2021-06-14,17.07
11,60.0,104.0,0.0,0.0,2021-06-14,0.0
45,89.0,437.0,7.0,17.07,2021-06-14,17.07
16,29.0,45.0,1.0,4.76,2021-06-14,4.76
17,105.0,135.0,5.0,5.15,2021-06-14,5.15
39,98.0,146.0,6.0,23.08,2021-06-14,23.08
76,325.0,600.0,2.0,0.8,2021-06-14,0.8
89,99.0,160.0,0.0,0.0,2021-06-14,0.0
976,0.0,28.0,0.0,0.0,2021-06-14,0.0
84,28.0,172.0,1.0,4.0,2021-06-14,4.0
26,65.0,112.0,1.0,4.55,2021-06-14,4.55
07,60.0,94.0,1.0,5.56,2021-06-14,5.56
05,8.0,40.0,0.0,0.0,2021-06-14,0.0
35,260.0,428.0,1.0,0.84,2021-06-14,0.84
02,95.0,179.0,1.0,1.59,2021-06-14,1.59
95,331.0,936.0,11.0,4.78,2021-06-14,4.78
49,195.0,285.0,2.0,4.44,2021-06-14,4.44
06,118.0,244.0,4.0,16.67,2021-06-14,16.67
63,67.0,274.0,3.0,5.56,2021-06-14,5.56
91,383.0,822.0,30.0,10.95,2021-06-14,10.95
52,30.0,37.0,1.0,20.0,2021-06-14,20.0
74,85.0,326.0,10.0,17.24,2021-06-14,17.24
92,371.0,970.0,15.0,9.55,2021-06-14,9.55
42,329.0,534.0,2.0,4.26,2021-06-14,4.26
15,40.0,69.0,8.0,28.57,2021-06-14,28.57
94,332.0,939.0,10.0,5.0,2021-06-14,5.0
69,713.0,1117.0,14.0,8.05,2021-06-14,8.05
90,9.0,68.0,0.0,0.0,2021-06-14,0.0
44,284.0,516.0,1.0,0.72,2021-06-14,0.72
13,396.0,1210.0,19.0,8.6,2021-06-14,8.6
51,97.0,192.0,2.0,3.33,2021-06-14,3.33
83,215.0,407.0,1.0,1.47,2021-06-14,1.47
73,77.0,144.0,3.0,6.82,2021-06-14,6.82
93,420.0,1359.0,20.0,8.66,2021-06-14,8.66
56,166.0,240.0,0.0,0.0,2021-06-14,0.0
78,395.0,811.0,15.0,4.89,2021-06-14,4.89
59,608.0,1416.0,14.0,2.93,2021-06-14,2.93
10,27.0,61.0,0.0,0.0,2021-06-14,0.0
974,594.0,1292.0,0.0,0.0,2021-06-14,0.0
75,463.0,1561.0,38.0,14.45,2021-06-14,14.45
62,242.0,602.0,4.0,2.38,2021-06-14,2.38
03,44.0,139.0,1.0,2.33,2021-06-14,2.33
53,108.0,139.0,2.0,5.13,2021-06-14,5.13
01,80.0,218.0,5.0,11.11,2021-06-14,11.11
70,57.0,78.0,1.0,7.14,2021-06-14,7.14
29,233.0,379.0,3.0,2.16,2021-06-14,2.16
08,89.0,117.0,1.0,1.2,2021-06-14,1.2
60,186.0,341.0,0.0,0.0,2021-06-14,0.0
971,31.0,175.0,0.0,0.0,2021-06-14,0.0
80,118.0,242.0,13.0,11.71,2021-06-14,11.71
43,54.0,112.0,1.0,11.11,2021-06-14,11.11
85,94.0,165.0,2.0,5.71,2021-06-14,5.71
04,10.0,37.0,1.0,12.5,2021-06-14,12.5
972,28.0,107.0,0.0,0.0,2021-06-14,0.0
77,357.0,784.0,9.0,5.45,2021-06-14,5.45
54,197.0,298.0,0.0,0.0,2021-06-14,0.0
71,104.0,205.0,0.0,0.0,2021-06-14,0.0
38,229.0,498.0,10.0,8.33,2021-06-14,8.33
973,436.0,1068.0,2.0,0.49,2021-06-14,0.49
72,148.0,233.0,2.0,100.0,2021-06-14,100.0
22,66.0,171.0,0.0,0.0,2021-06-14,0.0
29,208.0,345.0,4.0,2.92,2021-06-15,2.92
83,205.0,380.0,1.0,1.37,2021-06-15,1.37
08,83.0,104.0,1.0,1.28,2021-06-15,1.28
56,156.0,228.0,0.0,0.0,2021-06-15,0.0
69,639.0,984.0,18.0,8.96,2021-06-15,8.96
40,73.0,232.0,41.0,56.94,2021-06-15,56.94
94,306.0,866.0,10.0,5.62,2021-06-15,5.62
42,293.0,485.0,2.0,3.45,2021-06-15,3.45
81,89.0,157.0,0.0,0.0,2021-06-15,0.0
47,54.0,159.0,0.0,0.0,2021-06-15,0.0
63,77.0,250.0,4.0,5.88,2021-06-15,5.88
971,32.0,151.0,0.0,0.0,2021-06-15,0.0
09,10.0,31.0,0.0,0.0,2021-06-15,0.0
32,32.0,65.0,1.0,4.76,2021-06-15,4.76
35,243.0,368.0,2.0,1.77,2021-06-15,1.77
43,48.0,94.0,1.0,6.25,2021-06-15,6.25
2B,9.0,25.0,0.0,0.0,2021-06-15,0.0
84,29.0,143.0,1.0,3.85,2021-06-15,3.85
82,28.0,89.0,0.0,0.0,2021-06-15,0.0
88,70.0,150.0,1.0,3.33,2021-06-15,3.33
2A,13.0,27.0,0.0,0.0,2021-06-15,0.0
70,53.0,68.0,1.0,5.88,2021-06-15,5.88
11,51.0,90.0,0.0,0.0,2021-06-15,0.0
87,46.0,111.0,0.0,0.0,2021-06-15,0.0
37,57.0,179.0,2.0,4.44,2021-06-15,4.44
53,105.0,131.0,2.0,4.55,2021-06-15,4.55
46,13.0,41.0,0.0,0.0,2021-06-15,0.0
77,325.0,732.0,6.0,4.0,2021-06-15,4.0
04,11.0,34.0,0.0,0.0,2021-06-15,0.0
72,149.0,207.0,2.0,25.0,2021-06-15,25.0
31,335.0,663.0,11.0,5.58,2021-06-15,5.58
60,170.0,304.0,0.0,0.0,2021-06-15,0.0
18,51.0,82.0,1.0,5.0,2021-06-15,5.0
36,14.0,37.0,1.0,12.5,2021-06-15,12.5
34,181.0,454.0,2.0,2.35,2021-06-15,2.35
75,468.0,1526.0,51.0,19.62,2021-06-15,19.62
62,208.0,510.0,4.0,2.48,2021-06-15,2.48
80,106.0,220.0,11.0,10.68,2021-06-15,10.68
85,87.0,143.0,3.0,7.5,2021-06-15,7.5
28,38.0,137.0,0.0,0.0,2021-06-15,0.0
59,610.0,1319.0,12.0,2.36,2021-06-15,2.36
78,358.0,767.0,19.0,6.64,2021-06-15,6.64
30,70.0,237.0,2.0,4.35,2021-06-15,4.35
05,6.0,33.0,0.0,0.0,2021-06-15,0.0
66,48.0,202.0,2.0,4.55,2021-06-15,4.55
