dep,datetime,hosp,rea,rad,dc,population,hosp_pour_100k,rea_pour_100k,nbre_pass_corona
13,2020-09-05,299,52,4046,586,2024162,14.8,2.6,546.0
14,2020-09-05,2,0,354,84,694002,0.3,0.0,10.0
15,2020-09-05,7,4,53,9,145143,4.8,2.8,12.0
16,2020-09-05,1,0,61,13,352335,0.3,0.0,18.0
17,2020-09-05,5,1,156,51,644303,0.8,0.2,20.0
18,2020-09-05,1,0,207,85,304256,0.3,0.0,14.0
19,2020-09-05,4,1,161,37,241464,1.7,0.4,6.0
21,2020-09-05,9,2,960,251,533819,1.7,0.4,40.0
22,2020-09-05,3,0,240,40,598814,0.5,0.0,12.0
23,2020-09-05,0,0,86,15,118638,0.0,0.0,0.0
24,2020-09-05,4,1,99,14,413606,1.0,0.2,16.0
25,2020-09-05,3,1,644,152,539067,0.6,0.2,24.0
26,2020-09-05,6,1,547,128,511553,1.2,0.2,30.0
27,2020-09-05,16,0,274,85,601843,2.7,0.0,68.0
28,2020-09-05,10,2,610,145,433233,2.3,0.5,10.0
29,2020-09-05,11,1,198,44,909028,1.2,0.1,20.0
2A,2020-09-05,4,0,148,48,157249,2.5,0.0,2.0
2B,2020-09-05,6,1,115,11,177689,3.4,0.6,52.0
30,2020-09-05,17,4,389,99,744178,2.3,0.5,36.0
31,2020-09-05,61,9,742,84,1362672,4.5,0.7,146.0
32,2020-09-05,4,1,90,24,191091,2.1,0.5,8.0
33,2020-09-05,65,16,1056,167,1583384,4.1,1.0,236.0
34,2020-09-05,54,10,788,126,1144892,4.7,0.9,200.0
35,2020-09-05,36,4,513,89,1060199,3.4,0.4,34.0
36,2020-09-05,3,1,198,82,222232,1.3,0.4,2.0
37,2020-09-05,7,1,382,93,606511,1.2,0.2,12.0
38,2020-09-05,36,5,754,153,1258722,2.9,0.4,88.0
39,2020-09-05,2,0,329,60,260188,0.8,0.0,16.0
40,2020-09-05,2,0,77,13,407444,0.5,0.0,34.0
41,2020-09-05,12,0,337,65,331915,3.6,0.0,34.0
42,2020-09-05,46,3,1033,249,762941,6.0,0.4,46.0
43,2020-09-05,2,1,108,18,227283,0.9,0.4,0.0
44,2020-09-05,15,3,785,171,1394909,1.1,0.2,24.0
45,2020-09-05,22,5,681,105,678105,3.2,0.7,48.0
46,2020-09-05,1,0,70,22,173828,0.6,0.0,4.0
47,2020-09-05,11,2,91,13,332842,3.3,0.6,70.0
48,2020-09-05,0,0,26,1,76601,0.0,0.0,0.0
49,2020-09-05,24,6,690,144,813493,3.0,0.7,28.0
50,2020-09-05,9,0,175,50,496883,1.8,0.0,34.0
51,2020-09-05,39,2,1055,276,568895,6.9,0.4,22.0
52,2020-09-05,7,0,273,90,175640,4.0,0.0,10.0
53,2020-09-05,9,1,252,48,307445,2.9,0.3,40.0
54,2020-09-05,49,1,1280,367,733481,6.7,0.1,18.0
55,2020-09-05,2,0,504,103,187187,1.1,0.0,0.0
56,2020-09-05,13,1,451,96,750863,1.7,0.1,120.0
57,2020-09-05,85,2,2596,855,1043522,8.1,0.2,82.0
58,2020-09-05,3,0,99,28,207182,1.4,0.0,36.0
59,2020-09-05,138,21,2768,682,2604361,5.3,0.8,138.0
60,2020-09-05,120,2,1232,422,824503,14.6,0.2,16.0
61,2020-09-05,8,1,264,44,283372,2.8,0.4,14.0
62,2020-09-05,84,8,1459,324,1468018,5.7,0.5,20.0
63,2020-09-05,22,0,191,45,653742,3.4,0.0,30.0
64,2020-09-05,7,2,238,28,677309,1.0,0.3,32.0
65,2020-09-05,3,0,167,27,228530,1.3,0.0,0.0
66,2020-09-05,8,2,290,36,474452,1.7,0.4,18.0
67,2020-09-05,79,7,2782,693,1125559,7.0,0.6,26.0
68,2020-09-05,87,3,3137,832,764030,11.4,0.4,38.0
69,2020-09-05,168,24,3276,671,1843319,9.1,1.3,400.0
70,2020-09-05,2,0,309,77,236659,0.8,0.0,10.0
71,2020-09-05,5,3,798,202,553595,0.9,0.5,76.0
72,2020-09-05,26,0,441,89,566506,4.6,0.0,196.0
73,2020-09-05,9,2,436,75,431174,2.1,0.5,74.0
74,2020-09-05,25,0,950,171,807360,3.1,0.0,192.0
75,2020-09-05,295,46,6682,1814,2187526,13.5,2.1,346.0
76,2020-09-05,28,1,850,185,1254378,2.2,0.1,126.0
77,2020-09-05,149,16,2879,717,1403997,10.6,1.1,98.0
78,2020-09-05,236,14,2499,549,1438266,16.4,1.0,174.0
79,2020-09-05,0,0,73,22,374351,0.0,0.0,42.0
80,2020-09-05,40,3,767,234,572443,7.0,0.5,24.0
81,2020-09-05,6,1,134,23,387890,1.5,0.3,14.0
82,2020-09-05,5,1,45,7,258349,1.9,0.4,56.0
83,2020-09-05,47,3,1090,145,1058740,4.4,0.3,116.0
84,2020-09-05,28,6,280,43,559479,5.0,1.1,76.0
85,2020-09-05,6,0,286,44,675247,0.9,0.0,18.0
86,2020-09-05,1,0,155,40,436876,0.2,0.0,12.0
87,2020-09-05,4,1,139,25,374426,1.1,0.3,18.0
88,2020-09-05,15,0,751,267,367673,4.1,0.0,12.0
89,2020-09-05,8,1,417,95,338291,2.4,0.3,78.0
90,2020-09-05,3,1,567,200,142622,2.1,0.7,6.0
91,2020-09-05,214,15,2597,558,1296130,16.5,1.2,176.0
92,2020-09-05,525,33,4813,1118,1609306,32.6,2.1,192.0
93,2020-09-05,368,28,4235,1025,1623111,22.7,1.7,444.0
94,2020-09-05,298,15,4659,1237,1387926,21.5,1.1,272.0
95,2020-09-05,210,13,2819,735,1228618,17.1,1.1,342.0
971,2020-09-05,31,11,124,28,390253,7.9,2.8,240.0
972,2020-09-05,13,5,108,18,372594,3.5,1.3,0.0
973,2020-09-05,52,7,1588,58,268700,19.4,2.6,76.0
974,2020-09-05,64,16,249,11,853659,7.5,1.9,50.0
976,2020-09-05,4,2,449,28,256518,1.6,0.8,4.0
01,2020-09-06,27,2,464,107,643350,4.2,0.3,52.0
02,2020-09-06,38,1,1137,288,534490,7.1,0.2,88.0
03,2020-09-06,3,0,213,41,337988,0.9,0.0,16.0
04,2020-09-06,7,0,138,14,163915,4.3,0.0,14.0
05,2020-09-06,4,1,141,20,141284,2.8,0.7,20.0
06,2020-09-06,84,10,926,197,1083310,7.8,0.9,156.0
07,2020-09-06,12,1,449,116,325712,3.7,0.3,18.0
08,2020-09-06,3,0,222,60,273579,1.1,0.0,2.0
09,2020-09-06,1,1,34,2,153153,0.7,0.7,4.0
10,2020-09-06,11,0,657,137,310020,3.5,0.0,22.0
11,2020-09-06,9,2,240,59,370260,2.4,0.5,12.0
12,2020-09-06,6,0,154,24,279206,2.1,0.0,2.0
13,2020-09-06,303,52,4052,586,2024162,15.0,2.6,580.0
14,2020-09-06,2,0,354,84,694002,0.3,0.0,10.0
15,2020-09-06,7,4,53,9,145143,4.8,2.8,12.0
16,2020-09-06,1,0,62,13,352335,0.3,0.0,18.0
17,2020-09-06,5,1,156,51,644303,0.8,0.2,26.0
18,2020-09-06,3,0,208,85,304256,1.0,0.0,12.0
19,2020-09-06,4,1,161,37,241464,1.7,0.4,4.0
21,2020-09-06,9,2,960,251,533819,1.7,0.4,42.0
22,2020-09-06,3,0,240,40,598814,0.5,0.0,12.0
23,2020-09-06,0,0,86,15,118638,0.0,0.0,0.0
24,2020-09-06,4,1,99,14,413606,1.0,0.2,16.0
25,2020-09-06,3,1,644,152,539067,0.6,0.2,24.0
26,2020-09-06,6,1,547,128,511553,1.2,0.2,30.0
27,2020-09-06,16,0,274,85,601843,2.7,0.0,76.0
28,2020-09-06,10,2,610,145,433233,2.3,0.5,12.0
29,2020-09-06,8,1,201,44,909028,0.9,0.1,22.0
2A,2020-09-06,4,0,148,48,157249,2.5,0.0,2.0
2B,2020-09-06,10,2,115,11,177689,5.6,1.1,48.0
30,2020-09-06,18,4,389,99,744178,2.4,0.5,36.0
31,2020-09-06,55,9,749,84,1362672,4.0,0.7,144.0
32,2020-09-06,4,1,90,24,191091,2.1,0.5,8.0
33,2020-09-06,65,16,1056,167,1583384,4.1,1.0,240.0
34,2020-09-06,55,12,790,126,1144892,4.8,1.0,190.0
35,2020-09-06,36,4,513,89,1060199,3.4,0.4,32.0
36,2020-09-06,3,1,198,82,222232,1.3,0.4,2.0
37,2020-09-06,7,1,382,93,606511,1.2,0.2,24.0
38,2020-09-06,36,5,754,153,1258722,2.9,0.4,96.0
39,2020-09-06,2,0,329,60,260188,0.8,0.0,20.0
40,2020-09-06,2,0,77,13,407444,0.5,0.0,36.0
41,2020-09-06,12,0,337,65,331915,3.6,0.0,34.0
42,2020-09-06,47,3,1033,249,762941,6.2,0.4,48.0
43,2020-09-06,2,1,108,18,227283,0.9,0.4,0.0
44,2020-09-06,15,3,785,171,1394909,1.1,0.2,32.0
45,2020-09-06,22,5,681,105,678105,3.2,0.7,50.0
46,2020-09-06,1,0,70,22,173828,0.6,0.0,4.0
47,2020-09-06,11,2,91,13,332842,3.3,0.6,86.0
48,2020-09-06,0,0,26,1,76601,0.0,0.0,0.0
49,2020-09-06,24,6,690,144,813493,3.0,0.7,32.0
50,2020-09-06,9,0,175,50,496883,1.8,0.0,38.0
51,2020-09-06,39,2,1055,276,568895,6.9,0.4,22.0
52,2020-09-06,7,0,273,90,175640,4.0,0.0,14.0
53,2020-09-06,9,2,252,48,307445,2.9,0.7,48.0
54,2020-09-06,47,1,1282,367,733481,6.4,0.1,20.0
55,2020-09-06,2,0,504,103,187187,1.1,0.0,2.0
56,2020-09-06,14,1,451,96,750863,1.9,0.1,130.0
57,2020-09-06,85,2,2596,855,1043522,8.1,0.2,78.0
58,2020-09-06,3,0,99,28,207182,1.4,0.0,32.0
59,2020-09-06,138,21,2768,682,2604361,5.3,0.8,148.0
60,2020-09-06,120,2,1232,422,824503,14.6,0.2,20.0
61,2020-09-06,8,1,264,44,283372,2.8,0.4,14.0
62,2020-09-06,84,8,1459,324,1468018,5.7,0.5,22.0
63,2020-09-06,23,0,191,45,653742,3.5,0.0,26.0
64,2020-09-06,7,2,238,28,677309,1.0,0.3,34.0
65,2020-09-06,3,0,167,27,228530,1.3,0.0,0.0
66,2020-09-06,8,2,290,36,474452,1.7,0.4,20.0
67,2020-09-06,79,7,2782,693,1125559,7.0,0.6,30.0
68,2020-09-06,87,3,3137,832,764030,11.4,0.4,38.0
69,2020-09-06,171,24,3276,672,1843319,9.3,1.3,420.0
70,2020-09-06,2,0,309,77,236659,0.8,0.0,8.0
71,2020-09-06,5,3,798,202,553595,0.9,0.5,74.0
72,2020-09-06,26,0,441,89,566506,4.6,0.0,194.0
73,2020-09-06,9,2,436,75,431174,2.1,0.5,76.0
74,2020-09-06,24,0,951,171,807360,3.0,0.0,220.0
75,2020-09-06,301,46,6683,1814,2187526,13.8,2.1,360.0
76,2020-09-06,28,1,850,185,1254378,2.2,0.1,126.0
77,2020-09-06,149,16,2879,717,1403997,10.6,1.1,108.0
78,2020-09-06,236,15,2499,549,1438266,16.4,1.0,162.0
79,2020-09-06,0,0,73,22,374351,0.0,0.0,34.0
80,2020-09-06,40,3,767,234,572443,7.0,0.5,24.0
81,2020-09-06,6,1,134,23,387890,1.5,0.3,16.0
82,2020-09-06,5,1,45,7,258349,1.9,0.4,48.0
83,2020-09-06,48,3,1090,145,1058740,4.5,0.3,114.0
84,2020-09-06,28,6,280,43,559479,5.0,1.1,72.0
85,2020-09-06,6,0,286,44,675247,0.9,0.0,20.0
86,2020-09-06,1,0,155,40,436876,0.2,0.0,14.0
87,2020-09-06,5,1,139,25,374426,1.3,0.3,18.0
88,2020-09-06,15,0,751,267,367673,4.1,0.0,14.0
89,2020-09-06,8,1,417,95,338291,2.4,0.3,82.0
90,2020-09-06,3,1,567,200,142622,2.1,0.7,8.0
91,2020-09-06,215,15,2597,558,1296130,16.6,1.2,184.0
92,2020-09-06,528,33,4813,1118,1609306,32.8,2.1,194.0
93,2020-09-06,368,28,4235,1025,1623111,22.7,1.7,448.0
94,2020-09-06,298,15,4659,1237,1387926,21.5,1.1,286.0
95,2020-09-06,210,13,2819,735,1228618,17.1,1.1,344.0
971,2020-09-06,31,11,124,28,390253,7.9,2.8,254.0
972,2020-09-06,13,5,108,18,372594,3.5,1.3,0.0
973,2020-09-06,52,7,1588,58,268700,19.4,2.6,68.0
974,2020-09-06,69,14,252,13,853659,8.1,1.6,34.0
976,2020-09-06,5,2,449,28,256518,1.9,0.8,8.0
01,2020-09-07,27,2,464,107,643350,4.2,0.3,62.0
02,2020-09-07,38,1,1137,288,534490,7.1,0.2,110.0
03,2020-09-07,3,0,213,41,337988,0.9,0.0,16.0
04,2020-09-07,4,0,142,14,163915,2.4,0.0,14.0
05,2020-09-07,4,1,141,20,141284,2.8,0.7,20.0
06,2020-09-07,91,11,935,197,1083310,8.4,1.0,164.0
07,2020-09-07,13,1,449,117,325712,4.0,0.3,16.0
08,2020-09-07,3,0,222,60,273579,1.1,0.0,10.0
09,2020-09-07,1,1,34,2,153153,0.7,0.7,10.0
10,2020-09-07,12,0,657,137,310020,3.9,0.0,22.0
11,2020-09-07,7,1,241,59,370260,1.9,0.3,12.0
12,2020-09-07,6,0,156,24,279206,2.1,0.0,4.0
13,2020-09-07,348,63,4107,591,2024162,17.2,3.1,614.0
14,2020-09-07,1,0,356,84,694002,0.1,0.0,12.0
15,2020-09-07,6,2,53,10,145143,4.1,1.4,14.0
16,2020-09-07,1,0,63,13,352335,0.3,0.0,18.0
17,2020-09-07,5,1,156,51,644303,0.8,0.2,30.0
18,2020-09-07,9,0,208,85,304256,3.0,0.0,8.0
19,2020-09-07,4,1,161,37,241464,1.7,0.4,4.0
21,2020-09-07,8,2,961,251,533819,1.5,0.4,38.0
22,2020-09-07,3,0,240,40,598814,0.5,0.0,10.0
23,2020-09-07,0,0,86,15,118638,0.0,0.0,0.0
24,2020-09-07,4,1,99,14,413606,1.0,0.2,16.0
25,2020-09-07,4,2,644,152,539067,0.7,0.4,28.0
26,2020-09-07,6,1,547,128,511553,1.2,0.2,44.0
27,2020-09-07,16,0,274,85,601843,2.7,0.0,92.0
28,2020-09-07,9,1,610,145,433233,2.1,0.2,16.0
29,2020-09-07,9,1,201,44,909028,1.0,0.1,40.0
2A,2020-09-07,4,0,148,48,157249,2.5,0.0,2.0
2B,2020-09-07,14,2,115,11,177689,7.9,1.1,48.0
30,2020-09-07,20,6,392,100,744178,2.7,0.8,36.0
31,2020-09-07,73,8,756,84,1362672,5.4,0.6,144.0
32,2020-09-07,4,1,90,24,191091,2.1,0.5,6.0
33,2020-09-07,78,20,1058,169,1583384,4.9,1.3,284.0
34,2020-09-07,51,13,798,126,1144892,4.5,1.1,232.0
35,2020-09-07,36,4,513,89,1060199,3.4,0.4,26.0
36,2020-09-07,3,1,198,82,222232,1.3,0.4,2.0
37,2020-09-07,11,4,382,93,606511,1.8,0.7,28.0
38,2020-09-07,47,5,759,153,1258722,3.7,0.4,88.0
39,2020-09-07,2,0,330,60,260188,0.8,0.0,48.0
40,2020-09-07,2,0,78,13,407444,0.5,0.0,36.0
41,2020-09-07,9,0,340,65,331915,2.7,0.0,32.0
42,2020-09-07,49,3,1036,249,762941,6.4,0.4,66.0
43,2020-09-07,2,1,108,18,227283,0.9,0.4,0.0
44,2020-09-07,19,4,786,172,1394909,1.4,0.3,40.0
45,2020-09-07,25,7,681,106,678105,3.7,1.0,54.0
46,2020-09-07,0,0,71,22,173828,0.0,0.0,8.0
47,2020-09-07,12,2,91,13,332842,3.6,0.6,76.0
48,2020-09-07,0,0,26,1,76601,0.0,0.0,0.0
49,2020-09-07,26,6,691,145,813493,3.2,0.7,34.0
50,2020-09-07,11,1,176,50,496883,2.2,0.2,38.0
51,2020-09-07,38,2,1056,276,568895,6.7,0.4,20.0
52,2020-09-07,7,0,273,90,175640,4.0,0.0,10.0
53,2020-09-07,8,2,253,48,307445,2.6,0.7,46.0
54,2020-09-07,48,1,1282,367,733481,6.5,0.1,20.0
55,2020-09-07,2,0,504,103,187187,1.1,0.0,2.0
56,2020-09-07,14,1,451,96,750863,1.9,0.1,124.0
57,2020-09-07,83,2,2599,857,1043522,8.0,0.2,76.0
58,2020-09-07,4,0,99,28,207182,1.9,0.0,16.0
59,2020-09-07,144,23,2775,683,2604361,5.5,0.9,168.0
60,2020-09-07,120,3,1233,422,824503,14.6,0.4,22.0
61,2020-09-07,8,1,264,44,283372,2.8,0.4,20.0
62,2020-09-07,87,9,1463,324,1468018,5.9,0.6,20.0
63,2020-09-07,21,0,194,45,653742,3.2,0.0,24.0
64,2020-09-07,7,1,240,28,677309,1.0,0.1,40.0
65,2020-09-07,3,0,167,27,228530,1.3,0.0,0.0
66,2020-09-07,8,2,291,36,474452,1.7,0.4,20.0
67,2020-09-07,78,4,2784,693,1125559,6.9,0.4,38.0
68,2020-09-07,85,4,3140,832,764030,11.1,0.5,38.0
69,2020-09-07,183,28,3303,673,1843319,9.9,1.5,410.0
70,2020-09-07,2,0,309,77,236659,0.8,0.0,8.0
71,2020-09-07,8,3,798,202,553595,1.4,0.5,72.0
72,2020-09-07,25,0,444,90,566506,4.4,0.0,200.0
73,2020-09-07,11,4,437,75,431174,2.6,0.9,78.0
74,2020-09-07,30,0,951,171,807360,3.7,0.0,210.0
75,2020-09-07,326,52,6688,1817,2187526,14.9,2.4,342.0
76,2020-09-07,28,1,850,185,1254378,2.2,0.1,112.0
77,2020-09-07,153,16,2880,717,1403997,10.9,1.1,106.0
78,2020-09-07,237,15,2502,549,1438266,16.5,1.0,170.0
79,2020-09-07,0,0,73,22,374351,0.0,0.0,22.0
80,2020-09-07,40,3,767,234,572443,7.0,0.5,26.0
81,2020-09-07,8,2,135,23,387890,2.1,0.5,10.0
82,2020-09-07,5,1,47,7,258349,1.9,0.4,60.0
83,2020-09-07,53,4,1091,145,1058740,5.0,0.4,130.0
84,2020-09-07,35,8,281,45,559479,6.3,1.4,80.0
85,2020-09-07,7,1,286,44,675247,1.0,0.1,20.0
86,2020-09-07,1,0,155,40,436876,0.2,0.0,16.0
87,2020-09-07,6,1,139,25,374426,1.6,0.3,20.0
88,2020-09-07,12,0,754,267,367673,3.3,0.0,18.0
89,2020-09-07,8,1,417,95,338291,2.4,0.3,86.0
90,2020-09-07,1,1,568,200,142622,0.7,0.7,8.0
91,2020-09-07,216,16,2602,558,1296130,16.7,1.2,180.0
92,2020-09-07,531,37,4822,1118,1609306,33.0,2.3,204.0
93,2020-09-07,366,28,4244,1026,1623111,22.5,1.7,512.0
94,2020-09-07,301,18,4665,1238,1387926,21.7,1.3,276.0
95,2020-09-07,215,14,2824,735,1228618,17.5,1.1,346.0
971,2020-09-07,31,11,124,28,390253,7.9,2.8,266.0
972,2020-09-07,13,5,108,18,372594,3.5,1.3,0.0
973,2020-09-07,57,9,1591,58,268700,21.2,3.3,60.0
974,2020-09-07,70,14,254,13,853659,8.2,1.6,28.0
976,2020-09-07,5,2,449,28,256518,1.9,0.8,8.0
01,2020-09-08,30,1,465,109,643350,4.7,0.2,70.0
02,2020-09-08,40,2,1137,288,534490,7.5,0.4,130.0
03,2020-09-08,2,0,214,41,337988,0.6,0.0,16.0
04,2020-09-08,5,0,142,14,163915,3.1,0.0,14.0
05,2020-09-08,4,1,141,20,141284,2.8,0.7,24.0
06,2020-09-08,98,11,949,199,1083310,9.0,1.0,158.0
07,2020-09-08,11,1,451,117,325712,3.4,0.3,10.0
08,2020-09-08,4,0,222,60,273579,1.5,0.0,8.0
09,2020-09-08,1,1,34,2,153153,0.7,0.7,10.0
10,2020-09-08,14,0,659,137,310020,4.5,0.0,30.0
11,2020-09-08,7,1,241,59,370260,1.9,0.3,8.0
12,2020-09-08,7,0,156,24,279206,2.5,0.0,4.0
13,2020-09-08,346,71,4162,594,2024162,17.1,3.5,624.0
14,2020-09-08,4,2,356,84,694002,0.6,0.3,12.0
15,2020-09-08,8,2,53,10,145143,5.5,1.4,16.0
16,2020-09-08,1,0,63,13,352335,0.3,0.0,18.0
17,2020-09-08,5,1,157,51,644303,0.8,0.2,30.0
18,2020-09-08,18,0,209,85,304256,5.9,0.0,8.0
19,2020-09-08,5,1,161,37,241464,2.1,0.4,8.0
21,2020-09-08,8,2,961,251,533819,1.5,0.4,46.0
22,2020-09-08,3,0,240,40,598814,0.5,0.0,8.0
23,2020-09-08,2,0,86,15,118638,1.7,0.0,0.0
24,2020-09-08,4,1,99,14,413606,1.0,0.2,16.0
25,2020-09-08,5,2,644,152,539067,0.9,0.4,24.0
26,2020-09-08,7,1,548,128,511553,1.4,0.2,58.0
27,2020-09-08,16,0,274,86,601843,2.7,0.0,100.0
28,2020-09-08,10,1,610,145,433233,2.3,0.2,18.0
29,2020-09-08,10,2,202,44,909028,1.1,0.2,44.0
2A,2020-09-08,3,0,149,48,157249,1.9,0.0,0.0
2B,2020-09-08,13,1,117,11,177689,7.3,0.6,44.0
30,2020-09-08,19,7,394,100,744178,2.6,0.9,46.0
31,2020-09-08,63,7,775,84,1362672,4.6,0.5,160.0
32,2020-09-08,4,1,90,24,191091,2.1,0.5,6.0
33,2020-09-08,102,21,1065,170,1583384,6.4,1.3,288.0
34,2020-09-08,69,17,807,127,1144892,6.0,1.5,262.0
35,2020-09-08,39,5,516,89,1060199,3.7,0.5,38.0
36,2020-09-08,3,1,198,82,222232,1.3,0.4,8.0
37,2020-09-08,16,5,383,93,606511,2.6,0.8,34.0
38,2020-09-08,44,6,770,153,1258722,3.5,0.5,100.0
39,2020-09-08,2,0,330,60,260188,0.8,0.0,52.0
40,2020-09-08,1,0,80,13,407444,0.2,0.0,36.0
41,2020-09-08,7,0,342,65,331915,2.1,0.0,42.0
42,2020-09-08,50,4,1037,249,762941,6.6,0.5,70.0
43,2020-09-08,2,1,108,18,227283,0.9,0.4,0.0
44,2020-09-08,20,4,786,172,1394909,1.4,0.3,42.0
45,2020-09-08,23,7,683,106,678105,3.4,1.0,52.0
46,2020-09-08,0,0,71,22,173828,0.0,0.0,8.0
47,2020-09-08,12,2,93,13,332842,3.6,0.6,70.0
48,2020-09-08,2,0,26,1,76601,2.6,0.0,4.0
49,2020-09-08,30,6,692,145,813493,3.7,0.7,32.0
50,2020-09-08,10,2,178,50,496883,2.0,0.4,44.0
51,2020-09-08,31,3,1066,276,568895,5.4,0.5,22.0
52,2020-09-08,6,0,274,90,175640,3.4,0.0,10.0
53,2020-09-08,8,2,253,48,307445,2.6,0.7,56.0
54,2020-09-08,36,1,1296,370,733481,4.9,0.1,24.0
55,2020-09-08,2,0,504,103,187187,1.1,0.0,2.0
56,2020-09-08,14,1,451,96,750863,1.9,0.1,110.0
57,2020-09-08,82,2,2600,857,1043522,7.9,0.2,78.0
58,2020-09-08,4,0,100,28,207182,1.9,0.0,28.0
59,2020-09-08,135,21,2793,685,2604361,5.2,0.8,192.0
60,2020-09-08,121,4,1234,422,824503,14.7,0.5,20.0
61,2020-09-08,8,1,264,44,283372,2.8,0.4,24.0
62,2020-09-08,86,10,1472,324,1468018,5.9,0.7,32.0
63,2020-09-08,21,1,195,45,653742,3.2,0.2,24.0
64,2020-09-08,6,1,241,28,677309,0.9,0.1,38.0
65,2020-09-08,4,0,167,27,228530,1.8,0.0,0.0
66,2020-09-08,8,2,291,36,474452,1.7,0.4,24.0
67,2020-09-08,58,5,2802,697,1125559,5.2,0.4,34.0
68,2020-09-08,69,5,3155,835,764030,9.0,0.7,38.0
69,2020-09-08,204,33,3328,677,1843319,11.1,1.8,460.0
70,2020-09-08,2,0,309,77,236659,0.8,0.0,10.0
71,2020-09-08,7,3,800,202,553595,1.3,0.5,82.0
72,2020-09-08,21,1,448,90,566506,3.7,0.2,222.0
73,2020-09-08,12,4,437,75,431174,2.8,0.9,78.0
74,2020-09-08,29,0,953,173,807360,3.6,0.0,244.0
75,2020-09-08,318,52,6707,1820,2187526,14.5,2.4,350.0
76,2020-09-08,37,2,853,185,1254378,2.9,0.2,130.0
77,2020-09-08,150,18,2891,717,1403997,10.7,1.3,118.0
78,2020-09-08,241,14,2506,549,1438266,16.8,1.0,198.0
79,2020-09-08,0,0,73,22,374351,0.0,0.0,28.0
80,2020-09-08,39,2,768,235,572443,6.8,0.3,30.0
81,2020-09-08,8,2,135,23,387890,2.1,0.5,14.0
82,2020-09-08,4,1,48,7,258349,1.5,0.4,92.0
83,2020-09-08,54,4,1096,145,1058740,5.1,0.4,146.0
84,2020-09-08,43,8,283,45,559479,7.7,1.4,74.0
85,2020-09-08,8,2,287,44,675247,1.2,0.3,20.0
86,2020-09-08,4,0,155,40,436876,0.9,0.0,14.0
87,2020-09-08,6,1,139,25,374426,1.6,0.3,30.0
88,2020-09-08,12,0,754,267,367673,3.3,0.0,10.0
89,2020-09-08,8,1,417,95,338291,2.4,0.3,86.0
90,2020-09-08,2,0,568,200,142622,1.4,0.0,16.0
91,2020-09-08,216,17,2604,558,1296130,16.7,1.3,198.0
92,2020-09-08,530,38,4835,1118,1609306,32.9,2.4,230.0
93,2020-09-08,370,31,4266,1028,1623111,22.8,1.9,536.0
94,2020-09-08,302,16,4668,1241,1387926,21.8,1.2,280.0
95,2020-09-08,218,13,2830,735,1228618,17.7,1.1,366.0
971,2020-09-08,39,16,135,30,390253,10.0,4.1,260.0
972,2020-09-08,14,6,110,18,372594,3.8,1.6,0.0
973,2020-09-08,59,9,1599,58,268700,22.0,3.3,70.0
974,2020-09-08,73,13,260,13,853659,8.6,1.5,24.0
976,2020-09-08,4,1,450,28,256518,1.6,0.4,8.0
01,2020-09-09,29,1,466,109,643350,4.5,0.2,56.0
02,2020-09-09,43,2,1137,288,534490,8.0,0.4,158.0
03,2020-09-09,5,0,214,41,337988,1.5,0.0,18.0
04,2020-09-09,3,0,144,15,163915,1.8,0.0,10.0
05,2020-09-09,7,2,143,20,141284,5.0,1.4,26.0
06,2020-09-09,98,15,962,201,1083310,9.0,1.4,174.0
07,2020-09-09,11,1,451,117,325712,3.4,0.3,18.0
08,2020-09-09,4,0,222,60,273579,1.5,0.0,8.0
09,2020-09-09,1,1,34,2,153153,0.7,0.7,10.0
10,2020-09-09,16,0,659,137,310020,5.2,0.0,36.0
11,2020-09-09,6,1,242,59,370260,1.6,0.3,6.0
12,2020-09-09,6,0,157,24,279206,2.1,0.0,4.0
13,2020-09-09,353,77,4198,596,2024162,17.4,3.8,658.0
14,2020-09-09,6,3,356,84,694002,0.9,0.4,16.0
15,2020-09-09,8,2,53,10,145143,5.5,1.4,14.0
16,2020-09-09,1,0,63,13,352335,0.3,0.0,20.0
17,2020-09-09,5,1,157,51,644303,0.8,0.2,32.0
18,2020-09-09,18,0,209,85,304256,5.9,0.0,12.0
19,2020-09-09,5,1,161,37,241464,2.1,0.4,14.0
21,2020-09-09,7,2,962,251,533819,1.3,0.4,50.0
22,2020-09-09,3,0,240,40,598814,0.5,0.0,8.0
23,2020-09-09,2,0,86,15,118638,1.7,0.0,0.0
24,2020-09-09,4,1,99,14,413606,1.0,0.2,16.0
25,2020-09-09,6,2,644,153,539067,1.1,0.4,26.0
26,2020-09-09,7,2,549,129,511553,1.4,0.4,66.0
27,2020-09-09,17,0,275,86,601843,2.8,0.0,108.0
28,2020-09-09,9,1,611,145,433233,2.1,0.2,20.0
29,2020-09-09,11,3,202,44,909028,1.2,0.3,46.0
2A,2020-09-09,3,0,149,48,157249,1.9,0.0,2.0
2B,2020-09-09,12,1,118,11,177689,6.8,0.6,36.0
30,2020-09-09,22,7,396,100,744178,3.0,0.9,48.0
31,2020-09-09,60,6,785,84,1362672,4.4,0.4,168.0
32,2020-09-09,5,1,90,24,191091,2.6,0.5,8.0
33,2020-09-09,98,24,1079,170,1583384,6.2,1.5,286.0
34,2020-09-09,69,18,815,128,1144892,6.0,1.6,256.0
35,2020-09-09,42,4,520,89,1060199,4.0,0.4,50.0
36,2020-09-09,3,1,198,82,222232,1.3,0.4,10.0
