CodCirLg,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,codeDepartement,code_dep_min,code_dep,votes,entete,id_circo
02,79744,39673,40071,451,172,39448,077,77,77,"[{""NomPsn"":""ROUSSEAU"",""PrenomPsn"":""Estelle"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""5"",""NbVoix"":13849,""score"":35.1},{""NomPsn"":""LACROUTE"",""PrenomPsn"":""Val\u00e9rie"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""10"",""NbVoix"":11223,""score"":28.5},{""NomPsn"":""GARCIA"",""PrenomPsn"":""Marie"",""CivilitePsn"":""Mme"",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""1"",""NbVoix"":6020,""score"":15.3},{""NomPsn"":""HAMARD"",""PrenomPsn"":""Renaud"",""CivilitePsn"":""M."",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""3"",""NbVoix"":3727,""score"":9.4},{""NomPsn"":""DE LA FUENTE"",""PrenomPsn"":""Rose"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""2"",""NbVoix"":1889,""score"":4.8},{""NomPsn"":""CHAMPNIERS"",""PrenomPsn"":""Jean-Marc"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""9"",""NbVoix"":807,""score"":2.0},{""NomPsn"":""ALLAERT"",""PrenomPsn"":""David"",""CivilitePsn"":""M."",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""12"",""NbVoix"":643,""score"":1.6},{""NomPsn"":""DUROSSET"",""PrenomPsn"":""Juanito"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""8"",""NbVoix"":537,""score"":1.4},{""NomPsn"":""CHAMPAGNE"",""PrenomPsn"":""Fabien"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""11"",""NbVoix"":302,""score"":0.8},{""NomPsn"":""BROCH"",""PrenomPsn"":""Elodie"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""4"",""NbVoix"":250,""score"":0.6},{""NomPsn"":""GRIMEAU"",""PrenomPsn"":""Patricia"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""6"",""NbVoix"":120,""score"":0.3},{""NomPsn"":""HENRY"",""PrenomPsn"":""Sylvie"",""CivilitePsn"":""Mme"",""CodNua"":""REG"",""LibNua"":""R\u00e9gionaliste"",""NumPanneauCand"":""7"",""NbVoix"":81,""score"":0.2}]",REM,77002
03,75460,41523,33937,901,223,32813,077,77,77,"[{""NomPsn"":""JEGO"",""PrenomPsn"":""Yves"",""CivilitePsn"":""M."",""CodNua"":""UDI"",""LibNua"":""Union des D\u00e9mocrates et Ind\u00e9pendants"",""NumPanneauCand"":""10"",""NbVoix"":13176,""score"":40.2},{""NomPsn"":""DUROX"",""PrenomPsn"":""Aymeric"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""6"",""NbVoix"":6701,""score"":20.4},{""NomPsn"":""ERDEMSEL"",""PrenomPsn"":""Agn\u00e8s"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""12"",""NbVoix"":4927,""score"":15.0},{""NomPsn"":""FAGES"",""PrenomPsn"":""Marie-Laure"",""CivilitePsn"":""Mme"",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""3"",""NbVoix"":2907,""score"":8.9},{""NomPsn"":""LACERDA"",""PrenomPsn"":""Rosa"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""5"",""NbVoix"":1956,""score"":6.0},{""NomPsn"":""MILOSEVIC"",""PrenomPsn"":""St\u00e9fan"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""7"",""NbVoix"":1075,""score"":3.3},{""NomPsn"":""MASSON"",""PrenomPsn"":""Virginie"",""CivilitePsn"":""Mme"",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""1"",""NbVoix"":727,""score"":2.2},{""NomPsn"":""BETTENCOURT"",""PrenomPsn"":""Fran\u00e7ois"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""9"",""NbVoix"":412,""score"":1.3},{""NomPsn"":""WAGUET"",""PrenomPsn"":""Brigitte"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""4"",""NbVoix"":331,""score"":1.0},{""NomPsn"":""VAN CAUTEREN"",""PrenomPsn"":""Catherine"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""8"",""NbVoix"":267,""score"":0.8},{""NomPsn"":""BELAGHLEM BOUKHEROUBA"",""PrenomPsn"":""Nadia"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""11"",""NbVoix"":183,""score"":0.6},{""NomPsn"":""AUCOUTURIER"",""PrenomPsn"":""Alain"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""2"",""NbVoix"":151,""score"":0.5}]",UDI,77003
04,87942,44740,43202,574,235,42393,077,77,77,"[{""NomPsn"":""JACOB"",""PrenomPsn"":""Christian"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""1"",""NbVoix"":13743,""score"":32.4},{""NomPsn"":""MARCADET"",""PrenomPsn"":""Emmanuel"",""CivilitePsn"":""M."",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""7"",""NbVoix"":11045,""score"":26.1},{""NomPsn"":""CHERRIER"",""PrenomPsn"":""Pierre"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""3"",""NbVoix"":8636,""score"":20.4},{""NomPsn"":""GARNIER-MARTINEZ"",""PrenomPsn"":""Julie"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""4"",""NbVoix"":4504,""score"":10.6},{""NomPsn"":""HUSSON"",""PrenomPsn"":""Olivier"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""5"",""NbVoix"":1390,""score"":3.3},{""NomPsn"":""PICQUENOT"",""PrenomPsn"":""Quentin"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""8"",""NbVoix"":1147,""score"":2.7},{""NomPsn"":""FRANCOIS"",""PrenomPsn"":""Guy"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""9"",""NbVoix"":719,""score"":1.7},{""NomPsn"":""NAIL"",""PrenomPsn"":""Christian"",""CivilitePsn"":""M."",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""6"",""NbVoix"":675,""score"":1.6},{""NomPsn"":""GAUDEY"",""PrenomPsn"":""Jean-Yves"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""2"",""NbVoix"":306,""score"":0.7},{""NomPsn"":""BRILLAUT"",""PrenomPsn"":""Nathalie"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""10"",""NbVoix"":228,""score"":0.5}]",LR,77004
05,84897,47905,36992,764,296,35932,077,77,77,"[{""NomPsn"":""RIESTER"",""PrenomPsn"":""Franck"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""2"",""NbVoix"":14343,""score"":39.9},{""NomPsn"":""BOLL\u00c9E"",""PrenomPsn"":""Joffrey"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""10"",""NbVoix"":7397,""score"":20.6},{""NomPsn"":""SIMONNET"",""PrenomPsn"":""Cl\u00e9mentine-Audrey"",""CivilitePsn"":""Mme"",""CodNua"":""RDG"",""LibNua"":""Parti radical de gauche"",""NumPanneauCand"":""12"",""NbVoix"":5303,""score"":14.8},{""NomPsn"":""CHARAF"",""PrenomPsn"":""Mounia"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""6"",""NbVoix"":4530,""score"":12.6},{""NomPsn"":""FLORES"",""PrenomPsn"":""Sofia"",""CivilitePsn"":""Mme"",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""1"",""NbVoix"":1231,""score"":3.4},{""NomPsn"":""MORELLE"",""PrenomPsn"":""Martial"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""7"",""NbVoix"":931,""score"":2.6},{""NomPsn"":""BRACQUEMART"",""PrenomPsn"":""Franck"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""9"",""NbVoix"":733,""score"":2.0},{""NomPsn"":""CADEDDU"",""PrenomPsn"":""Jean-Paul"",""CivilitePsn"":""M."",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""5"",""NbVoix"":667,""score"":1.9},{""NomPsn"":""NOIREZ"",""PrenomPsn"":""Eric"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""11"",""NbVoix"":304,""score"":0.8},{""NomPsn"":""JOURDREN"",""PrenomPsn"":""Gw\u00e9na\u00eblle"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""3"",""NbVoix"":296,""score"":0.8},{""NomPsn"":""TREGOAT"",""PrenomPsn"":""Yvon"",""CivilitePsn"":""M."",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""8"",""NbVoix"":190,""score"":0.5},{""NomPsn"":""CHIMOT"",""PrenomPsn"":""S\u00e9bastien"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""4"",""NbVoix"":7,""score"":0.0}]",LR,77005
06,78125,43437,34688,578,152,33958,077,77,77,"[{""NomPsn"":""MARTIG-DEC\u00c8S"",""PrenomPsn"":""La\u00ebtitia"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""8"",""NbVoix"":10298,""score"":30.3},{""NomPsn"":""PARIGI"",""PrenomPsn"":""Jean-Fran\u00e7ois"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""4"",""NbVoix"":8115,""score"":23.9},{""NomPsn"":""ROULLAUD"",""PrenomPsn"":""B\u00e9atrice"",""CivilitePsn"":""Mme"",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""6"",""NbVoix"":6437,""score"":19.0},{""NomPsn"":""DELAGE"",""PrenomPsn"":""Val\u00e9rie"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""9"",""NbVoix"":4898,""score"":14.4},{""NomPsn"":""LECLERCQ"",""PrenomPsn"":""S\u00e9verine"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""1"",""NbVoix"":1170,""score"":3.4},{""NomPsn"":""SOUVERAIN"",""PrenomPsn"":""Martial"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""5"",""NbVoix"":1064,""score"":3.1},{""NomPsn"":""MORELLE"",""PrenomPsn"":""Vincent"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""7"",""NbVoix"":754,""score"":2.2},{""NomPsn"":""JOBELIN"",""PrenomPsn"":""Coralie"",""CivilitePsn"":""Mme"",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""10"",""NbVoix"":475,""score"":1.4},{""NomPsn"":""GASNIERE"",""PrenomPsn"":""Thierry"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""2"",""NbVoix"":271,""score"":0.8},{""NomPsn"":""RIEUPET"",""PrenomPsn"":""Annie"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""3"",""NbVoix"":256,""score"":0.8},{""NomPsn"":""LEGENTIL"",""PrenomPsn"":""Jonathan"",""CivilitePsn"":""M."",""CodNua"":""EXD"",""LibNua"":""Extr\u00eame droite"",""NumPanneauCand"":""11"",""NbVoix"":220,""score"":0.6}]",REM,77006
07,85370,47184,38186,470,160,37556,077,77,77,"[{""NomPsn"":""KOKOUENDO"",""PrenomPsn"":""Rodrigue"",""CivilitePsn"":""M."",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""3"",""NbVoix"":11951,""score"":31.8},{""NomPsn"":""TROUSSARD"",""PrenomPsn"":""B\u00e9atrice"",""CivilitePsn"":""Mme"",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""14"",""NbVoix"":6645,""score"":17.7},{""NomPsn"":""ALBARELLO"",""PrenomPsn"":""Yves"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""1"",""NbVoix"":6057,""score"":16.1},{""NomPsn"":""JURADO"",""PrenomPsn"":""Gr\u00e9gory"",""CivilitePsn"":""M."",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""13"",""NbVoix"":4556,""score"":12.1},{""NomPsn"":""MARGAT\u00c9"",""PrenomPsn"":""Marianne"",""CivilitePsn"":""Mme"",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""8"",""NbVoix"":2491,""score"":6.6},{""NomPsn"":""JABUT"",""PrenomPsn"":""St\u00e9phane"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""12"",""NbVoix"":1617,""score"":4.3},{""NomPsn"":""PROFFIT"",""PrenomPsn"":""Julien"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""2"",""NbVoix"":1185,""score"":3.2},{""NomPsn"":""DJABALI"",""PrenomPsn"":""Farid"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""5"",""NbVoix"":1043,""score"":2.8},{""NomPsn"":""BOCQUET"",""PrenomPsn"":""J\u00e9r\u00f4me"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""11"",""NbVoix"":689,""score"":1.8},{""NomPsn"":""HUGUET"",""PrenomPsn"":""Rose-Marie"",""CivilitePsn"":""Mme"",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""9"",""NbVoix"":657,""score"":1.7},{""NomPsn"":""WEISS"",""PrenomPsn"":""Catherine"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""6"",""NbVoix"":237,""score"":0.6},{""NomPsn"":""POIRET"",""PrenomPsn"":""Vincent"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""7"",""NbVoix"":237,""score"":0.6},{""NomPsn"":""GUILLER\u00c9-DELANGRE"",""PrenomPsn"":""Jean-Thierry"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""4"",""NbVoix"":169,""score"":0.4},{""NomPsn"":""MASSEIX"",""PrenomPsn"":""Brice"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""10"",""NbVoix"":22,""score"":0.1}]",REM,77007
08,88870,48742,40128,444,172,39512,077,77,77,"[{""NomPsn"":""FAUVERGUE"",""PrenomPsn"":""Jean-Michel"",""CivilitePsn"":""M."",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""9"",""NbVoix"":16632,""score"":42.1},{""NomPsn"":""BRUNEL"",""PrenomPsn"":""Chantal"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""3"",""NbVoix"":5729,""score"":14.5},{""NomPsn"":""KILLIAN"",""PrenomPsn"":""Julia"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""7"",""NbVoix"":5140,""score"":13.0},{""NomPsn"":""BLESSON"",""PrenomPsn"":""Josette"",""CivilitePsn"":""Mme"",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""11"",""NbVoix"":4143,""score"":10.5},{""NomPsn"":""RIHAN CYPEL"",""PrenomPsn"":""Eduardo"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""4"",""NbVoix"":4051,""score"":10.3},{""NomPsn"":""SEGHIRI"",""PrenomPsn"":""Sabrina"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""1"",""NbVoix"":1567,""score"":4.0},{""NomPsn"":""DOMINGUES"",""PrenomPsn"":""Flora"",""CivilitePsn"":""Mme"",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""2"",""NbVoix"":862,""score"":2.2},{""NomPsn"":""LEVY"",""PrenomPsn"":""Jacqueline"",""CivilitePsn"":""Mme"",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""6"",""NbVoix"":804,""score"":2.0},{""NomPsn"":""ARNAUD"",""PrenomPsn"":""Xavier"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""5"",""NbVoix"":393,""score"":1.0},{""NomPsn"":""RENAULT"",""PrenomPsn"":""Fr\u00e9d\u00e9ric"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""10"",""NbVoix"":191,""score"":0.5},{""NomPsn"":""ROMET"",""PrenomPsn"":""Fr\u00e9d\u00e9ric"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""8"",""NbVoix"":0,""score"":0.0}]",REM,77008
09,85972,48272,37700,428,125,37147,077,77,77,"[{""NomPsn"":""PEYRON"",""PrenomPsn"":""Mich\u00e8le"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""11"",""NbVoix"":13370,""score"":36.0},{""NomPsn"":""GEOFFROY"",""PrenomPsn"":""Guy"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""12"",""NbVoix"":7268,""score"":19.6},{""NomPsn"":""FIANDRIN"",""PrenomPsn"":""Pascal"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""6"",""NbVoix"":5295,""score"":14.3},{""NomPsn"":""HEUCLIN"",""PrenomPsn"":""Delphine"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""10"",""NbVoix"":4709,""score"":12.7},{""NomPsn"":""DELESSARD"",""PrenomPsn"":""Monique"",""CivilitePsn"":""Mme"",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""13"",""NbVoix"":2507,""score"":6.7},{""NomPsn"":""TREZENTOS OLIVEIRA"",""PrenomPsn"":""Fernande"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""5"",""NbVoix"":1147,""score"":3.1},{""NomPsn"":""ROBERT"",""PrenomPsn"":""Pascal"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""8"",""NbVoix"":1004,""score"":2.7},{""NomPsn"":""MARTIN"",""PrenomPsn"":""Elsa"",""CivilitePsn"":""Mme"",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""3"",""NbVoix"":628,""score"":1.7},{""NomPsn"":""MAURIZE"",""PrenomPsn"":""Nathalie"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""4"",""NbVoix"":379,""score"":1.0},{""NomPsn"":""DA ROCHA"",""PrenomPsn"":""M\u00e9lina"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""2"",""NbVoix"":305,""score"":0.8},{""NomPsn"":""VERRET"",""PrenomPsn"":""Fran\u00e7ois"",""CivilitePsn"":""M."",""CodNua"":""REG"",""LibNua"":""R\u00e9gionaliste"",""NumPanneauCand"":""1"",""NbVoix"":275,""score"":0.7},{""NomPsn"":""WOODS"",""PrenomPsn"":""Florence"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""7"",""NbVoix"":178,""score"":0.5},{""NomPsn"":""MARTIN"",""PrenomPsn"":""Daniel"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""9"",""NbVoix"":82,""score"":0.2}]",REM,77009
10,79367,45156,34211,440,203,33568,077,77,77,"[{""NomPsn"":""DO"",""PrenomPsn"":""St\u00e9phanie"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""4"",""NbVoix"":12796,""score"":38.1},{""NomPsn"":""LAISNEY"",""PrenomPsn"":""Maxime"",""CivilitePsn"":""M."",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""9"",""NbVoix"":5043,""score"":15.0},{""NomPsn"":""NETTHAVONGS"",""PrenomPsn"":""C\u00e9line"",""CivilitePsn"":""Mme"",""CodNua"":""UDI"",""LibNua"":""Union des D\u00e9mocrates et Ind\u00e9pendants"",""NumPanneauCand"":""2"",""NbVoix"":4288,""score"":12.8},{""NomPsn"":""FORNILLI-RATA"",""PrenomPsn"":""V\u00e9ronique"",""CivilitePsn"":""Mme"",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""8"",""NbVoix"":3729,""score"":11.1},{""NomPsn"":""M\u00c9ADEL"",""PrenomPsn"":""Juliette"",""CivilitePsn"":""Mme"",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""11"",""NbVoix"":2791,""score"":8.3},{""NomPsn"":""MOULY"",""PrenomPsn"":""Frank"",""CivilitePsn"":""M."",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""5"",""NbVoix"":1598,""score"":4.8},{""NomPsn"":""VESVRE"",""PrenomPsn"":""Pascal"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""7"",""NbVoix"":1422,""score"":4.2},{""NomPsn"":""DE SOUSA"",""PrenomPsn"":""Olivier"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""1"",""NbVoix"":830,""score"":2.5},{""NomPsn"":""GILARD"",""PrenomPsn"":""Rapha\u00ebl"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""6"",""NbVoix"":525,""score"":1.6},{""NomPsn"":""DOERFLINGER"",""PrenomPsn"":""Aur\u00e9lie"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""3"",""NbVoix"":305,""score"":0.9},{""NomPsn"":""FRIJA"",""PrenomPsn"":""Gabrielle"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""10"",""NbVoix"":241,""score"":0.7}]",REM,77010
11,64893,37524,27369,723,65,26581,077,77,77,"[{""NomPsn"":""RUBINELLI"",""PrenomPsn"":""Amandine"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""8"",""NbVoix"":8078,""score"":30.4},{""NomPsn"":""FAURE"",""PrenomPsn"":""Olivier"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""2"",""NbVoix"":7274,""score"":27.4},{""NomPsn"":""ALLIOUX"",""PrenomPsn"":""Daniel"",""CivilitePsn"":""M."",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""4"",""NbVoix"":3818,""score"":14.4},{""NomPsn"":""LAUNAY"",""PrenomPsn"":""Jean-Marie"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""9"",""NbVoix"":3550,""score"":13.4},{""NomPsn"":""BEDHIAF"",""PrenomPsn"":""Natacha"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""6"",""NbVoix"":2216,""score"":8.3},{""NomPsn"":""MARQUE GRAS"",""PrenomPsn"":""Evelyne"",""CivilitePsn"":""Mme"",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""1"",""NbVoix"":626,""score"":2.4},{""NomPsn"":""GOVERNATORI"",""PrenomPsn"":""Jean Marc"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""7"",""NbVoix"":478,""score"":1.8},{""NomPsn"":""SCHMITT"",""PrenomPsn"":""Fran\u00e7oise"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""5"",""NbVoix"":285,""score"":1.1},{""NomPsn"":""DE LA TORRE"",""PrenomPsn"":""Anne"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""3"",""NbVoix"":256,""score"":1.0}]",REM,77011
