id,2022-09-27,2022-09-28,2022-09-29,2022-09-30,2022-10-01,2022-10-02,2022-10-03,2022-10-04,2022-10-05,2022-10-06,2022-10-07,2022-10-08,2022-10-09,2022-10-10,2022-10-11,2022-10-12
13005013,,,,,Rupture partielle,,,,,,,,,,,
13008017,,,,,Rupture partielle,,,,,,,,,,,
13009008,,,,,Rupture totale,,,,,,,,,,,
13009009,,,,,Rupture partielle,,,,,,,,,,,
13010011,,,,,Rupture partielle,,,,,,,,,,,
13012016,,,,,Rupture partielle,,,,,,,,,,,
13013017,,,,,Rupture totale,,,,,,,,,,,
13100008,,,,,Rupture partielle,,,,,,,,,,,
13100015,,,,,Rupture partielle,,,,,,,,,,,
13100017,,,,,Rupture totale,,,,,,,,,,,
13120008,,,,,Rupture totale,,,,,,,,,,,
13122001,,,,,Rupture partielle,,,,,,,,,,,
13140001,,,,,Rupture partielle,,,,,,,,,,,
13150006,,,,,Rupture totale,,,,,,,,,,,
13170007,,,,,Rupture partielle,,,,,,,,,,,
13170011,,,,,Rupture partielle,,,,,,,,,,,
13190001,,,,,Rupture partielle,,,,,,,,,,,
13200016,,,,,Rupture partielle,,,,,,,,,,,
13200020,,,,,Rupture totale,,,,,,,,,,,
13210001,,,,,Rupture partielle,,,,,,,,,,,
13230002,,,,,Rupture partielle,,,,,,,,,,,
13260002,,,,,Rupture totale,,,,,,,,,,,
13270013,,,,,Rupture partielle,,,,,,,,,,,
13300001,,,,,Rupture totale,,,,,,,,,,,
13300002,,,,,Rupture totale,,,,,,,,,,,
13300010,,,,,Rupture partielle,,,,,,,,,,,
13400015,,,,,Rupture totale,,,,,,,,,,,
13480001,,,,,Rupture totale,,,,,,,,,,,
13510001,,,,,Rupture totale,,,,,,,,,,,
13520001,,,,,Rupture totale,,,,,,,,,,,
13620004,,,,,Rupture totale,,,,,,,,,,,
13640001,,,,,Rupture totale,,,,,,,,,,,
13700010,,,,,Rupture partielle,,,,,,,,,,,
13700011,,,,,Rupture totale,,,,,,,,,,,
13740001,,,,,Rupture totale,,,,,,,,,,,
13750005,,,,,Rupture totale,,,,,,,,,,,
13800010,,,,,Rupture partielle,,,,,,,,,,,
14000019,,,,,Rupture partielle,,,,,,,,,,,
14000021,,,,,Rupture totale,,,,,,,,,,,
14110003,,,,,Rupture partielle,,,,,,,,,,,
14120002,,,,,Rupture totale,,,,,,,,,,,
14123007,,,,,Rupture totale,,,,,,,,,,,
14123008,,,,,Rupture totale,,,,,,,,,,,
14130001,,,,,Rupture partielle,,,,,,,,,,,
14130008,,,,,Rupture partielle,,,,,,,,,,,
14160004,,,,,Rupture totale,,,,,,,,,,,
14170001,,,,,Rupture totale,,,,,,,,,,,
14200009,,,,,Rupture partielle,,,,,,,,,,,
14310002,,,,,Rupture totale,,,,,,,,,,,
14310003,,,,,Rupture partielle,,,,,,,,,,,
14320001,,,,,Rupture partielle,,,,,,,,,,,
14350002,,,,,Rupture partielle,,,,,,,,,,,
14400003,,,,,Rupture partielle,,,,,,,,,,,
14440001,,,,,Rupture totale,,,,,,,,,,,
14470001,,,,,Rupture totale,,,,,,,,,,,
14500001,,,,,Rupture partielle,,,,,,,,,,,
14600007,,,,,Rupture totale,,,,,,,,,,,
14670001,,,,,Rupture partielle,,,,,,,,,,,
14760002,,,,,Rupture partielle,,,,,,,,,,,
14790001,,,,,Rupture totale,,,,,,,,,,,
15000003,,,,,Rupture totale,,,,,,,,,,,
15000005,,,,,Rupture totale,,,,,,,,,,,
15000018,,,,,Rupture partielle,,,,,,,,,,,
15100013,,,,,Rupture totale,,,,,,,,,,,
15130001,,,,,Rupture totale,,,,,,,,,,,
15310001,,,,,Rupture partielle,,,,,,,,,,,
15600001,,,,,Rupture partielle,,,,,,,,,,,
15800003,,,,,Rupture partielle,,,,,,,,,,,
16100008,,,,,Rupture totale,,,,,,,,,,,
16710001,,,,,Rupture partielle,,,,,,,,,,,
17100009,,,,,Rupture partielle,,,,,,,,,,,
17130001,,,,,Rupture partielle,,,,,,,,,,,
17130003,,,,,Rupture partielle,,,,,,,,,,,
17140001,,,,,Rupture partielle,,,,,,,,,,,
17240001,,,,,Rupture partielle,,,,,,,,,,,
18000018,,,,,Rupture partielle,,,,,,,,,,,
18350003,,,,,Rupture partielle,,,,,,,,,,,
19460002,,,,,Rupture totale,,,,,,,,,,,
19490002,,,,,Rupture partielle,,,,,,,,,,,
19600003,,,,,Rupture totale,,,,,,,,,,,
20100003,,,,,Rupture partielle,,,,,,,,,,,
20600009,,,,,Rupture partielle,,,,,,,,,,,
20620002,,,,,Rupture partielle,,,,,,,,,,,
21000013,,,,,Rupture totale,,,,,,,,,,,
21000028,,,,,Rupture partielle,,,,,,,,,,,
21000029,,,,,Rupture totale,,,,,,,,,,,
21121007,,,,,Rupture totale,,,,,,,,,,,
21150002,,,,,Rupture partielle,,,,,,,,,,,
21204001,,,,,Rupture totale,,,,,,,,,,,
21210005,,,,,Rupture totale,,,,,,,,,,,
21220003,,,,,Rupture partielle,,,,,,,,,,,
21240004,,,,,Rupture partielle,,,,,,,,,,,
21250002,,,,,Rupture totale,,,,,,,,,,,
21400002,,,,,Rupture totale,,,,,,,,,,,
21500003,,,,,Rupture totale,,,,,,,,,,,
21600006,,,,,Rupture partielle,,,,,,,,,,,
22170004,,,,,Rupture partielle,,,,,,,,,,,
22230004,,,,,Rupture totale,,,,,,,,,,,
22240001,,,,,Rupture partielle,,,,,,,,,,,
22302001,,,,,Rupture totale,,,,,,,,,,,
22400009,,,,,Rupture partielle,,,,,,,,,,,
22480003,,,,,Rupture partielle,,,,,,,,,,,
22600008,,,,,Rupture partielle,,,,,,,,,,,
23140003,,,,,Rupture partielle,,,,,,,,,,,
24100007,,,,,Rupture partielle,,,,,,,,,,,
24100010,,,,,Rupture partielle,,,,,,,,,,,
24100014,,,,,Rupture partielle,,,,,,,,,,,
24120001,,,,,Rupture partielle,,,,,,,,,,,
24120007,,,,,Rupture partielle,,,,,,,,,,,
24200007,,,,,Rupture partielle,,,,,,,,,,,
24310001,,,,,Rupture totale,,,,,,,,,,,
24460003,,,,,Rupture totale,,,,,,,,,,,
25000002,,,,,Rupture totale,,,,,,,,,,,
25000021,,,,,Rupture totale,,,,,,,,,,,
25000023,,,,,Rupture totale,,,,,,,,,,,
25000024,,,,,Rupture totale,,,,,,,,,,,
25110001,,,,,Rupture totale,,,,,,,,,,,
25150005,,,,,Rupture partielle,,,,,,,,,,,
25200002,,,,,Rupture partielle,,,,,,,,,,,
25300002,,,,,Rupture totale,,,,,,,,,,,
25300012,,,,,Rupture partielle,,,,,,,,,,,
25400004,,,,,Rupture partielle,,,,,,,,,,,
25420002,,,,,Rupture partielle,,,,,,,,,,,
25500006,,,,,Rupture partielle,,,,,,,,,,,
25510002,,,,,Rupture partielle,,,,,,,,,,,
25550001,,,,,Rupture partielle,,,,,,,,,,,
25620001,,,,,Rupture totale,,,,,,,,,,,
25680001,,,,,Rupture partielle,,,,,,,,,,,
25700003,,,,,Rupture totale,,,,,,,,,,,
25720012,,,,,Rupture partielle,,,,,,,,,,,
25750001,,,,,Rupture partielle,,,,,,,,,,,
26000001,,,,,Rupture partielle,,,,,,,,,,,
26000005,,,,,Rupture totale,,,,,,,,,,,
26000014,,,,,Rupture partielle,,,,,,,,,,,
26000015,,,,,Rupture partielle,,,,,,,,,,,
26000019,,,,,Rupture partielle,,,,,,,,,,,
26100001,,,,,Rupture partielle,,,,,,,,,,,
26120001,,,,,Rupture totale,,,,,,,,,,,
26270007,,,,,Rupture partielle,,,,,,,,,,,
26290009,,,,,Rupture partielle,,,,,,,,,,,
26300011,,,,,Rupture partielle,,,,,,,,,,,
26300012,,,,,Rupture totale,,,,,,,,,,,
26500002,,,,,Rupture totale,,,,,,,,,,,
26600002,,,,,Rupture totale,,,,,,,,,,,
26600014,,,,,Rupture totale,,,,,,,,,,,
26730001,,,,,Rupture totale,,,,,,,,,,,
26740003,,,,,Rupture totale,,,,,,,,,,,
27130002,,,,,Rupture totale,,,,,,,,,,,
27170003,,,,,Rupture partielle,,,,,,,,,,,
27230005,,,,,Rupture totale,,,,,,,,,,,
27230006,,,,,Rupture partielle,,,,,,,,,,,
27260001,,,,,Rupture totale,,,,,,,,,,,
27300006,,,,,Rupture partielle,,,,,,,,,,,
27350003,,,,,Rupture partielle,,,,,,,,,,,
27370001,,,,,Rupture partielle,,,,,,,,,,,
27400010,,,,,Rupture partielle,,,,,,,,,,,
27460002,,,,,Rupture totale,,,,,,,,,,,
27500003,,,,,Rupture partielle,,,,,,,,,,,
27670004,,,,,Rupture partielle,,,,,,,,,,,
27930008,,,,,Rupture partielle,,,,,,,,,,,
27930009,,,,,Rupture partielle,,,,,,,,,,,
27950001,,,,,Rupture totale,,,,,,,,,,,
28000009,,,,,Rupture partielle,,,,,,,,,,,
28000010,,,,,Rupture partielle,,,,,,,,,,,
28400005,,,,,Rupture partielle,,,,,,,,,,,
28600003,,,,,Rupture totale,,,,,,,,,,,
28800002,,,,,Rupture partielle,,,,,,,,,,,
29000013,,,,,Rupture partielle,,,,,,,,,,,
29100007,,,,,Rupture partielle,,,,,,,,,,,
29200016,,,,,Rupture partielle,,,,,,,,,,,
29900005,,,,,Rupture partielle,,,,,,,,,,,
30000019,,,,,Rupture partielle,,,,,,,,,,,
30000021,,,,,Rupture partielle,,,,,,,,,,,
30100013,,,,,Rupture partielle,,,,,,,,,,,
30100014,,,,,Rupture totale,,,,,,,,,,,
30132002,,,,,Rupture partielle,,,,,,,,,,,
30200003,,,,,Rupture totale,,,,,,,,,,,
30300006,,,,,Rupture totale,,,,,,,,,,,
30400005,,,,,Rupture partielle,,,,,,,,,,,
30470004,,,,,Rupture partielle,,,,,,,,,,,
30700003,,,,,Rupture totale,,,,,,,,,,,
30700007,,,,,Rupture partielle,,,,,,,,,,,
30900015,,,,,Rupture totale,,,,,,,,,,,
30900016,,,,,Rupture partielle,,,,,,,,,,,
31000001,,,,,Rupture totale,,,,,,,,,,,
31084001,,,,,Rupture totale,,,,,,,,,,,
31100010,,,,,Rupture partielle,,,,,,,,,,,
31120003,,,,,Rupture partielle,,,,,,,,,,,
31130008,,,,,Rupture partielle,,,,,,,,,,,
31130011,,,,,Rupture totale,,,,,,,,,,,
31170004,,,,,Rupture totale,,,,,,,,,,,
31200002,,,,,Rupture totale,,,,,,,,,,,
31200009,,,,,Rupture totale,,,,,,,,,,,
31200023,,,,,Rupture partielle,,,,,,,,,,,
31210005,,,,,Rupture totale,,,,,,,,,,,
31230004,,,,,Rupture partielle,,,,,,,,,,,
31240002,,,,,Rupture totale,,,,,,,,,,,
31250001,,,,,Rupture totale,,,,,,,,,,,
31270007,,,,,Rupture partielle,,,,,,,,,,,
31290004,,,,,Rupture totale,,,,,,,,,,,
31410001,,,,,Rupture partielle,,,,,,,,,,,
31470002,,,,,Rupture partielle,,,,,,,,,,,
31470007,,,,,Rupture partielle,,,,,,,,,,,
31500008,,,,,Rupture totale,,,,,,,,,,,
31590002,,,,,Rupture partielle,,,,,,,,,,,
31600007,,,,,Rupture totale,,,,,,,,,,,
31670001,,,,,Rupture totale,,,,,,,,,,,
31700009,,,,,Rupture partielle,,,,,,,,,,,
31700010,,,,,Rupture partielle,,,,,,,,,,,
31770005,,,,,Rupture totale,,,,,,,,,,,
31810003,,,,,Rupture totale,,,,,,,,,,,
31860001,,,,,Rupture totale,,,,,,,,,,,
32130002,,,,,Rupture totale,,,,,,,,,,,
32300003,,,,,Rupture partielle,,,,,,,,,,,
33000022,,,,,Rupture partielle,,,,,,,,,,,
33110007,,,,,Rupture partielle,,,,,,,,,,,
33120007,,,,,Rupture partielle,,,,,,,,,,,
33170008,,,,,Rupture partielle,,,,,,,,,,,
33230002,,,,,Rupture partielle,,,,,,,,,,,
33240007,,,,,Rupture partielle,,,,,,,,,,,
33240011,,,,,Rupture partielle,,,,,,,,,,,
33260012,,,,,Rupture partielle,,,,,,,,,,,
33290004,,,,,Rupture partielle,,,,,,,,,,,
33360003,,,,,Rupture totale,,,,,,,,,,,
33370002,,,,,Rupture partielle,,,,,,,,,,,
33390001,,,,,Rupture partielle,,,,,,,,,,,
33450005,,,,,Rupture totale,,,,,,,,,,,
33560004,,,,,Rupture partielle,,,,,,,,,,,
33600011,,,,,Rupture partielle,,,,,,,,,,,
33700020,,,,,Rupture partielle,,,,,,,,,,,
33700021,,,,,Rupture totale,,,,,,,,,,,
33720005,,,,,Rupture partielle,,,,,,,,,,,
33720008,,,,,Rupture partielle,,,,,,,,,,,
33760001,,,,,Rupture totale,,,,,,,,,,,
34000015,,,,,Rupture partielle,,,,,,,,,,,
34070017,,,,,Rupture partielle,,,,,,,,,,,
34120001,,,,,Rupture partielle,,,,,,,,,,,
34150001,,,,,Rupture partielle,,,,,,,,,,,
34280004,,,,,Rupture totale,,,,,,,,,,,
34300002,,,,,Rupture partielle,,,,,,,,,,,
34360001,,,,,Rupture partielle,,,,,,,,,,,
34420004,,,,,Rupture partielle,,,,,,,,,,,
34430001,,,,,Rupture partielle,,,,,,,,,,,
34450001,,,,,Rupture totale,,,,,,,,,,,
34490001,,,,,Rupture partielle,,,,,,,,,,,
34500023,,,,,Rupture partielle,,,,,,,,,,,
34700001,,,,,Rupture partielle,,,,,,,,,,,
35000006,,,,,Rupture partielle,,,,,,,,,,,
35000021,,,,,Rupture partielle,,,,,,,,,,,
35160002,,,,,Rupture partielle,,,,,,,,,,,
35230001,,,,,Rupture partielle,,,,,,,,,,,
35300004,,,,,Rupture partielle,,,,,,,,,,,
35370004,,,,,Rupture partielle,,,,,,,,,,,
35400012,,,,,Rupture partielle,,,,,,,,,,,
35580004,,,,,Rupture partielle,,,,,,,,,,,
35650001,,,,,Rupture partielle,,,,,,,,,,,
35760002,,,,,Rupture partielle,,,,,,,,,,,
36130004,,,,,Rupture totale,,,,,,,,,,,
37000015,,,,,Rupture totale,,,,,,,,,,,
37000016,,,,,Rupture partielle,,,,,,,,,,,
37100001,,,,,Rupture partielle,,,,,,,,,,,
37100010,,,,,Rupture partielle,,,,,,,,,,,
37170006,,,,,Rupture partielle,,,,,,,,,,,
37800004,,,,,Rupture totale,,,,,,,,,,,
38100012,,,,,Rupture partielle,,,,,,,,,,,
38110002,,,,,Rupture partielle,,,,,,,,,,,
38120002,,,,,Rupture partielle,,,,,,,,,,,
38150010,,,,,Rupture partielle,,,,,,,,,,,
38200014,,,,,Rupture totale,,,,,,,,,,,
38200018,,,,,Rupture totale,,,,,,,,,,,
38220002,,,,,Rupture partielle,,,,,,,,,,,
38230002,,,,,Rupture totale,,,,,,,,,,,
38230003,,,,,Rupture partielle,,,,,,,,,,,
38240006,,,,,Rupture partielle,,,,,,,,,,,
38260002,,,,,Rupture totale,,,,,,,,,,,
38260003,,,,,Rupture totale,,,,,,,,,,,
38260004,,,,,Rupture totale,,,,,,,,,,,
38290003,,,,,Rupture totale,,,,,,,,,,,
38290005,,,,,Rupture partielle,,,,,,,,,,,
38300018,,,,,Rupture partielle,,,,,,,,,,,
38320006,,,,,Rupture partielle,,,,,,,,,,,
38340006,,,,,Rupture partielle,,,,,,,,,,,
38340012,,,,,Rupture totale,,,,,,,,,,,
38340013,,,,,Rupture partielle,,,,,,,,,,,
38340015,,,,,Rupture partielle,,,,,,,,,,,
38360006,,,,,Rupture totale,,,,,,,,,,,
38420004,,,,,Rupture totale,,,,,,,,,,,
38460004,,,,,Rupture partielle,,,,,,,,,,,
38470003,,,,,Rupture partielle,,,,,,,,,,,
38480005,,,,,Rupture partielle,,,,,,,,,,,
38490006,,,,,Rupture totale,,,,,,,,,,,
38520001,,,,,Rupture totale,,,,,,,,,,,
38610001,,,,,Rupture totale,,,,,,,,,,,
38630003,,,,,Rupture partielle,,,,,,,,,,,
38660001,,,,,Rupture totale,,,,,,,,,,,
38700003,,,,,Rupture partielle,,,,,,,,,,,
38830001,,,,,Rupture partielle,,,,,,,,,,,
38850002,,,,,Rupture totale,,,,,,,,,,,
39100003,,,,,Rupture totale,,,,,,,,,,,
39100006,,,,,Rupture partielle,,,,,,,,,,,
39110007,,,,,Rupture totale,,,,,,,,,,,
39130002,,,,,Rupture totale,,,,,,,,,,,
39130004,,,,,Rupture totale,,,,,,,,,,,
39140001,,,,,Rupture totale,,,,,,,,,,,
39190001,,,,,Rupture partielle,,,,,,,,,,,
39200003,,,,,Rupture partielle,,,,,,,,,,,
39220005,,,,,Rupture partielle,,,,,,,,,,,
39570007,,,,,Rupture totale,,,,,,,,,,,
39700014,,,,,Rupture partielle,,,,,,,,,,,
40000012,,,,,Rupture partielle,,,,,,,,,,,
40100008,,,,,Rupture partielle,,,,,,,,,,,
40110003,,,,,Rupture partielle,,,,,,,,,,,
40130001,,,,,Rupture partielle,,,,,,,,,,,
40180001,,,,,Rupture totale,,,,,,,,,,,
40300008,,,,,Rupture totale,,,,,,,,,,,
40400001,,,,,Rupture partielle,,,,,,,,,,,
40800002,,,,,Rupture partielle,,,,,,,,,,,
40990001,,,,,Rupture partielle,,,,,,,,,,,
41100002,,,,,Rupture partielle,,,,,,,,,,,
41100006,,,,,Rupture partielle,,,,,,,,,,,
41230001,,,,,Rupture partielle,,,,,,,,,,,
41350008,,,,,Rupture totale,,,,,,,,,,,
41400002,,,,,Rupture totale,,,,,,,,,,,
41800003,,,,,Rupture partielle,,,,,,,,,,,
42100017,,,,,Rupture totale,,,,,,,,,,,
42100018,,,,,Rupture partielle,,,,,,,,,,,
42110007,,,,,Rupture totale,,,,,,,,,,,
42120003,,,,,Rupture partielle,,,,,,,,,,,
42120004,,,,,Rupture totale,,,,,,,,,,,
42160003,,,,,Rupture totale,,,,,,,,,,,
42160006,,,,,Rupture totale,,,,,,,,,,,
42170003,,,,,Rupture totale,,,,,,,,,,,
42190004,,,,,Rupture totale,,,,,,,,,,,
42210002,,,,,Rupture totale,,,,,,,,,,,
42220004,,,,,Rupture totale,,,,,,,,,,,
42270004,,,,,Rupture partielle,,,,,,,,,,,
42300012,,,,,Rupture totale,,,,,,,,,,,
42360001,,,,,Rupture partielle,,,,,,,,,,,
42440009,,,,,Rupture totale,,,,,,,,,,,
42470006,,,,,Rupture partielle,,,,,,,,,,,
42510003,,,,,Rupture totale,,,,,,,,,,,
42600002,,,,,Rupture totale,,,,,,,,,,,
42640001,,,,,Rupture partielle,,,,,,,,,,,
42660002,,,,,Rupture partielle,,,,,,,,,,,
43000009,,,,,Rupture totale,,,,,,,,,,,
43200003,,,,,Rupture partielle,,,,,,,,,,,
43410001,,,,,Rupture totale,,,,,,,,,,,
43500001,,,,,Rupture partielle,,,,,,,,,,,
43800001,,,,,Rupture totale,,,,,,,,,,,
44000009,,,,,Rupture partielle,,,,,,,,,,,
44100006,,,,,Rupture totale,,,,,,,,,,,
44120005,,,,,Rupture partielle,,,,,,,,,,,
44210004,,,,,Rupture totale,,,,,,,,,,,
44240011,,,,,Rupture partielle,,,,,,,,,,,
44290002,,,,,Rupture partielle,,,,,,,,,,,
44300021,,,,,Rupture totale,,,,,,,,,,,
44360009,,,,,Rupture partielle,,,,,,,,,,,
44400005,,,,,Rupture partielle,,,,,,,,,,,
44400009,,,,,Rupture partielle,,,,,,,,,,,
44470006,,,,,Rupture partielle,,,,,,,,,,,
44800007,,,,,Rupture totale,,,,,,,,,,,
44800008,,,,,Rupture partielle,,,,,,,,,,,
45190001,,,,,Rupture totale,,,,,,,,,,,
45200003,,,,,Rupture partielle,,,,,,,,,,,
45210004,,,,,Rupture totale,,,,,,,,,,,
45430003,,,,,Rupture partielle,,,,,,,,,,,
45430006,,,,,Rupture partielle,,,,,,,,,,,
45800008,,,,,Rupture partielle,,,,,,,,,,,
46000012,,,,,Rupture partielle,,,,,,,,,,,
46120001,,,,,Rupture partielle,,,,,,,,,,,
46200001,,,,,Rupture totale,,,,,,,,,,,
46300008,,,,,Rupture totale,,,,,,,,,,,
47200002,,,,,Rupture partielle,,,,,,,,,,,
47200011,,,,,Rupture partielle,,,,,,,,,,,
47250001,,,,,Rupture partielle,,,,,,,,,,,
47300003,,,,,Rupture partielle,,,,,,,,,,,
47510001,,,,,Rupture partielle,,,,,,,,,,,
47600005,,,,,Rupture totale,,,,,,,,,,,
48170001,,,,,Rupture totale,,,,,,,,,,,
48200001,,,,,Rupture totale,,,,,,,,,,,
49100003,,,,,Rupture partielle,,,,,,,,,,,
49122003,,,,,Rupture partielle,,,,,,,,,,,
49220003,,,,,Rupture partielle,,,,,,,,,,,
49280001,,,,,Rupture totale,,,,,,,,,,,
49300015,,,,,Rupture partielle,,,,,,,,,,,
49300016,,,,,Rupture partielle,,,,,,,,,,,
49400007,,,,,Rupture totale,,,,,,,,,,,
49460001,,,,,Rupture partielle,,,,,,,,,,,
49570001,,,,,Rupture partielle,,,,,,,,,,,
49610002,,,,,Rupture partielle,,,,,,,,,,,
49630003,,,,,Rupture partielle,,,,,,,,,,,
49710001,,,,,Rupture partielle,,,,,,,,,,,
50000002,,,,,Rupture partielle,,,,,,,,,,,
50100007,,,,,Rupture partielle,,,,,,,,,,,
50110001,,,,,Rupture totale,,,,,,,,,,,
50120003,,,,,Rupture totale,,,,,,,,,,,
50250003,,,,,Rupture partielle,,,,,,,,,,,
50260004,,,,,Rupture partielle,,,,,,,,,,,
50270003,,,,,Rupture partielle,,,,,,,,,,,
50300002,,,,,Rupture partielle,,,,,,,,,,,
50300006,,,,,Rupture partielle,,,,,,,,,,,
50400001,,,,,Rupture partielle,,,,,,,,,,,
50480001,,,,,Rupture partielle,,,,,,,,,,,
50570001,,,,,Rupture partielle,,,,,,,,,,,
50690003,,,,,Rupture partielle,,,,,,,,,,,
50700002,,,,,Rupture partielle,,,,,,,,,,,
50750002,,,,,Rupture totale,,,,,,,,,,,
51100045,,,,,Rupture partielle,,,,,,,,,,,
51100047,,,,,Rupture partielle,,,,,,,,,,,
51210005,,,,,Rupture totale,,,,,,,,,,,
51320003,,,,,Rupture partielle,,,,,,,,,,,
51370004,,,,,Rupture totale,,,,,,,,,,,
51700007,,,,,Rupture partielle,,,,,,,,,,,
51800011,,,,,Rupture partielle,,,,,,,,,,,
52000001,,,,,Rupture partielle,,,,,,,,,,,
52200014,,,,,Rupture partielle,,,,,,,,,,,
52500002,,,,,Rupture totale,,,,,,,,,,,
53000005,,,,,Rupture partielle,,,,,,,,,,,
53100007,,,,,Rupture partielle,,,,,,,,,,,
53140003,,,,,Rupture partielle,,,,,,,,,,,
53230001,,,,,Rupture partielle,,,,,,,,,,,
54121001,,,,,Rupture partielle,,,,,,,,,,,
54200012,,,,,Rupture partielle,,,,,,,,,,,
54200013,,,,,Rupture partielle,,,,,,,,,,,
54280003,,,,,Rupture totale,,,,,,,,,,,
54300002,,,,,Rupture totale,,,,,,,,,,,
54300011,,,,,Rupture partielle,,,,,,,,,,,
54340002,,,,,Rupture partielle,,,,,,,,,,,
54360002,,,,,Rupture totale,,,,,,,,,,,
54380003,,,,,Rupture partielle,,,,,,,,,,,
54380005,,,,,Rupture totale,,,,,,,,,,,
54450004,,,,,Rupture partielle,,,,,,,,,,,
54500005,,,,,Rupture partielle,,,,,,,,,,,
54500007,,,,,Rupture partielle,,,,,,,,,,,
54670004,,,,,Rupture partielle,,,,,,,,,,,
55000010,,,,,Rupture totale,,,,,,,,,,,
55100007,,,,,Rupture totale,,,,,,,,,,,
55200003,,,,,Rupture totale,,,,,,,,,,,
55300002,,,,,Rupture partielle,,,,,,,,,,,
55500002,,,,,Rupture partielle,,,,,,,,,,,
56000004,,,,,Rupture partielle,,,,,,,,,,,
56100003,,,,,Rupture partielle,,,,,,,,,,,
56130001,,,,,Rupture partielle,,,,,,,,,,,
56400006,,,,,Rupture partielle,,,,,,,,,,,
56550002,,,,,Rupture partielle,,,,,,,,,,,
56850003,,,,,Rupture partielle,,,,,,,,,,,
57070011,,,,,Rupture totale,,,,,,,,,,,
57070013,,,,,Rupture partielle,,,,,,,,,,,
57100008,,,,,Rupture partielle,,,,,,,,,,,
57120001,,,,,Rupture partielle,,,,,,,,,,,
57130004,,,,,Rupture partielle,,,,,,,,,,,
57270001,,,,,Rupture partielle,,,,,,,,,,,
57300005,,,,,Rupture totale,,,,,,,,,,,
57320003,,,,,Rupture partielle,,,,,,,,,,,
57400003,,,,,Rupture totale,,,,,,,,,,,
57420002,,,,,Rupture partielle,,,,,,,,,,,
57420005,,,,,Rupture partielle,,,,,,,,,,,
57430004,,,,,Rupture totale,,,,,,,,,,,
57500001,,,,,Rupture totale,,,,,,,,,,,
57510002,,,,,Rupture partielle,,,,,,,,,,,
57525001,,,,,Rupture partielle,,,,,,,,,,,
57580001,,,,,Rupture totale,,,,,,,,,,,
57650001,,,,,Rupture partielle,,,,,,,,,,,
57660001,,,,,Rupture totale,,,,,,,,,,,
57930002,,,,,Rupture totale,,,,,,,,,,,
57980001,,,,,Rupture partielle,,,,,,,,,,,
58240003,,,,,Rupture partielle,,,,,,,,,,,
58660001,,,,,Rupture partielle,,,,,,,,,,,
59000016,,,,,Rupture totale,,,,,,,,,,,
59000017,,,,,Rupture totale,,,,,,,,,,,
59000018,,,,,Rupture totale,,,,,,,,,,,
59000019,,,,,Rupture totale,,,,,,,,,,,
59100012,,,,,Rupture totale,,,,,,,,,,,
59110005,,,,,Rupture partielle,,,,,,,,,,,
59114004,,,,,Rupture partielle,,,,,,,,,,,
59120002,,,,,Rupture totale,,,,,,,,,,,
59121002,,,,,Rupture totale,,,,,,,,,,,
59136001,,,,,Rupture totale,,,,,,,,,,,
59157002,,,,,Rupture totale,,,,,,,,,,,
59163002,,,,,Rupture totale,,,,,,,,,,,
59190001,,,,,Rupture totale,,,,,,,,,,,
59190004,,,,,Rupture partielle,,,,,,,,,,,
59190005,,,,,Rupture partielle,,,,,,,,,,,
59210006,,,,,Rupture totale,,,,,,,,,,,
59219001,,,,,Rupture totale,,,,,,,,,,,
59223004,,,,,Rupture totale,,,,,,,,,,,
59250001,,,,,Rupture totale,,,,,,,,,,,
59260007,,,,,Rupture partielle,,,,,,,,,,,
59270002,,,,,Rupture partielle,,,,,,,,,,,
59300015,,,,,Rupture partielle,,,,,,,,,,,
59300016,,,,,Rupture totale,,,,,,,,,,,
59320004,,,,,Rupture partielle,,,,,,,,,,,
59320006,,,,,Rupture partielle,,,,,,,,,,,
59400008,,,,,Rupture partielle,,,,,,,,,,,
59460002,,,,,Rupture partielle,,,,,,,,,,,
59470003,,,,,Rupture partielle,,,,,,,,,,,
59470004,,,,,Rupture totale,,,,,,,,,,,
59474001,,,,,Rupture partielle,,,,,,,,,,,
59500009,,,,,Rupture totale,,,,,,,,,,,
59501001,,,,,Rupture partielle,,,,,,,,,,,
59510003,,,,,Rupture partielle,,,,,,,,,,,
59530002,,,,,Rupture partielle,,,,,,,,,,,
59540003,,,,,Rupture totale,,,,,,,,,,,
59541001,,,,,Rupture partielle,,,,,,,,,,,
59550002,,,,,Rupture totale,,,,,,,,,,,
59554003,,,,,Rupture partielle,,,,,,,,,,,
59554005,,,,,Rupture totale,,,,,,,,,,,
59570003,,,,,Rupture partielle,,,,,,,,,,,
59580001,,,,,Rupture totale,,,,,,,,,,,
59600006,,,,,Rupture totale,,,,,,,,,,,
59610004,,,,,Rupture totale,,,,,,,,,,,
59640002,,,,,Rupture partielle,,,,,,,,,,,
59650012,,,,,Rupture totale,,,,,,,,,,,
59650013,,,,,Rupture partielle,,,,,,,,,,,
59700008,,,,,Rupture partielle,,,,,,,,,,,
59710007,,,,,Rupture partielle,,,,,,,,,,,
59750005,,,,,Rupture totale,,,,,,,,,,,
59760005,,,,,Rupture totale,,,,,,,,,,,
59790001,,,,,Rupture totale,,,,,,,,,,,
59820001,,,,,Rupture partielle,,,,,,,,,,,
59850002,,,,,Rupture totale,,,,,,,,,,,
