dep,datetime,tx_incidence,tx_positivite
01,2021-09-01,84.33633329718919,13.65
01,2021-09-02,92.76996662690811,15.71
01,2021-09-03,96.38438091107336,15.72
01,2021-09-04,95.17957614968495,14.5
01,2021-09-05,91.5651618655197,13.69
01,2021-09-06,78.3123094902471,10.48
01,2021-09-07,83.13152853580077,8.89
01,2021-09-08,79.51711425163552,7.19
01,2021-09-09,71.0834809219166,4.61
01,2021-09-10,77.10750472885869,3.8
01,2021-09-11,80.72191901302394,3.76
01,2021-09-12,80.72191901302394,3.75
01,2021-09-13,89.15555234274287,3.5
01,2021-09-14,90.36035710413128,2.96
01,2021-09-15,86.74594281996602,2.65
01,2021-09-16,90.36035710413128,2.76
01,2021-09-17,79.51711425163552,2.11
01,2021-09-18,78.3123094902471,2.02
01,2021-09-19,78.3123094902471,2.02
01,2021-09-20,62.64984759219769,1.6
01,2021-09-21,51.80660473970193,1.26
01,2021-09-22,56.6258237852556,1.37
01,2021-09-23,54.216214262478765,1.27
01,2021-09-24,56.6258237852556,1.3
01,2021-09-25,53.01140950109035,1.27
01,2021-09-26,53.01140950109035,1.28
01,2021-09-27,53.01140950109035,1.29
01,2021-09-28,54.216214262478765,1.31
01,2021-09-29,44.57777617137143,1.1
01,2021-09-30,43.37297140998301,1.05
01,2021-10-01,40.963361887206176,1.03
01,2021-10-02,42.16816664859459,1.06
01,2021-10-03,42.16816664859459,1.06
01,2021-10-04,40.963361887206176,1.09
01,2021-10-05,43.37297140998301,1.34
01,2021-10-06,43.37297140998301,1.42
01,2021-10-07,43.37297140998301,1.53
01,2021-10-08,36.14414284165251,1.35
01,2021-10-09,32.52972855748726,1.22
01,2021-10-10,33.73453331887568,1.26
01,2021-10-11,34.93933808026409,1.19
01,2021-10-12,33.73453331887568,1.0
01,2021-10-13,36.14414284165251,1.09
01,2021-10-14,34.93933808026409,1.06
01,2021-10-15,39.75855712581776,1.27
01,2021-10-16,37.348947603040926,1.21
01,2021-10-17,37.348947603040926,1.21
01,2021-10-18,38.55375236442934,1.3
01,2021-10-19,39.75855712581776,1.29
01,2021-10-20,38.55375236442934,1.19
01,2021-10-21,38.55375236442934,1.12
01,2021-10-22,39.75855712581776,1.18
01,2021-10-23,40.963361887206176,1.2
01,2021-10-24,42.16816664859459,1.23
01,2021-10-25,44.57777617137143,1.45
01,2021-10-26,51.80660473970193,2.39
01,2021-10-27,54.216214262478765,2.81
01,2021-10-28,61.445042830809264,4.56
01,2021-10-29,66.26426187636294,7.66
01,2021-10-30,72.28828568330502,8.6
01,2021-10-31,71.0834809219166,8.48
01,2021-11-01,62.64984759219769,9.01
01,2021-11-02,69.87867616052819,9.9
01,2021-11-03,77.10750472885869,10.83
01,2021-11-04,68.67387139913977,9.88
01,2021-11-05,63.854652353586104,9.81
01,2021-11-06,60.24023806942085,9.33
01,2021-11-07,60.24023806942085,9.4
01,2021-11-08,63.854652353586104,7.78
01,2021-11-09,54.216214262478765,2.77
01,2021-11-10,53.01140950109035,2.51
01,2021-11-11,51.80660473970193,2.51
01,2021-11-12,68.67387139913977,2.65
01,2021-11-13,74.69789520608185,2.83
01,2021-11-14,80.72191901302394,3.02
01,2021-11-15,106.0228190021807,3.51
01,2021-11-16,116.86606185467645,4.69
01,2021-11-17,140.96215708244478,4.88
01,2021-11-18,169.8774713557668,4.64
01,2021-11-19,206.0216141974193,4.69
01,2021-11-20,222.88888085685716,4.79
01,2021-11-21,216.86485704991506,4.64
01,2021-11-22,275.9002903579475,5.11
02,2021-09-01,33.70137373218642,6.77
02,2021-09-02,33.70137373218642,6.82
02,2021-09-03,28.8868917704455,6.36
02,2021-09-04,27.282064449865196,6.25
02,2021-09-05,25.67723712928489,5.59
02,2021-09-06,28.8868917704455,5.96
02,2021-09-07,33.70137373218642,5.97
02,2021-09-08,35.306201052766724,5.99
02,2021-09-09,43.33033765566825,6.18
02,2021-09-10,48.14481961740917,6.07
02,2021-09-11,48.14481961740917,5.77
02,2021-09-12,49.749646937989475,6.0
02,2021-09-13,43.33033765566825,2.43
02,2021-09-14,49.749646937989475,1.85
02,2021-09-15,51.35447425856978,1.81
02,2021-09-16,43.33033765566825,1.11
02,2021-09-17,41.72551033508795,0.86
02,2021-09-18,43.33033765566825,0.89
