dep,datetime,P,T,tx_positivite,population,tx_incidence,tx_incidence_moins_de20ans
01,2021-08-01,1015.0,29283.0,3.47,643350.0,157.8,156.3
01,2021-08-02,1010.0,30030.0,3.36,643350.0,157.0,150.3
01,2021-08-03,1026.0,30194.0,3.4,643350.0,159.5,149.7
01,2021-08-04,1043.0,30463.0,3.42,643350.0,162.1,153.3
01,2021-08-05,1088.0,30627.0,3.55,643350.0,169.1,156.3
01,2021-08-06,1102.0,30272.0,3.64,643350.0,171.3,151.5
01,2021-08-07,1109.0,30131.0,3.68,643350.0,172.4,152.1
01,2021-08-08,1114.0,30290.0,3.68,643350.0,173.2,153.9
01,2021-08-09,1132.0,31765.0,3.56,643350.0,176.0,166.4
01,2021-08-10,1178.0,33754.0,3.49,643350.0,183.1,174.8
01,2021-08-11,1180.0,35147.0,3.36,643350.0,183.4,182.5
01,2021-08-12,1183.0,36658.0,3.23,643350.0,183.9,187.3
01,2021-08-13,1180.0,37565.0,3.14,643350.0,183.4,190.9
01,2021-08-14,1197.0,38529.0,3.11,643350.0,186.1,195.0
01,2021-08-15,1197.0,38565.0,3.1,643350.0,186.1,192.6
01,2021-08-16,1226.0,38602.0,3.18,643350.0,190.6,187.3
01,2021-08-17,1171.0,38043.0,3.08,643350.0,182.0,188.5
01,2021-08-18,1165.0,37724.0,3.09,643350.0,181.1,187.3
01,2021-08-19,1112.0,37618.0,2.96,643350.0,172.8,175.9
01,2021-08-20,1092.0,37732.0,2.89,643350.0,169.7,162.8
01,2021-08-21,1066.0,36947.0,2.89,643350.0,165.7,155.7
01,2021-08-22,1074.0,36937.0,2.91,643350.0,166.9,156.9
01,2021-08-23,1070.0,36098.0,2.96,643350.0,166.3,162.8
01,2021-08-24,1052.0,35241.0,2.99,643350.0,163.5,149.1
01,2021-08-25,1014.0,34600.0,2.93,643350.0,157.6,140.2
01,2021-08-26,967.0,33840.0,2.86,643350.0,150.3,130.6
01,2021-08-27,936.0,33552.0,2.79,643350.0,145.5,131.8
01,2021-08-28,924.0,33329.0,2.77,643350.0,143.6,134.2
01,2021-08-29,909.0,33093.0,2.75,643350.0,141.3,134.2
01,2021-08-30,818.0,32491.0,2.52,643350.0,127.1,121.7
01,2021-08-31,800.0,31888.0,2.51,643350.0,124.3,117.5
01,2021-09-01,759.0,30835.0,2.46,643350.0,118.0,122.3
01,2021-09-02,773.0,29825.0,2.59,643350.0,120.2,129.4
01,2021-09-03,718.0,29006.0,2.48,643350.0,111.6,121.1
01,2021-09-04,707.0,28957.0,2.44,643350.0,109.9,119.3
01,2021-09-05,700.0,28920.0,2.42,643350.0,108.8,117.5
01,2021-09-06,680.0,28534.0,2.38,643350.0,105.7,112.7
01,2021-09-07,662.0,28555.0,2.32,643350.0,102.9,120.5
01,2021-09-08,659.0,28840.0,2.29,643350.0,102.4,116.3
01,2021-09-09,604.0,29306.0,2.06,643350.0,93.9,103.8
01,2021-09-10,609.0,29766.0,2.05,643350.0,94.7,106.8
01,2021-09-11,587.0,29784.0,1.97,643350.0,91.2,105.0
01,2021-09-12,590.0,29778.0,1.98,643350.0,91.7,105.6
01,2021-09-13,541.0,29623.0,1.83,643350.0,84.1,105.6
01,2021-09-14,492.0,29795.0,1.65,643350.0,76.5,97.2
01,2021-09-15,463.0,29794.0,1.55,643350.0,72.0,86.5
01,2021-09-16,459.0,29245.0,1.57,643350.0,71.3,90.7
01,2021-09-17,435.0,29619.0,1.47,643350.0,67.6,82.9
01,2021-09-18,435.0,29473.0,1.48,643350.0,67.6,80.5
02,2021-08-01,377.0,16742.0,2.25,534490.0,70.5,80.1
02,2021-08-02,383.0,16859.0,2.27,534490.0,71.7,89.3
02,2021-08-03,400.0,16896.0,2.37,534490.0,74.8,97.0
02,2021-08-04,389.0,17032.0,2.28,534490.0,72.8,99.3
02,2021-08-05,437.0,17145.0,2.55,534490.0,81.8,102.4
02,2021-08-06,432.0,16979.0,2.54,534490.0,80.8,100.1
02,2021-08-07,440.0,17199.0,2.56,534490.0,82.3,102.4
02,2021-08-08,441.0,17363.0,2.54,534490.0,82.5,104.0
02,2021-08-09,436.0,18970.0,2.3,534490.0,81.6,101.7
02,2021-08-10,455.0,20562.0,2.21,534490.0,85.1,106.3
02,2021-08-11,485.0,21958.0,2.21,534490.0,90.7,107.0
02,2021-08-12,454.0,23548.0,1.93,534490.0,84.9,103.2
02,2021-08-13,447.0,24882.0,1.8,534490.0,83.6,98.6
02,2021-08-14,475.0,26441.0,1.8,534490.0,88.9,110.1
02,2021-08-15,477.0,26421.0,1.81,534490.0,89.2,109.4
02,2021-08-16,494.0,26748.0,1.85,534490.0,92.4,112.4
02,2021-08-17,492.0,26509.0,1.86,534490.0,92.1,115.5
02,2021-08-18,476.0,26196.0,1.82,534490.0,89.1,118.6
02,2021-08-19,471.0,25728.0,1.83,534490.0,88.1,117.1
02,2021-08-20,479.0,25795.0,1.86,534490.0,89.6,117.1
02,2021-08-21,446.0,24893.0,1.79,534490.0,83.4,100.1
02,2021-08-22,440.0,24886.0,1.77,534490.0,82.3,97.8
02,2021-08-23,435.0,24216.0,1.8,534490.0,81.4,89.3
02,2021-08-24,443.0,24012.0,1.84,534490.0,82.9,86.3
02,2021-08-25,450.0,23560.0,1.91,534490.0,84.2,81.6
02,2021-08-26,455.0,23072.0,1.97,534490.0,85.1,83.9
02,2021-08-27,464.0,22889.0,2.03,534490.0,86.8,90.1
02,2021-08-28,472.0,23154.0,2.04,534490.0,88.3,95.5
02,2021-08-29,470.0,22980.0,2.05,534490.0,87.9,97.8
02,2021-08-30,450.0,22623.0,1.99,534490.0,84.2,92.4
02,2021-08-31,404.0,21871.0,1.85,534490.0,75.6,76.2
02,2021-09-01,393.0,21351.0,1.84,534490.0,73.5,70.1
02,2021-09-02,362.0,20872.0,1.73,534490.0,67.7,64.7
02,2021-09-03,318.0,20615.0,1.54,534490.0,59.5,54.7
02,2021-09-04,281.0,20608.0,1.36,534490.0,52.6,42.4
02,2021-09-05,278.0,20830.0,1.33,534490.0,52.0,40.0
02,2021-09-06,254.0,20443.0,1.24,534490.0,47.5,40.8
02,2021-09-07,236.0,20451.0,1.15,534490.0,44.2,40.0
02,2021-09-08,197.0,20304.0,0.97,534490.0,36.9,40.0
02,2021-09-09,183.0,20283.0,0.9,534490.0,34.2,38.5
02,2021-09-10,174.0,19475.0,0.89,534490.0,32.6,40.8
02,2021-09-11,169.0,18779.0,0.9,534490.0,31.6,40.8
02,2021-09-12,170.0,18626.0,0.91,534490.0,31.8,42.4
02,2021-09-13,146.0,19021.0,0.77,534490.0,27.3,34.7
02,2021-09-14,143.0,19268.0,0.74,534490.0,26.8,38.5
02,2021-09-15,150.0,19270.0,0.78,534490.0,28.1,38.5
02,2021-09-16,146.0,19664.0,0.74,534490.0,27.3,37.7
02,2021-09-17,140.0,20082.0,0.7,534490.0,26.2,33.1
02,2021-09-18,140.0,19935.0,0.7,534490.0,26.2,35.4
03,2021-08-01,278.0,10821.0,2.57,337988.0,82.3,111.0
03,2021-08-02,268.0,10818.0,2.48,337988.0,79.3,112.5
03,2021-08-03,250.0,10559.0,2.37,337988.0,74.0,100.5
03,2021-08-04,258.0,10491.0,2.46,337988.0,76.3,100.5
03,2021-08-05,262.0,10431.0,2.51,337988.0,77.5,106.5
03,2021-08-06,274.0,10479.0,2.61,337988.0,81.1,105.0
03,2021-08-07,281.0,10624.0,2.64,337988.0,83.1,102.0
03,2021-08-08,282.0,10713.0,2.63,337988.0,83.4,103.5
03,2021-08-09,317.0,12232.0,2.59,337988.0,93.8,108.0
03,2021-08-10,348.0,13482.0,2.58,337988.0,103.0,120.0
03,2021-08-11,363.0,14421.0,2.52,337988.0,107.4,123.0
03,2021-08-12,361.0,15495.0,2.33,337988.0,106.8,120.0
03,2021-08-13,359.0,16217.0,2.21,337988.0,106.2,124.5
03,2021-08-14,366.0,16949.0,2.16,337988.0,108.3,121.5
03,2021-08-15,370.0,17055.0,2.17,337988.0,109.5,121.5
03,2021-08-16,350.0,17204.0,2.03,337988.0,103.6,112.5
03,2021-08-17,321.0,17248.0,1.86,337988.0,95.0,99.0
03,2021-08-18,313.0,17271.0,1.81,337988.0,92.6,99.0
03,2021-08-19,302.0,17367.0,1.74,337988.0,89.4,99.0
03,2021-08-20,295.0,17444.0,1.69,337988.0,87.3,96.0
03,2021-08-21,280.0,16950.0,1.65,337988.0,82.8,99.0
03,2021-08-22,276.0,16849.0,1.64,337988.0,81.7,97.5
03,2021-08-23,272.0,16486.0,1.65,337988.0,80.5,109.5
03,2021-08-24,275.0,16256.0,1.69,337988.0,81.4,108.0
03,2021-08-25,244.0,15777.0,1.55,337988.0,72.2,99.0
03,2021-08-26,239.0,15329.0,1.56,337988.0,70.7,88.5
03,2021-08-27,238.0,14983.0,1.59,337988.0,70.4,90.0
03,2021-08-28,228.0,14875.0,1.53,337988.0,67.5,81.0
03,2021-08-29,226.0,14838.0,1.52,337988.0,66.9,81.0
03,2021-08-30,195.0,14483.0,1.35,337988.0,57.7,63.0
03,2021-08-31,181.0,13970.0,1.3,337988.0,53.6,64.5
03,2021-09-01,177.0,13643.0,1.3,337988.0,52.4,67.5
03,2021-09-02,164.0,13362.0,1.23,337988.0,48.5,70.5
03,2021-09-03,152.0,13109.0,1.16,337988.0,45.0,64.5
03,2021-09-04,152.0,13070.0,1.16,337988.0,45.0,67.5
03,2021-09-05,154.0,13085.0,1.18,337988.0,45.6,69.0
03,2021-09-06,154.0,12750.0,1.21,337988.0,45.6,66.0
03,2021-09-07,153.0,12785.0,1.2,337988.0,45.3,61.5
03,2021-09-08,156.0,12797.0,1.22,337988.0,46.2,55.5
03,2021-09-09,166.0,12692.0,1.31,337988.0,49.1,63.0
03,2021-09-10,163.0,12732.0,1.28,337988.0,48.2,66.0
03,2021-09-11,172.0,12780.0,1.35,337988.0,50.9,72.0
03,2021-09-12,171.0,12741.0,1.34,337988.0,50.6,70.5
03,2021-09-13,156.0,12766.0,1.22,337988.0,46.2,69.0
03,2021-09-14,148.0,13543.0,1.09,337988.0,43.8,76.5
03,2021-09-15,131.0,13621.0,0.96,337988.0,38.8,73.5
03,2021-09-16,105.0,13450.0,0.78,337988.0,31.1,57.0
03,2021-09-17,90.0,13227.0,0.68,337988.0,26.6,48.0
03,2021-09-18,72.0,12869.0,0.56,337988.0,21.3,37.5
04,2021-08-01,514.0,9759.0,5.27,163915.0,313.6,323.8
04,2021-08-02,518.0,9907.0,5.23,163915.0,316.0,312.1
04,2021-08-03,516.0,9935.0,5.19,163915.0,314.8,315.0
04,2021-08-04,516.0,9960.0,5.18,163915.0,314.8,329.6
04,2021-08-05,533.0,10120.0,5.27,163915.0,325.2,332.5
04,2021-08-06,547.0,9923.0,5.51,163915.0,333.7,350.0
04,2021-08-07,524.0,9697.0,5.4,163915.0,319.7,335.5
04,2021-08-08,527.0,9859.0,5.35,163915.0,321.5,341.3
04,2021-08-09,520.0,10398.0,5.0,163915.0,317.2,318.0
04,2021-08-10,539.0,11076.0,4.87,163915.0,328.8,344.2
04,2021-08-11,564.0,11869.0,4.75,163915.0,344.1,379.2
04,2021-08-12,572.0,12436.0,4.6,163915.0,349.0,367.6
04,2021-08-13,553.0,13241.0,4.18,163915.0,337.4,353.0
04,2021-08-14,590.0,14117.0,4.18,163915.0,359.9,376.3
04,2021-08-15,593.0,14219.0,4.17,163915.0,361.8,376.3
04,2021-08-16,594.0,14759.0,4.02,163915.0,362.4,405.5
04,2021-08-17,601.0,15054.0,3.99,163915.0,366.7,402.6
04,2021-08-18,585.0,15207.0,3.85,163915.0,356.9,396.7
04,2021-08-19,577.0,15483.0,3.73,163915.0,352.0,399.6
04,2021-08-20,589.0,15918.0,3.7,163915.0,359.3,431.7
04,2021-08-21,572.0,15967.0,3.58,163915.0,349.0,423.0
04,2021-08-22,564.0,15831.0,3.56,163915.0,344.1,425.9
04,2021-08-23,591.0,15811.0,3.74,163915.0,360.6,490.1
04,2021-08-24,549.0,15534.0,3.53,163915.0,334.9,458.0
04,2021-08-25,528.0,15330.0,3.44,163915.0,322.1,408.4
04,2021-08-26,512.0,15114.0,3.39,163915.0,312.4,382.1
04,2021-08-27,482.0,14983.0,3.22,163915.0,294.1,341.3
04,2021-08-28,470.0,14610.0,3.22,163915.0,286.7,358.8
04,2021-08-29,466.0,14660.0,3.18,163915.0,284.3,341.3
04,2021-08-30,391.0,14289.0,2.74,163915.0,238.5,245.0
04,2021-08-31,390.0,14033.0,2.78,163915.0,237.9,262.5
04,2021-09-01,387.0,13650.0,2.84,163915.0,236.1,285.9
04,2021-09-02,375.0,13441.0,2.79,163915.0,228.8,300.5
04,2021-09-03,367.0,12883.0,2.85,163915.0,223.9,291.7
04,2021-09-04,359.0,12780.0,2.81,163915.0,219.0,274.2
04,2021-09-05,361.0,12755.0,2.83,163915.0,220.2,277.1
04,2021-09-06,358.0,12441.0,2.88,163915.0,218.4,283.0
04,2021-09-07,353.0,12263.0,2.88,163915.0,215.4,288.8
04,2021-09-08,339.0,12237.0,2.77,163915.0,206.8,265.5
04,2021-09-09,314.0,12255.0,2.56,163915.0,191.6,248.0
04,2021-09-10,276.0,12688.0,2.18,163915.0,168.4,230.4
04,2021-09-11,266.0,12757.0,2.09,163915.0,162.3,230.4
04,2021-09-12,262.0,12911.0,2.03,163915.0,159.8,230.4
04,2021-09-13,237.0,12773.0,1.86,163915.0,144.6,218.8
04,2021-09-14,222.0,12927.0,1.72,163915.0,135.4,169.2
04,2021-09-15,199.0,12873.0,1.55,163915.0,121.4,169.2
04,2021-09-16,192.0,12432.0,1.54,163915.0,117.1,154.6
04,2021-09-17,189.0,11865.0,1.59,163915.0,115.3,160.4
04,2021-09-18,174.0,11632.0,1.5,163915.0,106.2,142.9
05,2021-08-01,328.0,6540.0,5.02,141284.0,232.2,214.7
05,2021-08-02,339.0,6783.0,5.0,141284.0,239.9,241.1
05,2021-08-03,331.0,6837.0,4.84,141284.0,234.3,254.3
05,2021-08-04,336.0,6875.0,4.89,141284.0,237.8,264.2
05,2021-08-05,356.0,6976.0,5.1,141284.0,252.0,284.0
05,2021-08-06,362.0,6952.0,5.21,141284.0,256.2,267.5
05,2021-08-07,367.0,7107.0,5.16,141284.0,259.8,277.4
05,2021-08-08,376.0,7104.0,5.29,141284.0,266.1,320.3
05,2021-08-09,365.0,7546.0,4.84,141284.0,258.3,310.4
05,2021-08-10,381.0,7960.0,4.79,141284.0,269.7,350.1
05,2021-08-11,390.0,8518.0,4.58,141284.0,276.0,350.1
05,2021-08-12,405.0,8925.0,4.54,141284.0,286.7,356.7
05,2021-08-13,430.0,9261.0,4.64,141284.0,304.4,389.7
05,2021-08-14,429.0,9676.0,4.43,141284.0,303.6,402.9
05,2021-08-15,418.0,9723.0,4.3,141284.0,295.9,369.9
05,2021-08-16,432.0,10036.0,4.3,141284.0,305.8,383.1
05,2021-08-17,414.0,10130.0,4.09,141284.0,293.0,330.3
05,2021-08-18,420.0,10210.0,4.11,141284.0,297.3,386.4
05,2021-08-19,405.0,10319.0,3.92,141284.0,286.7,353.4
05,2021-08-20,401.0,10798.0,3.71,141284.0,283.8,336.9
05,2021-08-21,401.0,10731.0,3.74,141284.0,283.8,310.4
05,2021-08-22,392.0,10768.0,3.64,141284.0,277.5,297.2
05,2021-08-23,397.0,10790.0,3.68,141284.0,281.0,274.1
05,2021-08-24,416.0,10747.0,3.87,141284.0,294.4,280.7
05,2021-08-25,389.0,10607.0,3.67,141284.0,275.3,201.5
05,2021-08-26,385.0,10509.0,3.66,141284.0,272.5,201.5
05,2021-08-27,365.0,10339.0,3.53,141284.0,258.3,194.8
05,2021-08-28,359.0,10162.0,3.53,141284.0,254.1,201.5
05,2021-08-29,360.0,10087.0,3.57,141284.0,254.8,204.8
05,2021-08-30,329.0,9993.0,3.29,141284.0,232.9,211.4
05,2021-08-31,292.0,9755.0,2.99,141284.0,206.7,194.8
05,2021-09-01,295.0,9652.0,3.06,141284.0,208.8,221.3
05,2021-09-02,290.0,9421.0,3.08,141284.0,205.3,224.6
05,2021-09-03,263.0,9216.0,2.85,141284.0,186.1,198.2
05,2021-09-04,250.0,9248.0,2.7,141284.0,176.9,184.9
05,2021-09-05,249.0,9203.0,2.71,141284.0,176.2,184.9
05,2021-09-06,225.0,9082.0,2.48,141284.0,159.3,161.8
05,2021-09-07,210.0,8991.0,2.34,141284.0,148.6,148.6
05,2021-09-08,180.0,8734.0,2.06,141284.0,127.4,105.7
05,2021-09-09,146.0,8722.0,1.67,141284.0,103.3,82.6
05,2021-09-10,144.0,8667.0,1.66,141284.0,101.9,92.5
05,2021-09-11,137.0,8545.0,1.6,141284.0,97.0,92.5
05,2021-09-12,142.0,8655.0,1.64,141284.0,100.5,99.1
05,2021-09-13,137.0,8529.0,1.61,141284.0,97.0,102.4
05,2021-09-14,134.0,8471.0,1.58,141284.0,94.8,92.5
05,2021-09-15,123.0,8368.0,1.47,141284.0,87.1,92.5
05,2021-09-16,125.0,8317.0,1.5,141284.0,88.5,95.8
05,2021-09-17,121.0,8091.0,1.5,141284.0,85.6,89.2
05,2021-09-18,113.0,7891.0,1.43,141284.0,80.0,79.3
06,2021-08-01,7979.0,117943.0,6.77,1083310.0,736.5,690.3
06,2021-08-02,7813.0,118293.0,6.6,1083310.0,721.2,677.1
06,2021-08-03,7600.0,118689.0,6.4,1083310.0,701.6,652.8
06,2021-08-04,7326.0,117596.0,6.23,1083310.0,676.3,624.2
06,2021-08-05,7084.0,116540.0,6.08,1083310.0,653.9,602.1
06,2021-08-06,6799.0,115499.0,5.89,1083310.0,627.6,562.9
06,2021-08-07,6775.0,115724.0,5.85,1083310.0,625.4,557.6
06,2021-08-08,6784.0,116528.0,5.82,1083310.0,626.2,558.0
06,2021-08-09,6628.0,123738.0,5.36,1083310.0,611.8,553.6
06,2021-08-10,6519.0,129836.0,5.02,1083310.0,601.8,558.5
06,2021-08-11,6525.0,135634.0,4.81,1083310.0,602.3,590.7
06,2021-08-12,6453.0,142531.0,4.53,1083310.0,595.7,591.1
06,2021-08-13,6351.0,145867.0,4.35,1083310.0,586.3,573.5
06,2021-08-14,6256.0,151370.0,4.13,1083310.0,577.5,566.4
06,2021-08-15,6218.0,152066.0,4.09,1083310.0,574.0,562.9
06,2021-08-16,5873.0,152000.0,3.86,1083310.0,542.1,524.5
06,2021-08-17,5625.0,152217.0,3.7,1083310.0,519.2,494.1
06,2021-08-18,5285.0,151916.0,3.48,1083310.0,487.9,451.4
06,2021-08-19,5094.0,151488.0,3.36,1083310.0,470.2,426.3
06,2021-08-20,4934.0,155971.0,3.16,1083310.0,455.5,417.4
06,2021-08-21,4816.0,155740.0,3.09,1083310.0,444.6,413.0
06,2021-08-22,4757.0,156179.0,3.05,1083310.0,439.1,413.9
06,2021-08-23,4614.0,153766.0,3.0,1083310.0,425.9,421.4
06,2021-08-24,4366.0,150087.0,2.91,1083310.0,403.0,409.9
06,2021-08-25,4130.0,147869.0,2.79,1083310.0,381.2,395.0
06,2021-08-26,3859.0,145473.0,2.65,1083310.0,356.2,383.9
06,2021-08-27,3660.0,141575.0,2.59,1083310.0,337.9,368.9
06,2021-08-28,3515.0,138436.0,2.54,1083310.0,324.5,350.9
06,2021-08-29,3496.0,137977.0,2.53,1083310.0,322.7,348.2
06,2021-08-30,3229.0,136798.0,2.36,1083310.0,298.1,317.8
06,2021-08-31,3085.0,136114.0,2.27,1083310.0,284.8,305.9
06,2021-09-01,2960.0,132911.0,2.23,1083310.0,273.2,304.6
06,2021-09-02,2810.0,128835.0,2.18,1083310.0,259.4,276.4
06,2021-09-03,2647.0,126073.0,2.1,1083310.0,244.3,259.6
06,2021-09-04,2539.0,124266.0,2.04,1083310.0,234.4,252.1
06,2021-09-05,2507.0,122986.0,2.04,1083310.0,231.4,247.7
06,2021-09-06,2291.0,118628.0,1.93,1083310.0,211.5,227.5
06,2021-09-07,2150.0,115337.0,1.86,1083310.0,198.5,209.8
06,2021-09-08,2023.0,113721.0,1.78,1083310.0,186.7,187.8
06,2021-09-09,1946.0,113711.0,1.71,1083310.0,179.6,186.9
06,2021-09-10,1831.0,114064.0,1.61,1083310.0,169.0,182.0
06,2021-09-11,1758.0,114522.0,1.54,1083310.0,162.3,171.0
06,2021-09-12,1726.0,114420.0,1.51,1083310.0,159.3,165.3
06,2021-09-13,1548.0,113187.0,1.37,1083310.0,142.9,156.9
06,2021-09-14,1471.0,112544.0,1.31,1083310.0,135.8,158.2
06,2021-09-15,1396.0,111027.0,1.26,1083310.0,128.9,153.4
06,2021-09-16,1307.0,108058.0,1.21,1083310.0,120.6,147.7
06,2021-09-17,1206.0,104323.0,1.16,1083310.0,111.3,138.4
06,2021-09-18,1159.0,101195.0,1.15,1083310.0,107.0,133.1
07,2021-08-01,457.0,13307.0,3.43,325712.0,140.3,161.5
07,2021-08-02,454.0,13401.0,3.39,325712.0,139.4,168.6
07,2021-08-03,450.0,13439.0,3.35,325712.0,138.2,172.8
07,2021-08-04,460.0,13651.0,3.37,325712.0,141.2,170.0
07,2021-08-05,464.0,13838.0,3.35,325712.0,142.5,161.5
07,2021-08-06,479.0,13815.0,3.47,325712.0,147.1,164.3
07,2021-08-07,496.0,14260.0,3.48,325712.0,152.3,175.7
07,2021-08-08,495.0,14460.0,3.42,325712.0,152.0,175.7
07,2021-08-09,517.0,15785.0,3.28,325712.0,158.7,192.7
07,2021-08-10,534.0,17026.0,3.14,325712.0,163.9,188.4
07,2021-08-11,564.0,18350.0,3.07,325712.0,173.2,208.2
07,2021-08-12,586.0,19640.0,2.98,325712.0,179.9,211.1
07,2021-08-13,597.0,20650.0,2.89,325712.0,183.3,216.7
07,2021-08-14,613.0,21606.0,2.84,325712.0,188.2,222.4
07,2021-08-15,624.0,22039.0,2.83,325712.0,191.6,225.2
07,2021-08-16,687.0,22960.0,2.99,325712.0,210.9,230.9
07,2021-08-17,735.0,23615.0,3.11,325712.0,225.7,264.9
07,2021-08-18,743.0,23905.0,3.11,325712.0,228.1,270.6
07,2021-08-19,723.0,24583.0,2.94,325712.0,222.0,274.8
07,2021-08-20,743.0,25537.0,2.91,325712.0,228.1,281.9
07,2021-08-21,756.0,25370.0,2.98,325712.0,232.1,283.3
07,2021-08-22,747.0,25083.0,2.98,325712.0,229.3,280.5
07,2021-08-23,704.0,24600.0,2.86,325712.0,216.1,274.8
07,2021-08-24,656.0,23881.0,2.75,325712.0,201.4,252.1
07,2021-08-25,635.0,23321.0,2.72,325712.0,195.0,228.1
07,2021-08-26,658.0,22646.0,2.91,325712.0,202.0,232.3
07,2021-08-27,633.0,22123.0,2.86,325712.0,194.3,223.8
07,2021-08-28,599.0,21719.0,2.76,325712.0,183.9,219.6
07,2021-08-29,599.0,21448.0,2.79,325712.0,183.9,218.1
07,2021-08-30,561.0,20870.0,2.69,325712.0,172.2,191.2
07,2021-08-31,534.0,20384.0,2.62,325712.0,163.9,177.1
07,2021-09-01,505.0,19805.0,2.55,325712.0,155.0,179.9
07,2021-09-02,445.0,19207.0,2.32,325712.0,136.6,154.4
07,2021-09-03,425.0,18847.0,2.26,325712.0,130.5,147.3
07,2021-09-04,410.0,18969.0,2.16,325712.0,125.9,133.2
07,2021-09-05,406.0,18966.0,2.14,325712.0,124.6,137.4
07,2021-09-06,387.0,18498.0,2.09,325712.0,118.8,143.1
07,2021-09-07,379.0,18305.0,2.07,325712.0,116.4,133.2
07,2021-09-08,359.0,18181.0,1.97,325712.0,110.2,128.9
07,2021-09-09,355.0,18072.0,1.96,325712.0,109.0,130.3
07,2021-09-10,339.0,18118.0,1.87,325712.0,104.1,127.5
07,2021-09-11,331.0,17657.0,1.87,325712.0,101.6,123.2
07,2021-09-12,335.0,17572.0,1.91,325712.0,102.9,120.4
07,2021-09-13,330.0,17405.0,1.9,325712.0,101.3,136.0
07,2021-09-14,309.0,17478.0,1.77,325712.0,94.9,130.3
07,2021-09-15,301.0,17426.0,1.73,325712.0,92.4,123.2
07,2021-09-16,295.0,17334.0,1.7,325712.0,90.6,117.6
07,2021-09-17,307.0,17242.0,1.78,325712.0,94.3,120.4
07,2021-09-18,293.0,17173.0,1.71,325712.0,90.0,119.0
08,2021-08-01,155.0,9178.0,1.69,273579.0,56.7,89.5
08,2021-08-02,156.0,9262.0,1.68,273579.0,57.0,92.8
08,2021-08-03,142.0,9262.0,1.53,273579.0,51.9,79.6
08,2021-08-04,167.0,9388.0,1.78,273579.0,61.0,104.4
08,2021-08-05,164.0,9390.0,1.75,273579.0,59.9,101.1
08,2021-08-06,165.0,9371.0,1.76,273579.0,60.3,101.1
08,2021-08-07,176.0,9430.0,1.87,273579.0,64.3,106.1
08,2021-08-08,187.0,9596.0,1.95,273579.0,68.4,107.7
08,2021-08-09,214.0,10349.0,2.07,273579.0,78.2,114.4
08,2021-08-10,218.0,11300.0,1.93,273579.0,79.7,114.4
08,2021-08-11,211.0,11963.0,1.76,273579.0,77.1,96.1
08,2021-08-12,214.0,12790.0,1.67,273579.0,78.2,99.4
08,2021-08-13,230.0,13345.0,1.72,273579.0,84.1,102.8
08,2021-08-14,233.0,13999.0,1.66,273579.0,85.2,97.8
08,2021-08-15,228.0,13894.0,1.64,273579.0,83.3,97.8
08,2021-08-16,232.0,14110.0,1.64,273579.0,84.8,101.1
08,2021-08-17,249.0,14067.0,1.77,273579.0,91.0,122.6
08,2021-08-18,243.0,13923.0,1.75,273579.0,88.8,129.3
08,2021-08-19,248.0,13953.0,1.78,273579.0,90.7,127.6
08,2021-08-20,241.0,14125.0,1.71,273579.0,88.1,129.3
08,2021-08-21,245.0,13673.0,1.79,273579.0,89.6,137.6
08,2021-08-22,238.0,13618.0,1.75,273579.0,87.0,132.6
08,2021-08-23,238.0,13358.0,1.78,273579.0,87.0,135.9
08,2021-08-24,238.0,13148.0,1.81,273579.0,87.0,132.6
08,2021-08-25,232.0,12883.0,1.8,273579.0,84.8,130.9
08,2021-08-26,236.0,12434.0,1.9,273579.0,86.3,147.5
08,2021-08-27,229.0,12370.0,1.85,273579.0,83.7,140.9
08,2021-08-28,213.0,12575.0,1.69,273579.0,77.9,126.0
08,2021-08-29,224.0,12688.0,1.77,273579.0,81.9,127.6
08,2021-08-30,208.0,12351.0,1.68,273579.0,76.0,124.3
08,2021-08-31,196.0,11899.0,1.65,273579.0,71.6,109.4
08,2021-09-01,222.0,11779.0,1.88,273579.0,81.1,119.3
08,2021-09-02,221.0,11488.0,1.92,273579.0,80.8,106.1
08,2021-09-03,215.0,11005.0,1.95,273579.0,78.6,106.1
08,2021-09-04,214.0,10617.0,2.02,273579.0,78.2,112.7
08,2021-09-05,209.0,10484.0,1.99,273579.0,76.4,116.0
08,2021-09-06,210.0,10320.0,2.03,273579.0,76.8,117.7
08,2021-09-07,198.0,10343.0,1.91,273579.0,72.4,126.0
08,2021-09-08,166.0,10303.0,1.61,273579.0,60.7,111.0
08,2021-09-09,154.0,10479.0,1.47,273579.0,56.3,106.1
08,2021-09-10,163.0,10743.0,1.52,273579.0,59.6,111.0
08,2021-09-11,154.0,10757.0,1.43,273579.0,56.3,102.8
08,2021-09-12,151.0,10751.0,1.4,273579.0,55.2,97.8
08,2021-09-13,127.0,10612.0,1.2,273579.0,46.4,82.9
08,2021-09-14,119.0,10610.0,1.12,273579.0,43.5,74.6
08,2021-09-15,120.0,10568.0,1.14,273579.0,43.9,74.6
08,2021-09-16,116.0,10299.0,1.13,273579.0,42.4,69.6
08,2021-09-17,97.0,9789.0,0.99,273579.0,35.5,58.0
08,2021-09-18,92.0,9422.0,0.98,273579.0,33.6,56.4
09,2021-08-01,444.0,8276.0,5.36,153153.0,289.9,390.7
09,2021-08-02,450.0,8528.0,5.28,153153.0,293.8,371.1
09,2021-08-03,428.0,8417.0,5.08,153153.0,279.5,325.5
