id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance,names_ok,sortant
5312,092-03,5,BAUDRANT,Béatrice,Mme,DIV,Divers,Baudrant,non
5313,092-03,6,MANRESA,Vincent,M.,ECO,Ecologistes,Manresa,non
5314,092-03,7,PARRY,Jean-Marie,M.,DXG,Divers extrême gauche,Parry,non
5315,092-03,8,JUVIN,Philippe,M.,LR,Les Républicains,Juvin,non
5316,092-03,9,GUEDJ,Anabelle,Mme,REC,Reconquête !,Guedj,non
5317,092-03,10,TIJ,Sara,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Tij,non
5318,092-04,1,SCHOENHENZ,Eric,M.,DIV,Divers,Schoenhenz,non
5319,092-04,2,STRUMANNE,Laurent,M.,DXG,Divers extrême gauche,Strumanne,non
5320,092-04,3,ALLAIN,Michel,M.,DXG,Divers extrême gauche,Allain,non
5321,092-04,4,BIGDADE,Habiba,Mme,DVG,Divers gauche,Bigdade,non
5322,092-04,5,MULLER,Florence,Mme,REC,Reconquête !,Muller,non
5323,092-04,6,COMBAZ,Philippe,M.,ECO,Ecologistes,Combaz,non
5324,092-04,7,BARNY,Valéry,M.,ECO,Ecologistes,Barny,non
5325,092-04,8,FLORENNES,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),Florennes,oui
5326,092-04,9,SEBAIHI,Sabrina,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Sebaihi,non
5327,092-04,10,BRAVO,Mélina,Mme,RN,Rassemblement National,Bravo,non
5328,092-04,11,SAHRAOUI BRAHIM,Youcef,M.,DVG,Divers gauche,Sahraoui Brahim,non
5329,092-04,12,EISENBERG,Mathilde,Mme,DXG,Divers extrême gauche,Eisenberg,non
5330,092-04,13,SAÏZ,Guilhem,M.,ECO,Ecologistes,Saïz,non
5331,092-04,14,AZERGUI,Nagib,M.,DIV,Divers,Azergui,non
5332,092-05,1,LAMBERT,Mireille,Mme,DXG,Divers extrême gauche,Lambert,non
5333,092-05,2,CHASSAT,Pierre,M.,LR,Les Républicains,Chassat,non
5334,092-05,3,GEBARSKA,Agnieszka,Mme,RN,Rassemblement National,Gebarska,non
5335,092-05,4,GAROYAN,Fabrice,M.,DSV,Droite souverainiste,Garoyan,non
5336,092-05,5,SEHATA,Rezk,M.,ECO,Ecologistes,Sehata,non
5337,092-05,6,RABOTOSON,Sonia,Mme,DVD,Divers droite,Rabotoson,non
5338,092-05,7,ADREF,Oussama,M.,DIV,Divers,Adref,non
5339,092-05,8,GACEM,Zaya,Mme,DXG,Divers extrême gauche,Gacem,non
5340,092-05,9,CROSNIER LECONTE,Cyril,M.,ECO,Ecologistes,Crosnier Leconte,non
5341,092-05,10,KHALIL,Mina,Mme,DXG,Divers extrême gauche,Khalil,non
5342,092-05,11,MERCIER,Caroline,Mme,DIV,Divers,Mercier,non
5343,092-05,12,DRUET,Léa,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Druet,non
5344,092-05,13,CALVEZ,Céline,Mme,ENS,Ensemble ! (Majorité présidentielle),Calvez,oui
5345,092-05,14,ROUSSET-LEBLOND,Alexandre,M.,REC,Reconquête !,Rousset-Leblond,non
5346,092-06,1,MARCHISET,Denis Marie,Mme,ECO,Ecologistes,Marchiset,non
5347,092-06,2,BASINI,Fayza,Mme,ENS,Ensemble ! (Majorité présidentielle),Basini,non
5348,092-06,3,AGUELON,Benoit,M.,DVD,Divers droite,Aguelon,non
5349,092-06,4,KELLER,Franck,M.,REC,Reconquête !,Keller,non
5350,092-06,5,KHADOUR,Bilèle,M.,DIV,Divers,Khadour,non
5351,092-06,6,TRAORE,Adama,M.,DVC,Divers centre,Traore,non
5352,092-06,7,BARBAUX,Julie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Barbaux,non
5353,092-06,8,TAPIRO,Frank,M.,DVC,Divers centre,Tapiro,non
5354,092-06,9,PESSIS,Patrick,M.,LR,Les Républicains,Pessis,non
5355,092-06,10,LE PEN,Marie-Caroline,Mme,RN,Rassemblement National,Le Pen,non
5356,092-06,11,MARCEL,Françoise,Mme,DXG,Divers extrême gauche,Marcel,non
5357,092-06,12,LE GRIP,Constance,Mme,ENS,Ensemble ! (Majorité présidentielle),Le Grip,oui
5358,092-07,1,BIRTIC,Jeanne,Mme,DSV,Droite souverainiste,Birtic,non
5359,092-07,2,DUMONT,Agnès,Mme,REC,Reconquête !,Dumont,non
5360,092-07,3,BROCHOT,Anne Denis Mercedes,Mme,DXG,Divers extrême gauche,Brochot,non
5361,092-07,4,RATO,Sandro,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Rato,non
5362,092-07,5,HALARY,Pascal,M.,DIV,Divers,Halary,non
5363,092-07,6,HLAVACEK,Guillaume,M.,DIV,Parti Pirate,Hlavacek,non
5364,092-07,7,ABAD,Cécile,Mme,DXG,Divers extrême gauche,Abad,non
5365,092-07,8,CAZENEUVE,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),Cazeneuve,non
5366,092-07,9,VERSINI,Christophe,M.,RN,Rassemblement National,Versini,non
5367,092-07,10,DUTHU,Charlotte,Mme,ECO,Ecologistes,Duthu,non
5368,092-07,11,ELIZAGOYEN,Xabi,Mme,LR,Les Républicains,Elizagoyen,non
5369,092-07,12,ATTAF,Mokhtar,M.,DIV,Divers,Attaf,non
5370,092-07,13,MANDEREAU,Christophe,M.,ECO,Ecologistes,Mandereau,non
5371,092-08,1,SCHNEIDER,Frédéric,M.,DIV,Parti Pirate,Schneider,non
5372,092-08,2,LARROQUE-COMOY,Annie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Larroque-Comoy,non
5373,092-08,3,LABBÉ,Laurence,Mme,ECO,Ecologistes,Labbé,non
5374,092-08,4,TARANNE,Chantal,Mme,REC,Reconquête !,Taranne,non
5375,092-08,5,PITTONI,Olivier Mario Michel,M.,DSV,Droite souverainiste,Pittoni,non
5376,092-08,6,THEVENOT,Prisca,Mme,ENS,Ensemble ! (Majorité présidentielle),Thevenot,non
5377,092-08,7,HENIQUE,Philippe,M.,DXG,Divers extrême gauche,Henique,non
5378,092-08,8,RICHEZ,Cécile,Mme,LR,Les Républicains,Richez,non
5379,092-08,9,HABIB,Sarena,Mme,RN,Rassemblement National,Habib,non
5380,092-08,10,CUSA,Miron,M.,ECO,Ecologistes,Cusa,non
5381,092-09,1,RAPILLY FERNIOT,Pauline,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Rapilly Ferniot,non
5382,092-09,2,SAUTERAY,Elena,Mme,DXG,Divers extrême gauche,Sauteray,non
5383,092-09,3,ASMANI,Monia,Mme,DIV,Divers,Asmani,non
5384,092-09,4,GAUDÉ,Nathalie,Mme,RN,Rassemblement National,Gaudé,non
5385,092-09,5,DESNOS,Julien,M.,DVD,Divers droite,Desnos,non
5386,092-09,6,VIOLLEAU,Laurent,M.,DVG,Divers gauche,Violleau,non
5387,092-09,7,CHAUDON,Anne-Laure,Mme,DXG,Divers extrême gauche,Chaudon,non
5388,092-09,8,BESSIÈRES,Guillaume,M.,REC,Reconquête !,Bessières,non
5389,092-09,9,CHESNEAU,Léopold,M.,ECO,Ecologistes,Chesneau,non
5390,092-09,10,LOUAP,Pascal,M.,LR,Les Républicains,Louap,non
5391,092-09,11,DE JERPHANION,Antoine,M.,DVD,Divers droite,De Jerphanion,non
5392,092-09,12,PELLERIN,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),Pellerin,non
5393,092-10,1,SOUBELET,Cécile,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Soubelet,non
5394,092-10,2,VIGUIÉ,Laurence,Mme,DXG,Divers extrême gauche,Viguié,non
5395,092-10,3,CABERAS,Edith,Mme,REG,Régionaliste,Caberas,non
5396,092-10,4,AMRANI,Samir,M.,DIV,Divers,Amrani,non
5397,092-10,5,PETIT,Hadrien,M.,RN,Rassemblement National,Petit,non
5398,092-10,6,ESCALE,Alexis,M.,ECO,Ecologistes,Escale,non
5399,092-10,7,ATTAL,Gabriel,M.,ENS,Ensemble ! (Majorité présidentielle),Attal,non
5400,092-10,8,EL BOUZAIDI,Azedine,M.,ECO,Ecologistes,El Bouzaidi,non
5401,092-10,9,BESSIÈRES,Léa,Mme,REC,Reconquête !,Bessières,non
5402,092-10,10,RONCHINI,Vanessa,Mme,DXG,Divers extrême gauche,Ronchini,non
5403,092-11,1,SEHILI,Mustapha,M.,DIV,Divers,Sehili,non
5404,092-11,2,CHIARELLI,Xavier,M.,DXG,Divers extrême gauche,Chiarelli,non
5405,092-11,3,CHATELAIN,Juliette,Mme,RN,Rassemblement National,Chatelain,non
5406,092-11,4,PONGE,Philippe,M.,DIV,Divers,Ponge,non
5407,092-11,5,SAINTOUL,Aurélien,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Saintoul,non
5408,092-11,6,GEOFFRE,Philippe,M.,DXG,Divers extrême gauche,Geoffre,non
5409,092-11,7,ROSSI,Laurianne,Mme,ENS,Ensemble ! (Majorité présidentielle),Rossi,oui
5410,092-11,8,ROLLOT,Franck,M.,DXG,Divers extrême gauche,Rollot,non
5411,092-11,9,LÉVÊQUE,Florence,M.,REC,Reconquête !,Lévêque,non
5412,092-11,10,BROUSSAUDIER,Dominique Chantal,Mme,ECO,Ecologistes,Broussaudier,non
5413,092-12,1,THOMAS,Marc,M.,RN,Rassemblement National,Thomas,non
5414,092-12,2,THOMAS,Cathy,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Thomas,non
5415,092-12,3,BERNARD,Yann,M.,DXG,Divers extrême gauche,Bernard,non
5416,092-12,4,BLOT,Benoit,M.,LR,Les Républicains,Blot,non
5417,092-12,5,NOBLET,Florent,M.,REC,Reconquête !,Noblet,non
5418,092-12,6,GABEN,Céline,Mme,DSV,Droite souverainiste,Gaben,non
5419,092-12,7,GHALEB,Kamel,M.,DIV,Divers,Ghaleb,non
5420,092-12,8,VASTEL,Laurent,M.,UDI,Union des Démocrates et des Indépendants,Vastel,non
5421,092-12,9,PREVEL,Guillaume,M.,ECO,Ecologistes,Prevel,non
5422,092-12,10,BAKHTI,Hayat,Mme,ECO,Ecologistes,Bakhti,non
5423,092-12,11,BOURLANGES,Jean-Louis,M.,ENS,Ensemble ! (Majorité présidentielle),Bourlanges,oui
5424,092-12,12,SAMIEZ,Florian,M.,DIV,Parti Pirate,Samiez,non
5425,092-13,1,BENOIST,David,M.,ECO,Ecologistes,Benoist,non
5426,092-13,2,MARTIN,Agathe,Mme,DXG,Divers extrême gauche,Martin,non
5427,092-13,3,BREGEON,Maud,Mme,ENS,Ensemble ! (Majorité présidentielle),Bregeon,non
5428,092-13,4,NASSIMI,Farid,M.,DIV,Divers,Nassimi,non
5429,092-13,5,ISNARD,Numa,M.,LR,Les Républicains,Isnard,non
5430,092-13,6,GAUTRELET,Julien,M.,RDG,Parti radical de gauche,Gautrelet,non
5431,092-13,7,LAURENT,Philippe,M.,UDI,Union des Démocrates et des Indépendants,Laurent,non
5432,092-13,8,YVARS,Patrick,M.,RN,Rassemblement National,Yvars,non
5433,092-13,9,GAILLARD,Brice,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Gaillard,non
5434,092-13,10,TOYANE,Alexis,M.,DIV,Parti Pirate,Toyane,non
5435,092-13,11,SIMONIN,Thibault,M.,REC,Reconquête !,Simonin,non
5436,093-01,1,AÏDARA DIABY,Madioula,Mme,DVG,Divers gauche,Aïdara Diaby,non
5437,093-01,2,ZEKRI,Fouzia,Mme,DVG,Divers gauche,Zekri,non
5438,093-01,3,ABID,Mohamed-Jamil,M.,DVG,Divers gauche,Abid,non
5439,093-01,4,BAHLOUL,Maïa,Mme,DXG,Divers extrême gauche,Bahloul,non
5440,093-01,5,DROMARD,Jeanne,Mme,ENS,Ensemble ! (Majorité présidentielle),Dromard,non
5441,093-01,6,ETIENNE,Etienna,Mme,UDI,Union des Démocrates et des Indépendants,Etienne,non
5442,093-01,7,DARMON,Marianne,Mme,DVG,Divers gauche,Darmon,non
5443,093-01,8,AUBRY,Alain,M.,DXG,Divers extrême gauche,Aubry,non
5444,093-01,9,PÉGUILLET,François,M.,LR,Les Républicains,Péguillet,non
5445,093-01,10,HIRIGOYEN,Jérôme,M.,ECO,Ecologistes,Hirigoyen,non
5446,093-01,11,DEROCHE,Francois,M.,DVC,Divers centre,Deroche,non
5447,093-01,12,EDE,Olga,Mme,DVC,Divers centre,Ede,non
5448,093-01,13,BUSCH,Anne-Solenne,Mme,REC,Reconquête !,Busch,non
5449,093-01,14,BRAND,Marie,Mme,RN,Rassemblement National,Brand,non
5450,093-01,15,COQUEREL,Eric,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Coquerel,oui
5451,093-02,1,THABET,Sinaa,Mme,LR,Les Républicains,Thabet,non
5452,093-02,2,SOUKOUNA,Bakary,M.,DVG,Divers gauche,Soukouna,non
5453,093-02,3,CHIKHI,Brahim,M.,DVC,Divers centre,Chikhi,non
5454,093-02,4,PEU,Stéphane,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Peu,oui
5455,093-02,5,BROSSARD,Jean-Christophe,M.,DXG,Divers extrême gauche,Brossard,non
5456,093-02,6,COLOMAS,Luc,M.,RN,Rassemblement National,Colomas,non
5457,093-02,7,BROOD,Anaïs,Mme,ENS,Ensemble ! (Majorité présidentielle),Brood,non
5458,093-02,8,RENAUD,Agnès,Mme,DXG,Divers extrême gauche,Renaud,non
5459,093-02,9,PICHARD,Aurélien,M.,ECO,Ecologistes,Pichard,non
5460,093-02,10,BARDY,Aurélia,Mme,REC,Reconquête !,Bardy,non
5461,093-02,11,VÉTIL,Christelle,Mme,UDI,Union des Démocrates et des Indépendants,Vétil,non
5462,093-03,1,CRETIN-GIELLY,Denis,M.,RN,Rassemblement National,Cretin-Gielly,non
5463,093-03,2,ZRIHEN,Joseph,M.,DVC,Divers centre,Zrihen,non
5464,093-03,3,ANATO,Patrice,M.,ENS,Ensemble ! (Majorité présidentielle),Anato,oui
5465,093-03,4,PORTES,Thomas,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Portes,non
5466,093-03,5,POILLOT,Harald,M.,LR,Les Républicains,Poillot,non
5467,093-03,6,BEN MAMI,Louise,Mme,ECO,Ecologistes,Ben Mami,non
5468,093-03,7,TOURE,Maëlle Massandjie,Mme,DIV,Divers,Toure,non
5469,093-03,8,CHELKI,Fathia,Mme,DIV,Divers,Chelki,non
5470,093-03,9,GAUCHERAND,Maëlle,Mme,DXG,Divers extrême gauche,Gaucherand,non
5471,093-03,10,MELKA,Albert,M.,DVG,Divers gauche,Melka,non
5472,093-03,11,AMOUROUX,Nathalie,Mme,ECO,Ecologistes,Amouroux,non
5473,093-03,12,ENAUD,Geneviève,Mme,DXG,Divers extrême gauche,Enaud,non
5474,093-03,13,BORDREUIL,Myriam,Mme,REC,Reconquête !,Bordreuil,non
5475,093-03,14,CAMPANA,Sandrine,Mme,DSV,Droite souverainiste,Campana,non
5476,093-04,1,DIOUARA,Aly,M.,DIV,Divers,Diouara,non
5477,093-04,2,LEY,Marlène,Mme,DXG,Divers extrême gauche,Ley,non
5478,093-04,3,TAÏBI,Azzédine,M.,DVG,Divers gauche,Taïbi,non
5479,093-04,4,BOUROUAHA,Soumya,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Bourouaha,non
5480,093-04,5,SOURDILLAT,Stéphane,M.,ECO,Ecologistes,Sourdillat,non
5481,093-04,6,DESBOEUF,Sabine,Mme,DXG,Divers extrême gauche,Desboeuf,non
5482,093-04,7,LÉVÊQUE,Colette,Mme,RN,Rassemblement National,Lévêque,non
5483,093-04,8,ECH-CHETOUANI,Zouhairr,M.,DIV,Divers,Ech-Chetouani,non
5484,093-04,9,RINEL,Lova,Mme,ENS,Ensemble ! (Majorité présidentielle),Rinel,non
5485,093-04,10,PETTITT,Vanessa,Mme,REC,Reconquête !,Pettitt,non
5486,093-04,11,GOUREAU,Marie-Claude,Mme,LR,Les Républicains,Goureau,non
5487,093-04,12,ATTIG,Sonia,Mme,DVG,Divers gauche,Attig,non
5488,093-05,1,LESTRADET,Nelly,Mme,RN,Rassemblement National,Lestradet,non
5489,093-05,2,CORBANI,Corinne,Mme,DXG,Divers extrême gauche,Corbani,non
5490,093-05,3,DESBOIS,Geoffroy,M.,ECO,Ecologistes,Desbois,non
5491,093-05,4,ROUECHE,Raynald,M.,DVC,Divers centre,Roueche,non
5492,093-05,5,LIBERT,Raphaël,M.,REC,Reconquête !,Libert,non
5493,093-05,6,GARRIDO,Raquel,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Garrido,non
5494,093-05,7,AIROUCHE,Sonia,Mme,REG,Régionaliste,Airouche,non
5495,093-05,8,AIT AKKACHE,Nabil,M.,ENS,Ensemble ! (Majorité présidentielle),Ait Akkache,non
5496,093-05,9,SAULIERE,Gilles,M.,ECO,Ecologistes,Sauliere,non
5497,093-05,10,HORMI,Amel,Mme,DVG,Divers gauche,Hormi,non
5498,093-05,11,LAGARDE,Jean-Christophe,M.,UDI,Union des Démocrates et des Indépendants,Lagarde,oui
5499,093-05,12,FEGER,Rodolphe,M.,DXG,Divers extrême gauche,Feger,non
5500,093-05,13,ARGOUSE,Nao,Mme,DIV,Parti Pirate,Argouse,non
5501,093-06,1,SACKHO,Kourtoum,Mme,UDI,Union des Démocrates et des Indépendants,Sackho,non
5502,093-06,2,TROVA,Françoise,Mme,RN,Rassemblement National,Trova,non
5503,093-06,3,ZEROUALI,Ali,M.,DIV,Divers,Zerouali,non
5504,093-06,4,ACHFAA,Soumia,Mme,RDG,Parti radical de gauche,Achfaa,non
5505,093-06,5,CHAMPION,Patrick,M.,DXG,Divers extrême gauche,Champion,non
5506,093-06,6,DJEBBARI,Nabila,Mme,DVG,Divers gauche,Djebbari,non
5507,093-06,7,ARTHAUD,Nathalie,Mme,DXG,Divers extrême gauche,Arthaud,non
5508,093-06,8,LACHAUD,Bastien,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Lachaud,oui
5509,093-06,9,BOURAK,Aïcha,Mme,DIV,Divers,Bourak,non
5510,093-06,10,BAZIZ,Yasmina,Mme,ENS,Ensemble ! (Majorité présidentielle),Baziz,non
5511,093-06,11,BEUGRÉ,Noélie,Mme,REC,Reconquête !,Beugré,non
5512,093-06,12,MABIALA,Aymane,M.,DIV,Parti Pirate,Mabiala,non
5513,093-07,1,CHAIR,Hamid,M.,RDG,Parti radical de gauche,Chair,non
5514,093-07,2,DEHAY,Catherine,Mme,ECO,Ecologistes,Dehay,non
5515,093-07,3,BROSSIER,Marie-Laure,Mme,ENS,Ensemble ! (Majorité présidentielle),Brossier,non
5516,093-07,4,JOCHAUD,Aurélie,Mme,DXG,Divers extrême gauche,Jochaud,non
5517,093-07,5,MEHIDI,Myriam,Mme,REC,Reconquête !,Mehidi,non
5518,093-07,6,BOUCABEILLE,Madina,Mme,UDI,Union des Démocrates et des Indépendants,Boucabeille,non
5519,093-07,7,KEISER,Christel,Mme,DXG,Divers extrême gauche,Keiser,non
5520,093-07,8,MONTAGNON,Jeanne,Mme,ECO,Ecologistes,Montagnon,non
5521,093-07,9,YONIS,Choukri,Mme,DVG,Divers gauche,Yonis,non
5522,093-07,10,YAGOUBI-MOROCHO,Karim,M.,RN,Rassemblement National,Yagoubi-Morocho,non
5523,093-07,11,CORBIÈRE,Alexis,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Corbière,oui
5524,093-08,1,TOBEILEM,Grégory,M.,DXG,Divers extrême gauche,Tobeilem,non
5525,093-08,2,JOLIVET,Sébastien,M.,RN,Rassemblement National,Jolivet,non
5526,093-08,3,GUIRAUDOU,Hugo,M.,DVG,Divers gauche,Guiraudou,non
5527,093-08,4,FOURNIER,Corinne,Mme,ECO,Ecologistes,Fournier,non
5528,093-08,5,KELOUA HACHI,Fatiha,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Keloua Hachi,non
5529,093-08,6,VALENTE,Sylvio,M.,REC,Reconquête !,Valente,non
5530,093-08,7,CARVALHINHO,Geoffrey,M.,LR,Les Républicains,Carvalhinho,non
5531,093-08,8,ZEIGER,Franck,M.,DSV,Droite souverainiste,Zeiger,non
5532,093-08,9,CHARRIERE,Sylvie,Mme,ENS,Ensemble ! (Majorité présidentielle),Charriere,oui
5533,093-08,10,FOURNIER,Jean-Christophe,M.,DXG,Divers extrême gauche,Fournier,non
5534,093-08,11,CYRILLA,Eddy,M.,ECO,Ecologistes,Cyrilla,non
5535,093-09,1,KOZELKO,Eric,M.,RN,Rassemblement National,Kozelko,non
5536,093-09,2,TROUVÉ,Aurélie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Trouvé,non
5537,093-09,3,PIERRE,Robenson,M.,LR,Les Républicains,Pierre,non
5538,093-09,4,SAADA,Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle),Saada,non
5539,093-09,5,GARRIGUE,Laure,Mme,REC,Reconquête !,Garrigue,non
5540,093-09,6,FITOUSSI,Carole,Mme,ECO,Ecologistes,Fitoussi,non
5541,093-09,7,LEFEBVRE,Jean-Paul,M.,DVG,Divers gauche,Lefebvre,non
5542,093-09,8,LANG-ROUSSEAU,Aloïs,M.,ECO,Ecologistes,Lang-Rousseau,non
5543,093-09,9,BADACHE,Atmane,M.,DIV,Divers,Badache,non
5544,093-09,10,PETRZLJAN,Héléna,Mme,UDI,Union des Démocrates et des Indépendants,Petrzljan,non
5545,093-09,11,BUROT,Jean-Paul,M.,DXG,Divers extrême gauche,Burot,non
5546,093-09,12,ODOYER,Cécile,Mme,DXG,Divers extrême gauche,Odoyer,non
5547,093-10,1,GUY,Sylvie,Mme,DXG,Divers extrême gauche,Guy,non
5548,093-10,2,MALARD,Jean-Ludwig,M.,ECO,Ecologistes,Malard,non
5549,093-10,3,RAMADIER,Alain,M.,LR,Les Républicains,Ramadier,oui
5550,093-10,4,ABDELLAOUI,Leïla,Mme,DVC,Divers centre,Abdellaoui,non
5551,093-10,5,HIMMI,Elhame,Mme,DIV,Divers,Himmi,non
5552,093-10,6,BOUNOUA,Mohamed,M.,DVC,Divers centre,Bounoua,non
5553,093-10,7,SRAI,Abdelssamad,M.,DIV,Divers,Srai,non
5554,093-10,8,BAKHTI-ALOUT,Sonia,Mme,ENS,Ensemble ! (Majorité présidentielle),Bakhti-Alout,non
5555,093-10,9,ABOMANGOLI,Nadège,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Abomangoli,non
5556,093-10,10,MINARDI,Gaëtan,M.,DXG,Divers extrême gauche,Minardi,non
5557,093-10,11,LOUBOTA,Praince Germain,M.,REC,Reconquête !,Loubota,non
5558,093-10,12,CHATEAU,Pauline,Mme,RN,Rassemblement National,Chateau,non
5559,093-11,1,KHUL,Ton Tona,M.,DVD,Divers droite,Khul,non
5560,093-11,2,MERETREL,François,M.,DIV,Divers,Meretrel,non
5561,093-11,3,AÏT MESGHAT,Lynda,Mme,UDI,Union des Démocrates et des Indépendants,Aït Mesghat,non
5562,093-11,4,LEVERRIER,Jean-Pierre,M.,ECO,Ecologistes,Leverrier,non
5563,093-11,5,COUFFIN-GUÉRIN,Isabelle,Mme,DXG,Divers extrême gauche,Couffin-Guérin,non
5564,093-11,6,NAUD,Emmanuel,M.,LR,Les Républicains,Naud,non
5565,093-11,7,AUTAIN,Clémentine,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Autain,oui
5566,093-11,8,GUILLEMETTE,Micheline,Mme,DXG,Divers extrême gauche,Guillemette,non
5567,093-11,9,OUARET,Hakima,Mme,ENS,Ensemble ! (Majorité présidentielle),Ouaret,non
5568,093-11,10,JOLY,Renée,Mme,RN,Rassemblement National,Joly,non
5569,093-11,11,DE CARVALHO,Virginie,Mme,COM,Parti communiste français,De Carvalho,non
5570,093-11,12,SCAGNI,Fabrice,M.,DVC,Divers centre,Scagni,non
5571,093-11,13,DUSAUSOY,Guillemette,Mme,REC,Reconquête !,Dusausoy,non
5572,093-12,1,HOUHA,Malik,M.,ECO,Ecologistes,Houha,non
5573,093-12,2,CICERO,Sophie,Mme,DXG,Divers extrême gauche,Cicero,non
5574,093-12,3,CISSE,Mariam,Mme,REG,Régionaliste,Cisse,non
5575,093-12,4,TORO,Ludovic,M.,UDI,Union des Démocrates et des Indépendants,Toro,non
5576,093-12,5,CESUR,Bahri,M.,DIV,Divers,Cesur,non
5577,093-12,6,SALLE,Pierre Marie,M.,REC,Reconquête !,Salle,non
5578,093-12,7,PERIER,Jean-François,M.,RN,Rassemblement National,Perier,non
5579,093-12,8,AISSAOUI,Amal,Mme,DXG,Divers extrême gauche,Aissaoui,non
5580,093-12,9,LEGAVRE,Jérôme,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Legavre,non
5581,093-12,10,KLEBEK,Stéphanie,Mme,DVG,Divers gauche,Klebek,non
5582,093-12,11,TESTÉ,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),Testé,oui
5583,093-12,12,VOILLEMIN,Arnold,M.,DSV,Droite souverainiste,Voillemin,non
5584,094-01,1,ROBIN,Pierre,M.,ECO,Ecologistes,Robin,non
5585,094-01,2,DESCROZAILLE,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),Descrozaille,oui
5586,094-01,3,BRATULESCU,Mirela,Mme,REC,Reconquête !,Bratulescu,non
5587,094-01,4,GUINTRAND,Thierry,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Guintrand,non
5588,094-01,5,PATEL,Almash,Mme,DXG,Divers extrême gauche,Patel,non
5589,094-01,6,LAUZET,Pierre-Louis,M.,DVG,Divers gauche,Lauzet,non
5590,094-01,7,BOUATLAOUI,Amina,Mme,ECO,Ecologistes,Bouatlaoui,non
5591,094-01,8,JOLLY,Laurent,M.,RN,Rassemblement National,Jolly,non
5592,094-01,9,LE PARC,Françoise,Mme,COM,Parti communiste français,Le Parc,non
5593,094-01,10,ROESCH,Germain,M.,LR,Les Républicains,Roesch,non
5594,094-01,11,TELLE,Géraldine,Mme,DIV,Divers,Telle,non
5595,094-02,1,GUETTÉ,Clémence,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Guetté,non
5596,094-02,2,TORRES,Josefa,Mme,DXG,Divers extrême gauche,Torres,non
5597,094-02,3,ROUSSEL,Françoise,Mme,DXG,Divers extrême gauche,Roussel,non
5598,094-02,4,LAVAL,Eloïse,Mme,REC,Reconquête !,Laval,non
5599,094-02,5,DERANSART,Elsa,Mme,DVG,Divers gauche,Deransart,non
5600,094-02,6,SUIN,Céline,Mme,ECO,Ecologistes,Suin,non
5601,094-02,7,AMARA,Salika,Mme,DIV,Divers,Amara,non
5602,094-02,8,GHAYE,Antoine,M.,RN,Rassemblement National,Ghaye,non
5603,094-02,9,DRUART,Frédéric,M.,LR,Les Républicains,Druart,non
5604,094-02,10,LARDEUX,Coline,Mme,RDG,Parti radical de gauche,Lardeux,non
5605,094-02,11,MBAYE,Jean François,M.,ENS,Ensemble ! (Majorité présidentielle),Mbaye,oui
5606,094-02,12,BOURIACHI,Taieb,M.,DIV,Divers,Bouriachi,non
5607,094-03,1,ABRIBAT,Jean-Baptiste,M.,REC,Reconquête !,Abribat,non
5608,094-03,2,BRY-CHEVALIER,Tom,M.,ECO,Ecologistes,Bry-Chevalier,non
5609,094-03,3,POIRET,Guillaume,M.,DXG,Divers extrême gauche,Poiret,non
5610,094-03,4,BOYARD,Louis,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Boyard,non
5611,094-03,5,ORKIDEZ,Blueez,M.,FI,La France Insoumise,Orkidez,non
5612,094-03,6,NOAILE,Lucien,M.,DXG,Divers extrême gauche,Noaile,non
