datetime,quantite_eolien,quantite_conso
2022-07-27 00:00:00,3213,44731
2022-07-27 00:00:00,3213,44731
2022-07-27 02:00:00,2932,39522
2022-07-27 02:00:00,2932,39522
2022-07-27 04:00:00,2769,36434
2022-07-27 04:00:00,2769,36434
2022-07-27 06:00:00,2888,38679
2022-07-27 06:00:00,2888,38679
2022-07-27 08:00:00,2399,44807
2022-07-27 08:00:00,2399,44807
2022-07-27 10:00:00,1902,49197
2022-07-27 10:00:00,1902,49197
2022-07-27 12:00:00,1820,51794
2022-07-27 12:00:00,1820,51794
2022-07-27 14:00:00,1497,51086
2022-07-27 14:00:00,1497,51086
2022-07-27 16:00:00,1523,48981
2022-07-27 16:00:00,1523,48981
2022-07-27 18:00:00,1740,48782
2022-07-27 18:00:00,1740,48782
2022-07-27 20:00:00,2279,48307
2022-07-27 20:00:00,2279,48307
2022-07-27 22:00:00,3452,45704
2022-07-27 22:00:00,3452,45704
2022-07-28 00:00:00,4402,44595
2022-07-28 02:00:00,4086,39548
2022-07-28 04:00:00,3380,36497
2022-07-28 06:00:00,2481,38953
2022-07-28 08:00:00,1683,44697
2022-07-28 10:00:00,757,49365
2022-07-28 12:00:00,603,51949
2022-07-28 14:00:00,750,51849
2022-07-28 16:00:00,807,49990
2022-07-28 18:00:00,1023,48916
2022-07-28 20:00:00,1351,48218
2022-07-28 22:00:00,1945,45985
2022-07-29 00:00:00,2153,44869
2022-07-29 02:00:00,1822,39651
2022-07-29 04:00:00,1290,36578
2022-07-29 06:00:00,993,38886
2022-07-29 08:00:00,995,44626
2022-07-29 10:00:00,821,49066
2022-07-29 12:00:00,1063,50922
2022-07-29 14:00:00,1315,49279
2022-07-29 16:00:00,1641,47560
2022-07-29 18:00:00,2046,46833
2022-07-29 20:00:00,2291,46269
2022-07-29 22:00:00,2475,44558
2022-07-30 00:00:00,2422,43719
2022-07-30 02:00:00,1861,38274
2022-07-30 04:00:00,1464,34818
2022-07-30 06:00:00,1364,34847
2022-07-30 08:00:00,1192,36832
2022-07-30 10:00:00,1080,42126
2022-07-30 12:00:00,1274,44766
2022-07-30 14:00:00,1833,44552
2022-07-30 16:00:00,2571,42719
2022-07-30 18:00:00,2841,42779
2022-07-30 20:00:00,2668,43070
2022-07-30 22:00:00,2364,42325
2022-07-31 00:00:00,2445,41892
2022-07-31 02:00:00,2350,36984
2022-07-31 04:00:00,1939,32997
2022-07-31 06:00:00,1699,32745
2022-07-31 08:00:00,1694,33843
2022-07-31 10:00:00,1810,38695
2022-07-31 12:00:00,2426,42293
2022-07-31 14:00:00,2923,41600
2022-07-31 16:00:00,3524,39868
2022-07-31 18:00:00,3908,40575
2022-07-31 20:00:00,3825,42796
2022-07-31 22:00:00,3225,42624
2022-08-01 00:00:00,3118,41481
2022-08-01 02:00:00,2476,36501
2022-08-01 04:00:00,1544,33527
2022-08-01 06:00:00,1178,36111
2022-08-01 08:00:00,1009,41586
2022-08-01 10:00:00,864,46651
2022-08-01 12:00:00,985,49523
2022-08-01 14:00:00,1190,49334
2022-08-01 16:00:00,1389,47514
2022-08-01 18:00:00,1415,47058
2022-08-01 20:00:00,1433,47639
2022-08-01 22:00:00,1754,45492
2022-08-02 00:00:00,1681,43810
2022-08-02 02:00:00,1454,38663
2022-08-02 04:00:00,1540,35270
2022-08-02 06:00:00,1468,37415
2022-08-02 08:00:00,1312,42515
2022-08-02 10:00:00,993,47156
2022-08-02 12:00:00,1034,50520
2022-08-02 14:00:00,964,50391
2022-08-02 16:00:00,1006,49048
2022-08-02 18:00:00,1061,48688
2022-08-02 20:00:00,1133,48458
2022-08-02 22:00:00,1232,46073
2022-08-03 00:00:00,1311,44313
2022-08-03 02:00:00,1342,39073
2022-08-03 04:00:00,1284,35671
2022-08-03 06:00:00,1223,37958
2022-08-03 08:00:00,966,42622
2022-08-03 10:00:00,705,48421
2022-08-03 12:00:00,742,51997
2022-08-03 14:00:00,804,52053
2022-08-03 16:00:00,882,50639
2022-08-03 18:00:00,1149,49639
2022-08-03 20:00:00,1496,49429
2022-08-03 22:00:00,1780,46967
2022-08-04 00:00:00,1883,44645
2022-08-04 02:00:00,1802,39628
2022-08-04 04:00:00,1700,36303
2022-08-04 06:00:00,1599,38334
2022-08-04 08:00:00,1527,42996
2022-08-04 10:00:00,1233,48131
2022-08-04 12:00:00,1224,50958
2022-08-04 14:00:00,1384,51037
2022-08-04 16:00:00,1545,49865
2022-08-04 18:00:00,2257,48867
2022-08-04 20:00:00,4259,47346
2022-08-04 22:00:00,3651,45288
2022-08-05 00:00:00,3162,43490
2022-08-05 02:00:00,3266,38755
2022-08-05 04:00:00,3143,35512
2022-08-05 06:00:00,2456,37584
2022-08-05 08:00:00,2343,41994
2022-08-05 10:00:00,2615,46514
2022-08-05 12:00:00,2977,49170
2022-08-05 14:00:00,3878,48797
2022-08-05 16:00:00,4762,46894
2022-08-05 18:00:00,5843,46274
2022-08-05 20:00:00,6437,44676
2022-08-05 22:00:00,6049,43186
2022-08-06 00:00:00,6068,41862
2022-08-06 02:00:00,5300,36732
2022-08-06 04:00:00,5287,33215
2022-08-06 06:00:00,5421,33811
2022-08-06 08:00:00,4812,35427
2022-08-06 10:00:00,4067,40198
2022-08-06 12:00:00,4954,43172
2022-08-06 14:00:00,4375,42940
2022-08-06 16:00:00,4869,41448
2022-08-06 18:00:00,5497,41725
2022-08-06 20:00:00,5926,41484
2022-08-06 22:00:00,6370,40805
2022-08-07 00:00:00,7555,39986
2022-08-07 02:00:00,6997,35344
2022-08-07 04:00:00,6222,31689
2022-08-07 06:00:00,5591,31747
2022-08-07 08:00:00,4615,32585
2022-08-07 10:00:00,3042,37518
2022-08-07 12:00:00,4574,40871
2022-08-07 14:00:00,4128,40147
2022-08-07 16:00:00,4045,38217
2022-08-07 18:00:00,5187,38935
2022-08-07 20:00:00,5948,40382
2022-08-07 22:00:00,6544,40427
2022-08-08 00:00:00,6776,39318
2022-08-08 02:00:00,6348,35069
2022-08-08 04:00:00,5686,32216
2022-08-08 06:00:00,5192,34481
2022-08-08 08:00:00,4416,39146
2022-08-08 10:00:00,2485,43843
2022-08-08 12:00:00,3621,46905
2022-08-08 14:00:00,3991,46852
2022-08-08 16:00:00,4143,45505
2022-08-08 18:00:00,5205,45087
2022-08-08 20:00:00,5963,45134
2022-08-08 22:00:00,7044,43262
2022-08-09 00:00:00,7370,41661
2022-08-09 02:00:00,6675,36891
2022-08-09 04:00:00,6020,33910
2022-08-09 06:00:00,5495,35847
2022-08-09 08:00:00,4542,39934
2022-08-09 10:00:00,2803,44829
2022-08-09 12:00:00,4051,47688
2022-08-09 14:00:00,4170,47446
2022-08-09 16:00:00,3949,45907
2022-08-09 18:00:00,4622,45517
2022-08-09 20:00:00,5751,45354
2022-08-09 22:00:00,6455,43389
2022-08-10 00:00:00,6884,41807
2022-08-10 02:00:00,6631,37093
2022-08-10 04:00:00,5896,33874
2022-08-10 06:00:00,5061,35754
2022-08-10 08:00:00,4038,39973
2022-08-10 10:00:00,2057,45063
2022-08-10 12:00:00,2850,47738
2022-08-10 14:00:00,4503,48172
2022-08-10 16:00:00,3865,46747
2022-08-10 18:00:00,4014,46490
2022-08-10 20:00:00,4580,45960
2022-08-10 22:00:00,5659,43992
2022-08-11 00:00:00,6360,41858
2022-08-11 02:00:00,5479,37379
2022-08-11 04:00:00,4323,34393
2022-08-11 06:00:00,4116,36229
2022-08-11 08:00:00,3744,40166
2022-08-11 10:00:00,1851,45420
2022-08-11 12:00:00,3857,48400
2022-08-11 14:00:00,3918,48737
2022-08-11 16:00:00,3223,47346
2022-08-11 18:00:00,3033,47365
2022-08-11 20:00:00,3250,46530
2022-08-11 22:00:00,5035,44431
2022-08-12 00:00:00,5396,42736
2022-08-12 02:00:00,4420,37923
2022-08-12 04:00:00,3792,34585
2022-08-12 06:00:00,3244,36628
2022-08-12 08:00:00,3331,40472
2022-08-12 10:00:00,1511,45924
2022-08-12 12:00:00,2623,49059
2022-08-12 14:00:00,2582,49063
2022-08-12 16:00:00,2082,47650
2022-08-12 18:00:00,2064,47227
2022-08-12 20:00:00,2377,46121
2022-08-12 22:00:00,4280,44196
2022-08-13 00:00:00,4714,42352
2022-08-13 02:00:00,4147,37177
2022-08-13 04:00:00,3685,33762
2022-08-13 06:00:00,3582,34082
2022-08-13 08:00:00,3491,35734
2022-08-13 10:00:00,1619,40654
2022-08-13 12:00:00,2479,43729
2022-08-13 14:00:00,2208,43655
2022-08-13 16:00:00,1865,42662
2022-08-13 18:00:00,1686,42864
2022-08-13 20:00:00,1635,42906
2022-08-13 22:00:00,2897,41596
2022-08-14 00:00:00,4046,40147
2022-08-14 02:00:00,4824,35571
2022-08-14 04:00:00,3837,32026
2022-08-14 06:00:00,3177,32157
2022-08-14 08:00:00,3374,33130
2022-08-14 10:00:00,2185,37620
2022-08-14 12:00:00,2448,41129
2022-08-14 14:00:00,3053,39741
2022-08-14 16:00:00,4004,37394
2022-08-14 18:00:00,4233,37795
2022-08-14 20:00:00,3060,39156
2022-08-14 22:00:00,2062,39070
2022-08-15 00:00:00,2243,38446
2022-08-15 02:00:00,2327,34378
2022-08-15 04:00:00,2339,31329
2022-08-15 06:00:00,2370,32108
2022-08-15 08:00:00,2515,33251
2022-08-15 10:00:00,3025,37951
2022-08-15 12:00:00,3308,40823
2022-08-15 14:00:00,2985,40057
2022-08-15 16:00:00,3382,38638
2022-08-15 18:00:00,3095,39076
2022-08-15 20:00:00,1990,40620
2022-08-15 22:00:00,1380,40414
2022-08-16 00:00:00,1299,39414
2022-08-16 02:00:00,1202,35225
2022-08-16 04:00:00,928,32412
2022-08-16 06:00:00,962,35142
2022-08-16 08:00:00,1078,39127
2022-08-16 10:00:00,1098,44295
2022-08-16 12:00:00,1646,47279
2022-08-16 14:00:00,1883,47435
2022-08-16 16:00:00,1834,45527
2022-08-16 18:00:00,1671,44899
2022-08-16 20:00:00,1334,44616
2022-08-16 22:00:00,2059,42445
2022-08-17 00:00:00,2073,40895
2022-08-17 02:00:00,1879,36170
2022-08-17 04:00:00,1872,33617
2022-08-17 06:00:00,1585,35525
2022-08-17 08:00:00,1527,39753
2022-08-17 10:00:00,1044,44177
2022-08-17 12:00:00,1189,46970
2022-08-17 14:00:00,1068,46654
2022-08-17 16:00:00,1554,43709
2022-08-17 18:00:00,1791,44021
2022-08-17 20:00:00,1652,43706
2022-08-17 22:00:00,1764,41567
2022-08-18 00:00:00,1815,40808
2022-08-18 02:00:00,1651,36218
2022-08-18 04:00:00,1830,33178
2022-08-18 06:00:00,1531,35326
2022-08-18 08:00:00,1537,39538
2022-08-18 10:00:00,1439,44474
2022-08-18 12:00:00,1457,46913
2022-08-18 14:00:00,1589,46361
2022-08-18 16:00:00,2417,44114
2022-08-18 18:00:00,3284,43515
2022-08-18 20:00:00,3701,43563
2022-08-18 22:00:00,3963,41478
2022-08-19 00:00:00,3844,40343
2022-08-19 02:00:00,3468,35954
2022-08-19 04:00:00,3159,33224
2022-08-19 06:00:00,2734,35384
2022-08-19 08:00:00,2451,39432
2022-08-19 10:00:00,2507,44262
2022-08-19 12:00:00,2794,46518
2022-08-19 14:00:00,3575,45498
2022-08-19 16:00:00,4188,43414
2022-08-19 18:00:00,3747,42981
2022-08-19 20:00:00,3523,42934
2022-08-19 22:00:00,2868,41302
2022-08-20 00:00:00,2790,40388
2022-08-20 02:00:00,2944,35784
2022-08-20 04:00:00,2377,32378
2022-08-20 06:00:00,2024,33110
2022-08-20 08:00:00,1609,34826
2022-08-20 10:00:00,1084,39718
2022-08-20 12:00:00,1262,42937
2022-08-20 14:00:00,1548,41945
2022-08-20 16:00:00,1647,40000
2022-08-20 18:00:00,1548,40360
2022-08-20 20:00:00,1460,40419
2022-08-20 22:00:00,1482,39890
2022-08-21 00:00:00,1252,39694
2022-08-21 02:00:00,1070,35014
2022-08-21 04:00:00,945,31483
2022-08-21 06:00:00,983,31340
2022-08-21 08:00:00,967,31997
2022-08-21 10:00:00,957,36931
2022-08-21 12:00:00,1223,40503
2022-08-21 14:00:00,1497,39850
2022-08-21 16:00:00,1698,37625
2022-08-21 18:00:00,1759,38126
2022-08-21 20:00:00,1921,40054
2022-08-21 22:00:00,2103,39876
2022-08-22 00:00:00,2220,39324
2022-08-22 02:00:00,2243,34952
2022-08-22 04:00:00,1770,32277
2022-08-22 06:00:00,1635,35479
2022-08-22 08:00:00,1579,41026
2022-08-22 10:00:00,1420,46403
2022-08-22 12:00:00,1394,48887
2022-08-22 14:00:00,1754,48330
2022-08-22 16:00:00,1947,46556
2022-08-22 18:00:00,2016,45346
2022-08-22 20:00:00,2040,45893
2022-08-22 22:00:00,1720,43783
2022-08-23 00:00:00,1745,42856
2022-08-23 02:00:00,1536,37935
2022-08-23 04:00:00,1444,35101
2022-08-23 06:00:00,1375,37557
2022-08-23 08:00:00,1237,43042
2022-08-23 10:00:00,1250,47872
2022-08-23 12:00:00,1166,50600
2022-08-23 14:00:00,1047,50202
2022-08-23 16:00:00,916,48399
2022-08-23 18:00:00,874,47637
2022-08-23 20:00:00,904,47386
2022-08-23 22:00:00,1141,44926
2022-08-24 00:00:00,1206,43479
2022-08-24 02:00:00,1171,38490
2022-08-24 04:00:00,1307,35352
2022-08-24 06:00:00,1201,37789
2022-08-24 08:00:00,1171,43086
2022-08-24 10:00:00,741,48768
2022-08-24 12:00:00,817,51685
2022-08-24 14:00:00,960,51555
2022-08-24 16:00:00,1054,49921
2022-08-24 18:00:00,1159,49197
2022-08-24 20:00:00,1301,48291
2022-08-24 22:00:00,2285,45820
2022-08-25 00:00:00,2795,43950
2022-08-25 02:00:00,2437,38847
2022-08-25 04:00:00,2356,35518
2022-08-25 06:00:00,2897,38187
2022-08-25 08:00:00,2587,43383
2022-08-25 10:00:00,1650,48509
2022-08-25 12:00:00,1796,51912
2022-08-25 14:00:00,2104,51776
2022-08-25 16:00:00,2415,49604
2022-08-25 18:00:00,3366,48923
2022-08-25 20:00:00,4270,47484
2022-08-25 22:00:00,4935,44510
2022-08-26 00:00:00,4715,43591
2022-08-26 02:00:00,3993,38723
2022-08-26 04:00:00,3386,35842
2022-08-26 06:00:00,3006,38146
2022-08-26 08:00:00,2961,43383
2022-08-26 10:00:00,2542,48078
2022-08-26 12:00:00,1970,50495
2022-08-26 14:00:00,1903,49738
2022-08-26 16:00:00,1894,47220
2022-08-26 18:00:00,2272,46452
2022-08-26 20:00:00,2448,45831
2022-08-26 22:00:00,3141,44127
2022-08-27 00:00:00,3262,42551
2022-08-27 02:00:00,2684,37516
2022-08-27 04:00:00,2437,33794
2022-08-27 06:00:00,2120,34392
2022-08-27 08:00:00,2208,36012
2022-08-27 10:00:00,1267,41235
2022-08-27 12:00:00,2009,44443
2022-08-27 14:00:00,1824,43728
2022-08-27 16:00:00,1859,41622
2022-08-27 18:00:00,1983,41286
2022-08-27 20:00:00,2453,41260
2022-08-27 22:00:00,3980,40480
2022-08-28 00:00:00,4365,40006
2022-08-28 02:00:00,3733,35550
2022-08-28 04:00:00,3730,31832
2022-08-28 06:00:00,3748,31799
2022-08-28 08:00:00,3634,32495
2022-08-28 10:00:00,2466,37523
2022-08-28 12:00:00,2905,41691
2022-08-28 14:00:00,3121,41152
2022-08-28 16:00:00,2584,39344
2022-08-28 18:00:00,2831,39459
2022-08-28 20:00:00,3779,41477
2022-08-28 22:00:00,5796,40557
2022-08-29 00:00:00,6089,39341
2022-08-29 02:00:00,5034,35121
2022-08-29 04:00:00,4551,32665
2022-08-29 06:00:00,4328,36452
2022-08-29 08:00:00,4105,42691
2022-08-29 10:00:00,2558,47361
2022-08-29 12:00:00,3057,50890
2022-08-29 14:00:00,2953,51347
2022-08-29 16:00:00,2425,50152
2022-08-29 18:00:00,2705,49000
2022-08-29 20:00:00,3290,48091
2022-08-29 22:00:00,5329,44627
2022-08-30 00:00:00,5228,43100
2022-08-30 02:00:00,4297,38732
2022-08-30 04:00:00,3797,35702
2022-08-30 06:00:00,2979,39006
2022-08-30 08:00:00,2685,45071
2022-08-30 10:00:00,1460,49991
2022-08-30 12:00:00,1187,52746
2022-08-30 14:00:00,1211,52298
2022-08-30 16:00:00,1630,50637
2022-08-30 18:00:00,2267,49317
2022-08-30 20:00:00,2754,48584
2022-08-30 22:00:00,3309,45101
2022-08-31 00:00:00,3372,43630
2022-08-31 02:00:00,3238,39005
2022-08-31 04:00:00,2659,36111
2022-08-31 06:00:00,2270,39116
2022-08-31 08:00:00,2202,44985
2022-08-31 10:00:00,1588,49099
2022-08-31 12:00:00,2022,51895
2022-08-31 14:00:00,2180,51087
2022-08-31 16:00:00,2287,49386
2022-08-31 18:00:00,2984,48393
2022-08-31 20:00:00,2972,48418
2022-08-31 22:00:00,3423,44898
2022-09-01 00:00:00,3588,43306
2022-09-01 02:00:00,3598,38844
2022-09-01 04:00:00,3338,35798
2022-09-01 06:00:00,2851,38520
2022-09-01 08:00:00,2601,45731
2022-09-01 10:00:00,1364,49241
2022-09-01 12:00:00,1241,51713
2022-09-01 14:00:00,1577,51362
2022-09-01 16:00:00,1287,49619
2022-09-01 18:00:00,1220,48456
2022-09-01 20:00:00,1693,47979
2022-09-01 22:00:00,3217,44433
2022-09-02 00:00:00,3235,42880
2022-09-02 02:00:00,2453,38355
2022-09-02 04:00:00,2031,35720
2022-09-02 06:00:00,2076,38560
2022-09-02 08:00:00,2202,45651
2022-09-02 10:00:00,1341,49122
2022-09-02 12:00:00,1356,50768
2022-09-02 14:00:00,1433,50054
2022-09-02 16:00:00,1370,47514
2022-09-02 18:00:00,1675,46424
2022-09-02 20:00:00,1280,46017
2022-09-02 22:00:00,1292,42912
2022-09-03 00:00:00,1547,42112
2022-09-03 02:00:00,1795,37191
2022-09-03 04:00:00,1736,33556
2022-09-03 06:00:00,1490,34087
2022-09-03 08:00:00,1492,36425
2022-09-03 10:00:00,1287,41544
2022-09-03 12:00:00,1809,43710
2022-09-03 14:00:00,2695,42644
2022-09-03 16:00:00,3085,40481
2022-09-03 18:00:00,2549,41000
2022-09-03 20:00:00,1564,42013
2022-09-03 22:00:00,1261,40164
2022-09-04 00:00:00,1547,40639
2022-09-04 02:00:00,1932,35810
2022-09-04 04:00:00,2198,32091
2022-09-04 06:00:00,2322,32015
2022-09-04 08:00:00,2426,32805
2022-09-04 10:00:00,1491,38396
2022-09-04 12:00:00,1682,42330
2022-09-04 14:00:00,2154,41387
2022-09-04 16:00:00,2156,39607
2022-09-04 18:00:00,2069,40105
2022-09-04 20:00:00,2113,42458
2022-09-04 22:00:00,4310,40932
2022-09-05 00:00:00,5304,40195
2022-09-05 02:00:00,5053,35971
2022-09-05 04:00:00,3503,33475
2022-09-05 06:00:00,2596,37456
2022-09-05 08:00:00,2562,44877
2022-09-05 10:00:00,2029,49383
2022-09-05 12:00:00,2082,51823
2022-09-05 14:00:00,2428,51888
2022-09-05 16:00:00,2846,49936
2022-09-05 18:00:00,3798,48746
2022-09-05 20:00:00,3832,48401
2022-09-05 22:00:00,4801,44039
2022-09-06 00:00:00,4001,42784
2022-09-06 02:00:00,4078,38495
2022-09-06 04:00:00,3282,35763
2022-09-06 06:00:00,3072,38662
2022-09-06 08:00:00,2813,46168
2022-09-06 10:00:00,1856,49405
2022-09-06 12:00:00,2252,52099
2022-09-06 14:00:00,2437,51763
2022-09-06 16:00:00,2830,50008
2022-09-06 18:00:00,2923,49014
2022-09-06 20:00:00,3403,48109
2022-09-06 22:00:00,4031,44246
2022-09-07 00:00:00,2308,43036
2022-09-07 02:00:00,2664,38547
2022-09-07 04:00:00,2679,35515
2022-09-07 06:00:00,2809,38843
2022-09-07 08:00:00,3234,45382
2022-09-07 10:00:00,2445,49014
2022-09-07 12:00:00,3032,51163
2022-09-07 14:00:00,3663,51130
2022-09-07 16:00:00,4040,48854
2022-09-07 18:00:00,4077,47988
2022-09-07 20:00:00,3221,48699
2022-09-07 22:00:00,3817,43742
2022-09-08 00:00:00,4932,42766
2022-09-08 02:00:00,3396,38164
2022-09-08 04:00:00,4002,35201
2022-09-08 06:00:00,4534,38226
2022-09-08 08:00:00,4587,45208
2022-09-08 10:00:00,4976,47999
2022-09-08 12:00:00,6865,49764
2022-09-08 14:00:00,7984,48730
2022-09-08 16:00:00,7787,46361
2022-09-08 18:00:00,6793,46285
2022-09-08 20:00:00,4997,46689
2022-09-08 22:00:00,5022,42888
2022-09-09 00:00:00,5540,41862
2022-09-09 02:00:00,7138,37539
2022-09-09 04:00:00,7893,34715
2022-09-09 06:00:00,7982,37899
2022-09-09 08:00:00,8276,45134
2022-09-09 10:00:00,8239,48101
2022-09-09 12:00:00,9040,49615
2022-09-09 14:00:00,9874,47766
2022-09-09 16:00:00,10211,45510
2022-09-09 18:00:00,8464,44820
2022-09-09 20:00:00,6675,45182
2022-09-09 22:00:00,5362,42186
2022-09-10 00:00:00,5133,41428
2022-09-10 02:00:00,5340,36799
2022-09-10 04:00:00,5127,33354
2022-09-10 06:00:00,4654,33681
2022-09-10 08:00:00,4286,36389
2022-09-10 10:00:00,3677,41221
2022-09-10 12:00:00,3578,43816
2022-09-10 14:00:00,3403,42526
2022-09-10 16:00:00,3400,39649
2022-09-10 18:00:00,2681,40128
2022-09-10 20:00:00,1826,41680
2022-09-10 22:00:00,1590,39727
2022-09-11 00:00:00,1403,40099
2022-09-11 02:00:00,1062,35707
2022-09-11 04:00:00,913,31966
2022-09-11 06:00:00,931,31960
2022-09-11 08:00:00,1043,33350
2022-09-11 10:00:00,834,38068
2022-09-11 12:00:00,885,42023
2022-09-11 14:00:00,847,40604
2022-09-11 16:00:00,862,38128
2022-09-11 18:00:00,925,39024
2022-09-11 20:00:00,1399,41658
2022-09-11 22:00:00,2858,39880
2022-09-12 00:00:00,3426,39367
2022-09-12 02:00:00,3480,35343
2022-09-12 04:00:00,3166,32671
2022-09-12 06:00:00,2895,36916
2022-09-12 08:00:00,2894,44456
2022-09-12 10:00:00,1603,47625
2022-09-12 12:00:00,1259,50325
2022-09-12 14:00:00,1626,50124
2022-09-12 16:00:00,1565,48618
2022-09-12 18:00:00,1477,47686
2022-09-12 20:00:00,1853,48293
2022-09-12 22:00:00,2716,44026
2022-09-13 00:00:00,2678,42982
2022-09-13 02:00:00,3151,38347
2022-09-13 04:00:00,2136,35833
2022-09-13 06:00:00,1836,38853
2022-09-13 08:00:00,2882,46572
2022-09-13 10:00:00,3211,49815
2022-09-13 12:00:00,2690,52086
2022-09-13 14:00:00,2555,51149
2022-09-13 16:00:00,2711,49316
2022-09-13 18:00:00,2975,48288
2022-09-13 20:00:00,2898,49126
2022-09-13 22:00:00,2859,44428
2022-09-14 00:00:00,3320,43034
2022-09-14 02:00:00,2297,38851
2022-09-14 04:00:00,2095,35739
2022-09-14 06:00:00,2702,38788
2022-09-14 08:00:00,2422,45785
2022-09-14 10:00:00,2006,49601
2022-09-14 12:00:00,2242,51637
2022-09-14 14:00:00,2586,50234
2022-09-14 16:00:00,3100,48214
2022-09-14 18:00:00,2520,47599
2022-09-14 20:00:00,2314,48428
2022-09-14 22:00:00,1936,44012
2022-09-15 00:00:00,1916,43075
2022-09-15 02:00:00,1891,38510
2022-09-15 04:00:00,1675,35261
2022-09-15 06:00:00,1632,38520
2022-09-15 08:00:00,1733,46178
2022-09-15 10:00:00,1196,48939
2022-09-15 12:00:00,1205,51205
2022-09-15 14:00:00,1297,49909
2022-09-15 16:00:00,1609,47810
2022-09-15 18:00:00,1856,46696
2022-09-15 20:00:00,1967,47996
2022-09-15 22:00:00,2341,43367
2022-09-16 00:00:00,2087,42460
2022-09-16 02:00:00,1957,37960
2022-09-16 04:00:00,1959,35200
2022-09-16 06:00:00,2051,38132
2022-09-16 08:00:00,2352,45742
2022-09-16 10:00:00,1817,48401
2022-09-16 12:00:00,3155,49945
2022-09-16 14:00:00,4406,48179
2022-09-16 16:00:00,5362,45412
2022-09-16 18:00:00,5391,44610
2022-09-16 20:00:00,4822,46330
2022-09-16 22:00:00,4710,42197
2022-09-17 00:00:00,5149,42058
2022-09-17 02:00:00,5200,36824
2022-09-17 04:00:00,4821,33203
2022-09-17 06:00:00,4839,33597
2022-09-17 08:00:00,4787,36480
2022-09-17 10:00:00,3579,41093
2022-09-17 12:00:00,4943,43606
2022-09-17 14:00:00,4971,41949
2022-09-17 16:00:00,5279,39098
2022-09-17 18:00:00,4962,39317
2022-09-17 20:00:00,3287,41940
2022-09-17 22:00:00,3451,39054
2022-09-18 00:00:00,3311,39910
2022-09-18 02:00:00,2890,35610
2022-09-18 04:00:00,2525,32285
2022-09-18 06:00:00,2205,32249
2022-09-18 08:00:00,2394,33627
2022-09-18 10:00:00,1598,38241
2022-09-18 12:00:00,4147,41359
2022-09-18 14:00:00,5474,39812
2022-09-18 16:00:00,6003,36871
2022-09-18 18:00:00,5252,37804
2022-09-18 20:00:00,3919,42304
2022-09-18 22:00:00,4119,39407
2022-09-19 00:00:00,4198,39616
2022-09-19 02:00:00,2940,35873
2022-09-19 04:00:00,2603,32953
2022-09-19 06:00:00,2536,37381
2022-09-19 08:00:00,2469,45729
2022-09-19 10:00:00,1487,47869
2022-09-19 12:00:00,1809,49383
2022-09-19 14:00:00,2279,48764
2022-09-19 16:00:00,2758,46330
2022-09-19 18:00:00,3069,44982
2022-09-19 20:00:00,2986,48382
2022-09-19 22:00:00,3609,43149
2022-09-20 00:00:00,3054,42696
2022-09-20 02:00:00,2480,38338
2022-09-20 04:00:00,2217,35951
2022-09-20 06:00:00,2167,39285
2022-09-20 08:00:00,2182,47853
2022-09-20 10:00:00,1285,49319
2022-09-20 12:00:00,1615,50494
2022-09-20 14:00:00,1954,48886
2022-09-20 16:00:00,2026,46536
2022-09-20 18:00:00,2552,46015
2022-09-20 20:00:00,2352,48744
2022-09-20 22:00:00,2866,43572
2022-09-21 00:00:00,2770,42742
2022-09-21 02:00:00,2639,38967
2022-09-21 04:00:00,2798,35783
2022-09-21 06:00:00,2855,39472
2022-09-21 08:00:00,2825,46934
2022-09-21 10:00:00,1568,49211
2022-09-21 12:00:00,1935,50329
2022-09-21 14:00:00,1959,49362
2022-09-21 16:00:00,1963,46487
2022-06-01 00:00:00,1887,44940
2022-06-01 00:00:00,1887,44940
2022-06-01 02:00:00,1894,39328
2022-06-01 02:00:00,1894,39328
2022-06-01 04:00:00,1782,36257
2022-06-01 04:00:00,1782,36257
2022-06-01 06:00:00,1313,38891
2022-06-01 06:00:00,1313,38891
2022-06-01 08:00:00,1249,46446
2022-06-01 08:00:00,1249,46446
2022-06-01 10:00:00,794,50162
2022-06-01 10:00:00,794,50162
2022-06-01 12:00:00,940,52351
2022-06-01 12:00:00,940,52351
2022-06-01 14:00:00,1077,51061
2022-06-01 14:00:00,1077,51061
2022-06-01 16:00:00,1409,48644
2022-06-01 16:00:00,1409,48644
2022-06-01 18:00:00,1436,47906
2022-06-01 18:00:00,1436,47906
2022-06-01 20:00:00,1653,48032
2022-06-01 20:00:00,1653,48032
2022-06-01 22:00:00,3118,44765
2022-06-01 22:00:00,3118,44765
2022-06-02 00:00:00,4327,45208
2022-06-02 02:00:00,4224,39840
2022-06-02 04:00:00,4049,36200
2022-06-02 06:00:00,4039,38539
2022-06-02 08:00:00,3058,46950
2022-06-02 10:00:00,1756,49712
2022-06-02 12:00:00,1769,51328
2022-06-02 14:00:00,1692,50902
2022-06-02 16:00:00,1537,48768
2022-06-02 18:00:00,1482,48188
2022-06-02 20:00:00,1590,48229
2022-06-02 22:00:00,2960,44933
2022-06-03 00:00:00,4420,44571
2022-06-03 02:00:00,3666,39429
2022-06-03 04:00:00,3004,36191
2022-06-03 06:00:00,2682,37994
2022-06-03 08:00:00,2267,46530
2022-06-03 10:00:00,1232,50367
2022-06-03 12:00:00,1003,51834
2022-06-03 14:00:00,1341,50512
