epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre,tx_chomage,vote_fn
200066728,CC VALLEES DE L ORNE ET DE L ODON,19340,17960,92.9,200066728.0,Vallées de l'Orne et de l'Odon,23220.0,"2,4",14,"5,0","9,1",88.6,6.0,17.3
200066744,CC HAUTE CORREZE COMMUNAUTE,24610,21740,88.3,200066744.0,Haute-Corrèze Communauté,19700.0,"2,8",23,"10,0","21,2",82.9,7.1,18.5
200066751,CC XAINTRIE VAL DORDOGNE,9010,7880,87.5,200066751.0,Xaintrie Val'Dordogne,19320.0,"2,8",19,"9,8","22,0",82.2,6.8,15.0
200066769,CC MIDI CORREZIEN,10320,8790,85.2,200066769.0,Midi Corrézien,20280.0,"3,0",19,"8,3","19,1",80.0,7.1,16.7
200066777,CC PLOERMEL COMMUNAUTE,32760,28440,86.8,200066777.0,Ploërmel Communauté,19930.0,"2,6",56,"8,6","18,3",79.3,8.2,22.7
200066785,CC DE L OUST A BROCELIANDE,29480,25680,87.1,200066785.0,L'Oust à Brocéliande,20170.0,"2,5",56,"7,3","16,8",79.9,7.6,21.1
200066793,CA DU GRAND ANNECY,163900,136950,83.6,200066793.0,Le Grand Annecy,25620.0,"3,9",74,"6,2","12,3",77.4,7.0,14.8
200066801,CC ISIGNY OMAHA INTERCOM,20130,18220,90.5,200066801.0,Isigny-Omaha Intercom,19740.0,"2,7",14,"8,4","19,0",85.1,8.6,30.1
200066819,CC DU VOLVESTRE,23700,19740,83.3,200066819.0,Le Volvestre,20980.0,"2,9",31,"9,4","19,5",76.1,9.3,25.7
200066827,CC DU PAYS DE HONFLEUR BEUZEVILLE,21140,18770,88.8,200066827.0,Le Pays de Honfleur-Beuzeville,20970.0,"3,0",27,"8,9","18,5",83.2,9.1,26.1
200066835,CC DE SEZANNE SUD OUEST MARNAIS,16330,14060,86.1,200066835.0,Sézanne-Sud Ouest Marnais,20950.0,"3,1",51,"8,5","17,6",79.7,9.0,33.9
200066850,CC DES PAYSAGES DE LA CHAMPAGNE,16110,14240,88.4,200066850.0,Les Paysages de la Champagne,22610.0,"3,4",51,"5,8","13,5",83.4,6.9,34.4
200066868,CC PRESQU ILE DE CROZON AULNE MARITIME,16900,15070,89.2,200066868.0,Presqu'île de Crozon-Aulne maritime,20640.0,"2,7",29,"6,6","15,6",82.6,9.2,17.2
200066876,CA DE CHALONS EN CHAMPAGNE,56510,49210,87.1,200066876.0,Châlons-en-Champagne,20470.0,"3,1",51,"13,2","23,0",81.3,9.8,27.4
200066884,CC QUERCY VERT AVEYRON,17070,14000,82.0,200066884.0,Quercy Vert-Aveyron,19980.0,"2,8",82,"10,7","21,4",74.0,9.4,29.9
200066892,CC DE VENDEUVRE SOULAINES,5530,4950,89.5,200066892.0,Vendeuvre-Soulaines,19940.0,"2,9",10,"9,9","20,0",83.5,11.4,35.8
200066918,CA ALES AGGLOMERATION,103590,83940,81.0,200066918.0,Alès Agglomération,18280.0,"3,3",30,"19,1","31,3",72.6,14.0,28.4
200066926,CA GRAND AUCH COUR DE GASCOGNE,32160,28110,87.4,200066926.0,Grand Auch Cœur de Gascogne,20850.0,"3,2",32,"12,5","21,2",82.0,8.9,16.1
200066975,CC SENLIS SUD OISE,18400,16150,87.8,200066975.0,Senlis Sud Oise,26550.0,"3,7",60,"5,3","11,4",82.3,7.6,20.4
200067023,CC COUTANCES MER ET BOCAGE,37980,34300,90.3,200067023.0,Coutances Mer et Bocage,19960.0,"2,8",50,"9,0","19,4",85.7,7.7,19.9
200067031,CC COTE OUEST CENTRE MANCHE,17440,15660,89.8,200067031.0,Côte Ouest Centre Manche,19040.0,"2,7",50,"10,0","21,6",85.2,7.3,26.4
200067049,CC SPELUNCA LIAMONE,5750,4670,81.2,200067049.0,Spelunca-Liamone,20410.0,"3,7",2A,"11,6","23,9",74.8,9.6,23.8
200067064,CC DECAZEVILLE COMMUNAUTE,14470,11970,82.7,200067064.0,Decazeville Communauté,18800.0,"2,8",12,"13,4","24,5",76.5,10.7,17.2
200067072,CC HAUT LEON COMMUNAUTE,25170,23280,92.5,200067072.0,Haut-Léon Communauté,20260.0,"2,7",29,"7,1","16,9",87.2,8.0,13.7
200067080,CC CHABLIS VILLAGES ET TERROIRS,11240,9930,88.3,200067080.0,"Chablis, Villages et Terroirs",21340.0,"3,2",89,"8,4","16,3",82.8,7.7,28.5
200067106,CA DU PAYS BASQUE,260050,226130,87.0,200067106.0,Le Pays Basque,21220.0,"3,2",64,"9,0","17,9",81.8,8.5,12.1
200067114,CA DE L AUXERROIS,54430,48030,88.2,200067114.0,L'Auxerrois,20860.0,"3,1",89,"12,9","22,2",81.9,9.4,21.8
200067122,CC COTEAUX ET PLAINES DU PAYS LAFRANÇAISAIN,8410,6920,82.3,200067122.0,Coteaux et Plaines du Pays Lafrançaisain,19660.0,"2,7",82,"10,1","21,5",74.4,8.3,29.7
200067130,CC DE PUISAYE FORTERRE,26000,22500,86.5,200067130.0,Puisaye-Forterre,19800.0,"2,9",89,"10,7","21,2",80.5,9.7,29.5
200067155,"CC SAINT AFFRICAIN, ROQUEFORT, SEPT VALLONS",10500,8740,83.2,200067155.0,"Saint Affricain, Roquefort, Sept Vallons",19720.0,"2,9",12,"11,5","22,0",77.3,8.6,16.6
200067163,"CC MONTS, RANCE ET ROUGIER",4830,4010,83.0,200067163.0,"Monts, Rance et Rougier",18290.0,"3,1",12,"11,9","25,6",78.1,7.1,17.1
200067171,"CC AUBRAC, CARLADEZ ET VIADENE",7690,6760,87.9,200067171.0,"Aubrac, Carladez et Viadène",19000.0,"3,0",12,"9,2","23,1",84.1,4.4,16.7
200067189,CC CREUSE SUD OUEST,10320,8680,84.1,200067189.0,Creuse Sud Ouest,18010.0,"3,1",23,"15,7","28,9",77.6,9.5,19.7
200067197,CC MONTS D ARREE COMMUNAUTE,5880,4800,81.6,200067197.0,Monts d'Arrée Communauté,18350.0,"2,9",29,"15,4","28,0",73.3,10.7,13.9
200067205,CA DU COTENTIN,137300,124960,91.0,200067205.0,Le Cotentin,20850.0,"2,8",50,"8,9","17,7",86.0,8.2,20.3
200067213,CU DU GRAND REIMS,219350,193390,88.2,200067213.0,Le Grand Reims,21120.0,"3,6",51,"14,9","23,9",82.3,10.3,23.9
200067221,CC CENTRE MORBIHAN COMMUNAUTE,32840,28940,88.1,200067221.0,Centre Morbihan Communauté,20060.0,"2,5",56,"7,4","17,4",81.9,7.0,24.8
200067239,CC DES LUYS EN BEARN,21620,19150,88.6,200067239.0,Les Luys en Béarn,22100.0,"2,8",64,"5,8","14,3",84.0,6.6,17.7
200067247,CC PLEYBEN CHATEAULIN PORZAY,17210,15340,89.1,200067247.0,Pleyben-Châteaulin-Porzay,20180.0,"2,6",29,"8,0","17,6",81.2,8.1,16.4
200067254,CA PAU BEARN PYRENEES,129450,111890,86.4,200067254.0,Pau Béarn Pyrénées,21450.0,"3,5",64,"13,4","22,1",80.9,10.2,13.4
200067262,CC DU HAUT BEARN,25470,21620,84.9,200067262.0,Le Haut-Béarn,20660.0,"2,9",64,"9,2","18,3",78.9,8.6,12.3
200067288,CC DU BEARN DES GAVES,14020,11940,85.2,200067288.0,Le Béarn des Gaves,19690.0,"2,9",64,"10,5","21,0",80.2,8.2,14.9
200067296,CC DU NORD EST BEARN,26550,23450,88.3,200067296.0,Le Nord Est Béarn,22330.0,"2,9",64,"5,8","13,4",83.6,6.5,17.5
200067304,CC SEREIN ET ARMANCE,18070,15840,87.7,200067304.0,Serein et Armance,19970.0,"2,7",89,"11,0","20,8",80.8,10.6,34.9
200067320,CC SERRE PONÇON VAL D AVANCE,5790,4580,79.1,200067320.0,Serre-Ponçon Val d'Avance,20200.0,"2,7",05,"8,5","18,8",71.5,8.9,28.9
200067346,CA PORNIC AGGLO PAYS DE RETZ,55280,49230,89.1,200067346.0,Pornic Agglo Pays de Retz,21860.0,"2,7",44,"5,0","12,2",84.3,7.4,18.0
200067361,CC GRAND FIGEAC,34170,28010,82.0,200067361.0,Grand-Figeac,20490.0,"3,0",46,"9,6","19,9",74.5,8.1,13.9
200067379,CC COTES DE CHAMPAGNE ET VAL DE SAULX,8850,7880,89.0,200067379.0,Côtes de Champagne et Val de Saulx,20000.0,"2,7",51,"8,8","19,0",82.6,9.3,40.7
200067429,CC HAUT NIVERNAIS VAL D YONNE,9090,7700,84.7,200067429.0,Haut Nivernais-Val d'Yonne,19030.0,"3,0",89,"14,8","26,0",79.2,10.1,26.4
200067437,CA PROVENCE ALPES AGGLOMERATION,38880,30160,77.6,200067437.0,Provence-Alpes-Agglomération,19950.0,"3,0",04,"12,9","23,7",68.8,10.1,24.7
200067445,CC BUECH DEVOLUY,7510,5980,79.6,200067445.0,Buëch-Dévoluy,19690.0,"2,9",05,"10,7","21,2",71.8,8.0,22.6
200067452,CC DU GUILLESTROIS ET DU QUEYRAS,6530,5200,79.6,200067452.0,Le Guillestrois et du Queyras,20040.0,"2,9",05,"7,1","17,2",68.6,4.4,19.4
200067460,CC LOUDEAC COMMUNAUTE BRETAGNE CENTRE,39440,34510,87.5,200067460.0,Loudéac Communauté - Bretagne Centre,19700.0,"2,6",22,"9,5","20,6",80.3,7.8,20.9
200067478,CC COMTAL LOT ET TRUYERE,15470,13590,87.8,200067478.0,Comtal Lot et Truyère,20710.0,"2,8",12,"6,7","17,1",82.5,5.2,16.1
200067486,CC BOUZONVILLOIS TROIS FRONTIERES,18330,15970,87.1,200067486.0,Bouzonvillois-Trois Frontières,22380.0,"3,4",57,"9,5","18,0",79.6,7.6,29.8
200067502,CA SAINT AVOLD SYNERGIE,41410,35140,84.9,200067502.0,Saint-Avold Synergie,19840.0,"3,1",57,"13,9","24,2",78.8,10.4,32.8
200067544,CC CREUSE CONFLUENCE,12830,11070,86.3,200067544.0,Creuse Confluence,18350.0,"2,9",23,"12,0","26,0",80.7,8.2,22.9
200067551,CA THONON AGGLOMERATION,68900,53570,77.8,200067551.0,Thonon Agglomération,26950.0,"4,6",74,"7,7","14,1",69.3,8.7,18.2
200067593,CC MARCHE ET COMBRAILLE EN AQUITAINE,10140,8620,85.0,200067593.0,Marche et Combraille en Aquitaine,17360.0,"3,0",23,"14,0","30,5",77.9,8.2,20.8
200067627,CC BILLOM COMMUNAUTE,20100,17730,88.2,200067627.0,Billom Communauté,22030.0,"2,6",63,"5,7","13,5",83.0,6.8,19.9
200067635,CA CLISSON SEVRE ET MAINE AGGLO,42920,38650,90.1,200067635.0,Clisson Sèvre et Maine Agglo,22280.0,"2,4",44,"5,0","10,0",84.8,5.7,14.2
200067643,"CC MEURTHE, MORTAGNE, MOSELLE",12640,11250,89.0,200067643.0,"Meurthe, Mortagne, Moselle",21050.0,"2,6",54,"6,7","15,7",83.5,8.2,33.5
200067650,CC HOUVE PAYS BOULAGEOIS,16840,14840,88.1,200067650.0,Houve-Pays Boulageois,21600.0,"2,7",57,"7,0","15,6",83.8,7.8,34.5
200067668,"CC DE LA CLERY, DU BETZ ET DE L OUANNE",15590,13070,83.8,200067668.0,"La Cléry, du Betz et de l'Ouanne",20640.0,"2,8",89,"9,6","19,1",77.0,11.3,35.1
200067676,CC CANAUX ET FORETS EN GATINAIS,20700,18020,87.1,200067676.0,Canaux et Forêts en Gâtinais,20420.0,"2,7",45,"9,1","18,9",81.2,9.3,31.9
200067684,"CA EPERNAY, COTEAUX ET PLAINE DE CHAMPAGNE",36640,32190,87.9,200067684.0,"Épernay, Coteaux et Plaine de Champagne",21700.0,"3,4",51,"10,1","18,8",82.3,9.2,28.6
200067692,CC TANNAY BRINON CORBIGNY,7580,6590,86.9,200067692.0,Tannay-Brinon-Corbigny,19200.0,"3,1",58,"12,3","23,0",81.7,9.4,23.3
200067700,CC SUD NIVERNAIS,15590,14000,89.8,200067700.0,Sud Nivernais,19580.0,"2,6",58,"11,5","22,1",83.8,9.3,26.7
200067742,CC SERRE PONÇON,13730,11070,80.6,200067742.0,Serre-Ponçon,20570.0,"2,9",05,"9,3","19,7",71.7,8.0,19.5
200067759,CC VALLEES ET PLATEAU D ARDENNE,18210,16010,87.9,200067759.0,Vallées et Plateau d'Ardenne,19280.0,"2,9",08,"13,3","25,0",83.0,11.7,38.7
200067767,CC DU ROYANS VERCORS,7440,6120,82.3,200067767.0,Le Royans-Vercors,19870.0,"2,7",26,"8,2","19,1",75.5,8.3,22.0
200067783,CC DE HANAU LA PETITE PIERRE,20540,17950,87.4,200067783.0,Hanau-La Petite Pierre,21800.0,"2,7",67,"6,4","14,2",83.0,7.3,33.6
200067791,CA PAYS FOIX VARILHES,26460,21780,82.3,200067791.0,Pays Foix-Varilhes,20620.0,"3,1",09,"11,4","21,7",75.5,9.7,19.5
200067817,CC SAONE BEAUJOLAIS,34090,30000,88.0,200067817.0,Saône-Beaujolais,21490.0,"2,7",69,"7,3","16,1",82.6,6.9,28.4
200067825,CA GAP TALLARD DURANCE,39600,32630,82.4,200067825.0,Gap-Tallard-Durance,20940.0,"3,1",05,"11,1","20,9",74.9,9.2,21.4
200067841,CC DE L ALSACE BOSSUE,18990,16590,87.4,200067841.0,L'Alsace Bossue,20670.0,"2,7",67,"8,0","17,7",81.7,8.2,36.1
200067866,CC SEVRE ET LOIRE,36650,33060,90.2,200067866.0,Sèvre et Loire,22000.0,"2,4",44,"5,0","10,5",84.6,5.8,16.7
200067874,CA DE HAGUENAU,76800,67410,87.8,200067874.0,Haguenau,22430.0,"3,0",67,"8,5","16,0",81.7,8.2,29.5
200067882,CC BAZOIS LOIRE MORVAN,11830,10510,88.8,200067882.0,Bazois Loire Morvan,18500.0,"3,0",58,"13,2","25,9",84.1,8.5,24.4
200067890,CC MORVAN SOMMETS ET GRANDS LACS,9050,7850,86.7,200067890.0,Morvan Sommets et Grands Lacs,18970.0,"3,2",58,"12,6","25,0",81.4,8.5,24.2
200067908,CC AMOGNES COUR DU NIVERNAIS,6490,5680,87.5,200067908.0,Amognes Cœur du Nivernais,20180.0,"2,7",58,"10,1","20,1",81.8,7.5,26.9
200067916,CC COUR DE LOIRE,19730,17210,87.2,200067916.0,Cœur de Loire,20040.0,"3,0",58,"11,5","21,3",81.0,9.7,29.2
200067924,CC DU CANTON D ERSTEIN,38060,33830,88.9,200067924.0,Le Canton d'Erstein,23260.0,"2,7",67,"5,8","12,4",83.2,6.8,30.4
200067932,CA GOLFE DU MORBIHAN VANNES AGGLOMERATION,142540,127640,89.5,200067932.0,Golfe du Morbihan - Vannes Agglomération,22380.0,"3,1",56,"7,8","15,1",84.2,8.7,14.0
200067940,CC COUSERANS PYRENEES,23880,17680,74.0,200067940.0,Couserans-Pyrénées,18650.0,"3,5",09,"18,4","30,1",63.9,12.0,16.2
200067957,CC HAUT CHEMIN PAYS DE PANGE,14840,13470,90.8,200067957.0,Haut Chemin-Pays de Pange,24730.0,"2,7",57,"5,0","8,7",86.1,5.7,26.1
200067965,CA DE LA REGION DE COMPIEGNE ET DE LA BASSE AUTOMNE,61680,52840,85.7,200067965.0,La Région de Compiègne et de la Basse Automne,21530.0,"3,5",60,"12,6","22,2",79.4,9.9,23.7
200067973,CC THELLOISE,44890,39140,87.2,200067973.0,Thelloise,23260.0,"2,6",60,"5,4","12,1",80.4,7.7,33.5
200067981,CA GUINGAMP PAIMPOL AGGLOMERATION DE L ARMOR A L ARGOAT,58090,51830,89.2,200067981.0,Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,19700.0,"2,9",22,"11,1","22,0",83.1,9.3,17.2
200067999,CA DU BEAUVAISIS,78880,68280,86.6,200067999.0,Le Beauvaisis,20180.0,"3,2",60,"15,8","25,9",78.6,11.9,30.6
200068005,CC DE L OISE PICARDE,15620,14000,89.6,200068005.0,L'Oise Picarde,20120.0,"2,7",60,"11,3","22,2",83.4,10.0,37.8
200068047,CA CREIL SUD OISE,59910,46770,78.1,200068047.0,Creil Sud Oise,16480.0,"3,2",60,"27,9","44,2",68.3,14.6,25.1
200068070,CC LOUE LISON,19090,16110,84.4,200068070.0,Loue-Lison,21640.0,"2,5",25,"5,0","13,5",78.3,6.8,22.7
200068088,CC LES BERTRANGES,15230,13510,88.7,200068088.0,Les Bertranges,20470.0,"2,8",58,"9,3","19,1",82.7,8.1,25.5
200068096,CC CHAMPSAUR VALGAUDEMAR,8970,7510,83.7,200068096.0,Champsaur-Valgaudemar,20040.0,"2,9",05,"7,9","19,4",76.5,6.1,22.6
200068104,CA DE LA PROVENCE VERTE,81910,62810,76.7,200068104.0,La Provence Verte,21160.0,"3,2",83,"10,6","19,9",67.5,10.3,34.5
200068112,CC DU PAYS DE SAVERNE,28850,25430,88.1,200068112.0,Le Pays de Saverne,22230.0,"2,9",67,"7,3","14,8",83.4,7.3,28.5
200068120,CA QUIMPER BRETAGNE OCCIDENTALE,78710,69960,88.9,200068120.0,Quimper Bretagne Occidentale,20960.0,"2,8",29,"9,6","18,3",80.0,9.2,11.9
200068146,CC SARREBOURG MOSELLE SUD,34400,30600,89.0,200068146.0,Sarrebourg Moselle Sud,20520.0,"2,8",57,"9,4","19,3",83.9,8.6,33.5
200068229,CC DES BARONNIES EN DROME PROVENÇALE,16680,12850,77.0,200068229.0,Les Baronnies en Drôme Provençale,18720.0,"3,6",26,"15,4","27,8",69.7,11.4,20.7
200068278,CC BERRY LOIRE PUISAYE,13440,11660,86.8,200068278.0,Berry Loire Puisaye,20250.0,"3,0",45,"10,9","20,9",81.0,11.0,29.2
200068294,CC DES DEUX VALLEES VERTES,11920,10200,85.6,200068294.0,Les Deux Vallées Vertes,20320.0,"2,6",25,"8,0","17,8",79.1,7.6,36.2
200068369,CC DE MIRECOURT DOMPAIRE,13910,12260,88.1,200068369.0,Mirecourt Dompaire,20290.0,"2,8",88,"10,3","19,9",82.0,8.5,28.2
200068377,CC DE LA PORTE DES VOSGES MERIDIONALES,22810,19950,87.5,200068377.0,La Porte des Vosges Méridionales,19680.0,"2,9",88,"11,8","22,4",81.2,10.6,25.8
200068435,CC COUR DU PERCHE,8420,7350,87.3,200068435.0,Cœur du Perche,20160.0,"2,9",61,"8,8","18,1",80.6,7.6,26.1
200068443,CC ANDAINE PASSAIS,10170,9220,90.7,200068443.0,Andaine - Passais,19320.0,"2,9",61,"9,3","19,5",85.8,7.9,21.6
200068450,CC ARGENTAN INTERCOM,25550,23180,90.7,200068450.0,Argentan Intercom,19580.0,"2,8",61,"12,6","23,1",85.4,9.4,23.3
200068468,CC DES PAYS DE L AIGLE,19230,16950,88.1,200068468.0,Les Pays de L'Aigle,19240.0,"3,0",61,"13,5","24,7",82.4,10.6,27.3
200068484,CC DES CAUSSES A L AUBRAC,11140,9770,87.7,200068484.0,Les Causses à l'Aubrac,19580.0,"2,8",12,"8,3","19,5",82.2,6.3,18.7
200068500,CA DE CAMBRAI,61790,54970,89.0,200068500.0,Cambrai,19360.0,"3,1",59,"14,5","25,7",82.7,13.3,33.4
200068534,CC TERROIR DE CAUX,28230,26200,92.8,200068534.0,Terroir de Caux,20740.0,"2,6",76,"6,6","15,8",87.8,7.4,32.7
200068542,CC LES BALCONS DU DAUPHINE,59160,50880,86.0,200068542.0,Les Balcons du Dauphiné,22550.0,"2,7",38,"5,2","12,6",80.2,7.4,32.3
200068559,CC DE L OUEST VOSGIEN,17590,15540,88.3,200068559.0,L'Ouest Vosgien,19170.0,"2,9",88,"12,7","23,4",81.9,10.2,30.4
200068567,CC LES VALS DU DAUPHINE,48690,41000,84.2,200068567.0,Les Vals du Dauphiné,21400.0,"2,8",38,"8,0","16,7",77.5,8.4,31.6
200068625,CC ALPES PROVENCE VERDON SOURCES DE LUMIERE,8270,6530,79.0,200068625.0,Alpes-Provence-Verdon - Sources de Lumière,18990.0,"3,2",04,"12,9","25,2",71.8,10.1,26.2
200068641,CA LE MURETAIN AGGLO,97840,82890,84.7,200068641.0,Le Muretain Agglo,22680.0,"2,9",31,"8,8","16,5",78.7,8.6,23.1
200068658,CA DE CHAUMONT,33310,29330,88.1,200068658.0,Chaumont,20650.0,"2,9",52,"10,9","19,9",83.0,8.5,26.9
200068666,CA DE SAINT DIZIER DER ET BLAISE,41020,35570,86.7,200068666.0,Saint-Dizier Der et Blaise,18830.0,"2,9",52,"15,3","26,9",79.8,11.5,40.3
200068674,CA GRAND LAC,62850,53360,84.9,200068674.0,Grand Lac,23710.0,"3,2",73,"6,3","13,2",79.1,7.2,20.6
200068682,CC TERRE D EAU,13770,11920,86.6,200068682.0,Terre d'Eau,20990.0,"2,8",88,"8,9","17,9",78.5,10.2,28.2
200068757,CA D EPINAL,86490,75180,86.9,200068757.0,Épinal,20060.0,"3,1",88,"13,6","23,4",80.6,11.0,27.4
200068765,CC DU SISTERONAIS BUECH,19670,15050,76.5,200068765.0,Le Sisteronais-Buëch,19230.0,"3,3",26,"14,2","26,2",68.9,10.4,23.9
200068773,CC DES VOSGES COTE SUD OUEST,8910,7520,84.4,200068773.0,Les Vosges côté Sud Ouest,19120.0,"2,8",88,"12,0","22,8",76.4,9.4,32.0
200068781,CA VALENCE ROMANS AGGLO,178130,149190,83.8,200068781.0,Valence Romans Agglo,20580.0,"3,2",26,"12,7","22,8",76.4,10.4,21.9
200068799,CC INTERCOM DE LA VIRE AU NOIREAU,35160,31410,89.3,200068799.0,Intercom de la Vire au Noireau,19330.0,"2,7",14,"11,1","21,7",83.6,8.8,23.7
200068807,CC DU BASSIN AUTERIVAIN HAUT GARONNAIS,25860,21920,84.8,200068807.0,Bassin Auterivain Haut-Garonnais,21820.0,"2,8",31,"7,7","16,5",77.9,8.1,25.3
200068815,CC COUR DE GARONNE,26880,22490,83.7,200068815.0,Cœur de Garonne,20950.0,"2,8",31,"9,3","19,3",76.9,9.8,26.8
200068831,CC PAYS SEGALI COMMUNAUTE,13970,12010,86.0,200068831.0,Pays Ségali Communauté,20450.0,"2,7",12,"7,3","18,0",80.3,5.4,15.8
200068856,CC DES HAUTS DU PERCHE,6210,5360,86.3,200068856.0,Les Hauts du Perche,19120.0,"2,9",61,"11,3","23,3",80.4,9.9,28.9
200068864,CC DE LA MOSSIG ET DU VIGNOBLE,19530,17440,89.3,200068864.0,La Mossig et du Vignoble,23630.0,"2,7",67,"5,0","10,2",84.5,5.7,29.2
200068872,CC EGUZON ARGENTON VALLEE DE LA CREUSE,15080,13230,87.7,200068872.0,Éguzon - Argenton - Vallée de la Creuse,19360.0,"2,8",36,"11,3","21,8",82.6,9.8,22.3
200068880,CC CHAMPAGNE BOISCHAUTS,7350,6520,88.7,200068880.0,Champagne Boischauts,20140.0,"2,6",36,"7,3","15,9",81.9,7.4,28.1
200068914,CC LA ROCHEFOUCAULD PORTE DU PERIGORD,16890,15050,89.1,200068914.0,La Rochefoucauld - Porte du Périgord,19740.0,"2,6",16,"8,6","19,7",83.0,9.0,22.6
200068922,CC DU CONFLUENT ET DES COTEAUX DE PRAYSSAS,14180,11760,82.9,200068922.0,Le Confluent et des Coteaux de Prayssas,18970.0,"3,2",47,"13,9","25,8",76.4,11.1,27.6
200068930,CC FUMEL VALLEE DU LOT,19220,15740,81.9,200068930.0,Fumel Vallée du Lot,18370.0,"2,9",47,"12,8","26,0",74.3,11.4,23.9
200068948,CC ALBRET COMMUNAUTE,20450,17640,86.3,200068948.0,Albret Communauté,19310.0,"3,0",47,"11,1","22,4",81.0,9.6,23.9
200068955,CC ANJOU LOIR ET SARTHE,20890,18870,90.3,200068955.0,Anjou Loir et Sarthe,20350.0,"2,4",49,"6,3","15,0",84.6,7.2,21.5
200068963,CC MAINE COUR DE SARTHE,16250,15120,93.0,200068963.0,Maine Cœur de Sarthe,21940.0,"2,5",72,"5,0","11,2",87.8,5.6,21.6
200068989,CA DINAN AGGLOMERATION,77840,68910,88.5,200068989.0,Dinan Agglomération,20740.0,"2,7",22,"7,1","16,4",81.7,8.1,17.8
200068997,CA ARLYSERE,47980,39340,82.0,200068997.0,Arlysère,21680.0,"2,9",73,"8,6","17,2",75.4,7.0,25.8
200069003,CC DU BARSEQUANAIS EN CHAMPAGNE,14050,12480,88.8,200069003.0,Le Barséquanais en Champagne,21020.0,"3,6",10,"8,9","17,6",83.8,8.5,33.0
200069029,CA DES DEUX BAIES EN MONTREUILLOIS,53660,49970,93.1,200069029.0,Les Deux Baies en Montreuillois,19890.0,"3,2",62,"10,8","21,1",89.0,10.3,26.0
200069037,CA DU PAYS DE SAINT OMER,76570,69110,90.3,200069037.0,Le Pays de Saint-Omer,18830.0,"2,9",62,"14,6","26,7",84.7,11.1,31.4
200069052,CA GRAND BELFORT,74770,62980,84.2,200069052.0,Grand Belfort,20890.0,"3,4",90,"14,6","24,1",76.9,11.1,24.3
200069060,CC DES VOSGES DU SUD,11610,9740,83.9,200069060.0,Les Vosges du Sud,22150.0,"2,7",90,"6,0","13,4",76.0,7.6,30.4
200069086,CC LEFF ARMOR COMMUNAUTE,24020,21670,90.2,200069086.0,Leff Armor Communauté,20310.0,"2,5",22,"6,9","16,4",84.6,8.1,19.1
200069094,CC ISLE ET CREMPSE EN PERIGORD,11470,9570,83.4,200069094.0,Isle et Crempse-en-Périgord,19100.0,"3,0",24,"12,7","24,0",76.4,9.7,23.2
200069102,CC RANDON MARGERIDE,3810,3320,87.1,200069102.0,Randon - Margeride,19610.0,"2,8",48,"8,7","20,3",80.8,4.4,21.9
200069110,CA DU GRAND CHAMBERY,107700,90940,84.4,200069110.0,Le Grand Chambéry,22460.0,"3,2",73,"10,3","18,5",78.3,8.5,17.6
200069128,CC MONT LOZERE,4170,3510,84.2,200069128.0,Mont Lozère,19010.0,"2,8",48,"10,6","23,7",77.2,7.7,20.1
200069136,CC DES CEVENNES AU MONT LOZERE,3750,2750,73.3,200069136.0,Les Cévennes au Mont Lozère,16590.0,"3,8",48,"22,7","39,3",66.4,11.5,15.2
200069144,CC DES HAUTES TERRES DE L AUBRAC,3770,3230,85.7,200069144.0,Les Hautes Terres de l'Aubrac,18410.0,"2,9",48,"10,0","22,8",79.8,6.2,23.0
200069151,CC GORGES CAUSSES CEVENNES,5330,4280,80.3,200069151.0,Gorges Causses Cévennes,18750.0,"3,0",48,"12,4","25,9",72.2,9.8,14.0
200069169,CC DOMES SANCY ARTENSE,9470,8390,88.6,200069169.0,Dômes Sancy Artense,20220.0,"2,9",63,"8,1","19,7",83.2,5.5,16.6
200069177,CC MOND ARVERNE COMMUNAUTE,32620,29420,90.2,200069177.0,Mond'Arverne Communauté,24090.0,"2,7",63,"5,0","9,4",86.1,5.6,15.5
200069185,CC DES TERRES D APCHER MARGERIDE AUBRAC,7760,6740,86.9,200069185.0,Les Terres d'Apcher-Margeride-Aubrac,19990.0,"2,7",48,"9,2","19,8",80.2,6.2,20.0
200069193,CC DE LA DOMBES,30110,26620,88.4,200069193.0,La Dombes,22920.0,"2,6",01,"5,0","11,6",82.6,6.2,30.4
200069227,CC PAYS FORT SANCERROIS VAL DE LOIRE,13890,12220,88.0,200069227.0,Pays Fort Sancerrois Val de Loire,20930.0,"3,2",18,"8,7","17,7",81.8,8.2,27.2
200069235,CC DU HAUT PAYS DU MONTREUILLOIS,11080,9990,90.2,200069235.0,Le Haut Pays du Montreuillois,18010.0,"2,9",62,"14,0","28,3",84.3,9.1,28.5
200069250,CA TROYES CHAMPAGNE METROPOLE,126890,109600,86.4,200069250.0,Troyes Champagne Métropole,19740.0,"3,3",10,"16,6","26,7",80.7,12.4,26.0
200069268,CC AUBRAC LOT CAUSSES TARN,5800,5030,86.7,200069268.0,Aubrac Lot Causses Tarn,20320.0,"2,7",48,"8,1","18,8",80.5,5.6,20.1
200069300,CA TARBES LOURDES PYRENEES,100110,84580,84.5,200069300.0,Tarbes-Lourdes-Pyrénées,19820.0,"3,0",65,"13,8","24,0",78.9,11.2,19.1
