dep,nb_crib,nb_pos,nb_C1,tx_C1,datetime
82,20.0,143.0,0.0,0.0,2021-06-11
34,255.0,590.0,0.0,0.0,2021-06-11
75,551.0,1887.0,31.0,11.07,2021-06-11
62,333.0,820.0,1.0,0.51,2021-06-11
28,33.0,210.0,0.0,0.0,2021-06-11
50,113.0,229.0,1.0,0.93,2021-06-11
95,388.0,1116.0,9.0,3.63,2021-06-11
74,53.0,418.0,1.0,3.23,2021-06-11
85,103.0,203.0,1.0,4.17,2021-06-11
80,135.0,272.0,7.0,5.69,2021-06-11
23,3.0,19.0,0.0,0.0,2021-06-11
973,357.0,1036.0,1.0,0.3,2021-06-11
38,194.0,575.0,3.0,3.33,2021-06-11
18,77.0,115.0,1.0,5.56,2021-06-11
91,435.0,949.0,25.0,7.89,2021-06-11
14,172.0,330.0,9.0,5.92,2021-06-11
971,35.0,198.0,0.0,0.0,2021-06-11
48,4.0,22.0,0.0,0.0,2021-06-11
43,68.0,137.0,1.0,25.0,2021-06-11
78,491.0,1004.0,9.0,2.52,2021-06-11
59,737.0,1821.0,15.0,2.84,2021-06-11
87,34.0,141.0,0.0,0.0,2021-06-11
15,24.0,67.0,2.0,20.0,2021-06-11
42,372.0,673.0,2.0,4.76,2021-06-11
86,113.0,132.0,0.0,0.0,2021-06-11
33,192.0,851.0,6.0,4.41,2021-06-11
46,8.0,63.0,0.0,0.0,2021-06-11
27,163.0,373.0,6.0,4.32,2021-06-11
40,23.0,263.0,13.0,72.22,2021-06-11
77,414.0,971.0,11.0,5.73,2021-06-11
02,130.0,257.0,1.0,1.69,2021-06-11
972,22.0,98.0,0.0,0.0,2021-06-11
976,0.0,30.0,0.0,0.0,2021-06-11
92,452.0,1179.0,14.0,8.97,2021-06-11
63,38.0,329.0,2.0,8.33,2021-06-11
49,205.0,364.0,0.0,0.0,2021-06-11
978,11.0,110.0,0.0,0.0,2021-06-11
03,45.0,171.0,1.0,2.27,2021-06-11
81,120.0,198.0,0.0,0.0,2021-06-11
17,101.0,145.0,7.0,7.61,2021-06-11
30,71.0,346.0,1.0,25.0,2021-06-11
44,241.0,682.0,2.0,1.65,2021-06-11
93,487.0,1713.0,18.0,6.79,2021-06-11
76,390.0,755.0,1.0,0.36,2021-06-11
32,34.0,90.0,3.0,13.04,2021-06-11
16,36.0,65.0,0.0,0.0,2021-06-11
37,78.0,275.0,3.0,5.0,2021-06-11
977,7.0,11.0,0.0,0.0,2021-06-11
94,409.0,1107.0,10.0,4.24,2021-06-11
06,116.0,294.0,2.0,12.5,2021-06-11
05,14.0,66.0,0.0,0.0,2021-06-11
07,67.0,116.0,1.0,9.09,2021-06-11
72,113.0,308.0,2.0,50.0,2021-06-11
01,63.0,252.0,1.0,3.7,2021-06-11
04,9.0,52.0,2.0,28.57,2021-06-11
61,83.0,168.0,0.0,0.0,2021-06-11
36,34.0,73.0,1.0,5.56,2021-06-11
12,33.0,123.0,0.0,0.0,2021-06-11
53,132.0,184.0,2.0,6.06,2021-06-11
79,104.0,127.0,1.0,2.5,2021-06-11
47,54.0,170.0,1.0,2.44,2021-06-11
69,773.0,1337.0,10.0,5.88,2021-06-11
19,63.0,145.0,0.0,0.0,2021-06-11
73,86.0,176.0,3.0,6.98,2021-06-11
31,303.0,800.0,2.0,3.17,2021-06-11
66,4.0,285.0,1.0,100.0,2021-06-11
41,24.0,91.0,0.0,0.0,2021-06-11
43,63.0,131.0,1.0,50.0,2021-06-12
90,2.0,66.0,0.0,0.0,2021-06-12
47,57.0,174.0,1.0,2.08,2021-06-12
81,119.0,192.0,0.0,0.0,2021-06-12
40,32.0,260.0,18.0,66.67,2021-06-12
82,20.0,130.0,0.0,0.0,2021-06-12
51,119.0,219.0,1.0,1.56,2021-06-12
95,396.0,1051.0,8.0,3.23,2021-06-12
63,39.0,313.0,2.0,8.0,2021-06-12
25,155.0,301.0,0.0,0.0,2021-06-12
94,394.0,1036.0,10.0,4.39,2021-06-12
67,411.0,713.0,36.0,29.03,2021-06-12
13,410.0,1405.0,14.0,7.82,2021-06-12
971,31.0,191.0,0.0,0.0,2021-06-12
01,62.0,253.0,1.0,3.85,2021-06-12
55,46.0,55.0,0.0,0.0,2021-06-12
16,33.0,54.0,0.0,0.0,2021-06-12
978,10.0,113.0,0.0,0.0,2021-06-12
03,48.0,162.0,1.0,2.13,2021-06-12
17,115.0,152.0,7.0,6.6,2021-06-12
76,374.0,708.0,1.0,0.37,2021-06-12
70,66.0,98.0,1.0,9.09,2021-06-12
977,6.0,10.0,0.0,0.0,2021-06-12
07,64.0,108.0,1.0,9.09,2021-06-12
19,62.0,131.0,0.0,0.0,2021-06-12
61,76.0,158.0,0.0,0.0,2021-06-12
57,414.0,477.0,0.0,0.0,2021-06-12
54,223.0,333.0,0.0,0.0,2021-06-12
976,0.0,29.0,0.0,0.0,2021-06-12
15,25.0,59.0,2.0,20.0,2021-06-12
23,3.0,17.0,0.0,0.0,2021-06-12
14,184.0,327.0,9.0,5.49,2021-06-12
33,196.0,803.0,12.0,8.28,2021-06-12
42,374.0,645.0,2.0,4.17,2021-06-12
972,22.0,96.0,0.0,0.0,2021-06-12
52,38.0,49.0,0.0,0.0,2021-06-12
27,155.0,351.0,6.0,4.41,2021-06-12
89,129.0,202.0,0.0,0.0,2021-06-12
38,215.0,572.0,3.0,3.12,2021-06-12
69,796.0,1277.0,12.0,7.14,2021-06-12
26,69.0,144.0,0.0,0.0,2021-06-12
39,110.0,169.0,3.0,20.0,2021-06-12
71,123.0,255.0,1.0,1.19,2021-06-12
974,572.0,1361.0,0.0,0.0,2021-06-12
50,123.0,219.0,1.0,0.89,2021-06-12
973,354.0,1071.0,1.0,0.31,2021-06-12
24,29.0,105.0,0.0,0.0,2021-06-12
93,470.0,1538.0,17.0,6.54,2021-06-12
34,264.0,565.0,0.0,0.0,2021-06-12
04,9.0,47.0,2.0,33.33,2021-06-12
78,468.0,922.0,10.0,2.82,2021-06-12
59,692.0,1685.0,15.0,2.94,2021-06-12
87,39.0,135.0,0.0,0.0,2021-06-12
37,73.0,254.0,3.0,5.56,2021-06-12
05,13.0,59.0,0.0,0.0,2021-06-12
46,8.0,58.0,0.0,0.0,2021-06-12
29,255.0,427.0,2.0,1.47,2021-06-12
77,409.0,906.0,11.0,5.88,2021-06-12
58,38.0,56.0,1.0,3.85,2021-06-12
60,232.0,424.0,0.0,0.0,2021-06-12
18,81.0,121.0,1.0,4.55,2021-06-12
53,122.0,160.0,2.0,6.9,2021-06-12
48,4.0,19.0,0.0,0.0,2021-06-12
83,235.0,475.0,1.0,1.32,2021-06-12
31,300.0,765.0,2.0,2.6,2021-06-12
68,261.0,453.0,4.0,40.0,2021-06-12
09,9.0,43.0,0.0,0.0,2021-06-12
2A,11.0,37.0,0.0,0.0,2021-06-12
84,22.0,208.0,2.0,9.52,2021-06-12
75,534.0,1791.0,32.0,11.43,2021-06-12
62,291.0,737.0,3.0,1.69,2021-06-12
28,36.0,192.0,0.0,0.0,2021-06-12
85,107.0,189.0,1.0,3.57,2021-06-12
80,119.0,250.0,7.0,6.54,2021-06-12
35,281.0,499.0,0.0,0.0,2021-06-12
32,35.0,84.0,3.0,13.04,2021-06-12
72,136.0,281.0,2.0,66.67,2021-06-12
11,58.0,118.0,0.0,0.0,2021-06-12
08,94.0,132.0,1.0,1.16,2021-06-12
36,31.0,60.0,1.0,5.88,2021-06-12
92,445.0,1123.0,14.0,8.7,2021-06-12
10,38.0,67.0,0.0,0.0,2021-06-12
73,91.0,177.0,3.0,6.38,2021-06-12
12,37.0,107.0,0.0,0.0,2021-06-12
79,95.0,116.0,6.0,12.77,2021-06-12
30,69.0,316.0,1.0,9.09,2021-06-12
74,57.0,393.0,2.0,5.71,2021-06-12
41,26.0,89.0,0.0,0.0,2021-06-12
06,112.0,278.0,2.0,12.5,2021-06-12
65,32.0,80.0,1.0,3.85,2021-06-12
45,125.0,538.0,7.0,25.93,2021-06-12
22,53.0,197.0,0.0,0.0,2021-06-12
91,426.0,902.0,26.0,8.2,2021-06-12
02,115.0,224.0,1.0,1.61,2021-06-12
88,77.0,166.0,0.0,0.0,2021-06-12
56,177.0,285.0,0.0,0.0,2021-06-12
2B,7.0,30.0,0.0,0.0,2021-06-12
49,202.0,332.0,0.0,0.0,2021-06-12
21,251.0,364.0,0.0,0.0,2021-06-12
86,101.0,117.0,0.0,0.0,2021-06-12
44,251.0,630.0,3.0,2.44,2021-06-12
64,56.0,494.0,2.0,3.77,2021-06-12
66,4.0,271.0,1.0,100.0,2021-06-12
36,31.0,58.0,1.0,5.88,2021-06-13
39,108.0,165.0,3.0,20.0,2021-06-13
12,38.0,109.0,0.0,0.0,2021-06-13
57,409.0,473.0,0.0,0.0,2021-06-13
76,367.0,692.0,1.0,0.37,2021-06-13
16,32.0,53.0,0.0,0.0,2021-06-13
41,25.0,83.0,0.0,0.0,2021-06-13
61,76.0,157.0,1.0,2.78,2021-06-13
19,61.0,128.0,0.0,0.0,2021-06-13
45,109.0,529.0,7.0,25.0,2021-06-13
11,57.0,116.0,0.0,0.0,2021-06-13
17,113.0,147.0,7.0,6.73,2021-06-13
30,69.0,310.0,1.0,8.33,2021-06-13
31,294.0,743.0,4.0,4.65,2021-06-13
37,74.0,257.0,3.0,5.45,2021-06-13
68,261.0,445.0,4.0,33.33,2021-06-13
23,3.0,17.0,0.0,0.0,2021-06-13
21,248.0,359.0,0.0,0.0,2021-06-13
64,57.0,490.0,2.0,3.7,2021-06-13
66,5.0,269.0,1.0,50.0,2021-06-13
81,118.0,192.0,0.0,0.0,2021-06-13
47,57.0,172.0,1.0,2.08,2021-06-13
79,95.0,116.0,6.0,12.77,2021-06-13
65,32.0,79.0,1.0,3.85,2021-06-13
82,20.0,129.0,0.0,0.0,2021-06-13
40,32.0,261.0,18.0,66.67,2021-06-13
88,77.0,165.0,0.0,0.0,2021-06-13
2B,7.0,30.0,0.0,0.0,2021-06-13
25,158.0,307.0,0.0,0.0,2021-06-13
67,414.0,715.0,38.0,30.4,2021-06-13
86,102.0,116.0,0.0,0.0,2021-06-13
48,4.0,16.0,0.0,0.0,2021-06-13
14,181.0,310.0,8.0,5.03,2021-06-13
33,196.0,805.0,12.0,8.28,2021-06-13
87,40.0,134.0,0.0,0.0,2021-06-13
46,8.0,59.0,0.0,0.0,2021-06-13
18,81.0,122.0,1.0,4.55,2021-06-13
34,264.0,568.0,0.0,0.0,2021-06-13
27,153.0,348.0,6.0,4.41,2021-06-13
24,29.0,105.0,0.0,0.0,2021-06-13
09,9.0,43.0,0.0,0.0,2021-06-13
2A,11.0,36.0,0.0,0.0,2021-06-13
28,34.0,188.0,0.0,0.0,2021-06-13
50,122.0,216.0,1.0,0.9,2021-06-13
32,34.0,80.0,3.0,13.04,2021-06-13
58,38.0,57.0,1.0,3.85,2021-06-13
89,126.0,195.0,0.0,0.0,2021-06-13
15,25.0,58.0,2.0,20.0,2021-06-13
83,235.0,471.0,1.0,1.32,2021-06-13
07,64.0,107.0,1.0,9.09,2021-06-13
73,92.0,175.0,3.0,6.25,2021-06-13
35,279.0,489.0,0.0,0.0,2021-06-13
84,22.0,207.0,2.0,9.52,2021-06-13
93,463.0,1516.0,18.0,6.95,2021-06-13
29,257.0,432.0,2.0,1.44,2021-06-13
08,97.0,134.0,1.0,1.12,2021-06-13
973,354.0,1077.0,1.0,0.31,2021-06-13
38,209.0,564.0,3.0,3.3,2021-06-13
69,786.0,1257.0,12.0,7.27,2021-06-13
94,385.0,1017.0,10.0,4.48,2021-06-13
22,55.0,198.0,0.0,0.0,2021-06-13
10,38.0,67.0,0.0,0.0,2021-06-13
63,41.0,314.0,3.0,11.11,2021-06-13
90,2.0,67.0,0.0,0.0,2021-06-13
51,119.0,221.0,1.0,1.56,2021-06-13
95,392.0,1048.0,8.0,3.24,2021-06-13
03,49.0,161.0,1.0,2.08,2021-06-13
56,176.0,282.0,0.0,0.0,2021-06-13
92,426.0,1093.0,12.0,7.84,2021-06-13
74,60.0,384.0,3.0,7.89,2021-06-13
13,412.0,1368.0,15.0,8.2,2021-06-13
75,527.0,1755.0,31.0,11.11,2021-06-13
62,290.0,733.0,3.0,1.69,2021-06-13
60,230.0,420.0,0.0,0.0,2021-06-13
77,408.0,893.0,11.0,5.82,2021-06-13
85,110.0,191.0,1.0,3.23,2021-06-13
80,120.0,250.0,7.0,6.48,2021-06-13
974,583.0,1338.0,0.0,0.0,2021-06-13
26,69.0,147.0,0.0,0.0,2021-06-13
72,138.0,269.0,2.0,100.0,2021-06-13
978,10.0,112.0,0.0,0.0,2021-06-13
04,9.0,46.0,2.0,28.57,2021-06-13
78,467.0,915.0,8.0,2.26,2021-06-13
976,0.0,31.0,0.0,0.0,2021-06-13
53,121.0,154.0,2.0,6.9,2021-06-13
05,12.0,59.0,0.0,0.0,2021-06-13
02,116.0,223.0,1.0,1.59,2021-06-13
49,203.0,327.0,0.0,0.0,2021-06-13
06,113.0,279.0,2.0,11.76,2021-06-13
91,421.0,890.0,26.0,8.25,2021-06-13
44,265.0,611.0,3.0,2.38,2021-06-13
59,661.0,1631.0,17.0,3.48,2021-06-13
52,38.0,48.0,0.0,0.0,2021-06-13
977,6.0,12.0,0.0,0.0,2021-06-13
01,61.0,253.0,1.0,4.0,2021-06-13
54,223.0,333.0,0.0,0.0,2021-06-13
70,67.0,98.0,1.0,9.09,2021-06-13
55,46.0,54.0,0.0,0.0,2021-06-13
43,64.0,131.0,1.0,33.33,2021-06-13
971,27.0,185.0,0.0,0.0,2021-06-13
42,367.0,624.0,2.0,4.55,2021-06-13
972,22.0,97.0,0.0,0.0,2021-06-13
71,111.0,241.0,1.0,1.3,2021-06-13
57,338.0,396.0,0.0,0.0,2021-06-14
50,101.0,176.0,2.0,2.13,2021-06-14
23,3.0,11.0,0.0,0.0,2021-06-14
64,110.0,463.0,12.0,11.11,2021-06-14
52,30.0,37.0,1.0,20.0,2021-06-14
77,357.0,784.0,9.0,5.45,2021-06-14
27,139.0,294.0,9.0,7.76,2021-06-14
05,8.0,40.0,0.0,0.0,2021-06-14
29,233.0,379.0,3.0,2.16,2021-06-14
43,54.0,112.0,1.0,11.11,2021-06-14
973,436.0,1067.0,2.0,0.5,2021-06-14
14,156.0,264.0,7.0,5.38,2021-06-14
08,87.0,117.0,1.0,1.23,2021-06-14
53,107.0,139.0,2.0,5.13,2021-06-14
39,98.0,146.0,6.0,23.08,2021-06-14
49,195.0,285.0,2.0,4.44,2021-06-14
2B,8.0,24.0,0.0,0.0,2021-06-14
19,57.0,94.0,0.0,0.0,2021-06-14
62,242.0,602.0,4.0,2.38,2021-06-14
46,11.0,42.0,0.0,0.0,2021-06-14
69,711.0,1117.0,13.0,7.56,2021-06-14
76,324.0,600.0,1.0,0.4,2021-06-14
48,3.0,14.0,0.0,0.0,2021-06-14
37,74.0,227.0,2.0,3.45,2021-06-14
09,13.0,41.0,0.0,0.0,2021-06-14
79,70.0,88.0,7.0,17.07,2021-06-14
54,197.0,298.0,0.0,0.0,2021-06-14
30,71.0,246.0,1.0,3.03,2021-06-14
01,80.0,218.0,5.0,11.11,2021-06-14
977,5.0,11.0,0.0,0.0,2021-06-14
73,77.0,144.0,3.0,6.82,2021-06-14
45,89.0,437.0,7.0,17.07,2021-06-14
86,84.0,97.0,2.0,10.53,2021-06-14
83,215.0,407.0,1.0,1.47,2021-06-14
16,29.0,45.0,1.0,4.76,2021-06-14
35,260.0,428.0,1.0,0.84,2021-06-14
02,95.0,179.0,1.0,1.59,2021-06-14
971,31.0,175.0,0.0,0.0,2021-06-14
84,28.0,172.0,1.0,4.0,2021-06-14
2A,10.0,29.0,0.0,0.0,2021-06-14
61,70.0,150.0,2.0,4.35,2021-06-14
11,60.0,104.0,0.0,0.0,2021-06-14
93,420.0,1359.0,20.0,8.66,2021-06-14
92,371.0,970.0,15.0,9.55,2021-06-14
56,166.0,240.0,0.0,0.0,2021-06-14
33,253.0,749.0,21.0,10.14,2021-06-14
06,118.0,244.0,4.0,16.67,2021-06-14
60,186.0,341.0,0.0,0.0,2021-06-14
32,37.0,76.0,3.0,12.0,2021-06-14
66,28.0,223.0,1.0,4.0,2021-06-14
85,94.0,165.0,2.0,5.71,2021-06-14
07,60.0,94.0,1.0,5.56,2021-06-14
04,10.0,37.0,1.0,12.5,2021-06-14
90,9.0,68.0,0.0,0.0,2021-06-14
40,56.0,240.0,27.0,54.0,2021-06-14
55,40.0,49.0,0.0,0.0,2021-06-14
51,97.0,192.0,2.0,3.33,2021-06-14
72,148.0,233.0,2.0,100.0,2021-06-14
12,54.0,103.0,0.0,0.0,2021-06-14
95,331.0,936.0,11.0,4.78,2021-06-14
03,44.0,139.0,1.0,2.33,2021-06-14
87,49.0,124.0,0.0,0.0,2021-06-14
41,25.0,77.0,0.0,0.0,2021-06-14
25,136.0,255.0,1.0,5.56,2021-06-14
65,34.0,73.0,0.0,0.0,2021-06-14
974,588.0,1290.0,0.0,0.0,2021-06-14
978,11.0,95.0,0.0,0.0,2021-06-14
74,85.0,326.0,10.0,17.24,2021-06-14
82,21.0,96.0,0.0,0.0,2021-06-14
80,118.0,242.0,13.0,11.71,2021-06-14
18,57.0,90.0,1.0,4.55,2021-06-14
58,33.0,48.0,1.0,4.76,2021-06-14
67,402.0,602.0,40.0,23.26,2021-06-14
89,98.0,160.0,0.0,0.0,2021-06-14
972,28.0,107.0,0.0,0.0,2021-06-14
63,67.0,274.0,3.0,5.56,2021-06-14
71,104.0,205.0,0.0,0.0,2021-06-14
68,236.0,409.0,7.0,14.0,2021-06-14
38,229.0,498.0,10.0,8.33,2021-06-14
88,62.0,149.0,1.0,5.88,2021-06-14
94,332.0,939.0,10.0,5.0,2021-06-14
976,0.0,28.0,0.0,0.0,2021-06-14
91,382.0,822.0,30.0,10.99,2021-06-14
81,94.0,167.0,0.0,0.0,2021-06-14
78,395.0,811.0,15.0,4.89,2021-06-14
70,57.0,78.0,1.0,7.14,2021-06-14
22,66.0,168.0,0.0,0.0,2021-06-14
31,304.0,691.0,9.0,6.34,2021-06-14
13,396.0,1210.0,19.0,8.6,2021-06-14
10,27.0,61.0,0.0,0.0,2021-06-14
59,605.0,1416.0,14.0,2.93,2021-06-14
36,22.0,43.0,1.0,8.33,2021-06-14
24,26.0,82.0,1.0,11.11,2021-06-14
75,462.0,1559.0,38.0,14.45,2021-06-14
15,40.0,69.0,8.0,28.57,2021-06-14
21,220.0,310.0,1.0,3.45,2021-06-14
42,329.0,534.0,2.0,4.26,2021-06-14
44,284.0,516.0,1.0,0.72,2021-06-14
47,60.0,169.0,0.0,0.0,2021-06-14
26,65.0,112.0,1.0,4.55,2021-06-14
17,105.0,135.0,5.0,5.15,2021-06-14
28,35.0,166.0,0.0,0.0,2021-06-14
34,209.0,491.0,1.0,1.45,2021-06-14
973,433.0,1048.0,1.0,0.25,2021-06-15
41,19.0,68.0,0.0,0.0,2021-06-15
06,124.0,250.0,4.0,13.79,2021-06-15
91,336.0,722.0,26.0,10.61,2021-06-15
58,26.0,39.0,1.0,6.25,2021-06-15
52,27.0,36.0,1.0,16.67,2021-06-15
02,76.0,147.0,0.0,0.0,2021-06-15
80,106.0,220.0,11.0,10.68,2021-06-15
974,587.0,1300.0,0.0,0.0,2021-06-15
42,293.0,485.0,2.0,3.45,2021-06-15
87,46.0,111.0,0.0,0.0,2021-06-15
55,40.0,48.0,0.0,0.0,2021-06-15
72,149.0,207.0,2.0,25.0,2021-06-15
04,11.0,34.0,0.0,0.0,2021-06-15
36,14.0,37.0,1.0,12.5,2021-06-15
46,13.0,41.0,0.0,0.0,2021-06-15
15,40.0,60.0,8.0,27.59,2021-06-15
59,607.0,1319.0,12.0,2.36,2021-06-15
31,334.0,663.0,10.0,5.1,2021-06-15
70,53.0,68.0,1.0,5.88,2021-06-15
976,0.0,32.0,0.0,0.0,2021-06-15
78,358.0,767.0,19.0,6.64,2021-06-15
53,104.0,131.0,2.0,4.55,2021-06-15
05,6.0,33.0,0.0,0.0,2021-06-15
26,63.0,101.0,2.0,6.9,2021-06-15
37,57.0,179.0,2.0,4.44,2021-06-15
48,0.0,8.0,0.0,0.0,2021-06-15
77,325.0,732.0,6.0,4.0,2021-06-15
86,68.0,82.0,2.0,8.33,2021-06-15
28,38.0,137.0,0.0,0.0,2021-06-15
30,70.0,237.0,2.0,4.35,2021-06-15
61,82.0,157.0,4.0,7.84,2021-06-15
49,166.0,229.0,2.0,4.08,2021-06-15
33,303.0,717.0,30.0,11.86,2021-06-15
57,300.0,359.0,0.0,0.0,2021-06-15
19,47.0,77.0,1.0,5.56,2021-06-15
2B,9.0,25.0,0.0,0.0,2021-06-15
69,637.0,984.0,17.0,8.54,2021-06-15
76,279.0,542.0,2.0,0.91,2021-06-15
88,70.0,150.0,1.0,3.33,2021-06-15
94,306.0,866.0,10.0,5.62,2021-06-15
16,31.0,42.0,1.0,4.55,2021-06-15
81,89.0,157.0,0.0,0.0,2021-06-15
22,67.0,153.0,0.0,0.0,2021-06-15
71,97.0,177.0,0.0,0.0,2021-06-15
43,48.0,94.0,1.0,6.25,2021-06-15
10,24.0,52.0,1.0,6.25,2021-06-15
38,227.0,431.0,13.0,9.92,2021-06-15
75,467.0,1522.0,51.0,19.62,2021-06-15
21,204.0,287.0,2.0,4.88,2021-06-15
47,54.0,159.0,0.0,0.0,2021-06-15
17,92.0,115.0,5.0,5.75,2021-06-15
03,47.0,136.0,1.0,2.22,2021-06-15
67,372.0,558.0,45.0,25.86,2021-06-15
82,28.0,89.0,0.0,0.0,2021-06-15
978,7.0,83.0,0.0,0.0,2021-06-15
972,36.0,110.0,1.0,4.55,2021-06-15
25,130.0,235.0,3.0,8.82,2021-06-15
89,92.0,144.0,0.0,0.0,2021-06-15
74,100.0,270.0,16.0,23.53,2021-06-15
95,304.0,850.0,12.0,5.71,2021-06-15
51,81.0,173.0,3.0,5.56,2021-06-15
40,73.0,232.0,41.0,56.94,2021-06-15
90,15.0,57.0,1.0,7.14,2021-06-15
34,181.0,454.0,2.0,2.35,2021-06-15
68,226.0,402.0,8.0,10.13,2021-06-15
63,77.0,250.0,4.0,5.88,2021-06-15
50,97.0,155.0,3.0,3.33,2021-06-15
39,86.0,115.0,7.0,23.33,2021-06-15
08,83.0,104.0,1.0,1.28,2021-06-15
83,205.0,380.0,1.0,1.37,2021-06-15
23,2.0,7.0,0.0,0.0,2021-06-15
11,51.0,90.0,0.0,0.0,2021-06-15
92,327.0,891.0,15.0,9.93,2021-06-15
07,53.0,83.0,1.0,4.35,2021-06-15
45,85.0,377.0,6.0,12.77,2021-06-15
56,156.0,228.0,0.0,0.0,2021-06-15
29,208.0,345.0,4.0,2.92,2021-06-15
79,65.0,84.0,8.0,17.78,2021-06-15
13,387.0,1103.0,25.0,10.08,2021-06-15
54,178.0,272.0,1.0,1.75,2021-06-15
44,264.0,452.0,1.0,0.76,2021-06-15
85,87.0,143.0,3.0,7.5,2021-06-15
12,70.0,94.0,0.0,0.0,2021-06-15
65,41.0,74.0,0.0,0.0,2021-06-15
24,23.0,65.0,1.0,7.69,2021-06-15
14,143.0,245.0,7.0,5.93,2021-06-15
32,32.0,65.0,1.0,4.76,2021-06-15
971,32.0,151.0,0.0,0.0,2021-06-15
18,51.0,82.0,1.0,5.0,2021-06-15
01,87.0,190.0,6.0,12.0,2021-06-15
62,208.0,510.0,4.0,2.48,2021-06-15
35,243.0,368.0,2.0,1.77,2021-06-15
2A,13.0,27.0,0.0,0.0,2021-06-15
977,2.0,6.0,0.0,0.0,2021-06-15
66,48.0,202.0,2.0,4.55,2021-06-15
93,361.0,1275.0,29.0,13.68,2021-06-15
60,170.0,304.0,0.0,0.0,2021-06-15
73,59.0,110.0,1.0,2.5,2021-06-15
09,10.0,31.0,0.0,0.0,2021-06-15
64,125.0,419.0,15.0,12.4,2021-06-15
84,29.0,143.0,1.0,3.85,2021-06-15
27,112.0,236.0,9.0,9.89,2021-06-15
50,91.0,141.0,3.0,3.7,2021-06-16
46,14.0,39.0,0.0,0.0,2021-06-16
77,288.0,685.0,8.0,5.26,2021-06-16
14,137.0,226.0,5.0,4.59,2021-06-16
75,446.0,1418.0,52.0,19.55,2021-06-16
974,565.0,1291.0,0.0,0.0,2021-06-16
79,58.0,76.0,8.0,18.18,2021-06-16
59,576.0,1226.0,14.0,2.69,2021-06-16
82,35.0,89.0,0.0,0.0,2021-06-16
972,42.0,110.0,1.0,3.12,2021-06-16
95,285.0,780.0,14.0,6.8,2021-06-16
40,92.0,242.0,57.0,62.64,2021-06-16
43,45.0,84.0,0.0,0.0,2021-06-16
63,91.0,228.0,4.0,4.88,2021-06-16
47,49.0,142.0,0.0,0.0,2021-06-16
38,215.0,375.0,18.0,13.95,2021-06-16
81,91.0,155.0,1.0,1.39,2021-06-16
94,298.0,824.0,11.0,6.29,2021-06-16
69,599.0,916.0,24.0,10.48,2021-06-16
93,327.0,1164.0,31.0,15.74,2021-06-16
64,142.0,376.0,18.0,13.04,2021-06-16
27,100.0,215.0,4.0,5.19,2021-06-16
66,64.0,195.0,2.0,3.33,2021-06-16
73,53.0,102.0,0.0,0.0,2021-06-16
971,29.0,146.0,0.0,0.0,2021-06-16
92,288.0,800.0,16.0,10.46,2021-06-16
24,29.0,64.0,1.0,4.76,2021-06-16
65,39.0,65.0,0.0,0.0,2021-06-16
74,96.0,215.0,16.0,22.22,2021-06-16
973,411.0,1015.0,1.0,0.26,2021-06-16
91,307.0,695.0,26.0,11.45,2021-06-16
02,70.0,126.0,0.0,0.0,2021-06-16
86,63.0,76.0,3.0,9.68,2021-06-16
48,0.0,7.0,0.0,0.0,2021-06-16
26,58.0,88.0,2.0,6.45,2021-06-16
42,269.0,442.0,4.0,4.88,2021-06-16
78,335.0,728.0,20.0,7.41,2021-06-16
87,48.0,99.0,0.0,0.0,2021-06-16
18,48.0,73.0,0.0,0.0,2021-06-16
60,154.0,282.0,1.0,1.35,2021-06-16
84,37.0,123.0,0.0,0.0,2021-06-16
12,72.0,95.0,0.0,0.0,2021-06-16
03,48.0,117.0,0.0,0.0,2021-06-16
53,93.0,117.0,0.0,0.0,2021-06-16
05,7.0,26.0,0.0,0.0,2021-06-16
67,342.0,519.0,48.0,28.07,2021-06-16
11,44.0,79.0,0.0,0.0,2021-06-16
978,10.0,76.0,0.0,0.0,2021-06-16
976,0.0,29.0,0.0,0.0,2021-06-16
37,47.0,159.0,1.0,2.56,2021-06-16
88,57.0,131.0,2.0,7.41,2021-06-16
25,116.0,206.0,3.0,7.14,2021-06-16
07,56.0,87.0,1.0,3.33,2021-06-16
76,237.0,477.0,4.0,2.02,2021-06-16
89,90.0,131.0,0.0,0.0,2021-06-16
09,9.0,31.0,0.0,0.0,2021-06-16
45,99.0,335.0,6.0,11.32,2021-06-16
51,71.0,178.0,4.0,6.9,2021-06-16
19,49.0,79.0,1.0,4.35,2021-06-16
13,369.0,1009.0,26.0,9.7,2021-06-16
10,22.0,41.0,2.0,11.11,2021-06-16
17,78.0,99.0,3.0,4.05,2021-06-16
41,22.0,66.0,0.0,0.0,2021-06-16
21,187.0,264.0,2.0,4.55,2021-06-16
04,13.0,34.0,0.0,0.0,2021-06-16
22,72.0,144.0,0.0,0.0,2021-06-16
06,126.0,245.0,6.0,16.22,2021-06-16
49,152.0,200.0,2.0,3.17,2021-06-16
56,161.0,225.0,0.0,0.0,2021-06-16
61,72.0,145.0,4.0,9.52,2021-06-16
30,63.0,192.0,2.0,3.77,2021-06-16
90,24.0,64.0,1.0,4.35,2021-06-16
68,218.0,371.0,6.0,5.94,2021-06-16
31,360.0,636.0,10.0,4.08,2021-06-16
52,19.0,28.0,1.0,25.0,2021-06-16
33,344.0,663.0,36.0,11.96,2021-06-16
16,33.0,42.0,1.0,4.35,2021-06-16
