dep,datetime,hosp_pour_100k,rea_pour_100k,tx_incidence,tx_positivite,taux_occupation_sae
65,2020-09-01,3.1,0.0,,,
66,2020-09-01,1.1,0.2,,,
67,2020-09-01,8.3,0.4,,,
73,2020-09-01,1.4,0.0,,,
69,2020-09-01,6.7,1.1,,,
70,2020-09-01,0.0,0.0,,,
71,2020-09-01,0.7,0.4,,,
72,2020-09-01,5.5,0.2,,,
68,2020-09-01,15.2,0.5,,,
64,2020-09-01,1.0,0.1,,,
58,2020-09-01,0.5,0.0,,,
62,2020-09-01,6.1,0.7,,,
61,2020-09-01,3.9,0.4,,,
60,2020-09-01,14.4,0.1,,,
59,2020-09-01,5.3,0.5,,,
57,2020-09-01,8.6,0.3,,,
56,2020-09-01,2.0,0.0,,,
55,2020-09-01,1.1,0.0,,,
54,2020-09-01,6.1,0.0,,,
53,2020-09-01,3.3,0.3,,,
74,2020-09-01,3.5,0.1,,,
52,2020-09-01,4.0,0.0,,,
63,2020-09-01,3.4,0.0,,,
75,2020-09-01,13.4,1.9,,,
87,2020-09-01,1.1,0.3,,,
77,2020-09-01,10.3,1.1,,,
51,2020-09-01,8.4,0.7,,,
974,2020-09-01,8.2,1.6,,,
973,2020-09-01,32.8,4.1,,,
972,2020-09-01,3.8,0.8,,,
971,2020-09-01,5.9,2.6,,,
95,2020-09-01,17.7,1.0,,,
94,2020-09-01,21.4,1.3,,,
93,2020-09-01,23.7,1.5,,,
92,2020-09-01,30.8,1.7,,,
91,2020-09-01,16.7,1.1,,,
76,2020-09-01,2.3,0.1,,,
90,2020-09-01,2.1,0.7,,,
88,2020-09-01,4.1,0.0,,,
86,2020-09-01,0.2,0.0,,,
85,2020-09-01,0.9,0.0,,,
84,2020-09-01,3.2,0.9,,,
83,2020-09-01,4.7,0.3,,,
82,2020-09-01,1.5,0.4,,,
81,2020-09-01,1.8,0.3,,,
80,2020-09-01,7.2,0.5,,,
79,2020-09-01,0.3,0.0,,,
78,2020-09-01,16.0,1.0,,,
89,2020-09-01,1.5,0.3,,,
976,2020-09-01,2.3,0.8,,,
50,2020-09-01,1.6,0.0,,,
48,2020-09-01,1.3,0.0,,,
23,2020-09-01,0.0,0.0,,,
22,2020-09-01,1.0,0.0,,,
21,2020-09-01,0.9,0.2,,,
19,2020-09-01,0.8,0.0,,,
18,2020-09-01,0.0,0.0,,,
17,2020-09-01,0.6,0.2,,,
16,2020-09-01,0.3,0.0,,,
15,2020-09-01,2.1,0.7,13.3,1.32,6.4
14,2020-09-01,0.1,0.0,25.2,1.6,0.8
13,2020-09-01,11.8,2.0,200.2,5.82,12.0
24,2020-09-01,1.2,0.2,,,
12,2020-09-01,1.8,0.0,33.8,2.05,5.5
10,2020-09-01,4.5,0.0,26.1,1.82,3.4
09,2020-09-01,0.7,0.7,28.9,2.08,5.5
08,2020-09-01,1.1,0.0,15.1,1.02,3.4
07,2020-09-01,3.7,0.3,26.3,2.48,6.4
06,2020-09-01,6.2,0.4,126.6,4.86,12.0
05,2020-09-01,2.8,0.7,29.6,2.89,12.0
04,2020-09-01,5.5,0.6,47.8,2.57,12.0
03,2020-09-01,0.9,0.0,19.0,1.47,6.4
02,2020-09-01,7.1,0.2,23.4,3.41,6.6
01,2020-09-01,4.2,0.3,61.2,5.03,6.4
11,2020-09-01,1.6,0.3,36.2,2.53,5.5
25,2020-09-01,0.7,0.2,,,
49,2020-09-01,3.2,0.9,,,
27,2020-09-01,2.7,0.0,,,
47,2020-09-01,2.1,0.3,,,
46,2020-09-01,0.6,0.0,,,
45,2020-09-01,3.7,0.6,,,
44,2020-09-01,1.1,0.1,,,
43,2020-09-01,0.9,0.4,,,
42,2020-09-01,6.0,0.3,,,
26,2020-09-01,1.2,0.2,,,
40,2020-09-01,0.5,0.0,,,
39,2020-09-01,0.8,0.0,,,
38,2020-09-01,2.4,0.6,,,
37,2020-09-01,1.0,0.2,,,
41,2020-09-01,3.6,0.0,,,
35,2020-09-01,3.3,0.5,,,
34,2020-09-01,3.9,0.8,,,
33,2020-09-01,3.3,0.5,,,
32,2020-09-01,2.6,1.0,,,
31,2020-09-01,4.1,0.4,,,
30,2020-09-01,2.2,0.5,,,
2B,2020-09-01,3.9,1.1,,,
2A,2020-09-01,2.5,0.0,,,
29,2020-09-01,1.0,0.1,,,
28,2020-09-01,1.6,0.2,,,
36,2020-09-01,1.8,0.4,,,
66,2020-09-02,1.3,0.4,,,
67,2020-09-02,7.8,0.5,,,
68,2020-09-02,14.8,0.7,,,
69,2020-09-02,7.4,1.2,,,
74,2020-09-02,3.6,0.1,,,
71,2020-09-02,1.1,0.5,,,
72,2020-09-02,4.8,0.4,,,
73,2020-09-02,1.9,0.0,,,
70,2020-09-02,0.0,0.0,,,
65,2020-09-02,1.8,0.0,,,
53,2020-09-02,2.0,0.3,,,
63,2020-09-02,3.4,0.0,,,
62,2020-09-02,6.3,0.7,,,
61,2020-09-02,3.2,0.4,,,
60,2020-09-02,14.6,0.1,,,
59,2020-09-02,5.3,0.7,,,
58,2020-09-02,1.0,0.0,,,
57,2020-09-02,8.5,0.2,,,
56,2020-09-02,1.9,0.0,,,
55,2020-09-02,1.1,0.0,,,
54,2020-09-02,6.3,0.1,,,
75,2020-09-02,13.4,1.9,,,
64,2020-09-02,0.9,0.1,,,
76,2020-09-02,2.2,0.1,,,
88,2020-09-02,3.8,0.0,,,
78,2020-09-02,16.5,1.0,,,
52,2020-09-02,4.0,0.0,,,
976,2020-09-02,2.3,0.8,,,
974,2020-09-02,8.3,1.6,,,
973,2020-09-02,26.1,2.6,,,
972,2020-09-02,3.5,1.1,,,
971,2020-09-02,5.1,2.3,,,
95,2020-09-02,17.7,0.9,,,
94,2020-09-02,21.7,1.2,,,
93,2020-09-02,23.5,1.7,,,
92,2020-09-02,31.1,1.9,,,
77,2020-09-02,10.2,1.1,,,
91,2020-09-02,16.2,1.0,,,
89,2020-09-02,2.4,0.3,,,
87,2020-09-02,1.3,0.3,,,
86,2020-09-02,0.0,0.0,,,
85,2020-09-02,1.0,0.0,,,
84,2020-09-02,3.6,0.7,,,
83,2020-09-02,4.7,0.3,,,
82,2020-09-02,1.5,0.4,,,
81,2020-09-02,1.5,0.3,,,
80,2020-09-02,7.3,0.5,,,
79,2020-09-02,0.0,0.0,,,
90,2020-09-02,1.4,0.7,,,
51,2020-09-02,8.4,0.7,,,
50,2020-09-02,1.6,0.0,,,
49,2020-09-02,3.0,0.9,,,
24,2020-09-02,1.0,0.2,,,
23,2020-09-02,0.0,0.0,,,
22,2020-09-02,1.2,0.0,,,
21,2020-09-02,1.3,0.2,,,
19,2020-09-02,0.8,0.0,,,
18,2020-09-02,0.0,0.0,,,
17,2020-09-02,0.6,0.2,,,
16,2020-09-02,0.3,0.0,,,
15,2020-09-02,2.1,0.7,16.1,1.53,7.0
14,2020-09-02,0.1,0.0,25.2,1.59,0.8
25,2020-09-02,0.6,0.2,,,
13,2020-09-02,12.8,2.3,205.6,5.94,13.7
11,2020-09-02,1.9,0.3,40.8,2.91,6.8
10,2020-09-02,4.5,0.0,25.5,1.82,3.9
09,2020-09-02,0.7,0.7,30.8,2.21,6.8
08,2020-09-02,1.1,0.0,17.3,1.14,3.9
07,2020-09-02,3.7,0.3,28.2,2.62,7.0
06,2020-09-02,7.6,0.6,131.8,5.21,13.7
05,2020-09-02,2.8,0.7,31.7,3.01,13.7
04,2020-09-02,5.5,0.6,44.2,2.3,13.7
03,2020-09-02,0.9,0.0,18.4,1.37,7.0
02,2020-09-02,7.1,0.2,21.7,3.11,7.5
12,2020-09-02,2.5,0.0,34.1,1.95,6.8
26,2020-09-02,1.2,0.2,,,
01,2020-09-02,4.4,0.3,63.2,5.01,7.0
28,2020-09-02,2.1,0.2,,,
48,2020-09-02,2.6,0.0,,,
47,2020-09-02,2.1,0.3,,,
46,2020-09-02,0.6,0.0,,,
45,2020-09-02,4.0,0.9,,,
44,2020-09-02,1.0,0.1,,,
43,2020-09-02,0.9,0.4,,,
27,2020-09-02,2.5,0.0,,,
41,2020-09-02,3.9,0.0,,,
40,2020-09-02,0.5,0.0,,,
39,2020-09-02,0.8,0.0,,,
38,2020-09-02,2.4,0.6,,,
42,2020-09-02,5.9,0.3,,,
36,2020-09-02,1.3,0.4,,,
35,2020-09-02,3.3,0.4,,,
34,2020-09-02,3.7,0.9,,,
33,2020-09-02,3.2,0.5,,,
32,2020-09-02,2.6,1.0,,,
31,2020-09-02,4.3,0.7,,,
30,2020-09-02,2.3,0.5,,,
2B,2020-09-02,3.9,1.1,,,
2A,2020-09-02,2.5,0.0,,,
29,2020-09-02,1.0,0.1,,,
37,2020-09-02,1.0,0.2,,,
65,2020-09-03,1.8,0.0,,,
66,2020-09-03,1.3,0.4,,,
67,2020-09-03,7.6,0.5,,,
68,2020-09-03,14.8,0.5,,,
73,2020-09-03,2.1,0.2,,,
70,2020-09-03,0.0,0.0,,,
71,2020-09-03,0.9,0.5,,,
72,2020-09-03,4.8,0.2,,,
69,2020-09-03,8.4,1.3,,,
64,2020-09-03,0.9,0.3,,,
52,2020-09-03,4.6,0.0,,,
62,2020-09-03,5.9,0.6,,,
61,2020-09-03,3.2,0.4,,,
60,2020-09-03,14.8,0.2,,,
59,2020-09-03,5.1,0.7,,,
58,2020-09-03,1.0,0.0,,,
57,2020-09-03,8.4,0.2,,,
56,2020-09-03,1.9,0.1,,,
55,2020-09-03,1.1,0.0,,,
54,2020-09-03,6.4,0.1,,,
53,2020-09-03,2.3,0.0,,,
74,2020-09-03,3.7,0.1,,,
63,2020-09-03,3.1,0.0,,,
75,2020-09-03,13.6,2.0,,,
87,2020-09-03,0.8,0.3,,,
77,2020-09-03,10.3,1.4,,,
51,2020-09-03,8.3,0.4,,,
974,2020-09-03,8.4,2.1,,,
973,2020-09-03,19.7,3.0,,,
972,2020-09-03,3.2,1.1,,,
971,2020-09-03,6.9,1.8,,,
95,2020-09-03,17.4,0.9,,,
94,2020-09-03,22.0,1.2,,,
93,2020-09-03,22.7,1.5,,,
92,2020-09-03,31.1,1.9,,,
91,2020-09-03,16.5,1.0,,,
76,2020-09-03,2.2,0.1,,,
90,2020-09-03,0.7,0.7,,,
88,2020-09-03,3.8,0.0,,,
86,2020-09-03,0.0,0.0,,,
85,2020-09-03,1.0,0.0,,,
84,2020-09-03,4.3,1.1,,,
83,2020-09-03,4.9,0.3,,,
82,2020-09-03,1.9,0.4,,,
81,2020-09-03,1.5,0.3,,,
80,2020-09-03,6.8,0.5,,,
79,2020-09-03,0.0,0.0,,,
78,2020-09-03,15.9,0.9,,,
89,2020-09-03,2.4,0.3,,,
50,2020-09-03,1.6,0.0,,,
976,2020-09-03,1.9,0.8,,,
48,2020-09-03,1.3,0.0,,,
23,2020-09-03,0.0,0.0,,,
22,2020-09-03,0.5,0.0,,,
21,2020-09-03,1.5,0.4,,,
19,2020-09-03,0.8,0.0,,,
18,2020-09-03,0.3,0.0,,,
17,2020-09-03,0.6,0.2,,,
16,2020-09-03,0.3,0.0,,,
15,2020-09-03,2.1,0.7,17.5,1.61,7.0
14,2020-09-03,0.1,0.0,27.6,1.73,0.8
13,2020-09-03,13.3,2.5,212.9,6.27,14.8
24,2020-09-03,1.0,0.2,,,
12,2020-09-03,2.5,0.0,36.3,2.04,7.8
10,2020-09-03,4.5,0.0,27.8,1.96,3.2
09,2020-09-03,0.7,0.7,38.1,2.79,7.8
08,2020-09-03,0.7,0.0,18.4,1.21,3.2
07,2020-09-03,3.7,0.3,32.1,3.07,7.0
06,2020-09-03,7.8,0.7,129.6,5.29,14.8
05,2020-09-03,2.8,0.7,29.6,2.79,14.8
04,2020-09-03,5.5,0.0,43.6,2.32,14.8
03,2020-09-03,0.9,0.0,22.9,1.61,7.0
02,2020-09-03,6.7,0.2,21.7,3.15,7.8
01,2020-09-03,4.2,0.3,65.2,5.09,7.0
11,2020-09-03,1.9,0.3,42.4,2.98,7.8
25,2020-09-03,0.6,0.2,,,
49,2020-09-03,3.0,0.7,,,
27,2020-09-03,2.7,0.0,,,
47,2020-09-03,2.1,0.3,,,
46,2020-09-03,0.6,0.0,,,
45,2020-09-03,3.4,0.7,,,
44,2020-09-03,1.1,0.2,,,
43,2020-09-03,0.9,0.4,,,
42,2020-09-03,5.9,0.3,,,
26,2020-09-03,1.2,0.2,,,
40,2020-09-03,0.2,0.0,,,
39,2020-09-03,0.8,0.0,,,
38,2020-09-03,2.5,0.4,,,
37,2020-09-03,1.3,0.2,,,
41,2020-09-03,3.9,0.0,,,
35,2020-09-03,3.4,0.4,,,
34,2020-09-03,4.4,1.3,,,
33,2020-09-03,3.8,0.8,,,
32,2020-09-03,2.6,1.0,,,
31,2020-09-03,4.4,0.7,,,
30,2020-09-03,2.7,0.5,,,
2B,2020-09-03,4.5,0.6,,,
2A,2020-09-03,2.5,0.0,,,
29,2020-09-03,1.0,0.1,,,
28,2020-09-03,2.1,0.2,,,
36,2020-09-03,1.3,0.4,,,
65,2020-09-04,1.8,0.0,,,
66,2020-09-04,1.7,0.4,,,
67,2020-09-04,7.8,0.6,,,
68,2020-09-04,14.7,0.5,,,
73,2020-09-04,1.9,0.2,,,
70,2020-09-04,0.0,0.0,,,
71,2020-09-04,0.9,0.5,,,
72,2020-09-04,4.6,0.0,,,
69,2020-09-04,9.0,1.4,,,
64,2020-09-04,1.0,0.3,,,
52,2020-09-04,4.0,0.0,,,
62,2020-09-04,5.7,0.6,,,
61,2020-09-04,2.8,0.4,,,
60,2020-09-04,14.6,0.2,,,
59,2020-09-04,5.3,0.8,,,
58,2020-09-04,1.4,0.0,,,
57,2020-09-04,8.1,0.2,,,
56,2020-09-04,1.7,0.1,,,
55,2020-09-04,1.1,0.0,,,
54,2020-09-04,6.5,0.1,,,
53,2020-09-04,2.3,0.0,,,
74,2020-09-04,3.3,0.0,,,
63,2020-09-04,3.4,0.0,,,
75,2020-09-04,13.4,2.1,,,
87,2020-09-04,0.8,0.3,,,
77,2020-09-04,10.3,1.1,,,
51,2020-09-04,7.2,0.4,,,
974,2020-09-04,7.3,2.2,,,
973,2020-09-04,20.1,2.6,,,
972,2020-09-04,3.5,1.3,,,
971,2020-09-04,8.5,2.0,,,
95,2020-09-04,17.6,1.0,,,
94,2020-09-04,21.5,1.1,,,
93,2020-09-04,22.5,1.6,,,
92,2020-09-04,31.9,2.1,,,
91,2020-09-04,16.5,1.2,,,
76,2020-09-04,2.2,0.1,,,
90,2020-09-04,2.1,0.7,,,
88,2020-09-04,4.1,0.0,,,
86,2020-09-04,0.2,0.0,,,
85,2020-09-04,0.9,0.0,,,
84,2020-09-04,4.8,1.1,,,
83,2020-09-04,4.6,0.3,,,
82,2020-09-04,1.9,0.4,,,
81,2020-09-04,1.5,0.3,,,
80,2020-09-04,6.8,0.5,,,
79,2020-09-04,0.0,0.0,,,
78,2020-09-04,16.3,1.0,,,
89,2020-09-04,2.1,0.3,,,
50,2020-09-04,1.8,0.0,,,
976,2020-09-04,1.6,0.8,,,
48,2020-09-04,0.0,0.0,,,
23,2020-09-04,0.0,0.0,,,
22,2020-09-04,0.5,0.0,,,
21,2020-09-04,1.7,0.4,,,
19,2020-09-04,1.2,0.0,,,
18,2020-09-04,0.3,0.0,,,
17,2020-09-04,0.9,0.2,,,
16,2020-09-04,0.3,0.0,,,
15,2020-09-04,4.8,2.8,25.2,2.35,7.7
14,2020-09-04,0.3,0.0,29.8,1.85,0.8
13,2020-09-04,13.9,2.4,220.8,6.51,14.6
24,2020-09-04,1.0,0.2,,,
12,2020-09-04,2.1,0.0,33.0,1.75,6.8
10,2020-09-04,3.5,0.0,28.4,2.04,3.4
09,2020-09-04,0.7,0.7,36.8,2.73,6.8
08,2020-09-04,1.1,0.0,21.8,1.44,3.4
07,2020-09-04,3.7,0.3,30.6,2.84,7.7
06,2020-09-04,7.2,0.8,131.9,5.59,14.6
05,2020-09-04,2.8,0.7,27.5,2.53,14.6
04,2020-09-04,4.3,0.0,43.6,2.39,14.6
03,2020-09-04,0.6,0.0,22.9,1.65,7.7
02,2020-09-04,6.5,0.2,21.3,2.83,8.0
01,2020-09-04,4.4,0.3,67.7,5.15,7.7
11,2020-09-04,2.2,0.3,46.7,3.22,6.8
25,2020-09-04,0.6,0.2,,,
49,2020-09-04,2.8,0.7,,,
27,2020-09-04,2.8,0.0,,,
47,2020-09-04,2.4,0.6,,,
46,2020-09-04,0.6,0.0,,,
45,2020-09-04,3.4,0.7,,,
44,2020-09-04,1.0,0.2,,,
43,2020-09-04,0.9,0.4,,,
42,2020-09-04,6.2,0.4,,,
26,2020-09-04,1.2,0.2,,,
40,2020-09-04,0.5,0.0,,,
39,2020-09-04,0.8,0.0,,,
38,2020-09-04,2.5,0.4,,,
37,2020-09-04,1.2,0.2,,,
41,2020-09-04,3.6,0.0,,,
35,2020-09-04,3.4,0.4,,,
34,2020-09-04,4.4,1.0,,,
33,2020-09-04,4.1,0.9,,,
32,2020-09-04,2.6,1.0,,,
31,2020-09-04,4.4,0.7,,,
30,2020-09-04,2.6,0.5,,,
2B,2020-09-04,4.5,0.6,,,
2A,2020-09-04,2.5,0.0,,,
29,2020-09-04,1.1,0.1,,,
28,2020-09-04,2.3,0.5,,,
36,2020-09-04,1.3,0.4,,,
65,2020-09-05,1.3,0.0,,,
66,2020-09-05,1.7,0.4,,,
67,2020-09-05,7.0,0.6,,,
68,2020-09-05,11.4,0.4,,,
73,2020-09-05,2.1,0.5,,,
70,2020-09-05,0.8,0.0,,,
71,2020-09-05,0.9,0.5,,,
72,2020-09-05,4.6,0.0,,,
69,2020-09-05,9.1,1.3,,,
64,2020-09-05,1.0,0.3,,,
52,2020-09-05,4.0,0.0,,,
62,2020-09-05,5.7,0.5,,,
61,2020-09-05,2.8,0.4,,,
60,2020-09-05,14.6,0.2,,,
59,2020-09-05,5.3,0.8,,,
58,2020-09-05,1.4,0.0,,,
57,2020-09-05,8.1,0.2,,,
56,2020-09-05,1.7,0.1,,,
55,2020-09-05,1.1,0.0,,,
54,2020-09-05,6.7,0.1,,,
53,2020-09-05,2.9,0.3,,,
74,2020-09-05,3.1,0.0,,,
63,2020-09-05,3.4,0.0,,,
75,2020-09-05,13.5,2.1,,,
87,2020-09-05,1.1,0.3,,,
77,2020-09-05,10.6,1.1,,,
51,2020-09-05,6.9,0.4,,,
974,2020-09-05,7.5,1.9,,,
973,2020-09-05,19.4,2.6,,,
972,2020-09-05,3.5,1.3,,,
971,2020-09-05,7.9,2.8,,,
95,2020-09-05,17.1,1.1,,,
94,2020-09-05,21.5,1.1,,,
93,2020-09-05,22.7,1.7,,,
92,2020-09-05,32.6,2.1,,,
91,2020-09-05,16.5,1.2,,,
76,2020-09-05,2.2,0.1,,,
90,2020-09-05,2.1,0.7,,,
88,2020-09-05,4.1,0.0,,,
86,2020-09-05,0.2,0.0,,,
85,2020-09-05,0.9,0.0,,,
84,2020-09-05,5.0,1.1,,,
83,2020-09-05,4.4,0.3,,,
82,2020-09-05,1.9,0.4,,,
81,2020-09-05,1.5,0.3,,,
80,2020-09-05,7.0,0.5,,,
79,2020-09-05,0.0,0.0,,,
78,2020-09-05,16.4,1.0,,,
89,2020-09-05,2.4,0.3,,,
976,2020-09-05,1.6,0.8,,,
50,2020-09-05,1.8,0.0,,,
48,2020-09-05,0.0,0.0,,,
23,2020-09-05,0.0,0.0,,,
22,2020-09-05,0.5,0.0,,,
21,2020-09-05,1.7,0.4,,,
19,2020-09-05,1.7,0.4,,,
18,2020-09-05,0.3,0.0,,,
17,2020-09-05,0.8,0.2,,,
16,2020-09-05,0.3,0.0,,,
15,2020-09-05,4.8,2.8,24.5,2.28,7.7
14,2020-09-05,0.3,0.0,28.2,1.75,0.8
12,2020-09-05,1.8,0.0,49.6,2.56,6.5
24,2020-09-05,1.0,0.2,,,
11,2020-09-05,2.4,0.5,49.4,3.38,6.5
09,2020-09-05,0.7,0.7,40.7,2.98,6.5
08,2020-09-05,1.1,0.0,25.2,1.55,3.2
07,2020-09-05,3.7,0.3,30.0,2.85,7.7
06,2020-09-05,7.6,0.8,135.3,5.72,15.4
05,2020-09-05,2.8,0.7,28.9,2.64,15.4
04,2020-09-05,3.7,0.0,42.4,2.35,15.4
03,2020-09-05,0.9,0.0,22.6,1.77,7.7
02,2020-09-05,6.7,0.2,21.7,2.85,8.0
01,2020-09-05,4.2,0.3,70.2,5.28,7.7
49,2020-09-05,3.0,0.7,,,
10,2020-09-05,3.5,0.0,24.8,1.81,3.2
25,2020-09-05,0.6,0.2,,,
13,2020-09-05,14.8,2.6,217.1,6.55,15.4
27,2020-09-05,2.7,0.0,,,
26,2020-09-05,1.2,0.2,,,
46,2020-09-05,0.6,0.0,,,
45,2020-09-05,3.2,0.7,,,
44,2020-09-05,1.1,0.2,,,
43,2020-09-05,0.9,0.4,,,
42,2020-09-05,6.0,0.4,,,
41,2020-09-05,3.6,0.0,,,
40,2020-09-05,0.5,0.0,,,
39,2020-09-05,0.8,0.0,,,
38,2020-09-05,2.9,0.4,,,
37,2020-09-05,1.2,0.2,,,
47,2020-09-05,3.3,0.6,,,
35,2020-09-05,3.4,0.4,,,
36,2020-09-05,1.3,0.4,,,
29,2020-09-05,1.2,0.1,,,
2A,2020-09-05,2.5,0.0,,,
2B,2020-09-05,3.4,0.6,,,
30,2020-09-05,2.3,0.5,,,
28,2020-09-05,2.3,0.5,,,
32,2020-09-05,2.1,0.5,,,
33,2020-09-05,4.1,1.0,,,
34,2020-09-05,4.7,0.9,,,
31,2020-09-05,4.5,0.7,,,
65,2020-09-06,1.3,0.0,,,
73,2020-09-06,2.1,0.5,,,
72,2020-09-06,4.6,0.0,,,
71,2020-09-06,0.9,0.5,,,
70,2020-09-06,0.8,0.0,,,
69,2020-09-06,9.3,1.3,,,
68,2020-09-06,11.4,0.4,,,
74,2020-09-06,3.0,0.0,,,
67,2020-09-06,7.0,0.6,,,
66,2020-09-06,1.7,0.4,,,
64,2020-09-06,1.0,0.3,,,
59,2020-09-06,5.3,0.8,,,
62,2020-09-06,5.7,0.5,,,
61,2020-09-06,2.8,0.4,,,
60,2020-09-06,14.6,0.2,,,
58,2020-09-06,1.4,0.0,,,
57,2020-09-06,8.1,0.2,,,
56,2020-09-06,1.9,0.1,,,
55,2020-09-06,1.1,0.0,,,
54,2020-09-06,6.4,0.1,,,
53,2020-09-06,2.9,0.7,,,
75,2020-09-06,13.8,2.1,,,
63,2020-09-06,3.5,0.0,,,
76,2020-09-06,2.2,0.1,,,
52,2020-09-06,4.0,0.0,,,
78,2020-09-06,16.4,1.0,,,
976,2020-09-06,1.9,0.8,,,
974,2020-09-06,8.1,1.6,,,
973,2020-09-06,19.4,2.6,,,
972,2020-09-06,3.5,1.3,,,
971,2020-09-06,7.9,2.8,,,
95,2020-09-06,17.1,1.1,,,
94,2020-09-06,21.5,1.1,,,
93,2020-09-06,22.7,1.7,,,
92,2020-09-06,32.8,2.1,,,
91,2020-09-06,16.6,1.2,,,
77,2020-09-06,10.6,1.1,,,
90,2020-09-06,2.1,0.7,,,
88,2020-09-06,4.1,0.0,,,
87,2020-09-06,1.3,0.3,,,
86,2020-09-06,0.2,0.0,,,
85,2020-09-06,0.9,0.0,,,
84,2020-09-06,5.0,1.1,,,
83,2020-09-06,4.5,0.3,,,
82,2020-09-06,1.9,0.4,,,
81,2020-09-06,1.5,0.3,,,
80,2020-09-06,7.0,0.5,,,
79,2020-09-06,0.0,0.0,,,
89,2020-09-06,2.4,0.3,,,
51,2020-09-06,6.9,0.4,,,
50,2020-09-06,1.8,0.0,,,
49,2020-09-06,3.0,0.7,,,
24,2020-09-06,1.0,0.2,,,
23,2020-09-06,0.0,0.0,,,
22,2020-09-06,0.5,0.0,,,
21,2020-09-06,1.7,0.4,,,
19,2020-09-06,1.7,0.4,,,
18,2020-09-06,1.0,0.0,,,
17,2020-09-06,0.8,0.2,,,
16,2020-09-06,0.3,0.0,,,
15,2020-09-06,4.8,2.8,24.5,2.27,7.7
14,2020-09-06,0.3,0.0,32.2,1.93,0.8
25,2020-09-06,0.6,0.2,,,
13,2020-09-06,15.0,2.6,218.0,6.59,15.7
11,2020-09-06,2.4,0.5,49.4,3.4,7.0
10,2020-09-06,3.5,0.0,24.2,1.79,3.2
09,2020-09-06,0.7,0.7,40.7,2.97,7.0
08,2020-09-06,1.1,0.0,26.0,1.6,3.2
07,2020-09-06,3.7,0.3,30.3,2.87,7.7
06,2020-09-06,7.8,0.9,137.2,5.79,15.7
05,2020-09-06,2.8,0.7,29.6,2.71,15.7
04,2020-09-06,4.3,0.0,42.4,2.35,15.7
03,2020-09-06,0.9,0.0,22.6,1.77,7.7
02,2020-09-06,7.1,0.2,22.2,2.91,8.0
12,2020-09-06,2.1,0.0,49.6,2.57,7.0
26,2020-09-06,1.2,0.2,,,
01,2020-09-06,4.2,0.3,70.3,5.24,7.7
28,2020-09-06,2.3,0.5,,,
48,2020-09-06,0.0,0.0,,,
47,2020-09-06,3.3,0.6,,,
46,2020-09-06,0.6,0.0,,,
45,2020-09-06,3.2,0.7,,,
44,2020-09-06,1.1,0.2,,,
43,2020-09-06,0.9,0.4,,,
27,2020-09-06,2.7,0.0,,,
41,2020-09-06,3.6,0.0,,,
40,2020-09-06,0.5,0.0,,,
39,2020-09-06,0.8,0.0,,,
38,2020-09-06,2.9,0.4,,,
42,2020-09-06,6.2,0.4,,,
36,2020-09-06,1.3,0.4,,,
35,2020-09-06,3.4,0.4,,,
34,2020-09-06,4.8,1.0,,,
33,2020-09-06,4.1,1.0,,,
32,2020-09-06,2.1,0.5,,,
31,2020-09-06,4.0,0.7,,,
30,2020-09-06,2.4,0.5,,,
2B,2020-09-06,5.6,1.1,,,
2A,2020-09-06,2.5,0.0,,,
29,2020-09-06,0.9,0.1,,,
37,2020-09-06,1.2,0.2,,,
66,2020-09-07,1.7,0.4,,,
67,2020-09-07,6.9,0.4,,,
68,2020-09-07,11.1,0.5,,,
69,2020-09-07,9.9,1.5,,,
74,2020-09-07,3.7,0.0,,,
71,2020-09-07,1.4,0.5,,,
72,2020-09-07,4.4,0.0,,,
73,2020-09-07,2.6,0.9,,,
70,2020-09-07,0.8,0.0,,,
65,2020-09-07,1.3,0.0,,,
53,2020-09-07,2.6,0.7,,,
63,2020-09-07,3.2,0.0,,,
62,2020-09-07,5.9,0.6,,,
61,2020-09-07,2.8,0.4,,,
60,2020-09-07,14.6,0.4,,,
59,2020-09-07,5.5,0.9,,,
58,2020-09-07,1.9,0.0,,,
57,2020-09-07,8.0,0.2,,,
56,2020-09-07,1.9,0.1,,,
55,2020-09-07,1.1,0.0,,,
54,2020-09-07,6.5,0.1,,,
75,2020-09-07,14.9,2.4,,,
64,2020-09-07,1.0,0.1,,,
76,2020-09-07,2.2,0.1,,,
88,2020-09-07,3.3,0.0,,,
78,2020-09-07,16.5,1.0,,,
52,2020-09-07,4.0,0.0,,,
976,2020-09-07,1.9,0.8,,,
974,2020-09-07,8.2,1.6,,,
973,2020-09-07,21.2,3.3,,,
972,2020-09-07,3.5,1.3,,,
971,2020-09-07,7.9,2.8,,,
95,2020-09-07,17.5,1.1,,,
94,2020-09-07,21.7,1.3,,,
93,2020-09-07,22.5,1.7,,,
92,2020-09-07,33.0,2.3,,,
77,2020-09-07,10.9,1.1,,,
91,2020-09-07,16.7,1.2,,,
89,2020-09-07,2.4,0.3,,,
87,2020-09-07,1.6,0.3,,,
86,2020-09-07,0.2,0.0,,,
85,2020-09-07,1.0,0.1,,,
84,2020-09-07,6.3,1.4,,,
83,2020-09-07,5.0,0.4,,,
82,2020-09-07,1.9,0.4,,,
81,2020-09-07,2.1,0.5,,,
80,2020-09-07,7.0,0.5,,,
79,2020-09-07,0.0,0.0,,,
90,2020-09-07,0.7,0.7,,,
51,2020-09-07,6.7,0.4,,,
