dep,datetime,hosp_pour_100k,rea_pour_100k,tx_incidence,tx_positivite,taux_occupation_sae
17,2021-07-30,10.6,1.9,,,
16,2021-07-30,3.7,0.3,,,
15,2021-07-30,2.1,0.7,,,
14,2021-07-30,9.9,1.3,216.6,4.36,15.8
25,2021-07-30,5.2,0.4,,,
13,2021-07-30,23.4,4.2,592.3,5.95,31.5
11,2021-07-30,13.5,1.9,475.2,6.82,25.3
10,2021-07-30,6.8,0.3,74.5,1.96,12.0
09,2021-07-30,13.7,3.9,305.1,6.17,25.3
08,2021-07-30,0.7,0.0,59.5,1.9,12.0
07,2021-07-30,4.9,0.3,135.5,3.59,15.6
06,2021-07-30,16.4,2.8,758.5,7.78,31.5
05,2021-07-30,7.1,0.0,215.9,5.11,31.5
04,2021-07-30,25.0,0.6,304.5,5.67,31.5
03,2021-07-30,3.6,0.3,84.8,2.86,15.6
02,2021-07-30,7.7,0.7,69.8,2.36,16.4
12,2021-07-30,5.0,0.0,207.3,4.47,25.3
26,2021-07-30,6.3,0.8,,,
01,2021-07-30,8.5,0.6,156.2,3.79,15.6
28,2021-07-30,5.5,1.2,,,
48,2021-07-30,1.3,0.0,,,
47,2021-07-30,2.1,0.0,,,
46,2021-07-30,2.3,0.0,,,
45,2021-07-30,13.6,2.4,,,
44,2021-07-30,3.7,0.5,,,
43,2021-07-30,13.2,0.4,,,
27,2021-07-30,11.1,0.0,,,
41,2021-07-30,8.1,0.0,,,
40,2021-07-30,5.9,0.5,,,
39,2021-07-30,4.6,0.4,,,
38,2021-07-30,8.0,1.0,,,
42,2021-07-30,9.0,1.0,,,
36,2021-07-30,5.8,0.4,,,
35,2021-07-30,13.2,0.9,,,
34,2021-07-30,13.4,3.4,,,
33,2021-07-30,8.2,1.6,,,
32,2021-07-30,3.7,1.0,,,
31,2021-07-30,13.5,2.7,,,
30,2021-07-30,10.6,1.1,,,
2B,2021-07-30,14.1,1.7,,,
2A,2021-07-30,14.6,1.3,,,
29,2021-07-30,4.6,0.6,,,
37,2021-07-30,7.6,1.3,,,
66,2021-07-31,19.2,2.7,,,
67,2021-07-31,7.1,1.1,,,
68,2021-07-31,5.8,1.4,,,
69,2021-07-31,10.1,2.0,,,
74,2021-07-31,6.2,1.2,,,
71,2021-07-31,9.2,0.5,,,
72,2021-07-31,4.2,0.4,,,
73,2021-07-31,10.2,0.7,,,
70,2021-07-31,5.5,0.4,,,
65,2021-07-31,6.1,1.3,,,
53,2021-07-31,3.3,0.0,,,
63,2021-07-31,8.6,0.5,,,
62,2021-07-31,8.7,1.0,,,
61,2021-07-31,12.7,1.8,,,
60,2021-07-31,15.0,1.0,,,
59,2021-07-31,11.6,1.3,,,
58,2021-07-31,9.2,1.0,,,
57,2021-07-31,8.7,1.5,,,
56,2021-07-31,10.5,0.9,,,
55,2021-07-31,2.7,0.0,,,
54,2021-07-31,14.2,1.8,,,
75,2021-07-31,12.4,3.2,,,
64,2021-07-31,10.3,1.8,,,
76,2021-07-31,13.1,1.8,,,
88,2021-07-31,7.1,0.3,,,
78,2021-07-31,8.4,1.5,,,
52,2021-07-31,4.0,0.0,,,
976,2021-07-31,0.0,0.0,,,
974,2021-07-31,19.1,5.9,,,
973,2021-07-31,41.3,10.4,,,
972,2021-07-31,43.2,9.9,,,
971,2021-07-31,37.7,6.7,,,
95,2021-07-31,11.4,1.2,,,
94,2021-07-31,10.2,1.4,,,
93,2021-07-31,21.3,2.1,,,
92,2021-07-31,18.8,2.5,,,
77,2021-07-31,9.5,2.2,,,
91,2021-07-31,13.0,2.4,,,
89,2021-07-31,6.2,0.6,,,
87,2021-07-31,8.3,1.6,,,
86,2021-07-31,1.6,0.2,,,
85,2021-07-31,2.7,0.1,,,
84,2021-07-31,11.3,1.1,,,
83,2021-07-31,13.3,2.0,,,
82,2021-07-31,5.0,1.9,,,
81,2021-07-31,9.0,0.8,,,
80,2021-07-31,16.9,1.7,,,
79,2021-07-31,2.4,0.8,,,
90,2021-07-31,4.9,0.0,,,
51,2021-07-31,11.1,0.5,,,
50,2021-07-31,11.7,1.0,,,
49,2021-07-31,6.4,0.5,,,
24,2021-07-31,22.5,0.0,,,
23,2021-07-31,16.0,1.7,,,
22,2021-07-31,3.3,0.2,,,
21,2021-07-31,12.7,0.7,,,
19,2021-07-31,0.8,0.0,,,
18,2021-07-31,3.3,0.0,,,
17,2021-07-31,10.1,1.9,,,
16,2021-07-31,3.7,0.3,,,
15,2021-07-31,2.8,0.0,,,
14,2021-07-31,10.5,1.4,216.4,4.3,17.5
25,2021-07-31,5.2,0.4,,,
13,2021-07-31,23.7,4.1,603.0,5.91,32.2
11,2021-07-31,14.3,1.9,465.2,6.56,29.3
10,2021-07-31,7.4,0.3,76.2,1.98,12.3
09,2021-07-31,13.7,3.9,295.3,5.74,29.3
08,2021-07-31,0.7,0.0,58.0,1.8,12.3
07,2021-07-31,4.9,0.3,140.4,3.68,15.0
06,2021-07-31,17.4,3.3,743.1,7.43,32.2
05,2021-07-31,7.1,0.0,222.2,5.17,32.2
04,2021-07-31,25.0,0.6,313.0,5.61,32.2
03,2021-07-31,3.3,0.3,84.5,2.74,15.0
02,2021-07-31,7.7,0.7,70.7,2.37,16.2
12,2021-07-31,5.7,0.0,200.8,4.22,29.3
26,2021-07-31,6.5,1.0,,,
01,2021-07-31,8.4,0.6,155.0,3.67,15.0
28,2021-07-31,4.8,0.7,,,
48,2021-07-31,1.3,0.0,,,
47,2021-07-31,1.8,0.0,,,
46,2021-07-31,2.9,0.0,,,
45,2021-07-31,13.9,2.5,,,
44,2021-07-31,3.9,0.5,,,
43,2021-07-31,13.2,0.4,,,
27,2021-07-31,11.3,0.0,,,
41,2021-07-31,8.1,0.0,,,
40,2021-07-31,5.9,0.5,,,
39,2021-07-31,4.6,0.4,,,
38,2021-07-31,8.3,0.9,,,
42,2021-07-31,9.8,1.2,,,
36,2021-07-31,6.3,0.4,,,
35,2021-07-31,12.9,0.8,,,
34,2021-07-31,14.3,3.9,,,
33,2021-07-31,8.1,1.7,,,
32,2021-07-31,3.7,1.0,,,
31,2021-07-31,13.9,3.2,,,
30,2021-07-31,10.6,1.6,,,
2B,2021-07-31,17.4,2.8,,,
2A,2021-07-31,16.5,2.5,,,
29,2021-07-31,4.5,0.6,,,
37,2021-07-31,7.4,1.2,,,
65,2021-08-01,7.0,1.8,,,
66,2021-08-01,19.8,2.7,,,
67,2021-08-01,7.6,1.3,,,
68,2021-08-01,5.8,1.4,,,
73,2021-08-01,10.4,0.5,,,
70,2021-08-01,5.5,0.4,,,
71,2021-08-01,9.2,0.5,,,
72,2021-08-01,4.6,0.4,,,
69,2021-08-01,10.2,2.0,,,
64,2021-08-01,10.9,2.2,,,
52,2021-08-01,4.0,0.0,,,
62,2021-08-01,8.7,1.0,,,
61,2021-08-01,12.7,1.8,,,
60,2021-08-01,14.9,1.0,,,
59,2021-08-01,11.6,1.3,,,
58,2021-08-01,9.7,1.0,,,
57,2021-08-01,8.5,1.5,,,
56,2021-08-01,10.9,0.8,,,
55,2021-08-01,2.7,0.0,,,
54,2021-08-01,14.3,1.9,,,
53,2021-08-01,2.9,0.0,,,
74,2021-08-01,6.3,1.2,,,
63,2021-08-01,8.6,0.5,,,
75,2021-08-01,12.8,3.3,,,
87,2021-08-01,8.0,1.6,,,
77,2021-08-01,9.3,2.2,,,
51,2021-08-01,11.1,0.5,,,
974,2021-08-01,19.6,5.6,,,
973,2021-08-01,40.2,10.4,,,
972,2021-08-01,46.7,10.7,,,
971,2021-08-01,38.4,7.2,,,
95,2021-08-01,11.6,1.2,,,
94,2021-08-01,10.5,1.4,,,
93,2021-08-01,21.9,2.2,,,
92,2021-08-01,19.3,2.7,,,
91,2021-08-01,13.1,2.4,,,
76,2021-08-01,13.0,1.9,,,
90,2021-08-01,7.0,0.7,,,
88,2021-08-01,7.1,0.3,,,
86,2021-08-01,1.6,0.2,,,
85,2021-08-01,2.7,0.1,,,
84,2021-08-01,12.0,1.1,,,
83,2021-08-01,14.2,2.1,,,
82,2021-08-01,5.4,1.9,,,
81,2021-08-01,9.8,1.3,,,
80,2021-08-01,16.8,1.7,,,
79,2021-08-01,2.4,0.8,,,
78,2021-08-01,8.4,1.5,,,
89,2021-08-01,6.8,0.6,,,
50,2021-08-01,11.3,1.0,,,
976,2021-08-01,0.0,0.0,,,
48,2021-08-01,1.3,0.0,,,
23,2021-08-01,16.0,1.7,,,
22,2021-08-01,3.8,0.2,,,
21,2021-08-01,12.7,0.7,,,
19,2021-08-01,1.2,0.0,,,
18,2021-08-01,3.6,0.0,,,
17,2021-08-01,9.9,1.7,,,
16,2021-08-01,3.4,0.3,,,
15,2021-08-01,2.8,0.0,,,
14,2021-08-01,11.2,1.4,212.9,4.21,18.3
13,2021-08-01,24.4,4.4,607.6,5.93,33.7
24,2021-08-01,22.5,0.0,,,
12,2021-08-01,5.7,0.0,201.9,4.23,31.2
10,2021-08-01,7.7,0.3,76.8,1.98,13.3
09,2021-08-01,14.4,4.6,291.3,5.7,31.2
08,2021-08-01,1.1,0.4,58.4,1.8,13.3
07,2021-08-01,4.9,0.3,139.8,3.63,15.0
06,2021-08-01,17.8,3.4,739.2,7.36,33.7
05,2021-08-01,6.4,0.0,231.4,5.3,33.7
04,2021-08-01,26.2,0.6,311.1,5.62,33.7
03,2021-08-01,3.3,0.3,83.9,2.72,15.0
02,2021-08-01,7.7,0.7,71.7,2.39,16.2
01,2021-08-01,8.4,0.6,154.5,3.63,15.0
11,2021-08-01,14.3,2.4,466.9,6.53,31.2
25,2021-08-01,5.2,0.4,,,
49,2021-08-01,6.4,0.5,,,
27,2021-08-01,11.5,0.0,,,
47,2021-08-01,2.1,0.0,,,
46,2021-08-01,2.9,0.0,,,
45,2021-08-01,13.7,2.4,,,
44,2021-08-01,4.0,0.6,,,
43,2021-08-01,13.2,0.4,,,
42,2021-08-01,9.8,1.2,,,
26,2021-08-01,6.8,0.8,,,
40,2021-08-01,5.9,0.5,,,
39,2021-08-01,4.6,0.4,,,
38,2021-08-01,8.7,1.0,,,
37,2021-08-01,7.4,1.2,,,
41,2021-08-01,8.4,0.3,,,
35,2021-08-01,13.0,0.8,,,
34,2021-08-01,14.8,3.9,,,
33,2021-08-01,8.5,1.8,,,
32,2021-08-01,3.7,1.0,,,
31,2021-08-01,14.8,3.2,,,
30,2021-08-01,11.6,1.9,,,
2B,2021-08-01,22.5,3.9,,,
2A,2021-08-01,14.6,2.5,,,
29,2021-08-01,5.2,0.6,,,
28,2021-08-01,4.8,0.7,,,
36,2021-08-01,6.3,0.4,,,
66,2021-08-02,21.1,3.0,,,
67,2021-08-02,8.4,1.2,,,
68,2021-08-02,6.0,1.6,,,
69,2021-08-02,10.9,2.2,,,
74,2021-08-02,6.9,1.2,,,
71,2021-08-02,8.7,0.5,,,
72,2021-08-02,4.4,0.4,,,
73,2021-08-02,11.4,0.9,,,
70,2021-08-02,6.3,0.8,,,
65,2021-08-02,8.8,2.2,,,
53,2021-08-02,2.9,0.0,,,
63,2021-08-02,8.1,0.5,,,
62,2021-08-02,9.3,1.0,,,
61,2021-08-02,13.1,2.1,,,
60,2021-08-02,15.3,1.0,,,
59,2021-08-02,11.6,1.6,,,
58,2021-08-02,9.7,1.0,,,
57,2021-08-02,8.4,1.5,,,
56,2021-08-02,10.5,0.8,,,
55,2021-08-02,2.1,0.0,,,
54,2021-08-02,15.4,2.0,,,
75,2021-08-02,13.0,3.4,,,
64,2021-08-02,12.4,2.2,,,
76,2021-08-02,13.6,2.0,,,
88,2021-08-02,8.4,0.5,,,
78,2021-08-02,8.9,1.8,,,
52,2021-08-02,4.0,0.0,,,
976,2021-08-02,0.0,0.0,,,
974,2021-08-02,20.6,6.3,,,
973,2021-08-02,39.4,11.9,,,
972,2021-08-02,53.1,9.9,,,
971,2021-08-02,37.9,5.9,,,
95,2021-08-02,11.8,1.6,,,
94,2021-08-02,11.3,1.6,,,
93,2021-08-02,21.1,2.1,,,
92,2021-08-02,19.4,2.9,,,
77,2021-08-02,9.8,2.6,,,
91,2021-08-02,13.7,2.4,,,
89,2021-08-02,6.8,0.6,,,
87,2021-08-02,8.0,1.6,,,
86,2021-08-02,2.1,0.7,,,
85,2021-08-02,3.3,0.9,,,
84,2021-08-02,12.3,0.9,,,
83,2021-08-02,14.7,2.4,,,
82,2021-08-02,6.2,1.9,,,
81,2021-08-02,10.6,2.1,,,
80,2021-08-02,16.9,1.7,,,
79,2021-08-02,3.5,0.8,,,
90,2021-08-02,7.0,1.4,,,
51,2021-08-02,10.9,0.7,,,
50,2021-08-02,11.3,1.0,,,
49,2021-08-02,7.0,0.6,,,
24,2021-08-02,21.8,0.5,,,
23,2021-08-02,16.0,1.7,,,
22,2021-08-02,3.7,0.2,,,
21,2021-08-02,12.6,0.6,,,
19,2021-08-02,2.1,0.4,,,
18,2021-08-02,3.6,0.0,,,
17,2021-08-02,10.6,1.7,,,
16,2021-08-02,4.3,0.9,,,
15,2021-08-02,2.8,0.0,,,
14,2021-08-02,11.8,1.4,216.2,4.25,19.6
25,2021-08-02,4.8,0.6,,,
13,2021-08-02,26.3,5.2,635.1,6.11,38.0
11,2021-08-02,16.2,2.4,447.5,6.43,33.1
10,2021-08-02,7.1,0.3,78.7,1.99,14.0
09,2021-08-02,15.0,5.2,295.3,5.65,33.1
08,2021-08-02,1.1,0.4,58.8,1.8,14.0
07,2021-08-02,4.9,0.3,138.9,3.6,16.5
06,2021-08-02,18.6,3.4,723.8,7.21,38.0
05,2021-08-02,7.8,0.7,239.1,5.34,38.0
04,2021-08-02,26.8,0.6,313.6,5.59,38.0
03,2021-08-02,3.8,0.3,80.9,2.63,16.5
02,2021-08-02,6.9,0.7,72.8,2.42,18.0
12,2021-08-02,7.2,0.0,203.3,4.14,33.1
26,2021-08-02,6.6,0.8,,,
01,2021-08-02,8.5,0.6,153.7,3.55,16.5
28,2021-08-02,4.8,0.7,,,
48,2021-08-02,1.3,0.0,,,
47,2021-08-02,2.1,0.0,,,
46,2021-08-02,2.9,0.0,,,
45,2021-08-02,14.3,2.5,,,
44,2021-08-02,4.1,0.6,,,
43,2021-08-02,13.2,0.4,,,
27,2021-08-02,11.5,0.2,,,
41,2021-08-02,9.0,0.6,,,
40,2021-08-02,3.2,0.5,,,
39,2021-08-02,5.0,0.4,,,
38,2021-08-02,9.4,1.1,,,
42,2021-08-02,10.0,1.2,,,
36,2021-08-02,6.3,0.4,,,
35,2021-08-02,13.0,0.8,,,
34,2021-08-02,16.2,4.1,,,
33,2021-08-02,8.5,1.8,,,
32,2021-08-02,5.8,1.6,,,
31,2021-08-02,14.7,3.2,,,
30,2021-08-02,11.3,1.9,,,
2B,2021-08-02,21.9,5.6,,,
2A,2021-08-02,19.1,2.5,,,
29,2021-08-02,5.5,0.6,,,
37,2021-08-02,7.6,1.2,,,
65,2021-08-03,10.1,1.8,,,
66,2021-08-03,21.1,3.2,,,
67,2021-08-03,8.6,1.2,,,
68,2021-08-03,5.8,1.4,,,
73,2021-08-03,13.2,0.5,,,
70,2021-08-03,6.8,1.3,,,
71,2021-08-03,9.9,0.5,,,
72,2021-08-03,4.2,0.5,,,
69,2021-08-03,10.8,2.4,,,
64,2021-08-03,12.3,2.2,,,
52,2021-08-03,3.4,0.0,,,
62,2021-08-03,9.3,1.0,,,
61,2021-08-03,13.4,2.5,,,
60,2021-08-03,14.8,1.0,,,
59,2021-08-03,11.9,1.8,,,
58,2021-08-03,10.1,1.0,,,
57,2021-08-03,7.2,1.4,,,
56,2021-08-03,11.3,0.8,,,
55,2021-08-03,2.1,0.0,,,
54,2021-08-03,13.6,2.2,,,
53,2021-08-03,2.9,0.0,,,
74,2021-08-03,8.3,1.5,,,
63,2021-08-03,8.4,0.6,,,
75,2021-08-03,13.2,3.5,,,
87,2021-08-03,8.3,1.6,,,
77,2021-08-03,11.1,3.3,,,
51,2021-08-03,10.0,0.7,,,
974,2021-08-03,20.0,5.6,,,
973,2021-08-03,38.3,11.2,,,
972,2021-08-03,59.0,12.1,,,
971,2021-08-03,41.3,7.7,,,
95,2021-08-03,11.7,1.6,,,
94,2021-08-03,11.9,1.9,,,
93,2021-08-03,18.4,2.0,,,
92,2021-08-03,20.6,3.0,,,
91,2021-08-03,13.8,2.5,,,
76,2021-08-03,13.6,2.2,,,
90,2021-08-03,7.7,2.1,,,
88,2021-08-03,9.5,0.5,,,
86,2021-08-03,2.3,0.9,,,
85,2021-08-03,3.7,0.9,,,
84,2021-08-03,12.9,1.1,,,
83,2021-08-03,15.5,3.0,,,
82,2021-08-03,6.2,1.9,,,
81,2021-08-03,11.1,2.1,,,
80,2021-08-03,15.4,1.7,,,
79,2021-08-03,3.7,1.1,,,
78,2021-08-03,9.2,1.7,,,
89,2021-08-03,6.5,0.9,,,
50,2021-08-03,12.3,1.0,,,
976,2021-08-03,0.4,0.0,,,
48,2021-08-03,1.3,0.0,,,
23,2021-08-03,15.2,2.5,,,
22,2021-08-03,3.8,0.2,,,
21,2021-08-03,12.2,0.6,,,
19,2021-08-03,3.3,1.7,,,
18,2021-08-03,3.3,0.0,,,
17,2021-08-03,10.9,1.2,,,
16,2021-08-03,4.8,1.4,,,
15,2021-08-03,2.1,0.0,,,
14,2021-08-03,12.0,1.7,221.4,4.3,22.1
13,2021-08-03,27.7,5.7,645.8,6.18,42.8
24,2021-08-03,21.3,0.5,,,
12,2021-08-03,7.2,0.7,186.4,3.74,35.9
10,2021-08-03,7.4,0.6,75.8,1.89,13.8
09,2021-08-03,16.3,4.6,280.8,5.45,35.9
08,2021-08-03,1.1,0.4,53.5,1.64,13.8
07,2021-08-03,6.1,0.3,137.7,3.56,18.2
06,2021-08-03,17.8,3.9,704.1,6.99,42.8
05,2021-08-03,9.2,0.7,233.5,5.2,42.8
04,2021-08-03,26.2,0.6,312.4,5.57,42.8
03,2021-08-03,3.3,0.3,75.5,2.52,18.2
02,2021-08-03,6.7,0.7,76.0,2.52,18.7
01,2021-08-03,10.3,0.9,156.2,3.59,18.2
11,2021-08-03,17.0,2.7,434.7,6.28,35.9
25,2021-08-03,4.8,0.6,,,
49,2021-08-03,6.6,0.6,,,
27,2021-08-03,11.8,0.2,,,
47,2021-08-03,2.1,0.0,,,
46,2021-08-03,1.7,0.0,,,
45,2021-08-03,14.3,2.7,,,
44,2021-08-03,4.2,0.9,,,
43,2021-08-03,13.2,0.4,,,
42,2021-08-03,10.0,1.2,,,
26,2021-08-03,7.4,1.2,,,
40,2021-08-03,3.7,0.7,,,
39,2021-08-03,5.4,0.4,,,
38,2021-08-03,9.1,1.3,,,
37,2021-08-03,7.4,1.2,,,
41,2021-08-03,9.0,0.6,,,
35,2021-08-03,13.2,0.8,,,
34,2021-08-03,17.9,4.9,,,
33,2021-08-03,8.8,2.1,,,
32,2021-08-03,6.8,2.1,,,
31,2021-08-03,14.5,3.4,,,
30,2021-08-03,11.4,1.7,,,
2B,2021-08-03,21.9,5.1,,,
2A,2021-08-03,16.5,3.2,,,
29,2021-08-03,5.4,0.4,,,
28,2021-08-03,6.0,1.2,,,
36,2021-08-03,6.7,0.4,,,
65,2021-08-04,10.1,2.6,,,
66,2021-08-04,22.6,3.4,,,
67,2021-08-04,7.3,1.4,,,
68,2021-08-04,5.6,1.4,,,
73,2021-08-04,13.2,0.5,,,
70,2021-08-04,6.8,1.7,,,
71,2021-08-04,9.0,0.4,,,
72,2021-08-04,4.4,0.2,,,
69,2021-08-04,11.0,2.7,,,
64,2021-08-04,13.4,2.5,,,
52,2021-08-04,3.4,0.0,,,
62,2021-08-04,9.2,1.0,,,
61,2021-08-04,13.4,2.5,,,
60,2021-08-04,14.8,1.2,,,
59,2021-08-04,12.1,1.7,,,
58,2021-08-04,10.6,1.0,,,
57,2021-08-04,7.2,1.3,,,
56,2021-08-04,11.1,0.9,,,
55,2021-08-04,3.2,0.0,,,
54,2021-08-04,13.5,2.0,,,
53,2021-08-04,4.6,0.0,,,
74,2021-08-04,7.8,1.6,,,
63,2021-08-04,8.7,0.9,,,
75,2021-08-04,13.5,3.5,,,
87,2021-08-04,8.3,1.6,,,
77,2021-08-04,11.1,3.6,,,
51,2021-08-04,9.3,0.7,,,
974,2021-08-04,19.4,6.0,,,
973,2021-08-04,39.1,10.8,,,
972,2021-08-04,58.2,12.9,,,
971,2021-08-04,46.4,8.2,,,
95,2021-08-04,11.3,1.4,,,
94,2021-08-04,12.8,1.9,,,
93,2021-08-04,18.2,2.2,,,
92,2021-08-04,20.8,3.2,,,
91,2021-08-04,13.2,2.2,,,
76,2021-08-04,13.5,2.2,,,
90,2021-08-04,7.7,1.4,,,
88,2021-08-04,9.2,0.0,,,
86,2021-08-04,3.0,1.1,,,
85,2021-08-04,3.9,1.0,,,
84,2021-08-04,13.9,1.1,,,
83,2021-08-04,17.8,2.6,,,
82,2021-08-04,8.9,1.9,,,
81,2021-08-04,11.9,2.8,,,
80,2021-08-04,15.5,1.9,,,
79,2021-08-04,4.3,1.3,,,
78,2021-08-04,9.5,1.5,,,
89,2021-08-04,5.9,0.3,,,
50,2021-08-04,12.1,0.8,,,
976,2021-08-04,0.8,0.0,,,
48,2021-08-04,1.3,0.0,,,
23,2021-08-04,15.2,2.5,,,
22,2021-08-04,4.2,0.2,,,
21,2021-08-04,12.4,0.7,,,
19,2021-08-04,5.4,2.1,,,
18,2021-08-04,3.6,0.0,,,
17,2021-08-04,12.3,1.7,,,
16,2021-08-04,4.3,1.4,,,
15,2021-08-04,3.4,0.0,,,
14,2021-08-04,11.7,1.7,212.3,4.12,21.7
13,2021-08-04,28.7,6.1,654.7,6.24,43.9
24,2021-08-04,21.3,0.5,,,
12,2021-08-04,8.2,0.7,198.0,3.93,38.4
10,2021-08-04,7.1,0.6,74.5,1.86,13.5
09,2021-08-04,19.6,5.2,283.5,5.48,38.4
08,2021-08-04,1.1,0.4,62.9,1.91,13.5
07,2021-08-04,7.1,0.3,140.7,3.62,19.1
06,2021-08-04,19.0,4.0,678.7,6.8,43.9
05,2021-08-04,10.6,0.7,237.0,5.24,43.9
04,2021-08-04,26.2,0.0,312.4,5.57,43.9
03,2021-08-04,2.7,0.3,77.9,2.62,19.1
02,2021-08-04,6.2,0.6,74.0,2.45,18.9
01,2021-08-04,10.1,0.9,158.8,3.64,19.1
11,2021-08-04,18.9,2.7,426.1,6.21,38.4
25,2021-08-04,3.2,0.6,,,
49,2021-08-04,6.5,0.5,,,
27,2021-08-04,11.8,0.2,,,
47,2021-08-04,2.4,0.0,,,
46,2021-08-04,2.3,0.6,,,
45,2021-08-04,14.0,2.7,,,
44,2021-08-04,4.2,0.9,,,
43,2021-08-04,13.6,0.4,,,
42,2021-08-04,9.8,1.3,,,
26,2021-08-04,7.4,1.2,,,
40,2021-08-04,4.4,1.2,,,
39,2021-08-04,5.0,0.4,,,
38,2021-08-04,8.8,1.0,,,
37,2021-08-04,7.9,1.2,,,
41,2021-08-04,9.3,0.9,,,
35,2021-08-04,13.0,0.8,,,
34,2021-08-04,17.8,4.9,,,
33,2021-08-04,9.4,2.3,,,
32,2021-08-04,6.3,2.6,,,
31,2021-08-04,15.5,3.6,,,
30,2021-08-04,13.7,1.7,,,
2B,2021-08-04,21.4,4.5,,,
2A,2021-08-04,17.2,3.2,,,
29,2021-08-04,5.2,0.3,,,
28,2021-08-04,6.7,1.2,,,
36,2021-08-04,6.7,0.4,,,
65,2021-08-05,11.8,3.5,,,
66,2021-08-05,23.0,3.8,,,
67,2021-08-05,7.3,1.4,,,
68,2021-08-05,5.4,1.4,,,
73,2021-08-05,13.7,0.5,,,
70,2021-08-05,4.6,1.7,,,
71,2021-08-05,7.4,0.4,,,
72,2021-08-05,4.4,0.2,,,
69,2021-08-05,11.6,3.1,,,
64,2021-08-05,13.6,2.4,,,
52,2021-08-05,3.4,0.0,,,
62,2021-08-05,9.1,1.1,,,
61,2021-08-05,14.1,2.5,,,
60,2021-08-05,14.8,1.3,,,
59,2021-08-05,10.1,1.6,,,
58,2021-08-05,7.7,1.0,,,
57,2021-08-05,7.3,1.3,,,
56,2021-08-05,11.2,1.1,,,
55,2021-08-05,3.2,0.0,,,
54,2021-08-05,13.0,2.3,,,
53,2021-08-05,4.2,0.0,,,
74,2021-08-05,8.5,1.7,,,
63,2021-08-05,8.7,1.1,,,
75,2021-08-05,13.2,3.5,,,
87,2021-08-05,9.3,2.1,,,
77,2021-08-05,11.3,3.8,,,
51,2021-08-05,9.3,0.7,,,
974,2021-08-05,21.0,5.4,,,
973,2021-08-05,38.0,10.0,,,
972,2021-08-05,65.0,13.2,,,
971,2021-08-05,47.9,8.5,,,
95,2021-08-05,11.7,1.5,,,
94,2021-08-05,12.3,1.7,,,
93,2021-08-05,18.8,2.3,,,
92,2021-08-05,20.4,3.2,,,
91,2021-08-05,13.8,2.8,,,
76,2021-08-05,14.0,2.5,,,
90,2021-08-05,10.5,1.4,,,
88,2021-08-05,9.2,0.0,,,
86,2021-08-05,2.7,0.7,,,
85,2021-08-05,3.7,0.9,,,
84,2021-08-05,13.9,1.4,,,
83,2021-08-05,16.7,2.2,,,
82,2021-08-05,8.5,1.9,,,
81,2021-08-05,11.1,2.8,,,
80,2021-08-05,15.5,1.9,,,
79,2021-08-05,4.5,0.8,,,
78,2021-08-05,9.2,1.4,,,
89,2021-08-05,5.9,0.9,,,
976,2021-08-05,0.8,0.0,,,
50,2021-08-05,12.1,0.8,,,
48,2021-08-05,2.6,0.0,,,
23,2021-08-05,14.3,1.7,,,
22,2021-08-05,3.8,0.2,,,
21,2021-08-05,9.9,0.7,,,
19,2021-08-05,6.6,3.3,,,
18,2021-08-05,2.6,0.3,,,
17,2021-08-05,12.3,1.9,,,
16,2021-08-05,4.5,1.4,,,
15,2021-08-05,3.4,0.0,,,
14,2021-08-05,11.4,1.6,207.0,4.0,22.5
12,2021-08-05,8.6,0.7,192.9,3.79,41.6
24,2021-08-05,21.0,0.7,,,
11,2021-08-05,20.5,2.7,432.5,6.32,41.6
09,2021-08-05,18.9,5.9,296.6,5.66,41.6
08,2021-08-05,0.7,0.4,61.8,1.88,14.0
07,2021-08-05,7.1,0.6,142.0,3.61,21.6
06,2021-08-05,20.6,4.2,656.3,6.65,44.3
05,2021-08-05,10.6,0.0,251.1,5.51,44.3
04,2021-08-05,26.2,0.0,322.6,5.68,44.3
03,2021-08-05,4.1,0.6,79.1,2.68,21.6
02,2021-08-05,6.2,0.7,83.1,2.74,18.9
01,2021-08-05,10.1,0.6,165.6,3.8,21.6
49,2021-08-05,6.4,0.5,,,
10,2021-08-05,7.7,0.6,76.5,1.91,14.0
25,2021-08-05,3.3,0.4,,,
13,2021-08-05,29.5,6.3,669.6,6.38,44.3
27,2021-08-05,11.6,0.2,,,
26,2021-08-05,8.0,1.2,,,
46,2021-08-05,2.9,0.6,,,
45,2021-08-05,14.2,2.7,,,
44,2021-08-05,4.4,1.1,,,
43,2021-08-05,13.6,0.4,,,
42,2021-08-05,9.6,1.3,,,
41,2021-08-05,9.9,1.2,,,
40,2021-08-05,4.9,1.2,,,
39,2021-08-05,4.6,0.8,,,
38,2021-08-05,9.0,1.2,,,
37,2021-08-05,7.7,1.2,,,
47,2021-08-05,3.6,0.6,,,
35,2021-08-05,13.2,0.8,,,
36,2021-08-05,6.7,0.4,,,
29,2021-08-05,5.0,0.3,,,
2A,2021-08-05,17.8,3.2,,,
2B,2021-08-05,22.5,5.6,,,
30,2021-08-05,12.8,2.2,,,
28,2021-08-05,6.5,1.2,,,
32,2021-08-05,6.8,2.6,,,
33,2021-08-05,9.8,2.3,,,
34,2021-08-05,19.1,5.2,,,
31,2021-08-05,17.2,3.9,,,
64,2021-08-06,13.6,2.4,,,
72,2021-08-06,4.6,0.2,,,
71,2021-08-06,6.3,0.4,,,
