datetime,dep,tx_incidence,tx_positivite
2021-02-15,50,89.2,4.85
2021-02-16,50,90.1,4.96
2021-02-17,50,93.9,5.17
2021-02-18,50,93.0,5.08
2021-02-19,50,95.8,4.92
2021-02-20,50,97.7,4.88
2021-02-21,50,98.7,4.91
2021-02-22,50,108.2,5.44
2021-02-23,50,101.5,5.4
2021-02-24,50,100.6,5.6
2021-02-25,50,95.8,5.6
2021-02-26,50,102.5,6.44
2021-02-27,50,97.7,6.62
2021-02-28,50,98.7,6.76
2021-03-01,50,86.3,6.42
2021-03-02,50,89.2,7.16
2021-03-03,50,90.1,7.51
2021-03-04,50,82.5,7.28
2021-03-05,50,74.0,6.68
2021-03-06,50,75.9,7.05
2021-03-07,50,75.0,6.89
2021-03-08,50,72.1,6.48
2021-03-09,50,70.2,6.16
2021-03-10,50,66.4,5.94
2021-03-11,50,74.0,5.36
2021-03-12,50,76.8,4.6
2021-03-13,50,76.8,4.42
2021-03-14,50,79.7,4.58
2021-03-15,50,85.4,4.26
2021-03-16,50,92.0,3.76
2021-03-17,50,96.8,3.76
2021-03-18,50,100.6,3.74
2021-03-19,50,107.2,3.82
2021-03-20,50,112.0,3.86
2021-03-21,50,109.1,3.77
2021-01-01,51,116.3,8.85
2021-01-02,51,117.8,8.96
2021-01-03,51,117.8,9.07
2021-01-04,51,119.2,8.65
2021-01-05,51,119.2,8.91
2021-01-06,51,121.4,9.57
2021-01-07,51,111.9,8.9
2021-01-08,51,130.9,8.63
2021-01-09,51,133.1,8.85
2021-01-10,51,132.4,8.77
2021-01-11,51,129.5,8.67
2021-01-12,51,125.1,8.03
2021-01-13,51,122.2,7.8
2021-01-14,51,121.4,7.69
2021-01-15,51,130.2,8.11
2021-01-16,51,127.3,7.91
2021-01-17,51,127.3,7.85
2021-01-18,51,124.4,7.88
2021-01-19,51,119.2,7.18
2021-01-20,51,114.1,6.52
2021-01-21,51,117.8,6.51
2021-01-22,51,124.4,5.85
2021-01-23,51,138.3,6.39
2021-01-24,51,139.7,6.49
2021-01-25,51,141.9,6.36
2021-01-26,51,151.4,6.68
2021-01-27,51,163.1,7.15
2021-01-28,51,180.0,6.7
2021-01-29,51,171.9,5.97
2021-01-30,51,153.6,5.32
2021-01-31,51,152.9,5.29
2021-02-01,51,168.3,5.7
2021-02-02,51,171.2,5.07
2021-02-03,51,161.7,4.82
2021-02-04,51,150.0,4.71
2021-02-05,51,155.8,5.19
2021-02-06,51,164.6,5.46
2021-02-07,51,163.9,5.43
2021-02-08,51,147.0,4.83
2021-02-09,51,128.0,3.88
2021-02-10,51,130.9,3.81
2021-02-11,51,125.8,3.51
2021-02-12,51,114.9,3.12
2021-02-13,51,109.0,2.97
2021-02-14,51,109.0,2.97
2021-02-15,51,114.9,3.18
2021-02-16,51,121.4,3.48
2021-02-17,51,103.9,3.05
2021-02-18,51,105.3,2.9
2021-02-19,51,109.7,3.21
2021-02-20,51,115.6,3.3
2021-02-21,51,115.6,3.3
2021-02-22,51,107.5,3.13
2021-02-23,51,101.0,3.62
2021-02-24,51,105.3,3.96
2021-02-25,51,97.3,4.87
2021-02-26,51,100.2,5.47
2021-02-27,51,98.0,5.66
2021-02-28,51,98.8,5.7
2021-03-01,51,98.0,5.87
2021-03-02,51,106.1,6.67
2021-03-03,51,113.4,7.35
2021-03-04,51,122.9,8.2
2021-03-05,51,117.8,8.39
2021-03-06,51,120.7,8.81
2021-03-07,51,123.6,8.96
2021-03-08,51,145.6,10.57
2021-03-09,51,156.6,11.0
2021-03-10,51,161.7,11.26
2021-03-11,51,183.6,6.41
2021-03-12,51,197.5,5.0
2021-03-13,51,208.5,5.12
2021-03-14,51,205.6,5.04
2021-03-15,51,212.9,4.65
2021-03-16,51,222.4,4.51
2021-03-17,51,219.5,4.3
2021-03-18,51,210.0,4.46
2021-03-19,51,219.5,4.53
2021-03-20,51,224.6,4.59
2021-03-21,51,228.2,4.67
2021-01-01,52,143.4,10.14
2021-01-02,52,157.8,10.26
2021-01-03,52,157.8,10.3
2021-01-04,52,172.1,10.81
2021-01-05,52,189.3,11.87
2021-01-06,52,177.8,12.02
2021-01-07,52,186.4,12.48
2021-01-08,52,195.0,11.0
2021-01-09,52,175.0,10.65
2021-01-10,52,175.0,10.63
2021-01-11,52,172.1,10.2
2021-01-12,52,143.4,8.43
2021-01-13,52,126.2,7.37
2021-01-14,52,117.6,7.12
2021-01-15,52,123.3,7.9
2021-01-16,52,120.5,7.46
2021-01-17,52,120.5,7.49
2021-01-18,52,120.5,7.28
2021-01-19,52,140.5,8.22
2021-01-20,52,154.9,8.37
2021-01-21,52,163.5,7.04
2021-01-22,52,175.0,6.33
2021-01-23,52,186.4,6.65
2021-01-24,52,186.4,6.65
2021-01-25,52,183.6,6.71
2021-01-26,52,186.4,6.86
2021-01-27,52,175.0,6.72
2021-01-28,52,180.7,6.71
2021-01-29,52,195.0,7.19
2021-01-30,52,186.4,7.07
2021-01-31,52,186.4,7.03
2021-02-01,52,172.1,6.53
2021-02-02,52,160.6,5.87
2021-02-03,52,154.9,5.42
2021-02-04,52,140.5,4.7
2021-02-05,52,117.6,3.31
2021-02-06,52,111.9,3.15
2021-02-07,52,111.9,3.16
2021-02-08,52,91.8,2.61
2021-02-09,52,83.2,2.41
2021-02-10,52,97.5,2.94
2021-02-11,52,88.9,2.96
2021-02-12,52,83.2,3.57
2021-02-13,52,80.3,3.37
2021-02-14,52,80.3,3.37
2021-02-15,52,97.5,3.96
2021-02-16,52,100.4,4.01
2021-02-17,52,86.0,3.34
2021-02-18,52,111.9,4.37
2021-02-19,52,137.7,5.34
2021-02-20,52,134.8,5.26
2021-02-21,52,134.8,5.25
2021-02-22,52,117.6,4.72
2021-02-23,52,100.4,4.44
2021-02-24,52,97.5,4.38
2021-02-25,52,80.3,4.35
2021-02-26,52,57.4,3.7
2021-02-27,52,60.2,4.06
2021-02-28,52,60.2,4.08
2021-03-01,52,91.8,6.72
2021-03-02,52,97.5,7.36
2021-03-03,52,106.1,8.98
2021-03-04,52,103.3,9.0
2021-03-05,52,100.4,8.77
2021-03-06,52,117.6,10.7
2021-03-07,52,117.6,10.68
2021-03-08,52,88.9,8.05
2021-03-09,52,94.7,8.33
2021-03-10,52,103.3,8.39
2021-03-11,52,117.6,7.27
2021-03-12,52,134.8,6.89
2021-03-13,52,134.8,6.45
2021-03-14,52,134.8,6.42
2021-03-15,52,146.3,5.98
2021-03-16,52,154.9,5.01
2021-03-17,52,154.9,4.82
2021-03-18,52,152.0,3.96
2021-03-19,52,154.9,3.78
2021-03-20,52,146.3,3.51
2021-03-21,52,146.3,3.51
2021-01-01,53,30.7,3.57
2021-01-02,53,33.4,3.99
2021-01-03,53,42.7,4.84
2021-01-04,53,49.4,5.55
2021-01-05,53,52.1,5.8
2021-01-06,53,50.8,6.1
2021-01-07,53,48.1,6.01
2021-01-08,53,61.4,6.27
2021-01-09,53,64.1,6.43
2021-01-10,53,54.8,5.61
2021-01-11,53,58.8,6.03
2021-01-12,53,62.8,6.28
2021-01-13,53,72.1,7.01
2021-01-14,53,81.5,7.58
2021-01-15,53,80.1,7.3
2021-01-16,53,82.8,7.35
2021-01-17,53,85.5,7.59
2021-01-18,53,77.5,7.11
2021-01-19,53,78.8,7.09
2021-01-20,53,72.1,6.58
2021-01-21,53,65.4,5.83
2021-01-22,53,68.1,5.84
2021-01-23,53,64.1,5.55
2021-01-24,53,61.4,5.32
2021-01-25,53,70.8,5.94
2021-01-26,53,86.8,6.94
2021-01-27,53,88.2,6.96
2021-01-28,53,97.5,7.26
2021-01-29,53,92.2,6.64
2021-01-30,53,100.2,6.94
2021-01-31,53,102.8,6.9
2021-02-01,53,98.8,6.46
2021-02-02,53,81.5,4.81
2021-02-03,53,82.8,4.93
2021-02-04,53,81.5,4.21
2021-02-05,53,86.8,4.52
2021-02-06,53,85.5,4.52
2021-02-07,53,90.8,4.9
2021-02-08,53,90.8,4.85
2021-02-09,53,86.8,4.45
2021-02-10,53,78.8,4.13
2021-02-11,53,69.5,4.5
2021-02-12,53,70.8,4.69
2021-02-13,53,64.1,4.24
2021-02-14,53,57.4,3.84
2021-02-15,53,53.4,3.74
2021-02-16,53,54.8,3.69
2021-02-17,53,58.8,3.79
2021-02-18,53,76.1,4.1
2021-02-19,53,69.5,3.68
2021-02-20,53,69.5,3.67
2021-02-21,53,69.5,3.69
2021-02-22,53,74.8,3.9
2021-02-23,53,80.1,5.24
2021-02-24,53,76.1,5.16
2021-02-25,53,60.1,5.2
2021-02-26,53,65.4,5.92
2021-02-27,53,69.5,6.53
2021-02-28,53,72.1,6.69
2021-03-01,53,76.1,7.38
2021-03-02,53,69.5,6.99
2021-03-03,53,77.5,8.2
2021-03-04,53,90.8,9.37
2021-03-05,53,92.2,9.25
2021-03-06,53,96.2,9.76
2021-03-07,53,92.2,9.53
2021-03-08,53,90.8,9.02
2021-03-09,53,97.5,9.36
2021-03-10,53,105.5,8.67
2021-03-11,53,101.5,6.16
2021-03-12,53,96.2,5.21
2021-03-13,53,100.2,5.01
2021-03-14,53,101.5,5.04
2021-03-15,53,126.9,5.17
2021-03-16,53,142.9,5.34
2021-03-17,53,134.9,4.92
2021-03-18,53,142.9,5.33
2021-03-19,53,160.3,4.29
2021-03-20,53,168.3,4.57
2021-03-21,53,171.0,4.65
2021-01-01,54,142.4,7.06
2021-01-02,54,152.3,7.29
2021-01-03,54,152.3,7.28
2021-01-04,54,157.6,7.74
2021-01-05,54,159.4,8.21
2021-01-06,54,161.7,9.37
2021-01-07,54,168.1,9.6
2021-01-08,54,196.3,9.37
2021-01-09,54,179.3,8.94
2021-01-10,54,176.9,8.86
2021-01-11,54,180.4,8.64
2021-01-12,54,172.8,8.18
2021-01-13,54,158.8,7.36
2021-01-14,54,155.2,7.25
2021-01-15,54,159.4,7.45
2021-01-16,54,154.7,7.32
2021-01-17,54,154.7,7.33
2021-01-18,54,154.1,7.3
2021-01-19,54,158.8,7.38
2021-01-20,54,166.4,7.48
2021-01-21,54,178.1,7.54
2021-01-22,54,181.0,7.3
2021-01-23,54,184.0,7.26
2021-01-24,54,185.7,7.3
2021-01-25,54,200.9,7.5
2021-01-26,54,206.8,7.2
2021-01-27,54,215.6,7.19
2021-01-28,54,210.3,6.6
2021-01-29,54,195.1,5.81
2021-01-30,54,198.0,5.81
2021-01-31,54,196.8,5.78
2021-02-01,54,173.4,5.12
2021-02-02,54,169.9,4.94
2021-02-03,54,147.0,4.33
2021-02-04,54,131.2,3.83
2021-02-05,54,134.2,4.05
2021-02-06,54,139.4,4.23
2021-02-07,54,139.4,4.22
2021-02-08,54,140.6,4.13
2021-02-09,54,134.2,3.96
2021-02-10,54,145.9,4.24
2021-02-11,54,150.6,4.42
2021-02-12,54,155.8,4.33
2021-02-13,54,145.3,4.03
2021-02-14,54,145.3,4.03
2021-02-15,54,155.2,4.03
2021-02-16,54,159.9,4.0
2021-02-17,54,165.2,3.97
2021-02-18,54,180.4,4.21
2021-02-19,54,179.3,3.97
2021-02-20,54,176.9,3.78
2021-02-21,54,179.3,3.83
2021-02-22,54,174.6,3.99
2021-02-23,54,171.7,4.15
2021-02-24,54,157.6,4.09
2021-02-25,54,147.6,4.07
2021-02-26,54,142.4,4.41
2021-02-27,54,147.0,4.87
2021-02-28,54,144.7,4.8
2021-03-01,54,150.0,5.23
2021-03-02,54,148.2,5.64
2021-03-03,54,144.7,5.95
2021-03-04,54,144.7,6.39
2021-03-05,54,150.0,7.05
2021-03-06,54,148.8,7.19
2021-03-07,54,148.2,7.17
2021-03-08,54,141.2,6.64
2021-03-09,54,142.4,6.49
2021-03-10,54,154.7,6.54
2021-03-11,54,161.1,6.08
2021-03-12,54,186.9,6.24
2021-03-13,54,188.1,6.12
2021-03-14,54,192.7,6.25
2021-03-15,54,212.7,5.3
2021-03-16,54,240.8,4.73
2021-03-17,54,253.1,4.77
2021-03-18,54,268.9,4.47
2021-03-19,54,270.7,3.88
2021-03-20,54,278.9,3.89
2021-03-21,54,276.5,3.84
2021-01-01,55,156.0,8.47
2021-01-02,55,173.4,9.09
2021-01-03,55,175.9,9.11
2021-01-04,55,208.0,10.69
2021-01-05,55,215.5,11.51
2021-01-06,55,215.5,12.07
2021-01-07,55,220.4,12.29
2021-01-08,55,242.7,11.44
2021-01-09,55,227.9,11.21
2021-01-10,55,227.9,11.19
2021-01-11,55,222.9,10.6
2021-01-12,55,205.6,9.18
2021-01-13,55,198.1,8.54
2021-01-14,55,200.6,8.91
2021-01-15,55,198.1,8.49
2021-01-16,55,190.7,8.37
2021-01-17,55,188.2,8.25
2021-01-18,55,168.4,7.45
2021-01-19,55,198.1,9.07
2021-01-20,55,222.9,9.91
2021-01-21,55,237.8,10.05
2021-01-22,55,265.0,10.02
2021-01-23,55,257.6,9.46
2021-01-24,55,257.6,9.5
2021-01-25,55,270.0,9.31
2021-01-26,55,222.9,7.28
2021-01-27,55,203.1,6.19
2021-01-28,55,183.3,5.08
2021-01-29,55,165.9,4.71
2021-01-30,55,153.6,4.36
2021-01-31,55,156.0,4.41
2021-02-01,55,133.7,3.84
2021-02-02,55,128.8,3.78
2021-02-03,55,116.4,3.57
2021-02-04,55,109.0,3.76
2021-02-05,55,99.1,3.62
2021-02-06,55,113.9,4.24
2021-02-07,55,111.5,4.17
2021-02-08,55,121.4,4.76
2021-02-09,55,126.3,4.87
2021-02-10,55,126.3,5.07
2021-02-11,55,138.7,5.37
2021-02-12,55,158.5,5.6
2021-02-13,55,151.1,5.12
2021-02-14,55,151.1,5.13
2021-02-15,55,151.1,4.57
2021-02-16,55,131.3,3.98
2021-02-17,55,123.8,3.59
2021-02-18,55,118.9,3.45
2021-02-19,55,96.6,2.85
2021-02-20,55,94.1,2.84
2021-02-21,55,94.1,2.83
2021-02-22,55,96.6,3.22
2021-02-23,55,109.0,3.75
2021-02-24,55,111.5,4.14
2021-02-25,55,104.0,4.19
2021-02-26,55,128.8,5.5
2021-02-27,55,133.7,5.84
2021-02-28,55,133.7,5.86
2021-03-01,55,111.5,5.4
2021-03-02,55,113.9,6.08
2021-03-03,55,121.4,7.01
2021-03-04,55,116.4,6.83
2021-03-05,55,113.9,7.04
2021-03-06,55,118.9,7.56
2021-03-07,55,118.9,7.54
2021-03-08,55,151.1,8.51
2021-03-09,55,163.5,8.19
2021-03-10,55,175.9,8.08
2021-03-11,55,198.1,7.31
2021-03-12,55,203.1,6.69
2021-03-13,55,215.5,6.72
2021-03-14,55,225.4,6.98
2021-03-15,55,230.3,6.09
2021-03-16,55,257.6,5.75
2021-03-17,55,277.4,5.52
2021-03-18,55,267.5,5.38
2021-03-19,55,265.0,4.73
2021-03-20,55,252.6,4.49
2021-03-21,55,242.7,4.34
2021-01-01,56,34.8,3.14
2021-01-02,56,39.0,3.46
2021-01-03,56,38.4,3.39
2021-01-04,56,40.8,3.69
2021-01-05,56,46.2,4.19
2021-01-06,56,46.8,4.83
2021-01-07,56,44.4,4.76
2021-01-08,56,49.8,4.44
2021-01-09,56,47.4,4.22
2021-01-10,56,49.2,4.42
2021-01-11,56,49.8,4.33
2021-01-12,56,45.0,3.92
2021-01-13,56,52.8,4.38
2021-01-14,56,58.8,4.75
2021-01-15,56,71.4,5.55
2021-01-16,56,71.4,5.46
2021-01-17,56,69.0,5.31
2021-01-18,56,78.0,5.69
2021-01-19,56,86.4,5.93
2021-01-20,56,79.8,5.08
2021-01-21,56,79.8,4.9
2021-01-22,56,73.2,4.42
2021-01-23,56,75.6,4.51
2021-01-24,56,77.4,4.59
2021-01-25,56,70.2,4.21
2021-01-26,56,62.4,3.76
2021-01-27,56,70.2,4.48
2021-01-28,56,72.6,4.52
2021-01-29,56,73.2,4.53
2021-01-30,56,77.4,4.79
2021-01-31,56,77.4,4.83
2021-02-01,56,82.2,4.88
2021-02-02,56,90.6,5.31
2021-02-03,56,83.4,4.68
2021-02-04,56,81.6,4.52
2021-02-05,56,88.2,4.49
2021-02-06,56,90.0,4.52
2021-02-07,56,89.4,4.48
2021-02-08,56,85.8,4.27
2021-02-09,56,83.4,4.21
2021-02-10,56,85.2,4.39
2021-02-11,56,87.6,4.59
2021-02-12,56,78.0,4.49
2021-02-13,56,78.6,4.45
2021-02-14,56,77.4,4.38
2021-02-15,56,81.6,4.47
2021-02-16,56,82.2,4.41
2021-02-17,56,90.0,4.71
2021-02-18,56,91.2,4.51
2021-02-19,56,107.4,4.9
2021-02-20,56,102.0,4.54
2021-02-21,56,104.4,4.63
2021-02-22,56,109.8,4.93
2021-02-23,56,113.4,5.11
2021-02-24,56,117.6,5.29
2021-02-25,56,126.6,5.8
2021-02-26,56,117.6,5.6
2021-02-27,56,114.6,5.76
2021-02-28,56,112.2,5.66
2021-03-01,56,103.8,5.58
2021-03-02,56,102.0,5.9
2021-03-03,56,97.2,6.06
2021-03-04,56,92.4,6.29
2021-03-05,56,93.0,6.84
2021-03-06,56,94.8,7.21
2021-03-07,56,96.0,7.31
2021-03-08,56,113.4,8.65
2021-03-09,56,126.0,9.03
2021-03-10,56,133.2,8.9
2021-03-11,56,137.4,7.83
2021-03-12,56,148.8,7.36
2021-03-13,56,162.0,7.61
2021-03-14,56,162.6,7.58
2021-03-15,56,161.4,6.93
2021-03-16,56,153.0,6.1
2021-03-17,56,155.4,6.06
2021-03-18,56,167.4,6.31
2021-03-19,56,167.4,5.9
2021-03-20,56,169.8,5.79
2021-03-21,56,169.8,5.81
2021-01-01,57,103.6,6.24
2021-01-02,57,128.0,6.77
2021-01-03,57,128.4,6.79
2021-01-04,57,145.0,7.78
2021-01-05,57,158.9,8.82
2021-01-06,57,158.5,9.71
2021-01-07,57,158.0,9.81
2021-01-08,57,189.0,9.81
2021-01-09,57,178.1,9.57
2021-01-10,57,180.2,9.68
2021-01-11,57,173.3,9.2
2021-01-12,57,163.3,8.56
2021-01-13,57,165.0,8.51
2021-01-14,57,164.1,8.29
2021-01-15,57,168.1,8.38
2021-01-16,57,171.5,8.77
2021-01-17,57,169.8,8.72
2021-01-18,57,162.8,8.66
2021-01-19,57,167.2,8.9
2021-01-20,57,168.5,9.03
2021-01-21,57,182.4,9.51
2021-01-22,57,174.6,8.98
2021-01-23,57,175.0,8.61
2021-01-24,57,176.3,8.65
2021-01-25,57,189.0,8.4
2021-01-26,57,204.2,8.51
2021-01-27,57,215.1,8.22
2021-01-28,57,218.1,8.04
2021-01-29,57,233.4,8.05
2021-01-30,57,235.1,8.0
2021-01-31,57,234.7,7.99
2021-02-01,57,246.0,8.22
2021-02-02,57,242.1,7.8
2021-02-03,57,251.7,8.02
2021-02-04,57,245.1,7.47
2021-02-05,57,253.4,7.29
2021-02-06,57,261.7,7.37
2021-02-07,57,262.5,7.36
2021-02-08,57,264.3,6.86
2021-02-09,57,269.1,6.44
2021-02-10,57,270.4,5.85
2021-02-11,57,286.0,5.4
2021-02-12,57,275.2,4.6
2021-02-13,57,277.8,4.42
2021-02-14,57,278.2,4.4
2021-02-15,57,286.0,3.8
2021-02-16,57,291.3,3.36
2021-02-17,57,292.6,3.1
2021-02-18,57,302.6,3.03
2021-02-19,57,306.5,2.92
2021-02-20,57,297.8,2.81
2021-02-21,57,297.8,2.81
2021-02-22,57,286.5,2.95
2021-02-23,57,270.4,3.17
2021-02-24,57,262.1,3.49
2021-02-25,57,236.4,3.66
2021-02-26,57,243.4,4.59
2021-02-27,57,239.5,4.88
2021-02-28,57,236.9,4.85
2021-03-01,57,226.8,5.37
2021-03-02,57,223.8,5.95
2021-03-03,57,216.0,6.32
2021-03-04,57,202.9,6.48
2021-03-05,57,190.7,6.5
2021-03-06,57,190.7,6.48
2021-03-07,57,192.0,6.38
2021-03-08,57,189.4,5.98
2021-03-09,57,192.9,5.86
2021-03-10,57,203.3,5.89
2021-03-11,57,227.3,5.89
2021-03-12,57,240.3,5.46
2021-03-13,57,239.0,5.24
2021-03-14,57,244.3,5.32
2021-03-15,57,257.3,4.8
2021-03-16,57,269.5,4.38
2021-03-17,57,264.7,4.09
2021-03-18,57,269.5,3.87
2021-03-19,57,266.9,3.5
2021-03-20,57,280.0,3.6
2021-03-21,57,280.0,3.61
2021-01-01,58,89.0,7.38
2021-01-02,58,99.5,8.15
2021-01-03,58,107.4,8.67
2021-01-04,58,117.8,9.09
2021-01-05,58,123.1,9.51
2021-01-06,58,141.4,11.61
2021-01-07,58,170.2,13.13
2021-01-08,58,180.7,11.82
2021-01-09,58,188.5,12.04
2021-01-10,58,185.9,11.83
2021-01-11,58,178.1,11.11
2021-01-12,58,185.9,11.01
2021-01-13,58,183.3,10.36
2021-01-14,58,159.7,9.05
2021-01-15,58,191.1,9.85
2021-01-16,58,175.4,9.28
2021-01-17,58,175.4,9.27
2021-01-18,58,172.8,9.08
2021-01-19,58,170.2,9.08
2021-01-20,58,149.2,7.91
2021-01-21,58,141.4,6.49
2021-01-22,58,157.1,7.18
2021-01-23,58,165.0,7.3
2021-01-24,58,159.7,7.13
2021-01-25,58,159.7,7.08
2021-01-26,58,154.5,6.01
2021-01-27,58,159.7,6.16
2021-01-28,58,159.7,5.71
2021-01-29,58,141.4,4.79
2021-01-30,58,136.2,4.61
2021-01-31,58,136.2,4.63
2021-02-01,58,141.4,4.32
2021-02-02,58,141.4,3.99
2021-02-03,58,141.4,4.0
2021-02-04,58,128.3,3.71
2021-02-05,58,107.4,3.35
2021-02-06,58,107.4,3.37
2021-02-07,58,107.4,3.36
2021-02-08,58,86.4,3.0
2021-02-09,58,83.8,3.67
2021-02-10,58,75.9,3.49
2021-02-11,58,91.6,5.3
2021-02-12,58,110.0,6.74
2021-02-13,58,107.4,6.75
2021-02-14,58,107.4,6.77
2021-02-15,58,112.6,8.01
2021-02-16,58,99.5,8.05
2021-02-17,58,104.7,8.73
2021-02-18,58,94.3,8.22
2021-02-19,58,75.9,6.95
2021-02-20,58,75.9,7.2
2021-02-21,58,75.9,7.23
2021-02-22,58,81.2,7.29
2021-02-23,58,89.0,7.51
2021-02-24,58,78.6,6.37
2021-02-25,58,94.3,7.38
2021-02-26,58,110.0,7.65
2021-02-27,58,120.4,8.24
2021-02-28,58,120.4,8.21
2021-03-01,58,133.5,8.61
2021-03-02,58,138.8,8.56
2021-03-03,58,172.8,10.06
2021-03-04,58,159.7,6.39
2021-03-05,58,154.5,5.66
2021-03-06,58,154.5,5.56
2021-03-07,58,154.5,5.57
2021-03-08,58,170.2,5.63
2021-03-09,58,204.2,5.75
2021-03-10,58,230.4,5.91
2021-03-11,58,246.1,5.39
2021-03-12,58,298.5,4.97
2021-03-13,58,316.8,5.1
2021-03-14,58,322.1,5.17
2021-03-15,58,322.1,5.02
2021-03-16,58,350.9,5.05
2021-03-17,58,327.3,4.82
2021-03-18,58,364.0,5.56
2021-03-19,58,382.3,6.08
2021-03-20,58,371.8,5.92
2021-03-21,58,369.2,5.88
2021-01-01,59,68.4,5.1
2021-01-02,59,69.6,5.04
2021-01-03,59,71.8,5.19
2021-01-04,59,75.2,5.29
2021-01-05,59,80.8,5.78
2021-01-06,59,84.5,6.38
2021-01-07,59,91.6,6.89
2021-01-08,59,108.5,6.91
2021-01-09,59,109.4,7.16
2021-01-10,59,107.9,7.05
2021-01-11,59,111.5,6.85
2021-01-12,59,110.7,6.5
2021-01-13,59,108.4,6.13
2021-01-14,59,113.1,6.26
2021-01-15,59,116.4,6.22
2021-01-16,59,119.0,6.19
2021-01-17,59,118.9,6.21
2021-01-18,59,125.0,6.67
2021-01-19,59,128.5,6.81
2021-01-20,59,137.1,7.18
2021-01-21,59,139.9,6.95
2021-01-22,59,142.3,6.76
2021-01-23,59,143.6,6.75
2021-01-24,59,144.6,6.73
2021-01-25,59,146.1,6.54
2021-01-26,59,151.9,6.55
2021-01-27,59,153.5,6.47
2021-01-28,59,153.1,5.82
2021-01-29,59,164.6,5.76
2021-01-30,59,166.8,5.81
2021-01-31,59,166.7,5.79
2021-02-01,59,170.4,5.77
2021-02-02,59,171.4,5.64
2021-02-03,59,167.6,5.45
2021-02-04,59,167.9,5.68
2021-02-05,59,159.1,5.57
2021-02-06,59,161.5,5.59
2021-02-07,59,162.6,5.61
2021-02-08,59,163.4,5.65
2021-02-09,59,163.4,5.58
2021-02-10,59,167.9,5.64
2021-02-11,59,177.7,5.68
2021-02-12,59,185.6,5.68
2021-02-13,59,185.6,5.61
2021-02-14,59,188.0,5.66
2021-02-15,59,187.7,5.45
2021-02-16,59,191.7,5.55
2021-02-17,59,200.6,5.63
2021-02-18,59,203.1,5.69
2021-02-19,59,210.5,5.83
2021-02-20,59,217.5,5.88
2021-02-21,59,220.9,5.96
2021-02-22,59,228.4,6.36
2021-02-23,59,239.8,6.91
2021-02-24,59,240.4,7.22
2021-02-25,59,241.3,7.79
2021-02-26,59,239.7,8.33
2021-02-27,59,234.8,8.48
2021-02-28,59,234.1,8.49
2021-03-01,59,242.1,9.03
2021-03-02,59,243.1,9.33
2021-03-03,59,246.6,9.72
2021-03-04,59,249.2,10.09
2021-03-05,59,252.9,10.36
2021-03-06,59,261.2,10.82
2021-03-07,59,264.1,10.91
2021-03-08,59,273.3,10.92
2021-03-09,59,279.5,10.5
2021-03-10,59,291.6,10.65
2021-03-11,59,303.0,9.86
2021-03-12,59,315.3,9.47
2021-03-13,59,323.9,9.45
2021-03-14,59,325.0,9.41
2021-03-15,59,342.9,8.66
2021-03-16,59,351.2,8.13
2021-03-17,59,352.5,7.81
2021-03-18,59,361.7,7.54
2021-03-19,59,372.8,7.27
2021-03-20,59,376.8,7.18
2021-03-21,59,375.7,7.12
2021-01-01,60,61.0,6.14
2021-01-02,60,66.1,6.69
2021-01-03,60,66.1,6.67
2021-01-04,60,69.4,7.0
2021-01-05,60,74.5,7.87
2021-01-06,60,77.8,8.38
2021-01-07,60,81.9,8.71
2021-01-08,60,96.8,8.52
2021-01-09,60,98.7,8.49
2021-01-10,60,99.6,8.62
2021-01-11,60,102.0,8.31
2021-01-12,60,103.8,8.14
2021-01-13,60,106.2,8.13
2021-01-14,60,113.6,8.2
2021-01-15,60,128.5,8.63
2021-01-16,60,129.0,8.62
2021-01-17,60,130.8,8.71
2021-01-18,60,145.3,9.09
2021-01-19,60,159.7,9.44
2021-01-20,60,169.5,9.42
2021-01-21,60,170.9,9.23
2021-01-22,60,177.9,8.94
2021-01-23,60,176.9,8.59
2021-01-24,60,174.6,8.48
2021-01-25,60,190.9,8.88
2021-01-26,60,183.9,8.28
2021-01-27,60,185.8,8.32
2021-01-28,60,190.0,8.14
2021-01-29,60,187.6,7.96
2021-01-30,60,195.6,8.26
2021-01-31,60,196.5,8.3
2021-02-01,60,177.9,7.62
2021-02-02,60,183.0,7.5
2021-02-03,60,176.0,7.23
2021-02-04,60,172.7,7.18
2021-02-05,60,172.7,6.92
2021-02-06,60,167.2,6.65
2021-02-07,60,165.8,6.6
2021-02-08,60,172.3,6.75
2021-02-09,60,171.8,6.69
2021-02-10,60,177.4,6.79
2021-02-11,60,178.8,6.81
2021-02-12,60,182.1,6.84
2021-02-13,60,192.3,7.12
2021-02-14,60,194.2,7.18
2021-02-15,60,204.9,7.54
2021-02-16,60,208.1,7.75
2021-02-17,60,210.9,7.83
2021-02-18,60,226.7,8.1
2021-02-19,60,225.4,8.31
2021-02-20,60,220.2,8.09
2021-02-21,60,218.8,8.03
2021-02-22,60,225.8,8.3
2021-02-23,60,229.5,8.79
2021-02-24,60,231.9,9.16
2021-02-25,60,222.1,9.38
2021-02-26,60,226.3,9.92
2021-02-27,60,231.4,10.49
2021-02-28,60,234.2,10.64
2021-03-01,60,217.4,10.46
2021-03-02,60,201.6,10.28
2021-03-03,60,204.4,10.96
2021-03-04,60,214.2,11.93
2021-03-05,60,214.6,12.04
2021-03-06,60,214.2,12.19
2021-03-07,60,215.1,12.19
2021-03-08,60,222.1,12.29
