datetime,dep,tx_incidence,tx_positivite
2021-02-18,27,173.3,7.68
2021-02-19,27,172.0,7.47
2021-02-20,27,177.9,7.54
2021-02-21,27,178.6,7.58
2021-02-22,27,182.5,7.89
2021-02-23,27,174.0,7.82
2021-02-24,27,166.1,7.91
2021-02-25,27,168.7,8.27
2021-02-26,27,168.0,8.39
2021-02-27,27,165.4,8.53
2021-02-28,27,165.4,8.56
2021-03-01,27,169.4,9.39
2021-03-02,27,179.2,10.29
2021-03-03,27,182.5,10.73
2021-03-04,27,176.0,10.89
2021-03-05,27,187.8,11.98
2021-03-06,27,197.7,12.52
2021-03-07,27,195.7,12.38
2021-03-08,27,203.6,12.59
2021-03-09,27,206.9,12.59
2021-03-10,27,222.1,13.07
2021-03-11,27,243.8,12.29
2021-03-12,27,259.0,11.69
2021-03-13,27,256.4,11.26
2021-03-14,27,259.6,11.39
2021-03-15,27,262.3,9.7
2021-03-16,27,281.4,9.25
2021-03-17,27,282.1,8.85
2021-03-18,27,280.7,8.27
2021-03-19,27,281.4,7.73
2021-03-20,27,290.6,7.69
2021-03-21,27,289.3,7.67
2021-01-01,28,60.2,5.99
2021-01-02,28,53.6,5.64
2021-01-03,28,52.7,5.53
2021-01-04,28,49.9,5.51
2021-01-05,28,46.1,5.43
2021-01-06,28,50.8,6.7
2021-01-07,28,54.6,7.06
2021-01-08,28,73.4,7.77
2021-01-09,28,75.3,7.83
2021-01-10,28,75.3,7.82
2021-01-11,28,77.2,7.79
2021-01-12,28,77.2,7.35
2021-01-13,28,73.4,6.74
2021-01-14,28,73.4,6.52
2021-01-15,28,67.8,5.82
2021-01-16,28,67.8,5.48
2021-01-17,28,67.8,5.48
2021-01-18,28,83.8,6.62
2021-01-19,28,92.2,6.95
2021-01-20,28,117.6,8.63
2021-01-21,28,123.3,8.85
2021-01-22,28,130.8,8.78
2021-01-23,28,139.3,9.29
2021-01-24,28,139.3,9.28
2021-01-25,28,143.0,8.88
2021-01-26,28,144.0,8.93
2021-01-27,28,124.2,7.47
2021-01-28,28,130.8,7.54
2021-01-29,28,146.8,8.25
2021-01-30,28,147.7,8.31
2021-01-31,28,149.6,8.37
2021-02-01,28,150.6,8.64
2021-02-02,28,159.0,8.82
2021-02-03,28,175.0,9.41
2021-02-04,28,166.6,8.99
2021-02-05,28,151.5,8.01
2021-02-06,28,150.6,7.88
2021-02-07,28,150.6,7.88
2021-02-08,28,144.0,7.52
2021-02-09,28,137.4,7.05
2021-02-10,28,122.3,6.6
2021-02-11,28,127.0,6.99
2021-02-12,28,130.8,7.76
2021-02-13,28,128.9,7.86
2021-02-14,28,127.0,7.8
2021-02-15,28,113.9,7.1
2021-02-16,28,115.7,6.97
2021-02-17,28,117.6,6.88
2021-02-18,28,124.2,6.99
2021-02-19,28,134.6,6.98
2021-02-20,28,144.0,7.1
2021-02-21,28,144.0,7.08
2021-02-22,28,162.8,7.83
2021-02-23,28,168.4,8.58
2021-02-24,28,188.2,9.67
2021-02-25,28,192.0,9.97
2021-02-26,28,183.5,10.06
2021-02-27,28,174.1,10.0
2021-02-28,28,175.0,10.05
2021-03-01,28,170.3,9.88
2021-03-02,28,175.0,10.57
2021-03-03,28,165.6,10.56
2021-03-04,28,156.2,10.62
2021-03-05,28,141.2,10.53
2021-03-06,28,148.7,11.31
2021-03-07,28,148.7,11.38
2021-03-08,28,154.3,12.33
2021-03-09,28,147.7,12.07
2021-03-10,28,141.2,11.04
2021-03-11,28,163.7,10.39
2021-03-12,28,207.0,11.85
2021-03-13,28,218.3,11.97
2021-03-14,28,218.3,11.92
2021-03-15,28,233.4,11.26
2021-03-16,28,233.4,10.11
2021-03-17,28,255.0,10.38
2021-03-18,28,262.5,10.81
2021-03-19,28,266.3,10.19
2021-03-20,28,270.1,10.07
2021-03-21,28,277.6,10.25
2021-01-01,29,23.3,1.89
2021-01-02,29,25.8,2.1
2021-01-03,29,25.8,2.09
2021-01-04,29,25.3,2.13
2021-01-05,29,26.8,2.43
2021-01-06,29,27.8,2.83
2021-01-07,29,30.3,3.21
2021-01-08,29,42.7,3.82
2021-01-09,29,45.7,4.14
2021-01-10,29,46.7,4.23
2021-01-11,29,49.2,4.35
2021-01-12,29,51.2,4.35
2021-01-13,29,50.7,4.11
2021-01-14,29,50.7,4.0
2021-01-15,29,45.2,3.36
2021-01-16,29,42.7,3.12
2021-01-17,29,42.2,3.08
2021-01-18,29,50.2,3.55
2021-01-19,29,51.7,3.7
2021-01-20,29,58.6,4.04
2021-01-21,29,64.1,4.26
2021-01-22,29,71.5,4.51
2021-01-23,29,73.0,4.39
2021-01-24,29,76.5,4.56
2021-01-25,29,74.0,4.2
2021-01-26,29,74.0,4.03
2021-01-27,29,72.5,3.86
2021-01-28,29,72.5,3.75
2021-01-29,29,67.6,3.46
2021-01-30,29,64.6,3.42
2021-01-31,29,61.1,3.26
2021-02-01,29,49.7,2.74
2021-02-02,29,55.1,2.85
2021-02-03,29,49.2,2.61
2021-02-04,29,43.7,2.33
2021-02-05,29,45.7,2.22
2021-02-06,29,47.7,2.29
2021-02-07,29,47.2,2.27
2021-02-08,29,46.2,2.23
2021-02-09,29,37.7,1.97
2021-02-10,29,36.3,1.97
2021-02-11,29,35.3,2.08
2021-02-12,29,29.3,2.13
2021-02-13,29,29.3,2.2
2021-02-14,29,29.8,2.23
2021-02-15,29,33.8,2.47
2021-02-16,29,33.3,2.47
2021-02-17,29,46.7,3.17
2021-02-18,29,48.7,2.86
2021-02-19,29,51.7,2.77
2021-02-20,29,53.6,2.72
2021-02-21,29,54.1,2.74
2021-02-22,29,50.2,2.58
2021-02-23,29,52.2,2.76
2021-02-24,29,44.2,2.48
2021-02-25,29,42.7,2.63
2021-02-26,29,40.7,2.68
2021-02-27,29,40.2,2.85
2021-02-28,29,40.7,2.89
2021-03-01,29,44.7,3.34
2021-03-02,29,44.7,3.37
2021-03-03,29,45.2,3.46
2021-03-04,29,51.7,4.07
2021-03-05,29,54.1,4.47
2021-03-06,29,50.7,4.2
2021-03-07,29,50.7,4.19
2021-03-08,29,56.6,4.63
2021-03-09,29,62.6,5.06
2021-03-10,29,63.6,5.07
2021-03-11,29,64.1,4.91
2021-03-12,29,77.0,5.14
2021-03-13,29,80.0,5.25
2021-03-14,29,81.0,5.28
2021-03-15,29,77.5,4.64
2021-03-16,29,72.5,3.95
2021-03-17,29,70.5,3.43
2021-03-18,29,72.5,3.21
2021-03-19,29,71.0,2.9
2021-03-20,29,74.5,2.97
2021-03-21,29,72.5,2.9
2021-01-01,2A,44.3,1.2
2021-01-02,2A,41.1,1.11
2021-01-03,2A,41.1,1.1
2021-01-04,2A,56.9,1.75
2021-01-05,2A,60.1,2.02
2021-01-06,2A,50.6,1.91
2021-01-07,2A,53.7,2.8
2021-01-08,2A,60.1,2.84
2021-01-09,2A,53.7,3.48
2021-01-10,2A,53.7,3.56
2021-01-11,2A,44.3,3.03
2021-01-12,2A,53.7,3.52
2021-01-13,2A,72.7,4.17
2021-01-14,2A,79.0,4.38
2021-01-15,2A,88.5,4.12
2021-01-16,2A,82.2,3.78
2021-01-17,2A,82.2,3.8
2021-01-18,2A,72.7,3.39
2021-01-19,2A,79.0,3.73
2021-01-20,2A,56.9,2.92
2021-01-21,2A,50.6,2.63
2021-01-22,2A,50.6,3.07
2021-01-23,2A,50.6,2.94
2021-01-24,2A,53.7,3.11
2021-01-25,2A,63.2,3.7
2021-01-26,2A,47.4,2.75
2021-01-27,2A,50.6,2.84
2021-01-28,2A,44.3,2.47
2021-01-29,2A,31.6,1.55
2021-01-30,2A,34.8,1.81
2021-01-31,2A,31.6,1.62
2021-02-01,2A,22.1,1.12
2021-02-02,2A,15.8,0.64
2021-02-03,2A,9.5,0.4
2021-02-04,2A,15.8,0.65
2021-02-05,2A,12.6,0.55
2021-02-06,2A,9.5,0.41
2021-02-07,2A,9.5,0.41
2021-02-08,2A,12.6,0.57
2021-02-09,2A,9.5,0.56
2021-02-10,2A,15.8,0.86
2021-02-11,2A,22.1,1.07
2021-02-12,2A,25.3,1.23
2021-02-13,2A,28.5,1.34
2021-02-14,2A,28.5,1.33
2021-02-15,2A,28.5,1.24
2021-02-16,2A,34.8,1.45
2021-02-17,2A,34.8,1.42
2021-02-18,2A,25.3,1.07
2021-02-19,2A,25.3,1.01
2021-02-20,2A,34.8,1.35
2021-02-21,2A,34.8,1.35
2021-02-22,2A,50.6,1.95
2021-02-23,2A,47.4,1.84
2021-02-24,2A,53.7,1.98
2021-02-25,2A,72.7,2.53
2021-02-26,2A,88.5,2.98
2021-02-27,2A,75.9,2.64
2021-02-28,2A,75.9,2.65
2021-03-01,2A,56.9,2.07
2021-03-02,2A,60.1,2.28
2021-03-03,2A,50.6,2.04
2021-03-04,2A,41.1,1.83
2021-03-05,2A,41.1,1.84
2021-03-06,2A,47.4,2.17
2021-03-07,2A,47.4,2.18
2021-03-08,2A,72.7,2.74
2021-03-09,2A,88.5,2.8
2021-03-10,2A,91.7,2.26
2021-03-11,2A,85.4,1.68
2021-03-12,2A,82.2,1.47
2021-03-13,2A,94.8,1.67
2021-03-14,2A,94.8,1.66
2021-03-15,2A,98.0,1.7
2021-03-16,2A,75.9,1.32
2021-03-17,2A,82.2,1.71
2021-03-18,2A,91.7,2.52
2021-03-19,2A,117.0,3.59
2021-03-20,2A,126.5,3.89
2021-03-21,2A,129.6,4.03
2021-01-01,2B,43.3,1.35
2021-01-02,2B,43.3,1.34
2021-01-03,2B,43.3,1.34
2021-01-04,2B,48.7,1.63
2021-01-05,2B,48.7,1.73
2021-01-06,2B,51.5,2.18
2021-01-07,2B,54.2,3.18
2021-01-08,2B,59.6,3.06
2021-01-09,2B,56.9,3.78
2021-01-10,2B,56.9,3.83
2021-01-11,2B,62.3,4.14
2021-01-12,2B,59.6,3.81
2021-01-13,2B,56.9,3.41
2021-01-14,2B,48.7,2.74
2021-01-15,2B,54.2,2.88
2021-01-16,2B,54.2,2.71
2021-01-17,2B,54.2,2.7
2021-01-18,2B,40.6,2.0
2021-01-19,2B,32.5,1.63
2021-01-20,2B,37.9,1.92
2021-01-21,2B,54.2,2.77
2021-01-22,2B,59.6,3.21
2021-01-23,2B,62.3,3.56
2021-01-24,2B,65.0,3.73
2021-01-25,2B,78.5,4.65
2021-01-26,2B,89.4,5.06
2021-01-27,2B,92.1,4.99
2021-01-28,2B,78.5,4.41
2021-01-29,2B,70.4,3.77
2021-01-30,2B,70.4,3.67
2021-01-31,2B,67.7,3.52
2021-02-01,2B,62.3,3.11
2021-02-02,2B,59.6,2.67
2021-02-03,2B,56.9,2.63
2021-02-04,2B,56.9,2.53
2021-02-05,2B,75.8,3.02
2021-02-06,2B,97.5,3.75
2021-02-07,2B,100.2,3.85
2021-02-08,2B,97.5,3.63
2021-02-09,2B,97.5,3.59
2021-02-10,2B,105.6,3.4
2021-02-11,2B,116.5,3.4
2021-02-12,2B,105.6,2.91
2021-02-13,2B,86.7,2.37
2021-02-14,2B,84.0,2.29
2021-02-15,2B,75.8,2.06
2021-02-16,2B,78.5,2.23
2021-02-17,2B,70.4,2.13
2021-02-18,2B,75.8,2.49
2021-02-19,2B,92.1,3.23
2021-02-20,2B,105.6,3.67
2021-02-21,2B,105.6,3.69
2021-02-22,2B,127.3,4.58
2021-02-23,2B,143.5,5.28
2021-02-24,2B,151.7,5.54
2021-02-25,2B,146.2,5.05
2021-02-26,2B,154.4,5.36
2021-02-27,2B,140.8,5.02
2021-02-28,2B,140.8,5.0
2021-03-01,2B,143.5,5.16
2021-03-02,2B,151.7,5.58
2021-03-03,2B,146.2,5.37
2021-03-04,2B,149.0,5.25
2021-03-05,2B,170.6,6.12
2021-03-06,2B,178.7,6.23
2021-03-07,2B,181.4,6.33
2021-03-08,2B,173.3,5.61
2021-03-09,2B,162.5,4.47
2021-03-10,2B,176.0,4.67
2021-03-11,2B,205.8,4.58
2021-03-12,2B,170.6,3.6
2021-03-13,2B,165.2,3.48
2021-03-14,2B,162.5,3.42
2021-03-15,2B,159.8,3.16
2021-03-16,2B,186.9,3.27
2021-03-17,2B,186.9,3.21
2021-03-18,2B,149.0,2.85
2021-03-19,2B,140.8,2.84
2021-03-20,2B,132.7,2.72
2021-03-21,2B,132.7,2.73
2021-01-01,30,93.8,6.93
2021-01-02,30,95.0,7.08
2021-01-03,30,96.7,7.15
2021-01-04,30,110.2,8.1
2021-01-05,30,107.8,8.1
2021-01-06,30,108.4,8.71
2021-01-07,30,106.7,9.28
2021-01-08,30,134.2,9.2
2021-01-09,30,133.6,9.22
2021-01-10,30,132.5,9.15
2021-01-11,30,128.4,8.7
2021-01-12,30,133.6,8.62
2021-01-13,30,139.5,8.7
2021-01-14,30,141.3,8.63
2021-01-15,30,141.8,8.5
2021-01-16,30,144.2,8.47
2021-01-17,30,145.4,8.5
2021-01-18,30,144.2,8.12
2021-01-19,30,143.6,7.9
2021-01-20,30,130.1,7.1
2021-01-21,30,136.6,7.35
2021-01-22,30,143.6,7.54
2021-01-23,30,149.5,7.64
2021-01-24,30,151.2,7.74
2021-01-25,30,164.1,8.19
2021-01-26,30,177.6,8.54
2021-01-27,30,194.6,9.07
2021-01-28,30,195.8,8.67
2021-01-29,30,201.0,8.5
2021-01-30,30,196.9,8.27
2021-01-31,30,198.1,8.25
2021-02-01,30,204.0,8.35
2021-02-02,30,189.9,7.7
2021-02-03,30,185.2,7.35
2021-02-04,30,173.5,7.02
2021-02-05,30,160.6,6.69
2021-02-06,30,157.7,6.64
2021-02-07,30,156.5,6.62
2021-02-08,30,133.6,5.76
2021-02-09,30,128.9,5.73
2021-02-10,30,121.3,5.4
2021-02-11,30,135.4,5.82
2021-02-12,30,135.4,5.75
2021-02-13,30,140.7,5.82
2021-02-14,30,138.3,5.74
2021-02-15,30,139.5,5.88
2021-02-16,30,147.7,6.44
2021-02-17,30,149.5,7.02
2021-02-18,30,141.3,7.05
2021-02-19,30,135.4,7.13
2021-02-20,30,138.3,7.55
2021-02-21,30,140.1,7.7
2021-02-22,30,146.5,8.42
2021-02-23,30,141.8,8.47
2021-02-24,30,140.1,8.63
2021-02-25,30,140.7,9.12
2021-02-26,30,150.0,10.05
2021-02-27,30,146.5,10.08
2021-02-28,30,146.5,10.01
2021-03-01,30,151.8,10.46
2021-03-02,30,167.6,10.42
2021-03-03,30,184.0,10.67
2021-03-04,30,199.3,11.1
2021-03-05,30,211.6,11.26
2021-03-06,30,216.9,11.34
2021-03-07,30,217.4,11.21
2021-03-08,30,232.7,11.07
2021-03-09,30,233.3,11.1
2021-03-10,30,248.5,11.08
2021-03-11,30,269.0,11.23
2021-03-12,30,279.6,10.59
2021-03-13,30,281.9,10.14
2021-03-14,30,280.7,10.15
2021-03-15,30,283.7,10.02
2021-03-16,30,283.7,9.63
2021-03-17,30,263.8,8.86
2021-03-18,30,276.6,8.84
2021-03-19,30,277.2,8.26
2021-03-20,30,273.1,8.25
2021-03-21,30,272.0,8.25
2021-01-01,31,44.1,3.13
2021-01-02,31,45.9,3.44
2021-01-03,31,47.4,3.55
2021-01-04,31,66.1,5.05
2021-01-05,31,72.4,5.71
2021-01-06,31,80.1,6.9
2021-01-07,31,84.6,7.93
2021-01-08,31,105.7,8.27
2021-01-09,31,107.8,8.36
2021-01-10,31,108.7,8.36
2021-01-11,31,103.6,7.81
2021-01-12,31,107.2,7.8
2021-01-13,31,106.3,7.47
2021-01-14,31,110.8,7.4
2021-01-15,31,107.2,6.64
2021-01-16,31,113.8,6.91
2021-01-17,31,113.2,6.88
2021-01-18,31,119.7,7.04
2021-01-19,31,126.0,7.04
2021-01-20,31,139.1,7.39
2021-01-21,31,149.2,7.53
2021-01-22,31,165.0,7.8
2021-01-23,31,169.2,7.86
2021-01-24,31,170.1,7.88
2021-01-25,31,187.0,7.88
2021-01-26,31,195.7,8.06
2021-01-27,31,200.4,8.01
2021-01-28,31,210.3,7.95
2021-01-29,31,221.6,7.85
2021-01-30,31,226.4,7.85
2021-01-31,31,238.3,8.21
2021-02-01,31,246.6,8.43
2021-02-02,31,247.8,8.11
2021-02-03,31,248.1,7.87
2021-02-04,31,243.6,7.78
2021-02-05,31,235.6,7.57
2021-02-06,31,230.2,7.37
2021-02-07,31,218.6,6.99
2021-02-08,31,199.9,6.49
2021-02-09,31,193.9,6.33
2021-02-10,31,188.8,6.2
2021-02-11,31,187.6,6.09
2021-02-12,31,181.4,5.79
2021-02-13,31,178.4,5.5
2021-02-14,31,176.3,5.39
2021-02-15,31,172.2,5.28
2021-02-16,31,165.6,5.18
2021-02-17,31,159.9,5.18
2021-02-18,31,148.6,5.01
2021-02-19,31,139.1,4.97
2021-02-20,31,137.0,5.18
2021-02-21,31,138.2,5.3
2021-02-22,31,135.2,5.51
2021-02-23,31,137.3,6.02
2021-02-24,31,143.3,6.71
2021-02-25,31,145.3,7.29
2021-02-26,31,151.6,8.33
2021-02-27,31,154.6,8.81
2021-02-28,31,156.7,9.03
2021-03-01,31,170.7,10.05
2021-03-02,31,176.3,10.47
2021-03-03,31,182.0,10.34
2021-03-04,31,187.0,10.24
2021-03-05,31,184.1,9.65
2021-03-06,31,185.6,9.68
2021-03-07,31,182.9,9.58
2021-03-08,31,171.9,8.46
2021-03-09,31,163.5,7.36
2021-03-10,31,150.7,6.59
2021-03-11,31,140.9,5.8
2021-03-12,31,139.4,5.5
2021-03-13,31,134.9,5.24
2021-03-14,31,136.1,5.28
2021-03-15,31,137.6,5.24
2021-03-16,31,142.1,5.26
2021-03-17,31,146.5,5.23
2021-03-18,31,153.7,5.37
2021-03-19,31,174.2,5.65
2021-03-20,31,182.3,5.83
2021-03-21,31,187.3,5.93
2021-01-01,32,71.8,6.16
2021-01-02,32,66.5,5.75
2021-01-03,32,69.2,6.06
2021-01-04,32,77.2,6.92
2021-01-05,32,90.5,8.25
2021-01-06,32,85.1,8.4
2021-01-07,32,82.5,9.09
2021-01-08,32,106.4,8.83
2021-01-09,32,111.8,9.35
2021-01-10,32,111.8,9.29
2021-01-11,32,93.1,6.63
2021-01-12,32,74.5,4.84
2021-01-13,32,66.5,4.17
2021-01-14,32,63.9,4.02
2021-01-15,32,66.5,4.23
2021-01-16,32,71.8,4.46
2021-01-17,32,69.2,4.29
2021-01-18,32,111.8,7.0
2021-01-19,32,141.0,8.98
2021-01-20,32,173.0,10.8
2021-01-21,32,188.9,9.75
2021-01-22,32,199.6,9.05
2021-01-23,32,188.9,8.29
2021-01-24,32,194.2,8.53
2021-01-25,32,175.6,7.49
2021-01-26,32,165.0,6.48
2021-01-27,32,159.7,5.88
2021-01-28,32,178.3,6.87
2021-01-29,32,162.3,6.37
2021-01-30,32,167.6,6.65
2021-01-31,32,165.0,6.53
2021-02-01,32,167.6,6.34
2021-02-02,32,167.6,6.49
2021-02-03,32,191.6,7.38
2021-02-04,32,175.6,6.55
2021-02-05,32,170.3,5.99
2021-02-06,32,170.3,5.96
2021-02-07,32,167.6,5.87
2021-02-08,32,180.9,5.95
2021-02-09,32,173.0,5.67
2021-02-10,32,125.1,4.12
2021-02-11,32,125.1,4.23
2021-02-12,32,114.4,4.29
2021-02-13,32,109.1,4.11
2021-02-14,32,109.1,4.08
2021-02-15,32,74.5,3.29
2021-02-16,32,69.2,3.41
2021-02-17,32,58.5,3.12
2021-02-18,32,53.2,3.15
2021-02-19,32,61.2,3.78
2021-02-20,32,58.5,3.76
2021-02-21,32,58.5,3.78
2021-02-22,32,66.5,4.73
2021-02-23,32,61.2,4.66
2021-02-24,32,71.8,6.24
2021-02-25,32,58.5,5.16
2021-02-26,32,53.2,5.49
2021-02-27,32,66.5,7.16
2021-02-28,32,66.5,7.12
2021-03-01,32,69.2,7.76
2021-03-02,32,71.8,7.83
2021-03-03,32,77.2,8.08
2021-03-04,32,85.1,8.42
2021-03-05,32,93.1,5.8
2021-03-06,32,82.5,5.03
2021-03-07,32,85.1,5.25
2021-03-08,32,79.8,4.4
2021-03-09,32,85.1,4.51
2021-03-10,32,79.8,4.06
2021-03-11,32,71.8,3.73
2021-03-12,32,74.5,4.62
2021-03-13,32,82.5,5.03
2021-03-14,32,79.8,4.79
2021-03-15,32,77.2,4.59
2021-03-16,32,85.1,4.84
2021-03-17,32,77.2,3.43
2021-03-18,32,85.1,3.49
2021-03-19,32,95.8,3.14
2021-03-20,32,90.5,2.87
2021-03-21,32,90.5,2.89
2021-01-01,33,52.6,4.04
2021-01-02,33,57.3,4.61
2021-01-03,33,60.2,4.81
2021-01-04,33,72.8,6.08
2021-01-05,33,80.5,7.09
2021-01-06,33,77.6,7.47
2021-01-07,33,87.0,8.64
2021-01-08,33,106.0,8.53
2021-01-09,33,104.6,8.38
2021-01-10,33,103.1,8.32
2021-01-11,33,99.4,7.87
2021-01-12,33,98.6,7.41
2021-01-13,33,102.0,7.34
2021-01-14,33,103.1,7.1
2021-01-15,33,103.1,6.76
2021-01-16,33,105.2,6.78
2021-01-17,33,104.9,6.8
2021-01-18,33,114.9,7.08
2021-01-19,33,119.9,6.97
2021-01-20,33,121.5,6.89
2021-01-21,33,124.9,6.92
2021-01-22,33,135.2,7.24
2021-01-23,33,130.4,6.88
2021-01-24,33,131.7,6.9
2021-01-25,33,132.5,6.77
2021-01-26,33,133.0,6.77
2021-01-27,33,134.9,6.69
2021-01-28,33,133.0,6.47
2021-01-29,33,129.1,6.12
2021-01-30,33,132.5,6.24
2021-01-31,33,134.4,6.31
2021-02-01,33,127.0,5.95
2021-02-02,33,122.8,5.78
2021-02-03,33,122.0,5.5
2021-02-04,33,115.2,5.09
2021-02-05,33,106.8,4.61
2021-02-06,33,106.0,4.4
2021-02-07,33,102.3,4.24
2021-02-08,33,95.7,3.96
2021-02-09,33,89.4,3.72
2021-02-10,33,81.2,3.63
2021-02-11,33,79.4,3.65
2021-02-12,33,73.9,3.56
2021-02-13,33,73.4,3.76
2021-02-14,33,73.9,3.82
2021-02-15,33,79.4,4.34
2021-02-16,33,82.0,4.78
2021-02-17,33,79.7,4.96
2021-02-18,33,81.5,5.56
2021-02-19,33,94.9,7.14
2021-02-20,33,97.0,7.59
2021-02-21,33,98.1,7.67
2021-02-22,33,108.6,8.64
2021-02-23,33,123.6,9.81
2021-02-24,33,131.2,9.99
2021-02-25,33,132.8,9.15
2021-02-26,33,131.2,8.29
2021-02-27,33,129.6,8.06
2021-02-28,33,129.9,8.04
2021-03-01,33,120.7,7.09
2021-03-02,33,109.1,5.96
2021-03-03,33,111.0,5.91
2021-03-04,33,116.2,5.65
2021-03-05,33,114.4,5.2
2021-03-06,33,114.4,5.14
2021-03-07,33,115.2,5.17
2021-03-08,33,125.2,4.97
2021-03-09,33,135.7,4.92
2021-03-10,33,140.9,4.93
2021-03-11,33,159.3,4.99
2021-03-12,33,172.2,4.85
2021-03-13,33,181.7,4.99
2021-03-14,33,180.9,4.97
2021-03-15,33,184.3,4.91
2021-03-16,33,186.2,4.92
2021-03-17,33,191.7,4.96
2021-03-18,33,180.1,4.81
2021-03-19,33,186.4,5.25
2021-03-20,33,186.7,5.27
2021-03-21,33,188.8,5.32
2021-01-01,34,52.6,4.08
2021-01-02,34,52.9,4.27
2021-01-03,34,55.5,4.49
2021-01-04,34,67.5,5.52
2021-01-05,34,84.2,6.88
2021-01-06,34,95.4,7.84
2021-01-07,34,106.2,8.84
2021-01-08,34,122.6,8.44
2021-01-09,34,124.9,8.59
2021-01-10,34,123.0,8.5
2021-01-11,34,133.5,8.97
2021-01-12,34,126.7,8.3
2021-01-13,34,127.1,8.02
2021-01-14,34,124.1,7.69
2021-01-15,34,130.1,7.62
2021-01-16,34,129.4,7.47
2021-01-17,34,130.8,7.55
2021-01-18,34,123.4,6.85
2021-01-19,34,125.3,6.75
2021-01-20,34,127.5,6.82
2021-01-21,34,127.1,6.6
2021-01-22,34,131.2,6.65
2021-01-23,34,131.2,6.57
2021-01-24,34,129.7,6.5
2021-01-25,34,135.3,6.73
2021-01-26,34,138.3,6.87
2021-01-27,34,137.2,6.62
2021-01-28,34,140.5,6.57
2021-01-29,34,129.4,6.04
2021-01-30,34,130.8,6.15
2021-01-31,34,130.8,6.14
2021-02-01,34,121.5,5.74
2021-02-02,34,118.9,5.5
2021-02-03,34,112.2,5.39
2021-02-04,34,107.7,5.33
2021-02-05,34,108.1,5.47
2021-02-06,34,108.5,5.44
2021-02-07,34,107.7,5.38
2021-02-08,34,107.0,5.43
2021-02-09,34,104.0,5.23
2021-02-10,34,106.2,4.97
2021-02-11,34,114.4,5.19
2021-02-12,34,119.3,4.86
2021-02-13,34,114.1,4.42
2021-02-14,34,115.2,4.46
2021-02-15,34,118.2,4.29
2021-02-16,34,118.5,4.27
2021-02-17,34,119.7,4.52
2021-02-18,34,111.5,4.32
2021-02-19,34,116.7,4.92
2021-02-20,34,118.9,5.32
2021-02-21,34,118.9,5.34
2021-02-22,34,118.9,5.82
2021-02-23,34,118.2,6.37
2021-02-24,34,121.9,6.96
2021-02-25,34,128.6,7.82
2021-02-26,34,123.8,7.83
2021-02-27,34,125.3,8.19
2021-02-28,34,126.4,8.26
2021-03-01,34,138.7,9.18
2021-03-02,34,139.4,8.75
2021-03-03,34,142.8,8.72
2021-03-04,34,147.6,8.59
2021-03-05,34,151.3,8.85
2021-03-06,34,161.4,9.14
2021-03-07,34,160.3,9.05
2021-03-08,34,161.4,7.99
2021-03-09,34,169.2,7.96
2021-03-10,34,173.0,7.86
2021-03-11,34,176.7,7.41
2021-03-12,34,184.9,6.09
2021-03-13,34,183.0,5.97
2021-03-14,34,189.4,6.17
2021-03-15,34,195.3,6.52
2021-03-16,34,203.9,6.6
2021-03-17,34,210.6,6.46
2021-03-18,34,219.6,6.72
2021-03-19,34,232.6,7.66
2021-03-20,34,231.5,7.55
2021-03-21,34,225.5,7.36
2021-01-01,35,45.2,3.52
2021-01-02,35,40.8,3.31
2021-01-03,35,43.0,3.47
2021-01-04,35,44.8,3.8
2021-01-05,35,52.1,4.71
2021-01-06,35,60.1,5.97
2021-01-07,35,64.5,6.36
2021-01-08,35,74.3,5.99
2021-01-09,35,81.6,6.41
2021-01-10,35,81.3,6.4
2021-01-11,35,91.1,6.93
2021-01-12,35,94.4,6.85
2021-01-13,35,94.4,6.7
2021-01-14,35,95.8,6.6
2021-01-15,35,105.7,6.83
2021-01-16,35,102.0,6.38
2021-01-17,35,102.8,6.41
2021-01-18,35,100.2,6.01
2021-01-19,35,98.0,5.6
2021-01-20,35,103.1,5.61
2021-01-21,35,104.6,5.4
2021-01-22,35,100.6,5.16
2021-01-23,35,104.2,5.37
2021-01-24,35,102.4,5.28
2021-01-25,35,107.1,5.54
2021-01-26,35,106.0,5.68
2021-01-27,35,104.2,5.67
2021-01-28,35,108.6,5.88
2021-01-29,35,113.0,6.03
2021-01-30,35,113.0,6.07
2021-01-31,35,113.0,6.08
2021-02-01,35,109.7,5.82
2021-02-02,35,114.4,5.93
2021-02-03,35,122.4,6.23
2021-02-04,35,120.6,6.04
2021-02-05,35,128.3,6.08
2021-02-06,35,130.1,5.92
2021-02-07,35,132.6,6.02
2021-02-08,35,135.2,5.55
2021-02-09,35,151.2,5.76
2021-02-10,35,141.7,5.28
2021-02-11,35,137.7,5.1
2021-02-12,35,129.4,4.85
2021-02-13,35,130.1,4.88
2021-02-14,35,127.5,4.79
2021-02-15,35,126.4,5.05
2021-02-16,35,110.4,4.64
2021-02-17,35,113.0,4.7
2021-02-18,35,114.8,4.86
2021-02-19,35,115.1,4.75
2021-02-20,35,113.0,4.56
2021-02-21,35,114.1,4.6
2021-02-22,35,119.2,4.78
2021-02-23,35,117.0,4.81
2021-02-24,35,113.0,4.77
2021-02-25,35,123.2,5.17
2021-02-26,35,124.3,5.39
2021-02-27,35,122.4,5.57
2021-02-28,35,122.4,5.59
2021-03-01,35,117.0,5.66
