dep,datetime,hosp,rea,HospConv,SSR_USLD,autres,rad,dc,population,hosp_pour_100k,rea_pour_100k
14,2021-03-19,175,37,97.0,41.0,0.0,1767,427,694002,25.2,5.3
15,2021-03-19,23,1,15.0,7.0,0.0,461,105,145143,15.8,0.7
16,2021-03-19,64,10,31.0,23.0,0.0,428,117,352335,18.2,2.8
17,2021-03-19,73,6,42.0,25.0,0.0,780,245,644303,11.3,0.9
18,2021-03-19,88,6,51.0,27.0,4.0,1169,436,304256,28.9,2.0
19,2021-03-19,51,4,47.0,0.0,0.0,656,171,241464,21.1,1.7
21,2021-03-19,197,37,87.0,68.0,5.0,3039,792,533819,36.9,6.9
22,2021-03-19,95,14,58.0,20.0,3.0,752,162,598814,15.9,2.3
23,2021-03-19,49,8,19.0,22.0,0.0,441,80,118638,41.3,6.7
24,2021-03-19,123,13,58.0,52.0,0.0,565,161,413606,29.7,3.1
25,2021-03-19,131,45,58.0,28.0,0.0,1883,437,539067,24.3,8.3
26,2021-03-19,216,35,141.0,40.0,0.0,2277,656,511553,42.2,6.8
27,2021-03-19,154,10,67.0,77.0,0.0,1293,352,601843,25.6,1.7
28,2021-03-19,225,28,114.0,83.0,0.0,1930,405,433233,51.9,6.5
29,2021-03-19,92,17,42.0,31.0,2.0,795,214,909028,10.1,1.9
2A,2021-03-19,24,5,16.0,3.0,0.0,349,86,157249,15.3,3.2
2B,2021-03-19,87,8,24.0,55.0,0.0,326,72,177689,49.0,4.5
30,2021-03-19,202,48,99.0,54.0,1.0,2048,471,744178,27.1,6.5
31,2021-03-19,308,63,150.0,93.0,2.0,3974,660,1362672,22.6,4.6
32,2021-03-19,36,2,30.0,4.0,0.0,355,83,191091,18.8,1.0
33,2021-03-19,391,91,238.0,62.0,0.0,3917,803,1583384,24.7,5.7
34,2021-03-19,206,64,102.0,40.0,0.0,3271,702,1144892,18.0,5.6
35,2021-03-19,314,31,173.0,102.0,8.0,2356,544,1060199,29.6,2.9
36,2021-03-19,78,5,41.0,31.0,1.0,762,221,222232,35.1,2.2
37,2021-03-19,193,43,93.0,54.0,3.0,1425,368,606511,31.8,7.1
38,2021-03-19,604,68,296.0,231.0,9.0,5744,1455,1258722,48.0,5.4
39,2021-03-19,79,7,34.0,36.0,2.0,1619,423,260188,30.4,2.7
40,2021-03-19,51,6,19.0,26.0,0.0,710,211,407444,12.5,1.5
41,2021-03-19,154,6,50.0,98.0,0.0,1071,258,331915,46.4,1.8
42,2021-03-19,346,49,223.0,73.0,1.0,4291,1090,762941,45.4,6.4
43,2021-03-19,77,3,44.0,29.0,1.0,1053,216,227283,33.9,1.3
44,2021-03-19,272,30,173.0,69.0,0.0,2777,660,1394909,19.5,2.2
45,2021-03-19,252,53,86.0,109.0,4.0,2163,459,678105,37.2,7.8
46,2021-03-19,41,5,12.0,24.0,0.0,281,82,173828,23.6,2.9
47,2021-03-19,36,7,18.0,11.0,0.0,618,127,332842,10.8,2.1
48,2021-03-19,17,3,10.0,4.0,0.0,324,98,76601,22.2,3.9
49,2021-03-19,230,37,114.0,79.0,0.0,2447,585,813493,28.3,4.5
50,2021-03-19,141,17,54.0,70.0,0.0,1031,270,496883,28.4,3.4
51,2021-03-19,288,35,134.0,111.0,8.0,2691,747,568895,50.6,6.2
52,2021-03-19,62,3,46.0,13.0,0.0,971,295,175640,35.3,1.7
53,2021-03-19,61,6,44.0,11.0,0.0,1007,238,307445,19.8,2.0
54,2021-03-19,356,88,178.0,89.0,1.0,3532,994,733481,48.5,12.0
55,2021-03-19,57,10,42.0,5.0,0.0,1109,310,187187,30.5,5.3
56,2021-03-19,152,18,88.0,23.0,23.0,1441,333,750863,20.2,2.4
57,2021-03-19,565,96,400.0,65.0,4.0,5970,2015,1043522,54.1,9.2
58,2021-03-19,167,5,95.0,67.0,0.0,645,213,207182,80.6,2.4
59,2021-03-19,1263,242,756.0,260.0,5.0,12132,2882,2604361,48.5,9.3
60,2021-03-19,440,55,234.0,150.0,1.0,3326,1003,824503,53.4,6.7
61,2021-03-19,154,12,86.0,56.0,0.0,1161,283,283372,54.3,4.2
62,2021-03-19,802,122,528.0,150.0,2.0,5709,1423,1468018,54.6,8.3
63,2021-03-19,221,29,127.0,55.0,10.0,1989,586,653742,33.8,4.4
64,2021-03-19,104,14,46.0,44.0,0.0,1734,448,677309,15.4,2.1
65,2021-03-19,35,7,15.0,13.0,0.0,821,176,228530,15.3,3.1
66,2021-03-19,105,18,32.0,53.0,2.0,960,237,474452,22.1,3.8
67,2021-03-19,453,82,256.0,113.0,2.0,5743,1435,1125559,40.2,7.3
68,2021-03-19,223,32,112.0,79.0,0.0,5335,1383,764030,29.2,4.2
69,2021-03-19,831,181,474.0,176.0,0.0,11756,2534,1843319,45.1,9.8
70,2021-03-19,80,17,34.0,22.0,7.0,974,225,236659,33.8,7.2
71,2021-03-19,231,17,126.0,66.0,22.0,3758,952,553595,41.7,3.1
72,2021-03-19,197,10,113.0,71.0,3.0,2008,476,566506,34.8,1.8
73,2021-03-19,97,12,64.0,20.0,1.0,2290,609,431174,22.5,2.8
74,2021-03-19,236,33,132.0,54.0,17.0,4002,861,807360,29.2,4.1
75,2021-03-19,1263,348,711.0,199.0,5.0,14418,3459,2187526,57.7,15.9
76,2021-03-19,614,92,331.0,182.0,9.0,4313,1125,1254378,48.9,7.3
77,2021-03-19,579,148,320.0,100.0,11.0,6492,1579,1403997,41.2,10.5
78,2021-03-19,501,73,222.0,200.0,6.0,6268,1466,1438266,34.8,5.1
79,2021-03-19,49,7,34.0,8.0,0.0,734,220,374351,13.1,1.9
80,2021-03-19,322,59,165.0,96.0,2.0,2208,707,572443,56.3,10.3
81,2021-03-19,97,16,49.0,32.0,0.0,990,283,387890,25.0,4.1
82,2021-03-19,66,14,33.0,19.0,0.0,615,153,258349,25.5,5.4
83,2021-03-19,485,68,269.0,145.0,3.0,4439,1085,1058740,45.8,6.4
84,2021-03-19,241,14,146.0,71.0,10.0,2899,711,559479,43.1,2.5
85,2021-03-19,75,12,48.0,14.0,1.0,1114,205,675247,11.1,1.8
86,2021-03-19,80,14,49.0,17.0,0.0,914,223,436876,18.3,3.2
87,2021-03-19,67,15,33.0,19.0,0.0,854,243,374426,17.9,4.0
88,2021-03-19,150,13,91.0,46.0,0.0,2159,710,367673,40.8,3.5
89,2021-03-19,181,12,110.0,59.0,0.0,1630,424,338291,53.5,3.5
90,2021-03-19,67,12,40.0,15.0,0.0,1651,515,142622,47.0,8.4
91,2021-03-19,681,114,350.0,214.0,3.0,6800,1478,1296130,52.5,8.8
92,2021-03-19,911,179,373.0,333.0,26.0,10831,2167,1609306,56.6,11.1
93,2021-03-19,898,143,498.0,232.0,25.0,9863,1921,1623111,55.3,8.8
94,2021-03-19,683,156,405.0,112.0,10.0,10317,2388,1387926,49.2,11.2
95,2021-03-19,550,64,270.0,205.0,11.0,6632,1556,1228618,44.8,5.2
971,2021-03-19,40,11,25.0,4.0,0.0,872,185,390253,10.2,2.8
972,2021-03-19,28,9,17.0,2.0,0.0,421,49,372594,7.5,2.4
973,2021-03-19,17,8,9.0,0.0,0.0,2245,85,268700,6.3,3.0
974,2021-03-19,156,56,80.0,20.0,0.0,1055,103,853659,18.3,6.6
976,2021-03-19,66,16,48.0,0.0,2.0,1143,114,256518,25.7,6.2
01,2021-03-20,165,15,112.0,38.0,0.0,2283,547,643350,25.6,2.3
02,2021-03-20,265,37,147.0,80.0,1.0,3125,857,534490,49.6,6.9
03,2021-03-20,73,13,54.0,6.0,0.0,1710,505,337988,21.6,3.8
04,2021-03-20,141,7,50.0,82.0,2.0,864,207,163915,86.0,4.3
05,2021-03-20,136,9,46.0,71.0,10.0,915,223,141284,96.3,6.4
06,2021-03-20,712,130,335.0,245.0,2.0,4883,1238,1083310,65.7,12.0
07,2021-03-20,93,12,70.0,3.0,8.0,1688,445,325712,28.6,3.7
08,2021-03-20,65,12,21.0,29.0,3.0,910,303,273579,23.8,4.4
09,2021-03-20,39,6,11.0,20.0,2.0,278,58,153153,25.5,3.9
10,2021-03-20,127,17,86.0,24.0,0.0,1454,341,310020,41.0,5.5
11,2021-03-20,100,12,42.0,46.0,0.0,851,270,370260,27.0,3.2
12,2021-03-20,89,4,43.0,41.0,1.0,709,174,279206,31.9,1.4
13,2021-03-20,1352,279,580.0,484.0,9.0,16036,2901,2024162,66.8,13.8
14,2021-03-20,178,36,101.0,41.0,0.0,1772,432,694002,25.6,5.2
15,2021-03-20,23,1,15.0,7.0,0.0,461,105,145143,15.8,0.7
16,2021-03-20,63,9,31.0,23.0,0.0,431,117,352335,17.9,2.6
17,2021-03-20,72,7,39.0,26.0,0.0,783,248,644303,11.2,1.1
18,2021-03-20,86,7,49.0,26.0,4.0,1174,436,304256,28.3,2.3
19,2021-03-20,50,5,45.0,0.0,0.0,658,171,241464,20.7,2.1
21,2021-03-20,192,36,87.0,64.0,5.0,3047,793,533819,36.0,6.7
22,2021-03-20,95,14,59.0,20.0,2.0,755,163,598814,15.9,2.3
23,2021-03-20,46,7,18.0,21.0,0.0,444,80,118638,38.8,5.9
24,2021-03-20,126,13,61.0,52.0,0.0,565,161,413606,30.5,3.1
25,2021-03-20,141,48,65.0,28.0,0.0,1882,437,539067,26.2,8.9
26,2021-03-20,214,35,137.0,42.0,0.0,2283,656,511553,41.8,6.8
27,2021-03-20,159,8,73.0,78.0,0.0,1295,355,601843,26.4,1.3
28,2021-03-20,224,26,114.0,84.0,0.0,1939,406,433233,51.7,6.0
29,2021-03-20,94,16,43.0,33.0,2.0,797,214,909028,10.3,1.8
2A,2021-03-20,27,6,18.0,3.0,0.0,349,86,157249,17.2,3.8
2B,2021-03-20,87,8,24.0,55.0,0.0,326,72,177689,49.0,4.5
30,2021-03-20,201,49,98.0,53.0,1.0,2055,473,744178,27.0,6.6
31,2021-03-20,306,67,143.0,94.0,2.0,3989,661,1362672,22.5,4.9
32,2021-03-20,37,3,29.0,5.0,0.0,355,83,191091,19.4,1.6
33,2021-03-20,397,95,240.0,62.0,0.0,3933,805,1583384,25.1,6.0
34,2021-03-20,215,64,110.0,41.0,0.0,3279,704,1144892,18.8,5.6
35,2021-03-20,316,33,171.0,104.0,8.0,2372,547,1060199,29.8,3.1
36,2021-03-20,78,5,40.0,32.0,1.0,765,221,222232,35.1,2.2
37,2021-03-20,193,42,94.0,54.0,3.0,1427,368,606511,31.8,6.9
38,2021-03-20,606,70,296.0,231.0,9.0,5748,1456,1258722,48.1,5.6
39,2021-03-20,78,7,33.0,36.0,2.0,1621,424,260188,30.0,2.7
40,2021-03-20,50,6,19.0,25.0,0.0,710,211,407444,12.3,1.5
41,2021-03-20,150,8,44.0,98.0,0.0,1077,258,331915,45.2,2.4
42,2021-03-20,342,46,222.0,73.0,1.0,4307,1093,762941,44.8,6.0
43,2021-03-20,75,2,43.0,29.0,1.0,1056,216,227283,33.0,0.9
44,2021-03-20,263,32,161.0,70.0,0.0,2797,664,1394909,18.9,2.3
45,2021-03-20,260,54,94.0,108.0,4.0,2168,460,678105,38.3,8.0
46,2021-03-20,43,5,14.0,24.0,0.0,281,82,173828,24.7,2.9
47,2021-03-20,38,6,23.0,9.0,0.0,621,128,332842,11.4,1.8
48,2021-03-20,20,3,13.0,4.0,0.0,324,98,76601,26.1,3.9
49,2021-03-20,229,39,109.0,81.0,0.0,2459,586,813493,28.2,4.8
50,2021-03-20,144,18,56.0,70.0,0.0,1032,270,496883,29.0,3.6
51,2021-03-20,283,34,138.0,104.0,7.0,2705,751,568895,49.7,6.0
52,2021-03-20,61,3,45.0,13.0,0.0,973,295,175640,34.7,1.7
53,2021-03-20,61,6,44.0,11.0,0.0,1008,239,307445,19.8,2.0
54,2021-03-20,363,85,187.0,90.0,1.0,3541,999,733481,49.5,11.6
55,2021-03-20,59,11,43.0,5.0,0.0,1111,311,187187,31.5,5.9
56,2021-03-20,155,17,94.0,21.0,23.0,1444,334,750863,20.6,2.3
57,2021-03-20,577,100,409.0,64.0,4.0,5987,2022,1043522,55.3,9.6
58,2021-03-20,162,6,90.0,66.0,0.0,652,216,207182,78.2,2.9
59,2021-03-20,1263,250,750.0,258.0,5.0,12185,2893,2604361,48.5,9.6
60,2021-03-20,438,55,231.0,151.0,1.0,3332,1004,824503,53.1,6.7
61,2021-03-20,153,11,88.0,54.0,0.0,1167,283,283372,54.0,3.9
62,2021-03-20,820,128,533.0,156.0,3.0,5763,1429,1468018,55.9,8.7
63,2021-03-20,226,30,130.0,56.0,10.0,1993,588,653742,34.6,4.6
64,2021-03-20,102,14,44.0,44.0,0.0,1736,448,677309,15.1,2.1
65,2021-03-20,37,7,17.0,13.0,0.0,821,176,228530,16.2,3.1
66,2021-03-20,107,20,28.0,57.0,2.0,962,237,474452,22.6,4.2
67,2021-03-20,460,85,261.0,112.0,2.0,5756,1435,1125559,40.9,7.6
68,2021-03-20,220,30,110.0,80.0,0.0,5342,1385,764030,28.8,3.9
69,2021-03-20,844,183,478.0,183.0,0.0,11778,2537,1843319,45.8,9.9
70,2021-03-20,79,15,36.0,21.0,7.0,977,226,236659,33.4,6.3
71,2021-03-20,229,16,125.0,66.0,22.0,3764,954,553595,41.4,2.9
72,2021-03-20,200,7,119.0,72.0,2.0,2019,479,566506,35.3,1.2
73,2021-03-20,98,12,65.0,20.0,1.0,2293,609,431174,22.7,2.8
74,2021-03-20,240,34,135.0,54.0,17.0,4008,866,807360,29.7,4.2
75,2021-03-20,1306,358,740.0,203.0,5.0,14462,3470,2187526,59.7,16.4
76,2021-03-20,630,86,343.0,192.0,9.0,4328,1128,1254378,50.2,6.9
77,2021-03-20,597,165,326.0,95.0,11.0,6527,1584,1403997,42.5,11.8
78,2021-03-20,504,75,223.0,199.0,7.0,6286,1468,1438266,35.0,5.2
79,2021-03-20,45,7,29.0,9.0,0.0,742,220,374351,12.0,1.9
80,2021-03-20,320,59,163.0,96.0,2.0,2211,708,572443,55.9,10.3
81,2021-03-20,91,18,42.0,31.0,0.0,999,285,387890,23.5,4.6
82,2021-03-20,62,15,30.0,17.0,0.0,621,154,258349,24.0,5.8
83,2021-03-20,504,66,282.0,153.0,3.0,4451,1089,1058740,47.6,6.2
84,2021-03-20,234,14,139.0,71.0,10.0,2908,713,559479,41.8,2.5
85,2021-03-20,74,11,49.0,13.0,1.0,1121,205,675247,11.0,1.6
86,2021-03-20,77,13,47.0,17.0,0.0,921,223,436876,17.6,3.0
87,2021-03-20,70,14,37.0,19.0,0.0,856,243,374426,18.7,3.7
88,2021-03-20,149,15,88.0,46.0,0.0,2165,711,367673,40.5,4.1
89,2021-03-20,173,11,102.0,60.0,0.0,1637,425,338291,51.1,3.3
90,2021-03-20,72,13,44.0,15.0,0.0,1653,516,142622,50.5,9.1
91,2021-03-20,697,115,364.0,214.0,4.0,6819,1478,1296130,53.8,8.9
92,2021-03-20,927,184,382.0,336.0,25.0,10870,2177,1609306,57.6,11.4
93,2021-03-20,929,146,527.0,231.0,25.0,9883,1925,1623111,57.2,9.0
94,2021-03-20,700,153,423.0,114.0,10.0,10335,2393,1387926,50.4,11.0
95,2021-03-20,551,65,270.0,205.0,11.0,6661,1556,1228618,44.8,5.3
971,2021-03-20,45,14,27.0,4.0,0.0,884,188,390253,11.5,3.6
972,2021-03-20,28,9,17.0,2.0,0.0,421,49,372594,7.5,2.4
973,2021-03-20,17,8,9.0,0.0,0.0,2245,85,268700,6.3,3.0
974,2021-03-20,155,54,81.0,20.0,0.0,1062,103,853659,18.2,6.3
976,2021-03-20,68,17,49.0,0.0,2.0,1143,114,256518,26.5,6.6
01,2021-03-21,165,15,112.0,38.0,0.0,2283,547,643350,25.6,2.3
02,2021-03-21,267,39,148.0,79.0,1.0,3126,858,534490,50.0,7.3
03,2021-03-21,70,13,51.0,6.0,0.0,1714,505,337988,20.7,3.8
04,2021-03-21,141,8,49.0,82.0,2.0,864,207,163915,86.0,4.9
05,2021-03-21,145,8,56.0,71.0,10.0,915,224,141284,102.6,5.7
06,2021-03-21,724,129,350.0,243.0,2.0,4891,1243,1083310,66.8,11.9
07,2021-03-21,91,10,70.0,3.0,8.0,1688,448,325712,27.9,3.1
08,2021-03-21,65,12,21.0,29.0,3.0,910,303,273579,23.8,4.4
09,2021-03-21,39,6,11.0,20.0,2.0,278,58,153153,25.5,3.9
10,2021-03-21,132,15,93.0,24.0,0.0,1458,342,310020,42.6,4.8
11,2021-03-21,103,12,45.0,46.0,0.0,851,270,370260,27.8,3.2
12,2021-03-21,92,4,46.0,41.0,1.0,709,174,279206,33.0,1.4
13,2021-03-21,1358,280,585.0,484.0,9.0,16063,2908,2024162,67.1,13.8
14,2021-03-21,184,39,106.0,39.0,0.0,1776,432,694002,26.5,5.6
15,2021-03-21,23,1,15.0,7.0,0.0,461,105,145143,15.8,0.7
16,2021-03-21,64,9,32.0,23.0,0.0,431,117,352335,18.2,2.6
17,2021-03-21,72,7,39.0,26.0,0.0,783,248,644303,11.2,1.1
18,2021-03-21,87,7,50.0,26.0,4.0,1174,436,304256,28.6,2.3
19,2021-03-21,52,7,45.0,0.0,0.0,658,172,241464,21.5,2.9
21,2021-03-21,194,38,89.0,62.0,5.0,3048,794,533819,36.3,7.1
22,2021-03-21,94,14,58.0,20.0,2.0,756,164,598814,15.7,2.3
23,2021-03-21,46,7,18.0,21.0,0.0,444,80,118638,38.8,5.9
24,2021-03-21,124,13,58.0,53.0,0.0,567,161,413606,30.0,3.1
25,2021-03-21,141,48,65.0,28.0,0.0,1882,437,539067,26.2,8.9
26,2021-03-21,213,34,136.0,43.0,0.0,2291,657,511553,41.6,6.6
27,2021-03-21,172,9,83.0,80.0,0.0,1295,355,601843,28.6,1.5
28,2021-03-21,230,26,117.0,87.0,0.0,1942,406,433233,53.1,6.0
29,2021-03-21,95,20,40.0,33.0,2.0,800,214,909028,10.5,2.2
2A,2021-03-21,28,6,19.0,3.0,0.0,350,86,157249,17.8,3.8
2B,2021-03-21,85,7,25.0,53.0,0.0,328,72,177689,47.8,3.9
30,2021-03-21,202,50,98.0,53.0,1.0,2059,474,744178,27.1,6.7
31,2021-03-21,305,66,144.0,93.0,2.0,3992,663,1362672,22.4,4.8
32,2021-03-21,39,3,31.0,5.0,0.0,355,83,191091,20.4,1.6
33,2021-03-21,402,96,244.0,62.0,0.0,3943,809,1583384,25.4,6.1
34,2021-03-21,226,63,122.0,41.0,0.0,3280,707,1144892,19.7,5.5
35,2021-03-21,314,32,168.0,106.0,8.0,2377,551,1060199,29.6,3.0
36,2021-03-21,81,6,42.0,32.0,1.0,765,221,222232,36.4,2.7
37,2021-03-21,187,40,91.0,53.0,3.0,1433,368,606511,30.8,6.6
38,2021-03-21,603,69,294.0,231.0,9.0,5757,1456,1258722,47.9,5.5
39,2021-03-21,78,7,33.0,36.0,2.0,1621,424,260188,30.0,2.7
40,2021-03-21,50,6,19.0,25.0,0.0,710,211,407444,12.3,1.5
41,2021-03-21,147,8,41.0,98.0,0.0,1080,258,331915,44.3,2.4
42,2021-03-21,355,48,232.0,73.0,2.0,4309,1094,762941,46.5,6.3
43,2021-03-21,76,2,44.0,29.0,1.0,1056,217,227283,33.4,0.9
44,2021-03-21,270,31,169.0,70.0,0.0,2801,664,1394909,19.4,2.2
45,2021-03-21,264,54,98.0,108.0,4.0,2168,461,678105,38.9,8.0
46,2021-03-21,43,5,14.0,24.0,0.0,281,82,173828,24.7,2.9
47,2021-03-21,42,7,26.0,9.0,0.0,621,128,332842,12.6,2.1
48,2021-03-21,20,2,14.0,4.0,0.0,325,98,76601,26.1,2.6
49,2021-03-21,229,39,111.0,79.0,0.0,2465,589,813493,28.2,4.8
50,2021-03-21,149,18,62.0,69.0,0.0,1033,271,496883,30.0,3.6
51,2021-03-21,283,33,139.0,104.0,7.0,2712,753,568895,49.7,5.8
52,2021-03-21,62,3,46.0,13.0,0.0,973,295,175640,35.3,1.7
53,2021-03-21,61,6,44.0,11.0,0.0,1008,239,307445,19.8,2.0
54,2021-03-21,374,83,200.0,90.0,1.0,3546,1002,733481,51.0,11.3
55,2021-03-21,61,11,45.0,5.0,0.0,1111,311,187187,32.6,5.9
56,2021-03-21,154,15,95.0,21.0,23.0,1447,335,750863,20.5,2.0
57,2021-03-21,582,100,414.0,64.0,4.0,5998,2027,1043522,55.8,9.6
58,2021-03-21,165,6,93.0,66.0,0.0,653,220,207182,79.6,2.9
59,2021-03-21,1291,252,776.0,258.0,5.0,12216,2901,2604361,49.6,9.7
60,2021-03-21,439,54,233.0,151.0,1.0,3339,1006,824503,53.2,6.5
61,2021-03-21,152,11,87.0,54.0,0.0,1168,283,283372,53.6,3.9
62,2021-03-21,839,133,547.0,156.0,3.0,5773,1434,1468018,57.2,9.1
63,2021-03-21,228,32,131.0,55.0,10.0,1996,590,653742,34.9,4.9
64,2021-03-21,107,14,49.0,44.0,0.0,1736,448,677309,15.8,2.1
65,2021-03-21,41,8,20.0,13.0,0.0,821,176,228530,17.9,3.5
66,2021-03-21,113,21,33.0,57.0,2.0,962,237,474452,23.8,4.4
67,2021-03-21,468,85,269.0,112.0,2.0,5756,1436,1125559,41.6,7.6
68,2021-03-21,222,31,111.0,80.0,0.0,5346,1386,764030,29.1,4.1
69,2021-03-21,843,187,473.0,183.0,0.0,11788,2539,1843319,45.7,10.1
70,2021-03-21,79,15,36.0,21.0,7.0,977,226,236659,33.4,6.3
71,2021-03-21,234,16,130.0,66.0,22.0,3766,954,553595,42.3,2.9
72,2021-03-21,207,7,127.0,71.0,2.0,2022,481,566506,36.5,1.2
73,2021-03-21,100,14,65.0,20.0,1.0,2294,610,431174,23.2,3.2
74,2021-03-21,240,33,135.0,55.0,17.0,4014,868,807360,29.7,4.1
75,2021-03-21,1331,364,761.0,201.0,5.0,14492,3486,2187526,60.8,16.6
76,2021-03-21,635,86,345.0,195.0,9.0,4340,1131,1254378,50.6,6.9
77,2021-03-21,597,164,327.0,95.0,11.0,6538,1587,1403997,42.5,11.7
78,2021-03-21,507,75,226.0,199.0,7.0,6294,1468,1438266,35.3,5.2
79,2021-03-21,49,7,33.0,9.0,0.0,742,220,374351,13.1,1.9
80,2021-03-21,320,59,162.0,97.0,2.0,2213,708,572443,55.9,10.3
81,2021-03-21,89,19,40.0,30.0,0.0,1002,285,387890,22.9,4.9
82,2021-03-21,63,15,31.0,17.0,0.0,622,155,258349,24.4,5.8
83,2021-03-21,509,67,285.0,154.0,3.0,4457,1094,1058740,48.1,6.3
84,2021-03-21,234,14,140.0,70.0,10.0,2910,713,559479,41.8,2.5
85,2021-03-21,74,12,48.0,13.0,1.0,1122,205,675247,11.0,1.8
86,2021-03-21,84,14,53.0,17.0,0.0,921,223,436876,19.2,3.2
87,2021-03-21,70,14,37.0,19.0,0.0,856,243,374426,18.7,3.7
88,2021-03-21,147,17,84.0,46.0,0.0,2167,711,367673,40.0,4.6
89,2021-03-21,175,11,104.0,60.0,0.0,1638,426,338291,51.7,3.3
90,2021-03-21,77,14,48.0,15.0,0.0,1653,517,142622,54.0,9.8
91,2021-03-21,712,125,369.0,214.0,4.0,6828,1482,1296130,54.9,9.6
92,2021-03-21,953,191,401.0,336.0,25.0,10896,2183,1609306,59.2,11.9
93,2021-03-21,963,153,553.0,232.0,25.0,9898,1927,1623111,59.3,9.4
94,2021-03-21,742,157,460.0,115.0,10.0,10346,2395,1387926,53.5,11.3
95,2021-03-21,562,66,280.0,205.0,11.0,6663,1560,1228618,45.7,5.4
971,2021-03-21,44,12,28.0,4.0,0.0,885,189,390253,11.3,3.1
972,2021-03-21,28,9,17.0,2.0,0.0,421,49,372594,7.5,2.4
973,2021-03-21,17,8,9.0,0.0,0.0,2245,85,268700,6.3,3.0
974,2021-03-21,153,50,83.0,20.0,0.0,1070,108,853659,17.9,5.9
976,2021-03-21,68,18,48.0,0.0,2.0,1147,114,256518,26.5,7.0
01,2021-03-22,173,16,119.0,38.0,0.0,2286,548,643350,26.9,2.5
02,2021-03-22,272,43,149.0,79.0,1.0,3131,861,534490,50.9,8.0
03,2021-03-22,75,16,53.0,6.0,0.0,1715,505,337988,22.2,4.7
04,2021-03-22,140,7,52.0,79.0,2.0,871,208,163915,85.4,4.3
05,2021-03-22,144,10,55.0,70.0,9.0,921,224,141284,101.9,7.1
06,2021-03-22,715,118,352.0,243.0,2.0,4923,1253,1083310,66.0,10.9
07,2021-03-22,89,10,68.0,3.0,8.0,1691,448,325712,27.3,3.1
08,2021-03-22,61,12,21.0,25.0,3.0,913,304,273579,22.3,4.4
09,2021-03-22,41,6,13.0,20.0,2.0,279,59,153153,26.8,3.9
10,2021-03-22,134,16,96.0,22.0,0.0,1468,343,310020,43.2,5.2
11,2021-03-22,103,11,46.0,46.0,0.0,855,274,370260,27.8,3.0
12,2021-03-22,98,6,51.0,40.0,1.0,715,175,279206,35.1,2.1
13,2021-03-22,1413,288,628.0,488.0,9.0,16097,2918,2024162,69.8,14.2
14,2021-03-22,181,40,104.0,37.0,0.0,1789,435,694002,26.1,5.8
15,2021-03-22,26,2,17.0,7.0,0.0,460,105,145143,17.9,1.4
16,2021-03-22,70,10,36.0,24.0,0.0,431,117,352335,19.9,2.8
17,2021-03-22,76,11,38.0,27.0,0.0,783,248,644303,11.8,1.7
18,2021-03-22,96,8,58.0,26.0,4.0,1174,437,304256,31.6,2.6
19,2021-03-22,48,8,40.0,0.0,0.0,664,175,241464,19.9,3.3
21,2021-03-22,201,38,94.0,64.0,5.0,3053,796,533819,37.7,7.1
22,2021-03-22,96,15,66.0,13.0,2.0,767,164,598814,16.0,2.5
23,2021-03-22,43,8,14.0,21.0,0.0,447,81,118638,36.2,6.7
24,2021-03-22,124,13,58.0,53.0,0.0,567,161,413606,30.0,3.1
25,2021-03-22,134,43,62.0,28.0,1.0,1900,442,539067,24.9,8.0
26,2021-03-22,215,35,137.0,43.0,0.0,2297,661,511553,42.0,6.8
27,2021-03-22,182,12,83.0,87.0,0.0,1305,355,601843,30.2,2.0
28,2021-03-22,247,31,128.0,88.0,0.0,1950,409,433233,57.0,7.2
29,2021-03-22,96,23,38.0,33.0,2.0,802,216,909028,10.6,2.5
2A,2021-03-22,27,6,18.0,3.0,0.0,350,87,157249,17.2,3.8
2B,2021-03-22,85,8,24.0,53.0,0.0,328,72,177689,47.8,4.5
30,2021-03-22,211,53,104.0,53.0,1.0,2067,475,744178,28.4,7.1
31,2021-03-22,322,68,159.0,93.0,2.0,4008,668,1362672,23.6,5.0
32,2021-03-22,35,3,27.0,5.0,0.0,359,83,191091,18.3,1.6
33,2021-03-22,404,97,246.0,61.0,0.0,3954,814,1583384,25.5,6.1
34,2021-03-22,232,66,125.0,41.0,0.0,3290,710,1144892,20.3,5.8
35,2021-03-22,318,36,170.0,104.0,8.0,2386,555,1060199,30.0,3.4
36,2021-03-22,70,6,32.0,31.0,1.0,776,221,222232,31.5,2.7
37,2021-03-22,183,44,80.0,56.0,3.0,1446,371,606511,30.2,7.3
38,2021-03-22,592,70,289.0,224.0,9.0,5793,1466,1258722,47.0,5.6
39,2021-03-22,79,5,38.0,34.0,2.0,1626,427,260188,30.4,1.9
40,2021-03-22,46,2,20.0,24.0,0.0,714,213,407444,11.3,0.5
41,2021-03-22,155,10,46.0,98.0,1.0,1083,260,331915,46.7,3.0
42,2021-03-22,369,50,245.0,72.0,2.0,4318,1096,762941,48.4,6.6
43,2021-03-22,74,1,44.0,28.0,1.0,1057,219,227283,32.6,0.4
44,2021-03-22,282,31,181.0,70.0,0.0,2809,667,1394909,20.2,2.2
45,2021-03-22,267,56,101.0,106.0,4.0,2173,461,678105,39.4,8.3
46,2021-03-22,43,7,12.0,24.0,0.0,283,82,173828,24.7,4.0
47,2021-03-22,44,8,26.0,10.0,0.0,621,128,332842,13.2,2.4
48,2021-03-22,23,2,17.0,4.0,0.0,325,98,76601,30.0,2.6
