datetime,dep,tx_incidence,tx_positivite,taux_occupation_sae
2021-04-08,07,212.0,7.44,115.6
2021-04-08,02,329.2,8.44,159.8
2021-04-08,13,408.3,7.81,117.0
2021-04-08,01,299.4,8.76,115.6
2021-04-08,11,208.7,4.5,84.6
2021-04-08,09,194.2,6.03,84.6
2021-04-08,05,256.8,7.44,117.0
2021-04-08,04,283.3,6.88,117.0
2021-04-08,14,192.9,5.49,88.3
2021-04-08,08,264.8,7.0,102.8
2021-04-08,10,300.4,7.47,102.8
2021-04-08,03,212.2,7.03,115.6
2021-04-09,08,270.4,7.33,102.2
2021-04-09,02,334.6,9.28,158.4
2021-04-09,03,205.5,7.21,116.1
2021-04-09,04,279.1,7.4,119.6
2021-04-09,09,203.4,6.57,86.7
2021-04-09,11,212.0,5.08,86.7
2021-04-09,01,291.5,9.54,116.1
2021-04-09,07,224.2,8.5,116.1
2021-04-09,12,254.4,6.85,86.7
2021-04-09,13,399.0,7.99,119.6
2021-04-09,14,196.7,5.97,93.3
2021-04-09,10,278.8,7.46,102.2
2021-04-09,05,241.3,7.42,119.6
2021-04-09,06,248.8,5.99,119.6
2021-04-10,08,273.0,7.77,104.7
2021-04-10,14,197.3,6.25,94.2
2021-04-10,01,291.2,9.88,116.1
2021-04-10,07,230.1,8.9,116.1
2021-04-10,13,399.0,8.22,120.4
2021-04-10,09,189.6,6.3,86.1
2021-04-10,02,329.8,9.51,157.1
2021-04-10,05,254.0,8.05,120.4
2021-04-10,03,209.2,7.59,116.1
2021-04-10,11,207.1,5.11,86.1
2021-04-10,04,287.5,7.94,120.4
2021-04-10,06,240.0,5.92,120.4
2021-04-10,12,248.2,6.84,86.1
2021-04-10,10,269.1,7.66,104.7
2021-04-11,07,229.1,8.88,116.8
2021-04-11,04,285.7,7.89,122.6
2021-04-11,12,247.9,6.79,87.1
2021-04-11,03,208.0,7.58,116.8
2021-04-11,05,250.4,8.09,122.6
2021-04-11,11,205.0,5.06,87.1
2021-04-11,13,399.8,8.24,122.6
2021-04-11,01,291.2,9.88,116.8
2021-04-11,09,191.0,6.37,87.1
2021-04-11,14,201.8,6.42,94.2
2021-04-11,10,273.6,7.76,103.2
2021-04-11,08,271.2,7.76,103.2
2021-04-11,02,332.9,9.55,158.7
2021-04-11,06,237.3,5.87,122.6
2021-04-12,13,476.3,8.68,123.5
2021-04-12,11,253.3,5.49,89.0
2021-04-12,09,226.4,6.45,89.0
2021-04-12,08,328.4,8.25,107.1
2021-04-12,14,232.8,6.66,97.1
2021-04-12,10,323.3,8.32,107.1
2021-04-12,12,297.5,7.13,89.0
2021-04-12,06,271.0,5.93,123.5
2021-04-12,05,294.2,8.31,123.5
2021-04-12,07,270.8,9.14,121.1
2021-04-12,04,349.9,8.36,123.5
2021-04-12,01,352.1,10.43,121.1
2021-04-12,03,265.0,8.49,121.1
2021-04-12,02,402.8,10.15,159.1
2021-04-13,13,439.3,8.66,124.3
2021-04-13,03,252.6,8.94,122.0
2021-04-13,04,310.5,8.21,124.3
2021-04-13,10,293.0,8.5,111.8
2021-04-13,01,316.5,10.37,122.0
2021-04-13,09,212.0,6.79,87.6
2021-04-13,11,227.8,5.59,87.6
2021-04-13,14,224.0,6.81,95.8
2021-04-13,08,307.7,8.33,111.8
2021-04-13,12,260.8,6.79,87.6
2021-04-13,05,287.1,8.7,124.3
2021-04-13,07,252.7,9.48,122.0
2021-04-13,02,364.8,10.36,161.0
2021-04-13,06,225.9,5.49,124.3
2021-04-14,07,243.5,9.49,121.8
2021-04-14,02,357.8,10.65,160.5
2021-04-14,03,249.6,9.28,121.8
2021-04-14,12,242.1,6.84,84.2
2021-04-14,06,208.5,5.3,125.2
2021-04-14,14,217.2,6.65,93.3
2021-04-14,08,313.0,8.77,108.4
2021-04-14,10,285.6,8.65,108.4
2021-04-14,09,192.9,6.39,84.2
2021-04-14,11,215.4,5.6,84.2
2021-04-14,13,430.4,8.78,125.2
2021-04-14,01,312.0,10.83,121.8
2021-04-14,04,277.8,7.75,125.2
2021-04-14,05,261.7,8.51,125.2
2021-04-15,03,243.0,9.42,124.2
2021-04-15,05,238.4,8.23,124.6
2021-04-15,12,222.0,6.91,86.3
2021-04-15,04,282.1,8.15,124.6
2021-04-15,14,219.8,6.78,91.7
2021-04-15,11,211.2,5.58,86.3
2021-04-15,09,189.0,6.41,86.3
2021-04-15,01,309.0,11.07,124.2
2021-04-15,06,197.7,5.15,124.6
2021-04-15,08,302.4,8.41,108.0
2021-04-15,13,430.1,8.89,124.6
2021-04-15,10,285.9,9.08,108.0
2021-04-15,02,359.5,11.03,162.1
2021-04-15,07,226.4,9.22,124.2
2021-04-16,02,356.6,11.35,158.2
2021-04-16,05,234.2,8.25,127.4
2021-04-16,04,265.1,7.78,127.4
2021-04-16,03,238.4,9.5,123.1
2021-04-16,01,295.0,11.02,123.1
2021-04-16,11,205.3,5.64,85.4
2021-04-16,10,278.8,9.31,106.0
2021-04-16,13,424.7,9.04,127.4
2021-04-16,09,174.5,5.93,85.4
2021-04-16,07,214.2,9.07,123.1
2021-04-16,08,294.5,8.72,106.0
2021-04-16,14,218.4,6.95,95.0
2021-04-16,12,198.3,6.34,85.4
2021-04-16,06,186.4,5.04,127.4
2021-04-17,11,202.6,5.59,85.9
2021-04-17,09,179.1,6.17,85.9
2021-04-17,12,196.9,6.48,85.9
2021-04-17,06,179.3,4.95,124.3
2021-04-17,13,418.4,9.0,124.3
2021-04-17,05,219.4,7.9,124.3
2021-04-17,08,296.4,8.93,105.2
2021-04-17,03,239.6,9.71,121.1
2021-04-17,02,354.7,11.52,159.4
2021-04-17,07,213.5,9.19,121.1
2021-04-17,01,290.7,11.05,121.1
2021-04-17,04,267.0,7.98,124.3
2021-04-17,14,217.8,7.03,91.7
2021-04-17,10,269.8,9.25,105.2
2021-04-18,12,196.9,6.52,84.8
2021-04-18,06,177.3,4.93,124.3
2021-04-18,14,215.3,6.99,91.2
2021-04-18,01,289.7,11.02,120.2
2021-04-18,05,220.1,7.95,124.3
2021-04-18,08,300.9,9.03,106.0
2021-04-18,02,351.3,11.5,163.2
2021-04-18,09,180.4,6.23,84.8
2021-04-18,11,203.9,5.63,84.8
2021-04-18,10,267.8,9.22,106.0
2021-04-18,04,263.9,7.89,124.3
2021-04-18,03,240.2,9.75,120.2
2021-04-18,13,418.1,9.04,124.3
2021-04-18,07,214.2,9.23,120.2
2021-04-19,10,255.6,9.1,109.9
2021-04-19,04,237.3,7.3,123.7
2021-04-19,09,183.1,6.59,86.1
2021-04-19,11,206.3,5.79,86.1
2021-04-19,01,283.4,11.3,124.5
2021-04-19,07,212.6,9.51,124.5
2021-04-19,13,414.9,9.3,123.7
2021-04-19,02,339.9,11.51,159.6
2021-04-19,06,167.0,4.79,123.7
2021-04-19,12,187.9,6.63,86.1
2021-04-19,05,213.0,8.02,123.7
2021-04-19,14,214.9,7.14,94.2
2021-04-19,03,219.4,9.24,124.5
2021-04-19,08,305.4,9.59,109.9
2021-04-20,05,199.6,7.88,122.6
2021-04-20,04,241.5,7.61,122.6
2021-04-20,01,277.3,11.38,124.9
2021-04-20,03,205.8,8.92,124.9
2021-04-20,10,260.1,9.35,107.3
2021-04-20,06,162.5,4.75,122.6
2021-04-20,07,213.8,9.48,124.9
2021-04-20,12,181.1,6.6,84.4
2021-04-20,08,310.3,9.95,107.3
2021-04-20,14,218.8,7.38,93.8
2021-04-20,02,334.8,11.71,161.6
2021-04-20,09,197.5,7.2,84.4
2021-04-20,13,412.1,9.34,122.6
2021-04-20,11,211.7,6.02,84.4
2021-04-21,06,154.4,4.62,123.5
2021-04-21,02,335.3,12.06,162.6
2021-04-21,12,179.6,6.62,83.3
2021-04-21,03,201.0,9.03,122.9
2021-04-21,08,296.8,9.54,108.2
2021-04-21,09,212.0,7.63,83.3
2021-04-21,14,222.1,7.73,93.8
2021-04-21,13,412.9,9.4,123.5
2021-04-21,07,209.6,9.38,122.9
2021-04-21,05,197.5,7.91,123.5
2021-04-21,01,267.8,11.49,122.9
2021-04-21,04,240.3,7.75,123.5
2021-04-21,10,255.9,9.46,108.2
2021-04-21,11,218.1,6.18,83.3
2021-04-22,08,294.9,10.12,109.0
2021-04-22,06,149.8,4.52,118.7
2021-04-22,09,216.5,7.57,85.9
2021-04-22,04,225.8,7.59,118.7
2021-04-22,05,194.7,8.03,118.7
2021-04-22,14,221.6,7.73,95.8
2021-04-22,01,259.4,11.6,123.1
2021-04-22,11,223.5,6.45,85.9
2021-04-22,10,242.3,8.99,109.0
2021-04-22,12,176.0,6.6,85.9
2021-04-22,02,320.9,11.8,163.5
2021-04-22,07,211.4,9.67,123.1
2021-04-22,03,209.5,9.54,123.1
2021-04-22,13,408.7,9.4,118.7
2021-04-23,12,174.2,6.74,84.2
2021-04-23,06,145.2,4.42,118.9
2021-04-23,03,222.4,10.06,122.5
2021-04-23,07,207.4,9.76,122.5
2021-04-23,02,304.0,11.51,161.2
2021-04-23,11,226.7,6.56,84.2
2021-04-23,01,256.6,11.92,122.5
2021-04-23,05,194.7,8.36,118.9
2021-04-23,10,236.5,8.99,105.6
2021-04-23,04,228.8,8.14,118.9
2021-04-23,14,219.7,7.77,97.5
2021-04-23,09,216.5,7.65,84.2
2021-04-23,08,297.1,10.2,105.6
2021-04-23,13,397.7,9.27,118.9
2021-04-24,02,301.5,11.5,162.6
2021-04-24,08,287.0,9.88,106.0
2021-04-24,06,142.5,4.36,117.8
2021-04-24,05,191.9,7.97,117.8
2021-04-24,12,163.1,6.57,86.5
2021-04-24,01,251.0,11.88,120.6
2021-04-24,11,229.9,6.71,86.5
2021-04-24,09,215.2,7.58,86.5
2021-04-24,03,217.9,9.82,120.6
2021-04-24,10,244.9,9.4,106.0
2021-04-24,13,394.8,9.2,117.8
2021-04-24,07,205.0,9.85,120.6
2021-04-24,04,215.5,7.64,117.8
2021-04-24,14,215.6,7.64,95.8
2021-04-25,13,392.7,9.15,118.7
2021-04-25,04,217.3,7.8,118.7
2021-04-25,10,242.6,9.33,106.9
2021-04-25,14,215.2,7.65,94.2
2021-04-25,12,161.3,6.54,84.8
2021-04-25,01,248.9,11.87,119.5
2021-04-25,11,228.9,6.71,84.8
2021-04-25,09,215.2,7.56,84.8
2021-04-25,05,191.2,7.94,118.7
2021-04-25,02,300.7,11.46,163.9
2021-04-25,07,204.7,9.85,119.5
2021-04-25,03,217.3,9.81,119.5
2021-04-25,06,141.2,4.31,118.7
2021-04-25,08,285.8,9.84,106.9
2021-04-26,14,213.0,7.52,97.1
2021-04-26,06,134.6,4.17,118.9
2021-04-26,08,279.1,9.67,108.8
2021-04-26,02,297.1,11.15,163.2
2021-04-26,03,217.9,10.01,121.8
2021-04-26,13,370.1,8.83,118.9
2021-04-26,10,237.2,9.22,108.8
2021-04-26,04,220.3,8.16,118.9
2021-04-26,07,200.1,9.33,121.8
2021-04-26,05,170.7,7.14,118.9
2021-04-26,11,220.3,6.66,82.9
2021-04-26,12,147.6,6.31,82.9
2021-04-26,09,215.9,7.52,82.9
2021-04-26,01,242.3,11.38,121.8
2021-04-27,07,193.4,8.37,118.4
2021-04-27,10,219.4,8.59,104.5
2021-04-27,06,131.8,4.12,118.0
2021-04-27,08,278.7,9.6,104.5
2021-04-27,11,212.0,6.47,83.5
2021-04-27,09,191.6,6.59,83.5
2021-04-27,03,216.1,9.73,118.4
2021-04-27,02,295.8,10.42,157.3
2021-04-27,01,237.2,10.48,118.4
2021-04-27,05,187.6,7.8,118.0
2021-04-27,12,149.4,6.23,83.5
2021-04-27,13,360.1,8.61,118.0
2021-04-27,14,201.8,6.88,98.3
2021-04-27,04,209.4,7.85,118.0
2021-04-28,11,206.9,6.41,84.2
2021-04-28,09,174.5,6.06,84.2
2021-04-28,04,210.7,7.99,117.4
2021-04-28,02,277.2,9.91,153.2
2021-04-28,08,271.9,9.19,105.8
2021-04-28,06,126.5,3.96,117.4
2021-04-28,07,187.2,8.04,119.1
2021-04-28,10,210.1,8.28,105.8
2021-04-28,13,333.9,8.04,117.4
2021-04-28,03,207.0,9.27,119.1
2021-04-28,14,198.3,6.68,96.7
2021-04-28,05,184.8,7.77,117.4
2021-04-28,01,226.6,9.81,119.1
2021-04-28,12,150.2,6.22,84.2
2021-04-29,03,195.3,7.48,119.1
2021-04-29,05,175.6,7.42,112.6
2021-04-29,06,117.4,3.55,112.6
2021-04-29,08,265.1,7.32,107.5
2021-04-29,07,173.5,7.0,119.1
2021-04-29,02,271.8,9.35,151.6
2021-04-29,13,307.1,7.46,112.6
2021-04-29,01,216.6,9.02,119.1
2021-04-29,11,191.3,5.87,84.0
2021-04-29,12,161.3,5.97,84.0
2021-04-29,09,165.4,5.56,84.0
2021-04-29,10,207.8,8.16,107.5
2021-04-29,04,209.4,7.92,112.6
2021-04-29,14,194.1,6.35,93.3
2021-04-30,07,172.8,6.51,116.5
2021-04-30,05,166.5,6.82,106.5
2021-04-30,09,162.7,5.4,79.5
2021-04-30,11,182.7,5.23,79.5
2021-04-30,12,157.0,5.45,79.5
2021-04-30,01,206.0,8.04,116.5
2021-04-30,06,110.7,3.11,106.5
2021-04-30,08,259.9,6.07,104.1
2021-04-30,02,270.7,8.7,151.6
2021-04-30,03,182.9,6.81,116.5
2021-04-30,13,287.0,6.87,106.5
2021-04-30,10,197.8,7.66,104.1
2021-04-30,14,191.8,5.94,92.5
2021-04-30,04,194.3,7.15,106.5
2021-05-01,10,166.5,6.87,101.1
2021-05-01,11,164.2,5.06,76.6
2021-05-01,04,182.2,7.15,106.5
2021-05-01,07,154.2,6.18,112.2
2021-05-01,08,237.3,5.81,101.1
2021-05-01,12,144.8,5.34,76.6
2021-05-01,14,180.3,5.87,92.1
2021-05-01,01,185.6,7.7,112.2
2021-05-01,09,148.3,5.21,76.6
2021-05-01,02,243.9,8.55,148.4
2021-05-01,05,156.6,6.88,106.5
2021-05-01,03,163.6,6.5,112.2
2021-05-01,06,101.0,3.03,106.5
2021-05-01,13,257.9,6.55,106.5
2021-05-02,06,101.2,3.04,108.9
2021-05-02,02,245.4,8.57,149.8
2021-05-02,13,254.3,6.45,108.9
2021-05-02,03,162.1,6.46,112.9
2021-05-02,14,179.0,5.79,91.7
2021-05-02,08,233.9,5.74,101.1
2021-05-02,10,167.5,6.87,101.1
2021-05-02,12,147.6,5.42,76.8
2021-05-02,05,155.2,6.83,108.9
2021-05-02,01,186.2,7.69,112.9
2021-05-02,07,153.0,6.14,112.9
2021-05-02,04,181.0,7.04,108.9
2021-05-02,09,150.3,5.28,76.8
2021-05-02,11,163.7,5.04,76.8
2021-05-03,03,158.2,6.17,117.0
2021-05-03,14,181.9,5.64,92.1
2021-05-03,11,152.9,4.45,77.6
2021-05-03,09,144.4,4.98,77.6
2021-05-03,12,145.5,4.99,77.6
2021-05-03,10,157.5,6.43,102.4
2021-05-03,13,230.9,5.87,109.1
2021-05-03,01,168.7,6.83,117.0
2021-05-03,04,176.8,6.88,109.1
2021-05-03,07,143.2,5.82,117.0
2021-05-03,08,220.3,4.73,102.4
2021-05-03,05,166.5,7.37,109.1
2021-05-03,06,96.6,2.81,109.1
2021-05-03,02,239.9,8.2,150.9
2021-05-04,11,145.4,4.03,76.6
2021-05-04,09,137.8,4.46,76.6
2021-05-04,10,145.5,5.9,100.4
2021-05-04,14,183.8,5.52,86.7
2021-05-04,06,91.5,2.56,107.6
2021-05-04,05,144.6,6.22,107.6
2021-05-04,12,141.2,4.51,76.6
2021-05-04,01,161.0,6.39,114.8
2021-05-04,04,183.4,7.02,107.6
2021-05-04,07,134.3,5.55,114.8
2021-05-04,08,199.6,3.81,100.4
2021-05-04,02,235.2,7.81,147.0
2021-05-04,03,153.9,5.34,114.8
2021-05-04,13,210.3,5.34,107.6
2021-05-05,02,227.5,7.31,143.2
2021-05-05,09,128.0,4.08,73.6
2021-05-05,05,141.8,5.95,105.4
2021-05-05,11,131.2,3.63,73.6
2021-05-05,01,154.5,5.89,108.9
2021-05-05,03,147.3,5.02,108.9
2021-05-05,04,175.6,6.58,105.4
2021-05-05,07,124.8,5.08,108.9
2021-05-05,12,135.8,4.14,73.6
2021-05-05,10,132.0,5.23,100.4
2021-05-05,13,197.2,5.03,105.4
2021-05-05,14,177.4,5.23,81.7
2021-05-05,06,88.6,2.41,105.4
2021-05-05,08,190.9,3.65,100.4
2021-05-06,11,128.2,3.28,70.0
2021-05-06,09,129.3,4.03,70.0
2021-05-06,12,124.3,3.54,70.0
2021-05-06,14,167.9,4.82,79.6
2021-05-06,03,137.0,5.11,103.4
2021-05-06,04,167.7,5.85,100.2
2021-05-06,08,178.5,3.36,98.7
2021-05-06,07,119.9,4.71,103.4
2021-05-06,01,144.4,5.18,103.4
2021-05-06,10,121.0,4.63,98.7
2021-05-06,06,86.2,2.27,100.2
2021-05-06,13,188.6,4.71,100.2
2021-05-06,05,131.9,5.07,100.2
2021-05-06,02,222.2,6.7,137.7
2021-05-07,05,117.8,4.5,99.1
2021-05-07,10,114.6,4.33,93.8
2021-05-07,03,130.7,4.76,102.3
2021-05-07,09,123.4,3.78,68.1
2021-05-07,02,213.3,6.33,135.2
2021-05-07,04,162.2,5.17,99.1
2021-05-07,01,139.0,4.61,102.3
2021-05-07,11,123.2,3.0,68.1
2021-05-07,14,163.1,4.56,75.4
2021-05-07,08,166.1,3.09,93.8
2021-05-07,13,174.8,4.32,99.1
2021-05-07,07,104.3,4.19,102.3
2021-05-07,12,128.6,3.42,68.1
2021-05-07,06,79.4,2.06,99.1
2021-05-08,05,115.0,4.38,96.1
2021-05-08,02,213.1,6.31,133.6
2021-05-08,09,124.0,3.78,66.9
2021-05-08,11,122.9,2.99,66.9
2021-05-08,14,163.4,4.51,74.2
2021-05-08,13,175.4,4.32,96.1
2021-05-08,06,80.0,2.06,96.1
2021-05-08,10,116.2,4.39,92.3
2021-05-08,04,161.0,5.09,96.1
2021-05-08,01,139.4,4.62,100.9
2021-05-08,12,127.9,3.41,66.9
2021-05-08,07,107.1,4.25,100.9
2021-05-08,03,131.9,4.79,100.9
2021-05-08,08,165.3,3.08,92.3
2021-05-09,12,124.3,3.31,67.3
2021-05-09,11,124.2,3.03,67.3
2021-05-09,14,164.4,4.52,73.3
2021-05-09,09,120.7,3.65,67.3
2021-05-09,05,118.5,4.49,96.3
2021-05-09,08,165.0,3.07,89.5
2021-05-09,06,78.8,2.04,96.3
2021-05-09,02,211.0,6.25,135.2
2021-05-09,07,108.3,4.28,101.4
2021-05-09,03,132.5,4.78,101.4
2021-05-09,04,161.6,5.12,96.3
2021-05-09,01,139.0,4.61,101.4
2021-05-09,10,114.6,4.31,89.5
2021-05-09,13,172.7,4.25,96.3
2021-05-10,10,102.6,3.79,86.7
2021-05-10,01,135.6,4.57,96.6
2021-05-10,14,151.1,4.2,74.6
2021-05-10,05,102.3,3.84,92.0
2021-05-10,04,146.5,4.51,92.0
2021-05-10,03,132.5,4.76,96.6
2021-05-10,02,198.6,5.82,130.4
2021-05-10,09,114.2,3.17,65.8
2021-05-10,06,68.2,1.74,92.0
2021-05-10,07,97.0,3.86,96.6
2021-05-10,11,115.9,2.78,65.8
2021-05-10,12,121.1,3.25,65.8
2021-05-10,13,153.8,3.78,92.0
2021-05-10,08,151.0,2.76,86.7
2021-05-11,05,100.9,3.63,87.2
2021-05-11,04,132.6,4.07,87.2
2021-05-11,09,122.0,3.12,63.7
2021-05-11,08,141.6,2.62,83.7
2021-05-11,06,64.1,1.63,87.2
2021-05-11,11,106.2,2.47,63.7
2021-05-11,13,139.7,3.34,87.2
2021-05-11,07,91.2,3.66,93.4
2021-05-11,10,97.8,3.53,83.7
2021-05-11,01,124.8,4.08,93.4
2021-05-11,12,115.7,3.08,63.7
2021-05-11,02,196.8,5.88,129.5
2021-05-11,03,133.7,4.75,93.4
2021-05-11,14,141.3,3.91,75.0
2021-05-12,02,196.9,5.79,128.5
2021-05-12,11,108.4,2.37,61.2
2021-05-12,05,93.1,3.3,83.0
2021-05-12,01,116.4,3.75,89.6
2021-05-12,04,124.7,3.85,83.0
2021-05-12,13,135.6,3.14,83.0
2021-05-12,06,59.0,1.46,83.0
2021-05-12,07,88.1,3.47,89.6
2021-05-12,08,145.0,2.68,80.2
2021-05-12,14,146.8,3.94,75.8
2021-05-12,12,108.1,2.79,61.2
2021-05-12,09,122.7,3.02,61.2
2021-05-12,10,94.9,3.38,80.2
2021-05-12,03,141.0,4.81,89.6
2021-05-13,06,49.3,1.43,80.0
2021-05-13,11,91.0,2.31,58.2
2021-05-13,02,166.7,5.88,126.0
2021-05-13,10,81.3,3.38,77.0
2021-05-13,14,128.7,3.85,77.1
2021-05-13,03,127.7,4.9,87.3
2021-05-13,09,99.1,2.85,58.2
2021-05-13,12,88.0,2.76,58.2
2021-05-13,13,114.5,2.98,80.0
2021-05-13,07,75.6,3.63,87.3
2021-05-13,01,99.2,3.79,87.3
2021-05-13,08,130.3,2.92,77.0
2021-05-13,04,96.8,3.6,80.0
2021-05-13,05,81.1,3.45,80.0
2021-05-14,01,95.0,3.98,86.4
2021-05-14,11,83.2,2.17,55.7
2021-05-14,14,122.4,3.81,77.5
2021-05-14,06,49.5,1.51,81.5
2021-05-14,05,80.4,3.53,81.5
2021-05-14,13,110.4,2.91,81.5
2021-05-14,07,76.5,3.8,86.4
2021-05-14,08,125.4,3.25,76.6
2021-05-14,04,92.6,3.81,81.5
2021-05-14,12,81.2,2.79,55.7
2021-05-14,02,177.6,6.38,123.3
2021-05-14,09,99.1,2.81,55.7
2021-05-14,10,83.6,3.54,76.6
2021-05-14,03,133.4,5.17,86.4
2021-05-15,10,90.7,3.64,74.2
2021-05-15,09,103.7,2.82,54.6
2021-05-15,11,90.4,2.21,54.6
2021-05-15,02,192.6,6.33,122.1
2021-05-15,08,136.3,3.35,74.2
2021-05-15,04,95.6,3.7,80.2
2021-05-15,06,51.3,1.46,80.2
2021-05-15,03,144.3,5.27,85.0
2021-05-15,05,86.8,3.62,80.2
2021-05-15,12,90.9,2.92,54.6
2021-05-15,01,102.0,3.99,85.0
2021-05-15,14,128.3,3.83,73.8
2021-05-15,13,114.8,2.89,80.2
2021-05-15,07,77.4,3.6,85.0
2021-05-16,01,100.5,3.93,83.4
2021-05-16,14,126.6,3.81,73.8
2021-05-16,12,92.7,2.98,54.6
2021-05-16,03,144.6,5.31,83.4
2021-05-16,05,81.1,3.4,79.6
2021-05-16,10,88.7,3.58,73.5
2021-05-16,04,95.6,3.71,79.6
2021-05-16,07,75.9,3.54,83.4
2021-05-16,06,51.0,1.45,79.6
2021-05-16,13,113.4,2.86,79.6
2021-05-16,08,135.6,3.35,73.5
2021-05-16,11,89.1,2.17,54.6
2021-05-16,02,194.7,6.36,120.8
2021-05-16,09,103.7,2.84,54.6
2021-05-17,03,136.7,5.14,82.1
2021-05-17,04,92.0,3.56,79.3
2021-05-17,09,103.0,3.09,52.7
2021-05-17,08,130.7,3.47,71.2
2021-05-17,07,70.4,3.44,82.1
2021-05-17,14,130.7,3.91,75.4
2021-05-17,01,90.1,3.54,82.1
2021-05-17,13,104.7,2.77,79.3
2021-05-17,06,48.7,1.42,79.3
2021-05-17,12,90.2,2.92,52.7
2021-05-17,11,76.7,1.99,52.7
2021-05-17,10,87.8,3.64,71.2
2021-05-17,02,204.2,6.62,116.7
2021-05-17,05,72.0,3.06,79.3
2021-05-18,10,88.4,3.69,68.8
2021-05-18,13,104.4,2.81,75.9
2021-05-18,12,85.9,2.84,48.9
2021-05-18,03,136.4,4.93,78.4
2021-05-18,14,131.9,3.88,73.8
2021-05-18,01,92.4,3.65,78.4
2021-05-18,11,77.0,2.11,48.9
2021-05-18,08,124.7,3.34,68.8
2021-05-18,05,63.5,2.59,75.9
2021-05-18,02,192.2,6.21,111.2
2021-05-18,09,103.0,3.36,48.9
2021-05-18,06,46.5,1.35,75.9
2021-05-18,07,75.3,3.72,78.4
2021-05-18,04,93.2,3.33,75.9
2021-05-19,11,69.5,2.01,47.7
2021-05-19,06,45.2,1.3,72.4
2021-05-19,05,61.4,2.57,72.4
2021-05-19,10,87.4,3.81,65.2
2021-05-19,02,189.5,6.0,107.1
2021-05-19,07,72.2,3.72,76.6
2021-05-19,03,141.3,5.03,76.6
2021-05-19,04,98.7,3.44,72.4
2021-05-19,12,84.1,3.09,47.7
2021-05-19,09,97.1,3.26,47.7
2021-05-19,14,126.8,3.68,70.8
2021-05-19,01,96.2,3.77,76.6
2021-05-19,08,114.1,3.13,65.2
2021-05-19,13,99.9,2.75,72.4
2021-05-20,10,100.0,3.74,62.8
2021-05-20,06,50.2,1.25,73.0
2021-05-20,07,80.5,3.55,72.8
2021-05-20,13,111.6,2.67,73.0
2021-05-20,05,77.6,2.64,73.0
2021-05-20,12,95.9,2.96,46.2
2021-05-20,03,162.4,5.01,72.8
2021-05-20,01,113.0,3.76,72.8
2021-05-20,14,141.7,3.68,70.4
2021-05-20,11,78.6,1.85,46.2
2021-05-20,04,113.2,3.38,73.0
2021-05-20,08,125.8,2.72,62.8
2021-05-20,02,203.0,5.65,104.1
2021-05-20,09,110.9,3.17,46.2
2021-05-21,01,112.0,3.73,70.5
2021-05-21,08,120.9,2.41,59.1
2021-05-21,12,92.3,2.72,43.7
2021-05-21,09,96.5,2.93,43.7
2021-05-21,03,151.2,4.7,70.5
2021-05-21,14,133.6,3.47,67.5
2021-05-21,02,178.7,5.0,104.8
2021-05-21,05,80.4,2.58,70.4
2021-05-21,11,73.0,1.7,43.7
2021-05-21,13,107.0,2.57,70.4
2021-05-21,10,94.9,3.56,59.1
2021-05-21,06,45.7,1.13,70.4
2021-05-21,07,75.6,3.31,70.5
2021-05-21,04,111.4,3.2,70.4
2021-05-22,03,149.4,4.59,67.4
2021-05-22,07,76.2,3.31,67.4
2021-05-22,05,79.0,2.54,70.2
2021-05-22,12,88.7,2.58,44.1
2021-05-22,08,114.1,2.27,58.1
2021-05-22,01,109.9,3.62,67.4
2021-05-22,04,116.8,3.32,70.2
2021-05-22,10,88.1,3.22,58.1
2021-05-22,13,106.2,2.51,70.2
2021-05-22,14,130.0,3.38,65.4
2021-05-22,06,45.8,1.11,70.2
2021-05-22,11,69.5,1.61,44.1
2021-05-22,09,94.5,2.86,44.1
2021-05-22,02,171.8,4.8,104.8
2021-05-23,01,109.9,3.63,67.6
2021-05-23,14,128.4,3.33,65.4
2021-05-23,12,88.4,2.57,44.7
2021-05-23,08,112.6,2.24,54.6
2021-05-23,09,92.5,2.81,44.7
2021-05-23,07,76.2,3.31,67.6
2021-05-23,04,114.4,3.29,68.9
2021-05-23,03,148.5,4.57,67.6
2021-05-23,05,80.4,2.58,68.9
2021-05-23,02,168.2,4.73,105.0
2021-05-23,13,105.7,2.51,68.9
2021-05-23,11,68.7,1.59,44.7
2021-05-23,10,88.4,3.24,54.6
2021-05-23,06,45.3,1.1,68.9
2021-05-24,14,101.7,3.1,65.8
2021-05-24,09,65.0,2.52,44.7
2021-05-24,01,89.5,3.53,66.9
2021-05-24,02,114.6,4.05,105.0
2021-05-24,06,36.0,1.01,69.6
2021-05-24,04,92.0,3.23,69.6
2021-05-24,11,55.5,1.54,44.7
2021-05-24,10,68.7,2.93,54.4
2021-05-24,08,87.0,2.11,54.4
2021-05-24,05,69.1,2.54,69.6
2021-05-24,13,89.7,2.49,69.6
2021-05-24,12,69.7,2.45,44.7
2021-05-24,03,122.5,4.32,66.9
2021-05-24,07,62.7,3.3,66.9
2021-05-25,05,72.0,2.68,66.5
2021-05-25,13,92.6,2.52,66.5
2021-05-25,04,100.5,3.33,66.5
2021-05-25,06,35.0,0.95,66.5
2021-05-25,11,64.1,1.68,43.2
2021-05-25,10,67.4,2.86,52.9
2021-05-25,02,120.0,4.17,103.4
2021-05-25,12,83.4,2.82,43.2
2021-05-25,01,86.8,3.57,66.4
