datetime,dep,tx_incidence,tx_positivite,taux_occupation_sae
2020-12-17,04,74.5,3.16,64.1
2020-12-17,07,184.2,6.96,83.5
2020-12-17,14,79.8,3.45,32.9
2020-12-17,03,225.5,6.44,83.5
2020-12-17,09,74.2,3.74,42.6
2020-12-17,06,224.8,5.68,64.1
2020-12-17,08,331.0,7.11,61.9
2020-12-17,11,66.5,2.92,42.6
2020-12-17,12,79.4,4.18,42.6
2020-12-17,10,155.8,6.22,61.9
2020-12-17,02,250.7,9.99,60.5
2020-12-17,13,162.2,4.43,64.1
2020-12-17,05,165.8,7.17,64.1
2020-12-17,01,167.7,6.4,83.5
2020-12-18,02,253.2,9.21,60.0
2020-12-18,13,169.4,4.13,61.7
2020-12-18,06,249.9,5.57,61.7
2020-12-18,01,183.0,5.21,82.6
2020-12-18,07,207.7,6.03,82.6
2020-12-18,14,84.2,3.33,34.2
2020-12-18,04,75.1,2.92,61.7
2020-12-18,12,81.2,3.83,40.7
2020-12-18,03,244.5,5.4,82.6
2020-12-18,05,176.4,6.41,61.7
2020-12-18,11,74.3,2.9,40.7
2020-12-18,09,70.9,3.29,40.7
2020-12-18,10,170.4,6.36,60.6
2020-12-18,08,320.1,6.16,60.6
2020-12-19,10,173.0,6.13,60.6
2020-12-19,02,256.1,8.8,55.9
2020-12-19,08,329.9,5.73,60.6
2020-12-19,01,199.0,4.53,80.0
2020-12-19,06,264.2,5.5,62.0
2020-12-19,13,173.0,3.95,62.0
2020-12-19,07,237.7,5.7,80.0
2020-12-19,12,83.7,3.68,42.0
2020-12-19,09,66.3,2.94,42.0
2020-12-19,05,184.8,6.19,62.0
2020-12-19,03,258.7,4.72,80.0
2020-12-19,04,73.8,2.78,62.0
2020-12-19,14,86.2,3.21,35.8
2020-12-19,11,75.9,2.83,42.0
2020-12-20,09,64.3,2.86,42.2
2020-12-20,05,188.4,6.19,62.8
2020-12-20,01,215.7,4.28,81.2
2020-12-20,11,76.2,2.82,42.2
2020-12-20,10,173.3,6.07,60.0
2020-12-20,14,87.5,3.22,37.9
2020-12-20,12,83.7,3.65,42.2
2020-12-20,06,270.2,5.52,62.8
2020-12-20,07,258.5,5.49,81.2
2020-12-20,03,269.8,4.39,81.2
2020-12-20,13,174.0,3.9,62.8
2020-12-20,02,262.3,8.87,56.2
2020-12-20,08,331.0,5.72,60.0
2020-12-20,04,80.5,2.99,62.8
2020-12-21,07,251.8,4.78,81.4
2020-12-21,01,213.3,3.84,81.4
2020-12-21,08,332.5,5.12,58.5
2020-12-21,14,90.0,2.76,36.2
2020-12-21,11,83.4,2.67,40.9
2020-12-21,09,61.7,2.38,40.9
2020-12-21,06,297.8,5.35,62.6
2020-12-21,10,167.5,5.27,58.5
2020-12-21,02,262.1,7.92,56.6
2020-12-21,13,179.0,3.47,62.6
2020-12-21,03,276.5,4.11,81.4
2020-12-21,04,86.6,2.84,62.6
2020-12-21,12,84.4,3.2,40.9
2020-12-21,05,199.6,5.83,62.6
2020-12-22,04,106.5,3.04,62.4
2020-12-22,07,240.5,4.02,80.5
2020-12-22,03,287.6,3.87,80.5
2020-12-22,13,184.1,3.07,62.4
2020-12-22,11,97.9,2.62,38.6
2020-12-22,02,258.9,7.11,58.4
2020-12-22,10,182.3,4.98,60.2
2020-12-22,06,322.7,5.02,62.4
2020-12-22,09,66.3,2.19,38.6
2020-12-22,01,220.4,3.62,80.5
2020-12-22,12,89.4,2.88,38.6
2020-12-22,08,350.6,4.57,60.2
2020-12-22,14,97.0,2.46,37.1
2020-12-22,05,213.8,5.47,62.4
2020-12-23,08,361.2,4.01,58.3
2020-12-23,01,222.8,3.27,77.6
2020-12-23,06,340.6,4.78,62.4
2020-12-23,04,111.4,2.85,62.4
2020-12-23,03,287.3,3.45,77.6
2020-12-23,13,189.7,2.78,62.4
2020-12-23,02,245.2,6.13,56.4
2020-12-23,10,196.8,4.73,58.3
2020-12-23,09,72.2,2.1,40.5
2020-12-23,05,244.1,5.47,62.4
2020-12-23,14,105.7,2.32,37.5
2020-12-23,07,246.9,3.57,77.6
2020-12-23,11,107.1,2.44,40.5
2020-12-23,12,101.0,2.74,40.5
2020-12-24,13,188.2,2.61,60.7
2020-12-24,08,341.6,3.82,60.0
2020-12-24,04,108.4,2.69,60.7
2020-12-24,14,105.9,2.21,35.4
2020-12-24,09,73.5,2.06,39.5
2020-12-24,05,264.5,5.5,60.7
2020-12-24,06,341.5,4.63,60.7
2020-12-24,01,211.3,3.09,74.8
2020-12-24,12,86.2,2.18,39.5
2020-12-24,02,210.2,5.22,55.0
2020-12-24,11,110.5,2.38,39.5
2020-12-24,07,245.4,3.41,74.8
2020-12-24,03,271.0,3.32,74.8
2020-12-24,10,191.4,4.31,60.0
2020-12-25,05,242.7,5.77,59.3
2020-12-25,14,92.8,2.18,35.0
2020-12-25,03,228.5,3.35,75.7
2020-12-25,02,169.0,4.83,54.3
2020-12-25,04,99.9,2.8,59.3
2020-12-25,11,91.8,2.25,37.8
2020-12-25,13,157.9,2.48,59.3
2020-12-25,12,74.0,2.07,37.8
2020-12-25,09,59.7,1.92,37.8
2020-12-25,01,172.5,3.04,75.7
2020-12-25,10,160.0,4.08,60.0
2020-12-25,07,199.5,3.25,75.7
2020-12-25,08,289.2,3.67,60.0
2020-12-25,06,293.8,4.56,59.3
2020-12-26,13,159.2,2.52,59.8
2020-12-26,02,166.9,4.97,55.3
2020-12-26,11,94.7,2.35,38.0
2020-12-26,01,159.1,3.24,76.4
2020-12-26,08,283.6,3.8,63.4
2020-12-26,14,93.7,2.21,35.0
2020-12-26,03,218.8,3.64,76.4
2020-12-26,07,175.9,3.18,76.4
2020-12-26,09,65.6,2.08,38.0
2020-12-26,06,296.7,4.68,59.8
2020-12-26,05,257.5,6.15,59.8
2020-12-26,12,81.9,2.26,38.0
2020-12-26,04,109.6,3.03,59.8
2020-12-26,10,161.7,4.18,63.4
2020-12-27,11,96.6,2.4,38.2
2020-12-27,07,153.3,3.05,76.9
2020-12-27,13,157.8,2.52,60.4
2020-12-27,02,161.8,4.88,55.0
2020-12-27,01,143.4,3.37,76.9
2020-12-27,12,84.4,2.32,38.2
2020-12-27,10,162.0,4.22,62.8
2020-12-27,03,208.9,3.91,76.9
2020-12-27,14,93.4,2.22,37.1
2020-12-27,05,254.7,6.09,60.4
2020-12-27,04,106.5,2.98,60.4
2020-12-27,06,296.8,4.72,60.4
2020-12-27,09,68.2,2.17,38.2
2020-12-27,08,281.7,3.8,62.8
2020-12-28,05,277.2,7.05,62.6
2020-12-28,12,84.8,2.53,37.8
2020-12-28,04,121.7,3.79,62.6
2020-12-28,06,303.5,5.27,62.6
2020-12-28,01,146.9,3.9,76.7
2020-12-28,09,73.5,2.57,37.8
2020-12-28,02,159.5,5.45,55.7
2020-12-28,11,100.1,2.76,37.8
2020-12-28,14,95.9,2.56,37.1
2020-12-28,07,150.2,3.35,76.7
2020-12-28,03,201.3,4.33,76.7
2020-12-28,08,298.3,4.5,64.7
2020-12-28,10,163.6,4.69,64.7
2020-12-28,13,162.4,2.87,62.6
2020-12-29,14,101.8,3.13,37.5
2020-12-29,11,104.9,3.37,36.9
2020-12-29,07,150.8,4.08,74.8
2020-12-29,04,150.7,5.33,64.3
2020-12-29,12,83.7,2.83,36.9
2020-12-29,10,150.7,4.93,63.4
2020-12-29,05,300.5,8.46,64.3
2020-12-29,01,141.3,4.58,74.8
2020-12-29,13,168.9,3.45,64.3
2020-12-29,08,280.6,5.26,63.4
2020-12-29,06,305.4,5.89,64.3
2020-12-29,03,189.8,5.08,74.8
2020-12-29,02,165.6,6.3,56.2
2020-12-29,09,103.7,3.99,36.9
2020-12-30,04,176.2,6.8,66.1
2020-12-30,06,320.4,6.91,66.1
2020-12-30,03,198.3,6.85,71.7
2020-12-30,01,147.2,6.21,71.7
2020-12-30,10,142.3,5.24,63.9
2020-12-30,13,177.3,4.27,66.1
2020-12-30,08,277.9,6.78,63.9
2020-12-30,09,125.3,5.57,36.7
2020-12-30,02,159.5,6.85,55.3
2020-12-30,05,302.6,9.41,66.1
2020-12-30,07,145.0,5.23,71.7
2020-12-30,11,128.2,4.8,36.7
2020-12-30,14,105.6,3.64,37.9
2020-12-30,12,84.8,3.35,36.7
2020-12-31,14,108.6,3.92,37.5
2020-12-31,11,126.9,5.07,34.0
2020-12-31,03,208.0,7.78,70.1
2020-12-31,12,91.6,4.04,34.0
2020-12-31,09,129.9,6.08,34.0
2020-12-31,04,191.9,7.88,65.7
2020-12-31,13,185.0,4.9,65.7
2020-12-31,06,324.8,7.5,65.7
2020-12-31,07,146.8,6.22,70.1
2020-12-31,05,297.0,10.04,65.7
2020-12-31,10,148.4,5.98,65.4
2020-12-31,08,279.4,7.3,65.4
2020-12-31,01,154.4,7.36,70.1
2020-12-31,02,165.6,7.57,56.4
2021-01-01,14,108.8,3.92,36.7
2021-01-01,11,127.7,5.1,34.0
2021-01-01,09,131.9,6.21,34.0
2021-01-01,10,150.7,5.95,64.9
2021-01-01,05,291.4,9.89,65.0
2021-01-01,12,90.9,4.04,34.0
2021-01-01,04,191.9,7.94,65.0
2021-01-01,03,208.9,7.79,69.4
2021-01-01,08,279.8,7.31,64.9
2021-01-01,06,325.2,7.51,65.0
2021-01-01,01,153.3,7.35,69.4
2021-01-01,13,186.1,4.96,65.0
2021-01-01,02,167.5,7.7,56.4
2021-01-01,07,146.8,6.25,69.4
2021-01-02,13,194.6,5.27,67.2
2021-01-02,07,153.3,6.62,68.7
2021-01-02,04,200.4,8.38,67.2
2021-01-02,03,222.4,8.05,68.7
2021-01-02,14,112.7,4.1,37.5
2021-01-02,11,133.6,5.17,34.2
2021-01-02,02,171.1,7.63,57.1
2021-01-02,06,329.0,7.58,67.2
2021-01-02,09,132.6,6.11,34.2
2021-01-02,01,154.4,7.5,68.7
2021-01-02,12,85.9,3.84,34.2
2021-01-02,08,281.7,7.29,66.0
2021-01-02,05,280.8,9.89,67.2
2021-01-02,10,163.6,6.43,66.0
2021-01-03,11,131.7,5.11,34.4
2021-01-03,09,131.9,6.11,34.4
2021-01-03,07,154.8,6.76,69.8
2021-01-03,14,114.2,4.14,40.0
2021-01-03,04,207.6,8.5,68.0
2021-01-03,12,85.5,3.84,34.4
2021-01-03,05,285.7,10.12,68.0
2021-01-03,10,165.9,6.48,66.0
2021-01-03,02,170.1,7.59,57.5
2021-01-03,08,280.2,7.24,66.0
2021-01-03,01,155.4,7.56,69.8
2021-01-03,06,332.1,7.55,68.0
2021-01-03,03,221.8,8.02,69.8
2021-01-03,13,196.8,5.33,68.0
2021-01-04,13,207.5,5.59,67.2
2021-01-04,05,285.0,9.76,67.2
2021-01-04,03,233.3,8.1,69.9
2021-01-04,12,84.8,3.5,37.1
2021-01-04,01,166.7,8.23,69.9
2021-01-04,04,214.3,8.16,67.2
2021-01-04,09,175.9,7.34,37.1
2021-01-04,07,168.6,7.39,69.9
2021-01-04,08,276.0,7.06,64.7
2021-01-04,06,347.0,7.93,67.2
2021-01-04,14,120.3,4.24,38.8
2021-01-04,11,153.2,5.59,37.1
2021-01-04,10,173.0,6.68,64.7
2021-01-04,02,163.3,7.04,55.5
2021-01-05,09,158.1,6.24,34.8
2021-01-05,05,262.4,9.24,66.1
2021-01-05,07,164.9,7.61,69.1
2021-01-05,03,235.7,8.38,69.1
2021-01-05,01,173.4,8.53,69.1
2021-01-05,12,93.4,3.81,34.8
2021-01-05,04,189.5,7.2,66.1
2021-01-05,08,268.1,7.38,63.7
2021-01-05,06,354.6,8.26,66.1
2021-01-05,10,175.2,6.94,63.7
2021-01-05,02,150.2,6.74,54.6
2021-01-05,13,213.7,5.72,66.1
2021-01-05,11,154.0,5.61,34.8
2021-01-05,14,129.4,4.61,40.4
2021-01-06,14,131.5,4.86,40.4
2021-01-06,10,172.3,7.19,63.0
2021-01-06,08,238.8,7.34,63.0
2021-01-06,06,349.6,8.35,66.7
2021-01-06,09,169.3,6.63,34.2
2021-01-06,05,256.1,9.27,66.7
2021-01-06,04,174.9,6.64,66.7
2021-01-06,12,94.5,4.0,34.2
2021-01-06,02,148.7,7.08,55.0
2021-01-06,01,169.6,8.88,68.5
2021-01-06,11,137.9,5.05,34.2
2021-01-06,13,211.6,5.8,66.7
2021-01-06,03,224.6,8.32,68.5
2021-01-06,07,173.2,8.19,68.5
2021-01-07,02,149.6,7.04,53.9
2021-01-07,01,176.3,9.36,66.9
2021-01-07,07,176.5,8.9,66.9
2021-01-07,08,238.0,7.01,64.5
2021-01-07,09,177.8,6.64,32.3
2021-01-07,10,167.2,7.02,64.5
2021-01-07,12,90.9,3.63,32.3
2021-01-07,03,231.2,8.79,66.9
2021-01-07,11,147.3,5.33,32.3
2021-01-07,05,245.5,9.12,67.2
2021-01-07,13,216.2,5.93,67.2
2021-01-07,06,369.0,8.64,67.2
2021-01-07,14,135.7,5.16,40.8
2021-01-07,04,176.8,6.53,67.2
2021-01-08,05,280.8,9.15,65.7
2021-01-08,07,207.7,8.61,68.0
2021-01-08,03,263.8,8.53,68.0
2021-01-08,04,203.4,6.57,65.7
2021-01-08,12,102.4,3.54,32.7
2021-01-08,14,154.2,5.05,43.8
2021-01-08,01,213.1,9.49,68.0
2021-01-08,08,277.2,7.01,66.2
2021-01-08,09,207.4,6.43,32.7
2021-01-08,10,194.6,6.83,66.2
2021-01-08,06,441.6,8.93,65.7
2021-01-08,13,253.8,5.91,65.7
2021-01-08,11,173.1,5.36,32.7
2021-01-08,02,182.7,7.12,55.3
2021-01-09,06,437.1,8.96,64.8
2021-01-09,02,181.0,7.18,54.6
2021-01-09,13,245.7,5.78,64.8
2021-01-09,08,270.8,6.98,64.3
2021-01-09,03,248.7,8.23,67.6
2021-01-09,07,202.2,8.55,67.6
2021-01-09,05,280.1,9.23,64.8
2021-01-09,10,183.3,6.52,64.3
2021-01-09,14,153.0,5.08,45.0
2021-01-09,04,198.6,6.54,64.8
2021-01-09,09,208.0,6.66,32.3
2021-01-09,01,210.1,9.52,67.6
2021-01-09,12,109.2,3.91,32.3
2021-01-09,11,170.4,5.43,32.3
2021-01-10,09,208.7,6.66,32.1
2021-01-10,11,170.9,5.46,32.1
2021-01-10,01,212.8,9.63,66.4
2021-01-10,05,273.7,9.1,66.7
2021-01-10,06,432.4,8.97,66.7
2021-01-10,14,151.3,5.03,43.8
2021-01-10,07,201.0,8.48,66.4
2021-01-10,08,279.1,7.2,66.9
2021-01-10,03,249.6,8.23,66.4
2021-01-10,13,244.4,5.76,66.7
2021-01-10,12,111.4,3.99,32.1
2021-01-10,02,181.5,7.21,55.9
2021-01-10,10,180.7,6.47,66.9
2021-01-10,04,193.7,6.51,66.7
2021-01-11,03,227.0,7.73,67.8
2021-01-11,13,252.4,6.01,68.0
2021-01-11,04,184.6,6.57,68.0
2021-01-11,12,123.9,4.64,36.3
2021-01-11,05,256.8,8.96,68.0
2021-01-11,11,163.1,5.38,36.3
2021-01-11,07,197.3,8.53,67.8
2021-01-11,10,176.2,6.48,68.4
2021-01-11,08,249.7,6.8,68.4
2021-01-11,01,204.6,9.41,67.8
2021-01-11,06,436.9,9.12,68.0
2021-01-11,14,149.2,5.11,42.9
2021-01-11,02,193.9,8.09,55.5
2021-01-11,09,179.8,5.94,36.3
2021-01-12,03,226.7,7.75,67.8
2021-01-12,05,256.8,8.85,69.1
2021-01-12,11,152.9,5.07,36.7
2021-01-12,09,178.5,5.97,36.7
2021-01-12,14,138.8,4.68,41.2
2021-01-12,10,166.8,6.15,67.5
2021-01-12,04,181.6,6.71,69.1
2021-01-12,12,125.4,4.66,36.7
2021-01-12,07,209.9,8.84,67.8
2021-01-12,01,197.1,9.26,67.8
2021-01-12,08,239.9,6.72,67.5
2021-01-12,06,425.8,8.84,69.1
2021-01-12,02,200.9,8.0,56.8
2021-01-12,13,254.8,6.04,69.1
2021-01-13,08,244.8,7.01,68.6
2021-01-13,02,203.2,8.16,57.3
2021-01-13,10,158.8,6.02,68.6
2021-01-13,01,201.7,9.55,68.3
2021-01-13,07,217.2,9.15,68.3
2021-01-13,09,170.0,5.7,38.6
2021-01-13,13,262.6,6.18,71.3
2021-01-13,06,419.8,8.7,71.3
2021-01-13,14,128.9,4.38,42.5
2021-01-13,04,178.6,6.77,71.3
2021-01-13,12,120.7,4.55,38.6
2021-01-13,03,229.4,7.84,68.3
2021-01-13,11,170.1,5.56,38.6
2021-01-13,05,246.2,8.48,71.3
2021-01-14,06,415.8,8.68,70.2
2021-01-14,08,239.5,7.38,68.6
2021-01-14,13,270.6,6.19,70.2
2021-01-14,07,215.7,9.06,69.2
2021-01-14,02,210.1,8.23,57.3
2021-01-14,04,180.4,6.95,70.2
2021-01-14,10,163.3,6.19,68.6
2021-01-14,05,239.8,8.1,70.2
2021-01-14,01,200.6,9.64,69.2
2021-01-14,03,216.4,7.56,69.2
2021-01-14,11,168.5,5.42,38.8
2021-01-14,14,123.9,4.3,41.7
2021-01-14,09,158.1,5.38,38.8
2021-01-14,12,128.2,5.07,38.8
2021-01-15,10,157.5,6.0,68.6
2021-01-15,02,208.0,8.23,57.5
2021-01-15,08,230.1,7.38,68.6
2021-01-15,03,213.1,7.59,71.0
2021-01-15,01,198.0,9.45,71.0
2021-01-15,13,275.8,6.18,72.8
2021-01-15,04,184.6,6.93,72.8
2021-01-15,12,145.5,5.54,38.6
2021-01-15,11,164.5,5.17,38.6
2021-01-15,05,258.2,8.37,72.8
2021-01-15,09,152.2,5.32,38.6
2021-01-15,14,126.1,4.36,41.2
2021-01-15,07,218.7,9.38,71.0
2021-01-15,06,409.2,8.43,72.8
2021-01-16,12,142.6,5.35,39.5
2021-01-16,01,200.2,9.52,73.0
2021-01-16,10,149.4,5.73,67.5
2021-01-16,09,151.6,5.27,39.5
2021-01-16,06,406.9,8.24,71.1
2021-01-16,04,185.2,6.87,71.1
2021-01-16,05,258.2,8.29,71.1
2021-01-16,02,207.4,8.11,56.2
2021-01-16,08,226.3,7.39,67.5
2021-01-16,07,220.3,9.43,73.0
2021-01-16,14,122.5,4.24,40.4
2021-01-16,13,283.4,6.26,71.1
2021-01-16,11,162.3,5.01,39.5
2021-01-16,03,209.2,7.6,73.0
2021-01-17,01,195.1,9.37,72.6
2021-01-17,14,122.2,4.25,40.8
2021-01-17,07,224.9,9.65,72.6
2021-01-17,13,288.4,6.35,70.4
2021-01-17,03,207.7,7.59,72.6
2021-01-17,02,207.6,8.11,56.6
2021-01-17,08,219.6,7.19,69.9
2021-01-17,10,148.1,5.68,69.9
2021-01-17,06,405.3,8.23,70.4
2021-01-17,09,152.2,5.3,40.1
2021-01-17,05,254.7,8.19,70.4
2021-01-17,12,138.7,5.23,40.1
2021-01-17,11,162.6,5.03,40.1
2021-01-17,04,186.4,6.91,70.4
2021-01-18,09,159.4,5.91,41.1
2021-01-18,01,203.2,9.81,73.9
2021-01-18,06,398.0,8.21,70.0
2021-01-18,04,199.8,7.47,70.0
2021-01-18,12,145.8,5.55,41.1
2021-01-18,10,151.7,5.89,69.0
2021-01-18,07,236.5,10.18,73.9
2021-01-18,13,299.1,6.59,70.0
2021-01-18,05,263.8,8.35,70.0
2021-01-18,02,212.7,8.2,58.2
2021-01-18,03,203.1,7.62,73.9
2021-01-18,08,219.6,7.54,69.0
2021-01-18,11,169.3,5.28,41.1
2021-01-18,14,119.2,4.24,42.9
2021-01-19,06,408.0,8.35,73.9
2021-01-19,05,256.8,7.67,73.9
2021-01-19,10,151.7,5.79,67.7
2021-01-19,03,200.1,7.86,73.5
2021-01-19,04,204.0,7.43,73.9
2021-01-19,11,181.4,5.49,44.5
2021-01-19,13,305.0,6.64,73.9
2021-01-19,08,219.9,7.69,67.7
2021-01-19,12,152.0,5.83,44.5
2021-01-19,02,217.1,8.54,56.4
2021-01-19,09,166.7,6.1,44.5
2021-01-19,01,208.2,10.02,73.5
2021-01-19,07,233.4,10.41,73.5
2021-01-19,14,120.3,4.51,40.0
2021-01-20,07,222.7,9.77,70.3
2021-01-20,08,207.9,7.4,68.4
2021-01-20,13,314.0,6.72,72.8
2021-01-20,02,224.5,8.56,55.9
2021-01-20,01,207.9,9.86,70.3
2021-01-20,03,201.0,7.88,70.3
2021-01-20,10,153.3,5.89,68.4
2021-01-20,14,121.3,4.67,38.3
2021-01-20,09,159.4,5.83,48.5
2021-01-20,05,259.6,7.77,72.8
2021-01-20,12,155.2,5.65,48.5
2021-01-20,04,205.2,7.4,72.8
2021-01-20,06,408.0,8.33,72.8
2021-01-20,11,172.0,5.17,48.5
2021-01-21,14,122.9,4.76,35.8
2021-01-21,05,267.4,7.99,76.5
2021-01-21,08,214.3,7.46,69.0
2021-01-21,02,232.7,8.83,57.8
2021-01-21,06,408.9,8.32,76.5
2021-01-21,10,154.2,6.04,69.0
2021-01-21,07,235.0,10.0,71.6
2021-01-21,12,153.4,5.62,47.3
2021-01-21,04,205.8,6.83,76.5
2021-01-21,01,212.0,9.96,71.6
2021-01-21,11,175.5,5.27,47.3
2021-01-21,03,197.7,7.9,71.6
2021-01-21,09,173.9,5.96,47.3
2021-01-21,13,328.5,6.96,76.5
2021-01-22,10,157.5,5.97,68.2
2021-01-22,06,409.4,8.35,76.1
2021-01-22,05,248.3,7.5,76.1
2021-01-22,13,345.6,7.17,76.1
2021-01-22,11,177.9,5.34,46.6
2021-01-22,03,204.3,8.15,73.2
2021-01-22,14,123.6,4.87,35.8
2021-01-22,09,179.8,5.86,46.6
2021-01-22,12,146.2,5.28,46.6
2021-01-22,04,222.2,6.78,76.1
2021-01-22,08,221.1,7.66,68.2
2021-01-22,07,247.8,10.41,73.2
2021-01-22,01,212.3,9.85,73.2
2021-01-22,02,238.0,8.79,60.5
2021-01-23,11,181.4,5.44,46.6
2021-01-23,05,237.0,7.22,78.5
2021-01-23,09,191.6,6.2,46.6
2021-01-23,06,414.8,8.54,78.5
2021-01-23,03,210.1,8.36,71.4
2021-01-23,12,147.3,5.31,46.6
2021-01-23,13,350.1,7.21,78.5
2021-01-23,14,123.5,4.9,35.4
2021-01-23,08,221.1,7.63,67.1
2021-01-23,01,217.1,9.96,71.4
2021-01-23,04,228.8,6.86,78.5
2021-01-23,02,239.5,8.8,61.0
2021-01-23,07,260.6,10.69,71.4
2021-01-23,10,161.0,6.06,67.1
2021-01-24,06,418.9,8.62,81.7
2021-01-24,10,162.0,6.08,69.7
2021-01-24,01,218.7,10.03,73.2
2021-01-24,04,228.8,6.89,81.7
2021-01-24,07,258.2,10.61,73.2
2021-01-24,11,182.2,5.46,46.0
2021-01-24,03,209.8,8.38,73.2
2021-01-24,05,242.0,7.29,81.7
2021-01-24,08,217.3,7.53,69.7
2021-01-24,02,240.5,8.84,63.2
2021-01-24,14,123.6,4.91,37.1
2021-01-24,12,150.5,5.41,46.0
2021-01-24,09,193.6,6.23,46.0
2021-01-24,13,350.6,7.19,81.7
2021-01-25,12,141.9,5.01,46.6
2021-01-25,07,252.1,10.13,75.7
2021-01-25,08,213.5,7.5,71.6
2021-01-25,04,248.2,7.19,84.3
2021-01-25,01,225.1,10.05,75.7
2021-01-25,09,208.0,6.48,46.6
2021-01-25,03,213.1,8.61,75.7
2021-01-25,13,352.7,7.24,84.3
2021-01-25,14,123.2,4.94,40.4
2021-01-25,06,425.0,8.84,84.3
2021-01-25,10,156.8,5.82,71.6
2021-01-25,05,216.6,6.86,84.3
2021-01-25,02,246.2,8.96,64.6
2021-01-25,11,184.9,5.56,46.6
2021-01-26,14,117.6,4.74,42.9
2021-01-26,01,232.0,10.01,76.9
2021-01-26,09,207.4,6.47,47.0
2021-01-26,12,134.0,4.76,47.0
2021-01-26,04,245.8,7.0,86.5
2021-01-26,07,252.7,9.76,76.9
2021-01-26,13,354.0,7.14,86.5
2021-01-26,10,168.8,6.32,70.1
2021-01-26,08,203.0,7.11,70.1
2021-01-26,02,251.1,8.95,65.1
2021-01-26,11,190.0,5.64,47.0
2021-01-26,05,210.9,7.25,86.5
2021-01-26,06,415.9,8.68,86.5
2021-01-26,03,206.2,8.34,76.9
2021-01-27,05,210.9,7.36,86.3
2021-01-27,03,193.2,7.84,75.5
2021-01-27,13,352.5,7.07,86.3
2021-01-27,09,202.1,6.17,48.7
2021-01-27,12,135.1,4.91,48.7
2021-01-27,08,201.1,7.15,71.2
2021-01-27,02,251.3,8.91,65.8
2021-01-27,10,173.9,6.45,71.2
2021-01-27,01,232.7,9.99,75.5
2021-01-27,07,268.6,10.31,75.5
2021-01-27,04,251.2,6.94,86.3
2021-01-27,06,416.4,8.66,86.3
2021-01-27,11,192.6,5.55,48.7
2021-01-27,14,121.6,4.74,44.6
2021-01-28,12,130.0,4.78,49.2
2021-01-28,11,199.1,5.45,49.2
2021-01-28,05,207.4,7.13,86.7
2021-01-28,03,191.7,7.54,72.3
2021-01-28,06,417.0,8.56,86.7
2021-01-28,08,188.7,6.79,69.5
2021-01-28,10,177.5,6.35,69.5
2021-01-28,14,118.3,4.54,47.9
2021-01-28,09,196.8,5.84,49.2
2021-01-28,04,250.6,7.0,86.7
2021-01-28,07,264.0,9.75,72.3
2021-01-28,13,353.2,6.94,86.7
2021-01-28,01,231.7,9.47,72.3
2021-01-28,02,246.9,8.57,65.8
2021-01-29,09,194.9,5.67,51.3
2021-01-29,13,347.6,6.73,87.8
2021-01-29,14,114.4,4.35,48.8
2021-01-29,01,237.5,9.29,74.6
2021-01-29,07,253.3,9.17,74.6
2021-01-29,06,420.6,8.47,87.8
2021-01-29,03,185.0,7.11,74.6
2021-01-29,04,245.2,6.84,87.8
2021-01-29,11,201.2,5.5,51.3
2021-01-29,05,196.1,6.72,87.8
2021-01-29,12,132.6,4.83,51.3
2021-01-29,02,246.0,8.41,65.1
2021-01-29,10,175.5,6.1,69.5
2021-01-29,08,173.6,6.27,69.5
2021-01-30,13,344.8,6.6,88.9
2021-01-30,02,247.7,8.44,65.3
2021-01-30,12,135.1,4.96,51.9
2021-01-30,09,185.7,5.39,51.9
2021-01-30,06,424.4,8.53,88.9
2021-01-30,07,249.3,8.94,73.7
2021-01-30,04,238.5,6.59,88.9
2021-01-30,03,176.9,6.78,73.7
2021-01-30,14,118.7,4.45,47.9
2021-01-30,01,237.6,9.21,73.7
2021-01-30,10,180.0,6.18,70.1
2021-01-30,08,164.2,5.91,70.1
2021-01-30,11,206.1,5.54,51.9
2021-01-30,05,201.8,6.89,88.9
2021-01-31,08,167.2,6.02,71.0
2021-01-31,07,250.9,8.99,74.2
2021-01-31,06,422.0,8.52,89.6
2021-01-31,10,180.7,6.21,71.0
2021-01-31,02,246.6,8.4,65.8
2021-01-31,04,236.1,6.53,89.6
2021-01-31,03,177.5,6.81,74.2
2021-01-31,12,132.2,4.86,52.1
2021-01-31,05,200.3,6.88,89.6
2021-01-31,11,206.1,5.53,52.1
2021-01-31,01,236.8,9.17,74.2
2021-01-31,09,183.7,5.34,52.1
2021-01-31,13,344.5,6.6,89.6
2021-01-31,14,118.3,4.43,48.3
2021-02-01,08,160.1,5.76,72.7
2021-02-01,05,208.8,7.01,90.7
2021-02-01,11,205.0,5.52,53.0
2021-02-01,03,166.3,6.45,76.7
2021-02-01,04,200.4,5.59,90.7
2021-02-01,06,416.9,8.45,90.7
2021-02-01,01,239.3,8.85,76.7
2021-02-01,14,115.0,4.33,49.2
2021-02-01,09,153.6,4.24,53.0
2021-02-01,10,181.0,6.31,72.7
2021-02-01,12,136.9,4.97,53.0
2021-02-01,02,243.7,8.39,64.4
2021-02-01,13,349.2,6.79,90.7
2021-02-01,07,251.8,8.97,76.7
2021-02-02,03,171.1,6.55,73.5
2021-02-02,13,356.8,6.9,92.0
2021-02-02,08,169.1,5.72,74.0
2021-02-02,01,234.7,8.47,73.5
2021-02-02,02,240.7,8.22,66.4
2021-02-02,11,196.7,5.34,55.3
2021-02-02,05,225.0,6.91,92.0
