dep,datetime,tx_incidence,tx_positivite,td
88,2021-09-09,61.38,4.41,1391.23
89,2021-09-09,97.41,6.25,1558.49
90,2021-09-09,296.7,7.74,3833.37
91,2021-09-09,156.03,7.8,2000.2
92,2021-09-09,160.01,6.89,2322.63
93,2021-09-09,112.56,7.54,1492.08
94,2021-09-09,153.05,7.66,1997.31
95,2021-09-09,149.77,7.38,2030.42
971,2021-09-09,153.77,17.16,896.27
972,2021-09-09,237.5,19.65,1208.63
973,2021-09-09,175.14,24.54,713.77
974,2021-09-09,186.81,2.52,7413.4
976,2021-09-09,19.77,8.25,239.74
01,2021-09-10,124.33,4.05,3070.54
02,2021-09-10,60.41,6.62,911.94
03,2021-09-10,70.78,5.41,1309.43
04,2021-09-10,165.2,4.57,3612.33
05,2021-09-10,85.05,7.14,1190.77
06,2021-09-10,213.72,6.77,3158.88
07,2021-09-10,179.04,6.13,2918.84
08,2021-09-10,141.73,5.41,2622.08
09,2021-09-10,341.82,15.0,2278.77
10,2021-09-10,113.91,5.23,2179.77
11,2021-09-10,96.29,4.33,2224.36
12,2021-09-10,195.14,7.22,2704.02
13,2021-09-10,422.59,7.21,5860.04
14,2021-09-10,39.38,3.25,1210.96
15,2021-09-10,161.67,6.92,2336.86
16,2021-09-10,64.69,3.79,1708.8
17,2021-09-10,101.39,5.4,1878.75
18,2021-09-10,123.82,6.69,1851.16
19,2021-09-10,32.53,3.2,1016.51
21,2021-09-10,135.48,6.79,1994.99
22,2021-09-10,169.75,5.45,3114.12
23,2021-09-10,55.81,9.38,595.35
24,2021-09-10,117.1,7.8,1501.88
25,2021-09-10,218.3,8.15,2678.55
26,2021-09-10,152.82,6.13,2490.98
27,2021-09-10,117.61,6.94,1695.5
28,2021-09-10,123.92,7.76,1596.86
29,2021-09-10,82.65,6.04,1367.63
2A,2021-09-10,139.28,9.09,1532.03
2B,2021-09-10,41.0,2.63,1557.86
30,2021-09-10,237.04,6.98,3396.01
31,2021-09-10,122.33,4.48,2732.75
32,2021-09-10,70.2,2.6,2697.82
33,2021-09-10,114.27,5.76,1985.1
34,2021-09-10,228.67,7.29,3137.95
35,2021-09-10,175.93,6.22,2830.58
36,2021-09-10,146.23,7.37,1983.18
37,2021-09-10,63.87,5.41,1180.26
38,2021-09-10,145.69,6.93,2102.83
39,2021-09-10,74.17,4.37,1699.14
40,2021-09-10,97.45,4.45,2188.16
41,2021-09-10,77.83,6.61,1177.75
42,2021-09-10,157.28,5.14,3057.44
43,2021-09-10,141.62,6.98,2029.9
44,2021-09-10,111.59,5.73,1945.86
45,2021-09-10,130.88,5.75,2276.0
46,2021-09-10,158.0,7.65,2066.12
47,2021-09-10,146.32,4.17,3511.62
48,2021-09-10,50.34,6.9,729.93
49,2021-09-10,82.73,6.46,1281.36
50,2021-09-10,73.03,4.68,1559.25
51,2021-09-10,148.97,7.37,2021.38
52,2021-09-10,232.4,5.72,4061.53
53,2021-09-10,35.5,5.93,598.41
54,2021-09-10,152.04,4.59,3314.46
55,2021-09-10,56.59,3.55,1593.89
56,2021-09-10,122.89,5.94,2068.31
57,2021-09-10,199.97,5.16,3871.62
58,2021-09-10,82.6,6.84,1208.05
59,2021-09-10,165.67,2.64,6272.74
60,2021-09-10,136.08,6.63,2051.74
61,2021-09-10,134.32,7.27,1848.54
62,2021-09-10,106.81,1.61,6624.43
63,2021-09-10,98.55,6.26,1574.09
64,2021-09-10,162.21,5.47,2965.75
65,2021-09-10,196.69,9.36,2101.03
66,2021-09-10,156.88,5.3,2958.31
67,2021-09-10,190.2,4.79,3974.0
68,2021-09-10,246.2,6.41,3843.39
69,2021-09-10,189.12,4.97,3805.94
70,2021-09-10,206.12,6.01,3430.51
71,2021-09-10,58.38,4.06,1436.91
72,2021-09-10,156.66,6.01,2606.24
73,2021-09-10,141.77,7.23,1961.09
74,2021-09-10,178.89,6.82,2623.08
75,2021-09-10,157.86,4.32,3651.16
76,2021-09-10,74.56,1.84,4041.49
77,2021-09-10,113.26,6.3,1797.64
78,2021-09-10,131.66,6.15,2142.19
79,2021-09-10,181.33,6.5,2790.68
80,2021-09-10,40.41,2.73,1480.9
81,2021-09-10,94.15,3.34,2819.87
82,2021-09-10,76.49,4.22,1812.3
83,2021-09-10,195.26,5.91,3303.84
84,2021-09-10,255.5,7.48,3414.44
85,2021-09-10,94.92,6.52,1455.45
86,2021-09-10,147.55,7.49,1969.93
87,2021-09-10,81.73,7.62,1072.69
88,2021-09-10,66.49,4.02,1652.09
89,2021-09-10,138.42,6.63,2086.54
90,2021-09-10,261.1,6.08,4296.23
91,2021-09-10,158.2,6.52,2424.94
92,2021-09-10,148.94,5.57,2672.84
93,2021-09-10,117.35,7.05,1663.73
94,2021-09-10,133.23,5.69,2341.94
95,2021-09-10,152.98,6.49,2356.7
971,2021-09-10,166.95,18.1,922.63
972,2021-09-10,205.84,16.46,1250.86
973,2021-09-10,181.75,22.0,826.12
974,2021-09-10,163.46,2.48,6603.88
976,2021-09-10,17.3,6.54,264.45
01,2021-09-11,126.55,3.95,3201.53
02,2021-09-11,60.41,6.52,926.33
03,2021-09-11,82.58,5.58,1480.48
04,2021-09-11,198.24,5.47,3623.35
05,2021-09-11,72.9,6.19,1178.61
06,2021-09-11,220.67,6.39,3454.27
07,2021-09-11,168.19,5.39,3119.57
08,2021-09-11,135.29,5.02,2692.95
09,2021-09-11,392.45,16.76,2342.07
10,2021-09-11,98.37,4.49,2190.12
11,2021-09-11,81.85,3.74,2190.66
12,2021-09-11,181.2,6.53,2773.71
13,2021-09-11,408.73,6.38,6405.01
14,2021-09-11,34.46,2.78,1240.49
15,2021-09-11,132.28,5.2,2542.62
16,2021-09-11,75.47,4.32,1746.54
17,2021-09-11,104.37,5.36,1947.34
18,2021-09-11,117.63,5.86,2005.94
19,2021-09-11,48.79,5.13,951.45
21,2021-09-11,145.64,6.97,2089.83
22,2021-09-11,155.12,4.72,3283.87
23,2021-09-11,55.81,9.38,595.35
24,2021-09-11,106.91,6.86,1557.89
25,2021-09-11,218.3,7.51,2905.69
26,2021-09-11,177.27,6.36,2787.46
27,2021-09-11,105.36,5.95,1771.45
28,2021-09-11,120.38,7.08,1699.54
29,2021-09-11,86.58,5.66,1530.95
2A,2021-09-11,127.67,8.09,1578.46
2B,2021-09-11,51.25,3.23,1588.6
30,2021-09-11,234.76,6.33,3705.98
31,2021-09-11,119.95,4.06,2953.65
32,2021-09-11,90.26,3.24,2788.09
33,2021-09-11,116.34,5.53,2102.49
34,2021-09-11,221.29,6.67,3316.47
35,2021-09-11,174.5,5.91,2955.02
36,2021-09-11,155.36,7.42,2092.85
37,2021-09-11,61.1,5.0,1221.92
38,2021-09-11,145.69,6.49,2243.67
39,2021-09-11,80.91,4.69,1726.11
40,2021-09-11,88.59,3.98,2223.6
41,2021-09-11,83.01,6.84,1214.07
42,2021-09-11,148.89,4.63,3212.62
43,2021-09-11,118.02,5.91,1998.43
44,2021-09-11,103.09,5.12,2011.75
45,2021-09-11,122.01,5.13,2378.05
46,2021-09-11,145.84,6.94,2102.58
47,2021-09-11,124.64,3.42,3647.1
48,2021-09-11,50.34,7.14,704.76
49,2021-09-11,84.65,6.36,1331.38
50,2021-09-11,62.08,3.73,1665.15
51,2021-09-11,154.82,6.81,2272.59
52,2021-09-11,232.4,5.22,4448.87
53,2021-09-11,30.43,5.31,573.05
54,2021-09-11,163.74,4.72,3468.84
55,2021-09-11,66.02,4.05,1631.61
56,2021-09-11,125.21,5.5,2277.0
57,2021-09-11,206.69,4.95,4179.13
58,2021-09-11,82.6,5.93,1393.91
59,2021-09-11,166.82,2.56,6525.29
60,2021-09-11,151.98,6.87,2210.79
61,2021-09-11,127.93,6.67,1918.89
62,2021-09-11,103.7,1.54,6741.61
63,2021-09-11,82.13,5.0,1642.53
64,2021-09-11,159.51,5.21,3063.07
65,2021-09-11,169.87,7.6,2235.14
66,2021-09-11,145.67,4.72,3089.05
67,2021-09-11,179.29,4.28,4192.26
68,2021-09-11,252.74,6.08,4157.13
69,2021-09-11,184.92,4.57,4049.69
70,2021-09-11,161.96,4.55,3563.02
71,2021-09-11,64.87,4.33,1498.54
72,2021-09-11,153.81,5.53,2782.84
73,2021-09-11,141.77,6.95,2039.85
74,2021-09-11,164.28,5.87,2798.31
75,2021-09-11,155.73,4.05,3847.43
76,2021-09-11,74.56,1.77,4213.75
77,2021-09-11,113.26,5.86,1933.17
78,2021-09-11,125.72,5.23,2404.52
79,2021-09-11,185.75,6.1,3042.77
80,2021-09-11,51.96,3.27,1590.6
81,2021-09-11,94.15,3.25,2896.08
82,2021-09-11,82.38,4.49,1835.83
83,2021-09-11,171.07,4.77,3587.23
84,2021-09-11,232.27,6.48,3582.83
85,2021-09-11,119.26,7.34,1625.82
86,2021-09-11,119.63,5.49,2177.29
87,2021-09-11,91.94,6.82,1348.52
88,2021-09-11,71.61,4.03,1774.85
89,2021-09-11,138.42,5.87,2358.25
90,2021-09-11,249.23,5.77,4319.96
91,2021-09-11,163.61,5.94,2755.41
92,2021-09-11,148.94,5.05,2946.56
93,2021-09-11,107.77,5.81,1856.12
94,2021-09-11,132.13,5.02,2633.72
95,2021-09-11,146.56,5.7,2571.73
971,2021-09-11,149.38,15.89,940.2
972,2021-09-11,221.67,17.21,1287.8
973,2021-09-11,191.66,23.11,829.42
974,2021-09-11,140.11,2.2,6379.7
976,2021-09-11,12.36,4.95,249.62
01,2021-09-12,126.55,3.95,3203.75
02,2021-09-12,63.29,6.79,932.08
03,2021-09-12,82.58,5.56,1486.37
04,2021-09-12,198.24,5.36,3700.44
05,2021-09-12,72.9,5.26,1385.18
06,2021-09-12,211.98,6.06,3495.97
07,2021-09-12,168.19,5.4,3114.15
08,2021-09-12,122.41,4.63,2641.41
09,2021-09-12,392.45,16.49,2380.05
10,2021-09-12,98.37,4.48,2195.3
11,2021-09-12,81.85,3.7,2209.92
12,2021-09-12,181.2,6.52,2780.68
13,2021-09-12,400.57,6.13,6534.72
14,2021-09-12,34.46,2.77,1242.95
15,2021-09-12,132.28,5.23,2527.92
16,2021-09-12,75.47,4.31,1751.93
17,2021-09-12,95.43,4.95,1929.44
18,2021-09-12,117.63,5.88,1999.75
19,2021-09-12,48.79,5.04,967.72
21,2021-09-12,145.64,6.94,2099.99
22,2021-09-12,155.12,4.72,3289.72
23,2021-09-12,55.81,10.34,539.53
24,2021-09-12,106.91,6.77,1578.25
25,2021-09-12,218.3,7.42,2941.09
26,2021-09-12,174.22,6.21,2805.79
27,2021-09-12,105.36,5.93,1776.35
28,2021-09-12,123.92,7.16,1731.4
29,2021-09-12,86.58,5.49,1576.21
2A,2021-09-12,127.67,7.97,1601.67
2B,2021-09-12,41.0,2.48,1650.1
30,2021-09-12,230.2,6.23,3696.87
31,2021-09-12,122.33,4.12,2965.52
32,2021-09-12,90.26,3.25,2778.06
33,2021-09-12,113.23,5.35,2115.99
34,2021-09-12,222.77,6.68,3335.64
35,2021-09-12,173.07,5.91,2930.7
36,2021-09-12,155.36,7.52,2065.44
37,2021-09-12,61.1,5.05,1210.81
38,2021-09-12,144.48,6.4,2258.24
39,2021-09-12,80.91,4.65,1739.6
40,2021-09-12,93.02,4.12,2259.04
41,2021-09-12,77.83,6.47,1203.69
42,2021-09-12,148.89,4.6,3237.78
43,2021-09-12,118.02,5.88,2006.29
44,2021-09-12,95.65,4.79,1994.75
45,2021-09-12,113.13,4.75,2380.27
46,2021-09-12,145.84,6.86,2126.88
47,2021-09-12,113.8,3.14,3620.01
48,2021-09-12,50.34,7.14,704.76
49,2021-09-12,75.03,5.69,1319.84
50,2021-09-12,54.77,3.3,1661.49
51,2021-09-12,154.82,6.64,2331.02
52,2021-09-12,232.4,5.21,4459.94
53,2021-09-12,30.43,5.31,573.05
54,2021-09-12,159.06,4.59,3466.5
55,2021-09-12,84.88,5.36,1584.46
56,2021-09-12,120.57,5.26,2293.23
57,2021-09-12,205.01,4.88,4204.34
58,2021-09-12,82.6,5.88,1404.23
59,2021-09-12,165.67,2.5,6616.81
60,2021-09-12,151.98,6.7,2269.11
61,2021-09-12,121.53,6.38,1906.1
62,2021-09-12,100.59,1.5,6725.02
63,2021-09-12,82.13,4.99,1645.27
64,2021-09-12,162.21,5.26,3082.0
65,2021-09-12,169.87,7.57,2244.08
66,2021-09-12,141.94,4.53,3130.14
67,2021-09-12,177.73,4.18,4253.06
68,2021-09-12,250.56,6.0,4176.74
69,2021-09-12,185.76,4.55,4080.79
70,2021-09-12,161.96,4.53,3577.74
71,2021-09-12,58.38,3.91,1492.05
72,2021-09-12,148.11,5.29,2799.93
73,2021-09-12,137.83,6.7,2055.6
74,2021-09-12,164.28,5.88,2794.66
75,2021-09-12,158.93,3.99,3980.76
76,2021-09-12,71.99,1.71,4221.46
77,2021-09-12,112.29,5.64,1990.28
78,2021-09-12,123.74,5.09,2432.24
79,2021-09-12,185.75,6.1,3042.77
80,2021-09-12,54.85,3.41,1607.92
81,2021-09-12,89.66,3.11,2882.63
82,2021-09-12,88.26,4.78,1847.6
83,2021-09-12,169.34,4.66,3635.61
84,2021-09-12,229.37,6.37,3600.26
85,2021-09-12,116.83,7.15,1633.12
86,2021-09-12,119.63,5.49,2177.29
87,2021-09-12,97.05,7.17,1353.63
88,2021-09-12,61.38,3.53,1739.04
89,2021-09-12,128.17,5.47,2342.87
90,2021-09-12,249.23,5.74,4343.7
91,2021-09-12,159.28,5.7,2795.51
92,2021-09-12,147.93,4.91,3011.98
93,2021-09-12,105.38,5.53,1904.02
94,2021-09-12,126.62,4.67,2709.7
95,2021-09-12,147.63,5.65,2612.38
971,2021-09-12,140.59,15.17,927.02
972,2021-09-12,216.39,16.67,1298.36
973,2021-09-12,191.66,23.39,819.51
974,2021-09-12,133.88,2.11,6337.67
976,2021-09-12,12.36,5.0,247.15
01,2021-09-13,139.87,3.66,3818.74
02,2021-09-13,37.4,1.59,2358.97
03,2021-09-13,94.37,5.25,1798.99
04,2021-09-13,231.28,4.96,4658.59
05,2021-09-13,133.66,7.97,1676.79
06,2021-09-13,211.98,5.28,4017.24
07,2021-09-13,200.74,5.71,3515.62
08,2021-09-13,83.75,3.07,2725.16
09,2021-09-13,455.75,15.38,2962.4
10,2021-09-13,88.02,3.74,2350.63
11,2021-09-13,72.22,2.96,2436.21
12,2021-09-13,195.14,6.19,3150.05
13,2021-09-13,399.75,5.43,7364.41
14,2021-09-13,39.38,2.02,1954.27
15,2021-09-13,102.88,3.23,3189.3
16,2021-09-13,64.69,3.31,1951.38
17,2021-09-13,86.48,3.88,2230.64
18,2021-09-13,123.82,5.9,2098.81
19,2021-09-13,40.66,3.12,1301.13
21,2021-09-13,152.42,5.7,2672.4
22,2021-09-13,122.93,2.95,4167.76
23,2021-09-13,74.42,12.9,576.74
24,2021-09-13,86.55,5.5,1573.16
25,2021-09-13,212.4,6.26,3395.38
26,2021-09-13,186.44,5.84,3190.9
27,2021-09-13,85.75,3.99,2151.22
28,2021-09-13,127.47,6.33,2014.66
29,2021-09-13,96.42,4.6,2097.68
2A,2021-09-13,116.06,6.37,1822.19
2B,2021-09-13,61.49,3.51,1752.59
30,2021-09-13,196.01,4.9,3997.72
31,2021-09-13,123.51,3.78,3268.37
32,2021-09-13,60.17,1.91,3149.13
33,2021-09-13,108.03,4.11,2631.22
34,2021-09-13,190.31,5.03,3787.09
35,2021-09-13,157.33,5.07,3102.34
36,2021-09-13,173.64,6.74,2577.23
37,2021-09-13,77.76,5.6,1388.54
38,2021-09-13,128.7,4.99,2578.77
39,2021-09-13,74.17,3.93,1887.94
40,2021-09-13,75.3,3.16,2383.06
41,2021-09-13,93.39,5.81,1608.38
42,2021-09-13,138.4,3.61,3829.14
43,2021-09-13,62.94,2.97,2116.44
44,2021-09-13,90.33,4.19,2158.41
45,2021-09-13,115.35,4.38,2635.37
46,2021-09-13,158.0,6.77,2333.5
47,2021-09-13,108.38,2.85,3804.26
48,2021-09-13,100.68,10.81,931.29
49,2021-09-13,63.49,4.51,1406.42
50,2021-09-13,43.82,2.54,1727.22
51,2021-09-13,148.97,5.82,2561.78
52,2021-09-13,210.27,4.14,5079.68
53,2021-09-13,30.43,5.0,608.55
54,2021-09-13,170.75,4.14,4121.44
55,2021-09-13,56.59,2.91,1942.85
56,2021-09-13,127.53,5.06,2518.14
57,2021-09-13,215.09,3.67,5867.92
58,2021-09-13,82.6,5.26,1569.44
59,2021-09-13,165.67,2.16,7675.11
60,2021-09-13,157.28,6.21,2532.43
61,2021-09-13,70.36,3.48,2021.24
62,2021-09-13,99.55,1.29,7724.69
63,2021-09-13,73.91,4.05,1823.21
64,2021-09-13,154.1,3.68,4193.14
65,2021-09-13,187.75,3.98,4711.67
66,2021-09-13,127.0,3.65,3477.51
67,2021-09-13,163.7,3.38,4840.82
68,2021-09-13,226.59,4.78,4743.23
69,2021-09-13,169.79,3.41,4985.21
70,2021-09-13,169.32,3.83,4416.96
71,2021-09-13,58.38,3.64,1602.34
72,2021-09-13,128.18,4.36,2939.5
73,2021-09-13,122.08,4.95,2465.15
74,2021-09-13,138.73,4.64,2988.15
75,2021-09-13,168.53,3.54,4761.55
76,2021-09-13,71.99,1.38,5221.55
77,2021-09-13,98.74,4.29,2299.08
78,2021-09-13,117.8,4.32,2727.24
79,2021-09-13,159.21,5.08,3131.22
80,2021-09-13,51.96,2.93,1775.35
81,2021-09-13,80.7,2.25,3590.96
82,2021-09-13,70.61,3.11,2271.26
83,2021-09-13,155.52,3.92,3963.92
84,2021-09-13,220.66,5.69,3878.98
85,2021-09-13,102.22,5.68,1798.62
86,2021-09-13,123.62,5.11,2420.54
87,2021-09-13,107.27,5.88,1823.57
88,2021-09-13,61.38,3.41,1800.42
89,2021-09-13,143.55,5.56,2583.82
90,2021-09-13,272.96,5.03,5423.69
91,2021-09-13,139.78,4.46,3135.73
92,2021-09-13,158.0,4.54,3477.91
93,2021-09-13,102.19,4.63,2205.79
94,2021-09-13,116.71,3.86,3024.6
95,2021-09-13,140.14,4.56,3070.24
971,2021-09-13,123.02,14.36,856.73
972,2021-09-13,211.12,17.02,1240.3
973,2021-09-13,218.1,26.09,836.03
974,2021-09-13,104.3,2.02,5159.18
976,2021-09-13,9.89,4.44,222.44
01,2021-09-14,142.09,2.94,4826.71
02,2021-09-14,57.54,1.58,3633.38
03,2021-09-14,100.27,1.48,6783.06
04,2021-09-14,220.26,3.55,6211.45
05,2021-09-14,109.36,5.84,1871.2
06,2021-09-14,211.98,4.57,4637.55
07,2021-09-14,195.31,4.95,3949.65
08,2021-09-14,77.31,2.56,3015.08
09,2021-09-14,455.75,14.12,3228.26
10,2021-09-14,36.24,1.52,2392.05
11,2021-09-14,81.85,3.07,2667.31
12,2021-09-14,181.2,5.14,3526.38
13,2021-09-14,380.99,4.73,8050.52
14,2021-09-14,39.38,1.05,3768.24
15,2021-09-14,102.88,3.23,3189.3
16,2021-09-14,64.69,3.35,1929.82
17,2021-09-14,80.52,3.38,2379.75
18,2021-09-14,130.01,5.59,2327.89
19,2021-09-14,48.79,3.28,1488.17
21,2021-09-14,149.03,4.72,3160.14
22,2021-09-14,175.61,3.46,5080.93
23,2021-09-14,55.81,8.57,651.16
24,2021-09-14,61.09,3.75,1629.16
