,1,10,2,3,4,5,6,7,8,9,abstentions,code_insee,exprimes,inscrits,ville,votants,popTotale,taux65Plus,TauxOuvriers,TauxAgricuteurs,TauxCadres,TauxRetraites,TauxChomage
28844,103,2039,1881,1768,795,87,25,12,528,116,2026,82033,7354,9526,Castelsarrasin,7500,13739.0,22.4,13.8,0.9,4.1,25.6,15.1
28845,3,22,19,25,13,0,1,0,11,2,18,82034,96,115,Castéra-Bouzet,97,116.0,25.9,17.2,21.5,4.3,24.1,13.6
28846,3,61,62,52,16,3,0,1,21,4,45,82035,223,273,Caumont,228,327.0,21.1,13.2,7.5,3.8,26.0,16.3
28847,1,55,17,26,9,4,2,0,9,2,11,82036,125,138,Le Causé,127,135.0,27.4,13.3,0.0,10.0,25.9,7.8
28848,68,1134,785,1003,409,38,16,13,285,72,720,82037,3823,4624,Caussade,3904,6753.0,25.9,14.2,1.0,4.7,30.1,19.5
28849,38,223,179,244,119,10,6,1,95,21,182,82038,936,1139,Caylus,957,1502.0,28.4,8.2,3.3,3.3,35.5,14.1
28850,4,84,76,93,42,7,2,2,33,3,26,82039,346,381,Cayrac,355,534.0,17.8,15.0,1.2,6.8,15.5,11.7
28851,3,35,52,37,30,2,1,0,22,12,22,82040,194,219,Cayriech,197,275.0,16.4,15.8,8.8,5.3,20.4,9.2
28852,7,36,27,21,42,4,0,0,18,8,21,82041,163,188,Cazals,167,234.0,32.1,7.4,5.0,0.0,50.0,14.9
28853,33,140,161,256,85,4,1,1,87,18,116,82042,786,929,Cazes-Mondenard,813,1219.0,26.1,15.8,13.8,2.7,24.8,11.8
28854,3,54,33,33,13,7,1,1,18,6,24,82043,169,201,Comberouger,177,276.0,18.8,10.1,1.8,3.5,36.2,11.8
28855,19,278,195,233,117,9,4,2,79,11,161,82044,947,1133,Corbarieu,972,1657.0,17.1,14.4,1.2,10.4,22.6,11.5
28856,7,54,42,45,27,5,1,0,23,4,26,82045,208,237,Cordes-Tolosannes,211,336.0,17.0,10.6,4.5,4.5,20.2,14.0
28857,0,14,14,20,12,2,2,0,16,1,4,82046,81,85,Coutures,81,102.0,30.4,15.0,5.0,0.0,23.5,15.0
28858,1,14,9,16,5,0,0,0,5,2,6,82047,52,58,Cumont,52,52.0,30.8,10.0,10.0,0.0,34.6,16.7
28859,22,236,163,156,96,11,13,2,76,12,98,82048,787,894,Dieupentale,796,1551.0,9.4,14.5,0.8,10.3,11.5,11.6
28860,7,157,193,162,55,8,2,1,41,13,83,82049,639,735,Donzac,652,1007.0,15.3,19.0,0.5,5.7,19.4,10.1
28861,8,155,217,218,84,9,3,4,76,22,176,82050,796,986,Dunes,810,1222.0,18.9,13.0,3.5,5.9,23.0,10.8
28862,13,109,154,143,56,8,1,0,36,8,94,82051,528,629,Durfort-Lacapelette,535,851.0,21.0,14.1,4.5,7.3,26.8,7.7
28863,7,184,134,134,86,6,7,1,54,11,71,82052,624,703,Escatalens,632,1056.0,16.9,17.9,3.6,4.1,19.3,11.6
28864,1,53,42,55,15,3,0,1,21,1,31,82053,192,227,Escazeaux,196,289.0,19.4,11.5,7.7,1.9,24.9,10.9
28865,4,68,55,37,47,4,1,0,14,11,36,82054,241,283,Espalais,247,404.0,14.4,24.7,1.2,3.5,22.8,12.9
28866,7,61,47,44,19,2,1,0,16,2,30,82055,199,232,Esparsac,202,239.0,25.9,6.1,8.2,10.2,30.1,6.9
28867,9,30,17,42,8,0,0,0,16,1,14,82056,123,140,Espinas,126,169.0,20.1,10.5,13.3,8.4,34.3,5.4
28868,8,102,76,83,25,6,1,1,26,4,22,82057,332,364,Fabas,342,573.0,11.0,19.7,1.1,5.5,16.4,9.7
28869,2,15,19,20,9,3,0,1,4,2,6,82058,75,82,Fajolles,76,97.0,24.7,10.4,15.6,0.0,24.7,5.0
28870,5,58,50,52,16,3,3,0,20,6,31,82059,213,253,Faudoas,222,294.0,33.7,5.9,11.8,8.8,44.9,8.1
28871,1,36,22,48,8,5,0,1,12,2,22,82060,135,159,Fauroux,137,234.0,28.2,5.2,15.2,5.2,29.5,10.2
28872,4,32,28,23,11,2,1,1,11,3,21,82061,116,139,Féneyrols,118,158.0,24.1,0.0,6.1,12.2,20.3,10.8
28873,15,214,209,227,98,8,5,0,62,10,153,82062,848,1021,Finhan,868,1498.0,17.0,16.4,0.7,3.7,21.2,11.7
28874,4,116,114,91,42,2,6,0,30,7,73,82063,412,499,Garganvillar,426,665.0,15.2,15.4,3.3,5.7,19.2,15.9
28875,3,12,13,21,5,0,2,0,11,1,17,82064,68,88,Gariès,71,111.0,26.1,5.2,19.8,5.2,29.7,11.4
28876,8,84,69,68,31,1,0,2,25,7,54,82065,295,358,Gasques,304,424.0,24.8,12.9,7.3,5.9,34.0,14.6
28877,8,85,96,114,46,5,1,0,35,6,62,82066,396,468,Génébrières,406,670.0,9.6,17.3,2.4,10.2,16.7,10.7
28878,1,24,12,27,7,1,0,0,13,2,6,82067,87,95,Gensac,89,110.0,20.9,10.8,21.5,0.0,13.6,7.0
28879,2,30,26,27,17,2,0,0,9,7,31,82068,120,152,Gimat,121,208.0,17.3,15.4,2.6,2.6,21.2,13.4
28880,7,28,29,18,19,1,4,1,29,2,31,82069,138,172,Ginals,141,203.0,34.0,8.9,2.2,11.1,55.2,12.5
28881,1,15,3,14,2,1,0,0,3,0,4,82070,39,45,Glatens,41,74.0,5.4,15.4,7.7,0.0,5.4,9.8
28882,0,12,5,6,0,0,0,0,5,3,3,82071,31,34,Goas,31,40.0,17.5,0.0,13.5,13.5,12.5,0.0
28883,9,154,156,105,71,9,8,4,36,12,59,82072,564,638,Golfech,579,955.0,13.3,18.8,0.0,2.1,19.1,12.3
28884,8,181,135,134,54,7,2,1,43,18,85,82073,583,679,Goudourville,594,960.0,17.0,12.1,2.1,6.4,26.9,11.0
28885,8,24,18,27,8,1,1,0,8,6,11,82074,101,113,Gramont,102,150.0,28.0,12.4,8.3,8.3,19.3,11.7
28886,39,663,500,487,226,28,11,3,163,45,331,82075,2165,2545,Grisolles,2214,3860.0,18.1,14.8,0.5,7.4,23.5,12.0
28887,21,251,264,273,106,9,2,1,81,23,163,82076,1031,1222,L'Honor-de-Cos,1059,1545.0,19.7,12.4,5.1,4.5,29.4,10.9
28888,7,58,63,59,22,1,3,1,23,6,45,82077,243,290,Labarthe,245,388.0,27.6,7.3,15.9,2.4,32.0,12.7
28889,4,20,18,43,15,5,1,1,2,3,14,82078,112,126,Labastide-de-Penne,112,131.0,21.4,11.2,0.0,3.7,30.5,10.9
28890,27,556,489,527,203,23,6,3,159,33,413,82079,2026,2481,Labastide-Saint-Pierre,2068,3692.0,15.7,18.3,0.3,4.2,18.3,15.2
28891,8,164,175,192,45,5,2,0,41,15,76,82080,647,738,Labastide-du-Temple,662,1149.0,14.5,17.7,1.4,2.8,22.4,13.6
28892,1,33,20,29,11,2,1,0,7,3,12,82081,107,122,Labourgade,110,182.0,20.9,16.4,0.0,2.5,25.8,7.4
28893,3,36,14,32,15,3,1,0,25,3,25,82082,132,159,Lacapelle-Livron,134,195.0,22.1,12.5,7.5,0.0,34.9,6.0
28894,0,20,20,29,4,1,0,0,5,2,13,82083,81,95,Lachapelle,82,124.0,39.5,6.2,6.2,0.0,42.7,14.3
28895,2,32,20,25,20,1,0,0,12,4,26,82084,116,143,Lacour,117,185.0,29.7,14.1,11.4,0.0,31.4,17.6
28896,9,204,192,140,68,6,3,0,44,8,107,82085,674,793,Lacourt-Saint-Pierre,686,1152.0,12.4,16.2,1.8,3.2,18.8,10.9
28897,0,54,32,40,21,1,0,1,25,2,15,82086,176,196,Lafitte,181,237.0,25.3,16.8,0.0,8.2,31.2,13.4
28898,52,499,440,467,224,25,8,11,177,44,272,82087,1947,2261,Lafrançaise,1989,2872.0,22.1,10.3,2.8,5.4,25.4,13.5
28899,6,114,69,103,62,2,3,0,56,13,108,82088,428,545,Laguépie,437,691.0,37.0,8.5,2.6,1.9,49.9,15.7
28900,6,175,157,155,71,14,5,2,49,10,101,82089,644,759,Lamagistère,658,1113.0,25.9,14.5,1.3,5.5,29.7,13.8
28901,18,158,157,191,83,14,6,1,47,12,85,82090,687,793,Lamothe-Capdeville,708,1037.0,18.5,16.2,1.2,5.8,20.3,11.3
28902,1,21,10,28,9,1,0,0,4,2,10,82091,76,87,Lamothe-Cumont,77,117.0,17.1,28.0,20.0,0.0,13.7,7.8
28903,2,35,35,46,19,1,0,0,22,1,12,82092,161,175,Lapenche,163,254.0,22.4,14.8,1.9,5.6,33.1,12.6
28904,7,80,65,101,71,2,1,0,26,8,52,82093,361,419,Larrazet,367,647.0,28.3,15.7,2.4,2.4,30.3,13.4
28905,33,253,131,231,94,14,4,0,95,13,139,82094,868,1023,Lauzerte,884,1479.0,33.5,9.0,3.7,2.5,42.7,17.3
28906,8,25,42,27,24,4,1,0,15,2,22,82095,148,173,Lavaurette,151,207.0,18.4,19.4,13.7,2.9,23.7,14.4
28907,21,353,405,318,145,17,10,2,91,26,258,82096,1388,1675,La Ville-Dieu-du-Temple,1417,3128.0,13.1,20.0,1.2,4.6,17.0,15.5
28908,11,267,153,151,71,17,8,0,68,20,131,82097,766,916,Lavit,785,1534.0,24.9,8.7,0.9,2.7,37.5,15.0
28909,16,219,143,200,105,13,3,5,81,13,126,82098,798,946,Léojac,820,1136.0,16.0,8.0,0.0,10.2,21.5,8.8
28910,4,59,74,84,31,1,0,0,27,7,39,82099,287,333,Lizac,294,507.0,20.7,17.3,11.2,1.2,27.0,16.8
28911,4,29,9,22,14,3,0,0,11,1,6,82100,93,104,Loze,98,131.0,22.9,13.9,6.6,3.6,39.7,19.3
28912,10,188,172,139,99,10,1,1,52,11,125,82101,683,819,Malause,694,1106.0,17.5,17.4,1.6,6.9,26.4,16.7
28913,1,46,45,42,17,1,0,1,24,3,42,82102,180,224,Mansonville,182,282.0,28.7,14.5,8.0,4.0,34.8,9.6
28914,0,13,13,16,6,0,1,1,11,5,11,82103,66,78,Marignac,67,116.0,14.7,8.3,16.7,4.2,20.7,13.8
28915,1,37,24,27,6,0,0,0,13,1,16,82104,109,128,Marsac,112,172.0,24.4,10.6,3.5,3.5,32.0,6.8
28916,12,178,173,207,109,2,10,4,61,7,105,82105,763,877,Mas-Grenier,772,1318.0,14.6,19.2,0.8,4.9,17.1,9.4
28917,9,37,16,16,18,2,0,0,11,3,17,82106,112,132,Maubec,115,150.0,26.0,0.0,12.6,9.4,40.7,12.1
28918,1,14,3,2,11,1,1,2,1,2,5,82107,38,43,Maumusson,38,61.0,14.8,0.0,19.5,9.8,13.1,6.5
28919,13,231,217,184,80,14,5,1,50,14,82,82108,809,906,Meauzac,824,1333.0,17.6,17.5,2.8,6.0,20.0,11.6
28920,1,28,34,33,15,1,1,0,18,0,24,82109,131,158,Merles,134,216.0,15.3,12.5,2.5,2.5,18.5,12.7
28921,13,163,174,187,58,13,2,3,74,16,101,82110,703,820,Mirabel,719,1013.0,17.6,14.8,5.7,3.8,24.5,10.8
28922,4,40,34,59,33,2,4,0,19,5,46,82111,200,256,Miramont-de-Quercy,210,340.0,24.4,19.7,10.6,4.5,17.6,14.7
28923,155,1929,1605,1842,764,90,27,19,525,89,1567,82112,7045,8807,Moissac,7240,12564.0,23.1,16.6,2.0,4.1,27.7,19.0
28924,14,181,187,209,83,12,9,1,77,25,118,82113,798,925,Molières,807,1245.0,28.4,14.4,8.2,1.9,35.8,13.0
28925,3,77,122,78,41,5,1,0,26,7,46,82114,360,411,Monbéqui,365,607.0,10.2,15.3,0.0,8.7,13.5,10.4
28926,27,216,252,256,126,16,6,1,79,27,177,82115,1006,1209,Monclar-de-Quercy,1032,1914.0,17.7,15.4,2.0,4.6,21.3,13.4
28927,3,28,38,35,12,1,0,2,14,2,26,82116,135,164,Montagudet,138,208.0,29.8,8.1,0.0,0.0,56.7,11.9
28928,14,197,169,292,94,10,7,2,75,9,126,82117,869,1014,Montaigu-de-Quercy,888,1370.0,34.8,11.3,5.8,3.1,40.6,16.0
28929,3,20,22,17,6,1,0,0,4,0,10,82118,73,85,Montaïn,75,112.0,17.0,4.6,0.0,4.6,36.6,8.5
28930,15,88,94,137,30,3,2,1,48,7,74,82119,425,510,Montalzat,436,666.0,21.3,11.1,9.3,3.7,24.0,8.9
28931,3,45,62,78,14,3,0,1,8,4,34,82120,218,255,Montastruc,221,319.0,16.6,11.8,2.9,1.5,30.1,10.1
28932,664,9629,5759,8496,3494,313,97,76,2567,463,6821,82121,31558,39008,Montauban,32187,57921.0,20.4,12.2,0.3,6.8,24.8,16.6
28933,4,14,27,26,28,1,0,0,11,1,19,82122,112,131,Montbarla,112,155.0,20.6,24.6,6.3,0.0,22.6,11.7
28934,10,164,202,147,85,6,2,2,47,22,127,82123,687,834,Montbartier,707,1233.0,9.7,19.5,0.4,5.0,14.4,11.9
28935,23,623,485,511,223,24,16,4,136,29,432,82124,2074,2567,Montbeton,2135,3745.0,14.6,13.2,0.2,5.7,17.9,12.6
28936,62,951,816,806,360,48,26,8,282,68,610,82125,3427,4127,Montech,3517,6072.0,16.2,13.8,0.7,4.9,21.8,13.1
28937,22,198,201,221,101,19,4,1,77,19,105,82126,863,988,Monteils,883,1342.0,21.2,16.9,0.4,5.4,24.0,8.9
28938,9,132,101,144,55,2,3,1,57,6,76,82127,510,595,Montesquieu,519,773.0,21.3,18.2,4.7,3.4,25.9,13.5
28939,1,23,7,36,6,2,1,0,13,2,16,82128,91,109,Montfermier,93,104.0,25.0,4.8,33.7,0.0,23.1,4.0
28940,2,17,14,16,9,2,1,0,7,4,10,82129,72,82,Montgaillard,72,117.0,18.8,14.1,0.0,0.0,24.8,5.8
28941,1,26,29,35,2,2,0,0,13,2,21,82130,110,135,Montjoi,114,173.0,37.6,6.5,9.8,3.3,46.8,7.5
28942,19,240,197,257,136,7,4,2,122,19,162,82131,1003,1192,Montpezat-de-Quercy,1030,1513.0,29.7,10.7,1.1,4.1,36.5,13.0
28943,16,206,157,167,98,9,6,1,63,6,101,82132,729,847,Montricoux,746,1116.0,20.9,13.7,3.2,2.2,23.7,13.2
28944,2,23,10,7,13,2,1,0,6,2,7,82133,66,74,Mouillac,67,104.0,20.2,13.0,6.5,0.0,34.6,23.9
28945,36,836,731,688,317,43,12,2,239,59,490,82134,2963,3519,Nègrepelisse,3029,5439.0,20.8,14.5,1.1,3.0,26.1,13.7
28946,19,207,194,153,87,6,6,3,67,14,87,82135,756,858,Nohic,771,1262.0,15.1,18.3,1.4,7.7,15.0,12.1
28947,15,249,265,181,87,10,6,1,55,22,99,82136,891,1003,Orgueil,904,1610.0,9.4,19.5,1.1,5.5,12.1,11.8
28948,3,112,55,107,37,1,4,1,39,10,75,82137,369,451,Parisot,376,574.0,29.6,8.3,10.4,6.2,38.0,11.9
28949,1,25,18,28,4,0,0,0,5,1,14,82138,82,99,Perville,85,124.0,27.4,11.5,0.0,7.7,38.7,6.9
28950,2,20,16,43,7,1,1,1,9,3,9,82139,103,116,Le Pin,107,124.0,29.0,19.6,11.8,3.9,31.5,9.4
28951,6,72,72,73,26,0,1,1,20,9,27,82140,280,308,Piquecos,281,410.0,18.0,6.5,1.3,3.9,28.3,7.6
28952,1,103,61,73,50,6,2,2,25,5,65,82141,328,405,Pommevic,340,606.0,17.0,19.4,1.7,1.7,24.3,19.7
28953,11,247,182,202,100,5,7,0,84,16,98,82142,854,969,Pompignan,871,1426.0,11.9,16.0,0.0,8.5,18.7,8.8
28954,0,8,12,14,6,2,0,0,7,1,16,82143,50,66,Poupas,50,89.0,33.7,6.2,13.8,6.2,18.0,9.7
28955,20,105,95,119,70,6,0,0,30,9,54,82144,454,518,Puycornet,464,706.0,19.3,15.1,5.8,4.3,26.1,10.9
28956,4,52,67,45,19,3,0,1,17,3,24,82145,211,240,Puygaillard-de-Quercy,216,367.0,21.5,11.0,11.0,3.0,31.1,12.6
28957,0,11,9,9,6,0,0,1,5,1,8,82146,42,51,Puygaillard-de-Lomagne,43,68.0,32.4,20.4,0.0,0.0,57.4,21.1
28958,5,72,45,55,41,1,0,1,35,6,39,82147,261,309,Puylagarde,270,339.0,31.0,12.0,5.3,4.0,40.1,13.7
28959,9,114,100,104,70,9,3,1,46,10,90,82148,466,565,Puylaroque,475,670.0,23.6,14.6,5.6,1.4,26.9,12.2
28960,12,350,260,270,142,16,9,4,97,17,150,82149,1177,1348,Réalville,1198,1886.0,18.6,17.7,1.3,4.4,25.9,14.8
28961,6,172,137,145,67,9,4,4,48,5,80,82150,597,688,Reyniès,608,894.0,18.0,16.4,1.4,9.7,24.6,9.5
28962,8,67,41,50,33,7,1,1,18,6,51,82151,232,286,Roquecor,235,425.0,26.8,17.5,5.7,6.9,38.1,15.0
28963,2,80,77,73,29,7,0,0,22,5,51,82152,295,352,Saint-Aignan,301,413.0,21.8,20.9,0.0,3.5,29.1,18.2
28964,2,28,23,29,21,2,3,0,13,2,18,82153,123,142,Saint-Amans-du-Pech,124,202.0,25.7,7.1,0.0,4.8,41.6,17.1
28965,7,30,30,56,13,1,0,2,17,2,17,82154,158,177,Saint-Amans-de-Pellagal,160,214.0,24.8,13.3,14.9,6.6,31.3,5.1
28966,67,325,189,267,212,14,8,1,112,18,206,82155,1213,1443,Saint-Antonin-Noble-Val,1237,1885.0,28.1,7.8,3.7,5.6,35.8,13.3
28967,3,26,17,21,20,4,0,0,9,3,20,82156,103,126,Saint-Arroumex,106,156.0,19.9,3.3,0.0,3.3,25.6,14.1
28968,1,23,8,11,11,1,0,0,7,3,19,82157,65,86,Saint-Beauzeil,67,132.0,25.0,3.4,0.0,6.8,44.7,12.3
28969,2,24,25,18,14,0,0,1,14,1,26,82158,99,126,Saint-Cirice,100,162.0,17.9,15.2,6.1,0.0,32.1,8.2
28970,6,75,76,87,46,6,5,2,42,7,49,82159,352,416,Saint-Cirq,367,524.0,17.4,13.7,0.0,4.5,26.0,6.8
28971,6,49,47,32,22,3,1,1,15,1,24,82160,177,206,Saint-Clair,182,273.0,15.8,17.1,0.0,4.3,29.3,5.4
28972,27,590,577,615,177,26,17,2,160,44,273,82161,2235,2560,Saint-Etienne-de-Tulmont,2287,3719.0,13.8,13.2,0.8,5.4,24.2,9.6
28973,3,26,44,41,24,2,1,0,16,3,18,82162,160,183,Saint-Georges,165,246.0,15.0,24.4,6.7,2.2,11.4,4.3
28974,1,13,12,12,4,0,2,0,2,1,4,82163,47,52,Saint-Jean-du-Bouzet,48,63.0,36.5,7.8,0.0,0.0,50.8,5.3
28975,1,13,18,32,7,2,2,0,7,2,8,82164,84,94,Sainte-Juliette,86,142.0,27.5,3.2,3.2,0.0,39.4,9.1
28976,4,79,91,73,35,1,2,0,22,8,53,82165,315,379,Saint-Loup,326,507.0,15.8,13.0,1.0,5.0,23.7,11.6
28977,2,36,37,40,15,5,1,0,15,1,38,82166,152,192,Saint-Michel,154,232.0,22.0,9.8,5.9,3.9,37.9,13.0
28978,25,275,279,310,113,7,3,3,96,24,120,82167,1135,1271,Saint-Nauphary,1151,1765.0,20.6,11.9,1.4,6.1,25.2,7.1
28979,5,44,41,79,26,1,2,0,29,6,36,82168,233,274,Saint-Nazaire-de-Valentane,238,344.0,29.1,8.3,13.1,3.5,40.7,12.6
28980,31,417,327,339,118,24,9,5,114,27,281,82169,1411,1722,Saint-Nicolas-de-la-Grave,1441,2166.0,22.2,15.2,2.3,4.6,27.8,12.5
28981,9,67,108,125,34,4,3,1,55,8,55,82170,414,477,Saint-Paul-d'Espis,422,599.0,26.0,18.9,12.5,2.1,28.7,14.0
28982,6,217,231,161,76,10,4,1,50,12,88,82171,768,865,Saint-Porquier,777,1428.0,14.1,18.4,1.5,2.3,17.9,10.0
28983,3,68,20,41,43,4,1,0,16,1,32,82172,197,234,Saint-Projet,202,293.0,27.3,13.4,1.7,5.0,43.3,10.5
28984,7,189,139,85,54,4,3,2,48,11,70,82173,542,630,Saint-Sardos,560,963.0,15.7,22.5,3.4,6.7,20.5,12.9
28985,6,35,56,69,12,1,0,0,20,3,30,82174,202,238,Saint-Vincent,208,279.0,21.9,6.9,27.6,3.4,25.8,7.9
28986,5,51,40,40,23,0,2,2,20,3,22,82175,186,210,Saint-Vincent-Lespinasse,188,237.0,22.4,5.6,5.6,13.5,32.1,12.1
28987,5,99,126,96,64,10,3,3,43,8,59,82176,457,526,La Salvetat-Belmontet,467,785.0,14.9,20.9,2.7,4.1,23.3,10.5
28988,3,29,30,32,11,2,0,1,13,3,12,82177,124,140,Sauveterre,128,171.0,27.5,3.6,28.3,3.6,25.7,3.8
28989,12,131,88,99,51,8,3,1,47,5,44,82178,445,498,Savenès,454,778.0,14.1,8.8,3.5,10.4,14.7,6.6
28990,17,345,348,315,167,16,3,3,90,24,290,82179,1328,1658,Septfonds,1368,2160.0,26.6,15.0,1.3,3.3,30.7,17.0
28991,8,109,75,88,43,3,1,1,36,8,30,82180,372,410,Sérignac,380,492.0,25.0,16.9,8.9,1.2,27.4,8.8
28992,1,40,33,20,26,2,0,0,13,5,19,82181,140,163,Sistels,144,211.0,18.5,7.7,15.4,2.6,28.4,11.5
28993,6,38,43,71,25,3,1,2,15,5,39,82182,209,256,Touffailles,217,372.0,30.4,13.6,8.4,0.0,42.5,12.0
28994,15,34,30,42,16,1,0,0,25,2,23,82183,165,189,Tréjouls,166,245.0,27.8,15.4,12.3,0.0,44.9,15.3
28995,11,132,116,139,53,3,6,2,40,15,67,82184,517,594,Vaïssac,527,826.0,18.2,14.5,14.5,4.2,25.7,9.7
28996,7,38,35,30,18,4,1,0,14,3,14,82185,150,168,Valeilles,154,236.0,24.6,5.7,5.7,3.8,34.3,15.4
28997,52,966,591,682,299,36,14,17,222,40,656,82186,2919,3651,Valence,2995,5174.0,27.1,12.9,0.4,3.6,31.6,19.5
28998,7,150,72,86,81,13,3,2,35,10,87,82187,459,555,Varen,468,665.0,37.1,10.2,0.8,2.5,52.6,14.3
28999,5,91,88,95,40,1,2,1,22,15,69,82188,360,438,Varennes,369,596.0,15.3,20.9,4.4,5.5,10.6,10.1
29000,15,108,96,135,66,4,3,2,56,10,93,82189,495,590,Vazerac,497,732.0,24.9,4.2,11.0,6.9,35.4,11.7
29001,47,738,539,565,334,43,13,7,203,48,490,82190,2537,3080,Verdun-sur-Garonne,2590,4537.0,17.5,14.0,0.3,8.9,21.7,10.9
29002,11,80,37,52,37,5,2,2,24,2,55,82191,252,312,Verfeil,257,327.0,34.9,14.9,4.5,3.0,36.7,12.0
29003,10,70,94,69,52,5,1,3,32,4,30,82192,340,379,Verlhac-Tescou,349,507.0,18.1,13.7,3.5,6.8,18.3,11.9
29004,2,25,22,27,9,1,1,0,4,2,10,82193,93,106,Vigueron,96,138.0,21.0,12.3,3.1,0.0,35.5,4.6
29005,17,224,197,169,105,16,3,6,54,11,97,82194,802,912,Villebrumier,815,1266.0,19.5,18.0,0.5,5.1,20.8,12.4
29006,15,146,113,126,62,9,3,3,54,4,56,82195,535,598,Villemade,542,705.0,21.3,7.1,0.8,3.1,29.9,7.9
29007,2,125,28,44,28,1,4,0,15,6,41,19001,253,305,Affieux,264,371.0,28.0,9.9,0.0,6.2,33.7,8.3
29008,4,119,34,50,32,4,0,2,38,9,36,19002,292,333,Aix,297,386.0,16.1,16.8,9.0,5.2,23.1,9.7
29009,2,113,26,35,14,0,1,0,12,2,22,19003,205,234,Albignac,212,242.0,28.1,13.5,7.0,4.7,40.5,8.7
29010,13,262,59,93,63,7,1,0,32,13,63,19004,543,618,Albussac,555,700.0,30.0,11.0,8.4,0.6,45.1,8.0
29011,40,1043,383,550,249,23,9,6,134,29,422,19005,2466,2933,Allassac,2511,3869.0,22.7,18.1,0.8,4.8,27.1,11.3
29012,2,32,11,29,7,0,1,0,6,1,9,19006,89,102,Alleyrat,93,98.0,22.4,4.8,4.8,4.8,28.6,5.9
29013,7,239,96,145,65,12,3,1,31,7,94,19007,606,710,Altillac,616,866.0,30.6,13.1,3.9,3.3,41.2,10.8
29014,1,77,14,30,53,1,2,0,13,3,27,19008,194,221,Ambrugeat,194,199.0,30.2,11.4,4.5,6.8,46.2,9.9
29015,0,49,9,11,17,1,1,0,9,2,14,19009,99,113,Les Angles-sur-Corrèze,99,106.0,17.9,29.2,4.2,4.2,18.9,8.9
29016,35,950,219,437,220,19,14,4,122,20,399,19010,2040,2487,Argentat,2088,2991.0,32.7,13.4,0.4,2.4,39.9,11.4
29017,15,397,98,207,58,7,9,1,39,13,137,19011,844,995,Arnac-Pompadour,858,1156.0,36.1,17.5,2.4,4.5,36.9,10.6
29018,4,79,27,35,26,2,0,1,16,5,22,19012,195,219,Astaillac,197,223.0,29.6,14.9,2.6,5.2,36.8,8.6
29019,8,267,63,120,63,4,1,1,40,9,106,19013,576,698,Aubazine,592,908.0,18.9,16.3,2.8,8.1,22.2,7.7
29020,2,70,11,42,26,0,0,0,9,1,27,19014,161,189,Auriac,162,232.0,29.7,13.2,5.7,0.0,43.1,14.7
29021,6,218,74,89,40,3,4,0,38,14,73,19015,486,566,Ayen,493,726.0,23.1,20.5,0.9,4.3,27.5,8.0
29022,4,108,27,48,40,5,0,0,7,4,27,19016,243,272,Bar,245,313.0,27.8,10.4,6.0,9.0,30.7,11.5
29023,0,27,9,16,12,0,0,0,8,1,15,19017,73,88,Bassignac-le-Bas,73,90.0,38.9,6.2,18.5,0.0,56.7,10.7
29024,0,72,13,42,10,2,0,0,7,1,19,19018,147,171,Bassignac-le-Haut,152,196.0,39.3,6.2,3.1,6.2,37.2,1.6
29025,15,312,77,170,57,17,1,2,52,20,109,19019,723,846,Beaulieu-sur-Dordogne,737,1185.0,40.1,13.3,1.5,4.6,44.0,10.9
29026,1,49,2,9,15,3,0,0,8,2,11,19020,89,109,Beaumont,98,113.0,38.1,0.0,10.2,0.0,43.4,10.8
29027,1,40,5,10,15,0,1,0,5,0,11,19021,77,88,Bellechassagne,77,78.0,28.2,10.0,10.0,0.0,32.1,10.0
29028,5,114,25,30,25,1,0,2,22,1,26,19022,225,252,Benayes,226,248.0,33.1,12.1,13.8,0.0,40.3,11.3
29029,12,394,132,190,67,9,4,1,65,13,105,19023,887,1002,Beynat,897,1280.0,25.7,16.7,1.1,2.5,25.0,10.7
29030,4,172,44,87,32,0,2,1,34,4,58,19024,380,445,Beyssac,387,650.0,23.5,11.0,6.8,3.4,34.9,7.1
29031,3,105,35,83,31,3,2,0,27,5,24,19025,294,326,Beyssenac,302,371.0,26.1,20.5,9.6,1.6,30.7,8.5
29032,3,66,15,24,23,3,0,0,12,5,27,19026,151,178,Bilhac,151,193.0,31.6,15.9,6.8,0.0,41.5,12.2
29033,2,64,9,25,17,0,1,0,10,0,7,19027,128,137,Bonnefond,130,110.0,28.2,10.9,0.0,5.4,57.3,0.0
29034,17,807,242,437,116,18,10,4,100,31,407,19028,1782,2229,Bort-les-Orgues,1822,2859.0,30.4,17.0,0.3,3.1,34.1,11.5
29035,8,73,20,44,21,1,1,0,27,3,19,19029,198,223,Branceilles,204,261.0,26.4,16.3,1.8,3.6,41.0,8.9
29036,7,309,119,99,63,9,2,0,45,7,76,19030,660,747,Brignac-la-Plaine,671,942.0,17.2,25.2,3.2,5.2,18.8,7.5
29037,357,10183,3474,6429,2234,211,116,42,1836,388,7324,19031,25270,33123,Brive-la-Gaillarde,25799,46794.0,25.8,11.7,0.1,5.9,29.9,14.7
29038,1,56,7,35,19,1,0,0,8,2,21,19032,129,153,Brivezac,132,174.0,39.7,14.4,2.4,4.8,48.3,9.8
29039,2,189,74,107,102,9,2,1,44,12,108,19033,542,671,Bugeat,563,851.0,40.8,10.9,2.0,1.5,52.2,11.1
29040,0,67,28,43,20,3,5,0,25,1,46,19034,192,242,Camps-Saint-Mathurin-Léobazel,196,242.0,25.6,13.6,11.4,0.0,33.1,6.4
