,1,10,2,3,4,5,6,7,8,9,abstentions,code_insee,exprimes,inscrits,ville,votants,popTotale,taux65Plus,TauxOuvriers,TauxAgricuteurs,TauxCadres,TauxRetraites,TauxChomage
12194,2,23,26,27,6,0,0,0,7,2,31,71341,93,126,Palleau,95,219.0,14.6,25.9,0.0,4.7,11.0,5.1
12195,77,1508,743,1743,521,58,24,14,557,115,1752,71342,5360,7238,Paray-le-Monial,5486,9064.0,33.0,11.4,0.1,4.5,38.4,16.3
12196,8,33,30,54,20,2,2,0,17,2,20,71343,168,197,Paris-l'Hôpital,177,291.0,20.6,13.3,5.8,7.6,27.8,6.0
12197,1,12,11,12,2,0,0,0,6,0,8,71344,44,52,Passy,44,58.0,31.0,10.8,10.8,0.0,36.2,0.0
12198,9,100,74,99,35,2,1,1,28,8,66,71345,357,433,Péronne,367,659.0,14.7,12.1,7.9,6.1,19.6,4.5
12199,7,383,220,209,133,13,8,1,68,15,188,71346,1057,1269,Perrecy-les-Forges,1081,1689.0,26.8,18.3,3.4,4.8,29.3,12.6
12200,8,102,75,56,46,8,1,4,21,7,52,71347,328,384,Perreuil,332,532.0,12.6,19.2,0.0,3.6,22.2,7.1
12201,2,19,25,24,7,1,0,0,10,3,21,71348,91,117,Perrigny-sur-Loire,96,144.0,27.1,10.4,10.4,0.0,36.1,12.5
12202,0,4,9,22,6,0,0,0,1,2,7,71349,44,53,La Petite-Verrière,46,52.0,25.0,25.0,16.7,0.0,38.5,3.6
12203,16,118,100,181,51,5,3,2,46,12,99,71350,534,646,Pierreclos,547,909.0,18.0,22.1,2.7,5.5,26.6,6.9
12204,14,266,278,397,100,12,12,3,92,17,238,71351,1191,1449,Pierre-de-Bresse,1211,1978.0,30.3,16.2,1.4,1.7,38.4,11.2
12205,2,17,23,11,6,1,1,0,4,0,7,71352,65,72,Le Planois,65,95.0,28.4,14.3,4.8,0.0,50.5,5.6
12206,8,88,57,78,40,5,2,0,25,6,93,71353,309,408,Plottes,315,593.0,18.7,7.9,1.6,7.9,30.5,12.6
12207,3,79,72,104,56,10,3,0,46,15,62,71354,388,461,Poisson,399,582.0,21.3,11.3,4.8,3.0,33.0,5.3
12208,3,59,40,42,11,0,1,1,10,0,22,71355,167,191,Pontoux,169,266.0,18.4,25.5,1.8,1.8,13.5,11.2
12209,8,155,141,124,96,9,5,2,55,9,98,71356,604,723,Pouilloux,625,1005.0,11.9,18.1,1.0,5.7,19.9,9.9
12210,1,37,44,36,8,0,5,0,2,2,24,71357,135,162,Pourlans,138,200.0,21.0,11.2,5.6,2.8,29.5,7.4
12211,0,27,5,19,7,2,1,0,8,0,11,71358,69,81,Pressy-sous-Dondin,70,96.0,29.2,9.5,4.8,9.5,37.5,0.0
12212,6,134,78,101,51,4,2,1,40,11,40,71359,428,480,Préty,440,570.0,27.5,15.1,0.0,4.1,40.2,10.5
12213,21,283,202,336,95,6,5,3,109,19,164,71360,1079,1269,Prissé,1105,1937.0,18.1,21.1,2.5,7.8,22.7,9.3
12214,1,6,9,12,7,2,0,0,15,0,8,71361,52,60,Prizy,52,69.0,24.6,0.0,15.4,7.7,34.8,13.8
12215,4,29,46,34,31,1,2,2,22,8,41,71362,179,227,Pruzilly,186,298.0,10.7,20.9,10.4,8.7,23.2,8.0
12216,0,12,8,18,17,2,0,0,9,4,12,71363,70,89,Le Puley,77,86.0,20.9,11.7,6.5,6.5,20.9,18.6
12217,0,15,38,21,5,2,0,0,5,1,13,71364,87,102,La Racineuse,89,169.0,22.5,16.9,3.5,7.0,34.9,10.3
12218,0,83,59,92,34,3,0,3,18,8,98,71365,300,408,Rancy,310,529.0,25.9,23.5,0.9,3.5,34.0,12.3
12219,5,62,50,69,30,6,3,0,23,9,51,71366,257,314,Ratenelle,263,386.0,19.4,21.0,0.0,7.1,21.8,9.6
12220,3,80,80,47,25,3,4,1,28,11,34,71367,282,322,Ratte,288,379.0,28.8,16.0,4.7,3.1,29.8,8.5
12221,4,46,64,56,13,5,0,1,35,3,41,71368,227,272,Reclesne,231,315.0,21.0,11.7,7.8,5.8,33.0,5.0
12222,5,62,72,79,36,7,3,1,15,1,52,71369,281,340,Remigny,288,450.0,17.3,28.6,1.1,4.3,24.4,8.5
12223,4,136,73,137,63,4,3,1,32,8,75,71370,461,541,Rigny-sur-Arroux,466,690.0,19.4,16.1,8.1,3.6,23.0,12.2
12224,23,264,154,315,107,8,5,1,104,19,206,71371,1000,1218,La Roche-Vineuse,1012,1499.0,23.1,10.1,3.2,7.6,35.3,6.5
12225,26,188,238,362,95,15,4,1,90,18,229,71372,1037,1290,Romanèche-Thorins,1061,1950.0,18.7,17.7,3.5,6.0,23.9,6.5
12226,13,214,244,265,87,7,5,3,102,18,292,71373,958,1276,Romenay,984,1663.0,32.4,21.1,1.7,1.4,34.5,15.3
12227,4,35,17,36,32,2,0,1,8,1,29,71374,136,167,Rosey,138,164.0,18.3,0.0,3.5,21.3,33.5,10.2
12228,4,49,25,43,23,0,1,1,21,9,40,71375,176,216,Le Rousset,176,250.0,27.2,11.6,14.0,6.5,34.0,5.8
12229,4,59,43,35,36,2,2,0,12,8,56,71376,201,258,Roussillon-en-Morvan,202,267.0,30.7,10.2,10.2,3.4,41.2,16.3
12230,5,33,13,24,14,1,1,0,6,2,19,71377,99,120,Royer,101,128.0,21.1,21.6,3.6,7.2,18.8,6.3
12231,34,294,188,299,95,11,11,6,110,15,259,71378,1063,1350,Rully,1091,1580.0,18.9,15.2,0.9,8.7,25.1,7.7
12232,18,177,188,196,104,8,8,3,74,19,175,71379,795,993,Sagy,818,1249.0,24.7,22.7,1.9,3.1,33.1,8.5
12233,15,115,108,125,55,3,5,0,52,15,67,71380,493,566,Saillenard,499,763.0,22.4,14.5,0.0,5.0,35.1,8.4
12234,0,5,11,19,2,1,2,0,7,4,15,71381,51,67,Sailly,52,84.0,21.4,13.2,0.0,13.2,28.6,18.2
12235,6,123,121,94,68,3,7,2,29,10,88,71382,463,561,Saint-Agnan,473,720.0,22.8,19.4,6.1,2.6,27.9,7.1
12236,4,69,76,74,24,4,3,0,27,6,50,71383,287,344,Saint-Albain,294,515.0,13.8,21.9,3.8,2.5,19.6,13.5
12237,4,92,64,83,28,1,3,1,17,4,44,71384,297,349,Saint-Ambreuil,305,538.0,19.5,12.2,1.8,5.5,27.0,8.7
12238,3,65,67,149,27,6,3,1,41,7,62,71385,369,440,Saint-Amour-Bellevue,378,542.0,19.4,9.2,6.4,5.5,29.5,5.4
12239,0,16,17,16,5,0,0,0,0,0,24,71386,54,78,Saint-André-en-Bresse,54,110.0,17.3,22.0,0.0,0.0,36.4,19.1
12240,4,32,41,49,15,1,0,0,20,5,36,71387,167,208,Saint-André-le-Désert,172,264.0,27.3,12.1,0.0,9.8,37.5,6.8
12241,5,55,64,88,24,3,2,1,28,9,44,71388,279,334,Saint-Aubin-en-Charollais,290,489.0,13.9,14.1,7.4,5.3,19.0,8.0
12242,1,66,34,56,15,0,1,1,15,6,37,71389,195,243,Saint-Aubin-sur-Loire,206,310.0,23.2,21.0,1.6,3.2,31.0,6.9
12243,13,169,147,172,73,2,3,1,64,13,116,71390,657,795,Saint-Berain-sous-Sanvignes,679,1068.0,21.3,16.2,7.5,2.9,24.9,9.8
12244,5,82,75,57,58,6,1,1,19,7,60,71391,311,377,Saint-Bérain-sur-Dheune,317,564.0,17.9,11.6,0.0,5.7,23.2,11.7
12245,13,100,64,71,32,9,5,2,28,4,55,71392,328,392,Saint-Boil,337,476.0,20.0,22.6,6.5,4.3,22.7,7.5
12246,8,72,62,92,25,3,3,1,44,10,46,71393,320,372,Saint-Bonnet-de-Cray,326,472.0,16.1,20.5,0.0,8.1,28.0,8.8
12247,6,119,121,198,27,5,10,0,67,18,147,71394,571,738,Saint-Bonnet-de-Joux,591,760.0,34.3,12.0,6.0,2.4,39.5,7.1
12248,3,29,16,40,20,0,0,0,22,0,25,71395,130,159,Saint-Bonnet-de-Vieille-Vigne,134,199.0,23.1,15.6,6.5,13.0,19.6,5.7
12249,3,68,64,69,36,2,2,0,11,3,91,71396,258,351,Saint-Bonnet-en-Bresse,260,475.0,29.7,23.8,5.0,0.0,33.7,16.5
12250,2,39,43,47,14,1,0,1,19,2,18,71397,168,193,Sainte-Cécile,175,287.0,17.1,8.8,0.0,4.4,31.0,9.2
12251,7,154,192,131,63,10,4,0,48,10,151,71398,619,783,Saint-Christophe-en-Bresse,632,1070.0,12.3,21.0,0.6,3.6,16.3,6.5
12252,3,82,49,133,19,0,2,1,64,5,81,71399,358,449,Saint-Christophe-en-Brionnais,368,518.0,28.8,6.2,4.5,5.4,33.0,6.1
12253,9,35,15,32,13,0,1,0,10,5,19,71400,120,140,Saint-Clément-sur-Guye,121,135.0,21.5,3.5,7.1,7.1,35.6,7.0
12254,7,55,105,111,25,4,6,1,47,8,97,71401,369,476,Sainte-Croix,379,623.0,21.5,23.8,2.4,2.4,26.0,8.6
12255,9,133,107,116,42,8,3,0,40,9,58,71402,467,536,Saint-Cyr,478,755.0,13.4,14.3,1.7,5.4,24.1,9.0
12256,1,35,54,55,19,2,0,1,22,5,34,71403,194,235,Saint-Denis-de-Vaux,201,286.0,13.6,9.0,10.9,10.9,12.6,2.5
12257,6,128,127,166,68,7,1,0,66,17,104,71404,586,704,Saint-Désert,600,903.0,20.6,14.2,2.1,7.4,21.2,9.1
12258,1,25,40,32,3,0,1,0,15,0,27,71405,117,146,Saint-Didier-en-Bresse,119,152.0,16.4,26.1,6.7,3.4,23.0,10.5
12259,2,30,12,41,9,0,0,0,14,4,10,71406,112,125,Saint-Didier-en-Brionnais,115,158.0,31.0,8.9,5.9,0.0,39.2,6.1
12260,7,36,31,52,18,1,0,0,22,4,28,71407,171,204,Saint-Didier-sur-Arroux,176,241.0,26.6,7.7,15.4,1.9,21.6,11.4
12261,5,72,57,58,19,1,4,0,37,7,38,71408,260,307,Saint-Edmond,269,367.0,15.3,12.9,8.6,7.1,19.6,9.6
12262,6,34,64,46,19,5,0,0,22,2,57,71409,198,258,Saint-Emiland,201,335.0,19.7,23.1,5.5,3.7,23.3,11.1
12263,8,140,131,99,62,5,2,2,31,7,99,71410,487,592,Saint-Etienne-en-Bresse,493,819.0,14.7,22.4,0.6,3.1,18.1,10.2
12264,9,17,13,44,15,1,4,0,13,3,27,71411,119,150,Saint-Eugène,123,148.0,10.1,20.6,11.8,2.9,21.6,14.3
12265,7,228,148,194,81,8,4,2,79,20,111,71412,771,895,Saint-Eusèbe,784,1141.0,16.4,11.0,1.3,7.9,25.6,8.0
12266,9,146,107,137,85,5,2,1,47,12,112,71413,551,676,Saint-Firmin,564,833.0,19.0,14.4,0.0,5.8,24.0,9.9
12267,6,110,61,67,27,7,4,1,28,3,49,71414,314,375,Saint-Forgeot,326,491.0,23.0,22.1,2.4,6.1,27.5,10.1
12268,2,22,15,23,7,1,0,1,9,5,24,71415,85,114,Sainte-Foy,90,120.0,21.7,20.8,4.2,0.0,36.7,13.5
12269,14,113,73,103,49,6,0,2,42,7,78,71416,409,493,Saint-Gengoux-de-Scissé,415,602.0,23.3,12.9,4.8,8.8,29.2,7.1
12270,12,188,136,167,72,11,6,1,50,10,134,71417,653,802,Saint-Gengoux-le-National,668,1041.0,33.9,12.9,1.7,5.6,36.1,12.8
12271,18,339,251,329,88,14,10,2,99,27,230,71419,1177,1434,Saint-Germain-du-Bois,1204,1931.0,36.1,15.7,1.4,3.1,43.0,8.3
12272,8,370,328,373,106,20,5,3,132,29,215,71420,1374,1626,Saint-Germain-du-Plain,1411,2205.0,19.5,19.5,0.2,5.4,26.1,7.3
12273,3,20,23,40,2,0,1,0,22,4,38,71421,115,156,Saint-Germain-en-Brionnais,118,197.0,18.3,13.3,8.0,10.7,28.9,5.6
12274,3,48,31,46,21,5,1,1,20,4,24,71422,180,209,Saint-Germain-lès-Buxy,185,291.0,8.6,17.8,0.0,7.9,17.2,6.3
12275,5,52,55,86,12,5,4,1,28,3,57,71423,251,314,Saint-Gervais-en-Vallière,257,441.0,17.7,23.3,2.9,4.3,20.6,10.2
12276,5,21,43,56,17,3,1,0,12,1,27,71424,159,188,Saint-Gervais-sur-Couches,161,206.0,19.9,9.5,12.7,0.0,32.0,9.8
12277,4,48,60,39,15,2,1,1,20,6,52,71425,196,253,Saint-Gilles,201,276.0,22.1,15.6,1.6,1.6,26.1,9.4
12278,4,87,68,50,29,1,2,0,26,5,45,71426,272,328,Sainte-Hélène,283,479.0,18.6,9.7,0.0,7.4,25.9,8.9
12279,1,7,7,11,5,2,0,0,9,1,8,71427,43,54,Saint-Huruge,46,57.0,50.9,0.0,8.3,8.3,56.1,7.1
12280,7,120,79,98,41,9,0,3,46,14,72,71428,417,498,Saint-Igny-de-Roche,426,744.0,15.3,20.2,1.8,0.9,19.2,12.2
12281,4,73,50,57,24,1,1,1,23,3,40,71430,237,284,Saint-Jean-de-Vaux,244,408.0,15.0,16.2,0.0,6.3,19.9,4.5
12282,1,58,48,47,18,2,1,1,19,1,36,71431,196,236,Saint-Jean-de-Trézy,200,348.0,16.7,21.7,2.9,4.3,19.5,7.7
12283,14,69,77,126,24,8,4,0,48,14,69,71433,384,458,Saint-Julien-de-Civry,389,497.0,23.9,10.8,4.6,8.0,25.4,5.8
12284,8,64,20,65,34,2,1,1,25,11,41,71434,231,277,Saint-Julien-de-Jonzy,236,296.0,21.6,13.1,6.5,11.4,22.6,15.1
12285,0,43,41,36,17,1,1,0,14,3,37,71435,156,194,Saint-Julien-sur-Dheune,157,246.0,17.1,17.9,2.5,2.5,20.7,8.5
12286,7,252,137,124,88,10,4,5,47,15,102,71436,689,809,Saint-Laurent-d'Andenay,707,1053.0,17.3,13.6,0.6,6.1,19.5,9.6
12287,3,54,66,84,16,2,1,0,44,10,51,71437,280,335,Saint-Laurent-en-Brionnais,284,343.0,23.3,29.5,4.8,0.0,35.9,7.0
12288,2,89,113,96,28,2,0,0,29,6,90,71438,365,463,Saint-Léger-du-Bois,373,549.0,23.9,15.8,3.3,3.3,22.4,9.3
12289,8,112,84,126,47,5,4,0,49,5,59,71439,440,514,Saint-Léger-lès-Paray,455,679.0,14.9,11.3,3.0,8.3,25.6,4.5
12290,6,81,66,55,41,5,2,0,13,3,59,71440,272,338,Saint-Léger-sous-Beuvray,279,403.0,27.0,7.4,2.5,2.5,33.7,8.5
12291,11,26,38,66,14,2,1,0,16,1,48,71441,175,227,Saint-Léger-sous-la-Bussière,179,245.0,20.4,21.3,7.7,3.9,27.8,6.0
12292,10,227,230,249,104,13,4,2,86,15,189,71442,940,1152,Saint-Léger-sur-Dheune,963,1570.0,20.6,21.4,0.6,3.8,25.0,9.7
12293,22,249,161,279,74,13,3,3,118,23,139,71443,945,1106,Saint-Loup-Géanges,967,1614.0,14.4,14.7,3.7,10.2,15.4,8.0
12294,8,193,194,166,70,8,5,4,53,16,99,71444,717,831,Saint-Loup-de-Varennes,732,1125.0,13.6,15.8,0.0,6.0,18.0,7.4
12295,52,1074,770,784,376,33,22,6,277,59,730,71445,3453,4248,Saint-Marcel,3518,5962.0,19.1,18.7,0.2,4.9,22.1,10.3
12296,1,43,16,30,19,3,0,0,14,2,26,71446,128,157,Saint-Marcelin-de-Cray,131,185.0,27.0,10.7,0.0,14.3,32.4,11.0
12297,8,29,40,51,18,0,0,0,28,7,42,71447,181,226,Saint-Mard-de-Vaux,184,280.0,16.1,12.3,1.8,10.5,20.0,7.1
12298,16,193,145,229,77,9,3,2,89,15,136,71448,778,937,Saint-Martin-Belle-Roche,801,1336.0,21.9,16.7,0.0,6.1,24.6,9.0
12299,3,23,7,13,6,0,0,0,12,3,8,71449,67,75,Saint-Martin-d'Auxy,67,95.0,10.5,0.0,5.9,17.6,16.8,6.4
12300,0,12,15,23,9,0,1,0,18,1,17,71450,79,97,Saint-Martin-de-Commune,80,123.0,17.9,14.1,4.7,0.0,22.8,6.7
12301,0,24,16,20,4,3,0,0,2,5,14,71451,74,89,Saint-Martin-de-Lixy,75,88.0,19.3,40.0,0.0,0.0,22.7,14.3
12302,2,28,17,14,6,3,0,0,8,2,16,71452,80,97,Saint-Martin-de-Salencey,81,111.0,20.7,4.2,12.5,0.0,41.4,12.0
12303,3,33,28,61,23,0,1,1,29,2,39,71453,181,224,Saint-Martin-du-Lac,185,250.0,21.6,7.4,7.4,0.0,25.6,8.0
12304,3,33,19,25,11,2,1,0,14,4,21,71454,112,137,Saint-Martin-du-Mont,116,223.0,21.1,23.8,0.0,0.0,23.8,13.7
12305,0,25,18,37,22,0,0,2,20,2,33,71455,126,160,Saint-Martin-du-Tartre,127,149.0,22.1,14.8,14.8,3.1,30.9,8.7
12306,17,343,282,243,122,17,11,5,109,29,254,71456,1178,1459,Saint-Martin-en-Bresse,1205,1919.0,17.4,20.4,1.6,1.9,23.7,8.3
12307,0,19,20,28,4,2,0,0,5,1,27,71457,79,106,Saint-Martin-en-Gâtinois,79,117.0,30.8,25.0,10.4,10.4,20.5,7.8
12308,3,12,16,6,4,0,1,0,5,2,12,71458,49,61,Saint-Martin-la-Patrouille,49,63.0,19.0,15.4,0.0,0.0,38.1,8.8
12309,1,66,42,79,22,6,1,0,28,6,44,71459,251,302,Saint-Martin-sous-Montaigu,258,368.0,20.4,4.1,4.1,15.1,20.7,5.3
12310,5,68,44,67,25,3,0,1,24,7,60,71460,244,310,Saint-Maurice-de-Satonnay,250,456.0,21.3,8.9,3.8,6.5,19.1,4.9
12311,4,17,8,11,6,0,0,0,7,1,15,71461,54,70,Saint-Maurice-des-Champs,55,62.0,11.3,32.6,21.7,0.0,0.0,11.4
12312,6,84,86,79,35,6,5,1,12,1,72,71462,315,397,Saint-Maurice-en-Rivière,325,576.0,15.6,17.4,0.9,2.6,23.6,9.1
12313,5,93,65,101,27,3,4,1,41,10,60,71463,350,423,Saint-Maurice-lès-Châteauneuf,363,584.0,29.1,16.6,2.6,2.6,31.3,10.3
12314,2,21,39,34,11,3,2,0,10,1,26,71464,123,153,Saint-Maurice-lès-Couches,127,172.0,21.5,19.7,10.2,0.0,29.1,13.8
12315,3,31,42,55,17,2,1,0,24,4,24,71465,179,207,Saint-Micaud,183,270.0,16.3,21.2,7.7,1.9,19.3,8.0
12316,3,18,21,18,3,2,0,0,3,3,13,71466,71,87,Saint-Nizier-sur-Arroux,74,128.0,16.4,7.4,22.2,3.7,28.1,2.0
12317,8,189,136,132,55,7,7,2,46,19,79,71468,601,692,Saint-Pierre-de-Varennes,613,840.0,14.4,12.3,4.1,5.3,21.0,9.9
12318,10,54,52,81,23,3,2,2,36,6,48,71469,269,320,Saint-Pierre-le-Vieux,272,343.0,21.9,25.9,11.5,0.0,15.2,10.4
12319,6,59,34,60,32,3,1,1,39,1,46,71470,236,286,Saint-Point,240,327.0,19.3,12.2,3.4,8.5,31.2,4.9
12320,1,10,13,8,10,0,1,0,6,1,19,71471,50,74,Saint-Privé,55,67.0,22.4,6.2,6.2,0.0,29.9,16.2
12321,9,54,26,37,7,4,1,0,24,1,26,71472,163,194,Saint-Prix,168,212.0,29.7,8.9,14.9,3.0,27.8,10.7
12322,4,18,26,34,12,0,0,0,24,3,35,71473,121,162,Saint-Racho,127,177.0,32.2,3.3,0.0,0.0,54.8,4.8
12323,2,24,37,24,15,1,0,0,14,3,29,71474,120,156,Sainte-Radegonde,127,175.0,25.1,17.3,17.3,2.6,29.1,6.8
12324,67,1191,702,928,423,52,19,11,328,72,883,71475,3793,4771,Saint-Rémy,3888,6565.0,20.8,12.4,0.2,6.5,26.2,9.8
12325,3,90,51,101,46,9,2,0,35,8,58,71477,345,417,Saint-Romain-sous-Gourdon,359,473.0,14.2,10.4,6.2,7.3,21.1,10.3
12326,0,6,15,23,8,2,0,0,7,1,16,71478,62,79,Saint-Romain-sous-Versigny,63,94.0,20.2,17.9,65.7,0.0,0.0,4.5
12327,18,461,232,189,171,17,7,5,91,28,242,71479,1219,1487,Saint-Sernin-du-Bois,1245,1864.0,16.9,14.7,0.0,4.0,27.7,9.9
12328,16,115,81,112,29,6,4,1,30,9,84,71480,403,500,Saint-Sernin-du-Plain,416,597.0,27.5,18.8,8.0,2.0,29.8,8.2
12329,4,150,169,189,59,7,0,1,41,12,135,71481,632,778,Saint-Symphorien-d'Ancelles,643,1119.0,13.7,20.4,0.6,6.4,16.5,8.2
12330,3,153,146,127,55,8,4,0,44,7,88,71482,547,647,Saint-Symphorien-de-Marmagne,559,847.0,18.5,18.0,6.2,2.1,24.3,8.6
12331,4,56,75,81,17,7,5,2,41,8,51,71483,296,356,Saint-Symphorien-des-Bois,305,433.0,19.2,25.7,7.0,1.5,20.3,4.4
12332,17,211,189,190,72,11,5,1,50,12,150,71484,758,928,Saint-Usuge,778,1282.0,24.8,21.7,1.8,1.8,32.1,11.7
12333,5,45,21,51,25,4,2,0,25,5,29,71485,183,224,Saint-Vallerin,195,271.0,18.8,12.4,7.5,10.0,16.6,4.6
12334,81,1743,1121,1117,779,81,41,12,323,94,1500,71486,5392,7009,Saint-Vallier,5509,8824.0,25.6,13.9,0.2,3.7,32.3,13.4
12335,0,30,37,41,12,1,0,0,8,3,40,71487,132,172,Saint-Vérand,132,178.0,18.0,16.0,18.7,5.3,18.0,5.4
12336,4,30,2,20,7,0,0,1,10,2,6,71488,76,86,Saint-Vincent-des-Prés,80,114.0,27.2,9.8,4.9,9.8,27.2,7.7
12337,2,68,87,89,36,6,1,1,32,8,55,71489,330,395,Saint-Vincent-en-Bresse,340,544.0,16.4,20.1,9.6,1.2,17.8,8.8
12338,16,162,108,203,53,2,2,1,90,13,94,71490,650,756,Saint-Vincent-Bragny,662,1024.0,12.7,16.6,5.0,3.5,23.1,6.0
12339,14,182,160,238,68,8,7,3,70,27,173,71491,777,974,Saint-Yan,801,1147.0,25.2,20.7,0.4,4.5,25.5,6.9
12340,1,23,23,14,23,3,2,1,9,0,19,71492,99,120,Saint-Ythaire,101,125.0,33.6,13.0,0.0,0.0,52.0,10.4
12341,6,55,49,41,21,4,1,0,15,7,68,71493,199,270,Saisy,202,324.0,19.8,15.4,5.5,4.0,27.2,10.7
12342,5,81,75,77,43,6,7,3,27,4,54,71494,328,390,La Salle,336,562.0,18.1,19.5,0.0,5.3,27.2,8.7
12343,8,149,77,132,61,8,1,0,42,9,82,71495,487,581,Salornay-sur-Guye,499,841.0,30.6,11.9,0.0,4.5,33.3,8.2
12344,2,24,22,25,15,3,0,1,15,4,15,71496,111,126,Sampigny-lès-Maranges,111,169.0,16.0,12.6,6.3,3.1,17.2,7.1
12345,28,354,217,384,104,18,5,6,153,23,181,71497,1292,1504,Sancé,1323,1868.0,16.8,9.0,0.5,8.4,22.4,6.5
12346,1,23,20,38,8,1,0,0,15,1,12,71498,107,119,Santilly,107,143.0,28.0,16.9,3.4,3.4,44.1,14.5
12347,22,837,585,519,291,50,22,5,142,46,801,71499,2519,3387,Sanvignes-les-Mines,2586,4459.0,24.3,17.5,1.1,3.0,28.1,13.2
12348,4,13,28,47,5,1,0,1,9,0,12,71500,108,121,Sarry,109,124.0,25.8,8.3,8.3,0.0,41.9,13.0
12349,7,34,17,23,18,1,2,0,8,3,13,71501,113,127,Sassangy,114,161.0,13.0,7.3,3.6,11.7,29.2,4.8
12350,3,329,238,253,79,15,6,0,79,29,161,71502,1031,1215,Sassenay,1054,1577.0,17.4,14.0,0.0,8.0,25.5,9.1
12351,2,19,11,28,16,1,0,0,9,0,21,71503,86,111,Saules,90,124.0,21.8,9.3,8.3,4.6,28.2,6.5
12352,3,15,11,29,1,0,0,0,4,1,17,71504,64,82,Saunières,65,84.0,34.5,23.0,23.0,0.0,36.9,2.5
12353,0,15,9,36,4,1,1,1,7,3,11,71505,77,88,Savianges,77,78.0,29.5,7.5,0.0,7.5,26.9,28.9
12354,14,138,157,194,75,22,5,2,68,18,142,71506,693,854,Savigny-en-Revermont,712,1173.0,19.4,21.9,2.1,7.9,19.8,11.2
12355,4,30,21,40,22,2,1,0,12,2,24,71507,134,158,Savigny-sur-Grosne,134,177.0,23.7,5.7,0.0,2.8,31.6,11.0
12356,1,77,56,36,51,3,2,1,14,7,48,71508,248,299,Savigny-sur-Seille,251,434.0,22.4,24.8,4.0,4.0,26.7,14.5
12357,3,88,93,68,36,3,3,0,17,10,69,71509,321,399,La Celle-en-Morvan,330,484.0,18.0,20.6,3.1,4.1,20.7,6.7
12358,5,116,45,126,46,5,3,1,44,8,72,71510,399,478,Semur-en-Brionnais,406,653.0,36.0,6.8,3.4,2.0,44.7,10.6
12359,22,402,408,479,184,22,8,4,129,32,345,71512,1690,2060,Sennecey-le-Grand,1715,3132.0,22.8,18.7,0.2,5.5,22.3,13.9
12360,7,176,192,159,70,6,3,1,59,16,144,71513,689,849,Senozan,705,1116.0,18.6,20.5,0.0,9.7,23.2,7.9
12361,0,62,65,55,30,1,0,1,15,6,27,71514,235,263,Sens-sur-Seille,236,382.0,20.2,17.3,1.2,1.2,33.0,5.5
12362,4,19,18,22,7,2,1,0,6,3,11,71515,82,96,Sercy,85,99.0,28.3,0.0,0.0,0.0,47.5,6.7
12363,6,88,108,82,20,1,3,0,15,7,67,71516,330,402,Serley,335,592.0,22.6,23.5,5.2,2.1,28.9,7.3
12364,0,34,38,51,13,0,0,1,7,5,35,71517,149,188,Sermesse,153,256.0,21.1,25.6,2.9,4.7,18.0,6.6
12365,7,53,28,68,21,1,1,1,17,6,44,71518,203,251,Serrières,207,284.0,16.5,14.4,5.4,5.4,28.5,5.6
12366,1,17,37,28,4,1,0,0,5,2,34,71519,95,129,Serrigny-en-Bresse,95,194.0,15.5,31.0,0.0,10.3,25.8,14.3
12367,9,224,123,129,58,16,13,2,60,10,89,71520,644,746,Sevrey,657,1385.0,14.3,22.9,2.4,2.6,18.6,5.9
12368,0,23,18,21,4,1,2,0,4,0,11,71521,73,84,Sigy-le-Châtel,73,85.0,40.0,4.9,0.0,0.0,69.4,9.7
12369,11,221,218,229,104,16,9,0,104,17,220,71522,929,1170,Simandre,950,1674.0,18.8,23.4,1.8,3.6,26.5,10.0
12370,4,163,163,160,69,7,7,0,48,15,117,71523,636,767,Simard,650,1217.0,17.2,25.2,2.4,2.8,22.7,11.0
12371,2,30,12,27,19,0,0,0,15,4,35,71524,109,148,Sivignon,113,166.0,31.3,7.2,0.0,7.2,41.6,7.4
12372,15,95,44,92,53,3,2,2,42,8,60,71525,356,425,Sologny,365,576.0,12.8,15.0,3.5,11.5,15.6,7.1
12373,6,46,41,123,19,3,0,0,40,9,38,71526,287,333,Solutré-Pouilly,295,354.0,17.5,11.0,15.7,12.3,18.6,4.0
12374,8,37,42,23,15,2,1,0,15,3,24,71527,146,174,Sommant,150,211.0,16.1,9.5,2.4,2.4,17.1,12.3
12375,18,371,242,399,108,16,12,1,90,23,310,71528,1280,1623,Sornay,1313,2016.0,23.3,20.7,2.4,3.6,30.1,9.0
12376,8,55,34,49,21,2,1,3,39,7,55,71529,219,278,Suin,223,286.0,25.5,15.4,9.3,3.1,32.5,11.4
12377,7,78,100,105,24,6,6,3,45,10,98,71530,384,485,Sully,387,521.0,21.1,15.1,3.6,9.7,28.6,9.7
12378,4,40,45,47,18,2,2,0,19,3,36,71531,180,220,La Tagnière,184,241.0,16.2,15.8,7.9,15.3,22.4,15.0
12379,2,24,7,12,6,0,0,0,20,0,14,71532,71,85,Taizé,71,178.0,19.7,3.4,9.5,0.0,6.2,15.4
12380,1,83,79,100,28,8,2,3,51,8,71,71533,363,458,Tancon,387,565.0,19.1,26.1,2.7,2.7,26.0,9.2
12381,2,18,9,19,8,2,2,0,8,1,15,71534,69,85,Le Tartre,70,125.0,21.6,34.9,0.0,4.7,25.6,16.4
12382,2,92,82,110,26,7,3,0,41,8,51,71535,371,431,Tavernay,380,488.0,23.4,11.2,3.1,8.2,31.1,6.9
