CodCirLg,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,codeDepartement,code_dep_min,code_dep,votes,entete,id_circo,elu_T1
02,68858,38421,30437,2891,1000,26546,018,18,18,"[{""NomPsn"":""SANSU"",""PrenomPsn"":""Nicolas"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""9"",""NbVoix"":14433,""score"":54.4},{""NomPsn"":""POLY"",""PrenomPsn"":""Christine"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""1"",""NbVoix"":12113,""score"":45.6}]",NUP,18002,0
03,84503,43839,40664,2667,795,37202,018,18,18,"[{""NomPsn"":""KERVRAN"",""PrenomPsn"":""Lo\u00efc"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""8"",""NbVoix"":19843,""score"":53.3},{""NomPsn"":""DE LA TOCNAYE"",""PrenomPsn"":""Thibaut"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""1"",""NbVoix"":17359,""score"":46.7}]",ENS,18003,0
01,92424,39658,52766,2815,1953,47998,019,19,19,"[{""NomPsn"":""DUBOIS"",""PrenomPsn"":""Francis"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""7"",""NbVoix"":25825,""score"":53.8},{""NomPsn"":""DEVEAUD"",""PrenomPsn"":""Sandrine"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":22173,""score"":46.2}]",LR,19001,0
02,93152,44631,48521,2536,1671,44314,019,19,19,"[{""NomPsn"":""MEUNIER"",""PrenomPsn"":""Fr\u00e9d\u00e9rique"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""5"",""NbVoix"":25881,""score"":58.4},{""NomPsn"":""HERZHAFT"",""PrenomPsn"":""Chlo\u00e9"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""9"",""NbVoix"":18433,""score"":41.6}]",LR,19002,0
04,68400,33383,35017,2472,754,31791,021,21,21,"[{""NomPsn"":""BRIGAND"",""PrenomPsn"":""Hubert"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""7"",""NbVoix"":19291,""score"":60.7},{""NomPsn"":""PONELLE"",""PrenomPsn"":""Jean-Marc"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""1"",""NbVoix"":12500,""score"":39.3}]",LR,21004,0
05,85691,44903,40788,3039,818,36931,021,21,21,"[{""NomPsn"":""PARIS"",""PrenomPsn"":""Didier"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""8"",""NbVoix"":20031,""score"":54.2},{""NomPsn"":""LIORET"",""PrenomPsn"":""Ren\u00e9"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""1"",""NbVoix"":16900,""score"":45.8}]",ENS,21005,0
01,91927,42161,49766,1750,823,47193,022,22,22,"[{""NomPsn"":""COSSON"",""PrenomPsn"":""Micka\u00ebl"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":24865,""score"":52.7},{""NomPsn"":""GORGIARD"",""PrenomPsn"":""Marion"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""9"",""NbVoix"":22328,""score"":47.3}]",ENS,22001,0
02,103429,46512,56917,2828,1414,52675,022,22,22,"[{""NomPsn"":""BERVILLE"",""PrenomPsn"":""Herv\u00e9"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":29411,""score"":55.8},{""NomPsn"":""RICARD"",""PrenomPsn"":""Bruno"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""12"",""NbVoix"":23264,""score"":44.2}]",ENS,22002,0
03,88979,40656,48323,1344,713,46266,022,22,22,"[{""NomPsn"":""LE FUR"",""PrenomPsn"":""Marc"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""7"",""NbVoix"":30012,""score"":64.9},{""NomPsn"":""RAVARD"",""PrenomPsn"":""Antoine"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":16254,""score"":35.1}]",LR,22003,0
04,81129,36841,44288,2280,1353,40655,022,22,22,"[{""NomPsn"":""LEPVRAUD"",""PrenomPsn"":""Murielle"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""2"",""NbVoix"":21716,""score"":53.4},{""NomPsn"":""KERLOGOT"",""PrenomPsn"":""Yannick"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""12"",""NbVoix"":18939,""score"":46.6}]",NUP,22004,0
05,107732,47133,60599,2952,1454,56193,022,22,22,"[{""NomPsn"":""BOTHOREL"",""PrenomPsn"":""Eric"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""14"",""NbVoix"":29496,""score"":52.5},{""NomPsn"":""TROADEC"",""PrenomPsn"":""Marie-Am\u00e9lie"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""8"",""NbVoix"":26697,""score"":47.5}]",ENS,22005,0
01,91031,43089,47942,3332,2326,42284,023,23,23,"[{""NomPsn"":""COUTURIER"",""PrenomPsn"":""Catherine"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":21752,""score"":51.4},{""NomPsn"":""MOREAU"",""PrenomPsn"":""Jean-Baptiste"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""7"",""NbVoix"":20532,""score"":48.6}]",NUP,23001,0
01,77823,37874,39949,2671,1859,35419,024,24,24,"[{""NomPsn"":""MARTIN"",""PrenomPsn"":""Pascale"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""8"",""NbVoix"":18366,""score"":51.9},{""NomPsn"":""CHASSAING"",""PrenomPsn"":""Philippe"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""7"",""NbVoix"":17053,""score"":48.1}]",NUP,24001,0
02,84297,41662,42635,3502,1681,37452,024,24,24,"[{""NomPsn"":""MULLER"",""PrenomPsn"":""Serge"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""3"",""NbVoix"":18891,""score"":50.4},{""NomPsn"":""DELPON"",""PrenomPsn"":""Michel"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""2"",""NbVoix"":18561,""score"":49.6}]",RN,24002,0
03,67369,26643,40726,970,646,39110,024,24,24,"[{""NomPsn"":""CUBERTAFON"",""PrenomPsn"":""Jean-Pierre"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""10"",""NbVoix"":14284,""score"":36.5},{""NomPsn"":""GIRARDEAU"",""PrenomPsn"":""Cyril"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""3"",""NbVoix"":13335,""score"":34.1},{""NomPsn"":""JOUBERT"",""PrenomPsn"":""Florence"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""7"",""NbVoix"":11491,""score"":29.4}]",ENS,24003,0
04,89793,40718,49075,3248,2124,43703,024,24,24,"[{""NomPsn"":""PEYTAVIE"",""PrenomPsn"":""S\u00e9bastien"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""2"",""NbVoix"":24262,""score"":55.5},{""NomPsn"":""DUBOIS"",""PrenomPsn"":""Jacqueline"",""CivilitePsn"":""Mme"",""CodNua"":""DVC"",""LibNua"":""Divers centre"",""NumPanneauCand"":""6"",""NbVoix"":19441,""score"":44.5}]",NUP,24004,0
01,76211,39382,36829,2229,937,33663,025,25,25,"[{""NomPsn"":""CROIZIER"",""PrenomPsn"":""Laurent"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""6"",""NbVoix"":17465,""score"":51.9},{""NomPsn"":""VEZIES"",""PrenomPsn"":""S\u00e9verine"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""8"",""NbVoix"":16198,""score"":48.1}]",ENS,25001,0
02,79175,38775,40400,2455,1093,36852,025,25,25,"[{""NomPsn"":""ALAUZET"",""PrenomPsn"":""Eric"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":19258,""score"":52.3},{""NomPsn"":""RAVACLEY"",""PrenomPsn"":""St\u00e9phane"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""2"",""NbVoix"":17594,""score"":47.7}]",ENS,25002,0
03,64514,34752,29762,2010,695,27057,025,25,25,"[{""NomPsn"":""PACQUOT"",""PrenomPsn"":""Nicolas"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":13754,""score"":50.8},{""NomPsn"":""FRITSCH"",""PrenomPsn"":""Nathalie"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""9"",""NbVoix"":13303,""score"":49.2}]",ENS,25003,0
04,65553,37331,28222,1456,572,26194,025,25,25,"[{""NomPsn"":""GRANGIER"",""PrenomPsn"":""G\u00e9raldine"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""3"",""NbVoix"":13357,""score"":51.0},{""NomPsn"":""BARBIER"",""PrenomPsn"":""Fr\u00e9d\u00e9ric"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":12837,""score"":49.0}]",RN,25004,0
05,84722,49620,35102,2594,1035,31473,025,25,25,"[{""NomPsn"":""GENEVARD"",""PrenomPsn"":""Annie"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""1"",""NbVoix"":22678,""score"":72.1},{""NomPsn"":""ALPY"",""PrenomPsn"":""Philippe"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""4"",""NbVoix"":8795,""score"":27.9}]",LR,25005,0
01,77957,42332,35625,2028,944,32653,026,26,26,"[{""NomPsn"":""CLAPOT"",""PrenomPsn"":""Mireille"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":17769,""score"":54.4},{""NomPsn"":""CHKERI"",""PrenomPsn"":""Karim"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""3"",""NbVoix"":14884,""score"":45.6}]",ENS,26001,0
02,95930,52090,43840,4577,1508,37755,026,26,26,"[{""NomPsn"":""POLLET"",""PrenomPsn"":""Lisette"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""1"",""NbVoix"":21566,""score"":57.1},{""NomPsn"":""REYNAUD"",""PrenomPsn"":""Gilles"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":16189,""score"":42.9}]",RN,26002,0
03,110921,48889,62032,3727,1552,56753,026,26,26,"[{""NomPsn"":""POCHON"",""PrenomPsn"":""Marie"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""9"",""NbVoix"":29635,""score"":52.2},{""NomPsn"":""DE LAVERGNE"",""PrenomPsn"":""C\u00e9lia"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":27118,""score"":47.8}]",NUP,26003,0
01,86792,47035,39757,2304,761,36692,027,27,27,"[{""NomPsn"":""LOIR"",""PrenomPsn"":""Christine"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""2"",""NbVoix"":18575,""score"":50.6},{""NomPsn"":""GIPSON"",""PrenomPsn"":""S\u00e9verine"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""10"",""NbVoix"":18117,""score"":49.4}]",RN,27001,0
02,79055,40594,38461,2492,764,35205,027,27,27,"[{""NomPsn"":""LEVAVASSEUR"",""PrenomPsn"":""Katiana"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""1"",""NbVoix"":17990,""score"":51.1},{""NomPsn"":""GOUTTEFARDE"",""PrenomPsn"":""Fabien"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""5"",""NbVoix"":17215,""score"":48.9}]",RN,27002,0
03,85740,43175,42565,2586,829,39150,027,27,27,"[{""NomPsn"":""MAUVIEUX"",""PrenomPsn"":""K\u00e9vin"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""9"",""NbVoix"":21161,""score"":54.1},{""NomPsn"":""TAMARELLE-VERHAEGHE"",""PrenomPsn"":""Marie"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":17989,""score"":45.9}]",RN,27003,0
04,92593,48468,44125,3825,1000,39300,027,27,27,"[{""NomPsn"":""BRUN"",""PrenomPsn"":""Philippe"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""7"",""NbVoix"":19824,""score"":50.4},{""NomPsn"":""SAULI\u00c8RE"",""PrenomPsn"":""Chrystelle"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""10"",""NbVoix"":19476,""score"":49.6}]",NUP,27004,0
05,89576,47324,42252,2764,669,38819,027,27,27,"[{""NomPsn"":""HOUSSIN"",""PrenomPsn"":""Timoth\u00e9e"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""5"",""NbVoix"":19654,""score"":50.6},{""NomPsn"":""OUZILLEAU"",""PrenomPsn"":""Fran\u00e7ois"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""10"",""NbVoix"":19165,""score"":49.4}]",RN,27005,0
02,75046,44202,30844,1519,514,28811,028,28,28,"[{""NomPsn"":""MARLEIX"",""PrenomPsn"":""Olivier"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""1"",""NbVoix"":17957,""score"":62.3},{""NomPsn"":""NIKOLIC"",""PrenomPsn"":""Aleksandar"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""12"",""NbVoix"":10854,""score"":37.7}]",LR,28002,0
04,67237,35810,31427,1539,515,29373,028,28,28,"[{""NomPsn"":""VIGIER"",""PrenomPsn"":""Philippe"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":17674,""score"":60.2},{""NomPsn"":""DE OLIVEIRA"",""PrenomPsn"":""Virginia"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""4"",""NbVoix"":11699,""score"":39.8}]",ENS,28004,0
04,84023,39416,44607,1797,769,42041,029,29,29,"[{""NomPsn"":""LE FEUR"",""PrenomPsn"":""Sandrine"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""9"",""NbVoix"":22872,""score"":54.4},{""NomPsn"":""VULPIANI"",""PrenomPsn"":""Sylvaine"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""2"",""NbVoix"":19169,""score"":45.6}]",ENS,29004,0
01,52261,27506,24755,957,590,23208,02A,2A,2A,"[{""NomPsn"":""MARCANGELI"",""PrenomPsn"":""Laurent"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""7"",""NbVoix"":12013,""score"":51.8},{""NomPsn"":""COLONNA"",""PrenomPsn"":""Romain"",""CivilitePsn"":""M."",""CodNua"":""REG"",""LibNua"":""R\u00e9gionaliste"",""NumPanneauCand"":""9"",""NbVoix"":11195,""score"":48.2}]",ENS,2A001,0
02,61834,34461,27373,1043,732,25598,02A,2A,2A,"[{""NomPsn"":""COLOMBANI"",""PrenomPsn"":""Paul-Andr\u00e9"",""CivilitePsn"":""M."",""CodNua"":""REG"",""LibNua"":""R\u00e9gionaliste"",""NumPanneauCand"":""4"",""NbVoix"":14746,""score"":57.6},{""NomPsn"":""BOZZI"",""PrenomPsn"":""Val\u00e9rie"",""CivilitePsn"":""Mme"",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""10"",""NbVoix"":10852,""score"":42.4}]",REG,2A002,0
01,61510,37895,23615,1142,694,21779,02B,2B,2B,"[{""NomPsn"":""CASTELLANI"",""PrenomPsn"":""Michel"",""CivilitePsn"":""M."",""CodNua"":""REG"",""LibNua"":""R\u00e9gionaliste"",""NumPanneauCand"":""5"",""NbVoix"":13724,""score"":63.0},{""NomPsn"":""MORGANTI"",""PrenomPsn"":""Julien"",""CivilitePsn"":""M."",""CodNua"":""DVC"",""LibNua"":""Divers centre"",""NumPanneauCand"":""1"",""NbVoix"":8055,""score"":37.0}]",REG,2B001,0
02,67924,32834,35090,1150,542,33398,02B,2B,2B,"[{""NomPsn"":""ACQUAVIVA"",""PrenomPsn"":""Jean-F\u00e9lix"",""CivilitePsn"":""M."",""CodNua"":""REG"",""LibNua"":""R\u00e9gionaliste"",""NumPanneauCand"":""1"",""NbVoix"":16777,""score"":50.2},{""NomPsn"":""CECCOLI"",""PrenomPsn"":""Fran\u00e7ois-Xavier"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""2"",""NbVoix"":16621,""score"":49.8}]",REG,2B002,0
03,95519,49607,45912,2816,971,42125,030,30,30,"[{""NomPsn"":""BORDES"",""PrenomPsn"":""Pascale"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""5"",""NbVoix"":21619,""score"":51.3},{""NomPsn"":""CELLIER"",""PrenomPsn"":""Anthony"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""8"",""NbVoix"":20506,""score"":48.7}]",RN,30003,0
01,73809,33442,40367,3051,1469,35847,032,32,32,"[{""NomPsn"":""CAZENEUVE"",""PrenomPsn"":""Jean-Ren\u00e9"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""7"",""NbVoix"":18822,""score"":52.5},{""NomPsn"":""LEVIEUX"",""PrenomPsn"":""Pascal"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""5"",""NbVoix"":17025,""score"":47.5}]",ENS,32001,0
02,73848,34983,38865,2382,1228,35255,032,32,32,"[{""NomPsn"":""TAUPIAC"",""PrenomPsn"":""David"",""CivilitePsn"":""M."",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""14"",""NbVoix"":22203,""score"":63.0},{""NomPsn"":""BOURCIER"",""PrenomPsn"":""Ma\u00ebva"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":13052,""score"":37.0}]",DVG,32002,0
08,119823,62431,57392,3699,1286,52407,033,33,33,"[{""NomPsn"":""PANONACLE"",""PrenomPsn"":""Sophie"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""5"",""NbVoix"":31442,""score"":60.0},{""NomPsn"":""LAMARA"",""PrenomPsn"":""Laurent"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""12"",""NbVoix"":20965,""score"":40.0}]",ENS,33008,0
09,102191,51503,50688,3721,1511,45456,033,33,33,"[{""NomPsn"":""METTE"",""PrenomPsn"":""Sophie"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""4"",""NbVoix"":22950,""score"":50.5},{""NomPsn"":""ANDR\u00c9"",""PrenomPsn"":""Sacha"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""1"",""NbVoix"":22506,""score"":49.5}]",ENS,33009,0
11,98743,51770,46973,3102,1126,42745,033,33,33,"[{""NomPsn"":""DIAZ"",""PrenomPsn"":""Edwige"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""9"",""NbVoix"":25092,""score"":58.7},{""NomPsn"":""HAMMERER"",""PrenomPsn"":""V\u00e9ronique"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""12"",""NbVoix"":17653,""score"":41.3}]",RN,33011,0
12,88134,43020,45114,3064,1505,40545,033,33,33,"[{""NomPsn"":""LAVERGNE"",""PrenomPsn"":""Pascal"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":20423,""score"":50.4},{""NomPsn"":""FELD"",""PrenomPsn"":""Mathilde"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""9"",""NbVoix"":20122,""score"":49.6}]",ENS,33012,0
04,119180,59227,59953,6150,1895,51908,034,34,34,"[{""NomPsn"":""ROME"",""PrenomPsn"":""S\u00e9bastien"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""10"",""NbVoix"":26291,""score"":50.6},{""NomPsn"":""BOUQUIN"",""PrenomPsn"":""Manon"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""15"",""NbVoix"":25617,""score"":49.4}]",NUP,34004,0
05,98965,49015,49950,4654,1611,43685,034,34,34,"[{""NomPsn"":""GALZY"",""PrenomPsn"":""St\u00e9phanie"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""11"",""NbVoix"":23695,""score"":54.2},{""NomPsn"":""POLARD"",""PrenomPsn"":""Pierre"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""2"",""NbVoix"":19990,""score"":45.8}]",RN,34005,0
05,109735,55524,54211,2415,1183,50613,035,35,35,"[{""NomPsn"":""LE NABOUR-CLOAREC"",""PrenomPsn"":""Christine"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""6"",""NbVoix"":29690,""score"":58.7},{""NomPsn"":""RENAULT"",""PrenomPsn"":""Gilles"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""1"",""NbVoix"":20923,""score"":41.3}]",ENS,35005,0
