datetime,quantite_hydraulique,quantite_conso
2022-07-27 00:00:00,4111,44731
2022-07-27 00:00:00,4111,44731
2022-07-27 02:00:00,3026,39522
2022-07-27 02:00:00,3026,39522
2022-07-27 04:00:00,2454,36434
2022-07-27 04:00:00,2454,36434
2022-07-27 06:00:00,2771,38679
2022-07-27 06:00:00,2771,38679
2022-07-27 08:00:00,5159,44807
2022-07-27 08:00:00,5159,44807
2022-07-27 10:00:00,5204,49197
2022-07-27 10:00:00,5204,49197
2022-07-27 12:00:00,5187,51794
2022-07-27 12:00:00,5187,51794
2022-07-27 14:00:00,4769,51086
2022-07-27 14:00:00,4769,51086
2022-07-27 16:00:00,4367,48981
2022-07-27 16:00:00,4367,48981
2022-07-27 18:00:00,5804,48782
2022-07-27 18:00:00,5804,48782
2022-07-27 20:00:00,7982,48307
2022-07-27 20:00:00,7982,48307
2022-07-27 22:00:00,5433,45704
2022-07-27 22:00:00,5433,45704
2022-07-28 00:00:00,4572,44595
2022-07-28 02:00:00,3455,39548
2022-07-28 04:00:00,2734,36497
2022-07-28 06:00:00,2905,38953
2022-07-28 08:00:00,4780,44697
2022-07-28 10:00:00,5496,49365
2022-07-28 12:00:00,4714,51949
2022-07-28 14:00:00,4451,51849
2022-07-28 16:00:00,3902,49990
2022-07-28 18:00:00,5492,48916
2022-07-28 20:00:00,7251,48218
2022-07-28 22:00:00,6653,45985
2022-07-29 00:00:00,4708,44869
2022-07-29 02:00:00,3140,39651
2022-07-29 04:00:00,2552,36578
2022-07-29 06:00:00,2516,38886
2022-07-29 08:00:00,3982,44626
2022-07-29 10:00:00,5875,49066
2022-07-29 12:00:00,4345,50922
2022-07-29 14:00:00,4277,49279
2022-07-29 16:00:00,3913,47560
2022-07-29 18:00:00,4034,46833
2022-07-29 20:00:00,6351,46269
2022-07-29 22:00:00,4664,44558
2022-07-30 00:00:00,4233,43719
2022-07-30 02:00:00,3972,38274
2022-07-30 04:00:00,3193,34818
2022-07-30 06:00:00,3051,34847
2022-07-30 08:00:00,3594,36832
2022-07-30 10:00:00,3238,42126
2022-07-30 12:00:00,3352,44766
2022-07-30 14:00:00,3319,44552
2022-07-30 16:00:00,2881,42719
2022-07-30 18:00:00,3079,42779
2022-07-30 20:00:00,4968,43070
2022-07-30 22:00:00,4568,42325
2022-07-31 00:00:00,4989,41892
2022-07-31 02:00:00,3759,36984
2022-07-31 04:00:00,3004,32997
2022-07-31 06:00:00,2772,32745
2022-07-31 08:00:00,2788,33843
2022-07-31 10:00:00,2609,38695
2022-07-31 12:00:00,2615,42293
2022-07-31 14:00:00,2661,41600
2022-07-31 16:00:00,2520,39868
2022-07-31 18:00:00,3246,40575
2022-07-31 20:00:00,5065,42796
2022-07-31 22:00:00,5802,42624
2022-08-01 00:00:00,4742,41481
2022-08-01 02:00:00,3414,36501
2022-08-01 04:00:00,2726,33527
2022-08-01 06:00:00,3157,36111
2022-08-01 08:00:00,3900,41586
2022-08-01 10:00:00,3472,46651
2022-08-01 12:00:00,3521,49523
2022-08-01 14:00:00,3913,49334
2022-08-01 16:00:00,3137,47514
2022-08-01 18:00:00,3477,47058
2022-08-01 20:00:00,6572,47639
2022-08-01 22:00:00,5695,45492
2022-08-02 00:00:00,4783,43810
2022-08-02 02:00:00,3354,38663
2022-08-02 04:00:00,2880,35270
2022-08-02 06:00:00,2839,37415
2022-08-02 08:00:00,4093,42515
2022-08-02 10:00:00,3242,47156
2022-08-02 12:00:00,3385,50520
2022-08-02 14:00:00,3280,50391
2022-08-02 16:00:00,3671,49048
2022-08-02 18:00:00,4749,48688
2022-08-02 20:00:00,7024,48458
2022-08-02 22:00:00,5811,46073
2022-08-03 00:00:00,5034,44313
2022-08-03 02:00:00,3395,39073
2022-08-03 04:00:00,2430,35671
2022-08-03 06:00:00,2695,37958
2022-08-03 08:00:00,3846,42622
2022-08-03 10:00:00,3536,48421
2022-08-03 12:00:00,3353,51997
2022-08-03 14:00:00,3414,52053
2022-08-03 16:00:00,3827,50639
2022-08-03 18:00:00,5995,49639
2022-08-03 20:00:00,7774,49429
2022-08-03 22:00:00,6231,46967
2022-08-04 00:00:00,5154,44645
2022-08-04 02:00:00,3538,39628
2022-08-04 04:00:00,3085,36303
2022-08-04 06:00:00,3240,38334
2022-08-04 08:00:00,4470,42996
2022-08-04 10:00:00,4111,48131
2022-08-04 12:00:00,3645,50958
2022-08-04 14:00:00,4212,51037
2022-08-04 16:00:00,3993,49865
2022-08-04 18:00:00,5159,48867
2022-08-04 20:00:00,5844,47346
2022-08-04 22:00:00,5377,45288
2022-08-05 00:00:00,4830,43490
2022-08-05 02:00:00,2686,38755
2022-08-05 04:00:00,2328,35512
2022-08-05 06:00:00,3187,37584
2022-08-05 08:00:00,5565,41994
2022-08-05 10:00:00,4739,46514
2022-08-05 12:00:00,3965,49170
2022-08-05 14:00:00,3625,48797
2022-08-05 16:00:00,3165,46894
2022-08-05 18:00:00,3403,46274
2022-08-05 20:00:00,4121,44676
2022-08-05 22:00:00,4056,43186
2022-08-06 00:00:00,4123,41862
2022-08-06 02:00:00,3752,36732
2022-08-06 04:00:00,2748,33215
2022-08-06 06:00:00,2953,33811
2022-08-06 08:00:00,3489,35427
2022-08-06 10:00:00,3415,40198
2022-08-06 12:00:00,2456,43172
2022-08-06 14:00:00,2507,42940
2022-08-06 16:00:00,2396,41448
2022-08-06 18:00:00,2830,41725
2022-08-06 20:00:00,4967,41484
2022-08-06 22:00:00,4604,40805
2022-08-07 00:00:00,4141,39986
2022-08-07 02:00:00,3672,35344
2022-08-07 04:00:00,2957,31689
2022-08-07 06:00:00,2730,31747
2022-08-07 08:00:00,2647,32585
2022-08-07 10:00:00,2286,37518
2022-08-07 12:00:00,2330,40871
2022-08-07 14:00:00,2221,40147
2022-08-07 16:00:00,2162,38217
2022-08-07 18:00:00,2693,38935
2022-08-07 20:00:00,4519,40382
2022-08-07 22:00:00,4824,40427
2022-08-08 00:00:00,3504,39318
2022-08-08 02:00:00,2347,35069
2022-08-08 04:00:00,2088,32216
2022-08-08 06:00:00,2323,34481
2022-08-08 08:00:00,4820,39146
2022-08-08 10:00:00,3305,43843
2022-08-08 12:00:00,2566,46905
2022-08-08 14:00:00,2242,46852
2022-08-08 16:00:00,2374,45505
2022-08-08 18:00:00,3728,45087
2022-08-08 20:00:00,6148,45134
2022-08-08 22:00:00,4829,43262
2022-08-09 00:00:00,3642,41661
2022-08-09 02:00:00,2328,36891
2022-08-09 04:00:00,2119,33910
2022-08-09 06:00:00,2485,35847
2022-08-09 08:00:00,4821,39934
2022-08-09 10:00:00,3618,44829
2022-08-09 12:00:00,2794,47688
2022-08-09 14:00:00,2294,47446
2022-08-09 16:00:00,2375,45907
2022-08-09 18:00:00,3994,45517
2022-08-09 20:00:00,5469,45354
2022-08-09 22:00:00,4048,43389
2022-08-10 00:00:00,3813,41807
2022-08-10 02:00:00,2590,37093
2022-08-10 04:00:00,2127,33874
2022-08-10 06:00:00,2818,35754
2022-08-10 08:00:00,4156,39973
2022-08-10 10:00:00,4071,45063
2022-08-10 12:00:00,2602,47738
2022-08-10 14:00:00,2363,48172
2022-08-10 16:00:00,2925,46747
2022-08-10 18:00:00,3661,46490
2022-08-10 20:00:00,5905,45960
2022-08-10 22:00:00,4505,43992
2022-08-11 00:00:00,3643,41858
2022-08-11 02:00:00,3465,37379
2022-08-11 04:00:00,2578,34393
2022-08-11 06:00:00,2701,36229
2022-08-11 08:00:00,4800,40166
2022-08-11 10:00:00,4607,45420
2022-08-11 12:00:00,2602,48400
2022-08-11 14:00:00,2379,48737
2022-08-11 16:00:00,2339,47346
2022-08-11 18:00:00,4142,47365
2022-08-11 20:00:00,6772,46530
2022-08-11 22:00:00,4613,44431
2022-08-12 00:00:00,4107,42736
2022-08-12 02:00:00,3036,37923
2022-08-12 04:00:00,2110,34585
2022-08-12 06:00:00,2641,36628
2022-08-12 08:00:00,3647,40472
2022-08-12 10:00:00,2925,45924
2022-08-12 12:00:00,2549,49059
2022-08-12 14:00:00,2445,49063
2022-08-12 16:00:00,2428,47650
2022-08-12 18:00:00,4069,47227
2022-08-12 20:00:00,6740,46121
2022-08-12 22:00:00,4653,44196
2022-08-13 00:00:00,4059,42352
2022-08-13 02:00:00,3031,37177
2022-08-13 04:00:00,2047,33762
2022-08-13 06:00:00,2192,34082
2022-08-13 08:00:00,2645,35734
2022-08-13 10:00:00,2315,40654
2022-08-13 12:00:00,1909,43729
2022-08-13 14:00:00,2156,43655
2022-08-13 16:00:00,2223,42662
2022-08-13 18:00:00,3965,42864
2022-08-13 20:00:00,5824,42906
2022-08-13 22:00:00,4369,41596
2022-08-14 00:00:00,3806,40147
2022-08-14 02:00:00,2999,35571
2022-08-14 04:00:00,3055,32026
2022-08-14 06:00:00,2836,32157
2022-08-14 08:00:00,2078,33130
2022-08-14 10:00:00,1994,37620
2022-08-14 12:00:00,1905,41129
2022-08-14 14:00:00,2564,39741
2022-08-14 16:00:00,2262,37394
2022-08-14 18:00:00,2648,37795
2022-08-14 20:00:00,5015,39156
2022-08-14 22:00:00,4908,39070
2022-08-15 00:00:00,4507,38446
2022-08-15 02:00:00,3311,34378
2022-08-15 04:00:00,2036,31329
2022-08-15 06:00:00,2267,32108
2022-08-15 08:00:00,3249,33251
2022-08-15 10:00:00,3280,37951
2022-08-15 12:00:00,2347,40823
2022-08-15 14:00:00,2896,40057
2022-08-15 16:00:00,2836,38638
2022-08-15 18:00:00,4352,39076
2022-08-15 20:00:00,6847,40620
2022-08-15 22:00:00,5515,40414
2022-08-16 00:00:00,4684,39414
2022-08-16 02:00:00,3815,35225
2022-08-16 04:00:00,2429,32412
2022-08-16 06:00:00,2867,35142
2022-08-16 08:00:00,4248,39127
2022-08-16 10:00:00,3863,44295
2022-08-16 12:00:00,3711,47279
2022-08-16 14:00:00,3065,47435
2022-08-16 16:00:00,3013,45527
2022-08-16 18:00:00,4866,44899
2022-08-16 20:00:00,7057,44616
2022-08-16 22:00:00,4306,42445
2022-08-17 00:00:00,4035,40895
2022-08-17 02:00:00,3064,36170
2022-08-17 04:00:00,2539,33617
2022-08-17 06:00:00,2675,35525
2022-08-17 08:00:00,3911,39753
2022-08-17 10:00:00,2983,44177
2022-08-17 12:00:00,3116,46970
2022-08-17 14:00:00,2909,46654
2022-08-17 16:00:00,3097,43709
2022-08-17 18:00:00,4557,44021
2022-08-17 20:00:00,6376,43706
2022-08-17 22:00:00,4668,41567
2022-08-18 00:00:00,3520,40808
2022-08-18 02:00:00,2890,36218
2022-08-18 04:00:00,2553,33178
2022-08-18 06:00:00,2857,35326
2022-08-18 08:00:00,4378,39538
2022-08-18 10:00:00,4346,44474
2022-08-18 12:00:00,3739,46913
2022-08-18 14:00:00,3126,46361
2022-08-18 16:00:00,2809,44114
2022-08-18 18:00:00,4086,43515
2022-08-18 20:00:00,6129,43563
2022-08-18 22:00:00,4077,41478
2022-08-19 00:00:00,3689,40343
2022-08-19 02:00:00,2988,35954
2022-08-19 04:00:00,2652,33224
2022-08-19 06:00:00,3032,35384
2022-08-19 08:00:00,4259,39432
2022-08-19 10:00:00,3875,44262
2022-08-19 12:00:00,3503,46518
2022-08-19 14:00:00,3045,45498
2022-08-19 16:00:00,3136,43414
2022-08-19 18:00:00,4368,42981
2022-08-19 20:00:00,6637,42934
2022-08-19 22:00:00,4567,41302
2022-08-20 00:00:00,4278,40388
2022-08-20 02:00:00,4118,35784
2022-08-20 04:00:00,3204,32378
2022-08-20 06:00:00,3178,33110
2022-08-20 08:00:00,3909,34826
2022-08-20 10:00:00,4092,39718
2022-08-20 12:00:00,3142,42937
2022-08-20 14:00:00,2836,41945
2022-08-20 16:00:00,2830,40000
2022-08-20 18:00:00,4285,40360
2022-08-20 20:00:00,5615,40419
2022-08-20 22:00:00,4979,39890
2022-08-21 00:00:00,4159,39694
2022-08-21 02:00:00,3232,35014
2022-08-21 04:00:00,2691,31483
2022-08-21 06:00:00,2757,31340
2022-08-21 08:00:00,2807,31997
2022-08-21 10:00:00,2873,36931
2022-08-21 12:00:00,2284,40503
2022-08-21 14:00:00,2775,39850
2022-08-21 16:00:00,2710,37625
2022-08-21 18:00:00,3342,38126
2022-08-21 20:00:00,5355,40054
2022-08-21 22:00:00,5344,39876
2022-08-22 00:00:00,4557,39324
2022-08-22 02:00:00,3268,34952
2022-08-22 04:00:00,2478,32277
2022-08-22 06:00:00,3331,35479
2022-08-22 08:00:00,4676,41026
2022-08-22 10:00:00,3914,46403
2022-08-22 12:00:00,3482,48887
2022-08-22 14:00:00,2962,48330
2022-08-22 16:00:00,3062,46556
2022-08-22 18:00:00,5706,45346
2022-08-22 20:00:00,7248,45893
2022-08-22 22:00:00,4512,43783
2022-08-23 00:00:00,4108,42856
2022-08-23 02:00:00,2985,37935
2022-08-23 04:00:00,2313,35101
2022-08-23 06:00:00,2863,37557
2022-08-23 08:00:00,5214,43042
2022-08-23 10:00:00,3732,47872
2022-08-23 12:00:00,3892,50600
2022-08-23 14:00:00,3652,50202
2022-08-23 16:00:00,3220,48399
2022-08-23 18:00:00,5744,47637
2022-08-23 20:00:00,7189,47386
2022-08-23 22:00:00,5196,44926
2022-08-24 00:00:00,4786,43479
2022-08-24 02:00:00,2864,38490
2022-08-24 04:00:00,2086,35352
2022-08-24 06:00:00,2264,37789
2022-08-24 08:00:00,4802,43086
2022-08-24 10:00:00,3249,48768
2022-08-24 12:00:00,2730,51685
2022-08-24 14:00:00,2573,51555
2022-08-24 16:00:00,2745,49921
2022-08-24 18:00:00,6603,49197
2022-08-24 20:00:00,8167,48291
2022-08-24 22:00:00,5102,45820
2022-08-25 00:00:00,3487,43950
2022-08-25 02:00:00,2879,38847
2022-08-25 04:00:00,2291,35518
2022-08-25 06:00:00,2772,38187
2022-08-25 08:00:00,3220,43383
2022-08-25 10:00:00,3204,48509
2022-08-25 12:00:00,3898,51912
2022-08-25 14:00:00,3098,51776
2022-08-25 16:00:00,2640,49604
2022-08-25 18:00:00,4054,48923
2022-08-25 20:00:00,6122,47484
2022-08-25 22:00:00,3960,44510
2022-08-26 00:00:00,3135,43591
2022-08-26 02:00:00,2777,38723
2022-08-26 04:00:00,2652,35842
2022-08-26 06:00:00,2943,38146
2022-08-26 08:00:00,4628,43383
2022-08-26 10:00:00,4597,48078
2022-08-26 12:00:00,4003,50495
2022-08-26 14:00:00,3281,49738
2022-08-26 16:00:00,3159,47220
2022-08-26 18:00:00,4737,46452
2022-08-26 20:00:00,6073,45831
2022-08-26 22:00:00,4712,44127
2022-08-27 00:00:00,4385,42551
2022-08-27 02:00:00,3045,37516
2022-08-27 04:00:00,2561,33794
2022-08-27 06:00:00,2226,34392
2022-08-27 08:00:00,2635,36012
2022-08-27 10:00:00,2802,41235
2022-08-27 12:00:00,2557,44443
2022-08-27 14:00:00,2627,43728
2022-08-27 16:00:00,2252,41622
2022-08-27 18:00:00,2917,41286
2022-08-27 20:00:00,4082,41260
2022-08-27 22:00:00,3442,40480
2022-08-28 00:00:00,2827,40006
2022-08-28 02:00:00,2823,35550
2022-08-28 04:00:00,2396,31832
2022-08-28 06:00:00,1878,31799
2022-08-28 08:00:00,2157,32495
2022-08-28 10:00:00,2298,37523
2022-08-28 12:00:00,2401,41691
2022-08-28 14:00:00,2432,41152
2022-08-28 16:00:00,2203,39344
2022-08-28 18:00:00,2327,39459
2022-08-28 20:00:00,3931,41477
2022-08-28 22:00:00,2911,40557
2022-08-29 00:00:00,2374,39341
2022-08-29 02:00:00,1992,35121
2022-08-29 04:00:00,1998,32665
2022-08-29 06:00:00,2088,36452
2022-08-29 08:00:00,3053,42691
2022-08-29 10:00:00,2686,47361
2022-08-29 12:00:00,2885,50890
2022-08-29 14:00:00,3286,51347
2022-08-29 16:00:00,4240,50152
2022-08-29 18:00:00,4428,49000
2022-08-29 20:00:00,5528,48091
2022-08-29 22:00:00,3433,44627
2022-08-30 00:00:00,2739,43100
2022-08-30 02:00:00,2574,38732
2022-08-30 04:00:00,2223,35702
2022-08-30 06:00:00,2125,39006
2022-08-30 08:00:00,3640,45071
2022-08-30 10:00:00,3392,49991
2022-08-30 12:00:00,3745,52746
2022-08-30 14:00:00,3545,52298
2022-08-30 16:00:00,3545,50637
2022-08-30 18:00:00,4923,49317
2022-08-30 20:00:00,5835,48584
2022-08-30 22:00:00,4786,45101
2022-08-31 00:00:00,3423,43630
2022-08-31 02:00:00,2483,39005
2022-08-31 04:00:00,2184,36111
2022-08-31 06:00:00,2334,39116
2022-08-31 08:00:00,4198,44985
2022-08-31 10:00:00,3461,49099
2022-08-31 12:00:00,3350,51895
2022-08-31 14:00:00,3057,51087
2022-08-31 16:00:00,3214,49386
2022-08-31 18:00:00,3697,48393
2022-08-31 20:00:00,5337,48418
2022-08-31 22:00:00,3158,44898
2022-09-01 00:00:00,2503,43306
2022-09-01 02:00:00,2500,38844
2022-09-01 04:00:00,2277,35798
2022-09-01 06:00:00,2261,38520
2022-09-01 08:00:00,4819,45731
2022-09-01 10:00:00,4214,49241
2022-09-01 12:00:00,2896,51713
2022-09-01 14:00:00,2568,51362
2022-09-01 16:00:00,2536,49619
2022-09-01 18:00:00,4189,48456
2022-09-01 20:00:00,6246,47979
2022-09-01 22:00:00,3382,44433
2022-09-02 00:00:00,2328,42880
2022-09-02 02:00:00,2554,38355
2022-09-02 04:00:00,2119,35720
2022-09-02 06:00:00,2199,38560
2022-09-02 08:00:00,3695,45651
2022-09-02 10:00:00,3898,49122
2022-09-02 12:00:00,3695,50768
2022-09-02 14:00:00,2241,50054
2022-09-02 16:00:00,2552,47514
2022-09-02 18:00:00,3188,46424
2022-09-02 20:00:00,5883,46017
2022-09-02 22:00:00,3331,42912
2022-09-03 00:00:00,3182,42112
2022-09-03 02:00:00,2559,37191
2022-09-03 04:00:00,2354,33556
2022-09-03 06:00:00,2218,34087
2022-09-03 08:00:00,2200,36425
2022-09-03 10:00:00,2726,41544
2022-09-03 12:00:00,2564,43710
2022-09-03 14:00:00,2410,42644
2022-09-03 16:00:00,1783,40481
2022-09-03 18:00:00,2451,41000
2022-09-03 20:00:00,4938,42013
2022-09-03 22:00:00,3640,40164
2022-09-04 00:00:00,3157,40639
2022-09-04 02:00:00,2401,35810
2022-09-04 04:00:00,2171,32091
2022-09-04 06:00:00,2004,32015
2022-09-04 08:00:00,1935,32805
2022-09-04 10:00:00,1935,38396
2022-09-04 12:00:00,2194,42330
2022-09-04 14:00:00,2465,41387
2022-09-04 16:00:00,1990,39607
2022-09-04 18:00:00,2872,40105
2022-09-04 20:00:00,5622,42458
2022-09-04 22:00:00,3446,40932
2022-09-05 00:00:00,2604,40195
2022-09-05 02:00:00,2332,35971
2022-09-05 04:00:00,1912,33475
2022-09-05 06:00:00,2183,37456
2022-09-05 08:00:00,5585,44877
2022-09-05 10:00:00,4075,49383
2022-09-05 12:00:00,2788,51823
2022-09-05 14:00:00,3193,51888
2022-09-05 16:00:00,2946,49936
2022-09-05 18:00:00,4345,48746
2022-09-05 20:00:00,5661,48401
2022-09-05 22:00:00,3475,44039
2022-09-06 00:00:00,3727,42784
2022-09-06 02:00:00,2016,38495
2022-09-06 04:00:00,1883,35763
2022-09-06 06:00:00,1904,38662
2022-09-06 08:00:00,4797,46168
2022-09-06 10:00:00,3981,49405
2022-09-06 12:00:00,3661,52099
2022-09-06 14:00:00,3116,51763
2022-09-06 16:00:00,3932,50008
2022-09-06 18:00:00,4676,49014
2022-09-06 20:00:00,6550,48109
2022-09-06 22:00:00,4338,44246
2022-09-07 00:00:00,4768,43036
2022-09-07 02:00:00,3415,38547
2022-09-07 04:00:00,2360,35515
2022-09-07 06:00:00,2866,38843
2022-09-07 08:00:00,5141,45382
2022-09-07 10:00:00,5670,49014
2022-09-07 12:00:00,4851,51163
2022-09-07 14:00:00,3503,51130
2022-09-07 16:00:00,4203,48854
2022-09-07 18:00:00,4608,47988
2022-09-07 20:00:00,7881,48699
2022-09-07 22:00:00,4073,43742
2022-09-08 00:00:00,3495,42766
2022-09-08 02:00:00,3530,38164
2022-09-08 04:00:00,2862,35201
2022-09-08 06:00:00,3401,38226
2022-09-08 08:00:00,4727,45208
2022-09-08 10:00:00,4198,47999
2022-09-08 12:00:00,3806,49764
2022-09-08 14:00:00,3291,48730
2022-09-08 16:00:00,3314,46361
2022-09-08 18:00:00,4103,46285
2022-09-08 20:00:00,6197,46689
2022-09-08 22:00:00,3715,42888
2022-09-09 00:00:00,3551,41862
2022-09-09 02:00:00,2794,37539
2022-09-09 04:00:00,2236,34715
2022-09-09 06:00:00,2684,37899
2022-09-09 08:00:00,4443,45134
2022-09-09 10:00:00,4689,48101
2022-09-09 12:00:00,3321,49615
2022-09-09 14:00:00,2725,47766
2022-09-09 16:00:00,2642,45510
2022-09-09 18:00:00,3190,44820
2022-09-09 20:00:00,4245,45182
2022-09-09 22:00:00,3750,42186
2022-09-10 00:00:00,3195,41428
2022-09-10 02:00:00,2702,36799
2022-09-10 04:00:00,2305,33354
2022-09-10 06:00:00,2069,33681
2022-09-10 08:00:00,2590,36389
2022-09-10 10:00:00,3038,41221
2022-09-10 12:00:00,2382,43816
2022-09-10 14:00:00,2070,42526
2022-09-10 16:00:00,2072,39649
2022-09-10 18:00:00,2841,40128
2022-09-10 20:00:00,4404,41680
2022-09-10 22:00:00,3773,39727
2022-09-11 00:00:00,3510,40099
2022-09-11 02:00:00,3285,35707
2022-09-11 04:00:00,2133,31966
2022-09-11 06:00:00,2079,31960
2022-09-11 08:00:00,2567,33350
2022-09-11 10:00:00,2414,38068
2022-09-11 12:00:00,1933,42023
2022-09-11 14:00:00,2388,40604
2022-09-11 16:00:00,1911,38128
2022-09-11 18:00:00,2219,39024
2022-09-11 20:00:00,5377,41658
2022-09-11 22:00:00,2903,39880
2022-09-12 00:00:00,2720,39367
2022-09-12 02:00:00,2433,35343
2022-09-12 04:00:00,2076,32671
2022-09-12 06:00:00,2330,36916
2022-09-12 08:00:00,4026,44456
2022-09-12 10:00:00,3549,47625
2022-09-12 12:00:00,2462,50325
2022-09-12 14:00:00,2334,50124
2022-09-12 16:00:00,2753,48618
2022-09-12 18:00:00,4451,47686
2022-09-12 20:00:00,6848,48293
2022-09-12 22:00:00,3797,44026
2022-09-13 00:00:00,2856,42982
2022-09-13 02:00:00,2645,38347
2022-09-13 04:00:00,2120,35833
2022-09-13 06:00:00,2121,38853
2022-09-13 08:00:00,2967,46572
2022-09-13 10:00:00,3096,49815
2022-09-13 12:00:00,2846,52086
2022-09-13 14:00:00,3010,51149
2022-09-13 16:00:00,3310,49316
2022-09-13 18:00:00,4455,48288
2022-09-13 20:00:00,6017,49126
2022-09-13 22:00:00,3552,44428
2022-09-14 00:00:00,3236,43034
2022-09-14 02:00:00,2967,38851
2022-09-14 04:00:00,2245,35739
2022-09-14 06:00:00,2223,38788
2022-09-14 08:00:00,3935,45785
2022-09-14 10:00:00,4301,49601
2022-09-14 12:00:00,3840,51637
2022-09-14 14:00:00,3410,50234
2022-09-14 16:00:00,3575,48214
2022-09-14 18:00:00,4355,47599
2022-09-14 20:00:00,4775,48428
2022-09-14 22:00:00,3019,44012
2022-09-15 00:00:00,2700,43075
2022-09-15 02:00:00,2796,38510
2022-09-15 04:00:00,2280,35261
2022-09-15 06:00:00,2539,38520
2022-09-15 08:00:00,3109,46178
2022-09-15 10:00:00,4611,48939
2022-09-15 12:00:00,4116,51205
2022-09-15 14:00:00,3035,49909
2022-09-15 16:00:00,3434,47810
2022-09-15 18:00:00,4288,46696
2022-09-15 20:00:00,5225,47996
2022-09-15 22:00:00,3356,43367
2022-09-16 00:00:00,3084,42460
2022-09-16 02:00:00,2579,37960
2022-09-16 04:00:00,2480,35200
2022-09-16 06:00:00,2477,38132
2022-09-16 08:00:00,4229,45742
2022-09-16 10:00:00,4317,48401
2022-09-16 12:00:00,3754,49945
2022-09-16 14:00:00,3367,48179
2022-09-16 16:00:00,2994,45412
2022-09-16 18:00:00,3396,44610
2022-09-16 20:00:00,4655,46330
2022-09-16 22:00:00,3319,42197
2022-09-17 00:00:00,3477,42058
2022-09-17 02:00:00,2666,36824
2022-09-17 04:00:00,2261,33203
2022-09-17 06:00:00,2610,33597
2022-09-17 08:00:00,2782,36480
2022-09-17 10:00:00,3014,41093
2022-09-17 12:00:00,2267,43606
2022-09-17 14:00:00,2075,41949
2022-09-17 16:00:00,2246,39098
2022-09-17 18:00:00,2504,39317
2022-09-17 20:00:00,3566,41940
2022-09-17 22:00:00,2821,39054
2022-09-18 00:00:00,3104,39910
2022-09-18 02:00:00,2709,35610
2022-09-18 04:00:00,2343,32285
2022-09-18 06:00:00,2174,32249
2022-09-18 08:00:00,2408,33627
2022-09-18 10:00:00,2426,38241
2022-09-18 12:00:00,2154,41359
2022-09-18 14:00:00,2085,39812
2022-09-18 16:00:00,2028,36871
2022-09-18 18:00:00,2414,37804
2022-09-18 20:00:00,5228,42304
2022-09-18 22:00:00,3352,39407
2022-09-19 00:00:00,2572,39616
2022-09-19 02:00:00,2691,35873
2022-09-19 04:00:00,2191,32953
2022-09-19 06:00:00,2692,37381
2022-09-19 08:00:00,5470,45729
2022-09-19 10:00:00,4249,47869
2022-09-19 12:00:00,2990,49383
2022-09-19 14:00:00,2674,48764
2022-09-19 16:00:00,2726,46330
2022-09-19 18:00:00,3079,44982
2022-09-19 20:00:00,6406,48382
2022-09-19 22:00:00,3676,43149
2022-09-20 00:00:00,3293,42696
2022-09-20 02:00:00,2383,38338
2022-09-20 04:00:00,1919,35951
2022-09-20 06:00:00,2426,39285
2022-09-20 08:00:00,4735,47853
2022-09-20 10:00:00,3063,49319
2022-09-20 12:00:00,2425,50494
2022-09-20 14:00:00,2533,48886
2022-09-20 16:00:00,2830,46536
2022-09-20 18:00:00,3631,46015
2022-09-20 20:00:00,7095,48744
2022-09-20 22:00:00,2987,43572
2022-09-21 00:00:00,2791,42742
2022-09-21 02:00:00,2223,38967
2022-09-21 04:00:00,1888,35783
2022-09-21 06:00:00,2320,39472
2022-09-21 08:00:00,5863,46934
2022-09-21 10:00:00,3533,49211
2022-09-21 12:00:00,2512,50329
2022-09-21 14:00:00,2252,49362
2022-09-21 16:00:00,2273,46487
2022-06-01 00:00:00,7062,44940
2022-06-01 00:00:00,7062,44940
2022-06-01 02:00:00,5002,39328
2022-06-01 02:00:00,5002,39328
2022-06-01 04:00:00,4560,36257
2022-06-01 04:00:00,4560,36257
2022-06-01 06:00:00,5117,38891
2022-06-01 06:00:00,5117,38891
2022-06-01 08:00:00,7173,46446
2022-06-01 08:00:00,7173,46446
2022-06-01 10:00:00,6333,50162
2022-06-01 10:00:00,6333,50162
2022-06-01 12:00:00,5566,52351
2022-06-01 12:00:00,5566,52351
2022-06-01 14:00:00,5033,51061
2022-06-01 14:00:00,5033,51061
2022-06-01 16:00:00,4994,48644
2022-06-01 16:00:00,4994,48644
2022-06-01 18:00:00,5896,47906
2022-06-01 18:00:00,5896,47906
2022-06-01 20:00:00,8977,48032
2022-06-01 20:00:00,8977,48032
2022-06-01 22:00:00,7434,44765
2022-06-01 22:00:00,7434,44765
2022-06-02 00:00:00,6680,45208
2022-06-02 02:00:00,5163,39840
2022-06-02 04:00:00,4450,36200
2022-06-02 06:00:00,4422,38539
2022-06-02 08:00:00,6798,46950
2022-06-02 10:00:00,5889,49712
2022-06-02 12:00:00,5383,51328
2022-06-02 14:00:00,5662,50902
2022-06-02 16:00:00,5975,48768
2022-06-02 18:00:00,6390,48188
2022-06-02 20:00:00,9676,48229
2022-06-02 22:00:00,6959,44933
2022-06-03 00:00:00,6156,44571
2022-06-03 02:00:00,4799,39429
2022-06-03 04:00:00,4413,36191
2022-06-03 06:00:00,4869,37994
2022-06-03 08:00:00,6931,46530
2022-06-03 10:00:00,7349,50367
