ville,inscrits,score,revenu_median,circle,color
Saint-Jean-de-Bonneval,329.0,29.4,24350.0,9.1,grey
Saint-Julien-les-Villas,4996.0,28.8,21240.0,35.3,grey
Saint-Léger-près-Troyes,690.0,27.5,24920.0,13.1,grey
Saint-Léger-sous-Brienne,320.0,23.3,22030.0,8.9,grey
Saint-Loup-de-Buffigny,180.0,13.6,22340.0,6.7,grey
Saint-Lupien,154.0,25.4,21250.0,6.2,grey
Saint-Lyé,2273.0,29.2,23630.0,23.8,grey
Saint-Mards-en-Othe,500.0,19.6,20390.0,11.2,grey
Saint-Martin-de-Bossenay,264.0,25.0,22670.0,8.1,grey
Sainte-Maure,1328.0,25.5,23870.0,18.2,grey
Saint-Mesmin,741.0,22.4,21630.0,13.6,grey
Saint-Nabord-sur-Aube,96.0,16.7,23170.0,4.9,grey
Saint-Oulph,211.0,16.9,21340.0,7.3,grey
Saint-Parres-aux-Tertres,2125.0,32.4,22400.0,23.0,grey
Saint-Parres-lès-Vaudes,797.0,26.7,21110.0,14.1,grey
Saint-Phal,397.0,21.1,21420.0,10.0,grey
Saint-Pouange,663.0,31.1,24330.0,12.9,grey
Saint-Remy-sous-Barbuise,170.0,19.9,22630.0,6.5,grey
Sainte-Savine,7253.0,30.0,20390.0,42.6,grey
Saint-Thibault,395.0,25.3,22620.0,9.9,grey
Salon,100.0,26.1,22570.0,5.0,grey
La Saulsotte,457.0,13.3,22110.0,10.7,grey
Savières,781.0,24.4,22640.0,14.0,grey
Semoine,136.0,23.1,20640.0,5.8,grey
Soligny-les-Etangs,176.0,20.6,21970.0,6.6,grey
Sommeval,253.0,18.7,23700.0,8.0,grey
Soulaines-Dhuys,295.0,31.2,21220.0,8.6,grey
Souligny,322.0,23.1,24030.0,9.0,grey
Spoy,125.0,20.0,22880.0,5.6,grey
Thennelières,276.0,27.6,24750.0,8.3,grey
Thieffrain,118.0,20.7,22040.0,5.4,grey
Thil,105.0,34.9,19400.0,5.1,grey
Torcy-le-Grand,358.0,27.3,23700.0,9.5,grey
Torvilliers,815.0,35.5,25510.0,14.3,grey
Traînel,684.0,25.4,20930.0,13.1,grey
Trancault,125.0,27.2,21600.0,5.6,grey
Trannes,175.0,27.7,20640.0,6.6,grey
Trouans,159.0,28.8,19360.0,6.3,grey
Troyes,30515.0,27.1,17450.0,87.3,grey
Unienville,106.0,27.6,23300.0,5.1,grey
Urville,95.0,24.4,32240.0,4.9,grey
Vailly,257.0,24.0,24630.0,8.0,grey
Vallant-Saint-Georges,318.0,24.2,22420.0,8.9,grey
Vallentigny,158.0,25.2,21630.0,6.3,grey
Vallières,114.0,19.3,20810.0,5.3,grey
Vanlay,251.0,18.9,20750.0,7.9,grey
Vauchassis,409.0,25.2,23790.0,10.1,grey
Vauchonvilliers,127.0,16.9,20120.0,5.6,grey
Vaudes,476.0,20.8,20380.0,10.9,grey
Vaupoisson,116.0,22.5,20860.0,5.4,grey
Vendeuvre-sur-Barse,1412.0,23.9,18250.0,18.8,grey
La Vendue-Mignot,188.0,21.4,24700.0,6.9,grey
Verpillières-sur-Ource,100.0,39.7,24240.0,5.0,grey
Verrières,1508.0,28.7,23980.0,19.4,grey
Viâpres-le-Petit,78.0,16.1,21480.0,4.4,grey
Villacerf,450.0,26.7,23640.0,10.6,grey
Villadin,104.0,28.4,21520.0,5.1,grey
Villechétif,788.0,32.5,25280.0,14.0,grey
Villeloup,118.0,17.6,23800.0,5.4,grey
Villemereuil,200.0,23.0,23590.0,7.1,grey
Villemoiron-en-Othe,196.0,18.3,21770.0,7.0,grey
Villemorien,137.0,19.0,22540.0,5.9,grey
Villemoyenne,546.0,22.3,21920.0,11.7,grey
Villenauxe-la-Grande,1555.0,21.3,20060.0,19.7,grey
La Villeneuve-au-Châtelot,103.0,15.3,21670.0,5.1,grey
Villeneuve-au-Chemin,143.0,14.3,21000.0,6.0,grey
La Villeneuve-au-Chêne,317.0,24.3,21430.0,8.9,grey
Villery,232.0,28.1,21960.0,7.6,grey
Ville-sous-la-Ferté,573.0,18.1,19060.0,12.0,grey
Ville-sur-Arce,205.0,16.0,33370.0,7.2,grey
Ville-sur-Terre,97.0,17.6,23300.0,4.9,grey
Villette-sur-Aube,212.0,23.2,20750.0,7.3,grey
Villy-en-Trodes,193.0,20.1,21740.0,6.9,grey
Villy-le-Maréchal,151.0,20.3,24490.0,6.1,grey
Vinets,142.0,28.7,21590.0,6.0,grey
Virey-sous-Bar,480.0,18.4,18910.0,11.0,grey
Vitry-le-Croisé,206.0,21.9,24110.0,7.2,grey
Viviers-sur-Artaut,96.0,32.9,25360.0,4.9,grey
Voigny,133.0,31.1,26730.0,5.8,grey
Vosnon,176.0,23.4,19410.0,6.6,grey
Voué,466.0,26.7,22390.0,10.8,grey
Vulaines,180.0,18.8,20990.0,6.7,grey
Aigues-Vives,347.0,23.8,17770.0,9.3,grey
Airoux,141.0,22.8,21540.0,5.9,grey
Ajac,170.0,28.7,19610.0,6.5,grey
Alaigne,185.0,24.7,18200.0,6.8,grey
Alairac,1019.0,19.2,21870.0,16.0,grey
Albières,99.0,6.8,15900.0,5.0,grey
Alet-les-Bains,311.0,14.3,18700.0,8.8,grey
Alzonne,1132.0,16.4,17890.0,16.8,grey
Antugnac,235.0,18.9,19380.0,7.7,grey
Aragon,383.0,22.9,20360.0,9.8,grey
Argeliers,1796.0,17.7,19850.0,21.2,grey
Argens-Minervois,326.0,14.8,19140.0,9.0,grey
Armissan,1172.0,22.0,21710.0,17.1,grey
Arques,160.0,21.1,16030.0,6.3,grey
Arzens,943.0,19.8,20930.0,15.4,grey
Axat,395.0,19.3,18780.0,9.9,grey
Azille,949.0,21.0,17730.0,15.4,grey
Badens,568.0,19.9,19620.0,11.9,grey
Bages,692.0,22.4,19890.0,13.2,grey
Bagnoles,204.0,22.8,19370.0,7.1,grey
Baraigne,112.0,20.4,20850.0,5.3,grey
Barbaira,599.0,17.5,18840.0,12.2,grey
Belcaire,343.0,14.9,18640.0,9.3,grey
Belflou,99.0,31.4,22610.0,5.0,grey
Bellegarde-du-Razès,147.0,28.2,18410.0,6.1,grey
Belpech,1077.0,19.6,19190.0,16.4,grey
Belvèze-du-Razès,629.0,18.7,17970.0,12.5,grey
Belvianes-et-Cavirac,221.0,20.4,18030.0,7.4,grey
Belvis,159.0,15.4,16380.0,6.3,grey
Berriac,694.0,12.6,16800.0,13.2,grey
Bizanet,1254.0,15.6,20490.0,17.7,grey
Bize-Minervois,996.0,19.7,19160.0,15.8,grey
Blomac,163.0,22.5,18130.0,6.4,grey
Bouilhonnac,180.0,25.3,24750.0,6.7,grey
Bouisse,98.0,7.9,16370.0,4.9,grey
Bouriège,109.0,7.0,16940.0,5.2,grey
Boutenac,579.0,20.3,19770.0,12.0,grey
Bram,2487.0,20.8,20240.0,24.9,grey
Brézilhac,127.0,12.3,19840.0,5.6,grey
Brousses-et-Villaret,286.0,22.6,19450.0,8.5,grey
Brugairolles,199.0,18.9,18330.0,7.1,grey
Les Brunels,239.0,24.9,20690.0,7.7,grey
Bugarach,184.0,11.4,14080.0,6.8,grey
Cabrespine,132.0,19.4,17290.0,5.7,grey
Cailhau,209.0,25.0,19720.0,7.2,grey
Cailhavel,102.0,16.5,19290.0,5.0,grey
Cambieure,220.0,24.2,20580.0,7.4,grey
Campagne-sur-Aude,461.0,9.4,17720.0,10.7,grey
Camplong-d'Aude,259.0,16.5,17510.0,8.0,grey
Camurac,110.0,35.4,16200.0,5.2,grey
Canet,1252.0,17.6,19720.0,17.7,grey
Capendu,1073.0,17.1,18640.0,16.4,grey
Carcassonne,29695.0,22.1,18110.0,86.2,grey
Carlipa,240.0,17.2,19060.0,7.7,grey
Cascastel-des-Corbières,195.0,17.5,16210.0,7.0,grey
La Cassaigne,147.0,13.8,19530.0,6.1,grey
Les Cassés,247.0,20.3,20610.0,7.9,grey
Castans,128.0,13.5,14650.0,5.7,grey
Castelnaudary,7378.0,23.1,18470.0,42.9,grey
Castelnau-d'Aude,357.0,16.0,20100.0,9.4,grey
Castelreng,159.0,10.3,17530.0,6.3,grey
Caudebronde,130.0,23.1,19700.0,5.7,grey
Val de Lambronne,153.0,19.1,18780.0,6.2,grey
Caunes-Minervois,1179.0,20.4,18030.0,17.2,grey
Caux-et-Sauzens,666.0,22.0,20500.0,12.9,grey
Cavanac,844.0,22.4,21180.0,14.5,grey
Caves,663.0,16.1,19060.0,12.9,grey
Cazilhac,1374.0,24.2,23140.0,18.5,grey
Cenne-Monestiés,310.0,15.0,20150.0,8.8,grey
Cépie,466.0,15.3,19910.0,10.8,grey
Chalabre,690.0,16.9,17770.0,13.1,grey
Comigne,270.0,15.3,20770.0,8.2,grey
Conilhac-Corbières,684.0,16.4,20160.0,13.1,grey
Conques-sur-Orbiel,1764.0,19.5,20400.0,21.0,grey
Couffoulens,444.0,25.5,20960.0,10.5,grey
Couiza,852.0,19.8,17530.0,14.6,grey
Cournanel,519.0,19.2,21150.0,11.4,grey
Coursan,4704.0,16.3,19080.0,34.3,grey
Coustouge,95.0,25.0,15030.0,4.9,grey
Cruscades,537.0,17.6,19800.0,11.6,grey
Cucugnan,106.0,25.3,18930.0,5.1,grey
Cuxac-Cabardès,605.0,22.5,18810.0,12.3,grey
Cuxac-d'Aude,3464.0,19.7,19270.0,29.4,grey
Davejean,99.0,11.1,14220.0,5.0,grey
La Digne-d'Amont,217.0,20.6,20450.0,7.4,grey
La Digne-d'Aval,392.0,22.5,21670.0,9.9,grey
Donazac,71.0,18.6,18240.0,4.2,grey
Douzens,560.0,15.1,18880.0,11.8,grey
Duilhac-sous-Peyrepertuse,127.0,17.0,15910.0,5.6,grey
Durban-Corbières,485.0,16.6,19050.0,11.0,grey
Embres-et-Castelmaure,151.0,28.6,18300.0,6.1,grey
Escales,350.0,15.4,18200.0,9.4,grey
Escueillens-et-Saint-Just-de-Bélengard,106.0,16.7,16910.0,5.1,grey
Espéraza,1348.0,15.5,17380.0,18.4,grey
Espezel,184.0,16.3,18160.0,6.8,grey
Fa,472.0,13.2,16520.0,10.9,grey
Fabrezan,1055.0,18.8,19280.0,16.2,grey
Fanjeaux,587.0,20.0,19560.0,12.1,grey
Félines-Termenès,108.0,10.6,12190.0,5.2,grey
Fendeille,406.0,20.0,21000.0,10.1,grey
Ferrals-les-Corbières,1061.0,16.3,18040.0,16.3,grey
Ferran,84.0,23.1,22250.0,4.6,grey
Festes-et-Saint-André,115.0,6.5,13060.0,5.4,grey
Feuilla,80.0,18.0,15290.0,4.5,grey
Fitou,783.0,23.6,19330.0,14.0,grey
Fleury,3959.0,20.2,19760.0,31.5,grey
Floure,259.0,20.0,17990.0,8.0,grey
Fontcouverte,412.0,15.0,20850.0,10.1,grey
Fontiers-Cabardès,341.0,17.6,17950.0,9.2,grey
Fontiès-d'Aude,418.0,14.6,19770.0,10.2,grey
Fontjoncouse,127.0,23.7,18080.0,5.6,grey
La Force,195.0,12.4,21030.0,7.0,grey
Fraissé-des-Corbières,186.0,18.8,17350.0,6.8,grey
Gaja-et-Villedieu,206.0,21.7,20270.0,7.2,grey
Gaja-la-Selve,110.0,12.6,16380.0,5.2,grey
Gardie,86.0,34.2,17980.0,4.6,grey
Ginestas,1145.0,21.8,19980.0,16.9,grey
Ginoles,244.0,30.5,19730.0,7.8,grey
Granès,99.0,7.2,18670.0,5.0,grey
Gruissan,5099.0,21.6,19950.0,35.7,grey
Homps,469.0,22.3,17280.0,10.8,grey
Hounoux,100.0,11.3,16200.0,5.0,grey
Issel,377.0,25.8,20420.0,9.7,grey
Labastide-d'Anjou,882.0,23.2,20730.0,14.8,grey
Labécède-Lauragais,345.0,14.8,20180.0,9.3,grey
Lacombe,144.0,13.9,20070.0,6.0,grey
Ladern-sur-Lauquet,224.0,22.7,20580.0,7.5,grey
Lagrasse,453.0,19.2,19000.0,10.6,grey
La Palme,1614.0,21.6,21030.0,20.1,grey
Laprade,121.0,30.0,16680.0,5.5,grey
La Redorte,808.0,19.2,18630.0,14.2,grey
Lasbordes,526.0,20.9,19680.0,11.5,grey
Lasserre-de-Prouille,189.0,15.1,17690.0,6.9,grey
Lastours,101.0,10.6,18010.0,5.0,grey
Laurabuc,325.0,20.2,21270.0,9.0,grey
Laurac,145.0,20.5,20160.0,6.0,grey
Lauraguel,443.0,16.7,19810.0,10.5,grey
Laure-Minervois,809.0,19.5,19040.0,14.2,grey
Lavalette,1106.0,17.6,21160.0,16.6,grey
Lespinassière,135.0,18.9,15680.0,5.8,grey
Leuc,590.0,23.9,22080.0,12.1,grey
Leucate,4829.0,24.7,20370.0,34.7,grey
Lézignan-Corbières,7571.0,17.6,18040.0,43.5,grey
Limousis,108.0,19.3,19140.0,5.2,grey
Limoux,6127.0,21.1,18950.0,39.1,grey
Loupia,193.0,21.6,20770.0,6.9,grey
Luc-sur-Aude,190.0,19.2,18990.0,6.9,grey
Luc-sur-Orbieu,866.0,20.4,18940.0,14.7,grey
Magrie,423.0,17.9,21340.0,10.3,grey
Mailhac,438.0,18.3,17730.0,10.5,grey
Malras,318.0,23.6,20830.0,8.9,grey
Malves-en-Minervois,684.0,21.0,21110.0,13.1,grey
Malviès,300.0,16.2,20560.0,8.7,grey
Marcorignan,1002.0,21.3,20920.0,15.8,grey
Marseillette,511.0,12.6,18440.0,11.3,grey
Les Martys,220.0,18.2,18850.0,7.4,grey
Mas-Cabardès,149.0,20.7,18630.0,6.1,grey
Mas-Saintes-Puelles,722.0,19.9,20720.0,13.4,grey
Mazerolles-du-Razès,132.0,13.4,15850.0,5.7,grey
Mirepeisset,591.0,21.3,19940.0,12.2,grey
Mireval-Lauragais,152.0,24.0,21320.0,6.2,grey
Molandier,182.0,26.7,22370.0,6.7,grey
Molleville,106.0,19.8,19920.0,5.1,grey
Montazels,413.0,17.5,20130.0,10.2,grey
Montbrun-des-Corbières,261.0,15.4,17730.0,8.1,grey
Montclar,143.0,15.7,20530.0,6.0,grey
Montferrand,412.0,21.3,22910.0,10.1,grey
Montlaur,589.0,18.3,17800.0,12.1,grey
Montmaur,258.0,22.3,23770.0,8.0,grey
Montolieu,685.0,26.8,19540.0,13.1,grey
Montréal,1437.0,26.2,19860.0,19.0,grey
Montredon-des-Corbières,1141.0,16.1,20430.0,16.9,grey
Montséret,446.0,16.5,20380.0,10.6,grey
Monze,167.0,21.3,19430.0,6.5,grey
Moussan,1650.0,17.6,21160.0,20.3,grey
Moussoulens,809.0,20.7,20370.0,14.2,grey
Mouthoumet,116.0,12.9,14120.0,5.4,grey
Moux,531.0,22.4,18670.0,11.5,grey
Narbonne,39431.0,22.3,18620.0,99.3,grey
Nébias,201.0,10.6,18160.0,7.1,grey
Névian,1071.0,17.2,20920.0,16.4,grey
Port-la-Nouvelle,5083.0,17.1,18560.0,35.6,grey
Ornaisons,991.0,19.7,19690.0,15.7,grey
Ouveillan,1857.0,20.9,19540.0,21.5,grey
Padern,123.0,14.0,15490.0,5.5,grey
Palaja,2072.0,25.1,23870.0,22.8,grey
Paraza,552.0,22.2,18960.0,11.7,grey
Pauligne,256.0,22.3,20150.0,8.0,grey
Payra-sur-l'Hers,159.0,27.3,18520.0,6.3,grey
Paziols,351.0,17.4,17100.0,9.4,grey
Pennautier,1978.0,20.5,21130.0,22.2,grey
Pépieux,739.0,18.0,18440.0,13.6,grey
Pexiora,866.0,17.3,18490.0,14.7,grey
Peyrens,346.0,27.2,20430.0,9.3,grey
Peyriac-de-Mer,1045.0,20.9,20940.0,16.2,grey
Peyriac-Minervois,898.0,21.5,18050.0,15.0,grey
Pezens,1167.0,13.9,19460.0,17.1,grey
Pieusse,725.0,19.0,20640.0,13.5,grey
Plaigne,84.0,17.4,19580.0,4.6,grey
La Pomarède,131.0,28.0,19770.0,5.7,grey
Pomas,709.0,18.9,20180.0,13.3,grey
Portel-des-Corbières,954.0,18.0,19700.0,15.4,grey
Pouzols-Minervois,417.0,19.2,19520.0,10.2,grey
Pradelles-Cabardès,163.0,12.9,18150.0,6.4,grey
Preixan,478.0,21.0,19930.0,10.9,grey
Puginier,123.0,21.2,21170.0,5.5,grey
Puichéric,852.0,18.0,17710.0,14.6,grey
Puilaurens,208.0,19.5,17250.0,7.2,grey
Puivert,400.0,24.5,16400.0,10.0,grey
Quillan,2343.0,21.7,17840.0,24.2,grey
Raissac-d'Aude,203.0,20.5,17920.0,7.1,grey
Raissac-sur-Lampy,340.0,17.9,21550.0,9.2,grey
Rennes-les-Bains,158.0,16.2,13360.0,6.3,grey
Ribaute,221.0,15.1,19820.0,7.4,grey
Ricaud,257.0,25.7,21990.0,8.0,grey
Rieux-Minervois,1420.0,18.7,17860.0,18.8,grey
Rivel,161.0,26.7,16680.0,6.3,grey
Rodome,118.0,12.2,15610.0,5.4,grey
Roquecourbe-Minervois,129.0,17.2,18840.0,5.7,grey
Roquefeuil,265.0,16.5,17450.0,8.1,grey
Roquefort-de-Sault,122.0,23.2,17250.0,5.5,grey
Roquefort-des-Corbières,1011.0,19.8,19690.0,15.9,grey
Roquetaillade,217.0,19.2,19950.0,7.4,grey
Roubia,372.0,24.3,20280.0,9.6,grey
Rouffiac-d'Aude,318.0,18.8,19260.0,8.9,grey
Roullens,386.0,16.4,21910.0,9.8,grey
Routier,174.0,19.3,19030.0,6.6,grey
Rustiques,349.0,24.7,20350.0,9.3,grey
Saint-André-de-Roquelongue,1147.0,18.2,19800.0,16.9,grey
Sainte-Camelle,104.0,12.7,22570.0,5.1,grey
Sainte-Colombe-sur-l'Hers,335.0,16.0,17570.0,9.2,grey
Saint-Couat-d'Aude,297.0,14.2,19720.0,8.6,grey
Saint-Denis,418.0,20.7,20140.0,10.2,grey
Sainte-Eulalie,386.0,19.4,21030.0,9.8,grey
Saint-Ferriol,103.0,23.8,16990.0,5.1,grey
Saint-Frichoux,195.0,10.9,18020.0,7.0,grey
Saint-Hilaire,585.0,19.1,19950.0,12.1,grey
Saint-Jean-de-Barrou,219.0,15.6,20930.0,7.4,grey
Saint-Jean-de-Paracol,90.0,2.7,12340.0,4.7,grey
Saint-Julia-de-Bec,113.0,27.4,19810.0,5.3,grey
Saint-Laurent-de-la-Cabrerisse,592.0,20.0,18360.0,12.2,grey
Saint-Marcel-sur-Aude,1448.0,16.6,19730.0,19.0,grey
Saint-Martin-de-Villereglan,323.0,19.5,21930.0,9.0,grey
Saint-Martin-Lalande,847.0,22.0,21770.0,14.6,grey
Saint-Martin-le-Vieil,192.0,22.2,22180.0,6.9,grey
Saint-Michel-de-Lanès,384.0,19.0,22270.0,9.8,grey
Saint-Nazaire-d'Aude,1644.0,19.0,20770.0,20.3,grey
Saint-Papoul,628.0,25.6,20400.0,12.5,grey
Saint-Paulet,162.0,24.8,20980.0,6.4,grey
Saint-Pierre-des-Champs,167.0,11.6,18990.0,6.5,grey
Saint-Polycarpe,143.0,18.1,19570.0,6.0,grey
Sainte-Valière,436.0,23.3,19050.0,10.4,grey
Saissac,660.0,17.4,17390.0,12.8,grey
Sallèles-Cabardès,108.0,9.4,18380.0,5.2,grey
Sallèles-d'Aude,2337.0,17.9,20120.0,24.2,grey
Salles-d'Aude,2695.0,22.2,20800.0,26.0,grey
Salles-sur-l'Hers,562.0,22.8,19670.0,11.9,grey
Salsigne,297.0,19.6,17240.0,8.6,grey
Serviès-en-Val,195.0,24.8,18200.0,7.0,grey
Sigean,4706.0,19.3,19760.0,34.3,grey
Sonnac-sur-l'Hers,114.0,20.7,21020.0,5.3,grey
Souilhanels,277.0,27.2,22950.0,8.3,grey
Souilhe,269.0,20.4,22270.0,8.2,grey
Soulatgé,90.0,11.7,13620.0,4.7,grey
Soupex,175.0,22.1,21050.0,6.6,grey
Talairan,302.0,19.4,18890.0,8.7,grey
Thézan-des-Corbières,486.0,19.4,18460.0,11.0,grey
Tournissan,217.0,12.4,17660.0,7.4,grey
Tourouzelle,324.0,16.7,19250.0,9.0,grey
Tourreilles,102.0,22.2,18260.0,5.0,grey
Trausse,468.0,17.3,18030.0,10.8,grey
Trèbes,3887.0,21.4,17960.0,31.2,grey
Treilles,242.0,17.6,18580.0,7.8,grey
Tréville,94.0,11.6,20790.0,4.8,grey
Tuchan,698.0,20.1,17320.0,13.2,grey
Ventenac-Cabardès,791.0,21.3,21120.0,14.1,grey
Ventenac-en-Minervois,482.0,25.3,20590.0,11.0,grey
Verdun-en-Lauragais,230.0,23.5,20230.0,7.6,grey
Verzeille,331.0,19.4,20350.0,9.1,grey
Villalier,702.0,16.7,19870.0,13.2,grey
Villanière,112.0,20.0,19860.0,5.3,grey
Villardonnel,367.0,18.1,18160.0,9.6,grey
Villar-Saint-Anselme,96.0,17.7,21210.0,4.9,grey
Villarzel-Cabardès,204.0,22.9,19320.0,7.1,grey
Villasavary,883.0,18.2,20030.0,14.9,grey
Villebazy,117.0,16.3,18950.0,5.4,grey
Villedaigne,416.0,16.7,16250.0,10.2,grey
Villedubert,316.0,19.7,22590.0,8.9,grey
Villefloure,135.0,9.6,14860.0,5.8,grey
Villegailhenc,1328.0,18.7,19600.0,18.2,grey
Villegly,900.0,21.5,20410.0,15.0,grey
Villelongue-d'Aude,228.0,19.7,19320.0,7.5,grey
Villemagne,210.0,23.2,19760.0,7.2,grey
Villemoustaussou,3421.0,25.1,22350.0,29.2,grey
Villeneuve-la-Comptal,1021.0,22.9,21200.0,16.0,grey
Villeneuve-les-Corbières,208.0,18.8,14740.0,7.2,grey
Villeneuve-lès-Montréal,213.0,23.0,21250.0,7.3,grey
Villeneuve-Minervois,712.0,19.9,18410.0,13.3,grey
Villepinte,852.0,19.2,19230.0,14.6,grey
Villerouge-Termenès,165.0,14.0,17290.0,6.4,grey
Villesèque-des-Corbières,320.0,17.5,15980.0,8.9,grey
Villesèquelande,726.0,16.3,20430.0,13.5,grey
Villesiscle,270.0,19.0,20070.0,8.2,grey
Villespy,307.0,19.9,19020.0,8.8,grey
Vinassan,2039.0,19.1,21940.0,22.6,grey
Agen-d'Aveyron,964.0,32.1,23870.0,15.5,grey
Aguessac,717.0,26.4,21030.0,13.4,grey
Les Albres,287.0,17.8,20010.0,8.5,grey
Almont-les-Junies,371.0,40.8,19450.0,9.6,grey
Alrance,319.0,36.7,17710.0,8.9,grey
Ambeyrac,146.0,19.5,18470.0,6.0,grey
Anglars-Saint-Félix,624.0,25.7,20270.0,12.5,grey
Arques,109.0,33.3,20420.0,5.2,grey
Arvieu,720.0,30.8,20410.0,13.4,grey
Asprières,509.0,16.5,21230.0,11.3,grey
Aubin,2965.0,18.6,19560.0,27.2,grey
Auriac-Lagast,209.0,37.8,18460.0,7.2,grey
Auzits,682.0,27.0,19730.0,13.1,grey
Ayssènes,180.0,31.0,18440.0,6.7,grey
Balaguier-d'Olt,186.0,17.0,19750.0,6.8,grey
Le Bas Ségala,1417.0,19.6,19620.0,18.8,grey
La Bastide-Pradines,108.0,14.9,18640.0,5.2,grey
Belcastel,203.0,23.3,18540.0,7.1,grey
Belmont-sur-Rance,709.0,26.8,19660.0,13.3,grey
Bertholène,834.0,23.5,21240.0,14.4,grey
Bessuéjouls,219.0,19.0,20120.0,7.4,grey
Boisse-Penchot,397.0,14.1,18860.0,10.0,grey
Bor-et-Bar,168.0,20.0,16240.0,6.5,grey
Bouillac,328.0,17.6,19040.0,9.1,grey
Bournazel,276.0,37.4,21070.0,8.3,grey
Boussac,491.0,31.5,20550.0,11.1,grey
Bozouls,2364.0,29.4,22140.0,24.3,grey
Brandonnet,268.0,21.8,19580.0,8.2,grey
Brasc,158.0,26.1,15160.0,6.3,grey
Brommat,536.0,27.6,19040.0,11.6,grey
Broquiès,503.0,27.9,16590.0,11.2,grey
Brousse-le-Château,144.0,17.0,19210.0,6.0,grey
Brusque,304.0,21.8,19060.0,8.7,grey
Cabanès,264.0,29.0,18620.0,8.1,grey
Calmels-et-le-Viala,189.0,28.9,19130.0,6.9,grey
Calmont,1598.0,33.3,23840.0,20.0,grey
Camarès,827.0,27.1,19670.0,14.4,grey
Camboulazet,349.0,26.4,21770.0,9.3,grey
Camjac,515.0,27.9,21130.0,11.3,grey
Campagnac,375.0,19.0,18770.0,9.7,grey
Campouriez,338.0,21.2,19600.0,9.2,grey
Campuac,381.0,35.3,19560.0,9.8,grey
Canet-de-Salars,381.0,32.0,19980.0,9.8,grey
Cantoin,302.0,33.5,19270.0,8.7,grey
Capdenac-Gare,3289.0,22.1,20030.0,28.7,grey
La Capelle-Balaguier,265.0,25.9,20410.0,8.1,grey
La Capelle-Bleys,324.0,25.3,19790.0,9.0,grey
Baraqueville,2305.0,30.9,21810.0,24.0,grey
Cassagnes-Bégonhès,808.0,30.9,19690.0,14.2,grey
Cassuéjouls,110.0,36.6,19100.0,5.2,grey
Castanet,481.0,33.4,19510.0,11.0,grey
Castelmary,112.0,29.4,19000.0,5.3,grey
Castelnau-de-Mandailles,491.0,30.0,19960.0,11.1,grey
Castelnau-Pégayrols,280.0,24.8,19680.0,8.4,grey
La Cavalerie,916.0,19.2,19090.0,15.1,grey
Le Cayrol,245.0,24.0,16760.0,7.8,grey
Centrès,455.0,30.1,18250.0,10.7,grey
Clairvaux-d'Aveyron,871.0,32.9,23440.0,14.8,grey
Colombiès,789.0,35.5,18570.0,14.0,grey
Combret,247.0,25.3,18350.0,7.9,grey
Compeyre,488.0,23.1,21840.0,11.0,grey
Compolibat,310.0,28.3,20850.0,8.8,grey
Comprégnac,236.0,20.6,20830.0,7.7,grey
Comps-la-Grand-Ville,507.0,28.0,20920.0,11.3,grey
Condom-d'Aubrac,274.0,27.1,18370.0,8.3,grey
Conques-en-Rouergue,1446.0,30.8,20470.0,19.0,grey
Cornus,414.0,20.8,19250.0,10.2,grey
Les Costes-Gozon,142.0,31.5,17310.0,6.0,grey
Coubisou,427.0,22.2,19990.0,10.3,grey
Coupiac,370.0,35.0,17990.0,9.6,grey
La Couvertoirade,204.0,12.4,17550.0,7.1,grey
Cransac,1138.0,18.4,17680.0,16.9,grey
Creissels,1327.0,23.3,20520.0,18.2,grey
Crespin,244.0,19.9,17520.0,7.8,grey
La Cresse,282.0,26.5,20950.0,8.4,grey
Curières,196.0,30.1,18900.0,7.0,grey
Decazeville,3574.0,22.0,18090.0,29.9,grey
Druelle Balsac,2383.0,33.8,24700.0,24.4,grey
Drulhe,405.0,21.6,19350.0,10.1,grey
Durenque,440.0,29.9,18040.0,10.5,grey
Le Fel,152.0,24.8,19610.0,6.2,grey
Entraygues-sur-Truyère,816.0,28.2,20130.0,14.3,grey
Escandolières,194.0,21.2,20050.0,7.0,grey
Espalion,3548.0,30.8,20730.0,29.8,grey
Espeyrac,220.0,24.1,19940.0,7.4,grey
Estaing,483.0,34.8,20070.0,11.0,grey
Fayet,248.0,31.4,18440.0,7.9,grey
Firmi,1926.0,23.6,21530.0,21.9,grey
Flagnac,819.0,24.7,21700.0,14.3,grey
Flavin,1959.0,33.7,22900.0,22.1,grey
Florentin-la-Capelle,287.0,21.9,17190.0,8.5,grey
Foissac,372.0,16.9,21140.0,9.6,grey
La Fouillade,928.0,25.3,19440.0,15.2,grey
Gabriac,470.0,30.4,21180.0,10.8,grey
Gaillac-d'Aveyron,271.0,17.5,19320.0,8.2,grey
Galgan,313.0,30.4,19810.0,8.8,grey
Gissac,100.0,35.4,20360.0,5.0,grey
Golinhac,332.0,33.3,19190.0,9.1,grey
Goutrens,464.0,26.1,22340.0,10.8,grey
Gramond,404.0,30.0,21310.0,10.0,grey
L'Hospitalet-du-Larzac,266.0,20.7,18580.0,8.2,grey
Huparlac,211.0,29.3,19170.0,7.3,grey
Lacroix-Barrez,450.0,32.8,19120.0,10.6,grey
Laguiole,928.0,36.2,20790.0,15.2,grey
Laissac-Sévérac l'Eglise,1575.0,29.6,20300.0,19.8,grey
Lanuéjouls,537.0,35.0,20640.0,11.6,grey
