Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS_2022,Ecart-type de l'IPS_2022,IPS_2017,Ecart-type de l'IPS_2017,Ecart-type de l'IPS_2020,latitude,longitude
2021-2022,ORLEANS-TOURS,036,INDRE,0360022D,COLLEGE CALMETTE ET GUERIN,36069,ECUEILLE,public,98.8,26.5,96.9,,26.7,47.08005423034975,1.345209515170679
2021-2022,ORLEANS-TOURS,036,INDRE,0360037V,COLLEGE LOUIS PERGAUD,36208,SAINTE SEVERE SUR INDRE,public,102.2,33.7,99.8,,35.2,46.48697688703011,2.0656996861345145
2021-2022,ORLEANS-TOURS,036,INDRE,0360038W,COLLEGE JEAN ROSTAND,36224,TOURNON SAINT MARTIN,public,100.6,30.3,99.3,,32.2,46.73540075477212,0.9654505251056984
2021-2022,ORLEANS-TOURS,036,INDRE,0360511K,COLLEGE PRIVE IMMACULEE CONCEPTION,36031,BUZANCAIS,privé sous contrat,99.2,30.7,102.3,,31.8,46.88841908647333,1.4264196004569294
2021-2022,ORLEANS-TOURS,036,INDRE,0360544W,COLLEGE DENIS DIDEROT,36088,ISSOUDUN,public,88.5,31.5,90.7,,32.3,46.94493413362061,2.003769733796371
2021-2022,ORLEANS-TOURS,036,INDRE,0360546Y,COLLEGE JEAN MOULIN,36192,SAINT GAULTIER,public,94.8,31.3,96.3,,33.0,46.63434435047339,1.4228894805591903
2021-2022,ORLEANS-TOURS,036,INDRE,0360567W,COLLEGE PRIVE LEON XIII,36044,CHATEAUROUX,privé sous contrat,121.3,34.3,113.9,,35.9,46.81449615080017,1.700150422697554
2021-2022,ORLEANS-TOURS,036,INDRE,0360721N,COLLEGE HONORE DE BALZAC,36088,ISSOUDUN,public,96.1,34.6,96.2,,34.8,46.94972059435987,1.9974094466260124
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370007G,COLLEGE ANDRE BAUCHANT,37063,CHATEAU RENAULT,public,101.3,31.8,97.0,,33.7,47.59779567418987,0.9172195983985532
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370022Y,COLLEGE SIMONE VEIL,37167,NEUILLE PONT PIERRE,public,111.7,32.9,116.3,,32.3,47.55017292325997,0.5596193919407955
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370045Y,COLLEGE FRANCOIS RABELAIS,37261,TOURS,public,111.6,43.3,113.9,,42.1,47.38534598920548,0.6757803644704092
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370729S,COLLEGE PRIVE SAINT MARTIN,37261,TOURS,privé sous contrat,140.9,29.7,137.1,,28.1,47.39236267696318,0.6838194156937225
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370733W,COLLEGE PRIVE LE JOUTEUX,37031,BOURGUEIL,privé sous contrat,98.2,31.2,96.0,,26.1,47.28458117107766,0.1691395367371142
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370745J,COLLEGE PRIVE CHRIST ROI NOTRE DAME DES AILES,37261,TOURS,privé sous contrat,123.8,32.6,124.9,,30.9,47.41291228644143,0.6840005076209941
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370792K,COLLEGE HENRI BERGSON,37214,SAINT CYR SUR LOIRE,public,116.1,36.9,120.8,,38.0,47.41121915412025,0.6683603308899476
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370793L,COLLEGE ALBERT CAMUS,37154,MONTBAZON,public,117.9,30.5,116.2,,30.9,47.28480920033638,0.707050569270416
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0370884K,COLLEGE MONTAIGNE,37261,TOURS,public,105.4,34.6,106.4,,32.7,47.42972005951443,0.6797197129702062
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0371192V,COLLEGE ROGER JAHAN,37115,DESCARTES,public,95.6,33.7,91.9,,33.5,46.97767866060584,0.6958193602711612
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0371204H,COLLEGE GEORGES BRASSENS,37104,ESVRES,public,117.5,32.5,117.0,,33.7,47.29147713429939,0.7879405791826165
2021-2022,ORLEANS-TOURS,037,INDRE-ET-LOIRE,0371329U,COLLEGE PRIVE SAINT DENIS,37132,LOCHES,privé sous contrat,127.4,34.9,124.7,,34.9,47.12738740269079,0.9937400808624736
2021-2022,GRENOBLE,038,ISERE,0380013H,COLLEGE NELSON MANDELA,38317,LE PONT DE CLAIX,public,82.0,27.6,85.9,,28.1,45.132686918601145,5.697140547137221
2021-2022,GRENOBLE,038,ISERE,0380044S,COLLEGE MARCEL CUYNAT,38242,MONESTIER DE CLERMONT,public,123.6,33.2,111.5,,33.9,44.91542827013996,5.630070529489637
2021-2022,GRENOBLE,038,ISERE,0380047V,COLLEGE DU VALLON DES MOTTES,38265,LA MOTTE D AVEILLANS,public,114.0,32.2,112.8,,33.5,44.96098688976949,5.743999839857053
2021-2022,GRENOBLE,038,ISERE,0380087N,COLLEGE JOSEPH CHASSIGNEUX,38559,VINAY,public,112.1,34.4,112.2,,34.7,45.21001469398157,5.407339856421297
2021-2022,GRENOBLE,038,ISERE,0380278W,COLLEGE LE CALLOUD,38509,LA TOUR DU PIN,public,99.5,36.8,97.2,,36.0,45.57161025155332,5.445399635536207
2021-2022,GRENOBLE,038,ISERE,0380357G,COLLEGE EDOUARD VAILLANT,38421,SAINT MARTIN D HERES,public,90.6,35.0,91.7,,33.2,45.17909365532876,5.754519804977391
2021-2022,GRENOBLE,038,ISERE,0381604M,COLLEGE VERCORS,38185,GRENOBLE,public,83.4,35.4,81.1,,32.1,45.177163473158906,5.743450407698
2021-2022,GRENOBLE,038,ISERE,0381667F,COLLEGE PRIVE NOTRE DAME DE SION,38185,GRENOBLE,privé sous contrat,114.3,32.3,105.9,,34.9,45.16884230527605,5.709599554615148
2021-2022,GRENOBLE,038,ISERE,0381689E,COLLEGE PRIVE SAINT FRANCOIS,38130,LA COTE SAINT ANDRE,privé sous contrat,112.1,33.3,115.7,,33.6,45.39324372429397,5.2551497737791575
2021-2022,GRENOBLE,038,ISERE,0381907S,COLLEGE FRANCOIS PONSARD,38544,VIENNE,public,97.1,39.3,94.1,,39.7,45.52647975925464,4.87715053326017
2021-2022,GRENOBLE,038,ISERE,0382103E,COLLEGE LAMARTINE,38138,CREMIEU,public,117.1,33.6,117.5,,32.7,45.72322863082592,5.246660478563362
2021-2022,GRENOBLE,038,ISERE,0382265F,COLLEGE FERNAND BOUVIER,38399,SAINT JEAN DE BOURNAY,public,111.5,33.5,105.6,,34.4,45.49774561304263,5.142170300003811
2021-2022,GRENOBLE,038,ISERE,0382266G,COLLEGE ROBERT DESNOS,38337,RIVES,public,108.6,36.6,106.1,,36.8,45.35026322274047,5.503850564064076
2021-2022,GRENOBLE,038,ISERE,0382426F,COLLEGE LOUIS MAUBERRET,38269,LA MURE,public,105.3,37.6,106.5,,37.3,44.90180329026904,5.798509642594976
2021-2022,GRENOBLE,038,ISERE,0382430K,COLLEGE DE L ISLE,38544,VIENNE,public,115.6,34.3,111.1,,34.0,45.50570608857339,4.852547892456525
2021-2022,GRENOBLE,038,ISERE,0382431L,COLLEGE MARC SANGNIER,38486,SEYSSINS,public,130.2,35.1,127.3,,34.5,45.164724761811726,5.6900993686557415
2021-2022,GRENOBLE,038,ISERE,0382706K,COLLEGE LES ALLINGES,38449,SAINT QUENTIN FALLAVIER,public,102.3,34.4,105.5,,34.4,45.62903707692166,5.114309184644397
2021-2022,GRENOBLE,038,ISERE,0382781S,COLLEGE SIMONE DE BEAUVOIR,38140,CROLLES,public,125.2,38.3,134.4,,37.4,45.27843538823611,5.878670547119107
2021-2022,GRENOBLE,038,ISERE,0383260M,COLLEGE JULES VERNE,38524,VARCES ALLIERES ET RISSET,public,124.3,32.0,125.4,,32.2,45.094950681277545,5.673249443560194
2021-2022,GRENOBLE,038,ISERE,0383455Z,COLLEGE STEPHEN HAWKING,38193,L ISLE D ABEAU,public,119.6,36.9,116.6,,35.3,45.60340710573274,5.224538340890067
2021-2022,GRENOBLE,038,ISERE,0383475W,COLLEGE PRIVE JEAN PAUL II,38554,VILLEMOIRIEU,privé sous contrat,117.4,29.3,109.7,,29.1,45.72394887075178,5.217479494250131
2021-2022,BESANCON,039,JURA,0390010Z,COLLEGE JEAN JAURES,39189,DAMPARIS,public,104.8,33.2,102.9,,33.3,47.06815783045048,5.414599444546968
2021-2022,BESANCON,039,JURA,0390025R,COLLEGE PIERRE VERNOTTE,39333,MOIRANS EN MONTAGNE,public,102.7,34.4,96.2,,35.5,46.43691520532894,5.721950170115803
2021-2022,BESANCON,039,JURA,0390028U,COLLEGE PIERRE HYACINTHE CAZEAUX,39368,HAUTS DE BIENNE,public,94.3,34.7,88.9,,34.2,46.51894080971157,6.025469973975638
2021-2022,BESANCON,039,JURA,0390085F,COLLEGE PRIVE SAINT ANATOILE,39500,SALINS LES BAINS,privé sous contrat,99.7,30.5,93.2,,28.2,46.9357912207124,5.878880092244142
2021-2022,BESANCON,039,JURA,0390784R,COLLEGE GILBERT COUSIN,39391,NOZEROY,public,102.6,27.3,103.8,,30.4,46.779338290770895,6.046260583534552
2021-2022,BESANCON,039,JURA,0390923S,COLLEGE LE ROCHAT,39470,LES ROUSSES,public,114.9,35.0,114.1,,35.4,46.489607694774215,6.0696700528740415
2021-2022,BESANCON,039,JURA,0390961H,COLLEGE LES LOUATAUX,39097,CHAMPAGNOLE,public,106.4,33.6,105.4,,34.3,46.7337803680386,5.9265896649911625
2021-2022,BESANCON,039,JURA,0390962J,COLLEGE VICTOR CONSIDERANT,39500,SALINS LES BAINS,public,110.9,35.2,108.6,,33.0,46.94974463899238,5.881210024459909
2021-2022,BESANCON,039,JURA,0390997X,COLLEGE JULES GREVY,39365,MONT SOUS VAUDREY,public,106.4,31.3,97.6,,32.7,46.98237367694576,5.60526994804134
2021-2022,BESANCON,039,JURA,0391002C,COLLEGE PRIVE NOTRE DAME DE MONT ROLAND,39198,DOLE,privé sous contrat,97.9,35.2,94.5,,35.5,47.09294508635778,5.48992044872004
2021-2022,BESANCON,039,JURA,0391035N,COLLEGE DU PLATEAU,39286,LAVANS LES SAINT CLAUDE,public,101.9,35.9,94.6,,35.2,46.39242834802411,5.7886534489811705
2021-2022,BORDEAUX,040,LANDES,0400034V,COLLEGE GEORGE SAND,40245,ROQUEFORT,public,100.1,32.7,98.4,,32.8,44.03198233458615,-0.3215214868366939
2021-2022,BORDEAUX,040,LANDES,0400071K,COLLEGE PRIVE SAINT JOSEPH,40065,CAPBRETON,privé sous contrat,121.6,32.3,119.2,,32.8,43.64032455302885,-1.4289396832746917
2021-2022,BORDEAUX,040,LANDES,0400103V,COLLEGE LUBET BARBON,40281,SAINT PIERRE DU MONT,public,99.9,35.9,100.8,,35.4,43.87779141657054,-0.5093728558010466
2021-2022,BORDEAUX,040,LANDES,0401022U,COLLEGE PRIVE SAINT JACQUES DE COMPOSTELLE,40088,DAX,privé sous contrat,119.5,32.5,116.4,,32.6,43.6942493515044,-1.058228742054946
2021-2022,BORDEAUX,040,LANDES,0401048X,COLLEGE NELSON MANDELA,40046,BISCARROSSE,public,115.2,33.3,110.6,,32.3,44.415721983785815,-1.157303525227308
2021-2022,BORDEAUX,040,LANDES,0401091U,COLLEGE ELISABETH ET ROBERT BADINTER,40004,ANGRESSE,public,117.6,33.0,,,,43.66038076145242,-1.3582992189175036
2021-2022,ORLEANS-TOURS,041,LOIR-ET-CHER,0410008L,COLLEGE JEAN ROSTAND,41106,LAMOTTE BEUVRON,public,101.3,31.8,98.6,,32.0,47.59592126232975,2.0191804666340283
2021-2022,ORLEANS-TOURS,041,LOIR-ET-CHER,0410019Y,COLLEGE MAURICE GENEVOIX,41194,ROMORANTIN LANTHENAY,public,99.3,34.5,93.9,,34.3,47.36301182060434,1.7430494630193054
2021-2022,ORLEANS-TOURS,041,LOIR-ET-CHER,0410596A,COLLEGE ALPHONSE KAAR,41143,MONDOUBLEAU,public,92.8,31.9,93.8,,30.2,47.98121999742099,0.8993693796117779
2021-2022,ORLEANS-TOURS,041,LOIR-ET-CHER,0410793P,COLLEGE LEONARD DE VINCI,41194,ROMORANTIN LANTHENAY,public,83.6,31.8,86.6,,32.0,47.35196978181528,1.7470997684602163
2021-2022,ORLEANS-TOURS,041,LOIR-ET-CHER,0410860M,COLLEGE AUGUSTIN THIERRY,41018,BLOIS,public,102.1,34.9,104.5,,35.9,47.59632563896045,1.3298701241331403
2021-2022,ORLEANS-TOURS,041,LOIR-ET-CHER,0410952M,COLLEGE FRANCOIS RABELAIS,41018,BLOIS,public,64.0,19.8,71.8,,22.2,47.59447793664912,1.3163799783909151
2021-2022,LYON,042,LOIRE,0420003A,COLLEGE DU PILAT,42023,BOURG ARGENTAL,public,106.4,35.4,105.7,,35.5,45.29939220581404,4.573660012084497
2021-2022,LYON,042,LOIRE,0420978K,COLLEGE PRIVE FRANCOIS D ASSISE,42187,ROANNE,privé sous contrat,120.1,33.4,116.3,,33.6,46.03633732426127,4.0626095149588455
2021-2022,LYON,042,LOIRE,0421057W,COLLEGE PRIVE MARCELLIN CHAMPAGNAT,42094,FEURS,privé sous contrat,105.3,33.3,99.8,,35.3,45.74538178464553,4.223950383047847
2021-2022,LYON,042,LOIRE,0421061A,COLLEGE PRIVE SAINT CAMILLE,42248,SAINT JUST EN CHEVALET,privé sous contrat,97.7,25.9,99.7,,24.7,45.91406640063919,3.847340188573493
2021-2022,LYON,042,LOIRE,0421063C,COLLEGE PRIVE SAINT JOSEPH,42279,SAINT JUST SAINT RAMBERT,privé sous contrat,118.1,34.7,116.7,,35.6,45.5023647170814,4.264900324031113
2021-2022,LYON,042,LOIRE,0421068H,COLLEGE LE BOIS DE LA RIVE,42316,UNIEUX,public,102.6,36.0,105.2,,35.3,45.40004577259041,4.259459530297409
2021-2022,LYON,042,LOIRE,0421174Y,COLLEGE LOUIS GRÜNER,42189,ROCHE LA MOLIERE,public,101.8,33.5,102.3,,33.8,45.42300126199492,4.312079385051153
2021-2022,LYON,042,LOIRE,0421486M,COLLEGE PIERRE JOANNON,42207,SAINT CHAMOND,public,92.8,33.7,95.0,,33.1,45.45963076148744,4.51173782637113
2021-2022,LYON,042,LOIRE,0421487N,COLLEGE JACQUES PREVERT,42005,ANDREZIEUX BOUTHEON,public,101.4,35.4,101.0,,35.4,45.52948793571253,4.266710174692869
2021-2022,LYON,042,LOIRE,0421490S,COLLEGE NICOLAS CONTE,42181,REGNY,public,103.2,32.9,97.4,,31.3,45.98734606890547,4.210356121542226
2021-2022,LYON,042,LOIRE,0421569C,COLLEGE ARISTIDE BRIAND,42218,SAINT ETIENNE,public,89.0,33.2,92.1,,33.5,45.44153131726916,4.4349195821724585
2021-2022,LYON,042,LOIRE,0421572F,COLLEGE MICHEL SERVET,42052,CHARLIEU,public,103.5,32.2,106.5,,33.0,46.158634057852616,4.175610051425456
2021-2022,LYON,042,LOIRE,0421607U,COLLEGE JULES ROMAINS,42222,SAINT GALMIER,public,115.1,33.0,111.6,,34.4,45.599625140517055,4.291090499433805
2021-2022,LYON,042,LOIRE,0421680Y,COLLEGE LOUISE MICHEL,42186,RIVE DE GIER,public,94.5,37.3,87.4,,36.9,45.52062787286724,4.614620487457737
2021-2022,LYON,042,LOIRE,0421688G,COLLEGE JEAN ROSTAND,42207,SAINT CHAMOND,public,87.4,31.5,79.6,,30.4,45.47898323665883,4.536359707872857
2021-2022,LYON,042,LOIRE,0421735H,COLLEGE DE LA COTE ROANNAISE,42182,RENAISON,public,113.1,34.0,109.0,,34.2,46.05042359903577,3.927278340865947
2021-2022,LYON,042,LOIRE,0421804H,COLLEGE PRIVE EXTERNAT SAINT MICHEL,42218,SAINT ETIENNE,privé sous contrat,116.6,36.2,110.2,,37.1,45.43141536678832,4.397579941072392
2021-2022,LYON,042,LOIRE,0421919H,COLLEGE MASSENET FOURNEYRON,42044,LE CHAMBON FEUGEROLLES,public,80.1,30.6,81.3,,27.2,45.39922504104214,4.333899589658417
2021-2022,CLERMONT-FERRAND,043,HAUTE-LOIRE,0430029Y,COLLEGE MARGUERITE THOMAS,43185,SAINTE FLORINE,public,97.2,32.8,90.1,,31.7,45.402114959026726,3.3174403511653945
2021-2022,CLERMONT-FERRAND,043,HAUTE-LOIRE,0430034D,COLLEGE DE LA LIONCHERE,43244,TENCE,public,104.4,31.8,99.8,,32.8,45.113132490595774,4.294139521593768
2021-2022,CLERMONT-FERRAND,043,HAUTE-LOIRE,0430069S,COLLEGE PRIVE LE SACRE COEUR,43087,DUNIERES,privé sous contrat,101.4,31.2,90.4,,30.9,45.21584063603317,4.344720516955921
2021-2022,CLERMONT-FERRAND,043,HAUTE-LOIRE,0430090P,COLLEGE PRIVE SACRE COEUR,43224,SAINTE SIGOLENE,privé sous contrat,88.0,28.8,89.1,,29.7,45.24206623030144,4.233090499987746
2021-2022,CLERMONT-FERRAND,043,HAUTE-LOIRE,0430092S,COLLEGE PRIVE LA PRESENTATION,43234,SAUGUES,privé sous contrat,96.2,20.7,96.6,,25.1,44.96026960946487,3.5482696837538024
2021-2022,CLERMONT-FERRAND,043,HAUTE-LOIRE,0430663M,COLLEGE LE MONTEIL,43137,MONISTROL SUR LOIRE,public,113.5,35.8,108.7,,35.0,45.29223060103258,4.163860457965475
2021-2022,CLERMONT-FERRAND,043,HAUTE-LOIRE,0431009N,COLLEGE PRIVE SAINT LOUIS,43157,LE PUY EN VELAY,privé sous contrat,105.8,31.0,107.6,,31.1,45.03902183262887,3.881889573104437
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440018F,COLLEGE RAYMOND QUENEAU,44087,MACHECOUL SAINT MEME,public,95.2,30.1,95.0,,30.9,46.99043905299262,-1.818739971188107
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440064F,COLLEGE PONT ROUSSEAU,44143,REZE,public,114.3,40.2,113.8,,38.8,47.18652350529925,-1.5453594464955067
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440203G,COLLEGE PRIVE SAINT MARTIN,44109,NANTES,privé sous contrat,83.8,32.9,80.5,,33.8,47.20079616233207,-1.5954500192719163
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440207L,COLLEGE PRIVE SAINT RAPHAËL,44109,NANTES,privé sous contrat,117.9,34.3,107.2,,34.3,47.22781945429561,-1.5424299143502962
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440226G,COLLEGE PRIVE NOTRE DAME DE RECOUVRANCE,44131,PORNIC,privé sous contrat,118.0,34.3,117.3,,35.3,47.11890728671541,-2.100360556640598
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440232N,COLLEGE PRIVE SAINT AUGUSTIN,44144,RIAILLE,privé sous contrat,99.1,30.3,91.8,,28.4,47.51903444063109,-1.291950568836395
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440236T,COLLEGE PRIVE LE SACRE COEUR,44186,SAINTE PAZANNE,privé sous contrat,113.7,32.1,114.7,,32.3,47.09944622103999,-1.8165804407354236
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440283U,COLLEGE LIBERTAIRE RUTIGLIANO,44109,NANTES,public,97.8,42.1,95.9,,41.3,47.24015076665847,-1.5395599920872018
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440287Y,COLLEGE LE HERAULT,44162,SAINT HERBLAIN,public,108.3,39.3,109.2,,37.2,47.235876217539335,-1.599079830791879
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440311Z,COLLEGE ERNEST RENAN,44162,SAINT HERBLAIN,public,80.9,30.9,79.6,,29.6,47.2145552387772,-1.6136695405072288
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0440350S,COLLEGE ALBERT VINCON,44184,SAINT NAZAIRE,public,106.2,39.1,107.7,,38.3,47.25546787053045,-2.258229461261846
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0441616T,COLLEGE JULIEN LAMBOT,44210,TRIGNAC,public,89.0,29.7,86.8,,28.7,47.301180368951066,-2.199930035605023
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0441654J,COLLEGE ISABELLE AUTISSIER,44110,NORT SUR ERDRE,public,115.5,32.3,108.9,,31.9,47.43681770444923,-1.4983799856775752
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0441727N,COLLEGE ARTHUR RIMBAUD,44052,DONGES,public,90.1,28.0,91.7,,27.4,47.32193185592498,-2.0739896646570566
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0441821R,COLLEGE JULES VERNE,44109,NANTES,public,130.6,39.0,139.1,,37.8,47.21717402221057,-1.5610800155599538
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0441822S,COLLEGE GRAND AIR,44055,LA BAULE ESCOUBLAC,public,132.0,33.0,129.3,,30.8,47.28745043018352,-2.373919613860018
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0441935P,COLLEGE PRIVE NOTRE DAME DE TOUTES AIDES,44109,NANTES,privé sous contrat,116.9,37.9,123.4,,37.6,47.22836530022264,-1.519516261723193
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0441936R,COLLEGE PRIVE LA PERVERIE SACRE COEUR,44109,NANTES,privé sous contrat,140.0,28.7,139.4,,28.6,47.24351476296307,-1.5622918229573295
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0441938T,COLLEGE PRIVE SAINT STANISLAS,44109,NANTES,privé sous contrat,139.4,29.2,135.7,,27.3,47.223545165985726,-1.5562902897822823
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0442023K,COLLEGE PAUL GAUGUIN,44045,CORDEMAIS,public,117.2,35.2,115.9,,35.6,47.309336086729246,-1.8324593456057252
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0442119P,COLLEGE PRIVE DE BRETAGNE,44109,NANTES,privé sous contrat,130.5,33.9,112.2,,37.3,47.23268537704002,-1.5205601557879864
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0442186M,COLLEGE CONDORCET,44188,SAINT PHILBERT DE GRAND LIEU,public,111.0,33.3,112.6,,33.1,47.03979366337347,-1.6478602909800686
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0442368K,COLLEGE DU PAYS BLANC,44069,GUERANDE,public,111.1,31.7,111.7,,33.1,47.33890913139504,-2.4330095174072235
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0442781J,COLLEGE ROSA PARKS,44043,CLISSON,public,118.5,31.2,111.4,,32.5,47.08895037997319,-1.2951099922896223
2021-2022,NANTES,044,LOIRE-ATLANTIQUE,0442835T,COLLEGE SIMONE VEIL,44109,NANTES,public,106.4,40.7,,,40.3,47.26860017664039,-1.5165006127201968
2021-2022,ORLEANS-TOURS,045,LOIRET,0450038X,COLLEGE GASTON COUTE,45203,MEUNG SUR LOIRE,public,109.1,34.7,108.8,,34.6,47.83311268225408,1.6803001591496889
2021-2022,ORLEANS-TOURS,045,LOIRET,0450479B,COLLEGE PRIVE MAITRISE NOTRE DAME,45028,BEAUGENCY,privé sous contrat,102.6,36.2,111.3,,34.9,47.776460616995806,1.6318300217336084
2021-2022,ORLEANS-TOURS,045,LOIRET,0450787L,COLLEGE GUTENBERG,45191,LE MALESHERBOIS,public,97.9,30.0,93.2,,28.4,48.29568126528134,2.4103697875592323
2021-2022,ORLEANS-TOURS,045,LOIRET,0451068S,COLLEGE MONTABUZARD,45169,INGRE,public,114.2,33.8,114.8,,34.7,47.920347151656,1.834190587642808
2021-2022,ORLEANS-TOURS,045,LOIRET,0451072W,COLLEGE PIERRE DE COUBERTIN,45284,SAINT JEAN DE BRAYE,public,112.9,38.3,113.7,,39.0,47.9134604074543,1.979379870606504
2021-2022,ORLEANS-TOURS,045,LOIRET,0451148D,COLLEGE PABLO PICASSO,45068,CHALETTE SUR LOING,public,87.5,32.5,93.5,,31.8,48.0322346384499,2.7359905928445434
2021-2022,ORLEANS-TOURS,045,LOIRET,0451788Z,COLLEGE DE PITHIVIERS,45252,PITHIVIERS,public,90.9,33.6,,,,48.16455582713472,2.2443111179330373
2021-2022,TOULOUSE,046,LOT,0460008J,COLLEGE EMILE VAYSSE,46063,CASTELNAU MONTRATIER SAINTE ALAUZIE,public,112.8,33.5,112.1,,32.2,44.27077214924195,1.352630081116299
2021-2022,TOULOUSE,046,LOT,0460024B,COLLEGE D ISTRIE,46225,PRAYSSAC,public,99.8,33.0,92.2,,34.3,44.506260449953054,1.1882001740927888
2021-2022,TOULOUSE,046,LOT,0460528Z,COLLEGE OLIVIER DE MAGNY,46042,CAHORS,public,102.4,37.2,103.4,,36.6,44.46354320618618,1.4550500739231471
2021-2022,TOULOUSE,046,LOT,0460621A,COLLEGE PRIVE JEANNE D ARC,46102,FIGEAC,privé sous contrat,113.4,31.8,108.6,,31.3,44.61210194170116,2.034420542336298
2021-2022,TOULOUSE,046,LOT,0460734Y,COLLEGE PRIVE SAINTE THERESE,46148,LALBENQUE,privé sous contrat,103.5,30.5,100.9,,28.7,44.34327236717416,1.538443622776794
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470008D,COLLEGE PAUL DANGLA,47001,AGEN,public,96.6,37.2,108.9,,37.0,44.195205657359566,0.6198513534101892
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470011G,COLLEGE GASTON CARRERE,47049,CASSENEUIL,public,88.7,29.2,93.4,,29.0,44.44148803987751,0.6243983089832075
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470032E,COLLEGE J PH DELMAS DE GRAMMONT,47210,PORT SAINTE MARIE,public,106.1,34.7,101.7,,36.8,44.25184260813294,0.3863267605267386
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470066S,COLLEGE PRIVE FELIX AUNAC,47001,AGEN,privé sous contrat,120.3,34.3,121.0,,34.5,44.20203997948744,0.6212009855452347
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470067T,COLLEGE PRIVE SAINT PIERRE,47049,CASSENEUIL,privé sous contrat,89.8,32.6,104.0,,28.7,44.446069332411646,0.622933574121679
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470104H,COLLEGE GERMILLAC,47310,TONNEINS,public,87.0,32.0,84.5,,32.7,44.39280118735884,0.3180975641873742
2021-2022,BORDEAUX,047,LOT-ET-GARONNE,0470732R,COLLEGE LUCIE AUBRAC,47054,CASTELMORON SUR LOT,public,95.3,34.9,98.4,,34.4,44.39950047897173,0.4958026610988623
2021-2022,MONTPELLIER,048,LOZERE,0480001R,COLLEGE HENRI ROUVIERE,48027,MONT LOZERE ET GOULET,public,105.5,33.8,106.2,,34.5,44.48935778610336,3.7378302960568712
2021-2022,MONTPELLIER,048,LOZERE,0480006W,COLLEGE SPORT NATURE,48034,LA CANOURGUE,public,118.2,32.3,111.2,,33.8,44.430466430759935,3.2192902779910866
2021-2022,MONTPELLIER,048,LOZERE,0480011B,COLLEGE ANDRE CHAMSON,48096,MEYRUEIS,public,104.1,33.5,103.1,,30.0,44.1799498460612,3.431429419839645
2021-2022,MONTPELLIER,048,LOZERE,0480017H,COLLEGE ODILON BARROT,48198,VILLEFORT,public,99.0,30.4,106.2,,31.2,44.4409467285234,3.927059949019333
2021-2022,MONTPELLIER,048,LOZERE,0480038F,COLLEGE PRIVE SACRE COEUR,48140,SAINT CHELY D APCHER,privé sous contrat,105.3,26.7,105.4,,28.1,44.79985509829433,3.273490108055145
2021-2022,NANTES,049,MAINE-ET-LOIRE,0490023J,COLLEGE LUCIEN MILLET,49125,DOUE EN ANJOU,public,101.0,34.5,99.1,,33.6,47.19636616742952,-0.2782695743412883
