id_circo,Exprimes,nom,voix
73001,71875,ARTHAUD,349
73002,57256,ARTHAUD,269
73003,57605,ARTHAUD,296
73004,59622,ARTHAUD,291
74001,84401,ARTHAUD,324
74002,76740,ARTHAUD,308
74003,67470,ARTHAUD,286
74004,63604,ARTHAUD,278
74005,75251,ARTHAUD,400
74006,59673,ARTHAUD,284
75001,77053,ARTHAUD,183
75002,59727,ARTHAUD,116
75003,54947,ARTHAUD,148
75004,58273,ARTHAUD,55
75005,61202,ARTHAUD,158
75006,62012,ARTHAUD,220
75007,62821,ARTHAUD,145
75008,63271,ARTHAUD,196
75009,53653,ARTHAUD,232
75010,53100,ARTHAUD,206
75011,57972,ARTHAUD,153
75012,60518,ARTHAUD,103
75013,60235,ARTHAUD,156
75014,59602,ARTHAUD,57
75015,59162,ARTHAUD,227
75016,53983,ARTHAUD,221
75017,43435,ARTHAUD,171
75018,54096,ARTHAUD,144
76001,47893,ARTHAUD,165
76002,73552,ARTHAUD,377
76003,48176,ARTHAUD,360
76004,60991,ARTHAUD,466
76005,71173,ARTHAUD,584
76006,81323,ARTHAUD,644
76007,61414,ARTHAUD,345
76008,42653,ARTHAUD,250
76009,71631,ARTHAUD,594
76010,84159,ARTHAUD,648
77001,50561,ARTHAUD,257
77002,60124,ARTHAUD,293
77003,56952,ARTHAUD,350
77004,65890,ARTHAUD,408
77005,64159,ARTHAUD,325
77006,58843,ARTHAUD,317
77007,65280,ARTHAUD,288
77008,70524,ARTHAUD,331
77009,62891,ARTHAUD,305
77010,58379,ARTHAUD,286
77011,47326,ARTHAUD,280
78001,65075,ARTHAUD,188
78002,68761,ARTHAUD,220
78003,65344,ARTHAUD,180
78004,62636,ARTHAUD,193
78005,57624,ARTHAUD,196
78006,57171,ARTHAUD,167
78007,59614,ARTHAUD,275
78008,52394,ARTHAUD,279
78009,69806,ARTHAUD,366
78010,71697,ARTHAUD,261
78011,51619,ARTHAUD,227
78012,54765,ARTHAUD,222
79001,69333,ARTHAUD,475
79002,74597,ARTHAUD,655
79003,63874,ARTHAUD,514
80001,58563,ARTHAUD,452
80002,55507,ARTHAUD,350
80003,61876,ARTHAUD,610
80004,63560,ARTHAUD,547
80005,59412,ARTHAUD,527
81001,64848,ARTHAUD,334
81002,84551,ARTHAUD,459
81003,80443,ARTHAUD,382
82001,71254,ARTHAUD,341
82002,74566,ARTHAUD,338
83001,50291,ARTHAUD,198
83002,65755,ARTHAUD,226
83003,77007,ARTHAUD,256
83004,81128,ARTHAUD,286
83005,74295,ARTHAUD,231
83006,94538,ARTHAUD,313
83007,74800,ARTHAUD,284
83008,80916,ARTHAUD,304
84001,50884,ARTHAUD,218
84002,64054,ARTHAUD,230
84003,58729,ARTHAUD,225
84004,67501,ARTHAUD,274
84005,62697,ARTHAUD,274
85001,89700,ARTHAUD,579
85002,85453,ARTHAUD,539
85003,101776,ARTHAUD,570
85004,79617,ARTHAUD,547
85005,63163,ARTHAUD,412
86001,61122,ARTHAUD,396
86002,61343,ARTHAUD,366
86003,55498,ARTHAUD,533
86004,53689,ARTHAUD,420
87001,63881,ARTHAUD,438
87002,76146,ARTHAUD,531
87003,62091,ARTHAUD,488
88001,55214,ARTHAUD,346
88002,52676,ARTHAUD,411
88003,47211,ARTHAUD,415
88004,48593,ARTHAUD,397
89001,56926,ARTHAUD,368
89002,54645,ARTHAUD,410
89003,64940,ARTHAUD,425
90001,35018,ARTHAUD,277
90002,34636,ARTHAUD,283
91001,48814,ARTHAUD,264
91002,69142,ARTHAUD,386
91003,75113,ARTHAUD,405
91004,75831,ARTHAUD,349
91005,54034,ARTHAUD,194
91006,62473,ARTHAUD,274
91007,52706,ARTHAUD,251
91008,55318,ARTHAUD,223
91009,58254,ARTHAUD,265
91010,43256,ARTHAUD,220
92001,45696,ARTHAUD,221
92002,54641,ARTHAUD,169
92003,64006,ARTHAUD,174
92004,59550,ARTHAUD,204
92005,58085,ARTHAUD,189
92006,60803,ARTHAUD,113
92007,69031,ARTHAUD,150
92008,54139,ARTHAUD,155
92009,50701,ARTHAUD,83
92010,61971,ARTHAUD,162
92011,53702,ARTHAUD,242
92012,72528,ARTHAUD,261
92013,69889,ARTHAUD,183
93001,45451,ARTHAUD,232
93002,35327,ARTHAUD,199
93003,55009,ARTHAUD,252
93004,41549,ARTHAUD,199
93005,41355,ARTHAUD,207
93006,38777,ARTHAUD,318
93007,57451,ARTHAUD,281
93008,43416,ARTHAUD,173
93009,51841,ARTHAUD,311
93010,46702,ARTHAUD,231
93011,41970,ARTHAUD,175
93012,44303,ARTHAUD,178
94001,64620,ARTHAUD,194
94002,46465,ARTHAUD,244
94003,52828,ARTHAUD,224
94004,55367,ARTHAUD,234
94005,65948,ARTHAUD,200
94006,63268,ARTHAUD,217
94007,47492,ARTHAUD,234
94008,60149,ARTHAUD,282
94009,38090,ARTHAUD,214
94010,48069,ARTHAUD,220
94011,46762,ARTHAUD,241
95001,62056,ARTHAUD,308
95002,57913,ARTHAUD,272
95003,70009,ARTHAUD,277
95004,55677,ARTHAUD,263
95005,47550,ARTHAUD,220
95006,54394,ARTHAUD,228
95007,49336,ARTHAUD,193
95008,35259,ARTHAUD,174
95009,48857,ARTHAUD,219
95010,48534,ARTHAUD,238
ZA001,31423,ARTHAUD,287
ZA002,37495,ARTHAUD,291
ZA003,37979,ARTHAUD,274
ZA004,28188,ARTHAUD,232
ZB001,33252,ARTHAUD,432
ZB002,32837,ARTHAUD,414
ZB003,24131,ARTHAUD,274
ZB004,32729,ARTHAUD,327
ZC001,22872,ARTHAUD,176
ZC002,12989,ARTHAUD,121
ZD001,46037,ARTHAUD,385
ZD002,48534,ARTHAUD,488
ZD003,51617,ARTHAUD,532
ZD004,60872,ARTHAUD,690
ZD005,41442,ARTHAUD,520
ZD006,40331,ARTHAUD,419
ZD007,57933,ARTHAUD,504
ZM001,15767,ARTHAUD,195
ZM002,19283,ARTHAUD,235
ZN001,33947,ARTHAUD,209
ZN002,36553,ARTHAUD,356
ZP001,24560,ARTHAUD,310
ZP002,16823,ARTHAUD,237
ZP003,18647,ARTHAUD,261
ZS001,2701,ARTHAUD,22
ZW001,5359,ARTHAUD,98
ZX001,8368,ARTHAUD,41
ZZ001,75534,ARTHAUD,147
ZZ002,17907,ARTHAUD,54
ZZ003,49868,ARTHAUD,151
ZZ004,65144,ARTHAUD,176
ZZ005,33376,ARTHAUD,90
ZZ006,64858,ARTHAUD,194
ZZ007,52144,ARTHAUD,130
ZZ008,23351,ARTHAUD,76
ZZ009,39302,ARTHAUD,109
ZZ010,39779,ARTHAUD,90
ZZ011,37688,ARTHAUD,83
01001,65584,ROUSSEL,1275
01002,77747,ROUSSEL,1435
01003,59919,ROUSSEL,800
01004,72760,ROUSSEL,1209
01005,57014,ROUSSEL,1219
02001,52465,ROUSSEL,1133
02002,51406,ROUSSEL,1148
02003,48125,ROUSSEL,1005
02004,53914,ROUSSEL,1333
02005,59950,ROUSSEL,1349
03001,66667,ROUSSEL,3498
03002,59465,ROUSSEL,2704
03003,59823,ROUSSEL,1917
04001,46936,ROUSSEL,1374
04002,49747,ROUSSEL,1347
05001,44867,ROUSSEL,1035
05002,41368,ROUSSEL,890
06001,56112,ROUSSEL,972
06002,65133,ROUSSEL,1156
06003,63218,ROUSSEL,1160
06004,61346,ROUSSEL,1389
06005,64695,ROUSSEL,1126
06006,58991,ROUSSEL,767
06007,71658,ROUSSEL,882
06008,59509,ROUSSEL,663
06009,58113,ROUSSEL,743
07001,60088,ROUSSEL,1920
07002,74781,ROUSSEL,1758
07003,62106,ROUSSEL,2032
08001,51839,ROUSSEL,1139
08002,42079,ROUSSEL,1054
08003,40018,ROUSSEL,816
09001,44277,ROUSSEL,1419
09002,47427,ROUSSEL,1282
10001,47434,ROUSSEL,884
10002,55203,ROUSSEL,1122
10003,47033,ROUSSEL,1088
11001,74951,ROUSSEL,2105
11002,68003,ROUSSEL,1838
11003,69472,ROUSSEL,1679
12001,60968,ROUSSEL,1320
12002,53343,ROUSSEL,1688
12003,56591,ROUSSEL,1507
13001,56171,ROUSSEL,1179
13002,59406,ROUSSEL,1206
13003,49382,ROUSSEL,963
13004,40930,ROUSSEL,792
13005,50543,ROUSSEL,1153
13006,53096,ROUSSEL,1081
13007,38896,ROUSSEL,668
13008,75879,ROUSSEL,1443
13009,72814,ROUSSEL,1763
13010,82774,ROUSSEL,2100
13011,68080,ROUSSEL,1514
13012,68477,ROUSSEL,2155
13013,67418,ROUSSEL,3407
13014,74328,ROUSSEL,1446
13015,83333,ROUSSEL,1675
13016,67093,ROUSSEL,1750
14001,55255,ROUSSEL,1160
14002,50586,ROUSSEL,1427
14003,58593,ROUSSEL,1244
14004,78707,ROUSSEL,1850
14005,70602,ROUSSEL,1542
14006,72488,ROUSSEL,1554
15001,48188,ROUSSEL,1548
15002,39914,ROUSSEL,948
16001,61609,ROUSSEL,1636
16002,62572,ROUSSEL,1602
16003,68485,ROUSSEL,2136
17001,82670,ROUSSEL,2017
17002,86176,ROUSSEL,2223
17003,62950,ROUSSEL,1753
17004,70948,ROUSSEL,1822
17005,91323,ROUSSEL,2187
18001,51019,ROUSSEL,1478
18002,48643,ROUSSEL,2290
18003,60871,ROUSSEL,1981
19001,71742,ROUSSEL,3744
19002,70858,ROUSSEL,2548
2A001,31123,ROUSSEL,846
2A002,37738,ROUSSEL,1004
2B001,38129,ROUSSEL,1383
2B002,40382,ROUSSEL,1304
21001,54611,ROUSSEL,1009
21002,54422,ROUSSEL,1016
21003,55294,ROUSSEL,1202
21004,52840,ROUSSEL,1225
21005,65578,ROUSSEL,1269
22001,69562,ROUSSEL,2294
22002,81330,ROUSSEL,2113
22003,69321,ROUSSEL,1888
22004,62824,ROUSSEL,2717
22005,83356,ROUSSEL,2616
23001,66848,ROUSSEL,2430
24001,59229,ROUSSEL,2454
24002,64261,ROUSSEL,2039
24003,53049,ROUSSEL,1907
24004,70017,ROUSSEL,2455
25001,57302,ROUSSEL,1105
25002,60576,ROUSSEL,1288
25003,47634,ROUSSEL,843
25004,47241,ROUSSEL,911
25005,64344,ROUSSEL,854
26001,57156,ROUSSEL,1187
26002,71496,ROUSSEL,1752
26003,87632,ROUSSEL,2188
26004,75140,ROUSSEL,1625
27001,62713,ROUSSEL,1176
27002,58921,ROUSSEL,1453
27003,63920,ROUSSEL,1371
27004,67403,ROUSSEL,1599
27005,65904,ROUSSEL,1457
28001,66536,ROUSSEL,1342
28002,52738,ROUSSEL,959
28003,51263,ROUSSEL,1047
28004,49484,ROUSSEL,919
29001,71355,ROUSSEL,1975
29002,56529,ROUSSEL,1473
29003,71427,ROUSSEL,1779
29004,64842,ROUSSEL,2016
29005,75985,ROUSSEL,1825
29006,69904,ROUSSEL,2145
29007,63994,ROUSSEL,2008
29008,68883,ROUSSEL,2119
30001,62858,ROUSSEL,1485
30002,72139,ROUSSEL,1540
30003,73020,ROUSSEL,1696
30004,70901,ROUSSEL,2712
30005,74210,ROUSSEL,3071
30006,60851,ROUSSEL,1619
31001,65127,ROUSSEL,1380
31002,80693,ROUSSEL,1847
31003,64296,ROUSSEL,1246
31004,50396,ROUSSEL,1071
31005,84229,ROUSSEL,1800
31006,92132,ROUSSEL,2072
31007,82486,ROUSSEL,1928
31008,65598,ROUSSEL,1625
31009,61260,ROUSSEL,1410
31010,84762,ROUSSEL,1928
32001,58057,ROUSSEL,1696
32002,58342,ROUSSEL,1432
33001,78315,ROUSSEL,1372
33002,54782,ROUSSEL,855
33003,66328,ROUSSEL,1934
33004,71773,ROUSSEL,2005
33005,93319,ROUSSEL,2385
33006,84880,ROUSSEL,1939
33007,61250,ROUSSEL,1614
33008,91926,ROUSSEL,1937
33009,80961,ROUSSEL,2199
33010,64157,ROUSSEL,1429
33011,74719,ROUSSEL,2008
33012,69610,ROUSSEL,1845
34001,66559,ROUSSEL,1229
34002,45852,ROUSSEL,785
34003,72126,ROUSSEL,1312
34004,93416,ROUSSEL,2040
34005,75720,ROUSSEL,2206
34006,68394,ROUSSEL,1707
34007,80173,ROUSSEL,2108
34008,70342,ROUSSEL,1600
34009,66146,ROUSSEL,1178
35001,70645,ROUSSEL,1701
35002,77136,ROUSSEL,1580
35003,71242,ROUSSEL,1520
35004,74266,ROUSSEL,1621
35005,85061,ROUSSEL,1540
35006,69474,ROUSSEL,1574
35007,79331,ROUSSEL,1705
35008,69677,ROUSSEL,1455
36001,55143,ROUSSEL,1698
36002,65854,ROUSSEL,2004
37001,49284,ROUSSEL,990
37002,69653,ROUSSEL,1641
37003,74699,ROUSSEL,2022
37004,68234,ROUSSEL,1728
37005,65620,ROUSSEL,1454
38001,66452,ROUSSEL,1084
38002,58033,ROUSSEL,1661
38003,43376,ROUSSEL,1115
38004,70673,ROUSSEL,1713
38005,82639,ROUSSEL,2019
38006,66793,ROUSSEL,1233
38007,72857,ROUSSEL,1610
38008,62334,ROUSSEL,1226
38009,76527,ROUSSEL,1673
38010,72612,ROUSSEL,1360
39001,49671,ROUSSEL,1160
39002,41820,ROUSSEL,800
39003,53736,ROUSSEL,1206
40001,83343,ROUSSEL,2358
40002,95690,ROUSSEL,2978
40003,79017,ROUSSEL,2840
41001,60068,ROUSSEL,1444
41002,59252,ROUSSEL,1507
41003,61490,ROUSSEL,1556
42001,46671,ROUSSEL,1108
42002,35520,ROUSSEL,892
42003,61957,ROUSSEL,1370
42004,78514,ROUSSEL,2015
42005,77418,ROUSSEL,2005
42006,85858,ROUSSEL,1627
43001,78658,ROUSSEL,1848
43002,60997,ROUSSEL,1645
44001,57757,ROUSSEL,1054
44002,68858,ROUSSEL,1180
44003,70491,ROUSSEL,1767
44004,70063,ROUSSEL,1803
44005,97442,ROUSSEL,2062
44006,86410,ROUSSEL,1767
44007,90037,ROUSSEL,2127
44008,64821,ROUSSEL,2181
44009,99578,ROUSSEL,2406
44010,96965,ROUSSEL,1975
45001,57120,ROUSSEL,1229
45002,62937,ROUSSEL,1498
45003,52704,ROUSSEL,1298
45004,53093,ROUSSEL,1237
45005,54054,ROUSSEL,1126
45006,55514,ROUSSEL,1142
46001,56838,ROUSSEL,1855
46002,52552,ROUSSEL,1704
47001,68038,ROUSSEL,1881
47002,58737,ROUSSEL,1687
47003,57327,ROUSSEL,1402
48001,46996,ROUSSEL,1343
49001,65099,ROUSSEL,1209
49002,70611,ROUSSEL,1455
49003,53427,ROUSSEL,1122
49004,57220,ROUSSEL,1010
49005,58728,ROUSSEL,1052
49006,74474,ROUSSEL,1281
49007,61783,ROUSSEL,1233
50001,65037,ROUSSEL,1413
50002,72428,ROUSSEL,1544
50003,83151,ROUSSEL,2144
50004,63842,ROUSSEL,2267
51001,52055,ROUSSEL,910
51002,53207,ROUSSEL,975
51003,57020,ROUSSEL,1155
51004,55179,ROUSSEL,1256
51005,56645,ROUSSEL,1011
52001,51309,ROUSSEL,967
52002,42499,ROUSSEL,866
53001,54407,ROUSSEL,1106
53002,58933,ROUSSEL,1154
53003,53568,ROUSSEL,1053
54001,59232,ROUSSEL,1106
54002,48730,ROUSSEL,906
54003,54463,ROUSSEL,1717
54004,71161,ROUSSEL,1520
54005,58454,ROUSSEL,1125
54006,61760,ROUSSEL,1587
55001,55829,ROUSSEL,1053
55002,42684,ROUSSEL,904
56001,88794,ROUSSEL,1826
56002,87469,ROUSSEL,2219
56003,74271,ROUSSEL,1673
56004,86504,ROUSSEL,1848
56005,58966,ROUSSEL,1826
56006,71370,ROUSSEL,2137
57001,64583,ROUSSEL,1276
57002,53932,ROUSSEL,901
57003,53147,ROUSSEL,955
57004,60164,ROUSSEL,833
57005,51511,ROUSSEL,619
57006,45015,ROUSSEL,541
57007,64070,ROUSSEL,951
57008,60211,ROUSSEL,1361
57009,71686,ROUSSEL,1313
