id_circo,Exprimes,nom,voix
58001,53240,ROUSSEL,2108
58002,59201,ROUSSEL,2173
59001,44244,ROUSSEL,955
59002,60671,ROUSSEL,1672
59003,61951,ROUSSEL,1742
59004,73163,ROUSSEL,1690
59005,75028,ROUSSEL,2361
59006,71894,ROUSSEL,2091
59007,51307,ROUSSEL,1087
59008,41887,ROUSSEL,674
59009,64701,ROUSSEL,1312
59010,53700,ROUSSEL,1141
59011,65072,ROUSSEL,1900
59012,66331,ROUSSEL,3193
59013,58456,ROUSSEL,1641
59014,72869,ROUSSEL,1853
59015,72305,ROUSSEL,1865
59016,58586,ROUSSEL,3405
59017,51739,ROUSSEL,1756
59018,63773,ROUSSEL,1879
59019,55822,ROUSSEL,3776
59020,55197,ROUSSEL,6849
59021,56085,ROUSSEL,3060
60001,60526,ROUSSEL,1343
60002,65144,ROUSSEL,1252
60003,52295,ROUSSEL,1300
60004,68776,ROUSSEL,1209
60005,53365,ROUSSEL,1047
60006,55942,ROUSSEL,1352
60007,55666,ROUSSEL,1551
61001,50042,ROUSSEL,1044
61002,48813,ROUSSEL,960
61003,52095,ROUSSEL,1257
62001,80061,ROUSSEL,2190
62002,64660,ROUSSEL,1947
62003,56643,ROUSSEL,3291
62004,67104,ROUSSEL,1585
62005,63425,ROUSSEL,1917
62006,71851,ROUSSEL,1795
62007,64599,ROUSSEL,1811
62008,66943,ROUSSEL,2228
62009,58669,ROUSSEL,2391
62010,62905,ROUSSEL,2163
62011,65767,ROUSSEL,2343
62012,68026,ROUSSEL,2485
63001,61032,ROUSSEL,1909
63002,69588,ROUSSEL,2559
63003,69422,ROUSSEL,1915
63004,78177,ROUSSEL,2860
63005,79368,ROUSSEL,3470
64001,52954,ROUSSEL,1291
64002,65571,ROUSSEL,1455
64003,65217,ROUSSEL,1693
64004,62708,ROUSSEL,1941
64005,75242,ROUSSEL,1992
64006,79798,ROUSSEL,1798
65001,66551,ROUSSEL,2377
65002,68337,ROUSSEL,2162
66001,52503,ROUSSEL,1189
66002,77144,ROUSSEL,1687
66003,62294,ROUSSEL,1605
66004,76627,ROUSSEL,2028
67001,45491,ROUSSEL,538
67002,51733,ROUSSEL,715
67003,50648,ROUSSEL,711
67004,74057,ROUSSEL,839
67005,79159,ROUSSEL,972
67006,72943,ROUSSEL,912
67007,63442,ROUSSEL,809
67008,69268,ROUSSEL,710
67009,69978,ROUSSEL,809
68001,55825,ROUSSEL,646
68002,68947,ROUSSEL,901
68003,63490,ROUSSEL,609
68004,76835,ROUSSEL,1041
68005,53307,ROUSSEL,644
68006,66705,ROUSSEL,808
69001,56303,ROUSSEL,975
69002,58937,ROUSSEL,883
69003,57237,ROUSSEL,1013
69004,63751,ROUSSEL,970
69005,70666,ROUSSEL,1019
69006,62836,ROUSSEL,1201
69007,48021,ROUSSEL,876
69008,82629,ROUSSEL,1321
69009,73745,ROUSSEL,1261
69010,79116,ROUSSEL,1232
69011,74696,ROUSSEL,1554
69012,64183,ROUSSEL,1278
69013,66145,ROUSSEL,1095
69014,50748,ROUSSEL,1260
70001,67427,ROUSSEL,1348
70002,67312,ROUSSEL,1488
71001,55655,ROUSSEL,1240
71002,57910,ROUSSEL,1519
71003,60355,ROUSSEL,1455
71004,61783,ROUSSEL,1471
71005,63597,ROUSSEL,1734
72001,53851,ROUSSEL,1117
72002,58330,ROUSSEL,1533
72003,62858,ROUSSEL,1450
72004,58781,ROUSSEL,1438
72005,63242,ROUSSEL,1370
73001,71875,ROUSSEL,1315
73002,57256,ROUSSEL,1361
73003,57605,ROUSSEL,1491
73004,59622,ROUSSEL,1369
74001,84401,ROUSSEL,1144
74002,76740,ROUSSEL,1172
74003,67470,ROUSSEL,978
74004,63604,ROUSSEL,765
74005,75251,ROUSSEL,1147
74006,59673,ROUSSEL,791
75001,77053,ROUSSEL,872
75002,59727,ROUSSEL,821
75003,54947,ROUSSEL,836
75004,58273,ROUSSEL,371
75005,61202,ROUSSEL,1063
75006,62012,ROUSSEL,1267
75007,62821,ROUSSEL,1192
75008,63271,ROUSSEL,1261
75009,53653,ROUSSEL,1248
75010,53100,ROUSSEL,1116
75011,57972,ROUSSEL,1065
75012,60518,ROUSSEL,712
75013,60235,ROUSSEL,892
75014,59602,ROUSSEL,368
75015,59162,ROUSSEL,1352
75016,53983,ROUSSEL,1068
75017,43435,ROUSSEL,756
75018,54096,ROUSSEL,1007
76001,47893,ROUSSEL,1000
76002,73552,ROUSSEL,1615
76003,48176,ROUSSEL,2138
76004,60991,ROUSSEL,2046
76005,71173,ROUSSEL,1940
76006,81323,ROUSSEL,2702
76007,61414,ROUSSEL,2042
76008,42653,ROUSSEL,2198
76009,71631,ROUSSEL,2214
76010,84159,ROUSSEL,2001
77001,50561,ROUSSEL,927
77002,60124,ROUSSEL,1119
77003,56952,ROUSSEL,1203
77004,65890,ROUSSEL,1266
77005,64159,ROUSSEL,1150
77006,58843,ROUSSEL,1059
77007,65280,ROUSSEL,1567
77008,70524,ROUSSEL,1322
77009,62891,ROUSSEL,1242
77010,58379,ROUSSEL,1124
77011,47326,ROUSSEL,864
78001,65075,ROUSSEL,892
78002,68761,ROUSSEL,1074
78003,65344,ROUSSEL,821
78004,62636,ROUSSEL,881
78005,57624,ROUSSEL,815
78006,57171,ROUSSEL,768
78007,59614,ROUSSEL,1123
78008,52394,ROUSSEL,933
78009,69806,ROUSSEL,1217
78010,71697,ROUSSEL,1327
78011,51619,ROUSSEL,995
78012,54765,ROUSSEL,875
79001,69333,ROUSSEL,1642
79002,74597,ROUSSEL,1696
79003,63874,ROUSSEL,1200
80001,58563,ROUSSEL,1592
80002,55507,ROUSSEL,1321
80003,61876,ROUSSEL,2048
80004,63560,ROUSSEL,1392
80005,59412,ROUSSEL,1353
81001,64848,ROUSSEL,1449
81002,84551,ROUSSEL,2296
81003,80443,ROUSSEL,1568
82001,71254,ROUSSEL,1666
82002,74566,ROUSSEL,1962
83001,50291,ROUSSEL,912
83002,65755,ROUSSEL,1209
83003,77007,ROUSSEL,1379
83004,81128,ROUSSEL,1167
83005,74295,ROUSSEL,986
83006,94538,ROUSSEL,1760
83007,74800,ROUSSEL,1625
83008,80916,ROUSSEL,1634
84001,50884,ROUSSEL,1069
84002,64054,ROUSSEL,1248
84003,58729,ROUSSEL,1237
84004,67501,ROUSSEL,1408
84005,62697,ROUSSEL,1285
85001,89700,ROUSSEL,1722
85002,85453,ROUSSEL,1824
85003,101776,ROUSSEL,2072
85004,79617,ROUSSEL,1212
85005,63163,ROUSSEL,1323
86001,61122,ROUSSEL,1703
86002,61343,ROUSSEL,1518
86003,55498,ROUSSEL,1711
86004,53689,ROUSSEL,1480
87001,63881,ROUSSEL,2608
87002,76146,ROUSSEL,3064
87003,62091,ROUSSEL,2358
88001,55214,ROUSSEL,944
88002,52676,ROUSSEL,1048
88003,47211,ROUSSEL,924
88004,48593,ROUSSEL,931
89001,56926,ROUSSEL,1297
89002,54645,ROUSSEL,1355
89003,64940,ROUSSEL,1371
90001,35018,ROUSSEL,755
90002,34636,ROUSSEL,730
91001,48814,ROUSSEL,906
91002,69142,ROUSSEL,1541
91003,75113,ROUSSEL,1939
91004,75831,ROUSSEL,1673
91005,54034,ROUSSEL,1137
91006,62473,ROUSSEL,1361
91007,52706,ROUSSEL,1144
91008,55318,ROUSSEL,1153
91009,58254,ROUSSEL,1256
91010,43256,ROUSSEL,1370
92001,45696,ROUSSEL,1144
92002,54641,ROUSSEL,837
92003,64006,ROUSSEL,871
92004,59550,ROUSSEL,1226
92005,58085,ROUSSEL,786
92006,60803,ROUSSEL,501
92007,69031,ROUSSEL,893
92008,54139,ROUSSEL,774
92009,50701,ROUSSEL,486
92010,61971,ROUSSEL,1026
92011,53702,ROUSSEL,1886
92012,72528,ROUSSEL,1460
92013,69889,ROUSSEL,1280
93001,45451,ROUSSEL,877
93002,35327,ROUSSEL,764
93003,55009,ROUSSEL,1105
93004,41549,ROUSSEL,859
93005,41355,ROUSSEL,890
93006,38777,ROUSSEL,850
93007,57451,ROUSSEL,1778
93008,43416,ROUSSEL,879
93009,51841,ROUSSEL,1256
93010,46702,ROUSSEL,753
93011,41970,ROUSSEL,844
93012,44303,ROUSSEL,787
94001,64620,ROUSSEL,1608
94002,46465,ROUSSEL,1172
94003,52828,ROUSSEL,1145
94004,55367,ROUSSEL,1141
94005,65948,ROUSSEL,1494
94006,63268,ROUSSEL,1328
94007,47492,ROUSSEL,1147
94008,60149,ROUSSEL,1170
94009,38090,ROUSSEL,1104
94010,48069,ROUSSEL,1981
94011,46762,ROUSSEL,1664
95001,62056,ROUSSEL,1296
95002,57913,ROUSSEL,1216
95003,70009,ROUSSEL,1482
95004,55677,ROUSSEL,1138
95005,47550,ROUSSEL,926
95006,54394,ROUSSEL,954
95007,49336,ROUSSEL,903
95008,35259,ROUSSEL,413
95009,48857,ROUSSEL,897
95010,48534,ROUSSEL,835
ZA001,31423,ROUSSEL,141
ZA002,37495,ROUSSEL,210
ZA003,37979,ROUSSEL,168
ZA004,28188,ROUSSEL,149
ZB001,33252,ROUSSEL,195
ZB002,32837,ROUSSEL,195
ZB003,24131,ROUSSEL,152
ZB004,32729,ROUSSEL,205
ZC001,22872,ROUSSEL,143
ZC002,12989,ROUSSEL,103
ZD001,46037,ROUSSEL,352
ZD002,48534,ROUSSEL,435
ZD003,51617,ROUSSEL,394
ZD004,60872,ROUSSEL,469
ZD005,41442,ROUSSEL,275
ZD006,40331,ROUSSEL,727
ZD007,57933,ROUSSEL,422
ZM001,15767,ROUSSEL,87
ZM002,19283,ROUSSEL,119
ZN001,33947,ROUSSEL,194
ZN002,36553,ROUSSEL,205
ZP001,24560,ROUSSEL,125
ZP002,16823,ROUSSEL,103
ZP003,18647,ROUSSEL,140
ZS001,2701,ROUSSEL,19
ZW001,5359,ROUSSEL,34
ZX001,8368,ROUSSEL,48
ZZ001,75534,ROUSSEL,425
ZZ002,17907,ROUSSEL,120
ZZ003,49868,ROUSSEL,331
ZZ004,65144,ROUSSEL,531
ZZ005,33376,ROUSSEL,279
ZZ006,64858,ROUSSEL,353
ZZ007,52144,ROUSSEL,389
ZZ008,23351,ROUSSEL,195
ZZ009,39302,ROUSSEL,205
ZZ010,39779,ROUSSEL,214
ZZ011,37688,ROUSSEL,224
01001,65584,MACRON,17825
01002,77747,MACRON,22050
01003,59919,MACRON,18497
01004,72760,MACRON,20867
01005,57014,MACRON,12967
02001,52465,MACRON,11630
02002,51406,MACRON,12210
02003,48125,MACRON,9958
02004,53914,MACRON,11845
02005,59950,MACRON,13078
03001,66667,MACRON,17748
03002,59465,MACRON,14879
03003,59823,MACRON,17079
04001,46936,MACRON,9701
04002,49747,MACRON,11099
05001,44867,MACRON,10511
05002,41368,MACRON,9996
06001,56112,MACRON,14451
06002,65133,MACRON,14780
06003,63218,MACRON,15282
06004,61346,MACRON,13870
06005,64695,MACRON,14637
06006,58991,MACRON,14904
06007,71658,MACRON,21159
06008,59509,MACRON,15183
06009,58113,MACRON,15441
07001,60088,MACRON,12651
07002,74781,MACRON,19629
07003,62106,MACRON,13073
08001,51839,MACRON,13051
08002,42079,MACRON,8923
08003,40018,MACRON,9682
09001,44277,MACRON,8645
09002,47427,MACRON,9426
10001,47434,MACRON,12086
10002,55203,MACRON,14529
10003,47033,MACRON,11706
11001,74951,MACRON,15161
11002,68003,MACRON,14131
11003,69472,MACRON,13812
12001,60968,MACRON,18967
12002,53343,MACRON,13763
12003,56591,MACRON,14700
13001,56171,MACRON,13161
13002,59406,MACRON,18685
13003,49382,MACRON,9495
13004,40930,MACRON,7009
13005,50543,MACRON,11901
13006,53096,MACRON,13093
13007,38896,MACRON,5470
13008,75879,MACRON,17684
13009,72814,MACRON,16771
13010,82774,MACRON,19138
13011,68080,MACRON,18853
13012,68477,MACRON,13240
13013,67418,MACRON,11256
13014,74328,MACRON,21450
13015,83333,MACRON,19223
13016,67093,MACRON,12609
14001,55255,MACRON,18373
14002,50586,MACRON,14718
14003,58593,MACRON,16112
14004,78707,MACRON,25692
14005,70602,MACRON,23155
14006,72488,MACRON,22316
15001,48188,MACRON,14291
15002,39914,MACRON,10747
16001,61609,MACRON,17623
16002,62572,MACRON,17840
16003,68485,MACRON,17663
17001,82670,MACRON,28349
17002,86176,MACRON,24887
17003,62950,MACRON,16567
17004,70948,MACRON,18871
17005,91323,MACRON,25079
18001,51019,MACRON,14708
18002,48643,MACRON,12741
18003,60871,MACRON,16048
19001,71742,MACRON,15303
19002,70858,MACRON,17822
2A001,31123,MACRON,5928
2A002,37738,MACRON,7004
2B001,38129,MACRON,6609
2B002,40382,MACRON,7164
21001,54611,MACRON,18282
21002,54422,MACRON,15257
21003,55294,MACRON,15159
21004,52840,MACRON,12997
21005,65578,MACRON,19039
22001,69562,MACRON,22809
22002,81330,MACRON,25873
22003,69321,MACRON,22196
22004,62824,MACRON,16553
22005,83356,MACRON,26225
23001,66848,MACRON,15542
24001,59229,MACRON,14515
24002,64261,MACRON,15295
24003,53049,MACRON,12369
24004,70017,MACRON,16353
25001,57302,MACRON,16245
25002,60576,MACRON,17617
25003,47634,MACRON,11953
25004,47241,MACRON,10635
25005,64344,MACRON,19888
26001,57156,MACRON,15708
26002,71496,MACRON,17237
26003,87632,MACRON,20554
26004,75140,MACRON,18729
27001,62713,MACRON,16411
27002,58921,MACRON,15813
27003,63920,MACRON,16759
27004,67403,MACRON,17421
27005,65904,MACRON,16654
28001,66536,MACRON,20513
28002,52738,MACRON,12638
28003,51263,MACRON,14026
28004,49484,MACRON,12692
29001,71355,MACRON,24625
29002,56529,MACRON,17308
29003,71427,MACRON,23897
29004,64842,MACRON,21225
29005,75985,MACRON,27152
29006,69904,MACRON,20763
29007,63994,MACRON,19635
29008,68883,MACRON,20289
30001,62858,MACRON,13475
30002,72139,MACRON,15266
30003,73020,MACRON,17078
30004,70901,MACRON,13868
30005,74210,MACRON,14627
30006,60851,MACRON,13964
31001,65127,MACRON,18173
31002,80693,MACRON,22072
31003,64296,MACRON,20701
31004,50396,MACRON,12909
31005,84229,MACRON,21898
31006,92132,MACRON,27268
31007,82486,MACRON,19788
31008,65598,MACRON,13833
31009,61260,MACRON,15095
31010,84762,MACRON,24975
32001,58057,MACRON,14360
32002,58342,MACRON,14610
33001,78315,MACRON,28709
33002,54782,MACRON,18004
33003,66328,MACRON,17975
33004,71773,MACRON,18226
33005,93319,MACRON,24575
33006,84880,MACRON,28596
33007,61250,MACRON,19973
33008,91926,MACRON,28963
33009,80961,MACRON,21244
33010,64157,MACRON,16341
33011,74719,MACRON,15635
33012,69610,MACRON,17938
34001,66559,MACRON,16103
34002,45852,MACRON,9894
34003,72126,MACRON,19972
34004,93416,MACRON,21054
34005,75720,MACRON,14028
34006,68394,MACRON,13341
34007,80173,MACRON,16430
34008,70342,MACRON,15574
34009,66146,MACRON,15910
35001,70645,MACRON,23478
35002,77136,MACRON,27920
35003,71242,MACRON,24226
35004,74266,MACRON,23244
35005,85061,MACRON,32093
35006,69474,MACRON,24280
35007,79331,MACRON,28322
35008,69677,MACRON,22319
36001,55143,MACRON,14876
36002,65854,MACRON,16622
37001,49284,MACRON,14921
37002,69653,MACRON,21320
37003,74699,MACRON,23737
37004,68234,MACRON,20904
37005,65620,MACRON,20621
38001,66452,MACRON,22238
38002,58033,MACRON,14980
38003,43376,MACRON,10694
38004,70673,MACRON,19391
38005,82639,MACRON,22986
38006,66793,MACRON,16776
38007,72857,MACRON,18166
38008,62334,MACRON,16710
38009,76527,MACRON,21150
38010,72612,MACRON,17442
39001,49671,MACRON,12750
39002,41820,MACRON,10360
39003,53736,MACRON,13029
40001,83343,MACRON,21989
40002,95690,MACRON,27285
40003,79017,MACRON,20185
41001,60068,MACRON,17405
41002,59252,MACRON,15891
41003,61490,MACRON,17184
42001,46671,MACRON,12168
42002,35520,MACRON,9064
42003,61957,MACRON,16509
42004,78514,MACRON,19216
42005,77418,MACRON,22150
42006,85858,MACRON,24896
43001,78658,MACRON,18239
43002,60997,MACRON,14178
44001,57757,MACRON,19880
44002,68858,MACRON,20222
44003,70491,MACRON,21075
44004,70063,MACRON,21215
44005,97442,MACRON,33584
44006,86410,MACRON,26305
44007,90037,MACRON,29924
44008,64821,MACRON,17900
44009,99578,MACRON,31677
44010,96965,MACRON,34827
45001,57120,MACRON,19326
45002,62937,MACRON,18800
45003,52704,MACRON,14598
45004,53093,MACRON,13255
45005,54054,MACRON,14413
45006,55514,MACRON,16612
46001,56838,MACRON,13963
46002,52552,MACRON,13348
47001,68038,MACRON,16523
47002,58737,MACRON,13104
47003,57327,MACRON,12941
48001,46996,MACRON,10739
49001,65099,MACRON,22688
49002,70611,MACRON,24779
49003,53427,MACRON,15943
49004,57220,MACRON,19528
49005,58728,MACRON,23584
49006,74474,MACRON,28057
49007,61783,MACRON,22484
50001,65037,MACRON,21688
50002,72428,MACRON,25532
50003,83151,MACRON,26529
50004,63842,MACRON,18893
51001,52055,MACRON,15805
51002,53207,MACRON,16868
51003,57020,MACRON,15927
51004,55179,MACRON,15473
51005,56645,MACRON,14399
52001,51309,MACRON,12842
52002,42499,MACRON,9044
53001,54407,MACRON,19276
53002,58933,MACRON,22425
53003,53568,MACRON,19054
54001,59232,MACRON,18150
54002,48730,MACRON,16388
54003,54463,MACRON,13096
54004,71161,MACRON,17789
54005,58454,MACRON,15255
54006,61760,MACRON,14574
55001,55829,MACRON,13806
55002,42684,MACRON,10733
56001,88794,MACRON,32840
56002,87469,MACRON,28289
56003,74271,MACRON,23440
56004,86504,MACRON,27977
56005,58966,MACRON,19006
56006,71370,MACRON,21188
57001,64583,MACRON,17414
57002,53932,MACRON,16726
57003,53147,MACRON,16230
57004,60164,MACRON,14216
57005,51511,MACRON,12533
57006,45015,MACRON,9286
57007,64070,MACRON,14075
57008,60211,MACRON,13224
57009,71686,MACRON,22662
58001,53240,MACRON,13929
58002,59201,MACRON,14757
59001,44244,MACRON,10859
59002,60671,MACRON,15848
59003,61951,MACRON,12797
59004,73163,MACRON,26522
59005,75028,MACRON,22344
59006,71894,MACRON,25306
59007,51307,MACRON,16207
59008,41887,MACRON,8785
59009,64701,MACRON,23668
59010,53700,MACRON,15528
59011,65072,MACRON,18497
59012,66331,MACRON,14360
59013,58456,MACRON,13209
59014,72869,MACRON,19919
59015,72305,MACRON,20550
59016,58586,MACRON,10956
59017,51739,MACRON,11516
59018,63773,MACRON,14919
59019,55822,MACRON,9908
59020,55197,MACRON,10638
59021,56085,MACRON,13802
60001,60526,MACRON,14446
60002,65144,MACRON,15358
60003,52295,MACRON,10940
60004,68776,MACRON,20002
60005,53365,MACRON,13197
60006,55942,MACRON,14138
60007,55666,MACRON,11962
61001,50042,MACRON,16439
61002,48813,MACRON,13713
61003,52095,MACRON,15853
62001,80061,MACRON,20427
62002,64660,MACRON,19701
62003,56643,MACRON,10079
62004,67104,MACRON,22376
62005,63425,MACRON,18132
62006,71851,MACRON,18461
62007,64599,MACRON,14901
62008,66943,MACRON,17082
62009,58669,MACRON,15854
62010,62905,MACRON,12616
62011,65767,MACRON,11527
62012,68026,MACRON,13454
63001,61032,MACRON,17254
63002,69588,MACRON,18411
63003,69422,MACRON,22208
63004,78177,MACRON,21934
63005,79368,MACRON,20327
64001,52954,MACRON,15767
64002,65571,MACRON,19234
64003,65217,MACRON,16451
64004,62708,MACRON,14105
64005,75242,MACRON,21711
64006,79798,MACRON,24342
65001,66551,MACRON,16116
65002,68337,MACRON,17576
66001,52503,MACRON,11382
66002,77144,MACRON,15283
66003,62294,MACRON,12448
66004,76627,MACRON,16056
67001,45491,MACRON,14044
67002,51733,MACRON,15361
67003,50648,MACRON,15538
67004,74057,MACRON,26064
67005,79159,MACRON,23943
67006,72943,MACRON,22013
67007,63442,MACRON,17563
67008,69268,MACRON,20077
67009,69978,MACRON,22466
68001,55825,MACRON,15933
68002,68947,MACRON,20579
68003,63490,MACRON,18641
68004,76835,MACRON,18942
68005,53307,MACRON,15875
68006,66705,MACRON,17278
69001,56303,MACRON,17388
69002,58937,MACRON,18153
69003,57237,MACRON,16565
69004,63751,MACRON,23093
69005,70666,MACRON,26403
69006,62836,MACRON,16233
69007,48021,MACRON,11781
69008,82629,MACRON,26290
69009,73745,MACRON,21955
69010,79116,MACRON,27067
69011,74696,MACRON,21584
69012,64183,MACRON,22153
69013,66145,MACRON,19038
69014,50748,MACRON,10540
70001,67427,MACRON,16010
70002,67312,MACRON,14194
71001,55655,MACRON,17115
71002,57910,MACRON,16283
71003,60355,MACRON,16420
71004,61783,MACRON,15536
71005,63597,MACRON,17279
72001,53851,MACRON,16446
72002,58330,MACRON,15991
72003,62858,MACRON,16542
72004,58781,MACRON,16341
72005,63242,MACRON,18556
73001,71875,MACRON,20460
73002,57256,MACRON,14644
73003,57605,MACRON,14315
73004,59622,MACRON,15270
74001,84401,MACRON,28182
74002,76740,MACRON,24438
74003,67470,MACRON,18343
74004,63604,MACRON,18844
74005,75251,MACRON,22741
74006,59673,MACRON,17874
75001,77053,MACRON,31799
75002,59727,MACRON,25930
75003,54947,MACRON,20330
75004,58273,MACRON,26755
75005,61202,MACRON,21304
75006,62012,MACRON,16939
75007,62821,MACRON,22884
75008,63271,MACRON,20151
75009,53653,MACRON,16010
75010,53100,MACRON,16296
75011,57972,MACRON,22689
75012,60518,MACRON,25842
75013,60235,MACRON,23258
75014,59602,MACRON,27809
75015,59162,MACRON,14428
75016,53983,MACRON,13037
75017,43435,MACRON,9284
75018,54096,MACRON,18075
76001,47893,MACRON,15370
76002,73552,MACRON,25119
76003,48176,MACRON,11130
76004,60991,MACRON,14805
76005,71173,MACRON,19390
76006,81323,MACRON,21515
76007,61414,MACRON,19981
76008,42653,MACRON,9378
76009,71631,MACRON,19164
76010,84159,MACRON,23846
77001,50561,MACRON,13292
77002,60124,MACRON,16053
77003,56952,MACRON,12609
77004,65890,MACRON,13754
77005,64159,MACRON,16524
77006,58843,MACRON,12561
77007,65280,MACRON,15585
77008,70524,MACRON,21143
77009,62891,MACRON,16909
77010,58379,MACRON,15669
77011,47326,MACRON,11109
78001,65075,MACRON,21798
78002,68761,MACRON,24649
78003,65344,MACRON,25755
78004,62636,MACRON,24827
78005,57624,MACRON,21191
78006,57171,MACRON,21373
78007,59614,MACRON,19102
78008,52394,MACRON,11172
78009,69806,MACRON,19041
78010,71697,MACRON,23587
78011,51619,MACRON,14845
78012,54765,MACRON,18722
79001,69333,MACRON,24096
79002,74597,MACRON,22692
79003,63874,MACRON,21658
80001,58563,MACRON,16168
80002,55507,MACRON,18721
80003,61876,MACRON,16354
80004,63560,MACRON,17781
80005,59412,MACRON,14083
81001,64848,MACRON,16343
81002,84551,MACRON,18651
81003,80443,MACRON,18931
82001,71254,MACRON,16083
82002,74566,MACRON,15654
83001,50291,MACRON,12764
83002,65755,MACRON,15122
83003,77007,MACRON,20231
83004,81128,MACRON,19527
83005,74295,MACRON,18193
83006,94538,MACRON,20739
83007,74800,MACRON,18540
83008,80916,MACRON,17219
84001,50884,MACRON,10403
84002,64054,MACRON,15218
84003,58729,MACRON,11971
84004,67501,MACRON,14590
84005,62697,MACRON,14703
85001,89700,MACRON,32759
85002,85453,MACRON,28651
85003,101776,MACRON,35077
85004,79617,MACRON,33373
85005,63163,MACRON,19727
86001,61122,MACRON,18754
86002,61343,MACRON,19151
86003,55498,MACRON,15374
86004,53689,MACRON,14552
87001,63881,MACRON,17001
87002,76146,MACRON,20553
87003,62091,MACRON,17397
88001,55214,MACRON,15109
88002,52676,MACRON,12099
88003,47211,MACRON,12514
88004,48593,MACRON,11710
89001,56926,MACRON,14970
89002,54645,MACRON,13212
89003,64940,MACRON,14435
90001,35018,MACRON,8426
90002,34636,MACRON,8342
91001,48814,MACRON,10518
91002,69142,MACRON,17244
91003,75113,MACRON,20822
91004,75831,MACRON,23572
91005,54034,MACRON,19789
91006,62473,MACRON,18655
91007,52706,MACRON,13293
91008,55318,MACRON,14665
91009,58254,MACRON,15707
91010,43256,MACRON,10238
92001,45696,MACRON,9361
92002,54641,MACRON,20313
92003,64006,MACRON,25978
92004,59550,MACRON,18187
92005,58085,MACRON,21245
92006,60803,MACRON,26230
92007,69031,MACRON,29596
92008,54139,MACRON,22144
92009,50701,MACRON,23629
92010,61971,MACRON,24014
92011,53702,MACRON,15521
92012,72528,MACRON,25308
92013,69889,MACRON,25968
93001,45451,MACRON,9051
93002,35327,MACRON,5517
93003,55009,MACRON,15541
93004,41549,MACRON,6505
93005,41355,MACRON,7789
93006,38777,MACRON,6799
93007,57451,MACRON,10372
93008,43416,MACRON,11066
93009,51841,MACRON,10439
93010,46702,MACRON,9296
93011,41970,MACRON,7686
93012,44303,MACRON,10057
94001,64620,MACRON,22307
94002,46465,MACRON,10360
94003,52828,MACRON,13047
94004,55367,MACRON,16984
94005,65948,MACRON,21608
94006,63268,MACRON,22196
94007,47492,MACRON,13809
94008,60149,MACRON,19541
94009,38090,MACRON,9023
94010,48069,MACRON,10853
94011,46762,MACRON,11681
95001,62056,MACRON,16209
95002,57913,MACRON,15986
95003,70009,MACRON,19880
95004,55677,MACRON,16691
95005,47550,MACRON,10202
95006,54394,MACRON,16310
95007,49336,MACRON,13093
95008,35259,MACRON,6437
95009,48857,MACRON,10550
95010,48534,MACRON,12808
ZA001,31423,MACRON,3774
ZA002,37495,MACRON,5457
ZA003,37979,MACRON,5121
ZA004,28188,MACRON,3785
ZB001,33252,MACRON,5092
ZB002,32837,MACRON,5909
ZB003,24131,MACRON,3902
ZB004,32729,MACRON,5140
ZC001,22872,MACRON,3312
ZC002,12989,MACRON,1789
ZD001,46037,MACRON,9994
ZD002,48534,MACRON,8924
ZD003,51617,MACRON,8044
ZD004,60872,MACRON,10168
ZD005,41442,MACRON,7686
ZD006,40331,MACRON,7312
ZD007,57933,MACRON,10414
ZM001,15767,MACRON,3091
ZM002,19283,MACRON,2845
ZN001,33947,MACRON,14194
ZN002,36553,MACRON,14367
ZP001,24560,MACRON,11014
ZP002,16823,MACRON,6605
ZP003,18647,MACRON,6487
ZS001,2701,MACRON,534
ZW001,5359,MACRON,2115
ZX001,8368,MACRON,2070
ZZ001,75534,MACRON,35415
ZZ002,17907,MACRON,8222
ZZ003,49868,MACRON,24802
ZZ004,65144,MACRON,27878
ZZ005,33376,MACRON,12945
ZZ006,64858,MACRON,29659
ZZ007,52144,MACRON,26600
ZZ008,23351,MACRON,10083
ZZ009,39302,MACRON,15038
ZZ010,39779,MACRON,17920
ZZ011,37688,MACRON,16395
01001,65584,LASSALLE,2449
01002,77747,LASSALLE,2004
01003,59919,LASSALLE,1854
01004,72760,LASSALLE,2205
01005,57014,LASSALLE,2364
02001,52465,LASSALLE,1302
02002,51406,LASSALLE,1086
02003,48125,LASSALLE,1364
02004,53914,LASSALLE,1095
02005,59950,LASSALLE,1621
03001,66667,LASSALLE,2740
03002,59465,LASSALLE,2512
03003,59823,LASSALLE,2530
04001,46936,LASSALLE,2160
04002,49747,LASSALLE,2149
05001,44867,LASSALLE,1822
05002,41368,LASSALLE,2049
06001,56112,LASSALLE,1052
06002,65133,LASSALLE,2076
06003,63218,LASSALLE,1233
06004,61346,LASSALLE,1728
06005,64695,LASSALLE,1622
06006,58991,LASSALLE,1177
06007,71658,LASSALLE,1542
06008,59509,LASSALLE,1078
06009,58113,LASSALLE,1259
07001,60088,LASSALLE,2814
07002,74781,LASSALLE,3072
07003,62106,LASSALLE,3147
08001,51839,LASSALLE,1576
08002,42079,LASSALLE,1165
08003,40018,LASSALLE,1343
09001,44277,LASSALLE,3544
09002,47427,LASSALLE,3988
10001,47434,LASSALLE,1299
10002,55203,LASSALLE,1374
10003,47033,LASSALLE,1114
11001,74951,LASSALLE,4056
11002,68003,LASSALLE,3340
11003,69472,LASSALLE,4986
