code_commune,code_dep_min,MACRON,LE PEN
25452,25,91,156
64452,64,94,66
39452,39,123,161
51452,51,14,7
54452,54,20,16
31452,31,20,17
70452,70,51,106
55452,55,20,26
50452,50,218,210
24452,24,60,57
71452,71,46,15
52452,52,31,20
33452,33,200,213
61452,61,53,40
38452,38,122,133
67452,67,701,395
88452,88,17,61
77452,77,25,26
08452,08,56,89
32452,32,90,88
65452,65,274,218
63452,63,27,21
89452,89,82,132
01452,01,216,332
01453,01,178,195
62453,62,36,49
70453,70,27,33
80453,80,30,65
02453,02,75,138
57453,57,76,101
76453,76,319,280
14453,14,96,104
59453,59,205,204
27453,27,348,556
25453,25,356,382
64453,64,781,649
39453,39,98,119
51453,51,353,291
54453,54,59,45
31453,31,35,42
55453,55,29,23
24453,24,130,82
71453,71,96,76
52453,52,29,60
33453,33,56,69
38453,38,539,456
61453,61,62,84
50453,50,305,171
67453,67,187,192
88453,88,8,15
77453,77,284,326
08453,08,15,34
32453,32,27,53
17453,17,401,430
65453,65,24,18
63453,63,859,761
89453,89,338,233
62454,62,783,731
02454,02,87,151
60454,60,274,322
76454,76,18,49
14454,14,587,314
57454,57,470,305
21454,21,36,37
59454,59,167,133
27454,27,124,135
25454,25,809,377
64454,64,57,32
39454,39,10,39
51454,51,37984,23448
31454,31,878,922
70454,70,13,15
55454,55,55,60
50454,50,113,114
24454,24,135,224
71454,71,51,48
33454,33,617,371
38454,38,536,457
61454,61,121,176
67454,67,117,140
88454,88,50,87
77454,77,99,123
08454,08,14,25
32454,32,25,23
65454,65,32,24
17454,17,101,132
63454,63,135,189
01454,01,217,319
62455,62,31,39
17455,17,164,242
80455,80,26,21
02455,02,38,77
76455,76,64,98
14455,14,55,69
57455,57,37,56
21455,21,47,69
78455,78,3541,1072
59455,59,237,365
27455,27,54,63
25455,25,67,47
64455,64,47,49
51455,51,63,84
39455,39,17,19
54455,54,42,54
31455,31,700,652
70455,70,261,512
50455,50,304,201
24455,24,206,201
71455,71,48,36
38455,38,1210,1136
52455,52,66,71
67455,67,194,232
88455,88,38,37
77455,77,446,514
08455,08,16,31
32455,32,51,51
65455,65,146,113
63455,63,1467,766
38456,38,195,116
62456,62,206,298
60456,60,176,329
80456,80,158,178
02456,02,60,148
57456,57,252,172
76456,76,191,294
14456,14,793,831
21456,21,49,63
95456,95,157,162
59456,59,913,2019
27456,27,300,202
25456,25,79,69
64456,64,12,19
39456,39,71,123
51456,51,11,28
31456,31,22,6
70456,70,42,68
54456,54,174,203
50456,50,158,123
55456,55,39,115
24456,24,64,70
71456,71,436,596
33456,33,144,167
61456,61,442,351
52456,52,102,298
67456,67,98,139
88456,88,31,39
77456,77,186,229
08456,08,46,95
32456,32,10,27
65456,65,84,79
63456,63,105,96
89456,89,108,201
01456,01,37,15
62457,62,1322,2410
17457,17,246,334
60457,60,29,82
91457,91,1440,802
14457,14,29,26
02457,02,80,165
57457,57,21,56
76457,76,232,243
21457,21,29,24
27457,27,169,214
25457,25,41,20
64457,64,81,41
59457,59,2399,1824
54457,54,11,12
39457,39,16,11
51457,51,71,104
31457,31,197,257
70457,70,25,48
55457,55,40,64
71457,71,37,38
24457,24,42,42
33457,33,206,157
38457,38,699,714
61457,61,151,154
52457,52,50,51
50457,50,47,62
88457,88,30,52
77457,77,292,368
08457,08,284,291
65457,65,31,25
32457,32,86,75
63457,63,1859,1096
01457,01,817,704
02458,02,168,262
62458,62,261,343
60458,60,89,112
80458,80,143,97
14458,14,138,101
25458,25,81,50
76458,76,29,42
21458,21,325,253
91458,91,1691,829
64458,64,80,101
59458,59,396,209
27458,27,638,656
54458,54,30,30
51458,51,19,25
39458,39,65,72
31458,31,1383,997
55458,55,50,117
71458,71,21,25
24458,24,92,89
33458,33,231,315
38458,38,149,188
67458,67,1435,1395
88458,88,75,81
77458,77,931,1066
08458,08,48,68
32458,32,71,74
65458,65,23,2
17458,17,34,46
89458,89,34,79
63458,63,39,46
62459,62,41,100
60459,60,44,79
25459,25,123,68
80459,80,28,43
27459,27,24,19
02459,02,66,51
57459,57,79,70
76459,76,88,92
21459,21,54,100
95459,95,201,228
59459,59,1007,1652
64459,64,68,43
54459,54,907,540
31459,31,326,200
51459,51,28,37
70459,70,225,469
55459,55,56,90
24459,24,84,94
71459,71,152,73
33459,33,54,66
38459,38,260,308
61459,61,98,73
52459,52,11,53
67459,67,206,239
88459,88,11,21
77459,77,270,406
08459,08,15,37
65459,65,39,26
32459,32,331,247
17459,17,145,154
89459,89,65,122
63459,63,105,178
62460,62,85,72
60460,60,53,79
80460,80,23,23
25460,25,78,62
02460,02,37,91
57460,57,274,383
14460,14,381,408
76460,76,110,212
21460,21,16,29
78460,78,365,265
27460,27,57,78
64460,64,149,76
51460,51,44,69
39460,39,52,67
54460,54,56,44
31460,31,1422,955
70460,70,127,143
55460,55,39,49
71460,71,167,99
24460,24,143,135
33460,33,169,205
38460,38,143,127
61460,61,245,206
67460,67,496,519
88460,88,142,199
77460,77,62,115
08460,08,26,70
17460,17,228,235
32460,32,88,96
65460,65,1159,1246
89460,89,540,862
63460,63,106,83
62461,62,200,242
80461,80,79,65
61461,61,31,51
02461,02,72,129
14461,14,154,125
57461,57,60,129
76461,76,66,153
60461,60,67,54
21461,21,357,336
91461,91,1182,1014
59461,59,56,130
25461,25,65,123
64461,64,250,261
51461,51,384,216
39461,39,36,16
54461,54,22,32
31461,31,62,66
70461,70,45,33
50461,50,75,59
55461,55,105,120
71461,71,19,22
24461,24,192,257
33461,33,94,112
52461,52,88,119
67461,67,96,84
88461,88,47,79
77461,77,73,99
08461,08,52,78
17461,17,1828,1150
32461,32,31,21
65461,65,24,24
89461,89,214,310
63461,63,81,123
62462,62,39,46
80462,80,113,108
27462,27,34,65
88462,88,556,577
02462,02,34,87
57462,57,62,165
76462,76,1183,1145
60462,60,573,767
21462,21,303,212
95462,95,96,97
59462,59,1801,1027
25462,25,4622,2499
64462,64,138,111
39462,39,119,209
54462,54,664,713
31462,31,936,439
50462,50,109,87
70462,70,19,29
71462,71,108,164
55462,55,85,122
24462,24,384,531
33462,33,100,179
38462,38,175,117
61462,61,356,259
67462,67,5414,3668
77462,77,104,156
08462,08,28,57
32462,32,1022,780
65462,65,89,54
89462,89,61,89
63462,63,65,77
17462,17,242,187
62463,62,159,126
80463,80,166,209
61463,61,564,430
51463,51,56,52
02463,02,16,31
57463,57,28127,13736
76463,76,133,217
60463,60,3701,2203
21463,21,11,15
91463,91,289,279
59463,59,252,318
27463,27,184,214
25463,25,872,1244
39463,39,74,62
54463,54,72,71
31463,31,73,93
64463,64,215,155
50463,50,174,108
70463,70,21,52
71463,71,164,142
55463,55,730,810
24463,24,150,171
33463,33,342,293
38463,38,579,391
52463,52,12,17
67463,67,646,875
88463,88,410,543
77463,77,1370,595
08463,08,8,24
17463,17,423,323
65463,65,42,11
32463,32,171,107
89463,89,79,76
63463,63,160,164
62464,62,642,1212
76464,76,872,569
80464,80,166,381
27464,27,292,235
25464,25,43,34
02464,02,68,109
57464,57,292,245
60464,60,266,357
21464,21,1462,1029
78464,78,346,162
59464,59,366,763
64464,64,40,26
39464,39,67,47
51464,51,116,83
54464,54,24,32
31464,31,62,125
50464,50,173,158
70464,70,260,483
71464,71,52,62
24464,24,74,74
33464,33,93,86
55464,55,38,47
38464,38,477,630
52464,52,23,30
67464,67,257,337
61464,61,1022,846
88464,88,134,166
77464,77,2680,1516
08464,08,15,42
17464,17,48,29
65464,65,180,120
32464,32,187,225
89464,89,1005,1311
63464,63,115,111
62465,62,63,87
17465,17,141,187
80465,80,51,76
27465,27,116,103
02465,02,101,135
57465,57,596,554
76465,76,135,205
60465,60,38,75
14465,14,200,116
21465,21,17,31
78465,78,950,457
59465,59,109,291
25465,25,52,51
64465,64,87,47
39465,39,47,67
51465,51,43,60
54465,54,192,211
31465,31,10,5
71465,71,54,84
24465,24,53,81
33465,33,339,290
55465,55,24,29
38465,38,276,370
52465,52,36,42
67465,67,561,678
88465,88,1964,2494
77465,77,130,209
08465,08,11,19
65465,65,138,60
32465,32,52,29
89465,89,36,108
63465,63,125,137
62466,62,83,80
61466,61,509,253
80466,80,32,48
27466,27,76,121
02466,02,25,49
57466,57,145,214
14466,14,107,115
60466,60,51,88
21466,21,20,15
78466,78,2800,883
59466,59,983,676
25466,25,242,188
64466,64,55,62
51466,51,74,66
39466,39,28,35
54466,54,58,147
31466,31,232,224
70466,70,32,53
24466,24,111,99
71466,71,34,35
33466,33,502,647
38466,38,640,304
55466,55,77,101
67466,67,143,116
88466,88,26,62
77466,77,107,98
08466,08,20,27
65466,65,31,2
89466,89,107,104
32466,32,32,29
63466,63,53,58
17466,17,703,517
62467,62,39,68
77467,77,65,71
80467,80,42,76
02467,02,9,19
57467,57,102,50
14467,14,80,74
76467,76,310,401
21467,21,43,45
27467,27,2252,2237
59467,59,501,735
25467,25,804,367
64467,64,290,143
39467,39,59,34
54467,54,49,58
31467,31,1700,1484
32467,32,36,41
50467,50,159,118
70467,70,611,656
33467,33,79,72
38467,38,366,462
55467,55,169,261
52467,52,18,12
61467,61,109,107
67467,67,93,159
88467,88,151,175
08467,08,26,48
17467,17,70,67
65467,65,35,27
89467,89,128,331
63467,63,17,18
32468,32,20,14
62468,62,65,81
80468,80,28,55
88468,88,607,872
02468,02,337,752
57468,57,175,218
76468,76,380,415
14468,14,111,94
60468,60,67,111
21468,21,26,45
91468,91,538,399
27468,27,101,165
59468,59,125,135
25468,25,198,272
64468,64,48,21
51468,51,174,89
39468,39,36,43
54468,54,36,28
31468,31,58,59
50468,50,182,296
70468,70,22,52
24468,24,104,66
71468,71,259,231
33468,33,103,137
38468,38,1146,1024
55468,55,25,35
52468,52,21,52
67468,67,176,192
77468,77,5330,2077
08468,08,35,76
17468,17,44,36
65468,65,7,17
89468,89,74,130
63468,63,117,130
62469,62,127,180
38469,38,46,41
80469,80,37,51
02469,02,92,177
57469,57,131,201
76469,76,72,159
14469,14,31,38
60469,60,78,130
21469,21,171,125
91469,91,292,211
89469,89,202,305
27469,27,1028,1054
59469,59,129,149
25469,25,124,160
39469,39,23,34
51469,51,28,37
64469,64,116,76
54469,54,98,133
31469,31,30,46
71469,71,136,85
50469,50,76,88
70469,70,43,72
55469,55,12,36
52469,52,105,175
88469,88,34,34
77469,77,281,346
08469,08,102,163
65469,65,12,9
17469,17,137,176
63469,63,220,217
62470,62,29,29
25470,25,39,57
38470,38,99,116
88470,88,446,406
80470,80,56,43
02470,02,81,151
57470,57,4,11
76470,76,185,190
60470,60,170,305
21470,21,25,6
78470,78,346,185
27470,27,262,307
59470,59,829,423
39470,39,1063,663
51470,51,3,3
64470,64,204,122
31470,31,39,15
54470,54,14,18
71470,71,134,69
33470,33,226,229
70470,70,41,53
24470,24,91,70
55470,55,49,67
52470,52,84,190
67470,67,47,26
77470,77,2167,1498
08470,08,29,33
65470,65,54,32
17470,17,92,68
89470,89,32,50
63470,63,1433,935
62471,62,290,340
17471,17,57,74
38471,38,634,120
88471,88,28,32
02471,02,25,53
57471,57,74,87
76471,76,275,324
60471,60,2237,2226
21471,21,4,9
91471,91,6612,1487
27471,27,105,60
25471,25,34,49
59471,59,579,601
39471,39,207,235
51471,51,140,118
54471,54,11,35
64471,64,129,89
31471,31,109,107
50471,50,106,68
71471,71,22,37
33471,33,248,480
24471,24,201,166
70471,70,8,19
55471,55,23,29
67471,67,2634,1410
77471,77,113,99
08471,08,8,13
65471,65,80,30
89471,89,116,138
63471,63,197,251
62472,62,51,42
77472,77,93,134
80472,80,35,72
02472,02,72,127
57472,57,28,38
76472,76,167,239
60472,60,28,43
78472,78,88,87
21472,21,35,79
27472,27,76,88
59472,59,191,272
25472,25,7,6
39472,39,40,67
51472,51,231,331
31472,31,86,82
64472,64,289,184
54472,54,199,269
50472,50,76,52
24472,24,276,275
71472,71,54,72
70472,70,53,99
33472,33,91,122
38472,38,109,33
55472,55,29,56
52472,52,36,38
67472,67,1179,1297
61472,61,127,86
88472,88,46,32
08472,08,66,90
17472,17,633,497
65472,65,23,29
89472,89,99,134
63472,63,261,129
62473,62,1771,2807
80473,80,61,126
02473,02,27,92
57473,57,25,30
76473,76,185,285
14473,14,38,41
60473,60,59,111
91473,91,66,61
21473,21,270,232
27473,27,266,236
59473,59,79,83
25473,25,210,167
39473,39,40,25
51473,51,27,51
31473,31,114,107
54473,54,57,89
50473,50,99,108
71473,71,63,44
70473,70,363,509
33473,33,582,1046
64473,64,129,86
24473,24,122,110
38473,38,247,349
55473,55,41,37
61473,61,71,79
52473,52,15,42
67473,67,288,262
88473,88,27,33
77473,77,98,150
08473,08,85,103
65473,65,139,81
17473,17,38,28
63473,63,145,82
61474,61,1081,981
62474,62,341,374
25474,25,21,23
80474,80,82,154
02474,02,60,147
57474,57,1286,1432
14474,14,74,51
76474,76,2066,1270
60474,60,41,121
78474,78,288,179
21474,21,76,154
27474,27,356,289
59474,59,219,333
51474,51,1026,916
31474,31,53,74
64474,64,45,41
50474,50,178,131
24474,24,51,51
33474,33,1008,751
70474,70,36,35
39474,39,91,99
54474,54,59,48
71474,71,45,60
38474,38,3548,2242
55474,55,68,78
52474,52,11,20
67474,67,768,865
88474,88,15,20
77474,77,120,152
65474,65,25,51
17474,17,176,212
89474,89,66,101
76475,76,2618,1089
62475,62,49,103
27475,27,37,52
80475,80,39,97
57475,57,142,86
78475,78,150,89
21475,21,102,225
59475,59,450,756
25475,25,287,235
39475,39,561,513
51475,51,20,26
31475,31,404,416
50475,50,394,178
54475,54,51,56
71475,71,1972,1149
33475,33,94,113
64475,64,83,61
38475,38,642,763
55475,55,10,31
61475,61,159,184
52475,52,16,24
67475,67,87,60
88475,88,37,33
77475,77,1224,1055
14475,14,778,626
65475,65,12,19
89475,89,33,38
62476,62,280,357
27476,27,116,136
80476,80,90,102
02476,02,101,239
57476,57,90,119
14476,14,56,62
60476,60,46,64
95476,95,4480,2444
21476,21,47,55
76476,76,2493,2579
59476,59,975,946
25476,25,32,45
39476,39,427,546
31476,31,210,287
64476,64,137,109
51476,51,235,189
50476,50,59,75
54476,54,57,142
24476,24,68,30
33476,33,163,248
70476,70,17,45
38476,38,200,328
55476,55,151,116
52476,52,14,34
67476,67,165,231
61476,61,87,86
88476,88,13,46
77476,77,52,79
65476,65,27,14
08476,08,112,127
17476,17,65,94
62477,62,202,226
80477,80,67,82
02477,02,246,318
57477,57,388,523
76477,76,145,132
60477,60,308,443
91477,91,11614,3339
21477,21,28,23
27477,27,254,190
59477,59,953,1363
25477,25,131,83
39477,39,46,97
31477,31,21,13
64477,64,492,251
51477,51,83,106
54477,54,41,56
24477,24,62,34
71477,71,153,137
33477,33,173,200
70477,70,127,285
55477,55,68,163
67477,67,176,192
88477,88,41,33
77477,77,263,220
65477,65,25,22
08477,08,31,36
17477,17,28,32
89477,89,16,35
62478,62,73,84
80478,80,32,52
02478,02,63,80
57478,57,24,29
76478,76,31,69
14478,14,449,450
60478,60,54,109
78478,78,57,60
21478,21,102,83
27478,27,326,230
59478,59,331,359
25478,25,43,33
39478,39,1872,1318
51478,51,86,142
64478,64,316,122
31478,31,400,328
50478,50,107,121
54478,54,50,51
24478,24,44,43
71478,71,22,27
33478,33,668,915
70478,70,207,219
67478,67,530,621
38478,38,273,267
88478,88,16,28
77478,77,230,238
08478,08,58,100
17478,17,9,18
89478,89,225,271
65478,65,19,10
62479,62,379,589
80479,80,84,129
57479,57,160,121
76479,76,35,51
60479,60,155,216
91479,91,1669,1499
21479,21,16,47
38479,38,523,621
59479,59,587,1004
25479,25,76,126
39479,39,60,61
51479,51,90,85
31479,31,20,14
50479,50,37,36
64479,64,51,58
54479,54,31,24
24479,24,315,318
71479,71,517,484
33479,33,50,87
70479,70,29,39
55479,55,55,54
52479,52,120,235
67479,67,160,196
61479,61,69,39
88479,88,38,100
77479,77,3675,1856
08479,08,47,64
89479,89,86,74
17479,17,82,77
65479,65,159,66
62480,62,532,1063
80480,80,34,33
02480,02,54,130
57480,57,5639,3696
76480,76,116,163
60480,60,148,188
14480,14,104,165
95480,95,1739,1081
21480,21,124,41
27480,27,128,233
59480,59,242,242
39480,39,88,61
50480,50,224,207
64480,64,70,51
54480,54,19,26
24480,24,92,76
71480,71,206,146
33480,33,403,380
31480,31,973,447
51480,51,22,53
70480,70,33,40
38480,38,509,710
52480,52,78,134
67480,67,475,560
61480,61,65,66
88480,88,36,49
77480,77,182,202
08480,08,801,906
89480,89,290,492
17480,17,159,187
65481,65,72,32
62481,62,30,67
78481,78,5394,1935
59481,59,992,1283
80481,80,77,202
02481,02,144,141
57481,57,591,806
76481,76,2239,1553
60481,60,126,174
21481,21,644,418
27481,27,149,90
25481,25,84,108
39481,39,111,129
50481,50,337,283
64481,64,56,61
54481,54,25,49
24481,24,120,117
33481,33,59,84
71481,71,257,302
31481,31,533,601
70481,70,41,70
55481,55,53,104
67481,67,402,312
38481,38,312,320
61481,61,28,25
88481,88,341,462
77481,77,38,68
08481,08,66,74
89481,89,16,39
17481,17,43,59
65482,65,123,119
27482,27,39,54
80482,80,38,48
02482,02,14,17
76482,76,1244,835
57482,57,655,440
60482,60,1318,754
14482,14,77,86
91482,91,183,115
21482,21,125,276
59482,59,2278,1500
25482,25,207,180
31482,31,58,41
51482,51,151,173
50482,50,33,61
64482,64,199,160
54482,54,3067,1626
24482,24,66,93
33482,33,65,79
71482,71,199,278
70482,70,345,453
55482,55,22,44
52482,52,19,31
67482,67,71124,20474
61482,61,145,75
88482,88,16,29
77482,77,709,682
08482,08,30,18
89482,89,47,32
17482,17,178,200
61483,61,976,557
62483,62,61,75
95483,95,185,97
57483,57,680,744
02483,02,133,183
76483,76,72,77
60483,60,116,194
14483,14,62,41
21483,21,85,72
27483,27,98,148
59483,59,30,54
25483,25,15,12
31483,31,2540,2264
51483,51,150,121
50483,50,389,181
64483,64,5361,2440
54483,54,1693,1788
24483,24,40,58
33483,33,1583,1228
71483,71,161,118
70483,70,31,43
38483,38,442,555
52483,52,21,17
67483,67,62,70
88483,88,748,687
77483,77,437,494
08483,08,129,146
89483,89,116,159
17483,17,455,423
62484,62,72,136
80484,80,72,133
57484,57,505,761
02484,02,97,149
76484,76,2386,2138
60484,60,52,111
14484,14,94,61
78484,78,191,163
21484,21,16,25
17484,17,558,597
59484,59,876,1354
31484,31,979,448
51484,51,82,76
50484,50,1932,1164
64484,64,318,172
24484,24,232,265
33484,33,414,505
71484,71,284,328
54484,54,45,66
70484,70,21,68
55484,55,6,25
38484,38,572,533
67484,67,144,155
52484,52,62,136
88484,88,319,327
61484,61,843,1044
77484,77,63,69
08484,08,27,25
88485,88,28,47
62485,62,53,157
17485,17,349,273
77485,77,294,204
02485,02,23,37
57485,57,27,45
76485,76,67,59
60485,60,55,70
21485,21,698,553
27485,27,131,276
59485,59,279,690
25485,25,55,83
31485,31,36,28
51485,51,85,85
64485,64,557,197
54485,54,52,62
24485,24,124,143
71485,71,101,58
33485,33,495,497
70485,70,48,101
55485,55,30,26
38485,38,3722,1967
67485,67,705,347
61485,61,53,71
39485,39,193,238
08485,08,57,63
89485,89,60,50
80485,80,363,380
17486,17,301,218
62486,62,259,342
78486,78,2306,1299
80486,80,122,210
02486,02,24,31
57486,57,26,40
76486,76,172,225
14486,14,140,171
60486,60,136,190
27486,27,152,236
25486,25,143,70
59486,59,587,823
31486,31,368,413
51486,51,94,95
50486,50,120,172
64486,64,25,25
39486,39,49,35
24486,24,135,124
54486,54,93,106
33486,33,77,115
71486,71,2001,2119
70486,70,37,45
38486,38,3063,1315
67486,67,417,527
52486,52,16,35
61486,61,1378,1130
88486,88,1133,1006
77486,77,194,251
08486,08,205,414
89486,89,32,62
62487,62,294,408
88487,88,1092,1124
80487,80,21,46
02487,02,155,216
57487,57,1466,1076
76487,76,88,118
14487,14,296,191
60487,60,117,101
95487,95,1914,1532
21487,21,94,137
27487,27,144,240
59487,59,664,305
25487,25,21,7
51487,51,72,100
31487,31,66,78
50487,50,1466,1171
64487,64,74,38
39487,39,484,295
24487,24,400,496
54487,54,15,29
33487,33,211,281
71487,71,62,45
70487,70,66,89
55487,55,41,21
38487,38,761,484
67487,67,447,526
52487,52,15,39
61487,61,106,50
77487,77,3429,2036
08487,08,309,535
62488,62,193,271
80488,80,338,547
02488,02,21,63
57488,57,112,209
76488,76,127,175
14488,14,3626,2025
60488,60,53,95
95488,95,1847,1346
21488,21,44,86
59488,59,593,670
25488,25,35,28
27488,27,55,84
51488,51,103,100
31488,31,3923,1873
50488,50,170,145
64488,64,172,97
24488,24,100,138
54488,54,12,16
33488,33,123,92
71488,71,56,14
70488,70,58,63
38488,38,175,153
55488,55,40,40
67488,67,29,75
52488,52,56,94
61488,61,22,17
88488,88,69,92
08488,08,539,718
62489,62,701,1251
80489,80,1401,1258
02489,02,100,101
57489,57,48,117
76489,76,135,148
95489,95,179,164
21489,21,25,17
60489,60,219,346
59489,59,932,1224
25489,25,105,63
27489,27,154,151
31489,31,172,96
50489,50,183,125
51489,51,9,15
39489,39,156,80
64489,64,108,75
24489,24,91,95
54489,54,43,47
71489,71,105,177
33489,33,96,110
70489,70,231,281
55489,55,90,77
38489,38,45,32
67489,67,265,213
52489,52,6,16
88489,88,93,78
77489,77,35,36
08489,08,57,67
62490,62,90,79
80490,80,80,92
02490,02,44,34
57490,57,72,102
76490,76,215,373
60490,60,120,120
78490,78,9190,3596
21490,21,44,52
59490,59,47,70
27490,27,47,97
25490,25,123,101
24490,24,244,299
50490,50,130,115
51490,51,47,63
31490,31,1589,1813
39490,39,61,103
64490,64,149,111
71490,71,367,249
33490,33,468,586
54490,54,377,427
70490,70,22,36
38490,38,474,548
55490,55,80,93
67490,67,251,160
52490,52,120,256
61490,61,76,103
88490,88,29,79
77490,77,112,226
08490,08,826,995
39491,39,665,482
62491,62,1637,1352
95491,95,2659,1341
88491,88,23,51
80491,80,20,32
02491,02,71,136
57491,57,1301,2039
76491,76,167,214
14491,14,59,61
60491,60,541,397
21491,21,22,23
59491,59,1949,3715
25491,25,37,25
50491,50,102,105
51491,51,34,36
31491,31,134,89
64491,64,56,52
24491,24,164,155
33491,33,100,105
71491,71,320,324
54491,54,56,125
70491,70,97,199
52491,52,25,40
67491,67,76,72
61491,61,744,834
08491,08,679,1099
95492,95,15,31
88492,88,39,16
62492,62,72,91
02492,02,84,178
57492,57,79,136
76492,76,190,126
14492,14,109,88
60492,60,163,287
21492,21,183,81
59492,59,96,232
25492,25,47,14
27492,27,65,119
50492,50,745,639
31492,31,127,161
51492,51,238,528
39492,39,80,29
64492,64,86,37
71492,71,39,37
33492,33,386,789
24492,24,9,18
54492,54,37,40
38492,38,246,119
70492,70,118,215
55492,55,170,265
52492,52,114,159
67492,67,275,131
61492,61,37,25
77492,77,177,153
08492,08,56,113
25493,25,254,202
61493,61,22,19
95493,95,39,32
62493,62,58,94
80493,80,60,89
02493,02,50,90
57493,57,63,69
76493,76,126,158
60493,60,96,172
21493,21,136,167
59493,59,57,74
27493,27,829,847
50493,50,490,343
31493,31,40,34
51493,51,47,13
39493,39,90,32
64493,64,575,297
24493,24,43,21
33493,33,89,94
71493,71,78,120
54493,54,445,422
55493,55,53,71
70493,70,145,128
52493,52,10,14
67493,67,163,118
88493,88,14,6
77493,77,624,825
71494,71,151,144
91494,91,1220,702
80494,80,56,53
62494,62,6,24
02494,02,27,58
57494,57,43,83
76494,76,157,164
60494,60,509,451
21494,21,34,29
14494,14,56,22
59494,59,29,50
25494,25,187,153
31494,31,39,51
39494,39,130,72
64494,64,88,62
24494,24,143,139
33494,33,333,263
54494,54,9,52
38494,38,199,251
55494,55,105,161
70494,70,85,75
52494,52,92,58
67494,67,133,174
61494,61,292,292
88494,88,30,41
77494,77,623,658
08494,08,117,141
27495,27,52,73
38495,38,152,144
62495,62,67,103
80495,80,129,156
02495,02,179,344
57495,57,44,37
76495,76,1482,1759
60495,60,80,138
91495,91,110,67
21495,21,20,53
14495,14,262,92
59495,59,261,763
25495,25,602,473
50495,50,28,19
51495,51,24,14
31495,31,399,306
64495,64,2206,1463
24495,24,35,36
39495,39,17,23
71495,71,214,208
54495,54,1404,959
55495,55,57,59
52495,52,15,35
67495,67,1941,927
88495,88,66,56
77495,77,1998,1503
62496,62,72,82
80496,80,54,52
02496,02,16,47
57496,57,90,82
60496,60,40,54
21496,21,260,353
14496,14,22,14
59496,59,46,93
25496,25,29,33
27496,27,147,148
50496,50,190,83
51496,51,60,99
64496,64,1877,1044
24496,24,115,101
31496,31,89,80
33496,33,911,568
71496,71,55,48
54496,54,74,129
38496,38,326,423
55496,55,200,358
70496,70,5,15
88496,88,48,35
77496,77,56,55
08496,08,33,34
60497,60,44,75
62497,62,1314,2265
55497,55,87,104
80497,80,48,46
02497,02,298,336
57497,57,55,116
14497,14,65,76
76497,76,2009,1763
78497,78,360,209
21497,21,73,49
59497,59,596,699
25497,25,159,210
27497,27,241,363
31497,31,789,543
51497,51,6,22
39497,39,29,27
71497,71,757,456
54497,54,19,27
38497,38,47,52
52497,52,66,176
67497,67,250,204
61497,61,533,346
88497,88,103,158
08497,08,297,358
76498,76,4322,3055
60498,60,108,186
62498,62,5529,7631
80498,80,112,255
02498,02,163,244
57498,57,619,776
14498,14,69,81
78498,78,10948,3610
21498,21,19,22
59498,59,75,126
25498,25,6,24
27498,27,88,112
50498,50,280,197
31498,31,9,10
51498,51,21,12
24498,24,270,206
64498,64,135,104
39498,39,153,186
33498,33,2183,2066
71498,71,57,37
54498,54,1785,1107
55498,55,95,115
38498,38,192,245
70498,70,121,148
67498,67,174,242
61498,61,32,29
88498,88,294,232
77498,77,96,74
08498,08,143,100
33499,33,91,99
61499,61,66,48
62499,62,93,113
80499,80,66,105
02499,02,14,19
57499,57,361,383
14499,14,187,126
76499,76,316,367
60499,60,62,83
78499,78,271,139
21499,21,25,81
59499,59,466,617
25499,25,26,47
50499,50,152,155
31499,31,2536,2297
51499,51,49,56
24499,24,272,226
64499,64,1443,1033
39499,39,54,52
71499,71,877,1060
54499,54,26,48
38499,38,204,376
70499,70,33,41
67499,67,90,102
52499,52,10,15
88499,88,56,40
08499,08,36,94
61500,61,31,39
60500,60,785,862
62500,62,135,134
80500,80,116,177
02500,02,145,285
57500,57,10,15
76500,76,84,187
14500,14,64,57
95500,95,7135,3211
21500,21,111,160
59500,59,96,143
25500,25,28,20
27500,27,329,486
50500,50,177,158
31500,31,193,142
51500,51,31,53
24500,24,35,60
39500,39,655,508
64500,64,81,93
33500,33,101,119
71500,71,50,44
54500,54,65,50
55500,55,151,221
70500,70,46,66
38500,38,146,165
67500,67,454,411
52500,52,162,202
88500,88,267,259
77500,77,127,133
08500,08,14,22
60501,60,361,415
88501,88,19,35
62501,62,60,87
80501,80,71,91
975501,975,124,143
02501,02,23,25
57501,57,5,24
76501,76,50,34
14501,14,62,71
78501,78,591,631
21501,21,323,332
59501,59,308,396
25501,25,6,11
27501,27,73,100
31501,31,179,118
24501,24,116,146
51501,51,67,56
64501,64,189,153
39501,39,268,272
71501,71,28,53
33501,33,1057,750
54501,54,12,44
55501,55,117,109
38501,38,489,449
70501,70,25,38
67501,67,187,163
61501,61,123,133
77501,77,210,193
08501,08,5,9
60502,60,19,49
78502,78,1424,606
62502,62,1304,1446
80502,80,32,30
02502,02,213,400
57502,57,73,47
14502,14,16,29
76502,76,175,150
21502,21,127,197
59502,59,246,497
25502,25,141,156
27502,27,457,530
50502,50,5751,2754
31502,31,81,121
51502,51,28,33
975502,975,1119,1135
24502,24,27,28
64502,64,204,171
39502,39,67,103
71502,71,453,456
33502,33,85,163
54502,54,55,89
55502,55,432,563
70502,70,21,48
67502,67,58,71
52502,52,12,26
88502,88,38,53
61502,61,16,30
08502,08,23,23
38503,38,943,517
60503,60,19,62
62503,62,112,87
80503,80,48,67
