code_commune,code_dep_min,MACRON,LE PEN
28079,28,90,89
26079,26,432,363
35079,35,1094,275
73079,73,252,225
72079,72,104,76
03079,03,70,98
37079,37,560,518
58079,58,771,618
34079,34,1934,2125
12079,12,178,131
53079,53,90,64
43079,43,44,85
46079,46,25,29
67079,67,28,54
18079,18,132,130
42079,42,146,216
47079,47,124,143
81079,81,234,252
07079,07,363,285
68079,68,80,102
19079,19,114,143
23079,23,397,324
66079,66,61,68
36079,36,16,31
56079,56,456,382
29079,29,540,229
22079,22,697,562
15079,15,104,161
04079,04,307,393
87079,87,218,206
83079,83,300,426
86079,86,126,192
82079,82,971,967
48079,48,53,32
45079,45,32,57
44079,44,1105,592
05079,05,426,242
74079,74,281,122
41079,41,33,30
06079,06,6201,7613
79079,79,2839,1411
84079,84,112,81
90079,90,80,102
13079,13,519,409
93079,93,2295,668
94079,94,7744,2978
64080,64,303,201
62080,62,513,758
80080,80,39,61
02080,02,115,76
59080,59,875,782
57080,57,19,31
21080,21,190,150
54080,54,192,389
91080,91,242,285
70080,70,47,106
31080,31,362,338
08080,08,32,44
51080,51,36,79
55080,55,37,26
39080,39,15,22
88080,88,75,107
65080,65,179,138
33080,33,1823,1486
24080,24,104,82
09080,09,46,37
32080,32,46,49
2B080,2B,52,55
40080,40,285,330
61080,61,24,25
17080,17,248,279
30080,30,164,182
71080,71,40,14
77080,77,42,76
01080,01,163,190
63080,63,318,338
10080,10,204,323
38080,38,199,237
28080,28,87,80
45080,45,74,127
26080,26,22,5
72080,72,958,663
79080,79,909,586
35080,35,940,372
37080,37,62,68
86080,86,129,127
03080,03,212,173
34080,34,151,124
12080,12,151,107
53080,53,26,30
43080,43,522,526
46080,46,201,214
18080,18,36,51
67080,67,620,412
07080,07,91,86
85080,85,516,391
81080,81,26,27
47080,47,42,46
69080,69,481,535
68080,68,97,59
19080,19,168,142
41080,41,384,369
66080,66,37,30
36080,36,26,20
23080,23,27,22
56080,56,318,330
29080,29,958,364
87080,87,49,52
15080,15,50,78
89080,89,174,176
74080,74,747,297
58080,58,45,54
82080,82,209,363
48080,48,708,731
44080,44,265,140
14080,14,41,23
13080,13,1705,1499
49080,49,2352,1948
06080,06,37,46
83080,83,228,314
05080,05,16,23
84080,84,2597,4039
90080,90,112,149
11080,11,51,57
94080,94,20303,3838
64081,64,93,40
62081,62,109,159
80081,80,26,36
65081,65,46,32
57081,57,33,35
21081,21,37,41
08081,08,603,1531
54081,54,96,121
91081,91,209,169
27081,27,61,63
60081,60,107,132
70081,70,56,106
31081,31,17,6
51081,51,120,82
55081,55,13,25
50081,50,388,205
88081,88,300,345
39081,39,123,107
02081,02,84,167
59081,59,114,201
33081,33,525,510
24081,24,199,183
32081,32,48,36
2B081,2B,18,25
11081,11,377,429
61081,61,224,230
17081,17,97,130
77081,77,108,204
71081,71,558,529
01081,01,177,177
63081,63,70,91
38081,38,466,604
28081,28,63,102
45081,45,170,156
79081,79,2624,1198
30081,30,317,351
26081,26,240,136
35081,35,379,134
74081,74,3255,2537
37081,37,362,389
58081,58,87,109
03081,03,87,87
86081,86,440,370
34081,34,535,1057
18081,18,90,108
46081,46,21,8
42081,42,426,418
40081,40,116,125
67081,67,238,217
47081,47,155,237
85081,85,1803,833
07081,07,22,23
81081,81,357,340
69081,69,6340,2283
04081,04,120,124
19081,19,146,156
41081,41,63,67
23081,23,104,83
66081,66,47,44
36081,36,110,66
56081,56,633,656
22081,22,1769,839
29081,29,393,262
15081,15,42,31
87081,87,359,278
16081,16,39,65
10081,10,2198,1490
89081,89,27,25
82081,82,29,60
48081,48,100,82
09081,09,60,95
73081,73,160,138
06081,06,31,43
44081,44,1361,1069
83081,83,1581,2062
05081,05,13,7
84081,84,2147,2547
13081,13,2561,4237
90081,90,165,245
68081,68,205,180
94081,94,18973,6642
64082,64,50,36
90082,90,83,102
62082,62,71,96
80082,80,232,206
65082,65,13,10
76082,76,171,193
02082,02,33,39
57082,57,61,135
59082,59,508,582
21082,21,11,29
16082,16,191,191
78082,78,155,167
54082,54,39,73
60082,60,203,281
70082,70,38,27
31082,31,336,262
25082,25,180,308
51082,51,30,33
50082,50,1730,1414
55082,55,24,14
08082,08,38,13
52082,52,38,41
33082,33,356,337
24082,24,456,387
09082,09,136,77
2B082,2B,3,17
32082,32,116,90
11082,11,2,5
88082,88,134,292
17082,17,176,137
77082,77,204,209
71082,71,79,61
63082,63,136,121
01082,01,106,122
10082,10,48,87
38082,38,602,454
28082,28,177,174
49082,49,356,179
26082,26,43,22
45082,45,2335,1743
30082,30,1222,1313
40082,40,71,83
74082,74,986,416
34082,34,728,413
03082,03,1319,1519
37082,37,91,157
58082,58,87,86
53082,53,204,120
35082,35,387,349
46082,46,128,96
43082,43,20,29
18082,18,266,314
67082,67,246,418
47082,47,48,59
07082,07,60,80
69082,69,86,66
68082,68,1635,2185
19082,19,299,272
23082,23,85,98
66082,66,121,131
36082,36,58,92
56082,56,101,76
29082,29,228,89
15082,15,134,62
14082,14,45,61
27082,27,527,499
73082,73,267,160
12082,12,65,57
82082,82,63,46
87082,87,331,238
48082,48,35,31
61082,61,32,24
81082,81,32,36
22082,22,310,208
85082,85,1171,505
44082,44,1761,1093
06082,06,41,81
05082,05,65,20
83082,83,99,235
84082,84,463,537
13082,13,1715,1233
86082,86,1157,1061
64083,64,48,54
62083,62,1165,2720
80083,80,57,30
65083,65,236,160
76083,76,18,44
02083,02,119,289
57083,57,253,419
59083,59,72,81
21083,21,33,50
14083,14,184,206
60083,60,165,348
27083,27,49,104
54083,54,46,63
70083,70,103,151
25083,25,31,64
31083,31,67,63
51083,51,22,23
50083,50,206,117
55083,55,20,62
08083,08,68,138
33083,33,336,271
24083,24,55,60
2B083,2B,35,74
32083,32,322,256
09083,09,11,5
11083,11,9,15
39083,39,89,79
88083,88,67,83
17083,17,160,192
77083,77,6361,2508
52083,52,187,258
63083,63,322,215
01083,01,228,344
10083,10,90,107
89083,89,634,499
38083,38,99,165
16083,16,103,64
79083,79,603,511
72083,72,120,106
45083,45,445,593
26083,26,463,464
40083,40,37,41
30083,30,607,955
34083,34,60,75
74083,74,812,487
03083,03,183,198
58083,58,385,285
37083,37,580,373
86083,86,319,284
53083,53,248,235
12083,12,308,383
46083,46,378,311
43083,43,32,57
18083,18,168,196
67083,67,155,293
42083,42,167,129
47083,47,27,27
07083,07,147,102
81083,81,84,64
68083,68,134,115
69083,69,485,204
19083,19,36,43
23083,23,50,83
66083,66,19,7
36083,36,35,42
56083,56,5066,2893
29083,29,127,49
22083,22,206,181
15083,15,649,502
85083,85,721,421
41083,41,140,159
44083,44,643,528
82083,82,28,44
87083,87,126,149
73083,73,36,111
48083,48,44,76
06083,06,6293,8270
83083,83,295,449
84083,84,548,948
90083,90,30,46
13083,13,1136,1326
64084,64,55,38
62084,62,55,69
80084,80,38,101
65084,65,96,91
76084,76,30,54
57084,57,88,95
59084,59,510,708
78084,78,260,102
14084,14,121,89
60084,60,67,63
54084,54,164,302
70084,70,170,175
31084,31,237,313
25084,25,394,242
50084,50,216,120
08084,08,42,82
55084,55,17,23
51084,51,25,33
52084,52,7,21
02084,02,64,78
33084,33,495,334
24084,24,31,20
09084,09,32,6
32084,32,19,16
2B084,2B,33,53
11084,11,205,291
39084,39,49,31
88084,88,129,151
17084,17,139,188
61084,61,58,27
77084,77,339,331
63084,63,749,293
01084,01,226,254
89084,89,69,67
10084,10,291,313
38084,38,570,359
16084,16,72,86
28084,28,181,210
79084,79,107,113
73084,73,305,199
71084,71,211,106
26084,26,1228,1203
45084,45,113,155
40084,40,247,244
72084,72,369,343
30084,30,125,251
35084,35,205,188
34084,34,380,592
58084,58,28,29
03084,03,524,487
37084,37,133,157
86084,86,66,61
53084,53,1764,773
12084,12,483,448
46084,46,97,79
43084,43,467,517
67084,67,722,472
18084,18,56,66
47084,47,71,56
42084,42,40,50
07084,07,281,292
68084,68,590,359
81084,81,156,226
85084,85,3173,1813
04084,04,119,149
69084,69,382,342
19084,19,71,71
66084,66,288,427
36084,36,66,104
29084,29,86,72
22084,22,812,599
41084,41,289,329
23084,23,38,36
84084,84,390,396
13084,13,1324,1105
15084,15,81,85
82084,82,41,48
87084,87,43,50
56084,56,379,193
44084,44,2990,1423
05084,05,132,165
83084,83,147,215
06084,06,3656,2429
90084,90,92,114
21084,21,30,10
64085,64,67,18
62085,62,57,29
65085,65,46,25
80085,80,17,13
76085,76,109,108
57085,57,87,143
21085,21,54,24
59085,59,108,126
91085,91,1084,905
14085,14,254,237
60085,60,66,59
54085,54,23,38
70085,70,135,172
31085,31,97,92
25085,25,139,83
50085,50,512,303
08085,08,43,89
55085,55,51,103
52085,52,6,6
02085,02,218,294
33085,33,1154,533
32085,32,60,40
09085,09,121,68
2A085,2A,241,449
11085,11,278,327
39085,39,28,18
17085,17,90,142
88085,88,59,54
71085,71,56,53
77085,77,1046,573
63085,63,335,339
10085,10,19,27
89085,89,217,356
28085,28,10617,5270
38085,38,1922,2321
16085,16,774,784
73085,73,418,352
26085,26,603,893
45085,45,452,454
79085,79,66,36
72085,72,35,82
30085,30,306,317
35085,35,2233,1164
40085,40,116,121
58085,58,146,190
03085,03,207,214
34085,34,79,136
37085,37,310,209
86085,86,84,65
53085,53,74,49
12085,12,80,75
46085,46,65,49
18085,18,60,58
67085,67,299,186
43085,43,26,9
42085,42,271,270
47085,47,57,103
07085,07,193,138
81085,81,24,13
68085,68,89,143
04085,04,16,12
27085,27,356,511
69085,69,559,246
66085,66,73,103
19085,19,247,187
36085,36,47,79
56085,56,83,32
29085,29,410,119
22085,22,128,69
24085,24,41,40
01085,01,107,128
41085,41,312,304
83085,83,713,1041
15085,15,153,151
82085,82,275,373
48085,48,39,49
51085,51,85,130
61085,61,15,5
74085,74,580,216
87085,87,31526,15048
44085,44,295,268
05085,05,168,88
06085,06,5151,4618
84085,84,139,105
90085,90,10,41
13085,13,1650,1715
64086,64,354,236
62086,62,103,133
57086,57,77,98
65086,65,56,39
80086,80,230,362
76086,76,60,70
02086,02,203,341
21086,21,404,339
59086,59,621,619
91086,91,2883,1991
14086,14,113,84
60086,60,534,549
54086,54,88,115
70086,70,17,29
31086,31,36,25
25086,25,68,40
51086,51,111,92
50086,50,117,105
08086,08,24,39
33086,33,96,103
24086,24,142,113
32086,32,36,13
09086,09,70,115
11086,11,165,323
2B086,2B,36,91
39086,39,61,68
88086,88,157,168
71086,71,159,116
17086,17,1142,1006
89086,89,1255,1491
10086,10,42,87
28086,28,86,104
38086,38,110,123
16086,16,212,259
79086,79,665,316
26086,26,305,129
45086,45,90,56
73086,73,120,135
30086,30,153,202
35086,35,162,133
72086,72,56,32
74086,74,205,168
58086,58,2466,2262
40086,40,156,96
03086,03,65,87
37086,37,90,158
34086,34,146,203
86086,86,217,294
46086,46,193,156
67086,67,157,110
43086,43,44,61
18086,18,146,170
47086,47,324,246
42086,42,127,154
81086,81,47,43
07086,07,232,234
68086,68,51,80
85086,85,443,491
04086,04,107,72
69086,69,956,465
41086,41,168,197
23086,23,75,64
66086,66,8,5
19086,19,100,92
36086,36,104,122
56086,56,155,36
29086,29,518,213
22086,22,217,188
63086,63,124,111
77086,77,271,361
12086,12,120,84
53086,53,168,148
15086,15,18,16
82086,82,41,104
83086,83,1830,2709
61086,61,33,47
87086,87,247,275
48086,48,62,85
44086,44,300,211
05086,05,28,40
06086,06,91,75
84086,84,439,375
90086,90,58,83
13086,13,2469,2785
49086,49,1266,794
64087,64,243,183
62087,62,231,343
80087,80,65,76
65087,65,51,45
76087,76,156,200
02087,02,3,12
57087,57,70,82
21087,21,200,227
78087,78,763,323
14087,14,43,37
60087,60,145,73
54087,54,37,49
70087,70,27,45
59087,59,205,255
31087,31,66,120
25087,25,41,84
51087,51,55,74
50087,50,821,496
08087,08,15,32
55087,55,16,27
52087,52,40,80
33087,33,106,121
24087,24,212,187
32087,32,31,34
09087,09,22,24
11087,11,27,26
2B087,2B,262,591
61087,61,54,52
17087,17,43,59
88087,88,1084,648
71087,71,69,17
01087,01,79,57
10087,10,7,21
38087,38,1211,1212
16087,16,26,49
89087,89,61,89
79087,79,126,129
28087,28,61,72
26087,26,389,346
45087,45,713,842
73087,73,1835,1044
30087,30,100,33
72087,72,123,168
74087,74,577,417
35087,35,304,209
58087,58,140,214
03087,03,132,157
37087,37,66,84
34087,34,860,906
86087,86,53,55
40087,40,97,92
67087,67,371,478
18087,18,910,950
43087,43,741,716
46087,46,164,196
42087,42,559,245
47087,47,47,50
07087,07,97,96
85087,85,67,62
81087,81,106,80
68087,68,128,144
41087,41,96,132
69087,69,1359,419
04087,04,48,42
23087,23,199,128
19087,19,32,21
56087,56,444,85
36087,36,84,100
22087,22,177,138
77087,77,41,47
63087,63,21,29
53087,53,81,63
15087,15,119,84
82087,82,827,790
29087,29,259,135
06087,06,14,11
87087,87,106,118
44087,44,2544,1649
05087,05,184,139
83087,83,990,1806
84087,84,5801,7235
48087,48,100,93
90087,90,283,275
13087,13,1566,1254
64088,64,101,78
62088,62,108,123
80088,80,72,136
76088,76,124,159
65088,65,6,10
57088,57,72,101
02088,02,18,28
59088,59,750,325
21088,21,102,70
95088,95,183,155
14088,14,95,112
60088,60,1055,1321
70088,70,26,50
54088,54,59,78
31088,31,1191,464
25088,25,14,29
51088,51,121,133
50088,50,52,21
08088,08,49,33
55088,55,24,56
33088,33,143,176
32088,32,111,78
24088,24,66,109
09088,09,9,8
11088,11,486,495
52088,52,140,244
39088,39,123,97
61088,61,15,18
01088,01,259,350
16088,16,311,324
89088,89,119,125
26088,26,1774,1740
45088,45,78,102
2B088,2B,47,59
79088,79,556,370
28088,28,2794,1992
73088,73,55,65
30088,30,159,225
72088,72,83,109
74088,74,387,218
35088,35,1263,504
58088,58,1161,803
34088,34,1582,2061
03088,03,57,90
37088,37,36,45
86088,86,344,140
53088,53,299,175
12088,12,76,68
40088,40,5737,3602
67088,67,82,132
46088,46,307,160
18088,18,48,72
42088,42,213,193
47088,47,142,204
43088,43,93,96
81088,81,154,169
07088,07,51,18
68088,68,295,281
41088,41,75,67
69088,69,2279,1040
04088,04,1549,1045
23088,23,25,51
19088,19,35,2
56088,56,239,41
66088,66,1099,1482
36088,36,2658,2334
22088,22,83,68
71088,71,65,72
88088,88,174,218
77088,77,532,581
63088,63,28,25
48088,48,63,47
15088,15,161,134
82088,82,169,134
85088,85,1955,1312
13088,13,1207,1700
87088,87,310,358
44088,44,1106,501
06088,06,77297,62242
83088,83,715,1034
84088,84,3044,3410
90088,90,251,314
64089,64,61,31
62089,62,137,108
80089,80,69,102
65089,65,41,19
02089,02,244,341
57089,57,1121,950
59089,59,363,429
21089,21,111,128
78089,78,815,856
60089,60,105,141
14089,14,135,86
70089,70,14,10
54089,54,477,341
25089,25,32,24
31089,31,203,188
51089,51,23,38
55089,55,23,35
08089,08,83,100
33089,33,74,199
32089,32,55,73
09089,09,13,12
52089,52,23,14
11089,11,116,83
61089,61,24,25
63089,63,511,415
38089,38,61,87
89089,89,31,65
26089,26,21,21
49089,49,419,190
01089,01,525,563
16089,16,1048,796
28089,28,475,656
10089,10,139,213
45089,45,3017,1523
2A089,2A,41,40
73089,73,317,296
30089,30,325,596
72089,72,562,402
74089,74,365,257
58089,58,48,96
03089,03,48,35
37089,37,260,164
34089,34,299,449
86089,86,105,128
53089,53,174,100
12089,12,1143,961
67089,67,709,756
40089,40,324,217
46089,46,287,211
18089,18,95,137
47089,47,36,44
43089,43,998,671
42089,42,266,119
81089,81,58,54
68089,68,361,526
69089,69,5327,2013
07089,07,495,555
23089,23,161,221
19089,19,53,56
56089,56,629,578
36089,36,79,129
66089,66,83,126
29089,29,290,191
77089,77,198,290
71089,71,84,47
17089,17,239,236
88089,88,102,230
35089,35,135,95
85089,85,2019,982
41089,41,72,53
15089,15,134,147
82089,82,237,300
79089,79,32,57
48089,48,158,159
87089,87,405,342
44089,44,1130,731
05089,05,20,15
83089,83,159,238
06089,06,892,535
84089,84,5355,4847
90089,90,308,396
13089,13,692,1115
27089,27,314,276
64090,64,48,36
80090,80,49,60
65090,65,19,32
76090,76,356,332
02090,02,51,62
57090,57,33,30
59090,59,4916,1456
27090,27,1168,974
78090,78,562,427
60090,60,85,106
21090,21,20,21
14090,14,236,171
70090,70,15,20
54090,54,1289,992
31090,31,100,137
51090,51,69,83
25090,25,17,12
50090,50,175,184
62090,62,36,50
33090,33,2174,1017
08090,08,506,753
32090,32,103,81
09090,09,9,17
24090,24,148,160
52090,52,30,41
63090,63,138,133
88090,88,854,1175
10090,10,45,89
39090,39,45,45
49090,49,309,182
79090,79,253,149
38090,38,107,67
16090,16,849,778
01090,01,92,98
2A090,2A,135,215
30090,30,70,88
72090,72,633,785
74090,74,404,347
58090,58,45,84
03090,03,72,103
37090,37,43,29
35090,35,935,515
86090,86,58,67
11090,11,130,191
53090,53,70,36
67090,67,166,184
40090,40,151,106
12090,12,1204,559
46090,46,67,31
47090,47,102,107
43090,43,51,44
42090,42,109,145
18090,18,114,140
68090,68,170,147
07090,07,278,302
41090,41,70,74
69090,69,283,202
81090,81,75,60
23090,23,105,51
19090,19,36,25
56090,56,2115,1418
36090,36,30,46
66090,66,15,11
29090,29,337,157
22090,22,375,240
77090,77,47,71
71090,71,1102,974
26090,26,13,5
73090,73,76,75
44090,44,402,361
05090,05,87,79
15090,15,181,163
82090,82,263,355
34090,34,3049,2059
04090,04,61,74
48090,48,267,178
28090,28,33,45
87090,87,67,89
83090,83,3502,4017
84090,84,210,194
06090,06,1892,2594
13090,13,77,21
90090,90,113,129
85090,85,2298,1265
64091,64,146,133
62091,62,33,36
65091,65,28,9
76091,76,40,82
02091,02,24,26
57091,57,212,319
59091,59,206,145
27091,27,172,268
95091,95,1801,829
21091,21,10,27
60091,60,81,140
14091,14,55,50
70091,70,13,13
54091,54,90,131
51091,51,39,42
31091,31,1805,1359
32091,32,127,82
09091,09,59,46
52091,52,32,34
11091,11,186,258
39091,39,24,29
61091,61,281,252
63091,63,232,195
88091,88,112,133
17091,17,551,535
10091,10,33,56
26091,26,15,23
45091,45,92,98
38091,38,227,243
89091,89,130,186
16091,16,39,58
79091,79,350,206
2A091,2A,58,84
30091,30,499,418
73091,73,79,55
72091,72,55,43
03091,03,98,153
86091,86,94,106
24091,24,380,266
67091,67,91,107
12091,12,154,151
40091,40,242,157
53091,53,154,93
46091,46,73,40
47091,47,528,701
42091,42,191,252
18091,18,70,64
68091,68,451,731
07091,07,105,79
41091,41,403,283
04091,04,23,32
23091,23,46,60
69091,69,3451,2420
19091,19,77,87
56091,56,759,468
29091,29,838,486
22091,22,115,115
71091,71,58,47
37091,37,798,638
74091,74,103,49
36091,36,242,182
66091,66,26,28
82091,82,33,46
15091,15,38,31
34091,34,36,25
35091,35,202,157
25091,25,103,158
77091,77,126,138
28091,28,35,64
43091,43,104,98
87091,87,89,103
48091,48,16,14
44091,44,463,345
05091,05,27,11
06091,06,412,788
83091,83,1327,1979
84091,84,1100,1869
13091,13,2045,1613
90091,90,177,177
64092,64,82,87
62092,62,110,140
80092,80,270,137
76092,76,162,199
65092,65,52,50
57092,57,151,155
59092,59,701,1427
78092,78,3114,1070
21092,21,87,50
60092,60,34,77
14092,14,667,431
54092,54,16,31
70092,70,56,56
51092,51,96,123
31092,31,33,39
50092,50,258,158
32092,32,33,43
08092,08,51,66
09092,09,21,21
52092,52,24,42
39092,39,44,55
61092,61,178,221
63092,63,586,483
88092,88,111,203
17092,17,44,52
10092,10,26,56
26092,26,194,206
49092,49,7657,3863
45092,45,400,486
89092,89,72,55
38092,38,18,52
28092,28,51,82
01092,01,440,484
11092,11,36,36
79092,79,71,99
2A092,2A,253,270
30092,30,419,621
73092,73,57,53
03092,03,161,191
37092,37,172,176
58092,58,124,112
34092,34,216,310
35092,35,261,204
86092,86,724,847
67092,67,259,173
40092,40,55,84
12092,12,191,154
46092,46,71,56
47092,47,135,118
18092,18,215,257
43092,43,88,88
81092,81,251,222
68092,68,128,135
85092,85,4101,2418
07092,07,31,13
69092,69,2192,1469
23092,23,143,186
56092,56,239,269
22092,22,88,63
42092,42,983,595
25092,25,25,21
71092,71,129,144
04092,04,26,40
36092,36,74,82
15092,15,442,377
66092,66,10,42
82092,82,61,81
84092,84,3412,3880
87092,87,121,89
48092,48,1200,925
44092,44,194,170
05092,05,276,250
06092,06,249,561
83092,83,836,1419
13092,13,1757,2674
64093,64,270,99
62093,62,32,72
80093,80,219,361
65093,65,57,63
57093,57,195,174
02093,02,196,375
21093,21,37,44
91093,91,296,92
60093,60,92,178
59093,59,91,89
54093,54,52,52
14093,14,50,73
25093,25,17,26
70093,70,145,222
51093,51,139,118
55093,55,85,78
76093,76,80,127
50093,50,123,117
33093,33,224,216
32093,32,34,39
09093,09,27,41
52093,52,480,759
39093,39,95,136
61093,61,338,335
63093,63,329,281
10093,10,21,59
89093,89,112,226
16093,16,486,378
45093,45,630,667
88093,88,10,21
38093,38,121,112
01093,01,1399,1197
26093,26,154,168
30093,30,38,46
2B093,2B,184,212
72093,72,288,287
03093,03,347,345
37093,37,145,165
58093,58,54,37
86093,86,45,57
67093,67,94,110
35093,35,4549,1935
34093,34,60,38
40093,40,80,67
46093,46,41,13
47093,47,111,109
42093,42,488,324
18093,18,40,33
68093,68,511,373
81093,81,254,161
85093,85,379,283
41093,41,69,96
43093,43,86,115
07093,07,84,73
04093,04,19,20
23093,23,380,479
69093,69,291,250
19093,19,271,285
56093,56,206,207
29093,29,404,292
77093,77,92,119
71093,71,161,208
53093,53,98,55
06093,06,73,111
22093,22,6256,2985
15093,15,29,25
66093,66,589,692
82093,82,161,160
31093,31,214,237
17093,17,1264,1110
11093,11,25,0
12093,12,54,50
36093,36,719,792
87093,87,81,87
05093,05,163,77
83093,83,417,817
84093,84,317,219
13093,13,108,79
90093,90,268,222
64094,64,646,360
62094,62,116,132
80094,80,139,156
76094,76,99,64
65094,65,45,40
02094,02,111,158
27094,27,36,43
95094,95,44,86
21094,21,79,149
59094,59,1266,2130
60094,60,62,97
54094,54,55,67
25094,25,37,24
70094,70,57,91
51094,51,41,69
31094,31,845,721
55094,55,106,201
50094,50,111,115
33094,33,42,71
32094,32,120,134
08094,08,15,18
24094,24,99,138
39094,39,61,28
63094,63,134,150
77094,77,70,64
28094,28,424,416
89094,89,107,226
10094,10,127,208
01094,01,181,223
45094,45,71,65
88094,88,399,359
17094,17,2689,1304
38094,38,479,589
26094,26,211,295
11094,11,4,9
79094,79,316,206
30094,30,48,36
2A094,2A,61,20
72094,72,146,156
74094,74,1997,1386
73094,73,156,111
03094,03,1195,822
37094,37,150,177
09094,09,45,41
58094,58,118,134
67094,67,68,102
86094,86,171,119
35094,35,574,311
53094,53,916,386
12094,12,340,223
40094,40,194,276
34094,34,247,422
46094,46,97,60
47094,47,120,223
43094,43,16,44
42094,42,2126,1533
18094,18,94,98
68094,68,252,199
85094,85,443,256
81094,81,30,27
41094,41,329,383
07094,07,55,39
04094,04,797,901
69094,69,2053,1169
19094,19,345,244
29094,29,286,124
56094,56,2415,1580
61094,61,231,111
71094,71,62,20
22094,22,942,315
15094,15,231,176
66094,66,652,1115
82094,82,340,347
83094,83,789,1097
36094,36,114,128
48094,48,323,277
44094,44,1375,499
87094,87,149,140
05094,05,8,4
84094,84,172,134
06094,06,235,271
13094,13,626,749
90094,90,146,118
52094,52,64,63
64095,64,194,131
62095,62,45,79
80095,80,61,56
76095,76,3223,1034
02095,02,749,1460
65095,65,82,86
27095,27,139,209
57095,57,142,198
91095,91,621,465
60095,60,115,108
21095,21,17,19
54095,54,14,7
25095,25,78,97
70095,70,99,213
31095,31,32,35
50095,50,640,358
33095,33,365,337
32095,32,183,151
09095,09,49,33
55095,55,40,50
08095,08,51,45
24095,24,123,87
52095,52,44,84
39095,39,43,32
63095,63,50,53
77095,77,320,370
17095,17,53,69
38095,38,808,659
28095,28,77,91
89095,89,52,43
16095,16,50,40
45095,45,510,540
88095,88,368,367
79095,79,121,152
26095,26,252,294
11095,11,75,112
30095,30,200,154
2B095,2B,41,26
72095,72,2027,1048
74095,74,94,84
03095,03,3379,2435
37095,37,111,94
58095,58,1268,1097
67095,67,420,412
86095,86,956,742
35095,35,1822,1037
12095,12,78,57
46095,46,290,221
40095,40,190,178
34095,34,1858,2266
47095,47,169,260
42095,42,3441,2993
43095,43,29,58
18095,18,37,54
68095,68,430,306
81095,81,31,37
85095,85,489,578
41095,41,234,319
07095,07,139,145
69095,69,262,209
29095,29,568,254
04095,04,37,46
61095,61,155,132
71095,71,138,96
73095,73,96,118
44095,44,410,288
19095,19,47,25
22095,22,71,51
15095,15,88,119
66095,66,116,94
82095,82,39,91
51095,51,18,33
10095,10,72,108
23095,23,323,321
05095,05,86,79
36095,36,19,44
48095,48,3134,1877
87095,87,228,189
01095,01,191,206
06095,06,2221,2593
83095,83,179,275
84095,84,237,264
13095,13,610,200
90095,90,92,183
64096,64,46,51
62096,62,103,206
76096,76,165,189
02096,02,43,57
65096,65,28,14
57096,57,512,592
78096,78,240,110
59096,59,718,332
21096,21,15,54
70096,70,146,198
25096,25,56,30
54096,54,83,95
14096,14,32,80
80096,80,210,248
31096,31,46,67
50096,50,56,62
33096,33,2317,1474
32096,32,429,476
55096,55,24,45
08096,08,189,180
24096,24,230,201
39096,39,68,155
77096,77,944,526
63096,63,127,99
17096,17,31,11
01096,01,259,295
89096,89,219,266
10096,10,125,165
16096,16,102,91
09096,09,20,16
88096,88,33,36
26096,26,440,601
79096,79,428,223
11096,11,29,12
30096,30,215,260
2B096,2B,803,1014
72096,72,471,328
73096,73,350,263
74096,74,1541,869
03096,03,33,22
58096,58,135,164
37096,37,186,149
67096,67,103,96
35096,35,904,425
86096,86,142,229
53096,53,1816,1035
12096,12,1512,919
46096,46,32,38
40096,40,30,40
34096,34,137,154
47096,47,55,51
43096,43,250,223
42096,42,241,136
18096,18,408,537
68096,68,92,111
07096,07,123,96
69096,69,2053,1470
23096,23,3031,1706
04096,04,287,286
71096,71,62,63
28096,28,246,388
85096,85,1631,1419
87096,87,229,233
82096,82,523,875
19096,19,123,107
56096,56,785,614
22096,22,101,161
15096,15,87,75
66096,66,190,296
81096,81,145,122
41096,41,86,117
27096,27,79,112
45096,45,124,167
36096,36,54,62
48096,48,272,133
44096,44,1571,1050
05096,05,201,234
06096,06,43,33
83096,83,316,497
84096,84,260,195
61096,61,876,587
13096,13,707,1245
90096,90,75,109
64097,64,186,155
62097,62,255,319
76097,76,21,43
02097,02,43,93
65097,65,47,63
27097,27,174,213
57097,57,1161,1566
59097,59,66,143
21097,21,15,14
91097,91,1877,1099
60097,60,57,82
14097,14,100,90
70097,70,55,106
25097,25,159,127
54097,54,28,46
51097,51,54,53
80097,80,29,51
50097,50,48,42
33097,33,960,742
32097,32,25,28
55097,55,74,105
08097,08,72,166
52097,52,6,21
24097,24,98,87
39097,39,2070,1748
77097,77,69,102
63097,63,20,28
88097,88,6,7
38097,38,1024,1042
16097,16,714,588
10097,10,42,61
45097,45,281,363
09097,09,24,24
26097,26,212,159
2B097,2B,19,21
30097,30,93,75
73097,73,238,151
74097,74,628,421
03097,03,85,91
58097,58,32,31
67097,67,602,195
37097,37,174,185
35097,35,622,405
12097,12,92,70
46097,46,51,13
40097,40,185,114
53097,53,2537,1834
47097,47,201,267
43097,43,36,51
81097,81,452,380
68097,68,431,384
18097,18,639,440
34097,34,136,115
41097,41,420,583
07097,07,204,161
23097,23,81,67
61097,61,180,140
71097,71,114,177
86097,86,82,104
42097,42,1514,1073
85097,85,1357,488
04097,04,92,131
22097,22,248,131
19097,19,42,49
29097,29,618,489
56097,56,1216,912
15097,15,47,31
82097,82,278,397
31097,31,108,111
17097,17,284,255
69097,69,234,247
66097,66,39,45
36097,36,76,96
44097,44,1224,478
48097,48,87,47
